Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
,Détruire les barricades,495,212,31930,0,0,0,2,0,0,0
,Tuer Anki et le mande-bête Pakutesh,496,212,31932,0,0,0,3,0,0,0
,Tuer le rituarcaniste Mara’kah et son masque d’esprit,497,212,31934,0,0,0,4,0,0,0
Utilisez l’Orbe du gardien de la porte pour ouvrir les portes de la croisée Ensanglantée.,Évasion,498,205,31937,0,0,0,6,0,0,0
Vous disposez d’un temps limité pour récupérer autant de butin que vous pouvez. Parlez à Taoshi quand vous voudrez commencer.,Parler à Taoshi,508,215,31993,0,0,0,0,0,0,0
Parlez à Irion pour activer la forge du Tonnerre.,Dans la forge,509,211,32142,0,0,0,3,0,0,0
Emportez autant de trésors que possible et atteignez la sortie avant que le décompte ne soit terminé.,Atteindre la sortie,510,215,32158,0,0,0,1,0,0,0
Parlez à Geignard Glissécrou.,Parler au patron,511,216,32592,0,0,0,0,0,0,0
Pénétrez dans la chambre principale et mettez un terme aux enlèvements.,Infiltration,514,219,32524,0,0,0,0,0,0,0
Examinez la chambre principale.,Reconnaissance,515,219,32588,0,0,0,1,0,0,0
Aidez Tocant à construire un dispositif pour ouvrir la prochaine porte.,La porte scellée,516,219,32589,0,0,0,2,0,0,0
Défendez la Brigade gob pendant que Rustine établit une voie de retraite.,Faire barrage,533,219,32590,0,0,0,3,0,0,0
Détruisez l’élémentaire supérieur qui dévaste les excavations du Grand Printemps.,Casser du caillou,535,216,32594,0,0,0,1,0,0,0
Ramassez des artéfacts pour Glissécrou pendant que ses ouvriers dégagent l’entrée de la mine.,Reprise économique,536,216,32596,0,0,0,2,0,0,0
Allez dans les profondeurs de la mine du Grand Printemps et faites sauter le mur.,Le fond de la mine,537,216,32598,0,0,0,3,0,0,0
Détruisez l’Echo d’Y’Shaarj.,Cœur brisé,538,216,32637,0,0,0,4,0,0,0
Contactez les montagnards sombrefer au sommet de la crête Scintillante et trouvez un moyen de mettre fin à la tempête.,Les montagnards,539,210,32623,0,0,0,0,0,0,0
Libérez l’éclaireur Barbe-de-Pierre du tournebroche des Trolls.,Sauver l’éclaireur Barbe-de-Pierre,540,210,32644,0,0,0,1,0,0,0
Tuez les Trolls qui essayent de faire cuire l’éclaireuse Bièrafeu.,Sauver l’éclaireuse Bièrafeu,541,210,32648,0,0,0,2,0,0,0
Tuez les Trolls sur le point de sacrifier l’éclaireur Forgepair.,Sauver l’éclaireur Forgepair,542,210,32650,0,0,0,3,0,0,0
Tuez l’esprit élémentaire dans la grotte de glace pour mettre fin à la tempête de neige.,La grotte glacée,543,210,32652,0,0,0,4,0,0,0
"Joignez-vous aux troupes de Moira, tuez le chef zandalari et prenez le village des Crins-de-Givre.",La victoire ou la mort,544,210,32654,0,0,0,5,0,0,0
Volez des explosifs aux démolisseurs ennemis.,Acquisition d’explosifs,545,182,32657,0,0,0,1,0,0,0
Parlez à Rotun pour lancer l’épreuve.,Choisir une épreuve,550,237,33998,0,0,0,0,0,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectif bonus,551,210,32743,32898,0,0,6,3,0,0
Protégez le navire ! Repoussez la section d’abordage de l’Alliance !,On nous aborde !,556,239,32774,0,0,0,0,0,0,0
Volez des explosifs aux démolisseurs ennemis.,Acquisition d’explosifs,557,239,32776,0,0,0,1,0,0,0
Placez des explosifs sur le vaisseau de l’Alliance pour le détruire !,En mille morceaux !,558,239,32778,0,0,0,2,0,0,0
Terrassez l’amiral Hodgson.,À bas l’amiral !,559,239,32781,0,0,0,3,0,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectifs bonus,560,182,32791,32898,0,0,4,3,0,0
Accomplissez tous les objectifs bonus pour recevoir des récompenses supplémentaires.,Objectifs bonus,561,219,32799,32898,0,0,4,3,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectif bonus,565,65,32818,32898,0,0,3,3,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectif bonus,566,39,32821,32898,0,0,4,3,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectifs bonus,567,216,32831,32898,0,0,5,3,0,0
Accomplissez l’objectif bonus pour recevoir des récompenses supplémentaires.,Objectifs bonus,580,239,162971,32898,559,0,4,3,0,0
Description de l’étape 1.,Étape 1,587,247,32959,0,0,0,0,0,0,0
Description de l’étape 2.,Étape 2,593,247,32961,0,0,0,1,0,0,0
Description de l’étape 3.,Étape 3,594,247,32963,0,0,0,2,0,0,0
Description de l’étape 4.,Étape 4,595,247,32965,0,0,0,3,0,0,0
Description de l’étape 5.,Étape 5,596,247,32967,0,0,0,4,0,0,0
Description de l’étape 6.,Étape 6,597,247,32969,0,0,0,5,0,0,0
L’épreuve est sur le point de commencer.,Prêt…,598,248,32993,0,0,0,0,0,0,0
,Ordalie,599,248,33951,0,0,0,1,0,0,0
,Étape 2,607,254,0,0,0,0,2,0,0,0
,Étape 1,608,254,0,0,0,0,1,0,0,0
Détruisez l’abomination qui hante le temple du Buffle noir.,Celui qui n’avait pas de vie,615,256,33244,0,0,0,0,0,0,0
Stage 0,Test Stage 0,616,254,0,0,0,0,0,0,0,0
,Étape 3,617,254,0,0,0,0,3,0,0,0
,Étape 4,618,254,0,0,0,0,4,0,0,0
La fin !,Étape 5,619,254,0,0,0,0,5,0,0,0
Triomphez de trois champions de la Pandarie dans un combat de mascottes.,Champions de la Pandarie,620,257,33302,0,0,0,0,0,0,0
Triomphez de chacun des Astres vénérables dans un combat de mascottes.,Combat vénérable,621,257,33331,0,0,0,1,0,0,0
Faites asseoir puis servez les clients au fur et à mesure qu’ils arrivent. Ne laissez pas plus de cinq clients partir sans avoir été servis.,L’heure des nouilles,637,269,33600,0,0,0,1,0,0,0
Apprenez à diriger le stand de nouilles.,Apprentissage,647,269,33924,0,0,0,0,0,0,0
Faites asseoir puis servez les clients au fur et à mesure qu’ils arrivent. Ne laissez pas plus de cinq clients partir sans avoir été servis.,L’heure des nouilles,652,278,33926,0,0,0,0,0,0,0
Obtenez un score d’au moins 30 000.,Bonus : tentez l’or !,653,278,33928,0,0,0,1,3,0,0
Tuez tous les Orcs de Grommar.,La purge de Grommar,654,275,33985,0,0,0,2,0,0,0
Tuez Orrok le Maître-Lance.,Les portes de Grommar,655,275,33994,0,0,0,1,0,0,0
Terrassez les hurans de la Tête de mort dans leur bastion du kraal de Tranchebauge.,Kraal de Tranchebauge,680,294,34480,0,0,0,0,0,0,0
Minez autant de ressources que possible avant de tomber à court de puissance de vapeur !,La collecte de ressources,718,318,0,0,0,0,0,0,0,0
"Tuez Goraluk Brisenclume, grand machiniste de la base navale.",Goraluk Brisenclume,721,320,34857,0,0,0,2,0,0,0
Tuez les gardes de Pierrêche.,Fous devez les tuer tous,725,322,34859,0,0,0,0,0,0,0
sendevent 36841,Étape 2,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,Étape 3,727,322,34863,0,0,0,2,0,0,0
Empêchez les chamans-esprits des ruines de l’Orbite-Sanglante de réanimer le squelette de fomor.,Arrêter le rituel,728,323,34871,0,0,0,0,0,0,0
Protégez Thrall jusqu’à ce qu’il atteigne la chambre intérieure.,L’armée des âmes,729,323,34875,0,0,0,1,0,0,0
Affrontez Kilrogg Œil-Mort et mettez un terme au rituel.,Kilrogg Oeil-Mort,730,323,34877,0,0,0,2,0,0,0
Tuez Maggoc.,Tuer Maggoc,731,324,34882,0,0,0,8,0,0,0
Débarrassez les docks des Orcs restants et tuez le commandant Vorka.,Le feu du ciel,732,275,34884,0,0,0,3,0,0,0
Tuez les occupants des pièces pour éteindre les runes.,Éteindre les runes,736,329,34898,0,0,0,0,0,0,0
Protégez Givrefeu des vagues d’attaquants de la Horde de Fer.,Tenez le goulet d’étranglement.,737,324,34904,0,0,0,1,0,0,0
Détruisez le canon à mitraille de Fer.,Le canon à mitraille de Fer,738,324,34906,0,0,0,2,0,0,0
Protégez Givrefeu des vagues d’attaquants de la Horde de Fer.,Une bonne défense,739,324,34908,0,0,0,3,0,0,0
Protégez Drek’thar des attaquants de la Horde de Fer.,La défense de Drek’thar,740,324,34910,0,0,0,4,0,0,0
Protégez Givrefeu des vagues d’attaquants de la Horde de Fer.,Les Sire-Tonnerre de Fer,741,324,34912,0,0,0,5,0,0,0
Terrassez Malgrim Foudremain.,Malgrim Foudremain,742,324,34914,0,0,0,6,0,0,0
Protégez Givrefeu des vagues d’attaquants de la Horde de Fer.,L’ultime défense,743,324,34916,0,0,0,7,0,0,0
Parlez à Durotan.,La bataille commence,745,324,34921,0,0,0,0,0,0,0
Les forces alliées commandées par l’archimage Khadgar sont prêtes à se lancer dans la bataille de Shattrath.,Les préliminaires,747,331,34944,0,0,0,0,0,0,0
Frayez-vous un chemin jusqu’au Port avec l’Étoile de Fer.,La bataille fait rage,748,331,34946,0,0,0,2,0,0,0
La Horde de Fer s’est rassemblée sur les docks. Protégez Khadgar pendant qu’il prépare un sort pour neutraliser le port.,Le port de Fer,752,331,34954,0,0,0,3,0,0,0
L’arme principale de la Horde de Fer se trouve dans le Port. Prenez le contrôle du navire. Vos alliés tâcheront de tenir Main-Noire à distance pendant que votre assaut du vaisseau amiral.,L’arme,753,331,34956,0,0,0,4,0,0,0
Parlez au redresseur de torts Maraad.,Le choix de K’ara,754,275,34959,0,0,0,0,0,0,0
Parlez à Durotan.,Parler à Durotan,755,320,34985,0,0,0,0,0,0,0
Accompagnez votre groupe vers le nord jusqu’à la machinerie.,À la machinerie,756,320,34983,0,0,0,1,0,0,0
Atteignez le dépôt de ravitaillement.,Au dépôt,757,320,34987,0,0,0,3,0,0,0
Tenez bon face aux vagues d’Orcs de la Horde de Fer. Utilisez des barils explosifs pour les repousser.,Survivre à l’attaque de la Horde de Fer,758,320,34989,0,0,0,4,0,0,0
Rendez-vous au quai central pour monter à bord de la péniche Crime-des-Flots.,Atteindre le quai central,759,320,34991,0,0,0,5,0,0,0
Parlez à Rokk pour sauter à bord de la péniche Crime-des-Flots.,Monter à bord de la péniche,761,320,34995,0,0,0,6,0,0,0
Sabordez la péniche Crime-des-Flots.,Détruire la péniche Crime-des-Flots,762,320,34997,0,0,0,7,0,0,0
Triomphez des boss des profondeurs de Brassenoire.,Profondeurs de Brassenoire,765,333,35169,35929,0,0,0,0,0,0
Triomphez de Domina.,Objectif bonus,773,333,35183,35930,0,0,1,1,0,0
Terrassez les troupes marchefer qui occupent les salles du pic Rochenoire.,Sommet du pic Rochenoire,796,329,35686,35963,0,0,1,0,0,0
Tuez 5 quidams.,Bonus de 5,833,323,35365,0,0,0,3,1,0,0
Tuez 10 quidams.,Bonus de 10,834,323,35367,0,0,0,4,1,0,0
Terrassez les Adhérents de Rukhmar au sommet d’Orée-du-Ciel.,Orée-du-Ciel,835,423,35369,0,0,0,0,0,0,0
Terrassez les esclavagistes de la mine de la Masse-Sanglante.,Mine de la Masse-Sanglante,837,425,35389,0,0,0,0,0,0,0
Mettez en déroute les troupes navales de la Horde de Fer.,Quais de Fer,838,426,35393,0,0,0,0,0,0,0
Débarrassez Auchindoun de la corruption.,Auchindoun,839,427,35397,0,0,0,0,0,0,0
Triomphez des Sectateurs ombrelunes qui composent la secte noire de Ner’zhul.,Terres sacrées d’Ombrelune,840,428,35401,0,0,0,0,0,0,0
Empêchez le Tristerail d’acheminer sa cargaison mortelle.,Dépôt de Tristerail,841,429,35405,0,0,0,0,0,0,0
Explorez l’avant-poste du Kirin Tor envahi par la végétation.,La Flore éternelle,842,430,35409,0,0,0,0,0,0,0
Terrassez les troupes marchefer qui occupent les salles du Pic Rochenoire.,Sommet du pic Rochenoire,844,432,35413,0,0,0,0,0,0,0
