ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
20,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Marché des Alizés de Boralus,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Grand bazar de Dazar’alor,5,4,295264,295253,299338,299337
21,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,7,1,294926,294964,294926,294964
22,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,7,2,295307,294970,300002,300004
23,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Marché des Alizés de Boralus,Donjons mythiques +|n|cFFFFD200Saison :|r 3 ou ultérieure|n|cFFFFD200Haut fait :|r Maître mythique de Battle for Azeroth|n|cFFFFD200Vendeur :|r Thaumaturge Vashreen|n|cFFFFD200Lieu :|r Grand bazar de Dazar’alor,7,4,295306,294972,300003,300005
24,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,7,3,294945,294969,300003,300005
29,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Amical|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 1 oscillateur galvanique et 2 caisses de P.1.È.C.3.S.,,6,1,295337,295293,295337,295293
30,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Honoré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 5 oscillateurs galvaniques et 10 caisses de P.1.È.C.3.S.,,6,2,295364,295363,299345,299343
31,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Révéré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 8 oscillateurs galvaniques et 20 caisses de P.1.È.C.3.S.,,6,3,295352,295351,299347,299346
32,Mécagone|n|cFFFFD200Faction :|r Fournitures de Mécarouille|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille,,6,4,295358,295333,299347,299346
45,Aspects dragons|n|cFFFFD200Quête :|r D.A.M.E. a toujours raison|n|cFFFFD200Donneur de quête :|r Magni Barbe-de-Bronze|n|cFFFFD200Lieu :|r Chambre du Cœur,,12,1,295373,295365,295373,295365
46,"Aspects dragons|n|cFFFFD200Niveau du Cœur :|r 54|n|cFFFFD200Quête :|r Dans les ténèbres, je rêve|n|cFFFFD200Donneur de quête :|r Kalec|n|cFFFFD200Lieu:|r Chambre du Cœur",,12,2,295377,295372,299349,299348
47,Aspects dragons|n|cFFFFD200Niveau du Cœur :|r 60|n|cFFFFD200Quête :|r Enquête dans les hautes-terres|n|cFFFFD200Donneur de quête :|r Kalec|n|cFFFFD200Lieu : |r Chambre du Cœur,,12,3,295379,295369,299353,299350
48,Aspects dragons|n|cFFFFD200Niveau du Cœur :|r 70|n|cFFFFD200Quête :|r Un soupçon de bleu|n|cFFFFD200Donneur de quête :|r Kalec|n|cFFFFD200Lieu:|r Chambre du Cœur,,12,4,295380,295381,299353,299350
49,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Amical|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 1 oscillateur galvanique et 2 caisses de P.1.È.C.3.S.,,13,1,295746,295750,295746,295750
50,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Honoré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 5 oscillateurs galvaniques et 10 caisses de P.1.È.C.3.S.,,13,2,295747,295844,300015,300018
51,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Révéré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 8 oscillateurs galvaniques et 20 caisses de P.1.È.C.3.S.,,13,3,295748,295846,300016,300020
52,Mécagone|n|cFFFFD200Faction :|r Fournitures de Mécarouille|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille,,13,4,295749,295845,300016,300020
53,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,14,1,295840,295834,295840,295834
54,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,14,2,295841,295836,299355,299354
55,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,14,3,295843,295837,299358,299357
56,Raid du palais Éternel|n|cFFFFD200Butin :|r Reine Azshara - mode mythique,,14,4,295892,295839,299358,299357
57,Mode Guerre|n|cFFFFD200Quête :|r Faire boire la tasse à la Horde|n|cFFFFD200Donneur de quête :|r Artificius Torciboulot|n|cFFFFD200Lieu :|r Mezzamere,Mode Guerre|n|cFFFFD200Quête :|r Noyer l’Alliance|n|cFFFFD200Donneur de quête :|r Dazzerian|n|cFFFFD200Lieu :|r Le Refuge,15,1,302731,302916,302731,302916
58,Mode Guerre|n|cFFFFD200Haut fait :|r Combat sur deux fronts|n|cFFFFD200Vendeur :|r Artificius Torciboulot|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 20 mérites de la bataille de Nazjatar,Mode Guerre|n|cFFFFD200Haut fait :|r Combat sur deux fronts|n|cFFFFD200Vendeur :|r Dazzerian|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 20 mérites de la bataille de Nazjatar,15,2,302778,302957,302982,302984
59,Mode Guerre|n|cFFFFD200Objet :|r Distinction de l’Appel aux armes|n|cFFFFD200Quête :|r Appel aux armes hebdomadaire|n|cFFFFD200Vendeur :|r Artificius Torciboulot|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 10 distinctions de l’Appel aux armes et 50 mérites de la bataille de Nazjatar,Mode Guerre|n|cFFFFD200Objet :|r Distinction de l’Appel aux armes|n|cFFFFD200Quête :|r Appel aux armes hebdomadaire|n|cFFFFD200Vendeur :|r Dazzerian|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 10 distinctions de l’Appel aux armes et 50 mérites de la bataille de Nazjatar,15,3,302780,302961,302983,302985
60,Mode Guerre|n|cFFFFD200Haut fait :|r L’assassin en fait des caisses|n|cFFFFD200Vendeur :|r Artificius Torciboulot|n|cFFFFD200Lieu :|r Mezzamere,Mode Guerre|n|cFFFFD200Haut fait :|r L’assassin en fait des caisses|n|cFFFFD200Vendeur :|r Dazzerian|n|cFFFFD200Lieu :|r Le Refuge,15,4,302910,302962,302983,302985
61,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres maudits d’Alleria ou Thrall|n|cFFFFD200Lieu :|r Chambre du Cœur,,16,1,296036,293030,296036,293030
62,Visions horrifiques de N’Zoth|n|cFFFFD200Butin :|r|ncoffres corrompus des zones perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,16,2,296038,296031,310425,310422
63,Visions horrifiques de N’Zoth|n|cFFFFD200Combinaison :|r Étincelle de force inébranlable |n|cFFFFD200Butin :|r|nCoffres corrompus des zones corrompues et perdues|n|cFFFFD200Lieu :|r Chambre du Cœur,,16,3,296104,296032,310442,310426
64,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Amical|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Amical|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,17,1,296072,296050,296072,296050
65,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Honoré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Honoré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,17,2,296074,296067,299875,299878
66,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Révéré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Révéré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,17,3,296075,296062,299876,299879
67,"Champs de bataille|n|cFFFFD200Quête :|r Tous sur le champ de bataille|n|cFFFFD200Remise de quête :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus",Champs de bataille|n|cFFFFD200Quête :|r Tous sur le champ de bataille|n|cFFFFD200Remise de quête :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,18,1,296094,296081,296094,296081
68,"Champs de bataille|n|cFFFFD200Haut fait :|r Bagarreur du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus|n|cFFFFD200Coût :|r 25 marques d’honneur",Champs de bataille|n|cFFFFD200Haut fait :|r Bagarreur du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala|n|cFFFFD200Coût :|r 25 marques d’honneur,18,2,296102,296091,299882,299885
69,"Champs de bataille|n|cFFFFD200Haut fait :|r Tacticien du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus|n|cFFFFD200Coût :|r 25 marques d’honneur",Champs de bataille|n|cFFFFD200Haut fait :|r Tacticien du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala|n|cFFFFD200Coût :|r 25 marques d’honneur,18,3,296103,296089,299883,299887
70,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Amical|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 1 oscillateur galvanique et 2 caisses de P.1.È.C.3.S.,,19,1,296197,296136,296197,296136
71,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Honoré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 5 oscillateurs galvaniques et 10 caisses de P.1.È.C.3.S.,,19,2,296200,296192,299932,299935
72,Mécagone|n|cFFFFD200Faction :|r Résistance de Mécarouille - Révéré|n|cFFFFD200Vendeur :|r Robot-vendeur royal volé|n|cFFFFD200Lieu :|r Mécarouille|n|cFFFFD200Coût :|r 8 oscillateurs galvaniques et 20 caisses de P.1.È.C.3.S.,,19,3,296201,296193,299933,299936
73,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,20,1,293032,296207,293032,296207
74,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,20,2,296220,296213,299943,299939
75,Donjons mythiques|n|cFFFFD200Combinaison :|r anima de vie focalisé|n|cFFFFD200Butin :|r boss de fin de donjon,,20,3,296221,296214,299944,299940
76,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,21,1,296230,303448,296230,303448
77,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,21,2,303472,303463,299958,303474
78,"Raid du palais Éternel|n|cFFFFD200Combinaison :|r Reliquaires aqueux|n|cFFFFD200Butin :|r Radiance d’Azshara, Cour de la reine, ou reine Azshara",,21,3,296232,303460,299959,303476
79,Opération Mécagone|n|cFFFFD200Butin :|r Roi Mécagone,,22,1,296325,296320,296325,296320
80,Opération Mécagone|n|cFFFFD200Bricolage :|r Plan du différentiel synchronisé à la perfection|n|cFFFFD200Butin :|r Roi Mécagone,,22,2,296326,296321,299368,299367
81,Opération Mécagone|n|cFFFFD200Combinaison :|r Pignons de progression|n|cFFFFD200Butin :|r Roi Mécagone,,22,3,303342,296322,299370,299369
82,Opération Mécagone (mythique)|n|cFFFFD200Haut fait :|r Toute résistance est inutile|n|cFFFFD200Discussion :|r Prince Erazmin|n|cFFFFD200Lieu :|r Mécarouille,,22,4,296328,296324,299370,299369
83,"Champs de bataille|n|cFFFFD200Quête :|r Tous sur le champ de bataille|n|cFFFFD200Remise de quête :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus",Champs de bataille|n|cFFFFD200Quête :|r Tous sur le champ de bataille|n|cFFFFD200Remise de quête :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,23,1,297108,297147,297108,297147
84,"Champs de bataille|n|cFFFFD200Haut fait :|r Bagarreur du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus|n|cFFFFD200Coût :|r 25 marques d’honneur",Champs de bataille|n|cFFFFD200Haut fait :|r Bagarreur du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala|n|cFFFFD200Coût :|r 25 marques d’honneur,23,2,297120,297177,298273,298274
85,"Champs de bataille|n|cFFFFD200Haut fait :|r Tacticien du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus|n|cFFFFD200Coût :|r 25 marques d’honneur",Champs de bataille|n|cFFFFD200Haut fait :|r Tacticien du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala|n|cFFFFD200Coût :|r 25 marques d’honneur,23,3,297122,297178,298277,298275
89,Val de l’Éternel printemps|n|cFFFFD200Début de la suite de quêtes :|r|nUne mission de longue haleine |n|cFFFFD200Fin de la suite de quêtes :|r|nEspoir retrouvé|n|cFFFFD200Donneur de quête :|r Magni Barbe-de-Bronze|n|cFFFFD200Lieu :|r Chambre du Cœur,,24,1,297375,297411,297375,297411
90,Val de l’Éternel printemps |n|cFFFFD200Combinaison :|r Souffle de l’esprit éternel |n|cFFFFD200Quête :|r|npremière Vision des ténèbres de la semaine |n|cFFFFD200Donneur de quête :|r Agent de Sombre-Serre |n|cFFFFD200Lieu :|r|n près des portails des visions des ténèbres en Uldum ou au val de l’Éternel printemps,,24,2,297546,297542,298309,298302
91,Val de l’Éternel printemps|n|cFFFFD200Réputation :|r Rajani - Révéré|n|cFFFFD200Vendeur :|r Zhang Ku|n|cFFFFD200Lieu :|r Sanctuaire du Silence|n|cFFFFD200Coût :|r 50 souvenirs corrompus,,24,3,297547,297544,298312,298304
96,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Amical|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Amical|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,25,1,298168,298193,298168,298193
97,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Honoré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Honoré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,25,2,298169,298351,299273,299274
98,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Révéré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Révéré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,25,3,298174,298352,299275,299277
99,"Champs de bataille|n|cFFFFD200Haut fait :|r Maître du champ de bataille|n|cFFFFD200Vendeur :|r Maréchal Gabriel|n|cFFFFD200Lieu :|r Quais Corsandre, à Boralus",Champs de bataille|n|cFFFFD200Haut fait :|r Maître du champ de bataille|n|cFFFFD200Vendeur :|r Xander Silberman|n|cFFFFD200Lieu :|r Mugambala,23,4,298182,298183,298277,298275
100,Val de l’Éternel printemps |n|cFFFFD200Faction :|r Rajani|n|cFFFFD200Vendeur :|r Zhang Ku |n|cFFFFD200Lieu :|r Sanctuaire du Silence,,24,4,298184,298185,298312,298304
101,Nazjatar|n|cFFFFD200Faction :|r Fournitures ankoïennes|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere,Nazjatar|n|cFFFFD200Faction :|r Fournitures des Affranchis|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge,25,4,298186,298353,299275,299277
102,Nazjatar|n|cFFFFD200Quête :|r Un répit de courte durée|n|cFFFFD200Donneur de quête :|r Dame Jaina Portvaillant|n|cFFFFD200Lieu :|r Mezzamere,Nazjatar|n|cFFFFD200Quête :|r Retour à Nazjatar|n|cFFFFD200Donneur de quête :|r Lor’themar Theron|n|cFFFFD200Lieu :|r Le Refuge,27,1,298357,298268,298357,298268
103,Nazjatar|n|cFFFFD200Quête :|r Des amis dans le besoin|n|cFFFFD200Donneur de quête :|r Dame Jaina Portvaillant|n|cFFFFD200Lieu :|r Mezzamere,"Nazjatar|n|cFFFFD200Quête :|r À terre, mais en vie|n|cFFFFD200Donneur de quête :|r Lor’themar The’ron|n|cFFFFD200Lieu :|r Le Refuge",27,2,298376,298337,299372,299371
104,Nazjatar|n|cFFFFD200Haut fait :|r Formation à la bataille navale|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,Nazjatar|n|cFFFFD200Haut fait :|r Formation à la bataille navale|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,27,3,298377,298339,299374,299373
105,Nazjatar|n|cFFFFD200Haut fait :|r Meurtres en haute mer|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere,Nazjatar|n|cFFFFD200Haut fait :|r Meurtres en haute mer|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge,27,4,298405,298404,299374,299373
106,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Amical|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Amical|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 10 perles de mana prismatiques,28,1,298452,298407,298452,298407
107,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Honoré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Honoré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 25 perles de mana prismatiques,28,2,298455,298448,299376,299375
108,Nazjatar|n|cFFFFD200Faction :|r Ankoïens - Révéré|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,Nazjatar|n|cFFFFD200Faction :|r Affranchis - Révéré|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge|n|cFFFFD200Coût :|r 50 perles de mana prismatiques,28,3,298456,298449,299378,299377
109,Nazjatar|n|cFFFFD200Faction :|r Fournitures ankoïennes|n|cFFFFD200Vendeur :|r Porte-parole Utia|n|cFFFFD200Lieu :|r Mezzamere,Nazjatar|n|cFFFFD200Faction :|r Fournitures des Affranchis|n|cFFFFD200Vendeur :|r Atolia Perlemer|n|cFFFFD200Lieu :|r Le Refuge,28,4,298457,298450,299378,299377
