ID,Description_lang,OrderIndex,ProfTraitTreeID
249,Améliore la capacité à fabriquer plusieurs consommables et composants en même temps.,2,289
250,Améliore la capacité à économiser les composants lorsque votre Ingéniosité se déclenche.,1,289
251,Augmente l’efficacité de la Concentration et de l’Inventivité pour tous les patrons.,0,289
252,"Augmente l’Inventivité, l’Ingéniosité et la compétence lors de la fabrication d’une armure en cuir.",2,290
253,Permet de personnaliser les armures en cuir fabriquées avec des composants optionnels et de finition.,1,290
254,Vous apprend à fabriquer des armures de cuir épiques marquées de runes.,0,290
255,"Augmente l’Inventivité, l’Ingéniosité et la compétence lors de la fabrication d’une armure en mailles.",2,291
256,Permet de personnaliser les armures en mailles fabriquées avec des composants optionnels et de finition.,1,291
257,Vous apprend à fabriquer une armure de cotte de mailles gravée de glyphes épiques.,0,291
279,Augmente la compétence et l’Ingéniosité et réduit le coût en Concentration lors de la fabrication de bijoux.,3,298
280,Améliore la capacité à fabriquer des accessoires de métier.,2,298
281,Permet de personnaliser la joaillerie fabriquée avec des composants optionnels.,1,298
282,Permet d’apprendre à fabriquer de puissants colliers et anneaux.,0,298
295,Permet de créer des prismes contenant des gemmes non taillées.,3,302
296,Augmente la compétence lors de la taille de gemmes.,2,302
297,Permet de garder des éclats de composants de finition lors de la taille de gemmes pour augmenter la compétence lors de futures tailles.,1,302
298,Vous apprend à utiliser des composants de finition pour améliorer vos tailles de gemmes.,0,302
299,Augmente la compétence et l’Ingéniosité lors de la création de composants.,2,303
300,Améliore la capacité à trouver des gemmes et des composants lors de la prospection.,1,303
301,"Permet d’apprendre à fabriquer différents composants optionnels, comme la lentille de focalisation élémentaire.",0,303
334,Octroie des restes lors de la fabrication de flacons et de flasques.,3,312
335,"Augmente la fabrication multiple, l’Ingéniosité et la compétence lors de la fabrication de flacons et de flasques.",2,312
337,Permet d’apprendre à fabriquer des chaudrons de flacons.,1,312
338,Permet de fabriquer des flacons liés supplémentaires chaque jour.,0,312
339,Augmente la compétence et l’Inventivité et réduit les coûts en Concentration pour les recettes d’herbes spécifiques.,3,313
340,Permet de créer des composants à partir de mélanges d’herbes.,2,313
341,Augmente les chances de découvrir de nouvelles formules alchimiques.,1,313
342,Réduit les risques et augmente les bénéfices de l’expérimentation avec les herbes de Khaz Algar.,0,313
343,"Augmente la fabrication multiple, l’Ingéniosité et la compétence lors de la fabrication de potions.",2,314
344,Permet d’apprendre à fabriquer des chaudrons de potions.,1,314
346,Permet de fabriquer des potions invoquées liées supplémentaires chaque jour.,0,314
347,"Augmente l’Ingéniosité, la compétence et le rendement pour la thaumaturgie et la transmutation.",2,315
348,Permet de créer des catalyseurs de la galerie Primaire.,1,315
349,Permet d’obtenir des transmutagènes supplémentaires avec la thaumaturgie et la transmutation.,0,315
350,Augmente la compétence lors de la fabrication d’armures et de boucliers.,3,316
351,Améliore la capacité à réparer l’équipement avec le marteau de maître.,2,316
352,Permet d’ajouter des composants de finition et optionnels lors de la fabrication d’armures et de boucliers pour en augmenter la puissance.,1,316
353,Permet d’apprendre des recettes de boucliers et armures de plaques épiques.,0,316
354,Octroie des charges supplémentaires d’Ignition semperardente et réduit le temps de recharge.,2,317
355,"Permet d’améliorer l’ignition semperardente pour augmenter encore davantage l’Inventivité, la Fabrication multiple et l’Ingéniosité.",1,317
356,Apprenez à fabriquer une Ignition semperardente pour faire des étincelles à votre établi.,0,317
361,Augmente la compétence lors de la fabrication d’armes.,3,320
362,Améliore la capacité à réparer l’équipement avec le marteau de maître.,2,320
363,Permet d’ajouter des composants de finition et optionnels lors de la fabrication d’armes pour en augmenter la puissance.,1,320
364,Permet d’apprendre des recettes d’armes épiques.,0,320
367,"Améliore la capacité à fabriquer des objets consommables, comme les prototypes et pierres d’armes.",1,322
368,Permet d’ajouter des composants de finition et optionnels lors de la fabrication d’équipement de métier pour en augmenter la puissance.,0,322
369,Augmente la chance lors du retrait de cartes de Sombrelune.,2,323
370,"Vous offre un cumul de vitesse d’artisanat lors de la création de runes de Vantus, de contrats et de missives.",1,323
371,Débloque la capacité d’extraction et de fabrication de diverses cartes de Sombrelune.,0,323
372,Consomme moins de Concentration lors de la fabrication d’armes et d’équipement de métier.,2,324
373,Vous offre plus de ressources et améliore l’efficacité lors de la fabrication d’armes et d’équipement de métier,1,324
374,Learn to craft (NYI)T2 Inscription Quill.,0,324
375,"Vous offre des quantités significatives d’Inventivité, de Fabrication multiple et d’Ingéniosité.",1,325
376,Vous apprend à fabriquer des traités et profitez de la possibilité d’utiliser un traité supplémentaire par semaine.,0,325
377,Vous obtenez des compétences supplémentaires lors du broyage ou de la fabrication de composants.,1,326
378,Augmente la vitesse à laquelle vous pouvez broyer et fabriquer des composants en gros.,0,326
379,Débloque la possibilité d’extraire occasionnellement des essences magiques lors du désenchantement d’objets épiques.,2,327
380,Augmente la quantité de poussière de tempête et d’éclats resplendissants reçus lors du désenchantement.,1,327
381,Améliore la qualité des composants d’enchantement créés par désenchantement.,0,327
382,Permet de maîtriser les formules des objets consommables et d’en augmenter l’efficacité.,2,328
383,Vous apprend à créer des baguettes et des bâtonnets d’enchantement puissants.,1,328
384,"Améliore la qualité de vos illusions, en augmentant leur durée.",0,328
385,Réduit la quantité de Concentration nécessaire pour se focaliser sur un enchantement permanent lorsque la spécialisation est complète.,2,329
386,Vous apprend de nouvelles formules pour améliorer votre équipement.,1,329
387,Améliore la qualité de vos enchantements permanents.,0,329
388,Améliore votre rendement de fabrication multiple pour les produits consommables.,2,330
389,Améliore l’efficacité de votre Concentration et de votre Inventivité.,1,330
390,Vous apprend à briser les essences magiques et obtenir des bonus temporaires qui s’améliorent à mesure de votre spécialisation.,0,330
391,Améliore la vitesse d’exploitation de minerai de façon à avoir le temps d’en extraire davantage !,3,331
392,Améliore votre capacité à récolter les insaisissables pierres du Néant.,2,331
393,Vous apprend les recettes d’affinage permettant d’améliorer la qualité de petites quantités de minerai.,1,331
394,Augmente vos compétences pour obtenir des minerais de meilleure qualité lors de l’extraction de minerais de votre spécialisation.,0,331
395,Les morceaux de minerai délogés lors de l’extraction peuvent être exploités pour obtenir un meilleur rendement.,2,332
396,"Améliore votre Finesse, votre Adresse et votre Perception lors de l’exploitation minière en Khaz Algar.",1,332
397,Vous apprend à exploiter des gisements de minerai depuis une monture.,0,332
398,Vous permet d’obtenir une charge de Surcharge supplémentaire.,2,333
399,Vous apprend à vous protéger et à améliorer le rendement des gisements inhabituels trouvés à travers Khaz Algar.,1,333
400,Vous permet de réduire considérablement la recharge de Surcharge lors de l’exploitation minière.,0,333
401,Imprègne les fils en tisse-aube et en tisse-brune pour donner de puissants bonus d’ensemble.,3,334
402,Fabriquez des rouleaux de tisse-brune et de tisse-aube plus fréquemment chaque jour.,2,334
403,Fabrique des composants optionnels uniques utilisés par toutes sortes d’aventuriers.,1,334
404,Vous apprend des recettes basées sur la cohérence magique de la lumière de l’aube et de l’ombre du crépuscule.,0,334
405,Imprègne les fils en tisse-aube et en tisse-brune pour donner de puissants bonus d’ensemble.,3,335
406,Fabriquez des rouleaux de tisse-brune et de tisse-aube plus fréquemment chaque jour.,2,335
407,Fabrique des composants optionnels uniques utilisés par toutes sortes d’aventuriers.,1,335
408,Vous apprend des recettes basées sur la cohérence magique de la lumière de l’aube et de l’ombre du crépuscule.,0,335
409,Ajoute des composants optionnels et de finition pour renforcer l’équipement consacré.,3,336
410,Augmente la compétence lors de la fabrication d’équipement consacré.,2,336
411,Fait passer votre équipement consacré à un niveau d’objet supérieur. ,1,336
412,Consacre la tissétoffe en un puissant équipement consacré.,0,336
413,Ajoute des composants optionnels et de finition pour renforcer l’équipement consacré.,3,337
414,Augmente la compétence lors de la fabrication d’équipement consacré.,2,337
415,Fait passer votre équipement consacré à un niveau d’objet supérieur. ,1,337
416,Consacre la tissétoffe en un puissant équipement consacré.,0,337
417,Ajoute des composants optionnels et de finition pour renforcer l’équipement consacré.,3,338
418,Augmente la compétence lors de la fabrication d’équipement consacré.,2,338
419,Fait passer votre équipement consacré à un niveau d’objet supérieur. ,1,338
420,Consacre la tissétoffe en un puissant équipement consacré.,0,338
427,"Vous apprend à améliorer votre équipement artisanal avec des embellissements, des missives et des roues dentées.",2,341
428,Débloque de nouveaux schémas d’équipement de combat et de métier.,1,341
429,Confère d’importants bonus de compétences lors de la fabrication de tout type d’équipement.,0,341
430,Permet de maîtriser une technique secrète pour retenir les explosifs malgré la déflagration.,2,342
431,"Améliore votre capacité à fabriquer efficacement des bricolages, des explosifs et d’autres appareils.",1,342
432,Augmente la confiance dans le maniement des appareils afin de réduire les risques d’accident catastrophique.,0,342
433,Permet d’utiliser les vieilleries de façon optimale pour gagner en efficacité.,2,343
434,Améliore votre capacité à inventer de nouveaux gadgets et à apprendre de vos erreurs.,1,343
435,Améliore significativement les compétences de tous les artisanats d’ingénierie.,0,343
440,Améliore la qualité des matériaux utilisés et perfectionne votre savoir-faire en matière de couture.,3,345
441,Développe votre expertise dans l’art de broder des composants de finition de qualité utilisés dans diverses créations.,2,345
442,Perfectionne votre capacité à démêler et à tisser le tissu de la plus haute qualité.,1,345
443,Fabriquez de puissants fils ensorcelés utilisés par toutes sortes d’aventuriers.,0,345
444,Augmente l’efficacité de la fabrication multiple pour toutes les recettes.,3,346
445,Augmente l’efficacité d’Ingéniosité pour toutes les recettes.,2,346
446,Augmente l’efficacité d’Inventivité pour toutes les recettes.,1,346
447,Augmente la quantité de tissus trouvés dans Khaz Algar.,0,346
448,Ajoute des composants optionnels et de finition pour renforcer l’équipement consacré.,3,347
449,Augmente la compétence lors de la fabrication d’équipement consacré.,2,347
450,Fait passer votre équipement consacré à un niveau d’objet supérieur. ,1,347
451,Consacre la tissétoffe en un puissant équipement consacré.,0,347
452,Embellit votre équipement avec de puissants cachets de Sombrelune.,2,348
453,"Améliore votre capacité à élaborer des contrats, des missives et des runes de Vantus.",1,348
454,Vous apprend à transcrire et à trouver les cartes de Sombrelune dans tout Khaz Algar.,0,348
455,Améliore la production d’équipements et économise les ressources.,2,349
456,Fabrique des bâtons et mains gauches de haute qualité utilisables au combat.,1,349
457,Permet de maîtriser votre plume et de perfectionner d’autres outils de métier.,0,349
458,"Augmente considérablement vos caractéristiques de fabrication, notamment l’Inventivité, l’Ingéniosité et la Fabrication multiple.",2,350
459,Permet de tirer davantage de connaissances des traités chaque semaine.,1,350
460,Développe votre expertise dans les traités algaris utilisés par toutes les professions.,0,350
461,Augmente la compétence lors de la fabrication de tout type de composants de calligraphie.,1,351
462,Vous apprend à créer rapidement des composants de calligraphie lorsque vous fabriquez des objets en gros.,0,351
463,Embellit votre équipement avec de puissants cachets de Sombrelune.,2,352
464,"Améliore votre capacité à élaborer des contrats, des missives et des runes de Vantus.",1,352
465,Vous apprend à transcrire et à trouver les cartes de Sombrelune dans tout Khaz Algar.,0,352
466,Ajoute des composants optionnels et de finition pour renforcer l’équipement consacré.,3,353
467,Augmente la compétence lors de la fabrication d’équipement consacré.,2,353
468,Fait passer votre équipement consacré à un niveau d’objet supérieur. ,1,353
469,Consacre la tissétoffe en un puissant équipement consacré.,0,353
470,Embellit votre équipement avec de puissants cachets de Sombrelune.,2,354
471,"Améliore votre capacité à élaborer des contrats, des missives et des runes de Vantus.",1,354
472,Vous apprend à transcrire et à trouver les cartes de Sombrelune dans tout Khaz Algar.,0,354
