Name_lang,FemaleName_lang,Description_lang,ID,ClassID,OrderIndex,PetTalentType,Role,Flags,SpellIconFileID,PrimaryStatPriority,AnimReplacements,MasterySpellID[0],MasterySpellID[1]
Hors-la-loi,Hors-la-loi,"Un fugitif impitoyable utilisant la ruse et son agilité pour affronter ses ennemis.

Armes : haches, masses, épées et armes de pugilat.",260,4,1,0,2,4,236286,3,0,76806,0
Finesse,Finesse,"Ombre ténébreuse qui tend des embuscades à des proies qui ne se doutent de rien.

Armes : dagues.",261,4,2,0,2,4,132320,3,0,76808,0
Élémentaire,Élémentaire,"Un lanceur de sorts qui fait appel aux forces destructrices de la nature et des éléments.

Armes : masses, dagues et boucliers.",262,7,0,0,2,75,136048,0,369,168534,0
Amélioration,Amélioration,"Un guerrier totémique qui frappe avec des armes imprégnées de puissance élémentaire.

Armes : deux haches, masses et armes de pugilat.",263,7,1,0,2,260,237581,2,369,77223,0
Restauration,Restauration,"Un soigneur qui fait appel aux esprits ancestraux et au pouvoir de l’eau pour soigner ses alliés.

Armes : masses, dagues et boucliers.",264,7,2,0,1,3,136052,0,369,77226,0
Affliction,Affliction,"Un maître de la magie de l’Ombre spécialiste des drains et sorts de dégâts sur la durée.

Armes : bâtons, baguettes, dagues et épées.",265,9,0,0,2,67,136145,0,357,77215,0
Démonologie,Démonologie,"Mage sombre qui subjugue des démons et exploite leur puissance dévastatrice.

Armes : bâtons, baguettes, dagues et épées.",266,9,1,0,2,3,136172,0,357,77219,0
Destruction,Destruction,"Un maître du chaos qui déchaîne le feu pour réduire ses ennemis en cendres.

Armes : bâtons, baguettes, dagues et épées.",267,9,2,0,2,3,136186,0,357,77220,0
Maître brasseur,Maître brasseur,"Un combattant imprévisible qui use de breuvages pour éviter les dégâts et protéger ses alliés.

Armes : bâtons et armes d’hast.",268,10,0,0,0,4,608951,2,618,117906,0
Marche-vent,Marche-vent,"Un expert des arts martiaux qui roue ses ennemis de coups à l’aide de ses mains.

Armes : armes de pugilat, haches, masses et épées.",269,10,2,0,2,68,608953,2,618,115636,0
Tisse-brume,Tisse-brume,"Un soigneur qui manipule les énergies vitales et profite de la sagesse du Serpent de jade.

Armes : bâtons, masses et épées.",270,10,1,0,1,5,608952,0,618,117907,0
Férocité,Férocité,"N’ayant rien d’autre en tête que la poursuite de leur proie, ces carnivores ne s’arrêtent pas avant d’avoir obtenu la victoire. Même la mort n’est que temporaire pour ces prédateurs.",535,0,0,0,2,32,236159,0,0,0,0
Ruse,Ruse,Créatures fourbes capables d’absorber efficacement les coups mortels infligés à elles-mêmes ou à leurs alliés.,536,0,2,2,2,32,132150,0,0,0,0
Ténacité,Ténacité,Défenseurs aguerris et loyaux qui positionnent immanquablement leur lourde carcasse entre leurs alliés et toute menace extérieure.,537,0,1,1,0,32,132121,0,0,0,0
Dévastation,Dévastation,"Un sombre maître des glaives de guerre qui déchaîne la puissance de la magie gangrenée.

Armes : glaives de guerre, épées, haches et armes de pugilat.",577,12,0,0,2,68,1247264,3,364,185164,0
Vengeance,Vengeance,"Libère son démon intérieur pour incinérer ses ennemis et protéger ses alliés.

Armes : glaives de guerre, épées, haches et armes de pugilat.",581,12,1,0,0,4,1247265,3,364,203747,0
Initial,Initiale,,1444,7,4,0,2,3,136048,0,369,0,0
Initial,Initiale,,1446,1,4,0,2,68,132355,5,0,0,0
Initial,Initiale,,1447,11,4,0,2,331,136096,0,363,0,0
Initial,Initiale,,1448,3,4,0,2,66,461112,2,0,0,0
Initial,Initiale,,1449,8,4,0,2,67,135846,0,362,0,0
Initial,Initiale,,1450,10,4,0,2,68,608953,2,618,0,0
Initial,Initiale,,1451,2,4,0,2,68,135873,5,0,0,0
Initial,Initiale,,1452,5,4,0,1,67,135940,0,353,0,0
Initial,Initiale,,1453,4,4,0,2,68,236270,3,0,0,0
Initial,Initiale,,1454,9,4,0,2,67,136145,0,357,0,0
Initial,Initiale,,1455,6,4,0,2,68,135775,5,0,0,0
Initial,Initiale,,1456,12,4,0,2,68,1247264,3,364,0,0
Primaire,Primaire,,1465,13,4,0,2,3,4574311,0,0,0,0
Dévastation,Dévastation,"Libère le pouvoir inné sous forme de flammes chaotiques rouges ou de magie bleue focalisée qui dévastent le champ de bataille.

Armes : bâtons, dagues, épées et masses.",1467,13,0,0,2,67,4511811,0,0,362980,0
Préservation,Préservation,"Fait appel au Rêve d’émeraude pour rendre de la vie et puise dans les sables du temps de bronze pour protéger des dégâts.

Armes : bâtons, épées, dagues et masses.",1468,13,1,0,1,3,4511812,0,0,363510,0
Augmentation,Augmentation,"Imprègne les personnages alliés de la puissance des Dragons noirs et infléchit le temps et le destin en leur faveur avec la magie de bronze.

Armes : bâtons, épées, dagues et masses.",1473,13,2,0,2,3,5198700,0,0,406380,0
Aventurier,Aventurière,,1478,14,4,0,2,2,2055034,4,0,0,0
