ID,Name_lang,UiMapGroupID,UiMapID,FloorIndex,RelativeHeightIndex
721,Jardin de sculptures abandonné,214,508,1,0
722,Amphithéâtre royal,214,509,2,0
723,Profondeurs Oubliées,214,510,3,0
724,Perchoir de Ji Kun,214,511,4,0
725,Salles des Sculpte-Chair,214,512,5,0
726,Salle des Rois,214,513,6,0
727,Cime des Tempêtes,214,514,7,0
728,Cellule secrète,214,515,8,0
729,Dalaran,215,501,1,0
730,Les Entrailles,215,502,2,0
731,Temple noir,216,490,0,0
732,Égouts de Karabor,216,491,1,0
733,Sanctuaire des Ombres,216,492,2,0
734,Les salles de l’Angoisse,216,493,3,0
735,Veillée de Fielsang,216,494,4,0
736,Tanière des Délices mortelles,216,495,5,0
737,Chambre de commandement,216,496,6,0
738,Sommet du temple,216,497,7,0
739,Citadelle de Flèchelame,217,526,1,0
740,Cour de Flèchelame,217,527,2,0
741,Trône de Flèchelame,217,528,3,0
742,Mines Noir-de-Suie,217,529,4,0
743,Cratère Fumepierre,218,548,20,0
744,Profondeurs de Fumepierre,218,549,21,0
745,Fissure de la fureur,219,546,18,0
746,Cœur de fureur,219,547,19,0
747,Bastion de Moira,220,544,16,0
748,L’armurerie,220,545,17,0
749,Grotte de Grulloc,221,531,7,0
750,Repaire de Grulloc,221,532,8,0
751,Siège d’Orgrimmar,222,556,0,0
752,Bassins du Pouvoir,222,557,1,0
753,Caveau d’Y’Shaarj,222,558,2,0
754,Portes d’Orgrimmar,222,559,3,0
755,Vallée de la Force,222,560,4,0
756,La faille de l’Ombre,222,561,5,0
757,La Descente,222,562,6,0
758,Caserne kor’kronne,222,563,7,0
759,La Ménagerie,222,564,8,0
760,L’Atelier de siège,222,565,9,0
761,Chambre des Parangons,222,566,10,0
762,Le sanctum Intérieur,222,567,11,0
763,Terrasse Printanière,222,568,12,0
764,Temple du Serpent de jade,222,569,13,0
765,Temple de la Grue rouge,222,570,14,0
766,Crypte des Anciens,223,574,1,0
767,Autel des Ombres,223,575,2,0
768,Frontière du réel,223,576,3,0
769,La Forge noire,224,596,1,0
770,Forgeresse,224,597,2,0
771,L’atelier,224,598,3,0
772,Assemblée de Fer,224,599,4,0
773,Le Creuset,224,600,5,0
774,Poutres,225,607,1,0
775,Voitures arrière,225,608,2,0
778,Quartier inférieur,226,601,1,0
779,Grande Flèche,226,602,2,0
780,Salle des Ombres,227,626,4,1
781,Dalaran,227,627,10,3
782,Les Entrailles,227,628,11,2
783,Galerie d’Aegwynn,227,629,12,4
784,Le cœur d’Achérus,228,647,1,0
785,Salle de commande,228,648,2,0
786,Niveau inférieur du tertre du Dormeur,229,643,14,0
787,Niveau supérieur du tertre du Dormeur,229,644,15,0
788,Tunnels de Falanaar,230,692,41,0
789,Tunnels de Falanaar,230,693,42,0
794,Niveau inférieur de la caverne du Berceau de la vie,233,655,20,0
795,Niveau supérieur de la caverne du Berceau de la vie,233,656,21,0
796,Temple de Fal’adora,234,684,32,0
797,Tunnels de Falanaar,234,685,33,0
798,Cognefort,235,610,0,0
799,Repos du Gladiateur,235,611,1,0
800,Le Colisée,235,612,2,0
801,Chambre d’Annulation,235,613,3,0
802,Cime de l’Imperator,235,614,4,0
803,Trône de l’Imperator,235,615,5,0
804,La Flore éternelle,236,620,0,0
805,Le Surplomb,236,621,1,0
806,Hall de la Flèche des dragons,237,616,1,0
807,La colonie,237,617,2,0
808,Salle de Main-Noire,237,618,3,0
809,Citadelle des Flammes infernales,238,661,0,0
810,Antichambre des Flammes infernales,238,662,1,0
811,Passage des Flammes infernales,238,663,2,0
812,Fosses de Mannoroth,238,664,3,0
813,Cour du Sang,238,665,4,0
814,Tourment de Grommash,238,666,5,0
815,Brèche du Gangrelien,238,667,6,0
816,Salles des Sargereï,238,668,7,0
817,Cime du Destructeur,238,669,8,0
818,Porte noire,238,670,9,0
819,Garde illidari,239,677,1,0
820,Caveau des Gardiennes,239,678,2,0
821,Cour de la Gardienne,239,679,3,0
822,Salles des Valeureux,240,703,0,0
823,La Haute-Porte,240,704,1,0
824,Salles des Valeureux,240,705,2,0
825,Niveau inférieur d’Achérus,241,698,1,0
826,Niveau supérieur d’Achérus,241,699,2,0
827,Citadelle de la Couronne de glace,241,700,3,0
828,Le Trône de glace,241,701,4,0
829,Niveau inférieur du Moteur d’âmes,242,674,2,0
830,Niveau supérieur du Moteur d’âmes,242,675,3,0
831,Falaises de l’embouchure de Hel,243,706,0,0
832,Le Fort,243,707,1,0
833,Le Naglfar,243,708,2,0
834,Cour de la Gardienne,244,710,1,0
835,Caveau des Gardiennes,244,711,2,0
836,Caveau du Traître,244,712,3,0
837,Crypte du Corbeau,245,751,1,0
838,Grand-Salle,245,752,2,0
839,Corbastion,245,753,3,0
840,Perchoir du Freux,245,754,4,0
841,Chambre du seigneur Corvaltus,245,755,5,0
842,Couronne du Corbeau,245,756,6,0
843,Hall du Gardien,246,734,1,0
844,Bibliothèque du Gardien,246,735,2,0
845,"Mardum, les abysses Brisés",247,719,0,0
846,Niveau supérieur du centre de commandement,247,720,1,0
847,Niveau inférieur du centre de commandement,247,721,2,0
848,Nids de Corruption,248,777,1,0
849,Cœur du Cauchemar,248,778,2,0
850,Mulgore,248,779,3,0
851,Cratère d’Un’Goro,248,780,4,0
852,Le Cauchemar d’émeraude,248,781,5,0
853,Orneval,248,782,6,0
854,Les Hinterlands,248,783,7,0
855,Bois de la Pénombre,248,784,8,0
856,Féralas,248,785,9,0
857,Les Grisonnes,248,786,10,0
858,Reflet-de-Lune,248,787,11,0
859,Faille d’Aln,248,788,12,0
860,Le Rêve d’émeraude,248,789,13,0
861,Niveau supérieur du centre de commandement,249,879,1,0
862,Niveau inférieur du centre de commandement,249,880,2,0
863,Quartiers des serviteurs,250,794,1,0
864,La grande salle de bal,250,795,2,0
865,L’Opéra,250,796,3,0
866,Bibliothèque du Gardien,250,797,4,0
867,Le Puits de la nuit,251,764,1,0
868,Profondeurs Voûtées,251,765,2,0
869,Palais Sacrenuit,251,766,3,0
870,Terrasse Shal’dorei,251,767,4,0
871,Quartiers du capitaine,251,768,5,0
872,Pinacle de l’Astromancien,251,769,6,0
873,La Nocteflèche,251,770,7,0
874,Quartiers d’Élisande,251,771,8,0
875,La Source de nuit,251,772,9,0
876,Cour des Étoiles,252,761,0,0
877,Domaine des Joyaux,252,762,1,0
878,Les balcons,252,763,2,0
879,L’antichambre d’Ulduar,253,744,1,0
880,L’Étincelle d’imagination,253,745,2,0
881,Le cercle d’observation,253,746,3,0
882,Salles Abyssales,254,742,1,0
883,Trône de Neptulon,254,743,2,0
884,Niveau supérieur de la citadelle,255,740,1,0
885,Niveau inférieur de la citadelle,255,741,2,0
886,Niveau 1,256,804,1,0
887,Niveau 2,256,805,2,0
888,Bague d’alignement,257,800,1,0
889,Bague de transmutation,257,801,2,0
890,Bague d’accélération,257,802,3,0
891,Bague de variance,257,803,4,0
892,Temple du Serpent de jade,258,791,1,0
893,Sanctum du Gardien des parchemins,258,792,2,0
894,Jugement des Valeureux,259,806,0,0
895,Jugement des Valeureux,259,807,1,0
896,Helheim,259,808,2,0
897,Quartiers des serviteurs,260,809,1,0
898,Écuries supérieures,260,810,2,0
899,La salle de banquet,260,811,3,0
900,Les Appartements des hôtes,260,812,4,0
901,Balcon de l’Opéra,260,813,5,0
902,Terrasse du Maître,260,814,6,0
903,Partie inférieure de l’Escalier brisé,260,815,7,0
904,Partie supérieure de l’Escalier brisé,260,816,8,0
905,La Ménagerie,260,817,9,0
906,Bibliothèque du Gardien,260,818,10,0
907,Sol de la bibliothèque,260,819,11,0
908,Bibliothèque supérieure,260,820,12,0
909,Hall du Flambeur,260,821,13,0
910,Néantespace,260,822,14,0
911,Pont supérieur,261,831,1,0
912,Pont inférieur,261,832,2,0
913,Pont supérieur,262,886,5,0
914,Pont inférieur,262,887,6,0
915,Pont supérieur,263,883,3,0
916,Pont inférieur,263,884,4,0
917,Chambre de la Lune,264,850,1,0
918,Le trône des Abysses,264,851,2,0
919,Terrasse de la Lune,264,852,3,0
920,Le sanctum du Gardien,264,853,4,0
921,Chambre de l’Avatar,264,854,5,0
922,Brèche de Gangrorage,264,855,6,0
923,Néant distordu,264,856,7,0
924,Salle de la Lune,265,845,1,0
925,Bosquet crépusculaire,265,846,2,0
926,Les Archives d’émeraude,265,847,3,0
927,Chemin de l’Illumination,265,848,4,0
928,Sacristie d’Élune,265,849,5,0
929,Niveau 1,266,835,1,0
930,Niveau 2,266,836,2,0
931,Brasserie Brune d’Orage,267,872,0,0
932,Niveau 1,267,873,1,0
933,Niveau 2,267,874,2,0
934,Niveau 1,268,840,1,0
935,Niveau 2,268,841,2,0
936,Niveau 3,268,842,3,0
937,Niveau 1,269,869,1,0
938,Niveau 2,269,870,2,0
939,Niveau 1,270,865,1,0
940,Niveau 2,270,866,2,0
941,"Antorus, le Trône ardent",271,909,0,0
942,Surplomb de la Légion,271,910,1,0
943,Salles des Voies infinies,271,911,2,0
944,Élunaria,271,912,3,0
945,Sanctuaire Elaréen,271,913,4,0
946,La Nef corrompue,271,914,5,0
947,Le Trône ardent,271,915,6,0
948,Chambre de l’Angoisse,271,916,7,0
949,L’Âme-monde,271,917,8,0
950,Le Siège du Panthéon,271,918,9,0
951,Pont supérieur,271,919,10,0
952,Pont inférieur,271,920,11,0
953,Bloc de stase : Trion,272,889,1,0
954,Bloc de stase : Maximus,272,890,2,0
955,Île de Brume-Azur,273,891,0,0
956,Niveau 1,273,892,1,0
957,Niveau 2,273,893,2,0
958,Niveau 3,273,894,3,0
959,Les morts de Chromie,274,897,0,0
960,Sanctuaire draconique Obsidien,274,898,1,0
961,Andorhal,274,899,2,0
962,Mont Hyjal,274,900,3,0
963,Le Puits d’éternité,274,901,4,0
964,Stratholme,274,902,5,0
965,Atal’Dazar,275,934,1,0
966,Fosses sacrificielles,275,935,2,0
967,Pont supérieur,276,940,1,0
968,Pont inférieur,276,941,2,0
976,Dépôt des trains,225,606,0,0
977,Voitures avant,225,609,3,0
981,Niveau 1,231,637,0,0
982,Niveau 2,231,638,1,0
983,Niveau 1,232,657,0,0
984,Niveau 2,232,658,1,0
985,Tol Dagor,277,974,0,0
986,La Vidange,277,975,1,0
987,Les Geôles,277,976,2,0
988,Quartier de détention,277,977,3,0
989,Quartiers des officiers,277,978,4,0
990,Redoute du Surveillant,277,979,5,0
991,Sommet du Surveillant,277,980,6,0
992,Hurlevent,278,1012,0,0
993,La Prison,278,1013,1,0
994,Étage,279,1016,0,0
995,Grand Vestibule,279,1015,1,0
996,La Cave,279,1017,2,0
997,Catacombes,279,1018,3,0
998,La Rupture,279,1029,4,0
999,Rez-de-chaussée,280,1030,0,0
1000,Étage supérieur,280,1031,1,0
1001,Sanctuaire des Tempêtes,281,1039,0,0
1002,Fin de l’Orage,281,1040,1,0
1003,Tréfonds Putrides,282,1041,0,0
1004,Le Déclin,282,1042,1,0
1005,Temple de Sephraliss,283,1038,0,0
1006,Atrium de Sephraliss,283,1043,1,0
1107,Le Déclin,384,1148,0,0
1108,Hall de Purification,384,1149,1,0
1109,Arène de Confinement,384,1150,2,0
1110,Archives de l’Éternité,384,1151,3,0
1111,Caveau de la Contagion,384,1152,4,0
1112,Galerie des Échecs,384,1153,5,0
1113,La porte de l’Oubli,384,1154,6,0
1114,Le Cœur putride,384,1155,7,0
1115,Profondeurs de Rochenoire,385,1159,0,0
1116,Le Cœur du Magma,385,1160,1,0
1117,Le Grand Sceau,386,1163,0,0
1118,Hall des Chroniqueurs,386,1164,1,0
1119,Salle des Grands Prêtres,387,1167,0,0
1120,Chambre du Conseil,387,1166,1,0
1123,Niveau inférieur de la caverne,388,1171,0,0
1124,Niveau supérieur de la caverne,388,1172,1,0
1125,Ponts supérieurs,389,1173,0,0
1126,Ponts inférieurs,389,1174,1,0
1127,Pont supérieur,390,1176,0,0
1128,Pont inférieur,390,1177,1,0
1129,Pont supérieur,391,1179,0,0
1130,Pont inférieur,391,1180,1,0
1132,Niveau supérieur de la caverne,392,1185,1,0
1134,Niveau inférieur de la caverne,392,1184,0,0
1135,Sanctuaire des Ombres,393,1345,0,0
1136,Vrille de corruption,393,1346,1,0
1137,Partie inférieure de la citadelle,394,1359,0,0
1138,Le Trône de glace,394,1360,1,3
1139,Tol Dagor,395,1349,0,0
1140,La Vidange,395,1350,1,0
1141,Les Geôles,395,1351,2,0
1142,Port de Zandalar,396,1352,0,0
1143,Le Zocalo,396,1358,1,0
1144,Salles d’Opulence,396,1353,2,0
1145,Sanctum des Loas,396,1354,3,0
1146,Promenade des Rois,396,1356,4,0
1147,Cœur de l’Empire,396,1357,5,0
1148,La Grande mer,396,1364,6,0
1149,Boralus,396,1367,7,0
1150,Hall des Engrenages,397,1371,0,0
1151,Dortoir,397,1372,1,0
1153,Cour du Bricoleur,397,1374,3,0
1155,Baie de lancement,397,1380,2,0
1156,Arène de Confinement,398,1381,0,0
1157,La porte de l’Oubli,398,1382,1,0
1158,Île de Mécagone,399,1490,0,0
1159,Le Robodrome,399,1491,1,0
1160,Conduits d’évacuation,399,1493,2,0
1161,Décharge souterraine,399,1494,3,0
1162,Mécagone,399,1497,4,0
1163,Estrade de l’Éternité,400,1512,0,0
1164,Salles des Élus,400,1513,1,0
1165,Profondeurs Obscures,400,1514,2,0
1166,Le défilé,400,1516,3,0
1167,La Frayère,400,1517,4,0
1168,Cour de la reine,400,1518,5,0
1169,Précipice des Rêves,400,1519,6,0
1170,La Dernière prison,400,1520,7,0
1171,Le Hall brisé,401,1538,0,0
1172,Caveau de l’Ombreflamme,401,1539,1,0
1173,La Voûte des lumières,402,1540,0,0
1174,Tombeau de l’Enrageterre,402,1541,1,0
1175,Les Quatre sièges,402,1542,2,0
1177,Caveaux des Rois d’antan,403,1545,1,0
1178,Trône des anciens Conquérants,403,1546,2,0
1179,Salle de l’Assemblée cramoisie,403,1544,0,0
1180,Tribune des Conquérants,404,1547,0,0
1181,Le Dépôt,404,1548,1,0
1182,Forge des Éternels,404,1549,2,0
1184,Tunnel Intemporel,143,74,0,0
1185,Grottes du Temps,143,75,1,0
1186,Tunnel Intemporel,405,1552,0,0
1187,Grottes du Temps,405,1553,1,0
1188,Mécagone,406,1573,0,0
1189,Décharge souterraine,406,1574,1,0
1190,Vision de la Destinée,407,1580,0,0
1191,Annexe de la Prophétie,407,1581,1,0
1192,Ny’alotha,407,1582,2,0
1193,La Ruche,407,1590,3,0
1194,Terrasse de la Désolation,407,1591,4,0
1195,Chambre du Rituel,407,1592,5,0
1196,Aire du Crépuscule,407,1593,6,0
1197,Gueule de Gor’ma,407,1594,7,0
1198,Dédale de Décomposition,407,1595,8,0
1199,Chambre de Renaissance,407,1596,9,0
1200,Noyau des Vérités infinies,407,1597,10,0
1202,Terrasse de Réanimation,408,1610,1,0
1206,Salle du Brise-os,408,1609,0,0
1207,Salles de l’Expiation,409,1663,0,0
1208,Nef de la Douleur,409,1664,1,0
1209,Sanctuaire des Âmes,409,1665,2,0
1210,Sillage nécrotique,410,1666,0,0
1211,Balafrerie,410,1667,1,0
1212,Zolramus,410,1668,2,0
1213,Tanière du négociant,411,1672,0,0
1214,Anneau des destins,411,1670,1,0
1215,Anneau de transfert,411,1671,2,0
1216,Le Creuset,411,1673,3,0
1217,Niveau inférieur d’Achérus,394,1681,2,1
1218,Niveau supérieur d’Achérus,394,1682,3,2
1219,Profondeurs du Désespoir,412,1675,0,0
1220,Amphithéâtre du Chagrin,412,1676,1,1
1221,L’Autre côté,413,1680,0,0
1222,Mécagone,413,1678,1,1
1223,Zul’Gurub,413,1679,2,2
1224,Sylvarden,413,1677,3,3
1225,Théâtre de la Souffrance,414,1683,0,0
1226,Chambre de la Conquête,414,1684,1,0
1227,Autels d’Agonie,414,1685,2,0
1228,Étage supérieur du tertre du Carnage,414,1686,3,0
1229,Étage inférieur du tertre du Carnage,414,1687,4,0
1230,Malepeste,415,1674,0,0
1231,Sanctum Purulent,415,1697,1,0
1232,Confins de Tombe-Vice,416,1699,0,0
1233,Profondeurs de Tombe-Vice,416,1700,1,0
1234,La Canopée,417,1703,0,0
1235,Le Tronc,417,1701,1,0
1236,Les Racines,417,1702,2,0
1237,Cime de l’Archonte,418,1707,0,0
1238,Sanctum des Liens,418,1708,1,0
1239,Ascension de l’honneur,419,1692,0,0
1240,Jardins du Repos,419,1693,1,0
1241,Fontaine de Fidélité,419,1694,2,0
1242,Siège de l’Archonte,419,1695,3,0
1243,Grande promenade,420,1735,0,0
1244,Réserves dérobées,420,1744,1,0
1245,Salles des Fidèles,420,1745,2,0
1246,Prison de l’Orgueil,420,1746,3,0
1247,Festin de l’Arrogance,420,1750,4,0
1248,Sanctum Noctevoile,420,1747,5,0
1249,Observatorium,420,1748,6,0
1250,Fosse de l’Angoisse - Haut,421,1820,0,0
1251,Fosse de l’Angoisse - Bas,421,1821,1,0
1252,Terres de Feu,422,1958,0,0
1253,Donjon de Sulfuron,422,1959,1,0
1254,Le marché dissimulé,423,1989,0,0
1255,Grandiose Ménagerie,423,1990,1,0
1256,La P.O.S.T.E.,423,1991,2,0
1257,Oasis d’Au’myza,423,1992,3,0
1258,Tornheim,423,1995,4,0
1259,Caveau d’Aggramar,423,1997,5,0
1260,Port de Boralus,423,1996,6,0
1261,Nexus Opulent,423,1993,7,0
1276,Tour des Damnés,426,1998,0,0
1277,Fonderie d’ombre-acier,426,1999,1,1
1278,Salles du Tourment,426,2000,2,2
1279,Couronne de la Gorgoa,426,2001,3,3
1280,Cime de la Domination,426,2002,4,4
1283,Foyer immortel,427,2047,0,0
1284,Berceau de la Genèse,427,2048,1,0
1285,Fonderie Infinie,427,2049,2,0
1286,Plaines Éphémères,427,2061,3,0
1287,Emprise de la domination,427,2050,4,0
1288,Le Grand Dessein,427,2052,5,0
1289,Cœur de l’Éternité,427,2051,6,0
1291,Conservatoire Arcanique,428,2073,0,0
1292,Chambre supérieure,428,2074,1,0
1293,Mausolée des Légendes,428,2075,2,0
1294,Chambre inférieure,428,2076,3,0
1295,Chambres de Cristal,428,2077,4,0
