Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Lance de l’alpha,,122,3,717,0,-1,0,34
Frappe du serpent,,123,4,716,0,-1,0,34
Robustesse de l’ours,,124,6,718,0,-1,1,34
Fierté des Hauts-Soleils,,125,2,838,937,-1,0,54
Renaissance du phénix,,126,3,840,940,-1,0,54
Tranchante magmatique,,127,4,839,939,-1,0,54
Lame du courbe-temps,,128,5,841,941,-1,0,54
"Fu Zan, compagnon de l’explorateur",,129,1,710,0,-1,0,52
Fardeau du roi-singe,,130,2,711,0,-1,0,52
Étreinte du feu draconique,,131,4,713,0,-1,0,52
Cœur du buffle,,132,3,712,0,-1,0,52
Porte-brume,,133,5,714,0,-1,0,52
Glas de la brume épaisse,,134,2,845,0,-1,0,51
Souffle du serpent immortel,,135,6,846,0,-1,1,51
Tourment des sha,,136,4,847,0,-1,0,51
Esprit de Chi Ji,,137,3,848,0,-1,0,51
Poings des cieux,,138,1,629,630,-1,0,50
Toucher d’Al’Akir,,139,2,691,692,-1,0,50
Résolution,,140,3,694,693,-1,0,50
Héritage pandashan,,141,4,696,695,-1,0,50
Poing-de-Tempête,,142,6,698,697,-1,1,50
Poing du gardien déchu,,143,2,785,199,-1,0,48
Flamme de la justice,,144,5,788,199,-1,0,48
Veilleur du tombeau,,145,4,786,199,-1,0,48
Jugement du protecteur,,146,3,787,199,-1,0,48
Garde-Vérité,,147,1,756,755,-1,0,49
Lumière des Titans,,148,2,777,945,-1,0,49
Égide du gardien noir,,149,4,780,943,-1,0,49
Écu de feu sacré,,150,5,778,944,-1,0,49
Rempart du redresseur de torts,,151,6,779,946,-1,1,49
Courroux-de-Lumière,,152,1,705,0,-1,0,46
Emblème du repenti,,153,2,706,0,-1,0,46
Ostensoir du gardien des tomes,,154,6,709,0,-1,1,46
Veille éternelle,,155,4,708,0,-1,0,46
Calice de lumière,,156,3,707,0,-1,0,46
Emblème de pureté,,157,2,950,0,-1,0,45
Gardien de lumière,,158,3,948,0,-1,0,45
Souvenance d’Argus,,159,5,949,0,-1,0,45
Étreinte du Vide,,160,4,951,0,-1,0,45
Lames d’effroi,,161,1,757,758,-1,0,44
Promesse de l’écumeur,,162,2,868,873,-1,0,44
Baiser de la flamme,,163,3,869,874,-1,0,44
Allonge de l’escrimeur,,164,5,870,875,-1,0,44
Parole de vaurien,,165,4,871,876,-1,0,44
Gardien des tempêtes,,166,2,880,885,-1,0,40
Parleterre,,167,3,881,886,-1,0,40
Héritage de Rehgar,,168,5,882,887,-1,0,40
Poing du chaman déchu,,169,4,883,888,-1,0,40
Porte-tempête,,170,2,632,0,-1,0,41
Malheur de la Légion,,171,3,633,0,-1,0,41
Destin de Main-Noire,,172,4,634,0,-1,0,41
Typhon,,173,5,635,0,-1,0,41
Sceptre des profondeurs,,174,2,801,963,-1,0,42
Titanide,,175,3,802,961,-1,0,42
Porte-totem,,176,4,803,962,-1,0,42
Fin glaciale,,177,5,804,959,-1,0,42
Faux de Deuillevent,,178,1,646,0,-1,0,39
Main de l’affligé,,179,2,647,0,-1,0,39
Siphon d’âme,,180,3,648,0,-1,0,39
Couperet du destin,,181,6,649,0,-1,1,39
Main de mort,,182,4,650,0,-1,0,39
Crâne du Man’ari,,183,1,760,922,20,0,37
Regard du premier invocateur,,184,2,781,927,20,0,37
Fierté du seigneur des abîmes,,185,3,782,926,20,0,37
Vestige incandescent,,186,4,783,923,20,0,37
Âme des oubliés,,187,5,784,925,20,0,37
"Strom’kar, le Brise-Guerre",,188,1,641,0,-1,0,36
Vengeance des trépassés,,189,2,749,0,-1,0,36
Tranchant de la colère,,190,4,752,0,-1,0,36
Faucheur de flamme,,191,3,750,0,-1,0,36
Lame du champion céleste,,192,5,751,0,-1,0,36
Épées de guerre des Valarjar,,193,1,639,640,-1,0,35
Poigne du chevaucheur de dragon,,194,2,761,765,-1,0,35
Souffle de tempête,,195,4,764,768,-1,0,35
Regard de Helya,,196,5,763,767,-1,0,35
Gueule de vaillance,,197,3,762,766,-1,0,35
Course-Sauvage,,200,5,934,0,-1,0,55
Esprit de la lune,,203,6,636,637,-1,1,58
Porte-Cendres,,206,1,62,0,-1,0,80
Porte-Cendres,,207,1,62,0,-1,0,81
Porte-Cendres,,208,1,62,0,-1,0,80
Pêcheur de Terradiance,,211,1,818,0,1,0,73
Charge du mérinomancien,,212,6,825,0,-1,1,4
Plaie de la non-mort,,213,6,826,0,-1,1,15
Lame runique maléfique,,214,6,827,828,-1,1,12
Délivrance de la mort,,215,5,829,0,-1,0,16
Marche-mort,,216,6,830,932,-1,1,3
Aile de l’ombre,,217,5,909,910,-1,0,60
Faux de mana,,218,5,835,0,-1,0,59
Puissance de Grisegueule,,219,5,188,638,-1,0,57
Vigilance de la nuit,,220,5,67,0,-1,0,13
Portée du Titan,,221,6,836,0,-1,1,56
Gardien de la forêt,,222,5,837,0,-1,0,34
Le dessein des astres,,223,6,842,938,-1,1,54
Magus émérite,,224,5,843,0,-1,0,53
Garde-breuvage antique,,225,6,844,0,-1,1,52
Essence de sérénité,,226,5,849,0,-1,0,51
Griffes de Xuen,,227,5,850,851,-1,0,50
Parure du gardien,,228,6,852,199,-1,1,48
Protecteur divin,,229,3,853,942,-1,0,49
Réminiscence corrompue,,230,6,854,0,-1,1,2
Veille sublimée,,231,5,855,0,-1,0,46
Cimier des Luminés,,232,6,947,0,-1,1,45
Griffe de N’Zoth,,233,6,857,956,-1,1,47
Lame-fantôme,,234,5,862,867,-1,0,43
"Lame-tonnerre, épée sanctifiée du seigneur des Vents",,235,6,872,877,-1,1,44
Venimord,,236,6,878,879,-1,1,17
Prestige des Amani,,237,6,884,889,-1,1,40
Champion de Zandalar,,238,6,890,0,-1,1,41
Anneaux du serpent,,239,6,891,960,-1,1,42
Aplomb du condamné,,240,5,892,0,-1,0,39
Visage de Thal’kiel,,241,6,893,924,20,1,37
Simulacre de l’assombrisseur,,242,5,894,0,-1,0,38
Brise-lame en arcanite,,243,6,895,0,-1,1,36
Tranchoir du tueur de dragon,,244,6,896,897,-1,1,35
Brise-Légion,,245,5,898,964,-1,0,11
