ID,Name_lang,Quantity,Flags
116,Sang d'Isiset,1,1
117,Œil gauche de Rajh,1,1
118,Œil droit de Rajh,1,1
119,Coquille d'œuf corrompu,1,1
120,Bourrasque d'ombres,1,1
121,Marque de Khardros,1,1
122,Grâce de Skardyn,1,1
123,Doigt de Throngus,1,1
129,Ecrou de Bile-O-Tron,1,1
130,Pierre d'alchimiste,1,1
132,Balance de vie,1,1
133,Condensateur de foudre à pulsation variable,1,1
134,Mâchoires de défaite,1,1
135,L’Affameur,1,1
136,Appareil de Khaz'goroth,1,1
137,Fuseau à soie d'araignée,1,1
138,Focalisation nécromantique,1,1
139,Œil de la puissance flamboyante,1,1
140,Restabilisateur de matrice,1,1
141,Calice d'accélération,1,1
142,Sursis à l'exécution,1,1
143,Rune de Zeth,1,1
145,Quintessence embrasée,1,1
146,Graine ancienne pétrifiée,1,1
147,Essence de la flamme éternelle,1,1
148,Brasierite,1,1
150,Chevalière des vengeurs,1,1
151,Le baiser de la veuve,1,1
152,Bague de la prison de cristal,1,1
153,Bague d’Alysrazor,1,1
155,Anneau de soufre,1,1
158,Sceau de braise de Theck,1,1
166,Jonc de descente d’urgence,1,1
167,Sceau du grand architecte,1,1
168,Bague de reconstruction,1,1
169,Chevalière du résolu,1,1
170,Anneau de la chair déchirée,1,1
171,Bague du voleur de souffle,1,1
172,Anneau du cœur dur,1,1
173,Sceau de l’ombre primordiale,1,1
174,Anneau infini,1,1
175,Chevalière de suture,1,1
176,Chevalière des bouches avides,1,1
177,Anneau du déchiré,1,1
178,Griffe courbe du Crépuscule,1,1
179,Reflet de la Lumière,1,1
180,Souhait en bouteille,1,1
181,Cachet kiroptyrique,1,1
182,Crâne putréfié,1,1
183,Feu des profondeurs,1,1
184,Œil d’anéantissement,1,1
185,Fureur du déchaînement,1,1
186,Résolution de l’immortel,1,1
187,Volonté de déliement,1,1
188,Cœur de non-vie,1,1
189,Crèche du dragon final,1,1
190,Vortex change-l’âme,1,1
191,Fétiche mailles-d’os,1,1
192,Fiole d’ombres,1,1
193,Fierté indomptable,1,1
194,Ruse du sadique,1,1
195,Cœur garde-vent,1,1
196,Boussole de l’attrapeur d’étoiles,1,1
197,Sceau des sept signes,1,1
198,Insigne de l’esprit corrompu,1,1
201,Trésor mogu,1,0
203,Facette de joaillier,2,1
204,Pierre de familier,1,0
205,Gemme de mana brillante,1,0
206,Cartes de sombrelune des Brumes,1,1
207,Cristal de peur,1,1
208,Bouteille d’étoiles infinies,1,1
209,Vortex de Sombrebrume,1,1
210,Essence de la terreur,1,1
211,Figurine de bandit en jade,1,1
212,Figurine de charretier en jade,1,1
213,Figurine de courtisane en jade,1,1
214,Figurine de magistrat en jade,1,1
215,Figurine de seigneur de guerre en jade,1,1
216,Ordres ultimes de Lei Shen,1,1
217,Lumière du cosmos,1,1
218,Sceau polarisant de Qin Xi,1,1
219,Esprits du soleil,1,1
220,Essence des cauchemars,1,1
221,Terreur dans les brumes,1,1
222,Fiole de sang de dragon,1,1
223,Bague de novas éclatantes,1,1
224,Circuit de l’âme fragile,1,1
225,Anneau d’ombre effroyable,1,1
226,Anneau de rêves de Feng,1,1
227,Sceau de lien de Feng,1,1
228,Fragment de peur incarnée,1,1
229,Anneau épineux douloureux,1,1
230,Bague d’éternel de Regail,1,1
231,Anneau de lames déchaînées,1,1
232,Anneau de la carapace fracassée,1,1
233,Sceau du profane,1,1
234,Chevalière en rubis du vizir,1,1
235,Chevalière d’âme d’eau,1,1
236,Bibelots du Lotus doré,1,1
237,Bibelots des Pandashan,1,1
238,Bibelots des Pandashan,1,1
239,Anneaux en diamant noir voyants,1,1
240,Piège solide,1,0
241,Insigne brutal de l’offensive Domination,1,1
242,Insigne supérieur de l’opération Bouclier,1,1
243,Insigne inférieur de l’offensive Domination,1,1
244,Insigne inférieur de l’opération Bouclier,1,1
245,Bibelots de l’opération Bouclier,1,1
246,Bibelots de l’offensive Domination,1,1
247,Carte de défi,1,0
249,Engrenage trempé de sang,1,1
250,Bibelots de l’assaut des Pandashan,1,1
251,Cristal d’âme de Jin’rokh,1,1
252,Anneau de Shamuru,1,1
253,Éclat de rêve de Jin’rokh,1,1
254,Globe oculaire captif de Durumu,1,1
255,Sceau épinécaille,1,1
256,Signe du dieu ensanglanté,1,1
257,Tentacule coupé de Durumu,1,1
258,Souvenir de Ro’shak,1,1
259,Bague du tyran écailleux,1,1
260,Œil pétrifié du basilic,1,1
261,Mauvais juju,1,1
262,Souffle de l’hydre,1,1
263,Essence de brillance de Cha Ye,1,1
264,Fiole délicate du sanguinaire,1,1
265,Plume fabuleuse de Ji Kun,1,1
266,Endurance des Zandalari,1,1
267,Regard des jumeaux,1,1
268,Dernier souffle d’Horridon,1,1
269,Sac gravé de rejeton d’hydre,1,1
270,Levée du vent de Ji Kun,1,1
271,Calice imprégné de foudre,1,1
272,Talisman de rage de Primordius,1,1
273,Charme d’âme de Renataki,1,1
274,Rune de redistribution,1,1
275,Barrière d’âme,1,1
276,Etincelle de Zandalar,1,1
277,Relique volée de Zuldazar,1,1
278,Talisman de furie sanguinaire,1,1
279,Vision infaillible de Lei Shen,1,1
280,Ultime choix de Wushoolay,1,1
281,Bibelots de l’offensive du Kirin Tor,1,1
282,Bibelots de l’assaut des Saccage-Soleil,1,1
283,Talismans de l’assaut des Pandashan,1,1
287,Cape de la vertu,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,Discipline de Xuen,1,1
296,Morsure de Yu’lon,1,1
297,Contemplation de Chi Ji,1,1
298,Empressement de Xuen,1,1
299,Résolution de Niuzao,1,1
300,Anneau de pouliot pétrifié,1,1
301,Braise éteinte de Galakras,1,1
302,Sceau héréditaire de Iyyokuk,1,1
303,Sceau du chagrin éternel,1,1
304,Sceau de fureur maussade,1,1
305,Chevalière de la coupe au laser,1,1
306,Chevalière des dinomanciens,1,1
307,Chevalière du chemin douloureux,1,1
308,Sceau de sang asgorathien,1,1
309,Sceau des rois oubliés,1,1
310,PH,1,1
311,Bague de Griffesang,1,1
312,Bague de contrôle de Galakrond,1,1
313,Anneau de la tombe de fer,1,1
314,Bague diablecroc,1,1
315,PH,1,1
316,Anneau déchireur de réalité,1,1
317,Chevalière du serpent rapide,1,1
318,Anneau d’énergie inépuisable,1,1
319,Bague d’ascendance de Kil’ruk,1,1
320,Assurance de conséquence,1,1
321,Liens purifiés d’Immerseus,1,1
322,Insigne bruni de Nazgrim,1,1
323,Noyau du feu de la fusion,1,1
324,Talisman malchanceux de Freux,1,1
325,Cristal de focalisation du mastodonte,1,1
326,Mauvais œil de Galakras,1,1
327,Prison d’orgueil prismatique,1,1
328,Totem toxique de Kardris,1,1
329,Talisman de Haromm,1,1
330,Cachet de massacre,1,1
331,Cristal de rage frénétique,1,1
332,Dent sillonnée d’acide de Thok,1,1
333,Extrémité de la queue de Thok,1,1
334,Fiole de corruption vivante,1,1
335,Malédiction de fatuité,1,1
336,Talisman imprégné de sang de Skeer,1,1
337,Samophlange dysmorphique de discontinuité,1,1
338,Sang noir d’Y’Shaarj,1,1
339,Détonateur en ébène tic-taquant,1,1
340,Creuset rochenoire,3,0
341,Artisanat de Warlords,3,1
342,Objet de l’atelier d’ingénierie,1,0
343,Fruit de fief,5,0
344,Illusion d’enchanteur,1,0
345,Bague de l’archimage,1,1
346,Artisanat de Legion,3,1
347,Anneau de pirate fantôme,1,1
348,Oeil de sabre,1,1
349,Fléau des démons,1,1
350,Relique créée,1,1
351,Fiole cramoisie,3,0
352,Breuvage de vivacité,2,0
353,Test Item Limit Category Crafted,3,1
357,Légendaire de Legion,1,1
358,Bagues d’envahisseur,1,1
359,Bijoux d’envahisseur,1,1
360,Sceaux pourpres,1,1
361,Yeux des molosses,1,1
362,Voie des Titans,1,1
463,Œil du kraken,1,1
464,Jonc orné d’un œil du kraken,1,1
465,Carte perforée rouge,1,1
466,Carte perforée jaune,1,1
467,Carte perforée bleue,1,1
468,Œil de léviathan,1,1
469,Jonc orné d’un œil de léviathan,1,1
471,Flasque de sérénité,3,0
472,Suite de Sombrelune,1,1
473,Artisanat légendaire de Shadowlands,1,1
474,Médaillons de gladiateur,1,1
481,Artisanat de Shadowlands,1,1
482,Éclat de sang de Rev,1,1
483,Éclat de sang de Jas,1,1
484,Éclat de sang de Bek,1,1
486,Éclat de givre de Cor,1,1
487,Éclat de givre de Kyr,1,1
488,Éclat de givre de Tel,1,1
489,Éclat impie de Dyz,1,1
490,Éclat impie d’Oth,1,1
491,Éclat impie de Zed,1,1
492,Mélodie personnelle,1,1
493,Rythmes de bataille,1,1
494,Harmonie de Pocopoc,1,1
496,Légendaire des Éclairés,1,1
501,Gemme primaliste,1,1
502,Idoles des Aspects,1,1
503,Calligraphie – Tête,1,1
504,Dessert invoqué,1,0
505,Outils,1,1
506,Tête,1,1
507,Focalisateur d’enchantement,1,1
508,Dos,1,1
509,Loupe,1,1
510,Torse,1,1
511,Mains,1,1
512,Enjolivement,2,1
513,Dos,1,1
514,Torse,1,1
515,Mains,1,1
516,Tête,1,1
517,Outils,1,1
518,Dos,1,1
519,Torse,1,1
520,Mains,1,1
521,Tête,1,1
522,Dos,1,1
523,Torse,1,1
524,Mains,1,1
525,Tête,1,1
526,Outils,1,1
527,Dos,1,1
528,Torse,1,1
529,Mains,1,1
530,Tête,1,1
531,Outils,1,1
532,Dos,1,1
533,Torse,1,1
534,Mains,1,1
535,Tête,1,1
536,Dos,1,1
537,Torse,1,1
538,Mains,1,1
539,Tête,1,1
540,Dos,1,1
541,Torse,1,1
542,Mains,1,1
543,Tête,1,1
544,Outils,1,1
545,Dos,1,1
546,Torse,1,1
547,Mains,1,1
548,Tête,1,1
549,Outils,1,1
550,Dos,1,1
551,Torse,1,1
552,Mains,1,1
553,Tête,1,1
554,Outils,1,1
555,Dos,1,1
556,Torse,1,1
557,Mains,1,1
558,Tête,1,1
559,Dos,1,1
560,Torse,1,1
561,Mains,1,1
562,Tête,1,1
563,Dos,1,1
564,Torse,1,1
565,Mains,1,1
566,Tête,1,1
567,Outils,1,1
568,Anneau de puissance cobalt,1,1
569,Tourelle d’alarme,1,1
570,Correcteurs à décharge vitaux,1,1
571,Souffle de Neltharion,1,1
572,Circuit conducteur,1,1
573,Déplaceur planaire,1,1
574,Amplificateur de polarité,1,1
575,Supercycl-o-tron,1,1
596,Cristal de mojo,1,0
597,Chaudron résistant à la putréfaction,1,0
598,Fiole fluctuante,2,0
599,Fusées d’ombreflamme,1,1
600,Clé mythique du Gouffre,5,0
607,Flacon fugace,1,0
608,Potion fugace,20,0
614,Diamant algari,1,1
643,Prototype,1,0
644,Pieds,1,1
645,Longe éclair,1,1
646,Appareil photo P.R.O.F.I.L. suralimenté,1,1
647,Foreuse de livraison terrestre,1,1
648,Injecteur de santé cardiaque,1,1
649,Sac de profession,2,0
650,Fils de tisse-ligne,100,0
651,Fil de compétence de tisse-ligne,100,0
652,Poisson-goule,1,0
653,Meilleur(e) ami(e),1,0
680,Touché par le Vide,1,1
681,Tome béni,1,1
682,Extrait torve,1,1
