Name_lang,Description_lang,ID,JournalEncounterID,CreatureDisplayInfoID,FileDataID,OrderIndex,UiModelSceneID
Seigneur golem Argelmach,,951,379,8759,607618,0,9
Hurley Soufflenoir,,952,380,8658,607650,0,9
Phalange,,953,381,8177,607740,0,9
Lanfiche Brouillecircuit,,955,383,8652,607741,0,9
Ambassadeur Cinglefouet,,956,384,8329,607535,0,9
Magmus,,957,386,12162,607705,0,9
Empereur Dagran Thaurissan,,958,387,8807,607595,0,9
Généralissime Omokk,,959,388,11565,607645,0,9
Chasseresse des ombres Vosh’gajin,,960,389,9732,607769,0,9
Maître de guerre Voone,,961,390,28281,607810,0,9
Matriarche Couveuse,,962,391,36506,607719,0,9
Urok Hurleruine,,963,392,11583,607801,0,9
Intendant Zigris,,964,393,9738,607751,0,9
Halycon,,965,394,9567,607634,0,9
Gizrul l’esclavagiste,,966,395,9564,607615,0,9
Seigneur Wyrmthalak,,967,396,8711,607737,0,9
Zevrim Sabot-de-Ronce,,973,402,11335,607824,0,9
Hydrogénos,,974,403,5489,607653,0,9
Lethtendris,,975,404,21012,607686,0,9
Alzzin le Modeleur,,976,405,14416,607533,0,9
Tendris Crochebois,,977,406,14383,607785,0,9
Illyanna Corvichêne,,978,407,11270,607656,0,9
Magistère Kalendris,,979,408,14384,607703,0,9
Immol’thar,,980,409,14173,607657,0,9
Prince Tortheldrin,,981,410,11256,607745,0,9
Garde Mol’dar,,982,411,11561,607630,0,9
Kreeg le Marteleur,,983,412,11545,607777,0,9
Garde Fengus,,984,413,11561,607629,0,9
Garde Slip’kik,,985,414,11561,607631,0,9
Capitaine Kromcrabouille,,986,415,11564,607560,0,9
Cho’Rush l’Observateur,,987,416,11537,607565,0,9
Roi Gordok,,988,417,11583,607673,0,9
Disperseur de foule 9-60,,989,418,36560,607572,0,9
Grubbis,,990,419,6533,607628,0,9
Electrocuteur 6000,,991,421,36558,607594,0,9
Mekgénieur Thermojoncteur,,992,422,36563,607714,0,9
Noxcion,,993,423,11172,607728,0,9
Tranchefouet,,994,424,12389,607756,0,9
Bricoleur Kadenaz,,995,425,7125,607796,0,9
Seigneur Vylelangue,,997,427,12334,607699,0,9
Celebras le Maudit,,998,428,12350,607562,0,9
Glissement de terrain,,999,429,12293,607684,0,9
Grippe-charogne,,1000,430,13589,607761,0,9
Princesse Theradras,,1001,431,12292,607747,0,9
Chanteloge Forrestin,,1011,443,10482,607637,0,9
Aku’mai,Hydre,1012,444,62522,607532,0,91
Timmy le Cruel,,1013,445,571,607795,0,9
Willey Mutilespoir,,1014,446,34480,607818,0,9
Instructeur Galford,,1016,448,34498,607660,0,9
Balnazzar,,1017,449,34424,607551,0,9
Le Condamné,,1018,450,10771,607792,0,9
Baronne Anastari,,1019,451,10698,607553,0,9
Nerub’enkan,,1021,452,9793,607724,0,9
Maleki le Blafard,,1022,453,10546,607707,0,9
Magistrat Barthilas,,1023,454,10433,607791,0,9
Ramstein Grandgosier,,1024,455,12818,607752,0,9
Seigneur Aurius Vaillefendre,,1025,456,34837,607692,0,9
Avatar d’Hakkar,,1026,457,8053,607548,0,9
Jammal’an le Prophète,,1027,458,6708,607665,0,9
Fauche-rêve,,1028,459,7553,608311,0,9
Ombre d’Eranikus,,1032,463,7806,607768,0,9
Lardeur,,1033,464,108956,4776138,0,9
Seigneur Surchauffe,,1034,465,1204,607695,0,9
Randolph Moloch,,1035,466,35068,607753,0,9
Revelosh,,1036,467,5945,607757,0,9
Eric « l’Agile »,,1037,468,5708,0,1,9
Olaf,,1038,468,5709,0,2,9
Baelog,,1039,468,5710,607550,0,9
Ironaya,,1040,469,6089,607664,0,67
Ancien gardien en pierre,,1041,470,10798,607538,0,9
Galgann Martel-de-Feu,,1042,471,6059,607606,0,9
Grimelok,,1043,472,11165,607626,0,9
Archaedas,,1044,473,5988,607546,0,65
Dame Anacondra,,1045,474,4313,607680,0,9
Seigneur Cobrahn,,1046,475,4213,607693,0,9
Seigneur Pythas,,1047,476,4214,607696,0,9
Kresh,,1048,477,5126,607676,0,9
Skum,,1049,478,4203,607775,0,9
Seigneur Serpentis,,1050,479,4215,607698,0,9
Verdan l’Immortel,,1051,480,4256,607805,0,9
Mutanus le Dévoreur,,1052,481,4088,607721,0,9
Hydromancienne Velratha,,1053,482,6685,607652,0,9
Gahz’rilla,,1054,483,7271,607614,0,9
Antu’sul,,1055,484,7353,607541,0,9
Theka le Martyr,,1056,485,6696,607793,0,9
Féticheur Zum’rah,,1057,486,6434,607819,0,9
Nekrum Mâchentrailles,,1058,487,6690,607723,0,9
Tragi’rel,Chef des Sept,1059,385,8687,607587,0,9
Chef Ukorz Scalpessable,,1061,489,6439,607564,0,9
Shirrak le Veillemort,,1098,523,18916,607771,0,9
Exarque Maladaar,,1099,524,17715,607600,0,9
Gardien des guetteurs Gargolmar,,1104,527,18236,607817,0,9
Omor l’Intouché,,1105,528,18237,607734,0,9
Vazruden le Héraut,,1106,529,18944,607803,0,9
Selin Cœur-de-Feu,,1107,530,22642,607767,0,9
Vexallus,,1108,531,22731,607806,0,9
Prêtresse Delrissa,,1109,532,22596,607742,0,9
Kael’thas Haut-Soleil,,1110,533,22906,607669,0,9
Pandemonius,,1111,534,71757,607738,0,9
Tavarok,,1112,535,19332,607782,0,9
Yor,,1113,536,14173,607822,0,9
Prince-nexus Shaffar,,1114,537,19780,607726,0,9
Lieutenant Drake,,1115,538,17386,607689,0,9
Capitaine Skarloc,,1116,539,17387,607561,0,9
Chasseur d’époques,,1117,540,19135,607596,0,9
Sombre tisseur Syth,,1118,541,20599,607583,0,9
Anzu,,1119,542,21492,607544,0,9
Roi-serre Ikiss,,1120,543,18636,607780,0,9
Ambassadeur Gueule-d’Enfer,,1121,544,18821,607536,0,9
Cœur-Noir le Séditieux,,1122,545,18058,607555,0,9
Grand Maître Vorpil,,1123,546,18535,607625,0,9
Marmon,,1124,547,18839,607720,0,9
Zereketh le Délié,,1125,548,19882,607823,0,9
Dalliah l’Auspice-Funeste,,1126,549,19888,607574,0,9
Scrute-courroux Soccothrates,,1127,550,19977,607820,0,9
Messager Cieuriss,,1128,551,19943,607635,0,9
Chronoseigneur Déjà,,1129,552,20513,607566,0,9
Temporus,,1130,553,19066,607784,0,9
Aeonus,,1131,554,20510,607529,0,9
Le Faiseur,,1132,555,18369,607789,0,9
Broggok,,1133,556,19372,607558,0,9
Keli’dan le Briseur,,1134,557,17153,607670,0,9
Commandant Sarannis,,1135,558,18929,607570,0,9
Grand botaniste Freywinn,,1136,559,19045,607641,0,9
Rirépine le Tendre,,1137,560,14416,607794,0,9
Laj,,1138,561,13109,607683,0,9
Brise-Dimension,,1139,562,19438,607816,0,9
Mécanoseigneur Capacitus,,1140,563,19162,607712,0,9
Néantomancienne Sepethrea,,1141,564,19166,607725,0,9
Pathaleon le Calculateur,,1142,565,20033,607739,0,9
Grand démoniste Néanathème,,1143,566,16628,607624,0,9
Porteguerre O’mrogg,,1145,568,18031,607811,0,9
Chef de guerre Kargath Lamepoing,,1146,569,19799,607812,0,9
Mennu le Traître,,1147,570,17728,607715,0,9
Rokmar le Crépitant,,1148,571,17729,607759,0,9
Bourbierreux,,1149,572,18224,607750,0,9
Hydromancienne Thespia,,1150,573,11268,607651,0,9
Mekgénieur Montevapeur,,1151,574,18638,607713,0,9
Seigneur de guerre Kalithresh,,1152,575,20235,607815,0,9
Hungarfen,,1153,576,17228,607649,0,9
Ghaz’an,,1154,577,17528,607614,0,9
Seigneur des marais Musel’ek,,1155,578,18570,607779,0,9
La Traqueuse noire,,1156,579,18194,607788,0,67
Ancien Nadox,,1157,580,27407,607593,0,9
Prince Taldaram,,1158,581,27406,607744,0,9
Jedoga Cherchelombre,,1159,582,26777,607667,0,9
Amanitar,,1160,583,28133,607534,0,9
Krik’thir le Gardien de porte,,1161,585,27394,607678,0,9
Hadronox,,1162,586,26776,607633,0,9
Trollétripe,,1163,588,26352,607798,0,9
Novos l’Invocateur,,1164,589,26292,607727,0,9
Roi Dred,,1165,590,5240,607672,0,9
Slad’ran,,1167,592,27422,607776,0,9
Colosse drakkari,,1168,593,26589,607589,0,9
Moorabi,,1169,594,27059,607716,0,9
Eck le Féroce,,1170,595,26644,607592,0,9
Gal’darah,,1171,596,27061,607605,0,9
Général Bjarngrim,,1172,597,27301,607611,0,66
Volkhan,,1173,598,27071,607809,0,64
Ionar,,1174,599,27484,607663,0,9
Loken,,1175,600,27485,607690,0,66
Falric,,1176,601,30972,607601,0,9
Marwyn,,1177,602,30973,607710,0,9
Le roi-liche,,1178,603,30721,607688,0,9
Krystallus,,1179,604,20909,607679,0,9
Damoiselle de peine,,1180,605,26657,607706,0,67
Sjonnir le Sculptefer,,1181,607,27483,607772,0,66
Maître-forge Gargivre,,1182,608,30843,607603,0,65
Ick,,1183,609,30347,607655,1,9
Krick,,1184,609,30331,607677,0,9
Seigneur du Fléau Tyrannus,,1185,610,30277,607765,0,9
Grancrochet,,1186,611,26579,607711,0,9
Salramm le Façonneur de chair,,1187,612,26581,607763,0,9
Chronoseigneur Epoque,,1188,613,26580,607567,0,9
Mal’Ganis,,1189,614,26582,607708,0,9
Bronjahm,,1190,615,30226,607559,0,9
Dévoreur d’âmes,,1191,616,30148,607585,0,9
Commandant Rudebarbe,,1193,617,24366,607571,0,9
Grand magus Telestra,,1194,618,24066,607623,0,9
Anomalus,,1195,619,26259,607540,0,9
Ormorok le Sculpte-arbre,,1196,620,26298,607735,0,9
Keristrasza,,1197,621,24307,607671,0,9
Drakos l’Interrogateur,,1198,622,27032,607590,0,9
Varos Arpentenuée,,1199,623,27033,607802,0,9
Seigneur-mage Urom,,1200,624,25010,607702,0,9
Gardien-tellurique Eregos,,1201,625,27034,607687,0,9
Erekem,,1202,626,27488,607597,0,9
Moragg,,1203,627,20590,607717,0,9
Ichoron,,1204,628,27487,607654,0,9
Xevozz,,1205,629,27486,607821,0,9
Lavanthor,,1206,630,10193,607685,0,9
Zuramat l’Oblitérateur,,1207,631,27855,607825,0,9
Cyanigosa,,1208,632,27508,607573,0,9
Mokra le Brise-tête,,1214,634,28587,607622,0,9
Zul’tore,,1215,634,28588,0,3,9
Eressea Chantelaube,,1216,634,28637,0,1,9
Runok Crin-Sauvage,,1217,634,28597,0,2,9
Nécrotraqueur Viscéri,,1218,634,28589,0,4,9
Eadric le Pur,,1219,635,29616,607591,0,9
Confesseur d’argent Paletress,,1220,636,29490,607547,0,9
Le Chevalier noir,,1221,637,29837,607787,0,9
Prince Keleseth,,1222,638,25338,607743,0,9
Skarvald le Constructeur,,1223,639,24605,607774,0,65
Dalronn le Contrôleur,,1224,639,26349,607575,1,9
Ingvar le Pilleur,,1225,640,21953,607659,0,65
Svala Tristetombe,,1226,641,26096,607778,0,9
Gortok Pâle-Sabot,,1227,642,27419,607620,0,9
Rhino féroce,,1228,642,26284,0,1,9
Jormungar massif,,1229,642,24564,0,3,9
Worgen frénétique,,1230,642,26327,0,2,9
Furbolg vorace,,1231,642,23999,0,4,9
Skadi le Brutal,,1232,643,27418,607773,0,67
Roi Ymiron,,1233,644,28019,607674,0,67
Juge supérieur Mornepierre,,1234,372,9329,608314,0,9
Retombée visqueuse,,1236,420,36529,607808,0,9
Fusilier ressuscité,,1239,446,34481,0,1,9
Prêtre des ombres Sezz’ziz,,1240,487,6441,607770,1,9
Raigonn,,1252,649,39519,630845,0,9
Maître d’armes Harlan,,1253,654,40293,630816,0,9
Maître Banc de Neige,,1255,657,41902,630841,0,9
Liu Cœur de Flamme,,1257,658,39487,630839,0,9
Instructrice Froidecœur,,1258,659,40301,630835,0,9
Jandice Barov,,1265,663,40639,607666,0,9
Cliquettripes,,1269,665,31092,607755,0,9
Lilian Voss,,1270,666,40256,630838,0,9
Sautallus,,1273,669,40339,630832,0,9
Frère Korloff,,1275,671,41154,630818,0,9
Commandant Durand,,1276,674,41220,607643,1,9
Grande inquisitrice Blanchetête,,1277,674,2043,607643,0,9
Qin Xi,,1294,677,41392,0,1,9
Jan Xi,,1295,677,41391,630836,0,9
Gara’jal le Lieur d’esprit,,1296,682,41256,630826,0,9
Taran Zhu,,1305,686,41121,630852,0,9
Qiang l’Impitoyable,Roi seigneur de guerre,1308,687,41812,0,1,9
Meng le Dément,Roi fou,1309,687,41813,630861,0,9
Subetaï le Rapide,Roi-bandit,1310,687,41565,0,2,9
Thalnos le Déchiqueteur d’âmes,,1312,688,27705,630853,0,9
Feng le Maudit,,1313,689,41192,630824,0,9
Gekkan,,1315,690,41920,630828,0,9
Sha de la colère,,1316,691,41448,630847,0,9
Sombre chaman Koranthal,,1321,695,42101,608310,0,9
Maître-chien Braun,,1326,660,42264,630833,0,9
Kuai la Brute,,1334,708,42058,630842,0,9
Ming le Rusé,,1335,708,42059,0,1,9
Haiyan l’Irrésistible,,1336,708,42060,0,2,9
Héraut Volazj,,1337,584,27408,607639,0,9
Anub’arak,,1338,587,27856,607542,0,9
Brann Barbe-de-Bronze,,1342,606,26353,607797,0,9
Adarogg,,1343,694,38759,608309,0,9
Crassegueule,,1344,696,38391,522251,0,9
Garde de lave Gordoth,,1345,697,42100,608315,0,9
Hazzas,,1346,459,9584,0,3,9
Tisserand,,1347,459,6375,0,1,9
Morphaz,,1348,459,7975,0,2,9
Elegon,,1383,726,41399,630823,0,9
Chef Salyis,,1385,725,42468,0,1,9
Galion,,1386,725,42439,630819,0,9
Sombre Maître Gandling,,1393,684,40322,607582,0,9
Garde de sang Porung,,1394,728,17725,607556,0,9
Sculpte-ambre Un’sok,,1400,737,43126,630815,0,9
Monstruosité d’ambre,,1401,737,44140,0,1,9
Gu Foudre des Nuages,,1402,673,39489,630831,0,9
Serpent azur,,1403,673,39492,0,1,9
Tisseur de flammes Koegler,,1404,656,40597,630825,0,9
Garalon,,1405,713,42368,630827,0,9
Commandant Vo’jak,,1407,738,42169,630822,0,9
Lei Shi,,1412,729,42811,630837,0,65
Grande impératrice Shek’zeer,,1417,743,42730,630830,0,9
Vizir impérial Zor’lok,,1421,745,42807,630834,0,9
Saboteur Kip’tilak,,1422,655,43122,630846,0,9
Sentinelle d’obsidienne,,1423,748,5285,607729,0,9
Commandant Malor,,1424,749,34463,607569,0,9
Zian des Ombres éternelles,Roi-sorcier,1425,687,41566,0,3,9
Frappeur Ga’dok,,1428,675,43275,630851,0,9
Commandant Ri’mok,,1429,676,43286,630821,0,9
Ouk-Ouk,,1430,668,39498,630843,0,9
Yan Zhu le Déballonné,,1431,670,42969,630860,0,65
Sage Mari,,1432,672,41125,630858,0,9
Chroniqueur Pas de Pierre,,1433,664,39506,630840,0,9
Sha du doute,,1434,335,45980,630848,0,9
Xin le Maître d’armes,,1435,698,41987,630859,0,9
Vizir Jin’bak,,1439,693,43197,630855,0,9
Tsulong,De nuit,1444,742,42532,630854,0,9
Tsulong,De jour,1465,742,42533,0,1,9
Chef d’escadre Ner’onok,,1475,727,43151,630857,0,9
Gardien d’améthyste,,1476,679,41892,630820,0,9
Gardien de jaspe,,1477,679,42644,0,3,9
Gardien de cobalt,,1478,679,41893,0,1,9
Gardien de jade,,1479,679,41894,0,2,9
Ancien Asani,,1480,683,41504,0,2,9
Ancien Regail,,1481,683,41502,0,1,9
Protecteur Kaolan,,1482,683,41503,630844,0,9
Seigneur du Vent Mel’jarak,,1485,741,42645,630856,0,9
Sha de la violence,,1488,685,43283,630850,0,9
Ame de Lilian,,1489,666,43908,0,1,9
Le prophète Tharon’ja,,1498,591,27072,607790,0,9
Général Pa’valak,,1516,692,43120,630829,0,9
Seigneur des lames Ta’yak,,1517,744,43141,630817,0,9
Sha de la peur,,1519,709,45065,630849,0,9
Nalak,,1540,814,47227,796778,0,9
Qwon de Fer,,1544,817,46627,796775,0,9
Ro’shak,,1545,817,46628,0,1,9
Quet’zal,,1546,817,46629,0,2,9
Dam’ren,,1547,817,46630,0,3,9
Durumu,,1548,818,47189,796772,0,9
Primordius,,1551,820,47009,796780,0,9
Sul le Rampeur des sables,,1558,816,47505,0,1,9
Roi du givre Malakk,,1559,816,47506,0,2,9
Kazra’jin,,1561,816,47229,796770,0,9
Horridon,,1562,819,47325,796774,0,9
Sombre animus,,1563,824,47527,796771,0,9
Tortos,,1564,825,46559,796781,0,9
Oondasta,,1566,826,47257,796779,0,9
Jin’rokh le Briseur,,1567,827,47552,796776,0,9
Lu’lin,,1569,829,46975,796773,0,9
Lei Shen,,1572,832,46770,796777,0,9
Ji Kun,,1573,828,120300,796785,0,9
Commandant Kolurg,,1574,833,24352,607568,0,9
Maréchal Jacob Alerius,,1575,834,28560,607621,0,9
Colossos,,1576,834,28736,0,4,9
Ambrose Etinceboulon,,1577,834,28586,0,1,9
Lana Rudemartel,,1578,834,28564,0,3,9
Jaelyne Chant-du-Soir,,1579,834,28735,0,2,9
Ra Den,,1580,831,47739,828452,0,9
Suen,,1581,829,46974,0,1,9
Grande prêtresse Mar’li,,1582,816,47730,0,3,9
Tête venimeuse,,1594,821,47416,0,1,91
Tête enflammée,,1595,821,47414,796786,0,91
Tête gelée,,1596,821,47415,0,2,91
Malkorok,,1602,846,49070,901164,0,9
He Pas de Loup,,1605,849,48917,0,1,9
Freux Orteil de Pierre,,1606,849,48918,901159,0,9
Sun Cœur de Douceur,,1607,849,48919,0,2,9
Général Nazgrim,,1608,850,48995,901158,0,9
Geôlier kor’kron,,1609,851,49082,0,1,9
Thok le Sanguinaire,,1610,851,51144,901171,0,9
Immerseus,,1611,852,49056,901160,0,9
Brise-terre Haromm,,1614,856,49176,901163,0,9
Lieuse de vague Kardris,,1615,856,49177,0,1,9
Chi Ji,,1618,857,49237,901155,0,9
Yu’lon,,1619,858,49234,901173,0,9
Niuzao,,1620,859,49235,901165,0,9
Xuen,,1621,860,49236,901172,0,9
Ordos,,1623,861,49285,901167,0,9
Mastodonte de fer,,1624,864,49844,901161,0,9
Norushen,,1625,866,48860,901166,0,66
Sha de l’orgueil,,1626,867,49098,901168,0,9
Galakras,,1627,868,49337,901156,0,9
Garrosh Hurlenfer,,1628,869,49585,901157,0,9
Skeer le Cherche-sang,,1648,853,48674,901162,0,9
Hisek le Gardien de l’essaim,,1649,853,48675,0,1,9
Ka’roz la Sauterelle,,1650,853,48676,0,2,9
Korven le Premier,,1651,853,48677,0,3,9
Kaz’tik le Manipulateur,,1652,853,48678,0,4,9
Xaril l’Esprit empoisonné,,1653,853,48679,0,5,9
Rik’kal le Disséqueur,,1654,853,48680,0,6,9
Iyyokuk le Lucide,,1655,853,48681,0,7,9
Kil’ruk le Saccageur des vents,,1656,853,48682,0,8,9
Amalgame de corruption,,2827,866,49360,0,1,9
Ingé-siège Boîte-Noire,,2830,865,51657,901169,0,9
Réserve sécurisée de butin de Pandarie,,2831,870,51173,901170,0,9
Galakras,,2835,881,49337,901156,0,9
Magmolatus,,2845,893,52033,0,1,9
Maître-forge Gog’duh,,2846,893,52899,1044355,0,9
Chasseur aveugle,,2853,900,52595,1064175,0,9
Cristal d’inferno de la fournaise,,2855,901,42641,0,2,9
Charlga Trancheflanc,,2856,901,31042,607563,0,9
Cristal de décharge venimeuse,,2857,901,42643,0,3,9
Cristal de tempête des flots,,2858,901,41366,0,1,9
Seigneur de guerre Brusquebroche,,2859,899,52515,607736,0,9
Nécrorateur Jargba,,2860,899,4756,607584,1,9
Aggem Malépine,,2861,899,4645,607531,2,9
Pisteur de bêtes de Tranchebauge,,2862,895,1964,0,3,9
Garde-lame de Tranchebauge,,2863,895,6109,0,1,9
Maître chasseur de Tranchebauge,,2864,895,1342,0,2,9
Roogug,,2865,895,52383,607760,0,9
Chasseur Ossathure,,2866,896,52047,607531,0,9
Zélote solaire arakkoa,,2936,968,55994,0,1,9
Assemblage-bouclier arakkoa,,2938,968,56653,0,2,9
Le Boucher,Il découpe et il écrase.,2939,971,53855,1044375,0,9
Ranjit,,3108,965,56015,1044362,0,9
Araknath,,3109,966,54006,1044334,0,9
Grand sage Viryx,,3111,968,56016,1044348,0,9
Prototype d’assemblage solaire arakkoa,,3112,966,56653,0,1,9
Surveillant des esclaves Crushto,,3125,888,52893,1044368,0,9
Aile-de-Peur,,3126,1122,53505,0,2,9
Seigneur des bêtes Darmac,,3127,1122,53499,1044338,0,9
Écrase-Fer,,3128,1122,53541,0,3,9
Tectonique,,3129,1122,53542,0,4,9
Croc-Sadique,,3130,1122,53511,0,1,9
Courbe-flamme Ka’graz,,3131,1123,53471,1044344,0,9
Seigneur du ciel Tovra,,3144,1133,55630,1044376,0,9
Kargath Lamepoing,,3151,1128,54674,1044352,0,9
Sadana Rougefurie,,3152,1139,54587,1044366,0,9
Ghamoo-Ra,,3155,368,52010,1064179,0,9
Domina,,3156,436,52034,1064180,0,9
Subjugateur Kor’ul,,3157,426,52173,522214,0,9
Gardien des profondeurs,,3158,447,75359,1064182,0,9
Seigneur du Crépuscule Bathiel,,3159,437,52283,1064184,0,9
Exécuteur Carnage,,3160,1144,52084,1064183,0,9
Thruk,,3161,1145,52057,1064181,0,9
Conducteur Thogar,,3162,1147,53519,1044357,0,9
Phémos,,3163,1148,55849,0,1,65
Pol,,3164,1148,54385,1044377,0,65
Ingénieur de la fournaise,,3172,1154,53472,0,2,9
Cœur de la montagne,,3173,1154,53456,1044374,7,9
Opérateur des soufflets,,3174,1154,53473,0,3,65
Élémentaire de scories,,3175,1154,53481,0,6,9
Garde de la sécurité,,3176,1154,53474,0,1,9
Elémentaliste primordial,,3177,1154,53475,0,4,9
Mandefeu,,3178,1154,53477,0,5,9
Contremaître Feldspath,,3179,1154,53470,1044374,0,9
Franzok,,3180,1155,53576,1044345,0,9
Hans’gar,,3181,1155,53575,0,1,9
