ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
258,|cffffd100Astuce :|r faites un <Maj>+clic sur le nom d’un personnage-joueur dans la fenêtre de discussion pour consulter des informations supplémentaires le concernant.,3,20,49,0
261,|cffffd100Astuce :|r un point d’interrogation bleu au-dessus d’un donneur de quête indique que la quête peut être rejouée.,48,50,250,0
263,|cffffd100Astuce :|r utilisez la touche <Tab> pour faire défiler les ennemis proches se trouvant devant vous.,13,1,60,0
281,|cffffd100Astuce :|r faites un <Maj>+clic sur un objet vendu par un marchand pour choisir la quantité désirée.,50,10,250,0
282,|cffffd100Astuce :|r accédez à un métier nouvellement acquis dans l’onglet Métiers de votre grimoire.,10,11,250,0
321,"|cffffd100Astuce :|r si vous avez des difficultés à trouver quelque chose dans une capitale, cliquez sur un garde pour qu’il vous renseigne.",14,10,250,0
341,|cffffd100Astuce :|r souvenez-vous que tout doit être apprécié avec modération (même World of Warcraft !),143,0,0,0
381,|cffffd100Astuce :|r faites un <Maj>+clic sur une pile d’objets pour la fractionner en piles plus petites.,54,30,250,0
382,|cffffd100Astuce :|r appuyer simultanément sur les deux boutons de la souris fait aussi avancer votre personnage.,55,0,0,0
384,|cffffd100Astuce :|r vous pouvez annuler les effets bénéfiques en faisant un clic droit sur l’icône du sort affichée en haut de l’écran.,9,25,250,0
388,|cffffd100Astuce :|r cliquez sur le lien d’un nom d’objet dans la fenêtre de discussion pour obtenir plus d’informations sur lui.,57,0,0,0
389,"|cffffd100Astuce :|r vous ne pouvez pas exercer plus de deux métiers à la fois, mais vous pouvez apprendre toutes les compétences secondaires (cuisine, pêche et archéologie).",19,10,49,0
390,|cffffd100Astuce :|r il est bien vu de parler à quelqu’un avant de l’inviter dans un groupe ou d’ouvrir une fenêtre d’échange.,58,0,0,0
392,|cffffd100Astuce :|r vos objets ne subissent pas de dégâts de durabilité si vous vous faites tuer par un personnage-joueur de la faction adverse.,60,20,250,0
393,|cffffd100Astuce :|r faites un <Maj>+clic sur une quête dans votre journal pour afficher son suivi.,61,10,250,0
394,|cffffd100Astuce :|r les donneurs de quête proches qui attendent votre retour sont indiqués par des points d’interrogation jaunes sur votre minicarte.,63,1,20,0
396,|cffffd100Astuce :|r les donneurs de quête proches qui attendent votre retour sont indiqués par un point d’interrogation sur votre minicarte.,1,1,15,0
398,|cffffd100Astuce :|r vous pouvez cliquer sur les icônes numérotées de l’interface de suivi des quêtes pour en choisir une à suivre.,41,5,49,0
399,|cffffd100Astuce :|r les quêtes que vous accomplissez quand vous êtes au niveau maximum vous rapportent des pièces d’or à la place de l’expérience.,64,50,60,0
403,"|cffffd100Astuce :|r par défaut, appuyer sur la touche B ouvrira tous vos sacs d’un coup.",65,20,49,0
404,"|cffffd100Astuce :|r lors de vos interactions avec d’autres personnages, souvenez-vous qu’un minimum de courtoisie peut ouvrir bien des portes !",156,0,0,0
405,|cffffd100Astuce :|r vos chances de rencontrer des monstres errants sont réduites si vous restez sur les routes.,42,5,49,0
406,|cffffd100Astuce :|r utilisez l’outil Donjons pour rejoindre rapidement d’autres personnages-joueurs dans un donjon à 5 !,28,15,49,0
407,"|cffffd100Astuce :|r amenez vos amis en Azeroth, mais n’oubliez pas pour autant de les voir en dehors d’Azeroth.",66,0,0,0
409,"|cffffd100Astuce :|r si vous videz régulièrement votre boîte à lettre, l’icône de courrier vous avertira en cas de nouveaux messages !",67,0,0,0
410,|cffffd100Astuce :|r ne donnez jamais les informations relatives à votre compte à un autre joueur.,68,0,0,0
411,|cffffd100Astuce :|r partager un compte peut compromettre sa sécurité.,35,0,0,0
419,|cffffd100Astuce :|r un monstre doté d’une barre de points de vie grise est déjà aux prises avec d’autres personnages-joueurs. Il ne vous rapportera ni butin ni expérience.,70,10,59,0
422,"|cffffd100Astuce :|r pour voir la carte, appuyez sur la touche « M » ou cliquez sur le bouton qui se trouve en haut à droite de la minicarte.",72,1,20,0
423,|cffffd100Astuce :|r les donjons de haut niveau proposent souvent un mode mythique qui n’est pas disponible via l’outil Donjons. De grandes récompenses sont offertes aux aventuriers les plus braves !,73,60,250,0
426,"|cffffd100Astuce :|r l’outil Donjons vous permet de vous téléporter dans votre donjon. Sinon, vous pouvez utiliser les pierres de rencontre pour invoquer les membres du groupe qui ne sont pas sur place.",77,25,250,0
427,|cffffd100Astuce :|r la partie Contrôle parental du site de Gestion de compte vous propose des outils pour vous aider à gérer le temps de jeu.,78,10,250,0
428,|cffffd100Astuce :|r faites un <Maj>+clic sur des expéditions pour en suivre plusieurs à la fois.,79,60,60,0
429,|cffffd100Astuce :|r une quête pour laquelle est indiqué un (Échec) dans le journal de quêtes peut être reprise auprès du personnage qui la proposait.,80,20,59,0
430,|cffffd100Astuce :|r le nombre qui apparaît en regard du nom d’une quête dans le journal indique le nombre de personnes de votre groupe qui l’ont aussi à accomplir.,81,40,250,0
431,"|cffffd100Astuce :|r lorsque vous faites partie d’un groupe de raid, vous ne pouvez faire progresser que les quêtes marquées pour (Raid).",82,50,250,0
432,"|cffffd100Astuce :|r il n’est pas possible d’annuler vos enchères à l’hôtel des ventes, placez-les avec prudence.",83,30,250,0
434,|cffffd100Astuce :|r le courrier est conservé 30 jours au maximum avant de disparaître.,85,40,250,0
435,|cffffd100Astuce :|r il est possible de modifier l’apparence de votre armure ou de vos armes en rendant visite à un transmogrifieur dans une des capitales.,86,40,250,0
438,|cffffd100Astuce :|r rachetez les objets que vous avez récemment vendus à un marchand via l’onglet de rachat.,88,10,250,0
439,|cffffd100Astuce :|r le chef d’un groupe peut réinitialiser ses instances ou en modifier la difficulté grâce au menu disponible par clic droit sur son portrait.,89,50,250,0
440,|cffffd100Astuce :|r n’importe quel aubergiste pourra toujours vous fournir une nouvelle pierre de foyer.,90,10,250,0
442,"|cffffd100Astuce :|r les personnages-joueurs ne peuvent pas esquiver, parer ou bloquer les attaques portées dans leur dos.",92,30,250,0
444,|cffffd100Astuce :|r vous pouvez remplacer une gemme déjà sertie dans un objet en posant une nouvelle gemme par-dessus dans l’interface de sertissage.,93,40,250,0
446,|cffffd100Astuce :|r vous ne pouvez bénéficier que d’un Élixir de bataille et d’un Élixir du Gardien simultanément.,95,50,250,0
447,|cffffd100Astuce :|r passez votre souris au-dessus d’un objet en maintenant la touche <Maj> enfoncée pour le comparer à votre équipement actuel.,96,40,250,0
448,"|cffffd100Astuce :|r vous pouvez posséder jusqu’à 18 personnages par royaume, dans la limite de 50 tous royaumes confondus.",97,250,250,0
449,"|cffffd100Astuce :|r vous pouvez réutiliser un texte que vous avez récemment écrit. Appuyez sur Entrée, puis appuyez sur la touche <Alt> et la flèche vers le haut pour faire défiler vos précédents messages.",98,40,250,0
450,|cffffd100Astuce :|r la plupart des montures et des mascottes sont partagées par les personnages de votre bataillon.,101,30,250,0
451,"|cffffd100Astuce :|r merci de jouer à World of Warcraft, vous déchirez !",102,10,250,0
452,|cffffd100Astuce :|r terrassez des personnages-joueurs ennemis pour gagner des niveaux d’honneur et débloquer de prestigieuses récompenses ornementales !,103,20,250,0
453,|cffffd100Astuce :|r vous pouvez apprendre à utiliser les montures volantes au niveau 30 !,108,20,59,0
454,"|cffffd100Astuce :|r accomplir certains hauts faits donne accès à des récompenses, des objets uniques non liés au combat.",109,40,250,0
456,|cffffd100Astuce :|r infliger des dégâts ou soigner génère de la menace envers des créatures. La plupart des créatures attaquent le joueur ayant la plus forte menace envers elles. Les tanks génèrent de la menace supplémentaire et sont donc tout indiqués pour accaparer l’attention de l’ennemi.,111,15,59,0
457,|cffffd100Astuce :|r les donjons en mode mythique sont un excellent moyen de vivre des aventures épiques (voire légendaires) avec vos amis !,112,250,250,0
458,|cffffd100Astuce :|r vous voulez tester une nouvelle classe ? Créez-vous un personnage d’essai de classe !,113,60,70,0
459,"|cffffd100Astuce :|r les salons de coiffure situés dans de nombreuses villes vous permettent de personnaliser entièrement l’apparence de votre personnage, et gratuitement !",114,40,250,0
460,|cffffd100Astuce :|r parrainer un ami dans World of Warcraft vous permet à tous les deux d’obtenir de belles récompenses.,115,20,250,0
461,"|cffffd100Astuce :|r pour accéder aux donjons en mode héroïque à l’aide de l’outil Donjons, vous devez disposer d’un équipement d’un niveau d’objet minimum. Cette restriction ne s’applique cependant pas aux groupes complets.",117,60,250,0
462,"|cffffd100Astuce :|r la plupart des récompenses de quête ont une chance de voir leur qualité améliorée, ce qui peut grandement augmenter leur puissance !",116,20,250,0
464,"|cffffd100Astuce :|r utilisez le calendrier pour visualiser les évènements saisonniers à venir ou pour organiser des activités avec votre guilde, vos amis ou des communautés.",99,40,250,0
465,|cffffd100Astuce :|r cliquez sur l’horloge sous la minicarte pour programmer une alarme ou afficher un chronomètre.,100,20,250,0
466,"|cffffd100Astuce :|r si vous vous retrouvez sans personne, chevauchant votre monture à travers de verts pâturages avec le soleil sur le visage, n’en ressentez aucun trouble, car vous êtes sur Azeroth !",104,20,250,0
467,"|cffffd100Astuce :|r si vous souhaitez faire quelque chose de différent, tentez d’accomplir des hauts faits inhabituels.",105,50,250,0
468,"|cffffd100Astuce :|r dans un message de discussion en cours de saisie, faire un <Maj>+clic sur une quête, un objet ou un haut fait permet d’ajouter un lien vers cet élément.",106,60,250,0
469,|cffffd100Astuce :|r suivez la progression de vos quêtes et hauts faits en cours en faisant un <Maj>+clic sur l’élément qui vous intéresse.,107,40,250,0
470,|cffffd100Astuce :|r cliquez sur la loupe près de votre minicarte pour afficher de nombreuses informations concernant notamment les quêtes de bas niveau ou les vendeurs.,16,11,250,0
471,|cffffd100Astuce :|r un sanctuaire est une zone où les combats JcJ ne sont pas autorisés et qui abrite généralement de puissantes factions neutres.,119,60,250,0
472,|cffffd100Astuce :|r la plupart des factions disposent d’un intendant proposant une sélection d’objets accessibles aux personnages dont la réputation est suffisante.,120,40,250,0
473,"|cffffd100Astuce :|r le calendrier vous apprend quand vos raids sont réinitialisés. Dans la fenêtre Infos Raid, vous pouvez décider de prolonger ou non un verrouillage de raid si vous souhaitez conserver votre progression.",121,60,250,0
475,"|cffffd100Astuce :|r si vous rencontrez des difficultés à venir à bout d’un groupe de créatures en donjon, essayez d’utiliser une technique de contrôle, comme Métamorphose ou Assommer, afin de neutraliser un ennemi. Divisez pour mieux régner !",154,15,69,0
476,"|cffffd100Astuce :|r sur votre minicarte, les cibles apparaissent avec une flèche indiquant si elles se trouvent en dessous ou au-dessus de vous.",15,0,0,0
479,|cffffd100Astuce :|r vous pouvez utiliser le Gestionnaire d’équipement pour échanger rapidement des ensembles d’équipement que vous utilisez souvent.,124,50,250,0
483,|cffffd100Astuce :|r appuyez sur « Alt » lorsque le curseur est sur un emplacement d’objet dans votre feuille de personnage pour afficher une liste d’objets dont vous pouvez vous équiper à cet emplacement.,128,20,250,0
489,"|cffffd100Astuce :|r si la barre de sorts d’un ennemi est grise ou entourée d’une icône de bouclier, vous ne pouvez pas interrompre ce sort à l’aide de vos capacités.",129,40,250,0
490,|cffffd100Astuce :|r votre guilde peut prévoir des Évènements de guilde à l’aide du calendrier en jeu. Vous pouvez choisir de vous y inscrire plutôt que d’attendre une invitation.,157,25,250,0
491,"|cffffd100Astuce :|r lorsque la fonctionnalité de remplissage automatique suggère des noms de personnages, appuyez sur Tab ou Maj + Tab pour sélectionner un nom dans la liste.",131,40,250,0
500,|cffffd100Astuce :|r vérifiez toujours que vous êtes sur un site officiel de Blizzard lorsque vous indiquez vos informations de compte.,132,0,0,0
501,|cffffd100Astuce :|r les e-mails officiels envoyés par Blizzard proviennent toujours d’une adresse se terminant par blizzard.com.,133,5,250,0
504,|cffffd100Astuce :|r utiliser un Blizzard Mobile Authenticator vous aidera à protéger votre compte World of Warcraft des vols.,136,10,250,0
505,"|cffffd100Astuce :|r pour éviter qu’on vous vole votre compte, ne vous connectez pas à World of Warcraft depuis un ordinateur public. Ces ordinateurs peuvent être infectés par des logiciels malveillants.",137,10,250,0
506,|cffffd100Astuce :|r méfiez-vous des sites non officiels proposant des services payants sur World of Warcraft. Ces sites peuvent contenir des logiciels malveillants entraînant le vol de votre compte.,138,10,250,0
508,|cffffd100Astuce :|r les lieux de quêtes et les donneurs de quêtes sont visibles sur votre carte.,140,1,15,0
509,|cffffd100Astuce :|r vous pouvez obtenir des récompenses lorsque vous terminez des donjons aléatoires en utilisant l’outil Donjons. Vous pouvez vous associer avec des amis ou utiliser l’outil Donjons pour trouver un groupe.,141,20,49,0
538,|cffffd100Astuce :|r faites pivoter votre personnage en déplaçant la souris tout en maintenant le clic droit enfoncé. Vous pouvez regarder autour de vous en déplaçant la souris tout en maintenant le clic gauche enfoncé.,142,1,9,0
543,|cffffd100Astuce :|r ne restez pas dans le feu !,145,50,250,0
578,|cffffd100Astuce :|r la fonctionnalité « Jeux de guerre » permet à votre chef de groupe de défier un autre groupe pour une escarmouche de son choix en arène ou sur un champ de bataille. Le jeu de guerre peut être lancé à partir de l’écran Joueur contre Joueur.,162,249,250,0
589,|cffffd100Astuce :|r vous pouvez utiliser l’outil Raids pour rejoindre un raid de 25 joueurs et découvrir une facette du jeu parmi les plus épiques que World of Warcraft ait à offrir.,164,70,70,0
596,|cffffd100Astuce :|r votre bataillon peut réaliser beaucoup de hauts faits. Tous vos personnages peuvent contribuer à leur progression.,167,10,250,0
597,|cffffd100Astuce :|r rendez visite à un maître des mascottes de combat si vous souhaitez faire collection de mascottes et en affronter.,168,15,250,0
601,"|cffffd100Astuce :|r les mascottes sont partagées dans votre bataillon. Si l’un des personnages en possède une, tous les autres peuvent également l’utiliser.",172,35,250,0
602,"|cffffd100Astuce :|r glissez/déposez des icônes depuis le livre des sorts, la page de spécialisation et la page des talents dans vos barres d’actions.",173,10,30,0
603,"|cffffd100Astuce :|r vous pouvez créer un nouveau personnage pour essayer une classe, une race ou une faction différente. De nombreux joueurs appellent ces personnages des « alt ».",174,10,59,0
604,|cffffd100Astuce :|r le rôle des tanks est de contrôler les créatures ennemies pendant les attaques en groupe. Ils infligent moins de dégâts mais ont une meilleure capacité de survie.,175,10,59,0
605,|cffffd100Astuce :|r le rôle des soigneurs consiste à guérir les autres membres du groupe tout en restant en vie.,176,10,59,0
606,|cffffd100Astuce :|r le rôle des personnages-joueurs spécialisés en dégâts (parfois appelés « DPS ») consiste à abattre les ennemis. Ils sont aidés par les tanks et les soigneurs.,177,10,59,0
612,|cffffd100Astuce :|r vous êtes bloqué sur une quête ? Vous ne trouvez pas un PNJ ? Vous recherchez les caractéristiques d’un objet ? N’hésitez pas à vous rendre sur les forums WoW et les sites de fan !,181,0,0,0
620,|cffffd100Astuce :|r vous pouvez choisir de recevoir du butin pour une spécialisation de classe différente en faisant un clic droit sur le portrait de votre personnage et en choisissant Spécialisation du butin.,185,35,250,0
624,"|cffffd100Astuce :|r les raids normaux et héroïques s’adaptent aux groupes de 10 à 30 joueurs en termes de difficulté et de récompenses, pour que personne ne soit obligé de rester sur le carreau !",186,60,250,0
626,|cffffd100Astuce :|r consultez le coffre à jouets dans votre menu Collections. Tous vos objets ornementaux et autres jouets y sont automatiquement rangés une fois ramassés.,187,30,250,0
630,|cffffd100Astuce :|r utiliser l’outil Donjons avec un groupe d’amis vous confère un supplément d’or en bonus.,191,250,250,0
631,|cffffd100Astuce :|r les caractéristiques d’objets grisées ne contribuent pas à la puissance de votre personnage.,192,15,250,0
632,"|cffffd100Astuce :|r l’outil Groupes prédéfinis vous permet de créer ou de trouver des groupes pour les donjons, raids, quêtes, sessions de JcJ organisées, ou toute autre activité collective !",193,60,250,0
643,|cffffd100Astuce :|r vous êtes en difficulté face à un adversaire difficile ? Il suffit de maintenir vos points de vie au-dessus de 0 tout en réduisant ceux de votre ennemi à 0. Ça marche à tous les coups !,197,60,250,0
746,"|cffffd100Astuce :|r vous voulez réveiller le guerrier qui sommeille en vous ? Activez le mode Guerre dans la capitale de votre faction, et aventurez-vous dans le monde en mode combat Joueur contre Joueur pour remporter des points d’expérience et des récompenses de quête supplémentaires !",200,30,250,0
749,"|cffffd100Astuce :|r les communautés proposent des canaux de discussion, des communications vocales et des calendriers d’évènements afin de vous aider à trouver de nouveaux compagnons d’aventure ou à rester en contact avec un ami évoluant sur un autre royaume.",203,50,250,0
754,"|cffffd100Astuce :|r si le choix d’une congrégation est important, il n’est pas pour autant définitif. Vous pouvez en changer librement à Oribos une fois que vous avez atteint le niveau maximum de renom auprès de l’une d’entre elles.",205,250,250,0
755,|cffffd100Astuce :|r vous débutez dans WoW ? Les personnages-joueurs signalés par un pennon vert sont des guides qui peuvent vous aider à vous familiariser avec Azeroth !,206,1,20,0
757,"|cffffd100Astuce :|r les personnages de bas niveau peuvent se rendre auprès de Chromie, dans la capitale de leur faction, afin de revisiter les mondes des extensions passées et d’achever leurs suites de quêtes.",208,50,60,0
758,"|cffffd100Astuce :|r quand vous faites partie d’un groupe, vous pouvez activer la synchronisation pour rejoindre vos amis en cours de quête ou de tout autre contenu de niveau inférieur, même si vous l’avez déjà terminé.",209,60,250,0
760,"|cffffd100Astuce :|r les quêtes associées à une campagne sont indiquées par une icône plus complexe et apparaissent en haut du journal. En les achevant, vous progresserez dans le scénario principal et débloquerez de nouvelles options de jeu.",211,50,250,0
761,|cffffd100Astuce :|r le mystérieux runomancien de Tourment peut imprégner de puissants objets d’artisanat pour les transformer en équipement légendaire !,212,250,250,0
762,|cffffd100Astuce :|r certains sorts et compétences ont une efficacité réduite en combat joueur contre joueur (JcJ).,213,25,250,0
763,"|cffffd100Astuce :|r quand vous consultez la carte, la commande <Ctrl>+clic permet de placer un repère facilitant la navigation et la commande <Maj>+clic de le partager avec d’autres joueurs.",214,20,250,0
764,|cffffd100Astuce :|r cliquez sur le nombre affiché à côté d’une quête dans votre suivi des objectifs pour activer un repère de navigation qui vous orientera jusqu’au lieu correspondant.,215,10,69,0
765,"|cffffd100Astuce :|r la section Accessibilité du menu Interface contient des options permettant d’atténuer les effets du daltonisme, de la cinétose, de la déficience visuelle et bien plus encore !",216,10,250,0
766,|cffffd100Astuce :|r les personnages-joueurs ayant appris la couture peuvent confectionner des sacs bien plus spacieux que les modèles disponibles auprès des vendeurs. Ces sacs sont généralement proposés à la vente à l’hôtel des ventes.,217,15,49,0
767,|cffffd100Astuce :|r la recherche de guilde et de communauté (associée par défaut à la touche J) peut vous aider à trouver des groupes de joueurs partageant vos intérêts et objectifs dans WoW.,218,15,250,0
768,|cffffd100Astuce :|r le Guide de l’aventurier (raccourci par défaut : MAJ+J) vous oriente vers un contenu adapté à votre niveau et vous informe des évènements temporaires en cours.,219,20,250,0
772,"|cffffd100Astuce :|r lorsque vous gagnez un niveau, vous obtenez un point de talent de classe ou de spécialisation qui vous permet de personnaliser et d’améliorer vos prouesses en combat.",223,10,69,0
773,|cffffd100Astuce :|r Prenez le contrôle de vos aventures dans World of Warcraft en appuyant sur la touche ECHAP et en sélectionnant le Mode Édition pour déplacer ou redimensionner de nombreux éléments de l’interface.,224,40,250,0
775,"|cffffd100Astuce :|r les points de hauts faits sont partagés dans votre bataillon, même pour ceux accomplis avec un personnage spécifique.",225,10,250,0
776,"|cffffd100Astuce :|r vous pouvez fabriquer des objets avec des composants stockés dans la banque de bataillon, ce qui vous permet de coopérer facilement avec tous vos personnages pour couvrir divers métiers.",226,10,250,0
777,"|cffffd100Astuce :|r votre bataillon est composé de tous les personnages de votre compte. Ils partagent de nombreuses choses, comme les collections, les trajets aériens et même la progression dans certaines réputations.",227,10,250,0
778,|cffffd100Astuce :|r tout ce qui porte la mention « bataillon » peut être partagé avec tous les personnages de votre compte.,228,10,250,0
779,|cffffd100Astuce :|r les monnaies portant la mention « Transférable au bataillon » peuvent être transférées à vos autres personnages. Choisissez ces monnaies dans le menu Monnaie pour commencer.,229,10,250,0
780,"|cffffd100Astuce :|r vous avez récupéré un objet que votre personnage ne peut pas utiliser ? S’il est lié au bataillon, donnez-le à un autre de vos personnages, ou essayez une nouvelle classe qui peut l’utiliser !",230,10,250,0
781,"|cffffd100Astuce :|r vous avez un objet « Lié quand équipé » dont vous ne pouvez pas vous équiper, mais vous voulez collecter son apparence ? Faites un clic droit ou faites-le glisser pour le déplacer vers votre menu de personnage.",231,10,250,0
782,"|cffffd100Astuce :|r vous pouvez ajouter l’apparence de la plupart des objets à votre collection de bataillon, même si votre personnage ne peut pas s’en équiper.",232,10,250,0
783,"|cffffd100Astuce :|r la plupart des quêtes déjà accomplies dans votre bataillon seront masquées sur la carte et en gris ailleurs. Si vous voulez désactiver ce processus, vous pouvez le faire dans les menus de suivi ou de filtres de carte.",233,60,250,0
784,"|cffffd100Astuce :|r tapez /monturespéciale pour que votre monture effectue une animation spéciale au sol. Pour un accès rapide, ajoutez cette commande à une /macro !",234,40,250,0
