ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
73,Descente de l’Aile noire,"On pensait avoir étouffé dans l’œuf les tentatives tordues de Nefarian pour créer une nouvelle race de dragons après sa mort au repaire de l’Aile noire. Cependant, on raconte que son père, Aile de mort, a réanimé Nefarian et l’a envoyé travailler à la descente de l’Aile noire. On craint que les horribles expériences qui y sont conduites soient d’un niveau de cruauté qui surpasse tous les précédents crimes contre nature de Nefarian.",669,522335,522351,460860,526403,0,5729,0
74,Trône des quatre vents,"L’antre du seigneur des Vents Al’Akir, le Trône des quatre vents, flotte haut dans les cieux sans fin de Mur-Céleste. Maintenant que les barrières du plan élémentaire ont été détruites, Al’Akir est libre de parcourir les vents d’Azeroth selon son bon plaisir. Il a rassemblé ses tempêtes les plus violentes pour vider Uldum de toute vie et prendre le contrôle des mystérieuses salles de l’Origine construites par les titans.",754,522343,522359,460874,526411,0,5684,0
75,Bastion de Baradin,"Après la Deuxième guerre, la forteresse en ruine du bastion de Baradin, sur la lointaine île de Tol Barad, a été convertie en prison pour certaines des plus dangereuses forces en Azeroth. Néanmoins, avec la dévastation entraînée par le cataclysme, l’intégrité de la prison a été compromise. Alors que la Horde et l’Alliance s’affrontent pour la suprématie sur l’île, la libération de ses horreurs oubliées est à portée.",757,522333,522349,464826,526401,2,0,0
76,Zul’Gurub,"Zul’Gurub était autrefois la capitale des Gurubashi, une tribu de Trolls qui contrôlait les grandes jungles du Sud. C’est là que Jin’do le Maléficieur invoqua le sauvage loa Hakkar l’Écorcheur d’âmes en Azeroth. Récemment, une nouvelle alliance entre les Gurubashi et les Zandalari a ravivé leurs efforts pour établir un nouvel empire troll unifié.",859,522348,522364,136369,526416,0,0,0
77,Zul’Aman,"Les échos d’une vengeance non assouvie résonnent encore dans l’ancienne capitale de la tribu Amani, Zul’Aman. Même si les Trolls ont répondu à l’appel aux armes de leur seigneur de guerre, Zul’jin n’a pas pu atteindre son but, qui était de rendre à l’empire sa gloire passée. La tribu des Zandalar réussira là où il a échoué. Si on ne les arrête pas, les tribus unies vont reconquérir leurs terres et goûter à une vengeance sans pitié.",568,522347,522363,136367,526415,0,3508,0
78,Terres de Feu,"Les terres de Feu sont le domaine ardent forgé par les titans pour abriter Ragnaros et ses serviteurs incontrôlables. Après l’émergence d’Aile de mort en Azeroth, Ragnaros et ses sous-fifres ont déferlé sur les flancs du mont Hyjal avant d’être repoussés par les vaillants défenseurs de la montagne sacrée. Désormais, Ragnaros rassemble ceux qui lui sont loyaux pour défendre les terres de Feu contre les champions d’Azeroth.",720,522337,522353,529270,526405,0,0,0
184,La Fin des temps,"L’une des issues possibles parmi un nombre infini de combinaisons, cette voie temporelle dépeint l’avenir désolé d’Azeroth si Aile de mort n’est pas arrêté à temps. Nozdormu a identifié une puissante anomalie présente à cette époque, qui empêche tout accès au passé… et réduit à néant les espoirs de récupérer l’Âme des dragons. Une puissante créature qui vit seule et hors du temps, parmi les échos du passé déformés.",938,571739,571754,575262,571758,1,0,0
185,Puits d’éternité,"Il y a dix mille ans, la capitale des Elfes de la nuit, Zin-Azshari, était une magnifique métropole étincelante. Située sur les berges du Puits d’Éternité, c’est là que les Bien-nés aristocrates ouvrirent pour la première fois un portail vers le Néant distordu et invitèrent la Légion ardente à envahir Azeroth. Sous les ordres d’Azshara, la reine des Elfes, la Légion déverse désormais son énergie dans le portail, le préparant à l’arrivée terrifiante et victorieuse du dieu-démon Sargeras.",939,571741,571756,575266,571760,0,0,0
186,L’Heure du Crépuscule,"Maintenant que l’Âme des dragons a été récupérée dans le passé, les héros d’Azeroth peuvent se préparer au combat final qui les opposera à Aile de mort. Dans les terres gelées du Norfendre, l’immense flèche du temple du Repos du ver subit l’assaut des troupes du Crépuscule sous les ordres d’Aile de mort. Pour sauver Azeroth, Thrall doit arriver sain et sauf au temple avec l’Âme des dragons en sa possession.",940,571740,571755,575264,571759,0,0,0
187,L’Âme des dragons,"Forgée par Aile de mort au cours de la guerre des Anciens, l’Âme des dragons exploitait la puissance combinée des Vols draconiques jusqu’à ce que l’amulette soit détruite. Dans les grottes du Temps, Thrall et les autres Vols ont réussi à récupérer la puissante relique avant sa destruction. Ils ont maintenant atteint le temple du Repos du ver dans une tentative désespérée pour utiliser l’énergie de l’Âme des dragons contre Aile de mort lui-même.",967,571738,571753,575261,571757,0,0,0
226,Gouffre de Ragefeu,"Le gouffre de Ragefeu s’étend sous les fondations d’Orgrimmar. Si les Troggs et la Lame brûlante envahissaient auparavant ces grottes, une nouvelle menace s’y est répandue : les Sombre chamans. Garrosh Hurlenfer a récemment fait appel à de nombreux chamans pour affronter l’Alliance, mais la population actuelle du gouffre reste en marge de la société. Des rapports signalent que ces silhouettes sombres forment une armée menaçante, qui pourrait semer le chaos si elle s’en prenait à Orgrimmar.",389,608172,608211,136350,608250,0,0,0
227,Profondeurs de Brassenoire,"On crut longtemps les profondeurs de Brassenoire, temple autrefois dédié à la déesse elfique Élune, englouties dans l’océan lors de la Grande Fracture. Des milliers d’années après, les membres du Marteau du crépuscule furent attirés par des chuchotements et des rêves fallacieux. Après avoir sacrifié d’innombrables innocents, le culte a reçu une nouvelle mission : protéger l’un des compagnons préférés des Dieux très anciens, une bête qui doit encore grandir avant d’être relâchée sur le monde.",48,608156,608195,136325,608234,0,0,0
228,Profondeurs de Rochenoire,"Les profondeurs de Rochenoire sont le foyer des Nains sombrefer et de leur empereur, Dagran Thaurissan. Comme ses prédécesseurs, il sert Ragnaros, le seigneur du Feu, une créature impitoyable invoquée dans le monde des siècles auparavant. La présence d’élémentaires chaotiques a attiré le Marteau du crépuscule. Avec l’aide des serviteurs de Ragnaros, le culte a poussé les Sombrefer dans une spirale destructrice qui pourrait bientôt mener à la destruction de tout Azeroth.",230,608157,608196,136326,608235,0,0,0
229,Bas du pic Rochenoire,"L’imposante forteresse, creusée au cœur du mont Rochenoire, représenta la puissance des Sombrefer pendant de nombreux siècles. Mais récemment, le dragon noir Néfarian et sa progéniture se sont emparés du pic supérieur et ont déclaré la guerre aux Nains. Les armées draconiques se sont depuis alliées au chef de guerre Rend Main-Noire et à sa Horde factice. Ensemble, ils règnent sur le pic et mènent des expériences pour renforcer leurs rangs tout en ourdissant la chute des Sombrefers.",229,608158,608197,136327,608236,0,0,0
230,Hache-Tripes – Grands jardins,"Construite il y a des milliers d’années pour abriter les secrets arcaniques des kaldorei, l’ancienne majestueuse cité d’Eldre’Thalas est désormais en ruine, distordue par des forces dimensionnelles corrompues. Les convents rivaux s’affrontaient autrefois pour prendre le contrôle de l’énergie corrompue de Hache-Tripes, mais ils ont depuis conclu une trêve difficile, choisissant d’exploiter la puissance sur leur propre territoire plutôt que de continuer à se battre pour la totalité du complexe.",429,608161,608200,136333,608239,1,0,0
231,Gnomeregan,"Construite dans les profondeurs des reliefs de Dun Morogh, la merveilleuse cité de Gnomeregan témoignait de l’intelligence et des talents d’ingénieurs des Gnomes. Mais lorsque la capitale fut envahie par les Troggs, le Grand Bricoleur gnome fut trahi par son conseiller, Psiko Thermojoncteur. En conséquence de quoi, la ville fut irradiée, et la plupart de ses habitants tués. Les Gnomes survivants fuirent la ville, espérant retourner un jour à Gnomeregan et réinvestir leurs foyers.",90,608163,608202,136336,608241,0,0,0
232,Maraudon,"D’après la légende, ce sont Zaetar, fils de Cénarius, et la princesse des élémentaires de terre Theradras qui engendrèrent la race des centaures barbares. Peu après leur création, ces créatures impitoyables tuèrent leur père. On raconte que Theradras, anéantie par le chagrin, aurait piégé l’âme de son bien-aimé dans Maraudon, corrompant ainsi la région. Aujourd’hui, on trouve de vicieux fantômes de centaures et des serviteurs élémentaires corrompus aux quatre coins de ces cavernes tentaculaires.",349,608170,608209,136345,608248,0,0,0
233,Souilles de Tranchebauge,"À en croire les légendes, lorsque le demi-dieu Agamaggan succomba, son sang donna naissance à une véritable forêt de ronces épineuses. Récemment, des éclaireurs ont signalé avoir aperçu des Morts-vivants se rassembler dans la région, faisant craindre que le Fléau ne tente de conquérir Kalimdor.",129,608173,608212,136352,608251,0,0,0
234,Kraal de Tranchebauge,"À en croire les légendes, lorsque le demi-dieu Agamaggan succomba, son sang donna naissance à une véritable forêt de ronces épineuses. De nombreux Hurans ont élu domicile dans le plus grand enchevêtrement de ronces, la Tranchebauge, qu’ils vénèrent comme lieu du repos éternel d’Agamaggan.",47,608174,608213,136353,608252,0,0,0
236,Stratholme – Grande porte,"Autrefois joyau de la région nord du Lordaeron, on ne garde désormais de Stratholme que le souvenir de sa douloureuse déchéance. C’est là que le prince Arthas a tourné le dos au noble paladin Uther, le Porteur de Lumière, massacrant d’innombrables habitants que l’on croyait affectés par l’horrible peste des Morts-vivants. Depuis lors, Stratholme la maudite est défigurée par la mort, la trahison et le désespoir.",329,608177,608216,136359,608255,1,0,0
237,Le temple d’Atal’Hakkar,"Il y a des milliers d’années, l’empire gurubashi plongea dans une guerre civile causée par des prêtres, les Atal’ai, qui cherchaient à invoquer en Azeroth un avatar d’Hakkar l’Écorcheur d’âmes. Les Gurubashi bannirent les Atal’ai dans le marais des Chagrins, où les prêtres construisirent le temple d’Atal’Hakkar. Ysera, Aspect du Vol draconique vert, engloutit le temple dans le marais et y posta des gardiens ayant pour mission de ne plus jamais laisser les rituels d’invocation se produire.",109,608178,608217,136360,608256,0,0,0
238,La Prison,"La prison de Hurlevent est une prison sous étroite surveillance, située sous les canaux de la ville. Le gardien Thelwater surveille la prison et les criminels extrêmement dangereux qui la peuplent. Récemment, les prisonniers se sont révoltés, ont renversé les gardes et plongé la prison dans le chaos.",34,608184,608223,136358,608262,0,0,0
239,Uldaman,"Uldaman est un ancien caveau des titans, enfoui dans les profondeurs de la terre. On raconte que les titans y emmurèrent une expérience ratée, avant de se lancer dans de nouveaux projets. Trésors et savoirs ont incité des chasseurs de trésors amateurs à tenter de percer les secrets d’Uldaman. Tâche dangereuse s’il en est, en raison de la présence des défenseurs de pierre, des Troggs, des envahisseurs sombrefer... mais d’autres dangers sont tapis dans les ténèbres de la cité perdue.",70,608186,608225,136363,608264,0,0,0
240,Cavernes des Lamentations,"Il y a des années, le célèbre druide Naralex et ses disciples se sont rendus dans les mystérieuses cavernes des Lamentations, qui tirent leur nom des pleurs mélancoliques émis par la vapeur s’échappant des fissures de la caverne. Naralex prévoyait d’utiliser les sources souterraines pour rendre les Tarides à nouveau luxuriantes. Mais lorsqu’il pénétra dans le Rêve d’émeraude, sa vision de renouveau fut transformée en cauchemar éveillé, qui depuis ronge les cavernes.",43,608190,608229,136364,608313,0,0,0
241,Zul’Farrak,"Zul’Farrak était autrefois le joyau de Tanaris, farouchement protégé par les Trolls Furie-des-sables. Malgré sa ténacité, la tribu fut forcée à céder des morceaux de son territoire au fil des ans. Aujourd’hui, les Trolls de Zul’Farrak créent une effroyable armée de morts-vivants pour conquérir Tanaris. D’autres rumeurs inquiétantes font état d’une antique créature endormie dans la cité. Si elle venait à s’éveiller, nul doute qu’elle sèmerait mort et destruction dans tout Tanaris.",209,608191,608230,136368,608267,1,0,0
246,Scholomance,"Ceux qui souhaitent gouverner au pouvoir de la non-mort connaissent bien la Scholomance, tristement célèbre école de nécromancie située dans les menaçantes cryptes sous la ville de Caer Darrow. L’équipe éducative a été renouvelée en partie depuis quelques années mais reste sous le contrôle du sombre maître Gandling, un nécromancien particulièrement sadique et fourbe.",1007,608176,608215,136355,608254,1,0,0
247,Cryptes Auchenaï,"Pour les premiers exilés sur Draenor, la mort n’était qu’une troublante et malheureuse conséquence de la vie. C’est pour cela qu’ils soustrayaient leurs disparus aux regards en les entreposant dans la ville mortuaire souterraine d’Auchindoun, un impressionnant labyrinthe situé sous la forêt de Terokkar.",558,608154,608193,136323,608232,0,0,0
248,Remparts des Flammes infernales,"En Outreterre, au cœur des étendues arides de la péninsule des Flammes infernales, se dresse la citadelle du même nom, bastion quasi inexpugnable qui servit de base d’opérations à la Horde pendant les Première et Deuxième guerres.",543,608168,608207,136338,608246,0,0,0
249,Terrasse des Magistères,"Après sa défaite au donjon de la Tempête, Kael’thas Haut-Soleil a rendu publique son alliance avec l’impitoyable Légion ardente. Décidé à invoquer le seigneur démon Kil’jaeden, il est retourné sur l’île de Quel’Danas pour préparer l’arrivée de son maître.",585,608169,608208,136344,608247,1,0,0
250,Tombes-mana,"Pour les premiers exilés sur Draenor, la mort n’était qu’une troublante et malheureuse conséquence de la vie. C’est pour cela qu’ils soustrayaient leurs disparus aux regards en les entreposant dans la ville mortuaire souterraine d’Auchindoun, un impressionnant labyrinthe situé sous la forêt de Terokkar.",557,608154,608193,136323,608232,1,0,0
251,Contreforts de Hautebrande d’antan,"Au plus profond des grottes du Temps, le mélancolique dragon Nozdormu s’est éveillé. Depuis les premiers jours du monde, le Vol de bronze veille sur ce complexe labyrinthe et observe les voies temporelles pour maintenir le fragile équilibre du temps.",560,608159,608198,136330,608237,0,0,0
252,Les salles des Sethekk,"Pour les premiers exilés sur Draenor, la mort n’était qu’une troublante et malheureuse conséquence de la vie. C’est pour cela qu’ils soustrayaient leurs disparus aux regards en les entreposant dans la ville mortuaire souterraine d’Auchindoun, un impressionnant labyrinthe situé sous la forêt de Terokkar.",556,608154,608193,136323,608232,0,0,0
253,Labyrinthe des Ombres,"Pour les premiers exilés sur Draenor, la mort n’était qu’une troublante et malheureuse conséquence de la vie. C’est pour cela qu’ils soustrayaient leurs disparus aux regards en les entreposant dans la ville mortuaire souterraine d’Auchindoun, un impressionnant labyrinthe situé sous la forêt de Terokkar.",555,608154,608193,136323,608232,0,0,0
254,L’Arcatraz,"L’imposant donjon de la Tempête fut créé par les énigmatiques Naaru, créatures d’énergie pure et ennemis jurés de la Légion ardente. La forteresse ne leur servait pas seulement de base d’opérations : la technologie qu’elle abrite leur permet de la téléporter à travers les dimensions et de voyager vers n’importe quel endroit en un clin d’œil.",552,608179,608218,136362,608257,0,0,0
255,Le Noir marécage,"Au plus profond des grottes du Temps, le mélancolique dragon Nozdormu s’est éveillé. Depuis les premiers jours du monde, le Vol de bronze veille sur ce complexe labyrinthe et observe les voies temporelles pour maintenir le fragile équilibre du temps.",269,608159,608198,136330,608237,0,0,0
256,La Fournaise du sang,"En Outreterre, au cœur des étendues arides de la péninsule des Flammes infernales, se dresse la citadelle du même nom, bastion quasi inexpugnable qui servit de base d’opérations à la Horde pendant les Première et Deuxième guerres.",542,608168,608207,136338,608246,1,0,0
257,La Botanica,"L’imposant donjon de la Tempête fut créé par les énigmatiques Naaru, créatures d’énergie pure et ennemis jurés de la Légion ardente. La forteresse ne leur servait pas seulement de base d’opérations : la technologie qu’elle abrite leur permet de la téléporter à travers les dimensions et de voyager vers n’importe quel endroit en un clin d’œil.",553,608179,608218,136362,608257,1,0,0
258,Le Méchanar,"L’imposant donjon de la Tempête fut créé par les énigmatiques Naaru, créatures d’énergie pure et ennemis jurés de la Légion ardente. La forteresse ne leur servait pas seulement de base d’opérations : la technologie qu’elle abrite leur permet de la téléporter à travers les dimensions et de voyager vers n’importe quel endroit en un clin d’œil.",554,608179,608218,136362,608257,0,0,0
259,Les salles Brisées,"En Outreterre, au cœur des étendues arides de la péninsule des Flammes infernales, se dresse la citadelle du même nom, bastion quasi inexpugnable qui servit de base d’opérations à la Horde pendant les Première et Deuxième guerres.",540,608168,608207,136338,608246,1,0,0
260,Les enclos aux esclaves,"Le réservoir de Glissecroc est le nom d’un complexe bâti par les Nagas sous les profondeurs du marécage de Zangar. Regorgeant d’immenses conduites et mécanismes, il semble assez imposant pour accueillir plusieurs armées, mais sa fonction n’est pas purement militaire.",547,608160,608199,136331,608238,0,0,0
261,Le caveau de la Vapeur,"Le réservoir de Glissecroc est le nom d’un complexe bâti par les Nagas sous les profondeurs du marécage de Zangar. Regorgeant d’immenses conduites et mécanismes, il semble assez imposant pour accueillir plusieurs armées, mais sa fonction n’est pas purement militaire.",545,608160,608199,136331,608238,0,0,0
262,La Basse-tourbière,"Le réservoir de Glissecroc est le nom d’un complexe bâti par les Nagas sous les profondeurs du marécage de Zangar. Regorgeant d’immenses conduites et mécanismes, il semble assez imposant pour accueillir plusieurs armées, mais sa fonction n’est pas purement militaire.",546,608160,608199,136331,608238,1,0,0
271,Ahn’kahet : l’Ancien royaume,"Azjol-Nérub était un empire puissant à l’arrivée du roi-liche en Norfendre. Mais malgré sa résistance acharnée, le royaume souterrain fut envahi par le Fléau, et ses habitants, les nérubiens, massacrés. Ravagé par des années de guerre et d’abandon, le domaine est aujourd’hui occupé sur deux fronts.",619,608153,608192,237592,608231,0,0,0
272,Azjol-Nérub,"Azjol-Nérub était un empire puissant à l’arrivée du roi-liche en Norfendre. Mais malgré sa résistance acharnée, le royaume souterrain fut envahi par le Fléau, et ses habitants, les nérubiens, massacrés. Ravagé par des années de guerre et d’abandon, le domaine est aujourd’hui occupé sur deux fronts.",601,608155,608194,237593,608233,1,0,0
273,Donjon de Drak’Tharon,"Le donjon de Drak’Tharon servit naguère aux Trolls drakkari de gigantesque avant-poste à la lisière de leur royaume, Zul’Drak. Mais la récente invasion du Fléau a fait tomber la forteresse dans les mains du roi-liche. Les Trolls qui ont donné leurs vies pour la défendre servent désormais dans l’armée de morts-vivants du roi-liche, et ils avancent vers le cœur des terres drakkari.",600,608162,608201,237595,608240,0,0,0
274,Gundrak,"Dans une tentative désespérée de sauver leur royaume de la ruine, les Trolls de Zul’Drak se sont retournés contre leurs dieux ancestraux. Ils se servent maintenant de leur sang comme d’une source de puissance à exploiter pour repousser les serviteurs du roi-liche qui les ont envahis. Des héros sont récemment partis vers ces terres ravagées pour endiguer la sauvagerie des Drakkari et de leurs prophètes déments.",604,608164,608203,237596,608242,1,0,0
275,Les salles de Foudre,"En quittant Azeroth, les titans ont confié à de loyaux protecteurs la garde d’Ulduar, énigmatique cité perchée sur les hauteurs des pics Foudroyés. Le gardien Loken fut désigné pour gouverner ses frères, mais une fois tout le pouvoir de la ville des titans entre ses mains, il sombra dans les ténèbres et plongea la région dans le chaos.",602,608165,608204,237598,608243,1,0,0
276,Salles des Reflets,"Pendant de nombreuses années, les champions des races d’Azeroth qui affrontaient le roi-liche étaient impitoyablement massacrés et relevés pour servir dans son armée de morts-vivants. Toujours déterminé à arrêter le Fléau, Tirion Fordring de la Croisade d’argent s’est uni à Darion Mograine des chevaliers de la Lame d’ébène pour monter une armée appelée le Verdict des cendres, qui s’élance à l’assaut de la citadelle de la Couronne de glace.",668,608166,608205,336389,608244,0,0,0
277,Les salles de Pierre,"En quittant Azeroth, les titans ont confié à de loyaux protecteurs la garde d’Ulduar, énigmatique cité perchée sur les hauteurs des pics Foudroyés. Le gardien Loken fut désigné pour gouverner ses frères, mais une fois tout le pouvoir de la ville des titans entre ses mains, il sombra dans les ténèbres et plongea la région dans le chaos.",599,608167,608206,237599,608245,0,0,0
278,Fosse de Saron,"Pendant de nombreuses années, les champions des races d’Azeroth qui affrontaient le roi-liche étaient impitoyablement massacrés et relevés pour servir dans son armée de morts-vivants. Toujours déterminé à arrêter le Fléau, Tirion Fordring de la Croisade d’argent s’est uni à Darion Mograine des chevaliers de la Lame d’ébène pour monter une armée appelée le Verdict des cendres, qui s’élance à l’assaut de la citadelle de la Couronne de glace.",658,608171,608210,336391,608249,0,0,0
279,L’Épuration de Stratholme,"Au plus profond des grottes du Temps, le mélancolique dragon Nozdormu s’est éveillé. Depuis les premiers jours du monde, le Vol de bronze veille sur ce complexe labyrinthe et observe les voies temporelles pour maintenir le fragile équilibre du temps.",595,608180,608219,237601,608258,0,0,0
280,La Forge des Âmes,"Pendant de nombreuses années, les champions des races d’Azeroth qui affrontaient le roi-liche étaient impitoyablement massacrés et relevés pour servir dans son armée de morts-vivants. Toujours déterminé à arrêter le Fléau, Tirion Fordring de la Croisade d’argent s’est uni à Darion Mograine des chevaliers de la Lame d’ébène pour monter une armée appelée le Verdict des cendres, qui s’élance à l’assaut de la citadelle de la Couronne de glace.",632,608181,608220,336392,608259,1,0,0
281,Le Nexus,"Pour rétablir sa domination des sphères magiques, le dragon bleu et Aspect, Malygos, s’est lancé dans une impitoyable campagne visant à rompre tout lien entre les mortels et les sources d’énergie des arcanes d’Azeroth. À cette fin, le Vol bleu a entrepris de rediriger toutes les lignes telluriques du monde vers le Nexus, son imposante tanière.",576,608182,608221,237602,608260,1,0,0
282,L’Oculus,"Pour rétablir sa domination des sphères magiques, le dragon bleu et Aspect, Malygos, s’est lancé dans une impitoyable campagne visant à rompre tout lien entre les mortels et les sources d’énergie des arcanes d’Azeroth. À cette fin, le Vol bleu a entrepris de rediriger toutes les lignes telluriques du monde vers le Nexus, son imposante tanière.",578,608183,608222,237603,608261,0,0,0
283,Le fort Pourpre,"Parmi les élégantes tours et les rues enchantées de Dalaran, une présence ténébreuse s’éveille derrière les épais murs du fort Pourpre. Ce donjon a longtemps servi à emprisonner les menaces qui pesaient sur la ville. Ses cellules grouillent de redoutables prisonniers sur lesquels le Kirin Tor veille attentivement. Mais une soudaine attaque a fragilisé le fort et tous les habitants de la ville sont en danger.",608,608189,608228,237604,608312,0,0,0
284,L’épreuve du champion,"Alors que les nuages recouvrent les cieux de la Couronne de glace, les héros se rassemblent sous les bannières usées par les combats afin de se préparer pour la tourmente à venir. On dit qu’après la pluie, vient le beau temps. C’est ce qu’espèrent les hommes et les femmes de la Croisade d’argent : que la Lumière leur permettra d’affronter ces temps difficiles, que la bonne volonté triomphera du mal, qu’un héros béni par la Lumière viendra mettre un terme au sombre règne du roi-liche.",650,608185,608224,311220,608263,0,0,0
285,Donjon d’Utgarde,"Pour tous, le donjon d’Utgarde était abandonné, relique d’une civilisation perdue trônant sur les falaises au centre du fjord Hurlant. Mais quelque chose en a tiré les terribles habitants, les Vrykuls, de leur sommeil.",574,608187,608226,237605,608265,1,0,0
286,Cime d’Utgarde,"Pour tous, le donjon d’Utgarde était abandonné, relique d’une civilisation perdue trônant sur les falaises au centre du fjord Hurlant. Mais quelque chose en a tiré les terribles habitants, les Vrykuls, de leur sommeil.",575,608188,608227,237606,608266,0,0,0
302,Brasserie Brune d’Orage,"En arrivant dans la vallée des Quatre vents, Chen Brune d’Orage a rejoint la célèbre brasserie dont il porte le nom, espérant y retrouver une partie de sa famille. Il n’y a trouvé que le chaos. Laissée à l’incompétence de son oncle Gao, elle est envahie de virmens et de hozen dont les orgies destructrices menacent l’approvisionnement en délicieuses boissons de toute la région.",961,632268,632275,632362,632282,1,0,0
303,Porte du Soleil couchant,"Depuis des générations, une muraille immense appelée l’Échine du Serpent protège les habitants de Pandarie des assauts périodiques d’une race insectoïde, les mantides. Mais cette fois, le cycle s’est renouvelé plus tôt que prévu, et l’agression brutale a pris les défenseurs du mur par surprise. Les plus puissants guerriers mantides se jettent à l’assaut des portes fatiguées, et la Pandarie doit lutter pour repousser l’invasion la plus dévastatrice de son histoire.",962,632263,632270,632357,632277,1,0,0
