ID,Title_lang,Description_lang,UiTextureKitID,RewardQuestID,Prerequisite,Stalled,Completed,OnlyStallIf,UiQuestDetailsThemeID,Flags,DisplayPriority,SortAsNormalQuest,UseMinimalHeader
124,Les bosquets de Sylvarden,Vous portez un message important destiné à la reine de l’hiver. Allez la trouver dans les bosquets célestes de Sylvarden.,5301,0,84196,89060,0,85362,21,0,996,105475,0
125,Campagne de l’Ombreterre,Description générique pour les joueurs qui se trouvent entre deux campagnes de l’Ombreterre.,5362,0,89137,89138,89140,0,26,0,999,105475,0
126,Les ténèbres à venir,Les viles intentions de Denathrius ont été révélées au grand jour. À vous de décider comment riposter.,5284,0,85641,89059,0,0,26,0,994,105475,0
130,Ombreterre,,0,0,5703,5703,0,0,0,1,0,0,0
131,Le fil du destin,,5362,0,87258,89064,0,0,26,0,999,105475,0
133,Didacticiels de la congrégation,,0,0,5703,5703,0,0,0,0,0,0,0
134,Didacticiels de la congrégation,,0,0,5703,5703,0,0,0,0,0,0,0
135,Didacticiels de la congrégation,,0,0,5703,5703,0,0,0,0,0,0,0
136,Didacticiels de la congrégation,,0,0,5703,5703,0,0,0,0,0,0,0
137,Didacticiels de la congrégation,,0,0,5703,5703,0,0,0,0,0,0,0
138,Chaînes de domination,Campagne de la mise à jour 9.1.,5362,0,92542,92543,92550,0,26,0,993,105475,0
140,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
141,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
142,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
143,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
144,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
145,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
146,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
147,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
148,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
149,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
150,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
151,Intro Start,,0,0,5703,5703,0,0,0,0,0,0,0
153,9.0 Campagnes de congrégation chapitre 2 - Tourment,Débloque la quête « À la recherche de Baine » et les conditions préalables associées au runomancien.,0,0,5703,5703,0,0,0,0,0,0,0
154,Ignorer la progression de l’histoire de Tourment,,0,0,5703,5703,0,0,0,0,0,0,0
155,9.0 Campagnes de congrégation chapitre 3 - Contemplation des ténèbres,Achève la révélation d’Anduin et les scènes de transition.,0,0,5703,5703,0,0,0,0,0,0,0
156,Shadowlands,,0,0,5703,5703,0,0,0,1,0,0,0
157,Intro de la boîte aux mille tours,,0,0,5703,5703,0,0,0,0,990,0,0
158,Les secrets des Fondateurs,Campagne de la mise à jour 9.2.,5408,0,94855,0,94857,0,31,0,991,105475,0
159,"Dracthyr, éveillez-vous","Zone de départ des évocateurs dracthyrs, zone 0, Alliance",5467,0,99583,96647,99952,0,46,0,1098,0,0
160,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
161,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
162,Début de l’intro,,0,0,5703,5703,0,0,0,0,0,0,0
163,Début de l’intro,,0,0,5703,5703,0,0,0,0,0,0,0
164,Passer directement au chapitre 6,,0,0,5703,5703,0,0,0,0,0,0,0
165,L’expédition du Dracaret,Introduction (depuis Orgrimmar/Hurlevent) au camp des Plaines,5468,0,21439,21439,0,0,50,0,108,21439,0
166,Plaines d’Ohn’ahra,Quêtes de progression de niveau des plaines,5469,0,21439,21439,0,0,48,0,106,104511,0
167,Passer directement au chapitre 5,,0,0,5703,5703,0,0,0,0,0,0,0
168,Passer directement au chapitre 7,,0,0,5703,5703,0,0,0,0,0,0,0
169,Rivages de l’Éveil,Quêtes de progression de niveau des plaines,5471,0,21439,21439,0,0,49,0,107,104511,0
173,"Dracthyr, éveillez-vous","Zone de départ des évocateurs dracthyrs, zone 0, Horde",5467,0,99584,96645,99954,0,46,0,1098,0,0
174,Travée d’Azur,Gain de niveau de la zone 3,5466,0,21439,21439,0,0,47,0,105,21439,0
189,Thaldraszus,Gain de niveau de la zone 4,5470,0,21439,21439,0,0,51,0,104,104511,0
190,La Rêveuse,Zone des Dragons verts de niveau maximum 2,5469,0,21439,21439,0,0,48,0,0,0,34450
191,Ignorer l’introduction aux métiers,,0,0,5703,5703,0,0,0,0,0,0,0
192,Le dessein argenté,CAMPAGNE TYR Ch. 1-4 Zone du bastion de Tyr de niveau maximum 4,5470,0,122671,122671,122676,0,51,0,1089,0,34450
193,Valdrakken,,5470,0,21439,21439,0,0,51,0,0,0,0
194,Roharts iskaariens,Niveau de renom max dans la région des Roharts iskaariens 1,5471,0,21439,21439,0,0,49,0,103,0,34450
197,Expédition du Dracaret,Campagne de renom auprès de l’expédition du Dracaret,5468,0,21439,21439,0,0,50,0,103,0,21439
198,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
199,La pierre de vœu originelle,10.0 - Raid Opening Quests,5470,0,21439,103947,0,0,51,0,0,0,0
200,Citadelle d’Obsidienne,,0,0,5703,5703,0,0,0,0,0,0,0
201,Dragonflight,Campagne principale,5468,0,21439,21439,104950,0,50,0,1099,0,0
203,Braises de Neltharion,10.0.7/10.1 Narrative Campaign,5522,0,5703,5703,123577,0,53,0,1070,0,34450
206,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
207,Travée d’Azur,Campagne cachée,5466,0,5703,5703,5703,5703,47,0,0,5703,0
208,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
209,Vol draconique bleu,,5468,0,21439,21439,0,0,50,0,102,0,21439
210,Caveaux de Zskera,,0,0,108197,0,0,0,50,0,0,34450,0
212,Confins de l’Exil,Campagne qui vous fait découvrir le parcours débutant via les confins de l’Exil.,5531,0,108830,108830,108834,0,55,0,95,0,0
213,Confins de l’Exil,Campagne qui vous fait découvrir le parcours débutant via les confins de l’Exil.,5531,0,108835,108835,108834,0,55,0,95,0,0
214,Battle for Azeroth,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,109122,924,109672,0,8,2,899,0,0
215,Battle for Azeroth,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,86702,86702,108940,0,8,0,899,0,0
216,Campagne militaire,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,109193,109193,109793,0,8,0,898,0,49081
217,Nazjatar,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,109210,109210,109183,0,8,0,897,0,49081
218,Mécagone,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,109180,109180,109182,0,8,0,896,0,49081
219,Visions de N’Zoth,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",261,0,109211,109211,109789,0,8,0,895,0,49081
221,Battle for Azeroth,"En tant que $gchampion:championne; de l’Alliance, il est de votre devoir de contribuer à l’effort de guerre contre la Horde et ses nouvelles forces alliées.",262,0,109810,109810,109672,0,10,2,899,0,0
222,Mécagone,,262,0,109812,109812,109182,0,10,0,896,0,49081
223,Nazjatar,,262,0,109814,109814,109183,0,10,0,897,0,49081
224,Visions de N’Zoth,,262,0,109820,109820,109789,0,10,0,895,0,49081
225,Campagne militaire,,262,0,109821,109821,109822,0,10,0,898,0,49081
226,Battle for Azeroth,,262,0,109832,109832,109833,0,10,0,899,0,0
227,Pierres de Vol,,5468,0,0,34450,0,0,50,0,1092,0,34450
228,Étincelle d’ombreflamme,,5522,0,0,34450,0,0,53,0,1092,0,34450
229,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
230,Test de campagne,,5470,0,0,0,0,0,51,0,104,104511,0
231,Gardiens du Rêve,,5542,0,5703,5703,123578,0,57,0,1060,0,34450
233,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
234,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
235,Visions d’Azeroth,Quêtes d’introduction d’extension,5570,0,21439,21439,0,0,60,0,1104,0,0
236,Île de Dorn,Zone 1 Level-Up Questing,5578,0,119583,119583,0,0,63,0,1103,0,119582
237,Abîmes Retentissants,Zone 2 Level-Up Questing,5579,0,119585,119585,120831,0,61,0,1102,0,119582
238,Les Arathis de Sainte-Chute,Zone 3 Level-Up Questing,5580,0,119594,119594,0,0,62,0,1101,0,119582
239,Azj-Kahet,Zone 5 Level-Up Questing,5581,0,119596,119596,118153,0,64,0,1100,0,119582
240,Le Conflit intérieur,Quêtes de niveau maximum,5570,0,135146,135146,0,0,60,0,1110,0,34450
241,Rattrapage,,0,0,5703,5703,0,0,0,0,0,0,0
242,Chasse à la messagère,,5570,0,121891,121891,0,0,60,0,1100,34450,34450
246,Accostage,,262,0,119806,119806,119684,0,59,0,598,0,49081
247,Mists of Pandaria,"Suite à la défaite d’Aile de mort, les heurts entre la Horde et l’Alliance ont repris. Vous, brave de la Horde, devez prendre part aux combats.",5568,0,119683,119683,119712,0,59,0,599,0,0
248,Mists of Pandaria,"Suite à la défaite d’Aile de mort, les heurts entre la Horde et l’Alliance ont repris. Vous, brave de l’Alliance, devez prendre part aux combats.",5568,0,119829,119829,119830,0,59,0,599,0,0
249,Accostage,,261,0,119896,119896,119900,0,59,0,598,0,49081
250,Le roi-tonnerre,,261,0,119947,119947,119948,0,59,0,597,0,49081
251,Le roi-tonnerre,,262,0,119956,119956,119957,0,59,0,597,0,49081
252,Embrasement,,263,0,119959,119959,119962,0,59,0,596,0,49081
253,Le siège d’Orgrimmar,,261,0,119963,119963,119964,0,59,0,596,0,49081
254,Le siège d’Orgrimmar,,262,0,119965,119965,119964,0,59,0,596,0,49081
256,Vol draconique,Maîtriser la tête de groupe dans les zones de gain de niveau,5468,0,122644,122644,122645,0,50,0,1099,0,0
257,Vol draconique bleu,,5468,0,21439,21439,122675,0,50,0,1080,0,34450
258,Vol draconique vert,Green Dragons Ch 1+2,5468,0,122673,122673,122674,0,50,0,1090,0,34450
260,Ombres persistantes,11.1 Prologue de la campagne,5644,0,126297,126297,0,0,67,1,1120,34450,34450
261,Passer l’introduction d’extension,,0,0,5703,5703,0,0,0,0,0,0,0
262,(DNT) Campaign,,0,0,0,0,0,0,0,0,0,0,0
263,(DNT) Legendary,,0,0,0,0,0,0,0,0,0,0,0
264,Terremine,Terremine(r),5644,0,126435,126435,0,0,66,1,1140,0,34450
265,Le destin du Kirin Tor,Suite de quêtes du Kirin Tor,5570,0,126299,126299,0,0,60,1,1130,34450,34450
266,Chroniques : Xal’atath,,5683,0,128374,128374,0,0,0,6,9999,0,0
267,L’Aube rouge se lève,,5707,0,131751,0,140808,0,69,1,1145,34450,34450
268,Chroniques : les Éthériens,,5683,0,129662,129662,0,0,0,2,9999,0,0
269,Visions d’un soleil occulté,,5729,0,130439,130439,0,0,72,0,1157,0,144418
271,Le fil de la dague,Les Spectres de K’aresh,5712,0,138022,138022,0,0,70,0,1150,0,34450
273,Chroniques : entraînement,,5570,0,131787,131787,0,0,0,6,9999,0,0
274,Chroniques : les Elfes,,5683,0,131857,131857,0,0,0,6,9999,0,0
275,Azsuna,Azsuna,260,0,132563,132563,132564,0,68,0,707,0,49081
276,Île aux Sirènes,,0,0,5703,5703,0,0,0,0,0,0,0
277,Val’sharah,Val’sharah,260,0,132799,132799,132800,0,68,0,706,0,49081
278,Haut-Roc,Haut-Roc,260,0,132806,132806,132807,0,68,0,705,0,49081
279,Chroniques : Arthas,,5683,0,132665,132665,0,0,0,6,9999,0,0
280,Tornheim,Tornheim,260,0,132861,132861,132862,0,68,0,704,0,49081
283,Succession écologique,Succession écologique,5570,0,135514,135514,0,0,60,0,1149,0,34450
285,Legion,Épilogue de l’extension,260,0,135524,135524,135525,0,68,2,799,0,0
286,Domaine de guerrier ou guerrière,Domaine de guerrier ou guerrière,260,0,135530,135530,135532,0,68,0,708,0,49081
288,Souffrenuit,Souffrenuit,260,0,136851,136851,136853,0,68,0,703,0,49081
289,Insurrection,Insurrection,260,0,136854,136854,136855,0,68,0,710,0,49081
290,Campagne du Déclin de la Légion,Campagne du Déclin de la Légion,260,0,136858,136858,136859,0,68,0,720,0,49081
291,Ombres d’Argus,Campagne d’Argus,260,0,136940,136940,136941,0,68,0,730,0,49081
292,Domaine de paladin ou paladine,Domaine de paladin ou paladine,260,0,136944,136944,137245,0,68,0,708,0,49081
293,Domaine de chasseur ou chasseuse,Domaine de chasseur ou chasseuse,260,0,136945,136945,137246,0,68,0,708,0,49081
294,Domaine de voleur ou voleuse,Domaine de voleur ou voleuse,260,0,136946,136946,137247,0,68,0,708,0,49081
295,Domaine de prêtre ou prêtresse,Domaine de prêtre ou prêtresse,260,0,136947,136947,137248,0,68,0,708,0,49081
296,Domaine de chaman ou chamane,Domaine de chaman ou chamane,260,0,136948,136948,137249,0,68,0,708,0,49081
297,Domaine de mage,Domaine de mage,260,0,136949,136949,137250,0,68,0,708,0,49081
298,Domaine de démoniste,Domaine de démoniste,260,0,136950,136950,137251,0,68,0,708,0,49081
299,Domaine de moine ou moniale,Domaine de moine ou moniale,260,0,136951,136951,137252,0,68,0,708,0,49081
300,Domaine de druide ou druidesse,Domaine de druide ou druidesse,260,0,136952,136952,137253,0,68,0,708,0,49081
301,Domaine de chasseur ou chasseuse de démons,Domaine de chasseur ou chasseuse de démons,260,0,136953,136953,137254,0,68,0,708,0,49081
302,Domaine de chevalier ou chevalière de la mort,Domaine de chevalier ou chevalière de la mort,260,0,136954,136954,137255,0,68,0,708,0,49081
303,Legion Remix,Legion Remix,260,0,133966,133966,138621,0,68,0,798,0,49081
311,LAURA TEST,LAUrA TEST,5570,0,5703,138022,0,0,60,0,1159,0,0
313,Île aux Sirènes,,0,0,5703,5703,0,0,0,0,0,0,0
314,Île aux Sirènes,,0,0,5703,5703,0,0,0,0,0,0,0
315,Siège des hautes-terres Arathies,,5683,0,139628,139628,0,0,0,6,9999,0,0
316,Intro de Dragonflight – Alliance,,0,0,5703,5703,0,0,0,0,0,0,0
318,Rattrapage : The War Within,,5683,0,143478,143478,0,0,0,6,9999,0,0
321,Confins de l’Exil,Campagne apparaissant pour les personnages-joueurs ayant ignoré les confins de l’Exil pour passer directement au logis.,5531,0,146274,146274,146275,0,55,0,95,0,0
322,Confins de l’Exil,Campagne apparaissant pour les personnages-joueurs ayant ignoré les confins de l’Exil pour passer directement au logis.,5531,0,146298,146298,146299,0,55,0,95,0,0
323,The War Within,Guide pour les quêtes d’intro,5570,0,119581,119581,0,0,60,0,1104,0,0
334,Travée d’Azur,Campagne cachée,5466,0,5703,5703,5703,5703,47,0,0,5703,0
