Name_lang,Description_lang,ID,UiTextureAtlasElementID,TraitTreeID
Givrefeu,"Les mages Givrefeu peuvent prendre le contrôle de forces élémentaires apparemment incompatibles. Leur maîtrise des forces opposées leur permet d’améliorer leurs attaques élémentaires, et parfois même de les combiner pour une puissance encore accrue.",41,27017,658
Sentinelle,"Les sentinelles puisent leur puissance dans les forces de la nature, infligeant des dégâts des arcanes en bonus avec leurs techniques et invoquant le pouvoir de la lune pour faire pleuvoir la destruction sur leurs adversaires.",42,27529,774
Chef de meute,"Les chefs de meute ont tissé des liens profonds avec leurs compagnons animaux et la nature toute entière, ce qui permet à la meute du chasseur ou de la chasseuse de passer à l’action avec une coordination féroce sur le champ de bataille et d’invoquer de puissantes bêtes à leur aide.",43,27068,774
Forestier-sombre,"Ouvrez-vous à la haine et frappez depuis les ombres, en assaillant vos cibles de capacités nécrotiques renforcées par l’obscurité. Les adversaires qui tombent sous vos coups ne font qu’accroître votre pouvoir.",44,26679,774
Templier,Les templiers ne reculent devant rien pour faire régner la justice. Ils invoquent des marteaux de la Lumière et combinent de manière dévastatrice leurs attaques physiques et sacrées pour vaincre leurs adversaires.,48,26681,790
Forgelumière,"Les forgelumières maîtrisent si bien la Lumière qu’elle devient tangible entre leurs mains, formant des assemblages qui renforcent leurs armes et leurs défenses tout en protégeant leurs camarades.",49,26680,790
Héraut du soleil,"Les hérauts du soleil développent un lien profond avec le soleil et l’énergie solaire, qu’ils utilisent pour carboniser leurs adversaires et cautériser les blessures de leurs camarades. Ils peuvent faire apparaître de puissants rayons solaires tant que leur lien avec la Lumière est entier.",50,26702,790
Entourloupeur,"Sales tours et lames fulgurantes sont à l’honneur lorsqu’un personnage entourloupeur s’engage dans un combat. Il ou elle distrait ses adversaires au moyen d’une ruse ou d’une botte à l’épée, puis leur assène un coup de lame inopiné.",51,27018,852
Prédestination,"Les êtres prédestinés agissent pour le compte de la main du destin, semant le chaos même dans les stratégies les mieux élaborées. Guidés par la versatilité d’une pièce prédestinée, ils offrent à leurs adversaires la fin méritée que le sort leur a assignée.",52,27433,852
Nécrotraqueur,"Annonciateurs de mort, les personnages nécrotraqueurs frappent depuis les ombres pour éliminer rapidement leur cible.",53,27432,852
Totémique,"Les chamanes et chamans totémiques se distinguent par leur capacité à révéler toute la puissance de leurs totems, à les renforcer et à en acquérir de nouveaux. Ces braves ont également peaufiné leurs compétences d’imprégnation afin de maintenir leur puissance en combat rapproché.",54,26703,786
Porte-tempête,Les porte-tempête dominent le pouvoir de l’orage pour prendre le contrôle de la foudre et la manipuler. Invoquez une tempête féroce pour déchaîner le chaos contre vos adversaires et semer la destruction sur votre passage.,55,26683,786
Long-voyant,Maîtrisez la magie des esprits pour améliorer vos sorts et appeler les esprits de vos ancêtres à vos côtés en combat.,56,27019,786
Moissonneur d’âmes,"Rares sont les gens qui comprennent le pouvoir des âmes, mais le goût des démons pour les esprits défunts est connu. Les individus moissonneurs d’âmes concluent des pactes avec les démons du Néant distordu, leur servent d’hôtes et les nourrissent d’âmes ennemies en échange d’une puissance inouïe.",57,27530,720
Implorateur de l’enfer,"Parmi les sectes de Satyres d’Azeroth, les êtres implorateurs de l’enfer sont les plus craints. En effet, ces démonistes ont appris à manier les plus dangereux sortilèges d’ombre et à manipuler les énergies entropiques du gangrefeu au prix de la corruption de leur propre âme.",58,27746,720
Diaboliste,"La défaite de la Légion a délié de nombreux démons puissants. Les diabolistes commandent des démons supérieurs que l’on pensait incontrôlables et usent, sur le champ de bataille, de pouvoirs abyssaux qu’ils puisent dans le Néant distordu.",59,26935,720
Vengeur,"Un guerrier ou guerrière brutale qui choisit une cible et la poursuit sans relâche, emportant ses adversaires dans un déferlement de force et d’acier.",60,26704,850
Thane des montagnes,"Les thanes des montagnes sont de redoutables combattantes et combattants qui ne demandent qu’à se mesurer à des adversaires de taille. Tirant leur force de la terre et leur puissance de la tempête, ils frappent leurs adversaires comme le ferait la foudre.",61,26684,850
Colosse,Un personnage expert en combat capable d’esquiver des attaques qui seraient fatales pour d’autres tout en usant d’une redoutable maîtrise pour asséner ses coups les plus puissants et anéantir ses adversaires.,62,26765,850
Canalisation des Astres vénérables,La canalisation des Astres vénérables requiert un dévouement total à l’enseignement des Astres vénérables afin d’incarner leur sagesse et d’exploiter leur force. La maîtrise de cette technique peut permettre d’invoquer brièvement la puissance de tous les Astres vénérables à la fois.,64,27069,1000
Pandashan,Les Pandashan apprennent de leurs ancêtres et affrontent fièrement leurs adversaires pour défendre leur famille. Ces individus attendent le bon moment pour charger leur pouvoir avant de déchaîner un déluge de coups accablants pour anéantir leurs cibles.,65,27070,1000
Maîtrise de l’harmonie,"La maîtrise de l’harmonie transforme la perfection physique et le raffinement corporel en force brute, ce qui permet de puiser dans le flux du chi et les cycles naturels du pouvoir.",66,27745,1000
Porte-tempête,Les porte-tempête dominent le pouvoir de l’orage pour prendre le contrôle de la foudre et la manipuler. Invoquez une tempête féroce pour déchaîner le chaos contre vos adversaires et semer la destruction sur votre passage.,70,26683,1033
Totémique,"Les chamanes et chamans totémiques se distinguent par leur capacité à révéler toute la puissance de leurs totems, à les renforcer et à en acquérir de nouveaux. Ces braves ont également peaufiné leurs compétences d’imprégnation afin de maintenir leur puissance en combat rapproché.",71,26703,1033
Long-voyant,Maîtrisez la magie des esprits pour améliorer vos sorts et appeler les esprits de vos ancêtres à vos côtés en combat.,72,27019,1033
Porte-tempête,Les porte-tempête dominent le pouvoir de l’orage pour prendre le contrôle de la foudre et la manipuler. Invoquez une tempête féroce pour déchaîner le chaos contre vos adversaires et semer la destruction sur votre passage.,73,26683,1034
Totémique,"Les chamanes et chamans totémiques se distinguent par leur capacité à révéler toute la puissance de leurs totems, à les renforcer et à en acquérir de nouveaux. Ces braves ont également peaufiné leurs compétences d’imprégnation afin de maintenir leur puissance en combat rapproché.",74,26703,1034
Long-voyant,Maîtrisez la magie des esprits pour améliorer vos sorts et appeler les esprits de vos ancêtres à vos côtés en combat.,75,27019,1034
PH,Dégâts !,79,24179,1054
PH,Protection !,80,24199,1054
Tank,"Brann s’appuie sur ses alliances, une technologie de pointe récupérée sur le terrain et son fusil de confiance pour charger au front.",81,24199,874
Tank,"Brann s’appuie sur ses alliances, une technologie de pointe récupérée sur le terrain et son fusil de confiance pour charger au front.",82,24199,1060
Soigneur,Brann utilise ses fournitures médicales et les reliques qu’il a récupérées pour soigner les personnages-joueurs blessés.,83,24186,1060
DPS,Brann terrasse ses adversaires à distance à l’aide de son Vieux fidèle.,84,24179,1060
Soigneur,Brann utilise ses fournitures médicales et les reliques qu’il a récupérées pour soigner les personnages-joueurs blessés.,98,24186,1151
Tank,"Brann s’appuie sur ses partenaires, sur une technologie de pointe récupérée sur le terrain et sur son fidèle fusil pour charger au front.",99,24199,1151
DPS,Brann terrasse ses adversaires à distance à l’aide de son Vieux fidèle.,100,24179,1151
