ID,BaseTag,TagText_lang,Flags
9649,TRINKET0SLOT,Bijou,1
9650,TRINKET1SLOT,Bijou,1
9651,MAINHANDSLOT,Main droite,1
9652,SECONDARYHANDSLOT,Main gauche,1
9653,RANGEDSLOT,À distance,1
9654,BAGSLOT,Sac,1
9655,INVTYPE_HEAD,Tête,5
9656,INVTYPE_NECK,Cou,5
9657,INVTYPE_BODY,Chemise,5
9658,INVTYPE_CHEST,Torse,5
9659,INVTYPE_LEGS,Jambes,5
9660,INVTYPE_FEET,Pieds,5
9661,INVTYPE_WRIST,Poignets,5
9662,INVTYPE_HAND,Mains,5
9663,INVTYPE_FINGER,Doigt,5
9664,INVTYPE_WEAPON,À une main,5
9665,INVTYPE_WEAPONOFFHAND,Main gauche,5
9666,INVTYPE_SHIELD,Main gauche,5
9667,INVTYPE_RANGED,À distance,5
9668,INVTYPE_CLOAK,Dos,5
9669,INVTYPE_2HWEAPON,Deux mains,5
9670,INVTYPE_BAG,Sac,5
9671,INVTYPE_HOLDABLE,Tenu(e) en main gauche,5
9672,BANK_BAG,Emplacement de sac,1
9673,ITEMSLOTTEXT,Emplacements,1
9674,BAGSLOTTEXT,Emplacements de sac,1
9675,BANKSLOTPURCHASE_LABEL,Voulez-vous acheter un autre emplacement de sac ?,1
9676,BANKSLOTPURCHASE,Acheter,1
9677,ADD_FRIEND,Ajouter contact,3
9678,ADD_IGNORE_LABEL,Indiquez le nom du joueur à ignorer \nou\n utilisez Maj+clic sur le nom d’une personne de la fenêtre de discussion :,1
9679,REMOVE_FRIEND,Supprimer,3
9680,GROUP_INVITE,Inv. groupe,3
9681,SEND_MESSAGE,Envoyer message,3
9682,FRIENDS,Contacts,3
9683,FRIENDS_LIST,Liste de contacts,3
9684,IGNORE,Ignorer,3
9685,IGNORE_PLAYER,Ignorer le joueur,3
9686,GROUPS,Groupes,1
9687,WHO,Qui,1
9688,FRIENDS_LIST_TEMPLATE,|cffffffff- %s|r %s,3
9689,FRIENDS_LEVEL_TEMPLATE,%2$s niveau %1$d,3
9690,ITEM_BIND_ON_EQUIP,Lié quand équipé,5
9691,ITEM_BIND_ON_USE,Lié quand utilisé,5
9692,ITEM_BIND_QUEST,Objet de quête,5
9693,ITEM_CLASSES_ALLOWED,Classes : %s,5
9694,ITEM_COOLDOWN_TIME_MIN,Temps de recharge restant : %d min,1
9695,ITEM_LEVEL,Niveau d'objet %d,5
9696,ITEM_MIN_SKILL,%s (%d) requis,1
9697,ITEM_MOD_MANA,%c%s Mana,1
9698,ITEM_MOD_HEALTH,%c%s Vie,1
9699,ITEM_MOD_AGILITY,%c%s Agilité,5
9700,ITEM_MOD_STRENGTH,%c%s Force,5
9701,ITEM_MOD_SPIRIT,%c%s Esprit,1
9702,ITEM_MOD_STAMINA,%c%s Endurance,5
9703,ITEM_NO_DROP,Non échangeable,1
9704,ITEM_PROPOSED_ENCHANT,Vous recevrez %s.,1
9705,ITEM_QUALITY1_DESC,Commun,5
9706,ITEM_QUALITY2_DESC,Inhabituel,5
9707,ITEM_QUALITY3_DESC,Rare,5
9708,ITEM_QUALITY4_DESC,Épique,5
9709,ITEM_QUALITY5_DESC,Légendaire,5
9710,ITEM_REQ_SKILL,Requiert %s,1
9711,ITEM_RESIST_ALL,%c%d à toutes les résistances,1
9712,MORE_REAGENTS,Davantage de composants,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,Palette de couleurs,1
9715,PLAYER_NOT_FOUND,Joueur introuvable.,5
9716,TRADE,Échanger,1
9717,ERR_QUEST_FAILED_WRONG_RACE,Cette quête n'est pas disponible pour votre race.,1
9718,PROFANITY_FILTER,Filtre à obscénités,1
9719,VOICEMACRO_0_Dw_0_FEMALE,Aidez-moi !,1
9720,VOICEMACRO_0_Dw_1_FEMALE,J'ai besoin d'aide !,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,Vous ne pouvez pas utiliser d'objets en changement de forme.,1
9722,BUG_CATEGORY10,Son,1
9723,TRADE_WITH_QUESTION,Échanger avec %s ?,1
9724,JOINED_PARTY,%s rejoint le groupe.,1
9725,LEFT_PARTY,%s a quitté le groupe.,1
9726,NOT_IN_GROUP,Vous n'êtes plus dans un groupe.,1
9727,PARTY_INVITE,Inviter,3
9728,PARTY_LEAVE,Quitter le groupe,1
9729,PARTY_PROMOTE,Nommer chef de groupe,1
9730,PARTY_UNINVITE,Annuler l'invitation,1
9731,GUILD_INFO_TEMPLATE,"Guilde créée le %2$d-%1$d-%3$d, %4$d joueurs, %5$d comptes",1
9732,GUILD_MEMBER_TEMPLATE,"%s, %s",1
9733,GUILD_RANK0_DESC,Chef de guilde,1
9734,GUILD_RANK1_DESC,Officier,1
9735,GUILD_RANK2_DESC,Vétéran,1
9736,GUILD_RANK3_DESC,Membre,1
9737,GUILD_RANK4_DESC,Novice,1
9738,GUILD_ROSTER_TEMPLATE,"%d joueurs, %d comptes",1
9739,GUILD_TITLE_TEMPLATE,%s |2 %s,1
9740,PET_PASSIVE,Passif,1
9741,PET_DEFENSIVE,Défensif,1
9742,PET_AGGRESSIVE,Agressif,1
9743,PET_WAIT,Reste,1
9744,PET_FOLLOW,Suis,1
9745,PET_ATTACK,Attaque,5
9746,PET_ABANDON,Relâcher,1
9747,PET_DISMISS,Renvoyer,1
9748,PET_RENAME,Renommer,1
9763,ERR_ONLY_ONE_QUIVER,Vous ne pouvez vous équiper que d'un seul carquois.,1
9764,BAGS_ONLY,Vous ne pouvez mettre que des sacs ici !,1
9765,CANT_AFFORD_ITEM,Vous n'avez pas les moyens.,1
9766,CANT_USE_ITEM,Vous ne pouvez pas utiliser cet objet.,1
9767,FACING_WRONG_DIRECTION,Vous faites face à la mauvaise direction !,1
9768,FOOD_TIMER,Vous êtes trop repu pour manger.,1
9769,INSPECT_NOTIFY,%s inspecte votre équipement.,1
9770,INVENTORY_FULL,Votre inventaire est plein.,1
9771,ITEM_WRONG_CLASS,Cet objet ne peut pas être utilisé par votre classe de personnage !,1
9772,LEVEL_TOO_LOW,Vous devez atteindre le niveau %d pour vous équiper de cet objet.,1
9775,LEVEL_UP_SKILL_POINTS,Vous avez maintenant %d |4métier disponible:métiers disponibles;.,1
9777,LOCKED_WITH_ITEM,Requiert %s,1
9778,LOCKED_WITH_SPELL,Requiert %s,1
9779,LOOT_ITEM_PUSHED_SELF,Vous recevez l’objet : %s,1
9780,LOOT_MONEY,%s récupère %s.,1
9781,LOOT_MONEY_SPLIT,Votre part du butin est de %s.,1
9782,LOOT_NEXT_PAGE,Changer de page,1
9783,LOOT_NO_DROP,%s sera lié à vous si vous le prenez.,1
9784,NOT_ENOUGH_MANA,Vous n'avez pas assez de mana pour lancer %s.,1
9785,ONLY_EMPTY_BAGS,Seuls les sacs vides peuvent être ramassés !,1
9786,RACE_CLASS_ONLY,%s uniquement,5
9787,SKILL_RANK_UP,Votre compétence en %s est maintenant de %d.,1
9788,ABILITIES,Techniques,5
9789,ACCEPT,Accepter,7
9790,ARMOR,Armure,7
9791,CANCEL,Annuler,7
9792,CHARACTER,Personnage,3
9793,CHARACTER_INFO,Infos personnage,1
9794,COMPLETE,Terminé,5
9795,COPPER_AMOUNT,%d Cuivre,1
9796,CORPSE_RED,|cffff2020Cadavre|r,1
9797,DAMAGE,Dégâts,5
9798,DEAD,Mort(e),1
9799,DECLINE,Refuser,7
9800,ERROR_CAPS,ERREUR,1
9801,EXIT,Quitter,1
9802,INSPECT,Inspecter,1
9803,ITEMS,Objets,1
9804,GOLD_AMOUNT,%d Or,1
9805,GOODBYE,Au revoir,1
9806,LANGUAGE,Langue,5
9807,LEVEL,Niveau,7
9808,LEVEL_REQUIRED,Niv. requis %d,1
9809,MINUTES,|4minute:minutes;,3
9810,NEXT,Suiv.,7
9811,NO,Non,7
9812,NONE_CAPS,AUCUN,3
9813,OKAY,OK,3
9814,PAGE_NUMBER,Page %d,3
9815,PREV,Préc.,1
9816,SECONDS,|4seconde:secondes;,3
9817,SOCIALS,Sociaux,1
9818,SPEED,Vitesse,7
9819,SPELLBOOK,Grimoire,1
9820,SPELLS,Sorts,1
9821,UNKNOWN,Inconnu,3
9822,XP,EXP,5
9823,HP,PV,1
9824,MP,PM,1
9825,YES,Oui,7
9826,YOU,Votre personnage,1
9827,TIME_TWELVEHOURPM,%d:%02d PM,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,"%d |4jour:jours;, %d |4heure:heures;, %d |4minute:minutes;, %d |4seconde:secondes;",1
9830,DAYS_ABBR,%d |4jour:jours;,3
9832,HOURS_ABBR,%d |4h:h;,3
9836,FRAMERATE_LABEL,IPS :,1
9837,SCREENSHOT_SUCCESS,Capture d’écran sauvegardée,3
9838,VIDEOOPTIONS_MENU,Vidéo,3
9839,QUIT,Quitter,3
9840,CONTINUE,Continuer,7
9841,OPTIONS_MENU,Menu des options,1
9842,LOW,Faible,3
9843,HIGH,Élevée,3
9844,WORLD_LOD,Niveau de détail,3
9845,INVERT_MOUSE,Inverser souris,1
9846,STATUS_BAR_TEXT,Texte barre d’état,1
9847,ENVIRONMENT_DETAIL,Détails envir.\32,3
9848,WATER_DETAIL,Détails de l’eau,1
9849,FARCLIP,Dist. de vue\32,3
9850,TERRAIN_MIP,Intégration du terrain,3
9851,ANIMATION,Animation,1
9852,GAMMA,Gamma\32,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,"%s points de mana, plus %s par s",1
9868,SPELL_DURATION_SEC,%.1f s,1
9869,SPELL_DURATION_MIN,%.1f min,1
9870,SPELL_DURATION_UNTIL_CANCELLED,jusqu’à annulation,1
9871,SPELL_EQUIPPED_ITEM,Requiert %s,1
9872,SPELL_REQUIRED_FORM,Requiert %s,1
9873,SPELL_NOT_SHAPESHIFTED,Vous ne pouvez pas faire cela en étant sous une autre forme.,1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,Requiert %s,1
9875,SPELL_INSTANT_EFFECT,Effet immédiat,1
9876,SPELL_LASTING_EFFECT,Effet (%s),1
9877,SPELL_STAT1_NAME,Force,1
9878,SPELL_STAT4_NAME,Intelligence,1
9879,SPELL_STAT5_NAME,Esprit,1
9880,SPELL_STATALL,toutes les caractéristiques,1
9881,SPELL_SCHOOL0_NAME,physique,1
9882,SPELL_SCHOOL1_NAME,sacré,1
9883,SPELL_SCHOOL2_NAME,feu,1
9884,SPELL_SCHOOL3_NAME,nature,1
9885,SPELL_SCHOOL4_NAME,givre,1
9886,SPELL_SCHOOL5_NAME,ombre,1
9887,SPELL_SCHOOLALL,toutes,1
9888,SPELL_SCHOOLMAGICAL,magique,1
9889,SPELL_SCHOOL0_CAP,Physique,1
9890,SPELL_SCHOOL1_CAP,Sacré,1
9891,SPELL_SCHOOL2_CAP,Feu,1
9892,SPELL_SCHOOL3_CAP,Nature,1
9893,SPELL_SCHOOL4_CAP,Givre,1
9894,SPELL_SCHOOL5_CAP,Ombre,1
9896,SPELL_TARGET_TEMPLATE,Cible %s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,Cible %s à %d m |2 %s,1
9898,SPELL_TARGET_CONE_TEMPLATE,Cible %s dans un cône de %d m. |2 %s,1
9899,SPELL_TARGET_TYPE1_DESC,tous,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,mort,1
9901,SPELL_TARGET_TYPE2_DESC,ami,1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,ami mort,1
9903,SPELL_TARGET_TYPE3_DESC,ennemi,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,ennemi mort,1
9905,SPELL_TARGET_TYPE4_DESC,membre du groupe,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,membre du groupe mort,1
9907,SPELL_TARGET_TYPE6_DESC,position,1
9908,SPELL_TARGET_TYPE7_DESC,objet,1
9909,SPELL_TARGET_TYPE8_DESC,familier,1
9910,SPELL_TARGET_TYPE9_DESC,objet main droite,1
9911,COSTS_LABEL,Coût :,1
9912,STATS_LABEL,Car. :,1
9913,REQUIRES_LABEL,Requiert :,1
9914,EFFECTS_LABEL,Avancé,3
9915,TRAIN,S'entraîner,1
9916,TRAINER_CAST_TIME_INSTANT,Incantation : |cffffffffinstantanée|r,1
9917,TRAINER_CAST_TIME_SEC,Incantation : |cffffffff%d s|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,Recharge : |cffffffffinstantanée|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,Recharge : |cffffffff%d s|r,1
9920,TRAINER_MANA_COST,Coût en mana : |cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,"Coût en mana : |cffffffff%d, plus %d par s|r",1
9922,TRAINER_REQ_LEVEL_RED,Niveau |cffff2020%d|r,1
9924,TRAINER_REQ_SKILL_RANK,%s (|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s (|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r talents,1
9929,LOOT_ROUND_ROBIN,Butin : chacun son tour,1
9930,LOOT_MASTER_LOOTER,Butin : responsable du butin de guilde,1
9931,LOOT_PROMOTE,Nommer responsable du butin,1
9932,CHAT_EMOTE_GET,%s\32,1
9933,CHAT_EMOTE_SEND,%s\32,1
9934,CHAT_GUILD_SEND,Guilde :\32,1
9935,CHAT_GUILD_UNINVITE_SEND,Renvoyer de la guilde :,1
9936,CHAT_GUILD_PROMOTE_SEND,Promouvoir,1
9937,CHAT_GUILD_DEMOTE_SEND,Rétrograder,1
9938,CHAT_GUILD_LEADER_SEND,Nommer chef de guilde :,1
9939,CHAT_INVITE_SEND,Inviter,3
9940,CHAT_MONSTER_SAY_GET,%s dit :\32,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[Officier]|h %s :\32,1
9943,CHAT_OFFICER_SEND,Officier :\32,1
9944,CHAT_PARTY_SEND,Groupe :\32,3
9945,CHAT_PROMOTE_SEND,Promouvoir,3
9946,CHAT_SAY_GET,%s dit :\32,1
9947,CHAT_SAY_SEND,Dire :\32,3
9948,CHAT_UNINVITE_SEND,Annuler l’invitation,3
9949,CHAT_WHISPER_INFORM_GET,À %s :\32,1
9950,CHAT_WHISPER_GET,%s chuchote :\32,1
9951,CHAT_WHISPER_SEND,Dire à %s :\32,3
9952,CHAT_YELL_SEND,Crier :\32,1
9953,CHAT_CHANNEL_LEAVE_GET,%s a quitté le canal.,1
9954,CHAT_YOU_LEFT_NOTICE,Quitte le canal : |Hchannel:%d|h[%s]|h,3
9955,CHAT_CHANNEL_GET,%s :\32,1
9956,CHAT_CHANNEL_SEND,[%d. %s] :\32,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h\32,1
9958,CHAT_NOT_MODERATOR_NOTICE,N'est pas un modérateur de |Hchannel:%d|h[%s]|h.,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h Mot de passe modifié par %s.,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h %s devient responsable du canal.,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h Le responsable du canal est %s.,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h Annonces du canal activées par %s.,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h Modération du canal désactivée par %s.,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h Privilèges de modérateur accordés à %s.,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h Vous n'avez pas l'autorisation de parler.,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h Le joueur %s est déjà sur le canal.,1
9967,CHAT_WRONG_FACTION_NOTICE,Alliance incorrecte pour %s.,1
9968,CHAT_AFK_GET,%s est absent :\32,1
9969,CHAT_FLAG_AFK,<Absent>,1
9970,CHAT_FLAG_DND,<Occupé>,1
9971,CHAT_FLAG_GM,<MJ>,1
9972,CHAT_IGNORED,%s ignore vos messages.,1
9973,EMOTE_MESSAGE,Emote,1
9974,GUILD_MESSAGE,Guilde,1
9975,PARTY_MESSAGE,Groupe,3
9976,REPLY_MESSAGE,Répondre,3
9977,SAY_MESSAGE,Dire,1
9978,WHISPER_MESSAGE,Chuchoter,3
9979,SLASH_ASSIST1,/st,1
9980,SLASH_EMOTE1,/e,1
9981,SLASH_EMOTE2,/comp,1
9982,SLASH_EMOTE3,/comportement,1
9983,SLASH_EMOTE4,/moi,1
9984,SLASH_GUILD1,/g,1
9985,SLASH_GUILD2,/cg,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/guilde,1
9988,SLASH_GUILD_HELP1,/gaide,1
9989,SLASH_GUILD_HELP2,/guildhelp,1
9990,SLASH_GUILD_INVITE1,/ginviter,1
9991,SLASH_GUILD_UNINVITE1,/gretirer,1
9992,SLASH_GUILD_UNINVITE2,/guilderetirer,1
9993,SLASH_GUILD_PROMOTE1,/gpromotion,1
9994,SLASH_GUILD_DEMOTE1,/gdégrade,1
9995,SLASH_GUILD_DEMOTE2,/guildedégrade,1
9996,SLASH_GUILD_ROSTER1,/gmembres,1
9997,SLASH_GUILD_DISBAND1,/gdissoudre,1
9998,SLASH_GUILD_LEADER1,/gchef,1
9999,SLASH_GUILD_LEAVE1,/gquitter,1
10000,SLASH_GUILD_LEAVE2,/guildequitter,1
10001,SLASH_GUILD_MOTD1,/gmdj,1
10002,SLASH_GUILD_MOTD2,/guildmdj,1
10003,SLASH_HELP1,/h,1
10004,SLASH_HELP2,/help,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/ins,1
10008,SLASH_INVITE1,/inv,1
10009,SLASH_INVITE2,/inviter,1
10010,SLASH_OFFICER1,/o,1
10011,SLASH_OFFICER2,/offdire,1
10012,SLASH_PARTY1,/gr,3
10013,SLASH_PARTY2,/groupe,3
10014,SLASH_PLAYED1,/joué,1
10015,SLASH_PROMOTE1,/pr,1
10016,SLASH_PROMOTE2,/promotion,1
10017,SLASH_REPLY1,/r,3
10018,SLASH_SAY1,/s,1
10019,SLASH_TIME1,/temps,1
10020,SLASH_TRADE2,/échange,1
10021,SLASH_UNINVITE1,/dg,1
10022,SLASH_UNINVITE2,/des,1
10023,SPELL_TARGET_TYPE10_DESC,objet main gauche,1
10024,SPELL_TARGET_TYPE11_DESC,groupe,1
10025,SPELL_TARGET_TYPE12_DESC,tous,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,tous les morts,1
10027,SPELL_TARGET_TYPE13_DESC,ennemis,1
10028,SPELL_TARGET_TYPE14_DESC,membres du groupe,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,membres du groupe morts,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,mort %s,1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,ami %s,1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,ami mort %s,1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,ennemi %s,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,ennemi mort %s,1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,tous les %s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,tous les morts %s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,ennemi %s,1
10039,SPELL_TARGET_CENTER_CASTER,lanceur de sorts,1
10040,SPELL_TARGET_CENTER_LOC,position de la cible,1
10041,SPELL_CAST_TIME_MIN,%.2g min d’incantation,1
10042,SPELL_PASSIVE,Passif,1
10043,SPELL_RECAST_TIME_MIN,%.2g min de recharge,1
10044,SPELL_RECAST_TIME_INSTANT,Recharge instantanée,1
10045,SPELL_TIME_REMAINING_SEC,%d |4seconde restante:secondes restantes;,1
10046,SPELL_TIME_REMAINING_MIN,%d |4minute restante:minutes restantes;,1
10047,PROC_EVENT2_DESC,quand attaqué,1
10048,PROC_EVENT3_DESC,en touchant ou quand attaqué,1
10049,ERR_CANT_EQUIP_EVER,Vous ne pourrez jamais utiliser cet objet.,1
10050,ERR_BAG_FULL,Ce sac est plein.,1
10051,ERR_NO_SLOT_AVAILABLE,Aucun emplacement d’équipement disponible pour cet objet.,1
10052,SPELL_TIMER,Échec |2 %s : vous n'avez pas encore récupéré.,1
10053,TIME_PLAYED_TOTAL,Temps de jeu total : %s,1
10054,TIME_TEMPLATE_LONG,"%d jours, %d heures, %d minutes, %d secondes",1
10055,USE_NO_DROP,"Si vous utilisez cet objet, il vous sera lié.",1
10056,WRONG_SLOT_FOR_ITEM,Cet objet ne va pas dans cet emplacement.,1
10057,PLAYER_LOGOUT_FAILED_ERROR,Vous ne pouvez pas vous déconnecter car vous ne pouvez pas vous asseoir pour l'instant.,1
10058,ATTACK,Attaque,1
10061,BLOCK,Blocage,3
10066,DODGE,Esquive,3
10069,PARRIED,Paré,1
10071,PARRY,Parade,3
10075,INTERRUPTED,Interrompu,1
10076,INTERRUPT,Interrompu,1
10078,RESIST,Résiste,1
10083,IMMUNE,Insensible,1
10086,STUNNED,Etourdi,1
10087,STUN,Étourdissement,1
10088,STUN_CAPS,ÉTOURDISSEMENT,1
10089,DEATH_RELEASE,Libérer l'esprit,1
10090,DEATH_RELEASE_TIMER,Libération dans %d %s,1
10091,CAMP_TIMER,Déconnexion dans %d %s,1
10092,CAMP_NOW,Déconnexion,3
10094,SEND_SUGGEST,Envoyer la suggestion,1
10095,SEND_BUG,Signaler un bug,1
10096,SUGGESTFRAME_TITLE,Suggestions et Bugs,1
10097,ASSIGNED_COLON,Actuellement :,1
10098,CLOSE_LOG,Fermer le journal,1
10099,COMPLETE_QUEST,Terminer la quête,1
10100,CURRENT_QUESTS,Quêtes en cours,1
10101,QUEST_COMPLETE,Quête terminée,1
10102,QUEST_DESCRIPTION,Description,1
10103,QUEST_FAILED,Échec de la quête.,1
10104,QUEST_FAILED_TAG,- Échec,1
10105,QUEST_HARD,(Difficile),1
10106,QUEST_LOG,Journal des quêtes,1
10107,QUEST_OBJECTS_FOUND,%1$s : %2$d/%3$d,1
10108,QUEST_ITEMS_NEEDED,%1$s : %2$d/%3$d,1
10109,QUEST_OBJECTIVES,Objectifs,1
10110,QUEST_REWARDS,Récompenses,1
10111,QUEST_TIMERS,Temps,1
10112,QUESTS_COLON,Quêtes :,1
10113,REWARD_CHOICES,Vous pourrez choisir une de ces récompenses :,1
10114,REWARD_ITEMS,Ainsi que :,1
10115,SORT_QUEST,Trier les quêtes,1
10116,TASKS_COLON,Tâches :,1
10117,TIME_REMAINING,Temps restant : ,5
10118,TURN_IN_ITEMS,Objets requis :,1
10119,ALREADY_LEARNED,Déjà appris,1
10120,ITEM_RESIST_SINGLE,%1$c%2$d à la résistance %3$s,1
10121,ITEM_SOULBOUND,Lié,5
10122,ITEM_SPELL_CHARGES,%d |4charge:charges;,1
10123,ITEM_UNIQUE,Unique,1
10124,ITEM_UNIQUE_MULTIPLE,Unique (%d),1
10125,ITEM_CONJURED,Objet invoqué,1
10126,LEVEL_GAINED,Niveau %d,1
10127,PRIMARY,Principaux,1
10128,PRIMARY_SKILLS,Compétences principales :,1
10129,PROFICIENCIES,Capacités :,1
10130,SECONDARY,Secondaires,1
10131,SECONDARY_SKILLS,Compétences secondaires :,1
10132,SKILL_LEVEL,Niveau de compétence,1
10133,SPECIAL_SKILLS,Compétences de spécialisation (%s) :,1
10134,TRADE_SKILLS,Métiers,1
10135,HELP_TEXT_LINE12,- 'r' ou '/r' pour répondre au dernier message,1
10136,HELP_TEXT_LINE13,- /qui pour afficher la liste des joueurs,1
10137,CHAT_HELP_TEXT_LINE2,"/#, /c, /cdit – Envoyer le texte au canal # (ex. /1 Bonjour !)",3
10138,CHAT_HELP_TEXT_LINE4,"/rejoindre, /canal, /can - rejoindre le canal",3
10139,CHAT_HELP_TEXT_LINE8,/responsable <canal> <joueur> - Affiche ou change le responsable du canal,3
10140,CHAT_HELP_TEXT_LINE9,"/mod, /modérateur, /démod, /démoderateur <canal> <joueur> - change le statut de modérateur d'un joueur",3
10141,GUILD_HELP_TEXT_LINE1,"Pour l'instant, pour créer une guilde, tapez 'guildcreate <nom de la guilde>' dans la console.",1
10142,GUILD_HELP_TEXT_LINE4,"""/o <message>"" envoie un message à tous les officiers de la guilde",1
10143,GUILD_HELP_TEXT_LINE5,"""/ginvite <joueur>"" permet d'inviter un joueur à rejoindre votre guilde",1
10144,GUILD_HELP_TEXT_LINE9,"""/gmdj <message>"" permet de définir le message du jour de la guilde",1
10145,SPELL_FAILED_UNKNOWN,Raison inconnue,1
10146,SPELL_FAILED_ERROR,Erreur interne,1
10147,SPELL_FAILED_BAD_TARGETS,Cible incorrecte,1
10148,SPELL_FAILED_BAD_IMPLICIT_TARGETS,Pas de cible,1
10149,SPELL_FAILED_NOT_HERE,Inutilisable ici.,1
10150,SPELL_FAILED_SPELL_IN_PROGRESS,Une autre action est en cours,1
10151,SPELL_FAILED_TOO_CLOSE,Cible trop proche,1
10152,SPELL_FAILED_LINE_OF_SIGHT,Cible hors du champ de vision,1
10153,SPELL_FAILED_NOT_READY,Récupération incomplète,1
10154,SPELL_FAILED_NOT_KNOWN,Sort non appris,1
