Name_lang,Description_lang,Objective_lang,ID,BattlemasterListID,LFGDungeonsID,RewardsQuestID
Baston : champ de bataille Blitz,Champ de bataille Blitz,"– File d’attente en solo, sauf pour les personnages soigneurs, qui peuvent s’inscrire en duo
– 8 joueurs par équipe
– Battez–vous au côté de membres des deux factions
– Vitesse générale des montures augmentée
– Modes de jeu plus rapides",136,1101,0,0
Baston : champ de bataille Blitz – goulet des Chanteguerres,Champ de bataille Blitz,,137,1102,0,0
Baston : champ de bataille Blitz – Pics–Jumeaux,Champ de bataille Blitz,,138,1103,0,0
Baston : champ de bataille Blitz – bataille de Gilnéas,Champ de bataille Blitz,,139,1104,0,0
Baston : champ de bataille Blitz – mines d’Éclargent,Champ de bataille Blitz,,140,1105,0,0
Baston : champ de bataille Blitz – temple de Kotmogu,Champ de bataille Blitz,,141,1106,0,0
Baston : champ de bataille Blitz – gorge de Vent–Caverneux,Champ de bataille Blitz,,142,1109,0,0
Baston : champ de bataille Blitz – bassin d’Arathi,Champ de bataille Blitz,,143,1108,0,0
Baston : champ de bataille Blitz – Œil du cyclone,Champ de bataille Blitz,,144,1107,0,0
Baston : le feu de l’action,Arène 3c3,"– Arène 3c3
– Mettre des personnages-joueurs ennemis bas en vie augmente les dégâts de votre équipe.
– Les soigneurs reçoivent une gourde qui peut rendre du mana en combat.",145,1111,0,0
Baston : champ de bataille Blitz – Ravin d’Abondabîme,Champ de bataille Blitz,,147,1118,0,0
Ravin d’Abondabîme,Ravin d’Abondabîme,"– Capturez et tenez les chariots de mine
– Capturez la gemme centrale
– Gagnez 1 500 unités de ressources",148,1110,0,0
