ID,Header_lang,TopLeftFeatureTitle_lang,TopLeftFeatureDesc_lang,BottomLeftFeatureTitle_lang,BottomLeftFeatureDesc_lang,RightFeatureTitle_lang,RightFeatureDesc_lang,AllianceQuestID,HordeQuestID,ScreenType,TextureKitID,SoundKitID,PlayerConditionID,CharLevelConditionID,RequiredTimeEventPassed
64,Nouveautés de la saison 4 !,Saison 4 de Dragonflight,Gagnez de nouvelles récompenses.,Progression de donjon mise à jour,"Modes Héroïque, Mythique et Mythique + repensés, récompenses comprises.",Raids éveillés,Venez à bout des trois raids de Dragonflight pour obtenir des récompenses améliorées !,0,0,1,5566,0,0,104738,353
68,,Obtenir des récompenses,"Récoltez du pillage pour gagner des récompenses comme des montures, des mascottes et des transmogrifications !",Commencer,"Pour jouer, déconnectez-vous et choisissez Plunderstorm sur l’écran de sélection de personnages.",Plunderstorm,Les pirates s’affrontent au cours d’une immense bataille !,0,0,0,5572,0,0,104814,587
69,10.2.7 Mists of Pandaria: Remix,Gagnez des récompenses de compte,"Collectez du bronze pour gagner des montures, mascottes et apparences !",Commencer,Créez un nouveau personnage du Cours du temps à l’écran de sélection de personnage.,Mists of Pandaria: Remix,Découvrez Mists of Pandaria avec une toute nouvelle subtilité !,0,0,1,5582,0,0,104814,570
70,Nouveautés de la version 10.2.7,Héritage draeneï et troll,Récupérez des ensembles d’armure différents en découvrant leur histoire et leur culture.,Pandaria Remixed,"Un nouvelle manière déjantée de progresser, dès la semaine prochaine !",Messager des ténèbres,"Alors que les îles aux Dragons retrouvent la paix, une terrible menace se prépare.",0,0,1,5583,0,0,104814,582
71,Nouveautés du pré-lancement de The War Within !,Des échos radieux,Terrassez des adversaires du passé d’Azeroth dont les souvenirs remontent à la surface. Disponible le 31 juillet !,Bientôt disponible : The War Within,Lancement le 26 août (accès anticipé le 22 août).,Bataillons,"Vos personnages partagent un accès à une banque de bataillon, aux réputations de Dragonflight et plus !",0,0,0,5624,0,0,104814,705
72,Nouveautés dans The War Within !,Gouffres,"Explorez des Gouffres, élucidez des mystères et cherchez des trésors.",Talents héroïques,Développez votre identité de classe et personnalisez votre configuration de talents !,The War Within,Voyagez en Khaz Algar et répondez à l’appel du chant radieux !,0,0,0,5632,0,0,104814,606
73,Nouveautés de la saison 1 !,Début de la saison 1,Gagnez des récompenses dans les donjons mythiques et le nouveau champ de bataille Blitz !,Palais des Nérub’ar,Attaquez le siège du pouvoir de la reine Ansurek à Azj-Kahet.,Tanière de Zekvir,Progressez dans le nouveau contenu de Gouffre saisonnier pour débloquer la tanière de Zekvir.,84224,84224,0,5651,0,0,104814,574
74,Nouveautés de la mise à jour 11.0.5 !,Extension des classes de Dracthyr,"Combattez avec un personnage dracthyr guerrier, prêtre, mage, démoniste, voleur ou chasseur !",Marcheurs du temps (Classic),"Revisitez des donjons emblématiques : Mortemines, Zul’Farrak, Hache-Tripes et Stratholme.",20e anniversaire de WoW,Rejoignez la fête ! Aidez Chromie à préparer une visite épique. Partez en raid dans les profondeurs de Rochenoire avec Moira. Et bien plus encore !,82672,82672,0,5650,0,0,129656,711
75,Nouveautés de la mise à jour 11.0.7 !,Ombres persistantes,Poursuivez l’histoire et découvrez un vieux visage familier dans les ténèbres.,Vérifiez vos calendriers,"Le Voile d’hiver, les Voies temporelles turbulentes, Plunderstorm et bien d’autres choses approchent !",Île aux Sirènes,"Répondez à l’appel de l’île aux Sirènes ! Affrontez des adversaires de longue date, résolvez de nouveaux mystères et obtenez de puissants objets !",0,0,0,5658,0,0,132472,958
76,Nouveautés de la mise à jour 11.1.0 !,V.R.O.U.M.,Découvrez une nouvelle façon de vous déplacer dans Terremine avec le G-99 Ventraterre personnalisable !,Personnalisez votre campement,Créez de nouveaux camps à l’écran de sélection des personnages et choisissez parmi un éventail de fonds à débloquer !,Terremine,Continuez de poursuivre Xal’atath et affrontez les forces de Gallywix dans les vastes rues de Terremine.,0,0,0,5686,0,0,104814,1057
77,Nouveautés de la saison 2 !,Gouffres enrichis,"Avec de nouvelles récompenses, de nouveaux bibelots, une nouvelle Némésis et des récompenses améliorées aux difficultés supérieures !",Début de la saison 2,"Récompenses JcJ et de donjon mises à jour, et un tout nouveau donjon, Opération Vannes ouvertes.",Libération de Terremine,Rejoignez les cartels unis pour arracher Terremine aux griffes de Gallywix.,0,0,1,5689,0,0,136119,576
79,Nouveautés de la mise à jour 11.1.5 !,Vents de la fortune,"Un nouveau bonus de progression qui couvre l’expérience, la réputation et le butin !",Vérifiez vos calendriers !,"Semaine des enfants, visions horrifiques redécouvertes, mises à jour de la saison 2, et bien plus encore.",Noctechute,Rejoignez la Radiance de la Flamme pour résister contre les derniers loyalistes surekis.,85005,85005,0,5700,0,128742,104814,1344
80,Nouveautés de la mise à jour 11.1.5 !,Gestionnaire de temps de recharge,Suivez vos temps de recharge en activant cette fonction dans les paramètres !,Prochainement : Duos infâmes,Combattez un duo d’adversaires du passé d’Azeroth et tentez d’obtenir le meilleur score !,Visions horrifiques redécouvertes,Repartez aux tréfonds de la folie pour relever de nouveaux défis et obtenir de nouvelles récompenses !,86706,86706,0,5703,0,134417,104814,1095
