ID,ContainerName_lang,ContainerDescription_lang,MinAmount,MaxAmount,ContainerIconID,ContainerQuality,OnLootSpellVisualKitID,CurrencyTypeID
215,15 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
216,16 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
217,17 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
218,18 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
219,19 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
220,20 écus oniriques de Dragonnet,"Obtenus grâce à de nombreuses activités en extérieur, en mode outil Raids d’Amirdrassil et dans les donjons de clé mythique jusqu’à +5 au cours de la saison 3 de Dragonflight.",500,500,5309872,3,0,2715
221,1 écu onirique de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
222,2 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
223,3 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
224,4 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
225,5 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
226,6 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
227,7 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
228,8 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
229,9 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
230,10 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
231,11 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
232,12 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
233,13 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
234,14 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
235,15 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
236,16 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
237,17 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
238,18 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
239,19 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
240,20 écus oniriques de drake,"Obtenu grâce à quelques activités en extérieur, en mode normal du raid d’Amirdrassil et dans les donjons de clé mythique de +6 à +10 au cours de la saison 3 de Dragonflight.",500,500,5309870,4,0,2716
241,15 écus oniriques de wyrm,Obtenus en mode héroïque du raid d’Amirdrassil et dans les donjons de clé mythique de +11 à +15 au cours de la saison 3 de Dragonflight.,500,500,5309874,4,0,2717
242,5 écus oniriques de wyrm,Obtenus en mode héroïque du raid d’Amirdrassil et dans les donjons de clé mythique de +11 à +15 au cours de la saison 3 de Dragonflight.,500,500,5309874,4,0,2717
243,15 écus oniriques d’Aspect,Obtenus en mode mythique du raid d’Amirdrassil et dans les donjons de clé mythique de +16 et plus au cours de la saison 3 de Dragonflight.,500,500,5309868,4,0,2718
244,5 écus oniriques d’Aspect,Obtenus en mode mythique du raid d’Amirdrassil et dans les donjons de clé mythique de +16 et plus au cours de la saison 3 de Dragonflight.,500,500,5309868,4,0,2718
245,Recommandation des Gardiens du Rêve,Octroie %d |4point:points; de réputation auprès des Gardiens du Rêve.,1,1000000,5244643,3,0,2652
246,Connaissance d’archiviste,Octroie %d |4point:points; de réputation auprès des Archives d’Azeroth.,1,1000000,5315246,3,0,2819
248,Recommandation du conseil de Dornogal,Octroie %d |4point:points; de réputation auprès du conseil de Dornogal.,1,1000000,5891369,3,0,2897
249,Recommandation des Fils tranchés,Octroie %d |4point:points; de réputation auprès des Fils tranchés.,1,1000000,5891370,3,0,2903
250,Recommandation du vizir,Octroie %d |4point:points; de réputation auprès du vizir.,1,1000000,5862763,3,0,3004
251,Recommandation de la Tisserande,Octroie %d |4point:points; de réputation auprès de la Tisserande.,1,1000000,5862764,3,0,3002
252,Recommandation du général,Octroie %d |4point:points; de réputation auprès du général.,1,1000000,5862762,3,0,3003
253,Recommandation des Arathis de Sainte-Chute,Octroie %d |4point:points; de réputation auprès des Arathis de Sainte-Chute.,1,1000000,5891368,3,0,2899
254,Recommandation de l’Assemblée des profondeurs,Octroie %d |4point:points; de réputation auprès de l’Assemblée des profondeurs,1,1000000,5891367,3,0,2902
257,Recommandation des cartels de Terremine,Octroie %d |4point:points; de réputation auprès des cartels de Terremine.,1,1000000,6252691,3,0,3118
258,Recommandation du cartel Baille-Fonds,Octroie %d |4point:points; de réputation auprès du cartel Baille-Fonds.,1,1000000,6439627,3,0,3169
259,Recommandation du cartel des Flots noirs,Octroie %d |4point:points; de réputation auprès du cartel des Flots noirs.,1,1000000,6439628,3,0,3171
260,Recommandation du cartel Gentepression,Octroie %d |4point:points; de réputation auprès du cartel Gentepression.,1,1000000,6439630,3,0,3173
261,Recommandation de la KapitalRisk,Octroie %d |4point:points; de réputation auprès de la KapitalRisk.,1,1000000,6439631,3,0,3176
262,Recommandation de Solutions ténébreuses,Octroie %d |4point:points; de réputation auprès des Solutions ténébreuses.,1,1000000,6439629,3,0,3177
265,Recommandation de Solutions ténébreuses,Octroie %d |4point:points; de réputation auprès des Solutions ténébreuses.,1,1000000,6439629,3,0,3178
268,Recommandation des cartels gobelins,Octroie %d |4point:points; de réputation auprès d’un cartel gobelin rallié.,1,1000000,463874,3,0,3221
269,Recommandation de l’Entente de K’aresh,Octroie %d |4point:points; de réputation auprès de l’Entente de K’aresh.,1,1000000,6937965,3,0,3129
