Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
Achever les suites de quêtes du bassin de Sholazar listées ci-dessous.,Dans le bassin,,39,-1,-1,0,14863,0,10,131072,20,236823,0,1887,0,0,0,0
Achever les suites de quêtes de la Couronne de glace listées ci-dessous.,La Couronne de glace : l'objectif final,,40,-1,-1,0,14863,0,10,131072,23,236799,0,3375,0,0,0,0
Accomplir les hauts faits relatifs aux quêtes du Norfendre listés ci-dessous.,Maître des traditions du Norfendre,,41,-1,-1,0,14863,0,10,131072,33,236812,0,5756,0,0,0,0
Explorer les régions des royaumes de l'Est.,Exploration des royaumes de l’Est,,42,-1,-1,0,97,0,25,131072,1,236759,0,2402,0,0,0,0
Explorer les régions de Kalimdor.,Exploration de Kalimdor,,43,-1,-1,0,97,0,25,131072,2,236807,0,3317,0,0,0,0
Explorer les régions de l'Outreterre.,Exploration de l’Outreterre,,44,-1,-1,0,97,0,25,131072,3,236813,0,3340,0,0,0,0
Explorer les régions du Norfendre.,Exploration du Norfendre,Récompense : tabard de l'explorateur,45,-1,-1,0,97,0,25,131072,4,236812,0,12064,0,0,0,0
"Explorer les royaumes de l’Est, Kalimdor, l’Outreterre, le Norfendre, les zones dévoilées par le Cataclysme, la Pandarie, Draenor, les îles Brisées, Kul Tiras et Zandalar.",Exploration de l’univers,Titre : l’Explorateur ou Exploratrice,46,-1,-1,0,97,0,50,131072,13,237381,0,3257,0,0,0,0
Victoires dans la vallée d’Alterac,Victoires dans la vallée d’Alterac,,49,30,-1,0,153,0,0,1,6,136243,0,15889,0,0,0,0
Victoires dans l’Œil du cyclone,Victoires dans l’Œil du cyclone,,50,566,-1,0,153,0,0,1,13,136243,0,9109,0,0,0,0
Victoires dans le bassin Arathi,Victoires dans le bassin Arathi,,51,529,-1,0,153,0,0,1,8,136243,0,5504,0,0,0,0
Batailles pour le goulet des Chanteguerres,Batailles pour le goulet des Chanteguerres,,52,489,-1,0,153,0,0,1,20,136243,0,5507,0,0,0,0
Batailles pour la vallée d’Alterac,Batailles pour la vallée d’Alterac,,53,30,-1,0,153,0,0,1,5,136243,0,5510,0,0,0,0
Batailles pour l’Œil du cyclone,Batailles pour l’Œil du cyclone,,54,566,-1,0,153,0,0,1,11,136243,0,1272,0,0,0,0
Batailles pour le bassin Arathi,Batailles pour le bassin Arathi,,55,529,-1,0,153,0,0,1,7,136243,0,3391,0,0,0,0
Nombre total de morts,Nombre total de morts,,60,-1,-1,0,122,0,0,1,1,136243,0,1189,0,0,0,0
Attaquer 3 bases dans une même bataille pour le bassin Arathi.,Déshonorer le bassin,,73,-1,-1,0,14802,0,10,0,5,132333,0,7709,0,0,0,0
Quêtes abandonnées,Quêtes abandonnées,,94,-1,-1,0,133,0,0,1,5,136243,0,805,0,0,0,0
Nombre moyen de quêtes achevées par jour,Nombre moyen de quêtes achevées par jour,,95,-1,-1,0,133,0,0,65,2,136243,0,5199,98,0,0,0
Quêtes journalières achevées,Quêtes journalières achevées,,97,-1,-1,0,133,0,0,1,3,136243,0,5766,0,0,0,0
Quêtes achevées,Quêtes achevées,,98,-1,-1,0,133,0,0,1,1,136243,0,758,0,0,0,0
Matchs dans les ruines de Lordaeron,Matchs dans les ruines de Lordaeron,,99,-1,-1,0,152,0,0,1,35,136243,0,15898,0,0,0,0
Victoires dans l’arène de Nagrand,Victoires dans l’arène de Nagrand,,100,-1,-1,0,152,0,0,1,30,136243,0,836,0,0,0,0
Matchs dans l’arène de Nagrand,Matchs dans l’arène de Nagrand,,101,-1,-1,0,152,0,0,1,29,136243,0,945,0,0,0,0
Victoires dans les ruines de Lordaeron,Victoires dans les ruines de Lordaeron,,102,-1,-1,0,152,0,0,1,36,136243,0,8210,0,0,0,0
Matchs dans l’arène des Tranchantes,Matchs dans l’arène des Tranchantes,,103,-1,-1,0,152,0,0,1,13,136243,0,808,0,0,0,0
Victoires dans l’arène des Tranchantes,Victoires dans l’arène des Tranchantes,,104,-1,-1,0,152,0,0,1,14,136243,0,15892,0,0,0,0
Victoires dans le goulet des Chanteguerres,Victoires dans le goulet des Chanteguerres,,105,-1,-1,0,153,0,0,1,21,136243,0,3068,0,0,0,0
Créatures tuées,Créatures tuées,,107,-1,-1,0,135,0,0,1,1,136243,0,762,0,0,0,0
Bestioles tuées,Bestioles tuées,,108,-1,-1,0,135,0,0,1,4,136243,0,774,0,0,0,0
Boss de donjon à 5 de Lich King le plus tué,Boss de donjon à 5 de Lich King le plus tué,,110,-1,-1,0,14807,0,0,1,8,136243,0,2277,1467,0,0,0
Morts par noyade,Morts par noyade,,112,-1,-1,0,122,0,0,1,2,136243,0,9921,0,0,0,0
Morts de fatigue,Morts de fatigue,,113,-1,-1,0,122,0,0,1,3,136243,0,777,0,0,0,0
Morts par chute,Morts par chute,,114,-1,-1,0,122,0,0,1,4,136243,0,2429,0,0,0,0
Morts par le feu et la lave,Morts par le feu et la lave,,115,-1,-1,0,122,0,0,1,5,136243,0,1592,0,0,0,0
Obtenir 150 points de compétence dans la catégorie « Classique » d’un métier principal.,Compagnon de métier,,116,-1,-1,0,169,1,10,0,1,134327,0,65946,0,0,0,0
Obtenir 150 points de compétence dans la catégorie « Classique » en cuisine.,Compagnon cuisinier,,121,-1,-1,0,170,0,10,0,1,4620671,0,5281,0,0,0,0
Obtenir 225 points de compétence dans la catégorie « Classique » en cuisine.,Expert cuisinier,,122,-1,-1,121,170,0,10,0,2,4620671,0,2377,0,0,0,0
Obtenir 300 points de compétence dans la catégorie « Classique » en cuisine.,Chef classique,,123,-1,-1,122,170,0,10,0,3,4620671,0,4033,0,0,0,0
Obtenir 75 points de compétence dans la catégorie « Outreterre » en cuisine.,Chef de l’Outreterre,,124,-1,-1,0,170,0,10,0,4,4620671,0,2432,0,0,0,0
Obtenir 75 points de compétence dans la catégorie « Norfendre » en cuisine.,Chef du Norfendre,,125,-1,-1,0,170,0,10,0,5,4620671,0,1578,0,0,0,0
Obtenir 150 points de compétence dans la catégorie « Classique » en pêche.,Compagnon pêcheur,,126,-1,-1,0,171,0,10,0,1,4620674,0,1738,0,0,0,0
Obtenir 225 points de compétence dans la catégorie « Classique » en pêche.,Expert pêcheur,,127,-1,-1,126,171,0,10,0,4,4620674,0,3071,0,0,0,0
Obtenir 300 points de compétence dans la catégorie « Classique » en pêche.,Artisan pêcheur,,128,-1,-1,127,171,0,10,0,5,4620674,0,2467,0,0,0,0
Obtenir 75 points de compétence dans la catégorie « Outreterre » en pêche.,Pêcheur de l’Outreterre,,129,-1,-1,0,171,0,10,0,6,4620674,0,3667,0,0,0,0
Obtenir 75 points de compétence dans la catégorie « Norfendre » en pêche.,Pêcheur du Norfendre,,130,-1,-1,0,171,0,10,0,7,4620674,0,2380,0,0,0,0
Obtenir 150 points de compétence en secourisme.,Compagnon secouriste,,131,-1,-1,0,172,0,0,2099200,1,135966,0,2435,0,0,0,0
Obtenir 225 points de compétence en secourisme.,Expert secouriste,,132,-1,-1,131,172,0,0,2099200,3,135966,0,149,0,0,0,0
Obtenir 300 points de compétence en secourisme.,Artisan secouriste,,133,-1,-1,132,172,0,0,2048,4,135966,0,1620,0,0,0,0
Obtenir 375 points de compétence en secourisme.,Maître secouriste,,134,-1,-1,133,172,0,0,2048,6,135966,0,3355,0,0,0,0
Obtenir 450 points de compétence en secourisme.,Grand maître secouriste,,135,-1,-1,134,172,0,0,2048,8,135966,0,2792,0,0,0,0
Créer 500 bandages épais en tisse-givre.,Réserves,,137,-1,-1,0,15496,0,5,131072,14,133674,0,2804,0,0,0,0
Utiliser un bandage épais en tisse-givre ou n'importe quel bandage en braise-soie ou en éolaine pour soigner un personnage-joueur à qui il reste moins de 5% de vie.,Triage ultime,,141,-1,-1,0,15496,1,5,0,17,134470,0,6753,0,0,0,0
Pêcher le Rôdeur d'En bas dans la caverne du sanctuaire du Serpent.,Le Rôdeur d'En haut,,144,-1,-1,0,171,0,10,0,25,132107,0,2813,0,0,0,0
Pêcher quelque chose dans Orgrimmar et Hurlevent.,Le pêcheur diplomate,,150,-1,-1,0,171,0,10,131072,19,133146,0,1281,0,0,0,0
Pêcher un poisson dans un banc de poissons.,Le vieux Gnome et la mer,,153,-1,-1,0,171,1,10,0,17,236573,0,609,0,0,0,0
Remporter la victoire au bassin Arathi.,Victoire dans le bassin Arathi,,154,-1,-1,0,14802,0,10,0,1,236385,0,2065,0,0,0,0
Obtenir 100 victoires au bassin Arathi.,Vétéran du bassin Arathi,,155,-1,-1,154,14802,0,10,131072,2,236381,0,4715,0,0,0,0
Gagner 10 batailles dans le bassin Arathi en contrôlant les 5 drapeaux.,Domination territoriale,,156,-1,-1,0,14802,0,10,131072,9,236386,0,117,0,0,0,0
Venir 50 fois à la rescousse d'une base du bassin Arathi en récupérant le drapeau.,À la rescousse !,,157,-1,-1,0,14802,0,10,131072,7,132365,0,5243,0,0,0,0
Capturer 50 drapeaux au bassin Arathi.,Cap ou pas cap ?,Élément de décoration : bannière de champ de bataille de l’Alliance,158,-1,-1,0,14802,0,10,132096,4,236373,0,1076,0,0,0,0
Gagner dans le bassin Arathi en 6 minutes.,Une formalité à régler,,159,-1,-1,0,14802,0,10,0,10,236387,0,1079,0,0,0,0
Rattraper un retard de 500 ressources dans une bataille pour le bassin Arathi et obtenir la victoire.,Victoire arrachée,,161,-1,-1,0,14802,1,10,0,8,236371,0,4405,0,0,0,0
Gagner dans le bassin Arathi avec une différence de 50 points ou moins.,C'était gagné d'avance *hum hum*,,162,-1,-1,0,14802,0,10,0,11,136165,0,129,0,0,0,0
Gagner dans le bassin Arathi par 1500 à 0.,Bassin Arathi parfait,,165,-1,-1,0,14802,0,20,0,3,236348,0,881,0,0,0,0
Remporter la victoire au goulet des Chanteguerres.,Victoire dans le goulet des Chanteguerres,,166,489,-1,0,14804,0,10,0,1,236396,0,419,0,0,0,0
Obtenir 100 victoires dans le goulet des Chanteguerres.,Vétéran du goulet des Chanteguerres,Élément de décoration : drapeau des voltigeurs Chanteguerre,167,489,-1,166,14804,0,10,132096,2,236384,0,422,0,0,0,0
Gagner une bataille pour le goulet des Chanteguerres par 3 à 0.,Goulet des Chanteguerres parfait,,168,489,-1,0,14804,0,10,0,8,236397,0,9102,0,0,0,0
Formules d'enchantement apprises,Formules d'enchantement apprises,,178,-1,-1,0,173,0,0,1,6,136243,0,1285,0,0,0,0
Objets désenchantés,Objets désenchantés,,181,-1,-1,0,173,0,0,1,8,136243,0,146,0,0,0,0
Matériaux obtenus par désenchantement,Matériaux obtenus par désenchantement,,183,-1,-1,0,173,0,0,1,7,136243,0,2339,0,0,0,0
Porter et capturer soi-même le drapeau dans le goulet des Chanteguerres.,Capture du drapeau,,199,489,-1,0,14804,0,10,132096,3,236350,0,3500,0,0,0,0
Rapporter 50 drapeaux en défense dans le goulet des Chanteguerres.,Défenseur obstiné,Élément de décoration : drapeau des sentinelles d’Aile-argent,200,489,-1,0,14804,0,10,132096,4,236355,0,2383,0,0,0,0
Gagner une bataille pour le goulet des Chanteguerres en moins de 7 minutes.,Goulet expédié,,201,489,-1,0,14804,0,10,0,9,236398,0,8437,0,0,0,0
Prendre le drapeau et le capturer en moins de 75 secondes.,À toute vitesse,,202,489,1,0,14804,0,10,0,16,236353,0,2342,0,0,0,0
"Dans un même goulet des Chanteguerres, tuer 2 porteurs de drapeau avant qu'ils ne quittent la salle du drapeau des Ailes-argent.",Pas de ça chez moi,,203,2106,1,0,14804,0,10,0,14,236362,0,2077,0,0,0,0
"Dans une même bataille pour le goulet des Chanteguerres, porter et capturer 3 fois le drapeau sans mourir.",L'homme de fer,,204,489,-1,0,14804,0,10,0,10,236344,0,3655,0,0,0,0
Tuer 100 porteurs de drapeau dans le goulet des Chanteguerres.,Défenseur suprême,,206,489,1,0,14804,0,10,131072,6,236360,0,3409,0,0,0,0
"Tuer l'ennemi qui porte le drapeau dans la pièce du drapeau du camp ennemi, alors que le drapeau ennemi est dans leur base et sous leur contrôle.",Sauveur du jour,,207,489,-1,0,14804,1,10,0,18,132308,0,13704,0,0,0,0
Remporter la victoire à l’Œil du cyclone.,Victoire dans l’Œil du cyclone,,208,566,-1,0,14803,0,10,0,1,236392,0,1763,0,0,0,0
Obtenir 100 victoires dans l’Œil du cyclone.,Vétéran de l’Œil du cyclone,,209,566,-1,208,14803,0,10,131072,2,236383,0,1766,0,0,0,0
"Pendant que votre équipe possède 4 bases dans l’Œil du cyclone, prenez vous-même le drapeau et capturez-le.",Fierté du cyclone,,211,566,-1,0,14803,0,10,0,12,236354,0,183,0,0,0,0
Porter et capturer soi-même le drapeau dans l’Œil du cyclone.,Au centre du cyclone,Élément de décoration : bannière de champ de bataille non contestée,212,566,-1,0,14803,0,10,132224,7,236349,0,5265,0,0,0,0
Tuer 5 porteurs de drapeau dans une même bataille pour l’Œil du cyclone.,Le cyclone détruit tout sur son passage,Élément de décoration : drapeau de champ de bataille de Raz-de-Néant,213,566,-1,0,14803,0,10,132224,6,236359,0,5778,0,0,0,0
Gagner une bataille pour l’Œil du cyclone en moins de 6 minutes.,Rafale,,214,566,-1,0,14803,0,10,0,5,236393,0,3145,0,0,0,0
"Dans une même bataille pour l’Œil du cyclone, capturer le drapeau 3 fois sans mourir.",En route pour la gloire,,216,566,-1,0,14803,0,10,0,8,135739,0,5268,0,0,0,0
Remporter la victoire dans la vallée d’Alterac.,Victoire dans la vallée d’Alterac,,218,30,-1,0,14801,0,10,0,1,236388,0,6278,0,0,0,0
Obtenir 100 victoires dans la vallée d’Alterac.,Vétéran de la vallée d’Alterac,,219,30,-1,218,14801,0,10,131072,4,236382,0,3874,0,0,0,0
Gagner la bataille pour la vallée d’Alterac sans perdre une tour ou un capitaine. Vous devez également contrôler toutes les tours de la Horde.,La perfection selon les Foudrepiques,,220,30,1,0,14801,0,20,0,13,133431,0,3823,0,0,0,0
Prendre 50 cimetières dans la vallée d’Alterac.,Pilleur de tombes d’Alterac,Élément de décoration : bannière renforcée de l’Alliance,221,30,-1,0,14801,0,10,132096,5,236399,0,186,0,0,0,0
Défendre 50 tours dans la vallée d’Alterac.,Défense des tours,Élément de décoration : bannière renforcée de la Horde,222,30,-1,0,14801,0,10,132096,6,236351,0,3358,0,0,0,0
"Dans la vallée d’Alterac, tuer un ennemi dans le Champ sanglant avant qu’il ne soit descendu de monture.",La proie la plus faible,,223,30,-1,0,14801,0,10,131072,12,236361,0,3412,0,0,0,0
"Dans la vallée d’Alterac, tuer 50 ennemis dans le hall des Loups-de-givre.",Défenseur loyal,,224,30,0,0,14801,0,10,131072,7,236368,0,4479,0,0,0,0
Gagner dans la vallée d’Alterac tandis que votre équipe contrôle les deux mines.,Chaque détail compte,,225,30,1,0,14801,0,10,0,9,236389,0,3835,0,0,0,0
Gagner dans la vallée d’Alterac en 6 minutes.,L’Alterac express,,226,30,-1,0,14801,0,20,0,11,236390,0,7771,0,0,0,0
Infliger 300 000 points de dégâts ou prodiguer 300 000 points de soins au cours d’un même champ de bataille. Les dégâts ou les soins doivent cibler des personnages-joueurs.,Contrôle des dégâts,,227,-1,-1,0,95,1,10,0,37,236374,0,990,0,0,0,0
Obtenir 30 victoires honorables au cours d'un même champ de bataille.,Le Faucheur,Élément de décoration : drapeau de duel de la Horde,229,-1,-1,0,95,1,10,132096,32,136177,0,914,0,0,0,0
Accomplir les hauts faits de champ de bataille listés ci-dessous.,Maître de guerre,Titre : maître ou maîtresse de guerre,230,-1,1,0,95,0,50,143360,41,236591,0,4965,0,0,0,0
Asséner 20 coups fatals sans mourir au cours de la même bataille sur n'importe quel champ de bataille.,Boulet de démolition,Élément de décoration : drapeau de duel de l’Alliance,231,-1,-1,0,95,1,10,132096,38,132364,0,3855,0,0,0,0
Asséner un coup fatal sous berserker dans l’Œil du cyclone.,Berserker assoiffé de sang,,233,566,-1,0,14803,0,10,0,11,136012,0,5215,0,0,0,0
Obtenir une victoire honorable.,Une victoire honorable,,238,-1,-1,0,95,0,10,0,1,236647,0,5218,0,0,0,0
Obtenir 25 000 victoires honorables.,25 000 victoires honorables,,239,-1,-1,509,95,0,10,135168,9,236657,0,5221,0,0,0,0
Asséner un coup fatal apportant une victoire honorable sur un membre de chaque classe.,"Ça, c'est la classe",,245,-1,-1,0,95,0,10,131072,14,132092,0,6934,0,0,0,0
Asséner un coup fatal apportant une victoire honorable sur toutes les races de la Horde.,Connais ton ennemi...,,246,-1,1,0,95,0,10,131072,15,132155,0,6264,0,0,0,0
Faire l'emote /serrer sur un ennemi mort avant qu'il ne libère l'esprit.,"Faites l'amour, pas la guerre",,247,-1,-1,0,95,0,10,0,17,135767,0,8295,0,0,0,0
Découvrir la chemise blanche de smoking et le pantalon de smoking noir en ouvrant des œufs vivement colorés pendant la fête du Jardin des nobles.,Habits du dimanche,,248,-1,-1,0,159,0,10,0,5,135012,0,8291,0,0,0,0
Découvrir une robe de soirée en ouvrant des œufs vivement colorés pendant la fête du Jardin des nobles.,Tenue de soirée,,249,-1,-1,0,159,0,10,0,6,132645,0,4669,0,0,0,0
Obtenir 50 victoires honorables en étant déguisé en petit assistant grâce au Fabulovolt PX-238 Hiver.,Petits assistants entre amis,,252,-1,-1,0,156,0,10,131200,3,236703,0,4724,0,0,0,0
Tuer le Cavalier sans tête avant les nouveaux évènements saisonniers de 2023.,"Ramenez-moi la tête de… Oh, mince…",,255,-1,-1,0,15274,0,0,2048,79,134015,0,1673,0,0,0,0
Lancer une boule de neige sur Baine Sabot-de-Sang pendant la fête du Voile d'hiver.,Blague de Noël,,259,-1,0,0,156,1,10,0,4,132387,0,20082,0,0,0,0
Avoir crée 12 bracelets de breloques ravissantes.,Le charme opère,,260,-1,-1,0,15274,0,0,133120,82,133334,0,2103,0,0,0,0
Tuer Ahune dans les enclos aux esclaves.,Tel est glacé qui croyait geler,,263,-1,-1,0,161,1,10,0,1,135861,0,5612,0,0,0,0
Danser au mât enrubanné pendant 60 secondes après avoir revêtu l'ensemble du solstice complet.,La danse du feu,,271,-1,-1,0,161,0,10,0,2,236216,0,7608,0,0,0,0
Jongler avec 40 torches en 15 secondes à Dalaran.,Jongleur,,272,-1,-1,0,161,0,10,0,47,135433,0,2097,0,0,0,0
Sauver Metzen le renne.,Allez Metzen !,,273,-1,-1,0,156,1,10,0,1,236707,0,5556,0,0,0,0
"Obtenir l’Œuf d’Egbert, Willy l’Endormi et le Collier de dressage d’elekk.",Nounou chevronnée,,275,-1,-1,0,163,0,50,131072,7,134505,0,3662,0,0,0,0
"Pendant la fête du Voile d'hiver, porter 3 pièces des atours d'hiver et manger un gâteau aux fruits secs de Graccu.",Vive le vent d'hiver,,277,-1,-1,0,156,0,10,0,7,132934,0,4076,0,0,0,0
Achever la quête de récupération des friandises volées des Gourmandises Fumebois et recevoir un grand merci des Gourmandises Fumebois.,A-BO-MI-NA-BLE !,,279,-1,-1,0,156,1,10,0,9,133170,0,14224,0,0,0,0
Compétence en secourisme,Compétence en secourisme,,281,-1,-1,0,178,0,0,1,5,136243,0,458,0,0,0,0
Être transformé sous tous les costumes listés ci-dessous.,La grande mascarade,,283,-1,-1,0,158,0,10,131072,14,236548,0,4423,0,0,0,0
Collectionner les 24 différents masques listés ci-dessous.,Un masque en toutes occasions,,284,-1,-1,0,158,0,20,131072,8,133567,0,3964,0,0,0,0
Manger tellement de bonbons farceurs que vous en attrapez mal au ventre.,"Vas-y, parle !",,288,-1,-1,0,158,0,10,0,2,136182,0,9018,0,0,0,0
Achever l'une des quêtes demandant de sauver un village du Cavalier sans tête.,Le sauveur de la Sanssaint,,289,-1,-1,0,158,1,10,0,6,236545,0,3849,0,0,0,0
Utiliser des citrouilles de la Sanssaint lestées pour mettre des têtes de citrouilles sur chacune des races listées ci-dessous.,Attention à la tête,,291,-1,-1,0,158,0,10,131072,13,133661,0,8,0,0,0,0
Obtenir un sprotchelin sinistre et le casque de la Sanssaint en butin ou dans les bonbons farceurs lors des évènements de la Sanssaint.,L'appel sinistre,,292,-1,-1,0,158,0,10,131072,15,236547,0,5513,0,0,0,0
"Rassembler 3 pièces de la tenue de la fête des Brasseurs, se soûler et danser à Dalaran.",Trouble-fête,,293,571,-1,0,162,0,10,0,9,133696,0,448,0,0,0,0
Tuer Coren Navrebière.,Faites la fête au brasseur,,295,230,-1,0,162,0,10,0,8,134159,0,3232,0,0,0,0
Obtenir une monture de la fête des Brasseurs ou transformer la vôtre à l'aide de houblon de la fête des Brasseurs.,Qui veut s'abreuver loin aménage sa monture,,303,-1,-1,0,162,1,10,131072,10,132620,0,842,0,0,0,0
Gagner le concours de pêche de Baie-du-Butin.,Maître pêcheur d'Azeroth,,306,-1,-1,0,171,1,20,0,20,133892,0,4432,0,0,0,0
,Nombre total de morts causées par la faction adverse,,318,-1,-1,0,21,0,0,1,2,136243,0,4712,0,0,0,0
Duels gagnés,Duels gagnés,,319,-1,-1,0,154,0,0,1,1,136243,0,8204,0,0,0,0
Duels perdus,Duels perdus,,320,-1,-1,0,154,0,0,1,3,136243,0,22,0,0,0,0
Argent obtenu en récompense de quêtes,Argent obtenu en récompense de quêtes,,326,-1,-1,0,140,0,0,1,4,136243,0,10543,0,0,0,0
Quantité totale d'argent obtenu,Quantité totale d'argent obtenu,,328,-1,-1,0,140,0,0,1,1,136243,0,2744,0,0,0,0
Mises en vente à l'hôtel des ventes,Mises en vente à l'hôtel des ventes,,329,-1,-1,0,140,0,0,1,6,136243,0,15895,0,0,0,0
Nombre d'achats à l'hôtel des ventes,Nombre d'achats à l'hôtel des ventes,,330,-1,-1,0,140,0,0,1,7,136243,0,2083,0,0,0,0
Enchère la plus importante à l'hôtel des ventes,Enchère la plus importante à l'hôtel des ventes,,331,-1,-1,0,140,0,0,1,8,136243,0,264,0,0,0,0
Plus grosse vente à l'hôtel des ventes,Plus grosse vente à l'hôtel des ventes,,332,-1,-1,0,140,0,0,1,9,136243,0,2750,0,0,0,0
Argent ramassé,Argent ramassé,,333,-1,-1,0,140,0,0,1,3,136243,0,2753,0,0,0,0
Plus grande quantité d'argent possédée,Plus grande quantité d'argent possédée,,334,-1,-1,0,140,0,0,1,14,136243,0,2,0,0,0,0
Mascottes possédées,Mascottes possédées,,338,-1,-1,0,15219,0,0,1,1,136243,0,5294,0,0,0,0
Bandages utilisés,Bandages utilisés,,344,-1,-1,0,145,0,0,1,1,136243,0,1930,0,0,0,0
Potions de soins consommées,Potions de soins consommées,,345,-1,-1,0,145,0,0,9,4,136243,0,5882,0,0,0,0
Boissons consommées,Boissons consommées,,346,-1,-1,0,145,0,0,1,16,136243,0,5924,0,0,0,0
Denrées consommées,Denrées consommées,,347,-1,-1,0,145,0,0,9,19,136243,0,15901,0,0,0,0
Trajets aériens empruntés,Trajets aériens empruntés,,349,-1,-1,0,134,0,0,1,1,136243,0,2442,0,0,0,0
Portails de mages empruntés,Portails de mages empruntés,,350,-1,-1,0,134,0,0,1,3,136243,0,921,0,0,0,0
Nombre d'utilisations de la pierre de foyer,Nombre d'utilisations de la pierre de foyer,,353,-1,-1,0,134,0,0,1,5,136243,0,467,0,0,0,0
Victoires en 5c5,Victoires en 5c5,,362,-1,-1,0,152,0,0,524289,4,136243,0,532,0,0,0,0
Matchs en 5c5,Matchs en 5c5,,363,-1,-1,0,152,0,0,524289,3,136243,0,6137,0,0,0,0
Victoires en 3c3,Victoires en 3c3,,364,-1,-1,0,152,0,0,1,6,136243,0,2445,0,0,0,0
Matchs en 3c3,Matchs en 3c3,,365,-1,-1,0,152,0,0,1,5,136243,0,6144,0,0,0,0
Victoires en 2c2,Victoires en 2c2,,366,-1,-1,0,152,0,0,1,8,136243,0,6151,0,0,0,0
Matchs en 2c2,Matchs en 2c2,,367,-1,-1,0,152,0,0,1,7,136243,0,539,0,0,0,0
,Meilleure cote personnelle en 2c2,,370,-1,-1,0,152,0,0,1,45,136243,0,10139,0,0,0,0
,Meilleure cote équipe en 2c2,,374,-1,-1,0,152,0,0,524289,48,136243,0,4040,0,0,0,0
Victoires honorables en extérieur,Victoires honorables en extérieur,,381,-1,-1,0,136,0,0,1,2,136243,0,6158,0,0,0,0
Victoires honorables en champs de bataille,Victoires honorables en champs de bataille,,382,-1,-1,0,136,0,0,1,4,136243,0,973,0,0,0,0
Victoires honorables en arène,Victoires honorables en arène,,383,-1,-1,0,136,0,0,1,3,136243,0,983,0,0,0,0
Tuer 50 personnages ennemis dans n'importe laquelle de vos capitales.,Défenseur de la ville,,388,-1,1,0,95,0,10,131200,20,236593,0,4372,0,0,0,0
Obtenir le bijou Maître de l'arène dans l'arène des Gurubashi.,Maître de l'arène des Gurubashi,,389,-1,-1,0,95,1,10,0,18,133608,0,8047,0,0,0,0
