ID,DisplayName_lang,Description_lang,Field_9_0_1_33978_001,MatQualityWeight,Field_10_0_0_44649_004
476,10.1 Optional Reagent - Season 2 - End Game Upgrade,"Des plans, patrons et recettes pour de l’équipement épique des îles aux Dragons fabriqué avec une étincelle d’ombreflamme.",0,0,0
477,Pièce d’armure trempée dans l’ombreflamme,"Des plans, patrons et recettes pour la plupart des armures épiques sans embellissement des îles aux Dragons.",0,0,0
478,Précognition,Nombreux plans d’armures et d’accessoires des îles aux Dragons.,0,0,0
479,Pas du tout de la précognition,Nombreux plans d’armures et d’accessoires des îles aux Dragons.,0,0,0
480,Alliage de l’ombre,,0,33,1
481,Parachute de secours,"Des plans, patrons et recettes pour de l’équipement épique sans embellissement des îles aux Dragons.",0,0,0
483,Trousse médicale de campagne,"Des plans, patrons et recettes pour de l’équipement épique sans embellissement des îles aux Dragons.",0,0,0
486,Bandage en trame-sauvage,,0,34,1
487,Châsse,,0,0,3
488,Châsse,,0,0,3
489,Châsse,,0,0,3
490,10.2 Professions - Shared - Season 3 Upgrade,,2,0,0
491,10.2 Optional Reagent - Season 3 - End Game Upgrade,"Des plans, patrons et recettes pour de l’équipement épique des îles aux Dragons fabriqué avec une étincelle des rêves.",0,0,0
492,Potion de vitalité flétrissante,,0,21,1
493,Conduit verdoyant,"Des plans, patrons et recettes pour la plupart des armures épiques sans embellissement des îles aux Dragons.",0,0,0
494,Cimier d’honneur inférieur,"Objets épiques pour les emplacements de cou, de dos, de poignets ou de doigts pouvant être fabriqués avec une étincelle des rêves.",0,0,0
495,Trophée de conquête inférieur,"Objets épiques pour les emplacements de cou, de dos, de poignets ou de doigts pouvant être fabriqués avec une étincelle des rêves.",0,0,0
496,Cimier d’honneur,"Objets épiques pour les emplacements d’épaules, de mains, de taille ou de pieds pouvant être fabriqués avec une étincelle des rêves.",0,0,0
497,Trophée de conquête,"Objets épiques pour les emplacements d’épaules, de mains, de taille ou de pieds pouvant être fabriqués avec une étincelle des rêves.",0,0,0
498,Cimier d’honneur supérieur,"Objets épiques pour les emplacements de tête, de torse ou de jambes pouvant être fabriqués avec une étincelle des rêves.",0,0,0
499,Trophée de conquête supérieur,"Objets épiques pour les emplacements de tête, de torse ou de jambes pouvant être fabriqués avec une étincelle des rêves.",0,0,0
500,Charme de soigneur du Rêve,"Des plans, patrons et recettes pour la plupart des armures épiques sans embellissement des îles aux Dragons.",0,0,0
505,Châsse,,0,0,3
506,Châsse,,0,0,3
507,Attache verdoyante,"Des plans, patrons et recettes pour la plupart des équipements épiques sans embellissement des îles aux Dragons.",0,0,0
