ID,Name_lang,Description_lang,CovenantID,Level,Icon,Field_10_2_6_53840_005,UiOrder,SpellID
1236,Bubulle,"|cFF00ccffMascotte de Dragonflight|r|n|cFF1eff00Mascotte de Plunderstorm|r|n|nDébloque la mascotte Bubulle. Dans Plunderstorm, Da’kash Vilcomptable peut invoquer votre mascotte pour vous.|n|n« Il vous suit partout ! »",23,11,2027915,0,0,439477
1237,Gants sans doigts du faussaire,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de gants sans doigts du faussaire.|n|n« Pour les gens qui maîtrisent l’escamotage. »,23,12,1026773,0,0,439458
1238,Sabre en noiracier,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de sabre en noiracier. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Pour les bretteurs les plus talentueux. »",23,13,960919,0,0,439391
1239,Brogues silencieuses,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de brogues silencieuses.|n|n« Parfois, la meilleure défense, c’est une bonne cachette. »",23,14,590806,0,0,439450
1240,Chausses tissées à la main,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de chausses tissées à la main.|n|n« Un cadeau de la part de votre capitaine. C’est du sur-mesure ! »,23,15,1981728,0,0,439452
1241,Multicoup merveilleux,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de multicoup merveilleux. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Ne pas pointer vers le visage. »",23,16,135628,0,0,439394
1242,Beau doublet cramoisi,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de beau doublet cramoisi.|n|nDébloque aussi la tenue de moussaillon chic dans Plunderstorm. Pour changer de tenue, allez voir Da’kash Vilcomptable.",23,17,5519312,0,0,439454
1243,Fendoir en fer ensanglanté,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de fendoir en fer ensanglanté. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Une hache sanguinaire pour pirate sanguinaire ! »",23,18,1092278,0,0,439392
1244,Drapé délavé par le temps,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de drapé délavé par le temps.|n|n« C’est ""résistant à l’eau"", et pas ""imperméable"". Ne sautez pas dans le lac. »",23,19,2124014,0,0,439456
1245,Plumocéan royal,"|cFF00ccffMonture de Dragonflight|r|n|nDébloque le plumocéan royal, une monture volante.|n|n« Avec tous les pillages que vous avez faits, ce serait un crime de ne pas avoir de perroquet. »",23,20,4395379,0,0,437517
1246,Casquette de capitaine de la tempête,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de casquette de capitaine de la tempête.|n|n« Un beau chapeau pour capitaine en pleine tempête ! »,23,21,1676418,0,0,439446
1247,Sceau doré de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de sceau doré de seigneur du pillage. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Brandissez le bâton du seigneur du pillage et formez un équipage digne de ce nom ! »",23,22,5581310,0,0,439382
1248,Crispins de seigneur du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de crispins de seigneur du pillage.|n|n« Crispins dorés pour l’élite des pirates. »,23,23,5559628,0,0,439375
1249,Sac de deniers pillés,|cFF00ccffRécompense de Dragonflight|r|n|nDébloque 250 deniers dans la cache de collecte de Hurlevent ou Orgrimmar.,23,24,975746,0,0,437507
1250,Cordelière dorée de seigneur du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de cordelière dorée de seigneur du pillage.|n|n« La ceinture avec le grand crâne doré fait vraiment ressortir l’ensemble. »,23,25,5559626,0,0,439373
1251,Chapardeurs de seigneur du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de chapardeurs de seigneur du pillage.|n|n« Tellement soyeux. »,23,26,5559630,0,0,439377
1252,Tranche-cou de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de tranche-cou de seigneur du pillage. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Un outil indispensable dans l’arsenal d’un seigneur pirate. »",23,27,5580802,0,0,439386
1253,Socques de seigneur du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de socques de seigneur du pillage.|n|n« Il ne faudrait pas les couvrir de boue. »,23,28,5559627,0,0,439372
1254,Chausses raffinées de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de chausses raffinées de seigneur du pillage.|n|n« Maintenant, vous pouvez dire que vous avez le plus beau pantalon. »",23,29,5559632,0,0,439378
1255,Glamrok,"|cFF00ccffMascotte de Dragonflight|r|n|cFF1eff00Mascotte de Plunderstorm|r|n|nDébloque la mascotte Glamrok. Dans Plunderstorm, Da’kash Vilcomptable peut invoquer votre mascotte pour vous.|n|n« Un autre amateur de butin. »",23,30,5559624,0,0,439478
1256,Belle rapière de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de belle rapière de seigneur du pillage. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Pour frapper en plein cœur. »",23,31,5581649,0,0,439383
1257,Canon à main de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de canon à main de seigneur du pillage. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Sent l’or et la poudre à canon. »",23,32,5581325,0,0,439388
1258,Coffre de deniers pillés,|cFF00ccffRécompense de Dragonflight|r|n|nDébloque 500 deniers dans la cache de collecte de Hurlevent ou Orgrimmar.,23,33,4696085,0,0,437510
1259,Gilet de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de gilet de seigneur du pillage.|n|n« Porter un gilet, c’est la classe assurée. »",23,34,5559633,0,0,439370
1260,Cape de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de cape de seigneur du pillage.|n|n« Rouge et or assortis, évidemment. »",23,35,5559629,0,0,439379
1261,Sabre d’abordage en argent de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de sabre d’abordage en argent de seigneur du pillage. Pour changer d’apparence dans Plunderstorm, allez voir Da’kash Vilcomptable.|n|n« Brille juste comme il faut au soleil quand vous le brandissez. »",23,36,5581315,0,0,439384
1262,Spallières ornées de glands de seigneur du pillage,"|cFF00ccffApparence de Dragonflight|r|n|cFF1eff00Apparence de Plunderstorm|r|n|nDébloque l’apparence de spallières ornées de glands de seigneur du pillage.|n|nDébloque aussi la tenue de moussaillon solide dans Plunderstorm. Pour changer de tenue, allez voir Da’kash Vilcomptable.",23,37,5559634,0,0,439380
1263,Tricorne d’amirauté de seigneur du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de tricorne d’amirauté de seigneur du pillage.|n|n« Un beau heaume empanaché spécialement pour vous. »,23,38,5559631,0,0,439355
1264,Polly l’Emplumée,"|cFF00ccffMonture de Dragonflight|r|n|nDébloque Polly l’Emplumée, une monture draconique.|n|n« Le capitaine vous a offert son propre perroquet géant et caractériel. Bonne chance ! »",23,39,5578050,0,0,437164
1265,Dame ou Seigneur du pillage,|cFF00ccffTitre de Dragonflight|r|n|nDébloque le titre de « Seigneur du pillage » ou « Dame du pillage ».|n|n« Le capitaine vous a conféré le titre de « Dame ou Seigneur du pillage ». Puissent tous vos adversaires finir au fond des mers ! »,23,40,4203076,0,0,439552
1266,Heureux,"|cFF00ccffMascotte de Dragonflight|r|n|cFF1eff00Mascotte de Plunderstorm|r|n|nDébloque la mascotte Heureux. Dans Plunderstorm, Da’kash Vilcomptable peut invoquer votre mascotte pour vous.|n|n« Il est simplement content d’être là. »",23,6,237309,0,1,439475
1267,Moussaillon ou mousaillonne,|cFF1eff00Titre de Plunderstorm|r|n|nDébloque le titre de « moussaillon » ou « moussaillonne » dans Plunderstorm auprès de Da’kash Vilcomptable.|n|n« Le capitaine vous a déclaré officiellement « moussaillon » ou « moussaillonne ». »,23,2,1063033,0,1,438007
1268,Bretteur ou bretteuse,|cFF1eff00Titre de Plunderstorm|r|n|nDébloque le titre de « bretteur » ou « bretteuse » dans Plunderstorm auprès de Da’kash Vilcomptable.|n|n« Vous avez prouvé votre talent au sabre. »,23,10,2060684,0,1,438036
1269,Boucanier ou boucanière,|cFF1eff00Titre de Plunderstorm|r|n|nDébloque le titre de « boucanier » ou « boucanière » dans Plunderstorm auprès de Da’kash Vilcomptable.|n|n« Même la tempête vous craint ! »,23,20,2055037,0,1,438034
1270,Second ou seconde,|cFF1eff00Titre de Plunderstorm|r|n|nDébloque le titre de « second » ou « seconde » dans Plunderstorm auprès de Da’kash Vilcomptable.|n|n« L’art du pillage n’a plus de secret pour vous ! »,23,30,2055032,0,1,438029
1271,Tricorne empanaché minuscule,"|cFF00ccffAmi de Dragonflight|r|n|cFF1eff00Ami de Plunderstorm|r|n|nLorsque vous l’invoquerez, Pépé sera parfois déguisé en Seigneur du pillage. Pour invoquer le petit capitaine dans Plunderstorm, parlez à Da’kash Vilcomptable.",23,24,1044996,0,1,438055
1272,Panneau d’avertissement brun,|cFF00ccffJouet de Dragonflight|r|n|nDébloque le jouet Panneau d’avertissement brun.|n|n« Parfait pour créer votre propre refuge de pirate. »,23,16,2055035,0,1,443715
1273,Un paquet orné d’un tonneau,"|cFF00ccffQuête de Dragonflight|r|n|nUne nouvelle quête attend les personnages-joueurs de niveau 70 à Valdrakken, aux îles aux Dragons.",23,5,236664,0,1,443716
1274,Pince-moi,|CFFa335eeMascotte classique|r|n|nDébloque la mascotte Pince-moi le pillard dans Wrath of the Lich King Classic.|n|n« Attention aux pointes ! »,23,11,5559624,0,1,440575
1275,Polly l’Emplumée,"|CFFa335eeMonture classique|r|n|nDébloque Polly l’Emplumée, une monture volante, dans Wrath of the Lich King Classic.",23,39,5578050,0,1,440578
1311,Monocle de seigneur ou dame du pillage,|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de Monocle de seigneur ou dame du pillage.|n|n« Aide à ne voir que d’un seul œil. »,23,38,5689350,0,0,443376
1312,Tabard de seigneur ou dame du pillage,"|cFF00ccffApparence de Dragonflight|r|n|nDébloque l’apparence de Tabard de seigneur ou dame du pillage.|n|n« Vous avez votre talent pour le pillage, et le capitaine Labarrique vous porte dans son cœur. Affichez fièrement la faveur de votre capitaine. »",23,40,5690395,0,1,443375
