ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
52,Gluth,25,0,0,7829,21,0
53,Gothik le Moissonneur,25,0,0,7830,2,0
54,Grande veuve Faerlina,25,0,0,7831,20,0
55,Grobbulus,25,0,0,7832,3,0
56,Instructeur Razuvious,25,0,0,7834,18,0
57,Horreb,25,0,0,7835,17,0
58,Maexxna,25,0,0,7836,16,0
59,Sartharion,25,0,0,7846,6,0
60,Anub’arak,25,0,0,13296,44,0
61,Dame Murmemort,25,0,0,13298,46,0
62,Toravon la Sentinelle de glace,25,0,0,13291,39,0
63,Trognepus,25,0,0,13304,52,0
64,Glace-Hurlante,25,0,0,13292,40,0
65,Sire Zeliek,25,0,0,7844,8,0
66,Malygos,25,0,0,7847,5,0
67,Seigneur Jaraxxus,25,0,0,13293,41,0
68,Fjola Plaie-lumineuse,25,0,0,13294,42,0
69,Seigneur Gargamoelle,25,0,0,13297,45,0
70,Porte-mort Saurcroc,25,0,0,13299,47,0
71,Reine de sang Lana’thel,25,0,0,13300,48,0
72,Sindragosa,25,0,0,13301,49,0
73,Le roi-liche,25,0,0,13302,50,0
74,Pulentraille,25,0,0,13303,51,0
75,Professeur Putricide,25,0,0,13305,53,0
76,Eydis Plaie-sombre,25,0,0,13295,43,0
77,Maître des runes Molgeim,25,0,0,11021,27,0
78,Thorim,25,0,0,11026,32,0
80,Avoir obtenu le titre de connétable.,0,0,4,0,0,0
81,Connétable,80,0,0,707,1,2
83,Avoir obtenu le titre de lieutenant-commandant.,0,0,4,0,0,0
84,Lieutenant-commandant,83,0,0,711,1,2
86,Avoir obtenu le titre de chevalier.,0,0,4,0,0,0
87,Chevalier,86,0,0,721,1,2
89,Caveau des Mystères (deuxième moitié des caveaux Mogu’shan),0,0,4,0,0,0
90,Les quatre rois,89,1,0,19113,0,16
91,Elegon,89,1,0,19767,1,16
92,Volonté de l’empereur,89,1,0,19115,2,16
97,Lancer 10 pétards de fête en 30 secondes maximum.,0,0,4,0,0,0
98,Lancer 10 pétards de fête en 30 secondes maximum,97,10,0,5755,1,1
103,Honorer les flammes de Kalimdor.,0,0,4,0,0,0
104,Orneval,103,1,0,3076,0,0
105,Île de Brume-Sang,103,1,0,3078,2,0
106,Désolace,103,1,0,3080,4,0
107,Féralas,103,1,0,3082,6,0
108,Teldrassil,103,1,0,3085,11,0
109,Tanaris,103,1,0,3084,10,0
110,Marécage d’Âprefange,103,1,0,3081,5,0
111,Île de Brume-Azur,103,1,0,3077,1,0
112,Silithus,103,1,0,3083,7,0
113,Berceau-de-l’Hiver,103,1,0,3087,13,0
114,Sombrivage,103,1,0,3079,3,0
115,Tarides du Sud,103,1,0,17016,8,0
117,Gagner 10 batailles dans le bassin Arathi en contrôlant les 5 drapeaux.,0,10,5,0,0,8193
118,10 victoires au bassin Arathi en possédant les 5 drapeaux,117,10,0,44976,0,0
120,Vaincre Cyanigosa dans le fort Pourpre en mode héroïque.,0,0,4,0,0,0
121,Cyanigosa,120,1,0,5613,1,2
123,Obtenir un grand mammouth des glaces.,0,1,8,0,0,0
124,Grand mammouth des glaces,123,0,0,7399,3,2
125,Grand mammouth des glaces,123,0,0,7400,4,2
126,Grand mammouth des glaces,123,1,0,7397,1,2
127,Grand mammouth des glaces,123,1,0,7398,2,2
129,Victoire au bassin Arathi par 50 points d’écart ou moins,0,1,8,0,0,0
130,Victoire au bassin Arathi par 50 points d’écart ou moins,129,1,0,1235,0,2
132,Être l’heureux propriétaire du bock de collection de la fête des Brasseurs jaune (2007).,0,1,8,0,0,0
133,Bock de la fête des Brasseurs jaune plein,132,1,0,4073,2,2
134,Bock de la fête des Brasseurs jaune plein,132,1,0,4075,4,2
135,Bock de la fête des Brasseurs jaune plein,132,1,0,4077,6,2
136,Bock de la fête des Brasseurs jaune plein,132,1,0,4076,5,2
137,Bock de la fête des Brasseurs jaune,132,1,0,4072,1,2
138,Bock de la fête des Brasseurs jaune plein,132,1,0,4074,3,2
140,Morts dans le goulet des Chanteguerres,0,0,4,0,0,0
141,Morts dans le goulet des Chanteguerres,140,0,0,107,0,0
143,Morts causées par Drek’Thar,0,0,4,0,0,0
144,Tué par Drek’Thar,143,0,0,456,1,0
146,Objets désenchantés,0,0,4,0,0,0
147,Objets désenchantés,146,0,0,4991,1,0
149,Obtenir 225 points de compétence en secourisme.,0,0,4,0,0,0
150,Obtenir 225 points de compétence en secourisme.,149,225,0,5592,1,2
152,Vaincre Kil’jaeden sur le Plateau du Puits de soleil.,0,1,8,0,0,0
153,Kil’jaeden,152,1,0,3261,1,2
154,Couronne de Dath’Remar,152,1,0,4648,24,2
155,Collerette de pureté des Arcanes,152,1,0,4650,26,2
156,Masque de chasseur furieux,152,1,0,4652,28,2
157,"Apolyon, l’Etripeur d’âme",152,1,0,4597,2,2
158,Cape du péché impardonnable,152,1,0,4599,4,2
159,Coiffe d’Alleria,152,1,0,4600,5,2
160,Capuche de Gul’dan,152,1,0,4602,7,2
161,Couronne d’Anasterian,152,1,0,4604,9,2
162,Cœur de l’Apocalypse,152,1,0,4605,10,2
163,Marteau de sanctification,152,1,0,4609,14,2
164,Garde-mains de l’aube,152,1,0,4612,17,2
165,Heaume de la piété ardente,152,1,0,4613,18,2
166,Solembrase,152,1,0,4614,19,2
167,Gantelets de forestier thalassien,152,1,0,4616,21,2
168,Heaume de la résolution d’Uther,152,1,0,4651,27,2
169,Semblance fourbe,152,1,0,4607,12,2
170,Couvre-chef d’Ursol le Sage,152,1,0,4601,6,2
171,Collerette de sombre conjurateur,152,1,0,4606,11,2
172,Cape d’Antonidas rapiécée,152,1,0,4615,20,2
173,Garde-mains des mondes profanés,152,1,0,4611,16,2
174,Voile du chef Ner’zhul,152,1,0,4653,29,2
175,Bâton doré des Sin’dorei,152,1,0,4608,13,2
176,Main du Trompeur,152,1,0,4610,15,2
177,"Thori’dal, la Fureur des étoiles",152,1,0,4617,22,2
178,Couvre-chef d’Ursoc le Puissant,152,1,0,4647,23,2
179,Gants du pouvoir de Tyri,152,1,0,4649,25,2
180,Poignes douloureuses de la région frontalière,152,1,0,4598,3,2
181,Capuche de la pureté de la Lumière,152,1,0,4603,8,2
183,"Pendant que votre équipe possède 4 bases dans l’Œil du cyclone, prenez vous-même le drapeau et capturez-le.",0,1,4,0,0,0
184,Capturer un drapeau en possédant les 4 bases,183,1,0,3693,0,2
186,Prendre 50 cimetières dans la vallée d’Alterac.,0,50,5,0,0,8193
187,Prendre 50 cimetières,186,50,0,419,0,1
189,Avoir obtenu le titre de gladiateur vengeur.,0,0,4,0,0,0
190,Gladiateur vengeur,189,1,0,5599,1,2
192,Recevoir 5 pièces des ancêtres.,0,0,4,0,0,0
193,Recevoir 5 pièces des ancêtres,192,5,0,472,1,1
195,Ressuscité par des druides,0,1,5,0,0,0
196,Ressusciter (Rang 7),195,1,0,3815,1,0
197,Ressusciter (Rang 5),195,0,0,4979,3,0
198,Ressusciter (Rang 4),195,0,0,4980,4,0
199,Ressusciter (Rang 2),195,0,0,4982,6,0
200,Ressusciter (Rang 6),195,0,0,4978,2,0
201,Ressusciter (Rang 1),195,0,0,4983,7,0
202,Ressusciter (Rang 3),195,0,0,4981,5,0
204,Gagner un jet de cupidité sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.,0,0,4,0,0,0
205,Jet de cupidité avec un résultat de 100 pour un objet de niveau supérieur à 185.,204,1,0,2358,1,2
207,Respécialisations de talents,0,0,4,0,0,0
208,Respécialisations de talents,207,0,0,3359,1,0
210,Morts de Keli’dan le Briseur (la Fournaise du sang),0,0,4,0,0,0
211,Keli’dan le Briseur,210,1,0,3239,1,0
213,Pêcher un poisson dans chacun des bancs de poissons listés ci-dessous.,0,0,4,0,0,0
214,Banc mixte en eaux saumâtres,213,1,0,3623,1,0
215,Banc de tassergals,213,1,0,3624,2,0
216,Banc d’éperlans,213,1,0,3625,3,0
217,Banc de dards,213,1,0,3626,4,0
218,Banc mixte des hautes-terres,213,1,0,3627,5,0
219,Banc de poissons-spores,213,1,0,3628,6,0
221,Morts de la grande veuve Faerlina (Naxxramas à 25),0,0,4,0,0,0
222,Grande veuve Faerlina,221,1,0,5126,1,0
227,Explorer la toundra Boréenne et révéler les zones voilées de la carte du monde.,0,0,4,0,0,0
228,Ville-temple d’En’kilah,227,0,0,4122,1,0
229,Les champs de Geysers,227,0,0,4134,12,0
230,Point d’accostage de Garrosh,227,0,0,4126,5,0
231,Avant-poste de Bor’gorok,227,0,0,4129,8,0
232,Grève des Courcinglants,227,0,0,4124,3,0
233,Les tanières du Trépas,227,0,0,4135,13,0
234,Caravane de Mâchoire-d’acier,227,0,0,4123,2,0
235,Kaskala,227,0,0,4125,4,0
236,Le séjour de la Mort,227,0,0,4127,6,0
237,Escarpement d’Ambre,227,0,0,4130,9,0
238,Bastion Chanteguerre,227,0,0,4131,10,0
239,Donjon de la Bravoure,227,0,0,4132,11,0
240,Frimarra,227,0,0,4128,7,0
248,Vaincre l’empereur Dagran Thaurissan.,0,1,8,0,0,0
249,Le destin du Royaume,248,1,0,4262,2,2
250,Un sauvetage royal,248,1,0,4263,3,2
251,Empereur Dagran Thaurissan,248,1,0,3266,1,2
253,Vaincre le Sombre Maître Gandling,0,0,4,0,0,0
255,Sombre Maître Gandling,253,1,0,19263,0,2
257,Triompher des pièges maléfiques qui hantent Stratholme.,0,0,4,0,0,0
258,Seigneur Aurius Vaillefendre,257,1,0,18471,2,0
259,Balnazzar,257,1,0,550,1,0
261,Morts d’Aeonus (Ouverture de la Porte des ténèbres),0,0,4,0,0,0
262,Aeonus,261,1,0,3247,1,0
264,Enchère la plus importante à l’hôtel des ventes,0,0,4,0,0,0
265,Enchère la plus élevée,264,0,0,4222,1,8
267,Gagner dans l’Œil du cyclone par 1600 à 0.,0,1,8,0,0,0
268,Victoire par 1 600 à 0,267,1,0,1238,0,2
270,Gagner un jet de besoin sur un objet supérieur au niveau 185 et de qualité supérieure ou mieux en obtenant 100.,0,0,4,0,0,0
271,Jet de besoin avec un résultat de 100 pour un objet de niveau supérieur à 185,270,1,0,2412,1,2
273,Morts du prince Malchezaar (Karazhan),0,0,4,0,0,0
274,Prince Malchezaar,273,1,0,3254,1,0
276,Morts du chef Ukorz Scalpessable (Zul’Farrak),0,0,4,0,0,0
277,Chef Ukorz Scalpessable,276,1,0,3265,1,0
279,Avoir obtenu le titre de seigneur de guerre.,0,0,4,0,0,0
280,Seigneur de guerre,279,0,0,728,1,2
282,Avoir obtenu le titre de général.,0,0,4,0,0,0
283,Général,282,0,0,729,1,2
285,Statistic: Élixirs consumed,0,0,5,0,0,0
286,Élixir de force du lion,285,0,0,4370,42,0
287,Élixir d’agilité majeure,285,0,0,4371,43,0
288,Élixir de défense majeure,285,0,0,4372,44,0
289,Élixir magesang majeur,285,0,0,4376,48,0
290,Élixir de puissance de l’Ombre majeure,285,0,0,4377,49,0
291,Élixir de défense puissante,285,0,0,4381,53,0
292,Élixir arcanique supérieur,285,0,0,4402,74,0
293,Poudre de scorpok terrestre,285,0,0,4403,75,0
294,Élixir de sagesse,285,0,0,4395,67,0
295,Élixir de la mangouste,285,0,0,4396,68,0
296,Élixir de force gangrené,285,0,0,4399,71,0
297,Don d’Arthas,285,0,0,4400,72,0
298,Élixir de sangrelle,285,0,0,4342,14,0
299,Élixir de détection des Morts-vivants,285,0,0,4353,25,0
300,Élixir de taille de géant,285,0,0,4360,32,0
301,Élixir d’agilité supérieure,285,0,0,4362,34,0
302,Élixir arcanique,285,0,0,4341,13,0
303,Potion de cortex cérébral,285,0,0,4344,16,0
304,Élixir de force puissante,285,0,0,4384,56,0
305,Élixir d’agilité mineure,285,0,0,4385,57,0
306,Élixir de puissance de l’Ombre,285,0,0,4389,61,0
307,Élixir d’esprit,285,0,0,4390,62,0
308,Brillance de Zanza,285,0,0,4337,0,0
309,Rapidité de Zanza,285,0,0,4339,11,0
310,Élixir terrestre,285,0,0,4345,17,0
311,Élixir de force de brute,285,0,0,4347,19,0
312,Élixir de défense,285,0,0,4349,21,0
313,Élixir de tueur de démon,285,0,0,4350,22,0
314,Élixir de détection des démons,285,0,0,4351,23,0
315,Élixir de robustesse,285,0,0,4358,30,0
316,Élixir de puissance du Givre,285,0,0,4359,31,0
317,Élixir de maîtrise du Feu supérieure,285,0,0,4364,36,0
318,Élixir d’intelligence supérieure,285,0,0,4365,37,0
319,Élixir de sang de Troll fort,285,0,0,8648,9,0
320,Élixir de défense puissante,285,0,0,8062,80,0
321,Élixir des pensées puissantes,285,0,0,8066,81,0
322,Élixir d’adepte,285,0,0,4340,12,0
323,Élixir de sang de Troll majeur,285,0,0,8074,85,0
324,Élixir d’agilité puissante,285,0,0,4380,52,0
325,Élixir de sang de Troll faible,285,0,0,8076,102,0
326,Élixir de sang de Troll puissant,285,0,0,8077,101,0
327,Élixir de courroux,285,0,0,8078,100,0
328,Élixir d’esquive de varech de sang,285,0,0,8082,96,0
329,Élixir des ombres,285,0,0,8086,92,0
330,Élixir de Drakuru,285,0,0,8087,91,0
331,Élixir protecteur de Zort,285,0,0,8089,89,0
332,Élixir de sagesse draenique,285,0,0,4354,26,0
333,Élixir des géants,285,0,0,4361,33,0
334,Élixir d’agilité inférieure,285,0,0,4369,41,0
335,Élixir de résistance de varech de sang,285,0,0,8083,95,0
336,Élixir de marche sur l’eau,285,0,0,4394,66,0
337,Élixir d’expertise,285,0,0,8063,110,0
338,Cristal de protection,285,0,0,8068,82,0
339,Frisson de Juju,285,0,0,8070,83,0
340,Fuite de Juju,285,0,0,8071,105,0
341,Élixir de précision,285,0,0,8031,87,0
342,Élixir crève-armure,285,0,0,8064,109,0
343,Élixir de vitesse de l’éclair,285,0,0,8065,108,0
344,Braise de Juju,285,0,0,8069,106,0
345,Eau-de-feu des Tombe-hiver,285,0,0,8073,104,0
346,Élixir magesang,285,0,0,8075,103,0
347,Élixir de puissance des sorts,285,0,0,8079,99,0
348,Élixir de sang de worg,285,0,0,8081,97,0
349,Élixir de Videre,285,0,0,8084,94,0
350,Élixir d’Ahuurn,285,0,0,8085,93,0
351,Élixir protecteur de Zort,285,0,0,8088,90,0
352,Puissance de Juju,285,0,0,8072,84,0
353,Élixir des frappes mortelles,285,0,0,8032,86,0
354,Élixir de renforcement,285,0,0,4356,28,0
355,Élixir peau-de-fer,285,0,0,4368,40,0
356,Élixir de force d’ogre,285,0,0,4388,60,0
357,Cocktail de jus de poumon,285,0,0,4404,76,0
358,Esprit de Zanza,285,0,0,4338,10,0
359,Élixir de force majeure,285,0,0,4378,50,0
360,Cristal de concentration,285,0,0,8067,107,0
361,Élixir Brouillecaboche,285,0,0,4406,78,0
362,Élixir de tourbeline,285,0,0,8090,88,0
363,Élixir de pouvoir de guérison,285,0,0,4367,39,0
364,Élixir de maîtrise du Feu majeure,285,0,0,4373,45,0
365,Élixir de puissance du Givre majeure,285,0,0,4375,47,0
366,Élixir de robustesse majeure,285,0,0,4374,46,0
367,Élixir d’œil de chat,285,0,0,4343,15,0
368,Élixir d’agilité,285,0,0,4346,18,0
369,Élixir de vision de rêve,285,0,0,4355,27,0
370,Élixir de maîtrise du Feu,285,0,0,4357,29,0
371,Élixir de défense supérieure,285,0,0,4363,35,0
372,Élixir de respiration aquatique supérieure,285,0,0,4366,38,0
373,Élixir de dissimulation,285,0,0,4348,20,0
374,Élixir de détection de l’invisibilité inférieure,285,0,0,4352,24,0
375,Élixir de maîtrise,285,0,0,4379,51,0
376,Élixir de robustesse puissante,285,0,0,4382,54,0
377,Élixir de magesang puissant,285,0,0,4383,55,0
378,Élixir de défense mineure,285,0,0,4386,58,0
379,Élixir de robustesse mineure,285,0,0,4387,59,0
380,Élixir de défense excellente,285,0,0,4391,63,0
381,Élixir de résistance,285,0,0,4392,64,0
382,Élixir de respiration aquatique,285,0,0,4393,65,0
383,Élixir des sages,285,0,0,4397,69,0
384,Élixir de l’œil inquisiteur,285,0,0,4398,70,0
385,Gomme de gésier,285,0,0,4401,73,0
386,R.O.I.D.S.,285,0,0,4405,77,0
387,Élixir d’assaut,285,0,0,4407,79,0
388,Élixir de gourou,285,0,0,8080,98,0
389,Élixir de la terre profonde,285,0,0,19156,1,0
390,Élixir du cobra,285,0,0,19157,2,0
391,Élixir de précision impossible,285,0,0,19158,3,0
392,Élixir du maître,285,0,0,19159,4,0
393,Élixir de vitesse puissante,285,0,0,19160,5,0
394,Élixir prismatique,285,0,0,19161,6,0
395,Élixir fantôme,285,0,0,19162,7,0
396,Élixir du Naga,285,0,0,19163,8,0
398,Nombre de MDR,0,0,5,0,0,0
399,rire,398,0,0,3238,1,0
400,esclaffer,398,0,0,7194,5,0
401,marrade,398,0,0,7195,2,0
402,ptdr,398,0,0,7196,3,0
403,pouffer,398,0,0,7197,4,0
405,Explorer Teldrassil et révéler les zones voilées de la carte du monde.,0,0,4,0,0,0
406,Brise-Stellaire,405,1,0,1305,8,0
407,La clairière de l’Oracle,405,1,0,1306,9,0
408,Lac d’Aigue-vive,405,1,0,1307,10,0
409,Darnassus,405,1,0,1308,11,0
410,Lac Al’Ameth,405,1,0,1303,6,0
411,Sombrevallon,405,1,0,1299,1,0
412,Creux de Ban’ethil,405,1,0,1300,4,0
413,Camp des Pins-tordus,405,1,0,1302,5,0
414,Rut’theran,405,1,0,1309,12,0
415,Bassins d’Arlithrien,405,1,0,1304,7,0
416,La Faille,405,1,0,14088,2,0
417,Dolanaar,405,1,0,14089,3,0
419,Gagner dans le goulet des Chanteguerres.,0,1,8,0,0,0
420,Victoire dans le goulet des Chanteguerres,419,1,0,5899,0,2
422,Obtenir 100 victoires dans le goulet des Chanteguerres.,0,100,5,0,0,8193
423,100 victoires dans le goulet des Chanteguerres,422,100,0,5899,0,1
425,Vaincre Pathaleon le Calculateur en mode héroïque.,0,0,4,0,0,0
426,Pathaleon le Calculateur,425,1,0,3720,1,2
428,Tuer Lor’themar Theron.,0,0,4,0,0,0
429,Lor’themar Theron,428,1,0,483,1,2
431,"Augmenter votre réputation d’inamical à exalté auprès des Grumegueules, de Sporeggar et des Kurenaï.",0,0,4,0,0,0
432,Exalté auprès des Kurenaï,431,42000,0,5337,2,0
433,Exalté auprès de Sporeggar,431,42000,0,4757,3,0
434,Exalté auprès des Grumegueules,431,42000,0,2011,1,0
436,Obtenir les rênes du Cavalier sur le Cavalier sans tête au monastère Écarlate pendant la Sanssaint.,0,1,8,0,0,0
437,Monture du Cavalier sans tête,436,0,0,6160,1,2
439,Avoir obtenu le titre de légionnaire.,0,0,4,0,0,0
440,Légionnaire,439,0,0,733,1,2
448,"Rassembler 3 pièces de la tenue de la fête des Brasseurs, se soûler et danser à Dalaran.",0,0,4,0,0,0
449,/danser,448,1,0,4112,1,2
451,Tuer 15 dindes en 3 minutes.,0,0,4,0,0,0
452,15 dindes en 3 minutes,451,1,0,3821,1,2
454,Savourer un délice au lait au cours d’un pique-nique romantique avec quelqu’un à Dalaran pendant la fête De l’amour dans l’air.,0,0,4,0,0,0
455,Délice au lait au cours d’un pique-nique romantique,454,1,0,4071,1,2
456,Pique-nique romantique,454,1,0,5787,2,2
458,Compétence en secourisme,0,0,4,0,0,0
459,Compétence en secourisme,458,525,0,5592,1,1
461,Aller dans un salon de coiffure et changer de coupe.,0,0,4,0,0,0
462,Aller dans un salon de coiffure et se payer les services du coiffeur.,461,1,0,2341,1,2
464,Lancer 10 fusées d’amour en 20 secondes maximum.,0,0,4,0,0,0
465,Lancer 10 fusées d’amour en 20 secondes maximum,464,10,0,6295,1,1
467,Nombre d’utilisations de la pierre de foyer,0,0,4,0,0,0
468,Pierre de foyer,467,0,0,5008,1,0
469,Souliers de rubis,467,0,0,11719,2,0
470,La fille de l’aubergiste,467,0,0,17387,3,0
472,Explorer le marécage de Zangar et révéler les zones voilées de la carte du monde.,0,0,4,0,0,0
473,Crête des Boues,472,1,0,1648,6,0
474,Le Lagon,472,1,0,1651,9,0
475,Telredor,472,1,0,1649,7,0
476,Refuge Cénarien,472,1,0,1611,1,0
477,Tourbe-Farouche,472,1,0,1612,3,0
478,Umbretourbe,472,1,0,1653,11,0
479,Sporeggar,472,1,0,1654,12,0
480,Havre d’Orebor,472,1,0,1657,15,0
481,Le vallon des Pontes,472,1,0,1658,16,0
482,Rivage des Sombrecrêtes,472,1,0,1667,18,0
483,La Morte-bourbe,472,1,0,1650,8,0
484,Ruines des Flèches jumelles,472,1,0,1652,10,0
485,Terres Ango’rosh,472,1,0,1610,2,0
486,Lac des Furoles,472,1,0,1647,5,0
487,Bastion Ango’rosh,472,1,0,1655,13,0
488,Terres des Écailles-sanglantes,472,1,0,1656,14,0
489,Zabra’jin,472,1,0,1659,17,0
490,Tourbière Taillée,472,1,0,1613,4,0
492,Explorer les Grisonnes et révéler les zones voilées de la carte du monde.,0,0,4,0,0,0
493,Voldrune,492,0,0,4187,10,0
494,Sources de Granit,492,0,0,4182,5,0
495,Camp Oneqwah,492,0,0,4190,13,0
496,Donjon de Drak’Tharon,492,0,0,4179,2,0
497,Gîte Ambrepin,492,0,0,4188,11,0
498,Chantier d’abattage du Ciel bleu,492,0,0,4189,12,0
499,Bastion de la Conquête,492,0,0,4178,1,0
500,Ruines de Drakil’jin,492,0,0,4180,3,0
501,Dun Argol,492,0,0,4181,4,0
502,Grisegueule,492,0,0,4183,6,0
503,Sanctuaire du Croc rageur,492,0,0,4184,7,0
504,Thor Modan,492,0,0,4185,8,0
505,Baie de la KapitalRisk,492,0,0,4186,9,0
506,Campement de la brigade de la marche de l’Ouest,492,0,0,4191,14,0
508,Obtenir une cote personnelle de 2200 en équipe d’arène de 5c5.,0,0,4,0,0,0
509,Cote de 2200,508,2200,0,452,1,2
511,Gagner dans la vallée d’Alterac tandis que votre équipe contrôle les deux mines.,0,0,4,0,0,0
512,Grotte des Kobolds possédée,82730,1,0,3388,0,2
513,Grotte des troggs possédée,82732,1,0,3389,0,2
515,Accomplir les hauts faits Garde-flammes.,0,0,4,0,0,0
516,Garde-flammes de Kalimdor,515,0,0,3200,3,0
517,Garde-flammes d’Outreterre,515,0,0,3201,5,0
518,Garde-flammes des royaumes de l’Est,515,0,0,3199,2,0
519,Garde-flammes du Cataclysme,515,0,0,18216,1,0
520,Garde-flammes du Norfendre,515,0,0,18217,4,0
522,"S’équiper de Sulfuras, Main de Ragnaros.",0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,"Sulfuras, Main de Ragnaros",58228,1,0,318,0,2
526,Être exalté auprès des voltigeurs Chanteguerre.,0,0,4,0,0,0
527,Exalté auprès des voltigeurs Chanteguerre,526,42000,0,5319,1,2
529,Vaincre Keli’dan le Briseur en mode héroïque.,0,0,4,0,0,0
530,Keli’dan le Briseur,529,1,0,3710,1,2
532,Victoires en 5c5,0,0,5,0,0,0
533,Victoires dans les ruines de Lordaeron à 5c5,532,0,0,8601,2,0
534,Victoires en Nagrand à 5c5,532,0,0,8600,3,0
535,Victoires à Dalaran à 5c5,532,0,0,8599,4,0
536,Victoires dans les Tranchantes à 5c5,532,0,0,5726,0,0
537,Victoires dans l’arène des Valeureux à 5c5,532,0,0,8602,1,0
539,Matchs en 2c2,0,0,5,0,0,0
540,Matchs dans l’arène des Valeureux à 2c2,539,0,0,8614,3,0
541,Matchs dans les ruines de Lordaeron à 2c2,539,0,0,8613,2,0
542,Matchs à Dalaran à 2c2,539,0,0,8611,4,0
543,Matchs en Nagrand à 2c2,539,0,0,8612,1,0
544,Matchs dans les Tranchantes à 2c2,539,0,0,5725,0,0
546,Plus grand nombre de réputations révérées ou supérieures,0,0,4,0,0,0
547,Factions révérées,546,0,0,5299,1,0
549,Obtenir 10 000 victoires honorables.,0,0,4,0,0,0
550,Obtenir 10 000 victoires honorables,549,10000,0,13253,1,1
552,Vaincre Nefarian.,0,1,8,0,0,0
553,Nefarian,552,1,0,3273,1,2
554,Chaîne de Therazane,552,1,0,4564,5,2
555,Bottes de la flamme d’ombre,552,1,0,4567,8,2
556,Cuirasse de courroux,552,1,0,4578,19,2
557,Bague de rétorsion d’Archimtiros,552,1,0,4565,6,2
558,Cuirasse du jugement,552,1,0,4580,21,2
559,Corselet de Hurlorage,552,1,0,4581,22,2
560,Robe de transcendance,552,1,0,4584,25,2
561,"Ashkandi, estramaçon de la Confrérie",552,1,0,4566,7,2
562,"Crul’shorukh, le tranchant du chaos",552,1,0,4569,10,2
563,Le seigneur de Rochenoire,552,1,0,4447,2,2
564,Le seigneur de Rochenoire,552,1,0,4448,3,2
565,Cape du seigneur des couvées,552,1,0,4568,9,2
566,Lok’amir il Romathis,552,1,0,4570,11,2
567,Larme de Neltharion,552,1,0,4572,13,2
568,Bâton de la flamme d’ombre,552,1,0,4575,16,2
569,Cuirasse des dix tempêtes,552,1,0,4577,18,2
570,Cuirasse de traqueur de dragon,552,1,0,4579,20,2
571,La corruption de Nefarius,552,1,0,4449,4,2
572,Plastron Croc-de-sang,552,1,0,4576,17,2
573,Talisman de perfidie de Prestor,552,1,0,4573,14,2
574,Bague d’élémentium pur,552,1,0,4574,15,2
575,Robe de vent du Néant,552,1,0,4583,24,2
576,"Mish’undare, coiffure du flagelleur mental",552,1,0,4571,12,2
577,Robe de Némésis,552,1,0,4582,23,2
579,Vaincre Ragnaros.,0,1,8,0,0,0
580,Ragnaros,579,1,0,3272,1,2
581,Ceinturon d’assaut,579,1,0,4544,4,2
582,Bague de Sulfuras,579,1,0,4545,6,2
