ID,Name_lang,Description_lang,Cooldown,Duration,Flags,SchoolMask,IconFileDataID
18,Ailes de fureur,Nérith frappe 3 fois ses ennemis à portée de mêlée et leur inflige $s1 points de dégâts d’Ombre à chaque coup porté.,4,0,0,32,2103919
19,Morsure incendiaire,Des mâchoires de feu mordent l’ennemi le plus proche et lui infligent $s1 points de dégâts de Feu.,4,0,0,4,236167
20,Lancer de stèle,Pierrot lance une stèle du vice qui se fracasse à l’impact et inflige $s1 points de dégâts physiques aux ennemis à portée.,1,0,0,1,236399
21,Esprits de régénération,Kalétar rend $s1 points de vie aux alliés.,4,4,0,1,1022944
22,Faim inextinguible,"Ayeleth draine l’anima des ennemis adjacents, ce qui leur inflige $s1 points de dégâts d’Ombre puis $s2 points supplémentaires par tour.",3,2,0,32,460700
23,DNT JasonTest Taunt Spell,Provocation,0,2,0,0,0
24,Lance rayonnante,Téliah renforce sa lance qui inflige $s1 points de dégâts du Sacré à l’ennemi le plus éloigné et rend $s2 points de vie à l’allié le plus proche.,2,0,0,2,1508065
25,Poings tourbillonnants,"Kythékios frappe tous les ennemis à portée de mêlée à la suite, leur infligeant $s1 points de dégâts du Sacré et se renforçant lui-même pour infliger $s2% de dégâts supplémentaires.",2,3,0,2,2065583
26,Potion de dokteur,"Téléthakas verse une potion dans la gorge d’un allié adjacent, ce qui lui rend $s1 points de vie et augmente son maximum de points de vie de $s2.",3,2,0,8,236882
27,XX - Test - Physical,,0,0,0,1,1059120
28,XX - Test - Melee - Holy,,0,0,0,2,0
29,XX - Test - Melee - Fire,,0,0,0,4,0
30,XX - Test - Melee - Nature,,0,0,0,8,0
31,XX - Test - Melee - Frost,,0,0,0,16,0
32,XX - Test - Melee - Shadow,,0,0,0,32,0
33,XX - Test - Melee - Arcane,,0,0,0,64,0
34,XX - Test - Ranged - Physical,,0,0,0,1,0
35,XX - Test - Ranged - Holy,,0,0,0,2,0
36,XX - Test - Ranged - Fire,,0,0,0,4,0
37,XX - Test - Ranged - Nature,,0,0,0,8,0
38,XX - Test - Ranged - Frost,,0,0,0,16,0
39,XX - Test - Ranged - Shadow,,0,0,0,32,0
40,XX - Test - Ranged - Arcane,,0,0,0,64,0
41,Coup de sac,Le contrebandier porte un coup circulaire avec son sac et inflige des dégâts aux ennemis adjacents.,3,0,0,1,133634
42,JasonTest Passive,,0,0,0,0,0
43,Ponction d’anima,"Siphonne et vous transfère l’anima de l’ennemi le plus éloigné, ce qui lui inflige $s1 points de dégâts d’Ombre et vous rend $s2 points de vie.",1,0,0,32,136212
44,Double estoc,"Poignarde 2 fois l’ennemi le plus proche, ce qui lui inflige $s1 points de dégâts physiques avec le premier couteau et $s2 avec le second.",3,0,0,1,333546
45,Siphonner l’âme,Inflige $s1 points de dégâts des Arcanes à l’ennemi le plus éloigné et récupère $s2 points de vie.,2,0,0,64,136211
46,Bouclier des lendemains,La phalangiste subit 10% de dégâts en moins et protège les alliés à distance de la même façon.,2,1,0,2,517159
47,Aura de défense,"Draven déploie ses ailes pour se protéger, lui et ses alliés, ce qui réduit les dégâts subis de 20%.",0,0,0,32,2182687
48,Marche des ténèbres,Nadjia devient impossible à cibler et récupère $s2 points de vie.,4,1,0,32,451170
49,Exsanguination,"Théotar saigne les ennemis à sa portée, ce qui augmente de $s1% les dégâts qu’ils subissent.",4,4,0,32,999949
50,Frappe de hallebarde,"La hallebardière taillade son ennemi le plus éloigné, ce qui lui inflige $s1 points de dégâts physiques.",3,0,0,1,135576
51,Tempête d’os,Tournoie sur place et inflige $s1 points de dégâts d’Ombre aux ennemis à portée de mêlée.,5,0,0,32,1535071
52,Chant de peste,"Hurle en direction des ennemis à portée, ce qui inflige $s1 points de dégâts de Nature par tour pendant 4 tours.",5,4,0,8,136147
53,Piège de ronces,"Des vrilles sinueuses entravent les ennemis, ce qui leur inflige $s1 points de dégâts de Nature et réduit leurs dégâts de 20% un tour sur deux.",6,6,0,8,1535071
54,Ombres lacérantes,"Rahel taillade avec entrain l’ennemi le plus proche et lance une dague sur l’ennemi le plus éloigné, ce qui inflige $s1 points de dégâts d’Ombre à ses deux victimes.",3,0,0,32,1455921
55,Salutations polies,"Tête-de-Caillasse sourit et frappe poliment les ennemis à portée de mêlée, ce qui leur inflige $s1 points de dégâts physiques.",4,0,0,1,236550
56,Miroir de tourment,Simone manie son miroir avec précision et inflige $s1 points de dégâts des Arcanes à l’ennemi le plus éloigné.,1,0,0,64,458243
57,Leçon d’étiquette,Bogdan rappelle à l’ordre l’ennemi le plus proche et lui inflige $s1 points de dégâts d’Ombre pendant les 3 prochains tours.,5,3,0,32,1544136
58,Casse-tête,"Sybille l’égarée cogne les têtes des ennemis adjacents les unes contre les autres, ce qui leur inflige $s1 points de dégâts physiques.",2,0,0,1,132094
59,Miroirs de regret,Vulca invoque la puissance du deuil et inflige $s1 points de dégâts des Arcanes aux ennemis à sa portée.,3,0,0,64,1020341
60,Crachat acide,Crache de l’acide sur l’ennemi le plus éloigné et lui inflige $s1 points de dégâts de Nature.,2,0,0,8,136007
61,Attaque de mandibule,Frappe l’ennemi le plus proche et lui inflige $s1 points de dégâts de Nature.,4,0,0,8,1508493
62,Encorner,Embroche les ennemis à portée de mêlée avec ses bois et leur inflige $s1 points de dégâts de Nature.,3,0,0,8,454039
63,Hurlement sonique,"Pousse un hurlement strident, inflige $s1 points de dégâts de nature aux adversaires et réduit leurs dégâts de 20% pendant 2 tours.",5,2,0,8,133707
64,Assaut massif,Heurte le sol avec sa carapace et inflige $s1 points de dégâts de Nature aux ennemis.,2,0,0,8,451165
65,Ronger par le doute,Ronge l’ennemi le plus proche et lui inflige $s1 points de dégâts d’Ombre.,2,0,0,32,1398088
66,Heurtoir de goliath,"Frappe un ennemi proche, ce qui inflige $s1 points de dégâts d’Ombre à la cible et à un ennemi se trouvant derrière elle.",1,0,0,32,132323
67,Saut offensif,"Bondit en l’air et frappe l’ennemi le plus éloigné avec une lance d’ombre, ce qui lui inflige $s1 points de dégâts d’Ombre.",3,0,0,32,376832
68,Piétinement brille-sabot,"Frappe l’ensemble des adversaires en mêlée, ce qui leur inflige $s1 points de dégâts du sacré et réduit leurs dégâts de 80% pendant 1 tour.",3,1,1,2,132368
69,DNT JasonTest Ability Spell2,"DNT Test test  Effect 0 Attack points $s0, Effect 1 Attack points % $s1, Effect 2 Flat points $s2, Effect 3 Flat points % $s3",3,2,0,0,461809
70,DNT JasonTest Spell Tooltip,DNT test test test,0,0,0,0,0
71,Lianes revitalisantes,Rend $s1 points de vie à l’allié le plus proche.,2,0,0,8,134413
72,Frappe résonnante,Hala frappe l’ennemi le plus proche et lui inflige $s1 points de dégâts du Sacré. La force de l’impact génère une onde de choc secondaire qui inflige $s2 points de dégâts du Sacré aux ennemis à portée.,4,0,0,2,135891
73,Rayon purificateur,Molako purifie tous les ennemis sur une ligne et leur inflige $s1 points de dégâts du Sacré.,2,0,0,2,135949
74,Reconfiguration : défense,"Ispiron se reconfigure en modifiant l’allocation de ses ressources pour se protéger, ce qui réduit les dégâts qu’il inflige et subit de 40% pendant 3 tours.",5,3,0,2,1405810
75,Bond de volion,Néméa fait appel à un volion amical qui se joint au combat et inflige $s1 points de dégâts physiques à l’ennemi le plus éloigné.,2,0,0,1,3155392
76,Incursion de phalynx,Pélodis fait appel à un phalynx qui charge au cœur du combat et inflige $s1 points de dégâts du Sacré à l’ennemi le plus éloigné.,3,0,0,2,3061647
77,Potions de puissance pénultième,Sika distribue des potions au groupe qui augmentent leurs dégâts de $s1 points du Sacré pendant 3 tours.,5,3,0,2,134749
78,Enchaînement,Clora pourfend les ennemis à portée de mêlée et leur inflige $s1 points de dégâts du Sacré.,1,0,0,2,132338
79,Nova sacrée,"Une puissante lumière irradie de Kosmas, inflige $s1 points de dégâts du Sacré aux ennemis et rend $s2 points de vie aux alliés.",2,0,0,2,135922
80,Choc de l’aube,"La lumière d’Apolon embrase l’ennemi le plus éloigné, ce qui lui inflige $s1 points de dégâts de Feu, puis $s2 points supplémentaires pendant les 2 prochains tours.",3,2,0,4,236216
81,Reconfiguration : renvoi,Bron se reconfigure en invoquant autour de lui des bandes de lumière qui infligent $s1 points de dégâts du Sacré à ceux qui l’attaquent pendant 3 tours.,5,3,0,2,461858
82,Masse punitive,"Plus déterminée que jamais, Kléia inflige $s1 points de dégâts physiques avec sa masse à ceux qui ont l’impudence de l’attaquer.",0,0,0,1,3054888
83,Mener la charge,Kléia charge dans la mêlée et inflige $s1 points de dégâts physiques aux ennemis adjacents.,3,0,0,1,132337
84,Noyau de globe de poussée étincelant,"Mikanikos éblouit les ennemis pendant 2 tours, ce qui réduit leurs dégâts de 100%. Ne peut pas être lancé au début du combat.",4,2,1,64,1990984
85,Plumage résistant,"Mikanikos augmente la durabilité de l’allié le plus proche, ce qui réduit de 50% les dégâts qu’il subit pendant 2 tours.",3,2,1,2,1596903
86,[PH]Placeholder Punch,[PH] Powerfully punches the nearest enemy for $s1 Physical damage.,2,0,0,1,2447782
87,Doute défié,"Pélagos affronte ses peurs et projette de la lumière au visage de ses adversaires, ce qui inflige $s1 points de dégâts du Sacré aux ennemis à portée.",2,0,0,2,132351
88,Méditation de combat,"Pélagos médite, ce qui augmente ses dégâts de 30% et lâche sur les ennemis un souvenir douloureux qui leur inflige $s2 points de dégâts du Sacré.",3,3,0,2,3528283
89,Piège de bardanes épineuses,Le piège de bardanes épineuses de Niya inflige $s1 points de dégâts de Nature à l’ennemi le plus éloigné pendant 2 tours.,4,2,0,8,132309
90,Herbes revigorantes,"Niya revigore les alliés adjacents, ce qui augmente leurs dégâts infligés de 20%.",0,0,0,8,960671
91,Poussière aveuglante,Euphoraile modifie les dégâts infligés par l’ennemi le plus éloigné de $s1 pendant 3 tours.,4,3,0,8,1387618
92,Tourment d’entourloupeur,Noctefeuille inflige $s1 points de dégâts d’Ombre aux ennemis à sa portée pendant 2 tours.,2,2,0,32,1396977
93,Graine sangsue,"Karynmwylyann draine la force de l’ennemi le plus proche, lui inflige $s1 points de dégâts de Nature et récupère $s2 points de vie.",3,0,0,8,464030
94,Lance spore-de-glace,"Chalkyth entaille les ennemis à portée de mêlée avec sa lance et leur inocule une spore de glace, ce qui leur inflige $s1 points de dégâts de Givre par tour pendant 3 tours.",4,3,0,16,135127
95,Frappe lumétoile,"Lloth’wellyn fait appel aux étoiles, ce qui inflige $s1 points de dégâts des Arcanes à l’ennemi le plus éloigné et $s2 points de dégâts des Arcanes aux ennemis à sa portée.",3,0,0,64,651082
96,Essaim d’insectes,"Yira’lya invoque un essaim d’insectes pour tourmenter l’ennemi le plus éloigné, ce qui lui inflige $s1 points de dégâts de Nature et réduit ses dégâts infligés de 30% pendant 2 tours.",4,2,0,8,136045
97,Flèches expéditives,Kota décoche une salve de flèches qui infligent $s1 points de dégâts physiques dans un cône à partir de son ennemi le plus proche.,2,1,0,1,133580
98,Trait d’anima,Sha’lor frappe l’ennemi le plus éloigné avec un trait d’anima formé et lui inflige $s1 points de dégâts des Arcanes.,1,0,0,64,1391777
99,Assaut,"Tez’an attaque à grands coups de crocs, ce qui inflige $s1 points de dégâts de Nature aux ennemis en mêlée.",3,1,0,9,1027879
100,Cœur de la Forêt,Qadarin se soigne à hauteur de $s1 point de dégâts de Nature.,1,0,0,0,136081
101,Graine étrangle-cœur,"La guetteuse Vespérine plante une graine dans l’ennemi le plus proche, ce qui lui inflige $s1 points de dégâts de Nature et augmente les dégâts qu’il subit de 20% pendant 3 tours.",4,3,0,16,960689
102,Fouet de la forêt,Les branches de Grounoumcrouek fouettent dans le vent et infligent $s1 points de dégâts de Nature aux ennemis sur une ligne.,2,0,0,8,133749
103,Papillonnage,Tisse-Rêves double les dégâts infligés par les alliés pendant 2 tours.,4,2,0,8,237573
104,Cocon curatif,"Rend $s1 points de vie à un allié adjacent, mais réduit les dégâts qu’il inflige de 10% lors du prochain tour.",1,1,0,8,656440
105,Tenir le front,Korayn et ses alliés subissent 10% de dégâts en moins.,0,0,0,1,136088
106,Face au danger,"Korayn campe sur ses positions et tranche ses adversaires, ce qui inflige $s1 points de dégâts physiques aux ennemis adjacents.",2,0,0,1,132344
107,Solvant volatil,"Marileth asperge l’ennemi le plus proche, ce qui lui inflige $s1 points de dégâts d’Ombre, puis $s2 points de dégâts d’Ombre supplémentaires pendant 3 tours chaque fois que la cible est touchée.",5,3,0,32,1500943
108,Enrobage glissant de Limus,Marileth rend $s1 points de vie à un allié proche et augmente ses points de vie maximum de 10%.,4,2,0,32,3459800
109,Omoplates dentelées,Les ennemis qui s’attaquent à Heirmir subissent $s1 points de dégâts physiques.,0,0,0,1,134427
110,Broche vorace,La broche d’Heirmir lui rend $s1 points de vie.,1,0,0,32,237519
111,Émission sulfurique,Les vapeurs émises par Éméni infligent $s1 points de dégâts de Nature aux ennemis à portée d’attaque de mêlée.,3,0,0,8,136182
112,Ratiches grinçantes,"La merveilleuse mastication d’Éméni inspire ses alliés proches, ce qui ajoute $s1 points de dégâts d’Ombre à leurs dégâts.",5,3,0,32,132103
113,Jugement du secutor,Mévix juge son adversaire déficient et inflige $s1 points de dégâts de Givre-ombre aux ennemis dans un cône devant lui.,4,0,0,48,135401
114,Reconstruction,Gunn récupère $s1 points de vie à chaque tour.,1,0,0,32,1045943
115,Poing dynamique,Rencissa se déchaîne et inflige $s1 points de dégâts d’Ombre aux ennemis adjacents.,2,0,0,32,1280877
116,Charge onirique,"Le jeune daim du bourbier baisse la tête et charge l’ennemi le plus proche, ce qui lui inflige $s1 points de dégâts de Nature.",3,0,0,8,1247261
117,Entaille vive,Taillade les ennemis en première ligne et leur inflige $s1 points de dégâts de Nature.,2,0,0,8,1373911
118,Explosion malfaisante,Frappe l’ennemi le plus éloigné et lui inflige $s1 points de dégâts de Nature.,4,0,1,8,136006
119,Poussée corrosive,Une attaque corrosive qui inflige $s1 points de dégâts de Nature dans un cône partant de l’ennemi le plus proche.,2,0,0,8,136016
120,Provocation motivante,L’entourloupeur provoque un allié aléatoire pour l’inciter à redoubler d’efforts.,2,2,0,8,1058933
121,Poussière envoûtante,L’entourloupeur souffle sur ses adversaires une poussière scintillante qui les déconcentre et réduit leurs dégâts de 50% pendant 1 tour.,3,1,0,64,463521
122,Flamme farceuse,Le chaos et les flammes ! Cette attaque inflige $s1 points de dégâts de Feu en 3 tours à un ennemi aléatoire.,2,0,0,4,463567
123,Vents de soin,L’entourloupeur rend $s1 points de vie aux alliés en première ligne.,4,0,0,8,136041
124,Coup de pied,Assène de puissants coups de sabot aux ennemis adjacents en mêlée et leur inflige $s1 points de dégâts de Nature.,3,0,0,8,132368
125,Taillade dérangée,"Le charognard attaque une cible ennemie aléatoire, lui inflige $s1 points de dégâts de nature et réduit ses dégâts de 50% pendant 1 tour.",3,1,0,8,132155
126,Soins possessifs,Le soigne-bosquet se sert de sa magie nourricière pour rendre $s1 points de vie aux alliés en première ligne.,3,1,0,8,136044
127,Mordillement,Le gormelin grignote les ennemis en mêlée et leur inflige $s1 points de dégâts de Nature.,4,1,0,8,1392547
128,Régurgitation,"Le gormelin régurgite un énorme jet de substance acide sur les ennemis à portée, ce qui leur inflige $s1 points de dégâts de Nature.",5,1,0,8,136007
129,Ordres de la reine,"La reine ordonne à ses serviteurs de faire mieux, leur rend $s1 points de vie et augmente leurs dégâts de $s2% pendant 1 tour.",5,1,0,8,132176
130,Carapace d’épines,Le gormelin forme un bouclier de protection hérissé d’épines qui inflige $s1 points de dégâts de Nature à ses attaquants pendant 3 tours.,4,3,0,8,415052
131,Ramure arcanique,La ramure du cerf runique décoche des éclairs qui infligent $s1 points de dégâts des Arcanes aux ennemis à portée.,3,0,0,64,236205
132,Éruption arborescente,"Cette attaque explose avec la force d’un arbre qui tombe, inflige $s1 points de dégâts de nature aux adversaires en mêlée et réduit leurs dégâts de 25% pendant 1 tour.",4,1,0,8,136025
133,Pouvoir caché,La manifestation puise dans la puissance des anciens pour infliger $s1 points de dégâts des Arcanes aux ennemis à portée et récupérer une partie des dégâts infligés sous forme de points de vie.,4,0,0,64,3578232
134,Malédiction de la sombre forêt,"Maudit les ennemis, ce qui augmente les dégâts qu’ils subissent de 25% pendant 2 tours.",4,2,0,32,136214
135,Flammes de la domination,Une vague de projectiles embrasés s’abat sur le champ de bataille et inflige $s1 points de dégâts de Feu aux ennemis à portée.,3,0,0,4,1035051
136,Mâchoires brûlantes,Des mâchoires de feu mordent l’ennemi le plus proche et lui infligent $s1 points de dégâts de Feu en 3 tours.,4,3,0,4,236167
137,Cri vaillant,Un cri de guerre vaillant qui augmente les dégâts infligés de $s1% pendant 2 tours.,4,2,0,8,132333
138,Fouet caudal,Frappe les ennemis adjacents à portée de mêlée et leur inflige $s1 points de dégâts des Arcanes.,2,0,0,64,236222
139,Faim frénétique,"Doit d’abord se charger. La créature est prise de frénésie et attaque violemment les ennemis à portée, ce qui leur inflige $s1 points de dégâts des Arcanes.",6,0,1,64,135739
140,Éventail de couteaux,"Khaliiq lance des couteaux chargés d’énergie sur les ennemis à sa portée, ce qui leur inflige $s1 points de dégâts d’Ombre et réduit les dégâts qu’ils infligent de 10% pendant 2 tours.",4,2,0,32,135640
141,Immunité collective,"La créature sacrifie une partie de son anima pour protéger son troupeau, ce qui confère aux cibles alliées une réduction des dégâts de 50% pendant 2 tours.",4,2,0,64,135739
142,Restauration arcanique,La créature émet des vagues d’anima concentré qui rendent $s1 points de vie dans un cône partant de l’allié le plus proche.,3,0,0,64,1717106
143,Vantardise arrogante,"La manifestation se vante crânement de son habileté, ce qui augmente les dégâts qu’elle inflige de $s1% pendant 2 tours.",4,2,0,32,132333
144,Défense fervente,La manifestation défend sa position et réduit de 75% les dégâts subis par les cibles alliées pendant 2 tours.,4,2,1,32,135733
145,Coup de bouclier,Frappe l’ennemi le plus proche et lui inflige $s1 points de dégâts d’Ombre.,4,0,0,32,236318
146,Javelot sombre,Lance un javelot sur l’ennemi le plus éloigné et lui inflige $s1 points de dégâts d’Ombre.,4,0,0,32,135131
147,Serrez les rangs !,Le magistrat inspire les désavoués et réduit de 50% les dégâts qu’ils subissent pendant 2 tours.,5,2,0,32,136051
148,Soutien divin,Libère de l’anima curatif qui rend $s1 points de vie aux alliés en première ligne.,4,1,0,32,136044
149,Lacération de phalynx,Lacère le premier rang des lignes ennemies et inflige $s1 points de dégâts d’Ombre.,3,0,0,32,1373911
150,Griffes percutantes,De féroces coups de griffes qui infligent $s1 points de dégâts d’Ombre dans un cône partant de l’ennemi le plus proche.,3,0,0,32,1508486
151,Bombardement en piqué,Attaque l’ennemi le plus proche en piqué et lui inflige $s1 points de dégâts physiques.,2,1,0,32,3386321
152,Vague d’anima,La matriarche libère une vague de pur anima qui rend aux alliés $s1 points de vie et augmente de $s2% leurs dégâts pendant 1 tour.,5,1,1,8,3528289
153,Recherches interdites,Projette un courant d’anima concentré qui inflige $s1 points de dégâts d’Ombre dans un cône partant de l’ennemi le plus proche.,4,0,0,32,3528286
154,Protections volées,Forme un bouclier réflecteur qui inflige $s1 points de dégâts d’Ombre à quiconque l’attaque pendant 3 tours.,5,3,0,32,3528283
155,Rugissement commotionnant,Un rugissement commotionnant qui secoue les adversaires et réduit les dégâts qu’ils infligent de 75% pendant 1 tour.,4,1,0,32,132121
156,Savoir maudit,"Maudit les ennemis, ce qui augmente les dégâts qu’ils subissent de $s1% pendant 2 tours.",5,2,0,32,136214
157,Battement affolé,Un battement affolé d’ailes acérées qui frappe les ennemis adjacents à portée de mêlée et leur inflige $s1 points de dégâts.,4,0,0,1,1373911
158,Explosion de connaissances obscures,Doit d’abord se charger. Frappe les ennemis à portée et leur inflige $s1 points de dégâts d’Ombre.,3,0,1,32,3528287
159,Proclamation de doute,La créature instille le doute dans l’esprit des adversaires et réduit leurs dégâts de 25% pendant 2 tours.,4,2,0,32,132333
160,Heurt sismique,Heurte le sol de ses poings massifs et inflige $s1 points de dégâts de Nature aux ennemis.,3,0,0,8,451165
161,Sombre ordre,"Le surveillant rallie ses troupes, ce qui leur rend $s1 points de vie et augmente leurs dégâts de $s2% pendant 1 tour.",4,1,0,8,458226
162,Malédiction de ténèbres,"Maudit les adversaires, ce qui réduit leurs dégâts de 50% pendant 2 tours.",5,2,0,32,236287
163,Vague de conviction,Doit d’abord se charger. Envoie une puissante vague d’anima qui inflige $s1 points de dégâts d’Ombre aux ennemis.,6,0,1,32,237510
164,Sombre flamme,Souffle une flamme sombre qui inflige $s1 points de dégâts d’Ombre en 3 tours dans un cône partant de l’ennemi le plus proche.,6,3,0,32,463567
165,Assaut ailé,Entaille l’ennemi le plus proche et lui inflige $s1 points de dégâts d’Ombre.,4,0,0,32,1373911
166,Morsure drainante,"Mord un ennemi aléatoire, lui inflige $s1 points de dégâts d’Ombre et récupère $s2 points de vie.",2,0,0,32,459148
167,Éclats tranchants,"Projette une volée d’éclats de pierre tranchants sur les ennemis à portée, ce qui leur inflige $s1 points de dégâts de Nature.",4,0,0,8,136018
168,Hurlement de l’Au-delà,Pousse un hurlement cruel qui terrorise la cible ennemie la plus proche et réduit les dégâts qu’elle inflige de 50% pendant 2 tours.,4,2,0,32,1033494
169,Attaque dévorante,"Frappe l’ennemi le plus proche, ce qui lui inflige $s1 points de dégâts d’Ombre et lui applique un effet de $s2 points de dégâts sur la durée pendant 3 tours.",5,3,0,32,1398088
170,Frappe pierreuse,Des poings de pierre volants infligent $s1 points de dégâts de Nature aux ennemis à portée de mêlée.,4,1,0,8,136025
171,Rocher percutant,Lance un énorme rocher qui inflige $s1 points de dégâts de Nature aux ennemis à portée.,3,1,0,8,132153
172,Entaille visqueuse,"Frappe toutes les cibles ennemies en mêlée, ce qui leur inflige $s1 points de dégâts d’ombre et réduit leurs dégâts de 50% pendant 1 tour.",3,1,1,32,132133
173,Déflagration glaciale,"Frappe la cible ennemie la plus éloignée, lui inflige $s1 points de dégâts de givre et réduit ses dégâts de 25% pendant 2 tours.",4,2,0,16,135849
174,Barrière de glace polie,Forme un bouclier réflecteur gelé qui inflige $s1 points de dégâts de Givre à quiconque l’attaque pendant 3 tours.,4,3,0,16,236214
175,Déchaînement,"Le boute-en-train se laisse emporter par le moment, frappe une cible aléatoire et lui inflige $s1 points de dégâts d’Ombre.",3,0,0,32,1392547
176,Dénégation arrogante,"L’aristocrate se lance dans une défense enflammée de ses pairs, ce qui distrait les ennemis et augmente les dégâts qu’ils subissent de $s1%.",3,1,0,32,841384
177,Charge à l’épaule,Percute l’ennemi le plus proche et lui inflige $s1 points de dégâts.,3,0,0,1,413576
178,Drain d’anima,Draine l’anima de l’ennemi le plus éloigné pour récupérer $s2 points de vie et inflige $s1 points de dégâts d’Ombre à la cible.,4,0,0,32,538040
179,Avis médical,Libère une brume de soins qui rend $s1 points de vie aux alliés et augmente leurs dégâts de $s2% pendant 2 tours.,6,2,0,2,627487
180,Assaut mental,Afflige un ennemi aléatoire avec de sinistres visions qui lui infligent $s1 points de dégâts d’Ombre.,3,0,0,32,460687
181,Déflagration d’anima,Doit d’abord se charger. Frappe les ennemis à portée et leur inflige $s1 points de dégâts d’Ombre.,6,0,1,32,3528311
182,Illusions trompeuses,"Perturbe les adversaires avec des images miroirs, ce qui réduit leurs dégâts infligés de 50% pendant 2 tours.",5,2,0,32,132171
183,Balayage de l’ombre,Entaille les ennemis à portée de mêlée avec ses griffes et leur inflige $s1 points de dégâts d’Ombre.,3,0,0,32,236222
184,Fouet d’anima,Libère un cône d’anima partant de l’ennemi le plus proche et inflige $s1 points de dégâts d’Ombre.,4,0,0,32,3528310
185,Crise de nerfs,Mastar cogne de toutes ses forces pour infliger $s1 points de dégâts d’Ombre aux ennemis.,4,0,0,32,236260
186,Rage farouche,"Doit d’abord se charger. Griffe et mord sauvagement les ennemis à portée de mêlée, ce qui leur inflige $s1 points de dégâts d’Ombre.",5,0,1,32,132139
187,Miasme toxique,Émet une vague de magie toxique qui frappe tous les ennemis et inflige $s1 points de dégâts sur la durée en 2 tours.,5,2,0,32,136160
188,Choc colérique,"Gros Luisant s’en prend à la cible ennemie la plus proche, lui inflige $s1 points de dégâts et réduit les dégâts qu’inflige sa victime de 50% pendant 1 tour.",3,1,0,1,132298
189,Frappe colérique,Frappe l’ennemi le plus proche et lui inflige $s1 points de dégâts.,3,0,0,1,135906
190,Vague d’anima,Frappe les ennemis à portée de mêlée et leur inflige $s1 points de dégâts d’Ombre.,3,0,0,32,3528313
191,Dispersion toxique,Inflige $s1 points de dégâts de Nature aux ennemis à chaque tour et rend $s2 points de vie aux alliés.,1,0,0,8,132104
192,Trait de l’ombre,Rathan frappe l’ennemi le plus éloigné et lui inflige $s1 points de dégâts d’Ombre.,2,0,0,32,135640
193,Éruption de chair,Croque-les-Os sacrifie sa propre chair et inflige $s1 points de dégâts physiques aux ennemis à portée de mêlée et $s2 points à lui-même.,2,0,0,32,134084
194,Puissance décuplée,Ashraka renforce une cible alliée proche au prix de ses propres points de vie. Cette dernière inflige $s1 points de dégâts d’ombre supplémentaires et ses dégâts subis sont réduits de 20% pendant 2 tours.,3,2,0,32,236294
195,Froid rampant,Talethi inflige $s1 points de dégâts de Givre aux ennemis dans un cône devant lui à chaque tour pendant 2 tours.,4,2,0,16,135837
196,Déluge de lames,"Velkein frappe un ennemi proche à plusieurs reprises et lui inflige $s1 points de dégâts physiques, puis $s2, $s3 et enfin $s4.",5,0,0,1,458731
197,Ré-assemblage,L’assembleur Xertorus reconstruit les alliés proches et leur rend $s1 points de vie.,2,0,0,32,3386320
198,Bouclier d’os,"Sacaclac s’entoure d’os tourbillonnants, ce qui réduit les dégâts qu’il subit de $s1 et inflige $s2 points de dégâts d’Ombre aux ennemis qui le frappent.",3,2,0,32,136127
