ID,OverrideNameString_lang,SlotMask,ItemNameDescriptionID
319,Solerets de puissance élyséenne,256,13889
320,Grèves de puissance élyséenne,128,13889
321,Sangle de résonance divine,64,13890
322,Pansière de résonance divine,32,13890
323,Talisman de congélation,4,13682
324,Gants d’incantateur,1024,13681
325,Garde-jambes du seigneur funeste,128,13809
326,Sangle de la rune cramoisie,64,13669
327,Pendentif de trappeur de Nesingwary,4,13744
328,Bague de braises de la forge des Âmes,2048,13745
329,Grèves du traqueur de rylak,128,13750
330,Sautoir de l’aube et du crépuscule,4,13697
331,Bague à crocs ensanglantés,2048,13792
332,Voile taché de sang,65536,13795
333,Chevalière de secousse tellurique,2048,13725
334,Bandelettes des profonds éléments,512,13726
335,Mantelet de synergie démoniaque,8,13761
336,Solerets de réverbération sismique,256,13723
337,Bague de déchaînement,2048,13720
338,Cape d’irrévocabilité,65536,13834
339,Pendentif de vice,4,13837
340,Anneau du martelet de dévotion,2048,13854
341,Voile de massacre flamboyant,65536,13857
342,Poignes du pacte de Bwonsamdi,1024,13862
343,Sautoir de surabondance,0,13866
344,Charme de l’explosion perpétuelle,4,13873
