ID,Text_lang
16,"Dans les pires conditions climatiques et sur la trace la plus ténue, les pisteurs invisibles sont capables de suivre leur proie et de l’éliminer avec la plus grande dextérité."
17,"Si tous les chasseurs savent évoluer en extérieur, pour les guides, c’est un véritable style de vie. Ils survivent dans la nature par choix et sont passés maîtres dans l’art d’utiliser le terrain contre leurs adversaires."
18,"Même si la plupart des mages trouvent les élémentaires imprévisibles, les spécialistes du Givre se choisissent des élémentaires d’eau comme familiers magiques depuis des siècles."
19,"Animés par de puissants sortilèges, les golems arcaniques sont forgés par des experts en ferronnerie et en maçonnerie pour défendre des mages de toute leur force brute."
20,La Tirisgarde recrute ses apprentis uniquement parmi les lanceurs de sorts les plus talentueux. Même les nouveaux venus sont plus puissants que les maîtres d’ordres inférieurs.
21,"Experts des arts arcaniques et élémentaires, les adjurateurs du Kirin Tor peuvent notamment se targuer de marcher sur les traces de Nielas Aran, le père de Medivh. Aucun autre pratiquant de la magie ne leur arrive à la cheville."
22,"« La force physique est dirigée vers l’extérieur, alors que la robustesse vient de l’intérieur. » – Irion"
23,"Formés à un style de combat leur permettant de survivre à la plupart des adversaires, les adeptes du Buffle ont juré de déployer toute leur puissance pour protéger les faibles."
24,"Déterminés et résistants, seuls les plus fidèles des moines du Buffle accèdent au titre de maître, souvent après avoir affronté et vaincu leurs pires craintes au cours d’une épreuve."
25,"« La force et le pouvoir sont deux choses aussi différentes l’une de l’autre que le soleil et la lune. » – Xuen, le Tigre blanc"
26,"Formés pour porter des coups aussi rapides que l’éclair, les adeptes du Tigre savent que la retenue et le choix du moment le plus opportun pour frapper sont plus importants que la puissance de l’attaque."
27,"Vifs et calmes, les maîtres de la voie du Tigre sont d’une patience et d’une puissance hors pair, et mettent leur force intérieure au service des autres."
28,"Même si de nombreux écuyers de la Main d’argent aspirent à devenir un jour chevaliers eux aussi, ils sont pour la plupart fiers de servir quelqu’un qui se dévoue entièrement à la Lumière."
29,"Tandis que la plupart des paladins de la Main d’argent chargent leurs ennemis sur des chevaux de guerre, les porte-boucliers sont des spécialistes du combat défensif, capables de former un mur protecteur infranchissable."
30,Les chevaliers de la Main d’argent se consacrent avec autant de diligence à leur entraînement au combat qu’à leurs prières quotidiennes afin d’aiguiser leurs compétences martiales et mieux défendre la veuve et l’orphelin.
31,"Les templiers de la Main d’argent sont non seulement les plus doués au combat, mais aussi les plus vertueux dans leur comportement. Des bras solides et un esprit pur sont deux conditions indispensables pour mériter le titre de champion."
32,"Souvent engagés depuis peu sur leur voie spirituelle, les acolytes du Conclave éprouvent un profond désir d’apprendre et acceptent avec enthousiasme la tutelle d’autrui et toutes sortes de tâches."
33,Les parangons du Conclave manient la Lumière avec une grande dextérité et sont connus pour leur étude et leur interprétation très rigoureuses des textes.
34,"Ecclésiastiques dévoués soumis à de strictes rigueurs physiques, dont de douloureuses autoflagellations, les zélotes du Conclave endurent volontairement les tourments pour atteindre l’illumination spirituelle."
35,Les rites ténébreux et secrets des zélotes sombres poussent les pratiquants au-delà du point de rupture. Ceux qui survivent sont capables de se camoufler entièrement dans les ombres.
36,"Souvent considérés comme de vulgaires criminels, les bandits sont régulièrement chargés par les Sans-Couronne d’obtenir des informations et des biens, soit de manière furtive, soit par intimidation."
37,Les hors-la-loi endurcis de la Confrérie défias s’opposent à la noblesse corrompue et portent un foulard rouge afin de symboliser le sang versé par les opprimés.
38,"« Un terrain de duel, ici ? Ma foi, s’ils doivent absolument se comporter en joueurs impénitents, autant qu’ils restent en forme et capables de se battre. » – Jorach Ravenholdt"
39,"Les boucaniers de la Voile sanglante peuvent se battre sur terre ou sur mer, sobres ou ivres. La vue de leurs voiles rouges à l’horizon suffit à convaincre leurs ennemis de se rendre avant le premier tir de canon."
40,"Situés en bas de la hiérarchie des éléments, les élémentaires inférieurs submergent leurs ennemis grâce à leur nombre qui semble illimité."
41,Seuls les plus puissants chamans sont capables d’invoquer un élémentaire supérieur et le soumettre à leur volonté. Tout autre risquerait de voir la créature se retourner contre lui pour le punir de sa prétention.
42,"« Nul besoin d’oreilles pour écouter la terre sous ses pieds, car elle n’a nul besoin de mots pour s’exprimer. » – Imploratrice de la terre Yevaa"
43,« Il est difficile pour vos ennemis de vous vaincre lorsque vous contrôlez le sol sur lequel ils marchent. » – Géomancien Jakara
44,Les chamans de l’Air les plus efficaces sont de véritables réceptacles vivants pour les éléments. Ils se laissent envahir par la fureur de la tempête et deviennent des ascendants de l’air.
45,"En imprégnant leur corps de flammes, les ascendants de feu ne font plus qu’un avec la fournaise et calcinent leurs ennemis jusqu’à l’os."
46,"Transcendant la chair pour épouser l’élément aquatique, les ascendants d’eau maîtrisent le pouvoir purificateur et fluctuant des mers avec une force aussi insondable que l’océan."
47,"Modestes démons, les diablotins sont souvent sous-estimés en raison de leur manque singulier de robustesse. En groupe, cependant, ils remplacent rapidement leurs morts et représentent une réelle menace tant il est difficile de les exterminer jusqu’au dernier."
48,"« Je ne sais absolument pas d’où ils sont sortis. Je faisais tranquillement pleuvoir le gangrefeu sur mes ennemis, et paf ! l’instant d’après, ces petits monstres grouillaient partout en lançant des éclairs gangrenés dans tous les sens. » – Lulubelle Flopboum"
49,"Les acolytes de la Moisson noire sont prêts à tout sacrifier, même leurs compagnons, pour acquérir le savoir interdit qu’ils convoitent. Il n’est pas rare de retrouver les cadavres de nouveaux acolytes morts à la suite de rituels expérimentaux."
50,"Il est rare que les acolytes de la Moisson noire atteignent le rang d’adjurateur, car ils sont souvent dévorés par les énergies noires auxquelles ils font appel lors de leur ascension."
51,« Les prisonniers vrykuls que nous avons capturés regardaient leurs compagnons défunts avec une tristesse étrange. Ils semblaient envier les morts. » – Roi Varian Wrynn
52,Les Valarjar qui font leurs preuves dans l’au-delà sont récompensés par des corps en métaux purs et nimbés de la foudre des cieux.
53,"Recourant à des tactiques aussi directes que leur tempérament, les vierges guerrières cherchent à prouver leur valeur au combat pour que leur nom résonne à jamais dans les salles des Valeureux d’Odyn."
54,Les vierges guerrières les plus puissantes sont choisies par les Valkyras pour servir Eyir. Une Valkyra mourant au champ d’honneur peut être élue pour devenir une légendaire val’kyr.
55,"Fort et inébranlable, l’écho de Niuzao est capable de résister aux ennemis les plus terribles."
56,L’écho de Chi Ji régénère l’esprit de ses alliés de son magnifique chant qui leur rend énergie et détermination.
57,"L’écho de Xuen incarne la férocité et la ruse du tigre céleste, et inflige des dégâts considérables sur le champ de bataille."
58,"Faisant appel aux énergies depuis longtemps oubliées des conflits du passé, ce gardien est l’un des maillons reliant toute chose à la force brutale de la nature et au cycle de vie et de mort qui gouverne la création."
59,"De puissants échos des Astres vénérables confèrent aux alliés qu’ils ont choisis force, restauration et férocité."
61,"Nées de plusieurs corps cousus ensemble, les abominations sont d’énormes morts-vivants brutaux et résistants, armés de fendoirs et de crochets, prêts à trancher leurs ennemis en deux d’un seul coup."
64,"Juchés sur les ailes gelées de leurs destriers, ils fondent sur leurs victimes avec fureur et vengeance. Ceux qui affrontent les saccage-givre apprennent rapidement à se méfier des cieux."
65,"Toisant le champ de bataille, ces prêtresses démoniaques découpent leurs adversaires d’un déluge de lames grâce à leurs six bras. Face à de telles monstruosités, il faut oublier toute notion de combat honorable."
66,"Les gardiens de la Sylverêve sont recrutés et formés dès leur plus jeune âge. Loin de leur famille, ils développent un lien avec la sylve si fort qu’ils éprouvent une souffrance physique si on lui fait du mal."
67,"Rares chez les Sacrenuit, les chasseurs sont experts pour ce qui est de frapper en restant caché. Ils se servent des sentiers de l’Arcavia pour frapper et disparaissent avant même que l’ennemi comprenne ce qui lui arrive."
68,"Ayant juré de protéger le Kirin Tor, ces gardiens sur-entraînés représentent une force terrifiante dans un combat. Avec une précision mortelle, ils lancent des assauts coordonnés sur les lignes ennemies."
69,"Alors que la plupart des moines se spécialisent dans la voie d’un Astre vénérable en particulier, les maîtres de la sérénité pensent qu’une approche équilibrée les rapprochera d’autant plus de l’illumination."
70,"Déployés uniquement sur les champs de bataille les plus féroces, les croisés sont la réponse de la Main d’argent face à une barrière inamovible."
71,"Si jamais vous voyez un prêtre capuchonné se diriger vers vous, faites demi-tour et partez. En courant."
72,"La garde personnelle de Ravenholdt, déployée depuis son manoir dès qu’une occasion « spéciale » le requiert."
73,"Toujours sous le coup de la Grande Fracture, le Cercle terrestre a répondu à l’appel des îles Brisées. La menace que représente la Légion est bien trop grande et nécessite que tout le monde se rassemble."
74,"Ces gigantesques butors se délectent du chaos. Nombreux sont ceux qui les croient stupides alors qu’ils sont plutôt intelligents, pour des démons."
75,Seuls les soldats d’élite les plus endurcis au combat peuvent faire partie des troupes de choc.
76,"Les soldats sancteforge combattent avec une force implacable dans une guerre désespérée. Bénits par la Lumière et armés de feu sacré, ils balayent sans effort les hordes de démons inférieurs."
77,Les Krokuls ont évité l’extinction et résisté aux terres infernales d’Argus. Ils ont l’instinct de survie chevillé au corps.
78,"Les Roués d’Érédath n’ont échappé à la corruption que pour succomber au Vide. Quelques-uns de ces malheureux ont retrouvé leurs esprits, mais ils restent inéluctablement liés à l’Ombre."
79,"L’agressivité des guerriers totem-sinistre est légendaire, même au sein de cette puissante tribu taurène. Ils sont brutaux et n’hésitent pas à frapper les premiers. Avec ces soldats violents à ses côtés, Magatha dispose d’une puissance considérable."
80,"Les guerriers du Totem-Sinistre combattent tous les ennemis des taurens. Bien sûr, à leurs yeux, la plupart des autres races leur sont hostiles. Ils continueront toutefois à aider le Cercle terrestre tant que Magatha restera dans le Maelström."
181,Soldats vétérans sous contrat.
182,Pierrot aime tout particulièrement lancer sa stèle du vice. Les gerbes de sang et le bruit des os qui se brisent le font glousser de joie tandis que ses ennemis croulent sous le poids de ses crimes passés.
