ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
113,Brûlure,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Brûle l’adversaire avec du feu et lui inflige [StandardDamage(1, 1)] points de dégâts [School()].",132839,6,0,0,0
114,Rayon,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Envoie sur l’adversaire un rayon de puissance arcanique et lui inflige [StandardDamage(1,1)] points de dégâts [petTypeName(abilityPetType())].",135189,5,0,0,0
115,Souffle,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Engloutit l’adversaire dans un souffle draconique et lui inflige [StandardDamage(1, 1)] points de dégâts [School()].",135807,1,0,0,0
116,Décharge,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Lance un éclair sur la cible et lui inflige [StandardDamage(1,1)] points de dégâts [School()].",136099,9,0,0,0
117,Griffe infectée,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Déchire l’adversaire avec des griffes infectées et lui inflige [StandardDamage(1, 1)] points de dégâts [School()].",237390,3,0,0,0
118,Jaillissement d’eau,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Arrose l’adversaire avec un jet d’eau et lui inflige [StandardDamage(1,1)] points de dégâts [petTypeName(abilityPetType())].",463570,8,0,0,0
119,Egratignure,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Égratigne l’adversaire et lui inflige [StandardDamage(1,1)] points de dégâts [School()].",611425,4,0,0,0
120,Rafale hurlante,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] à l’adversaire.

Inflige [StandardDamage(1,4)] points de dégâts supplémentaires à l’équipe adverse si la cible est |cFF0070DDgelée|r.",135833,6,3,0,0
121,Voile mortel,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts des Morts-vivants et soigne le lanceur pour [points(1,3)]% des dégâts infligés.",136145,3,0,0,0
122,Coup de queue,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,2)] points de dégâts [School()] ou [StandardDamage(1,1)] points de dégâts [School()] si le lanceur attaque en dernier.",237407,1,0,0,0
123,Vague de soins,"Rend [StandardDamage(1,1)] points de vie au lanceur.",136042,8,3,0,2
124,Saccager,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Se livre à un saccage qui inflige [StandardDamage(1,1)] points de dégâts [School()].

Saccager se poursuit pendant [numTurns()] |4tour:tours;.",132176,7,3,0,0
125,Stun Test 2.0,TEST: Patty Mac Stun,460857,3,0,0,0
131,Stun Aura Test 2.0,,0,-1,0,3,0
132,Custom Scripted Effect Test,,132090,0,0,0,0
133,Aura - Damage Shield 2.0,,0,-1,0,2,0
134,Damage Shield 2.0test,,0,0,0,0,0
135,Piège en parfait état,Tentative pour capturer une mascotte disposant de moins de 35% de points de vie. Chances de capture augmentées de 30% à chaque essai raté.,638662,0,0,0,6
149,Heal Test 2.0,,538569,4,0,0,0
150,Custom Scripted Turn Test,,236216,4,0,0,0
151,Croc empoisonné,"Inflige [StandardDamage(1,1)] points de dégâts [School()] par tour.

|cFF1EFF00Empoisonné.|r",136067,7,0,25,1
152,Croc empoisonné,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige instantanément [StandardDamage(1,1)] points de dégâts [School()] et |cFF1EFF00empoisonne|r la cible en lui infligeant [StandardDamage(1,1,379)] |4point:points; de dégâts [School(379)] |4supplémentaire:supplémentaires; par tour pendant [duration(1,2)] |4tour:tours;.",136067,7,0,0,0
153,Réduction de l’attaque,"Dégâts infligés réduits de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 153 ))]%.",653219,-1,0,334,3
154,Réduction de vitesse,"Vitesse réduite de [abs(abilityStateMod(25,154))]%.",653221,-1,0,316,3
155,Sifflement,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] et réduit la vitesse de la cible de [abs(abilityStateMod(25,154))]% pendant [duration(1,2)] |4tour:tours;.",132211,7,3,0,0
156,Croc vicieux,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()]. Dégâts augmentés de [FormatDamage (pointsincreaseperuse(1,1)*AttackBonus())] à chaque fois que la cible est touchée. [FormatDamage (pointsmax(1,1)*AttackBonus())] points de dégâts [School()] au maximum.",236177,7,0,0,0
157,Jacob’s Test Ability,"The target [cond(unitHasAura(220, ENEMY), ""does"", ""does not"")] have [abilityName(220)] on them.",132311,2,0,0,2
158,Réplique,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()]. 

Inflige [StandardDamage(1,2)] points de dégâts [School()] de plus si la mascotte est touchée pendant ce tour.",132269,0,2,0,0
159,Enfouir,"|cffffffffChances de toucher :|r [StandardAccuracy(2,1)] 

S’enfouit dans le sol et devient inattaquable pendant un tour. 

Au tour suivant, attaque et inflige [StandardDamage(2, 1)] points de dégâts [School()].",136025,7,4,0,0
160,Consumer,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()].

Le lanceur est soigné pour un montant équivalent à [points(1,3)]% des dégâts infligés.",136214,3,1,0,0
161,Adrénaline,"Vitesse augmentée de [abs(abilityStateMod(25,161))]%.",648208,-1,0,113,2
162,Poussée d’adrénaline,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] et augmente la vitesse de [abs(abilityStateMod(25,161))]% pendant [duration(1,2)] |4tour:tours;.",132307,4,0,0,0
163,Débandade,"|cffffffffChances de toucher : [StandardAccuracy(1,1)]|r

Crée une débandade et inflige [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] points de dégâts [School()] au premier tour, [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))] points de dégâts [School()] au deuxième tour et [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))] points de dégâts [School()] au troisième tour.

Les adversaires touchés subissent des dégâts augmentés de [abs(abilityStateMod( 24, 542 ))]% pendant [duration(1,4)] |4tour:tours;.

La débandade se poursuit pendant [numTurns()] |4tour:tours;.",134060,4,0,0,0
164,Accroupi,"Les dégâts subis sont réduits de [abs(abilityStateMod(24,164))]%.",132118,-1,0,27,2
165,Accroupi,"Le lanceur baisse son corps très près du sol, réduisant ainsi tous les dégâts subis de 50% pendant [duration(1,2)] |4tour:tours;.",132118,4,4,0,2
166,Barrage de glands,"Inflige [StandardDamage(1,1)] points de dégâts [School()] par tour à la mascotte présente.",134057,4,0,0,0
167,Barrage de glands,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Lance des glands sur l’adversaire et lui inflige [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] points de dégâts [School()].

Les glands continuent à tomber sur la mascotte adverse active, infligeant [StandardDamage(1,1, 166)] points de dégâts [School()] par tour pendant [duration(1,4)] |4tour:tours;.",134057,4,1,0,0
168,Flamme de soins,"Rend [StandardDamage(1,1)] points de vie plus la moitié du montant des derniers dégâts subis par le lanceur.",135794,1,3,0,2
169,Souffle profond,"|cffffffffChances de toucher :|r [StandardAccuracy(2,1)] 

Respire profondément pendant un tour.

Au tour suivant, le lanceur libère un souffle dévastateur, infligeant [StandardDamage(2,1)] points de dégâts [School()].",135826,1,0,0,0
170,Décollage,"|cffffffffChances de toucher :|r [StandardAccuracy(2,1)] 

S’envole très haut et devient inattaquable pendant un tour.

Au tour suivant, attaque et inflige [StandardDamage(2, 1)] points de dégâts [School()].",132128,2,4,0,0
171,Terre brûlée,"Inflige [StandardDamage(1,1)] points de dégâts [School()] à la mascotte de tête des deux équipes à chaque tour.

Toutes les mascottes sont considérées comme en train de |cFFFF2020brûler|r.",237588,1,0,172,0
172,Terre brûlée,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Brûle le sol, infligeant [StandardDamage(1,1)] points de dégâts [School()] plus [StandardDamage(1,1,171)] points de dégâts [School(171)] à toutes les mascottes actives à chaque tour pendant [duration(1,2)] |4tour:tours;.

Pendant Terre brûlée, toutes les mascottes sont considérées comme en train de |cFFFF2020brûler|r.",237588,1,3,0,0
173,Cautérisation,"Rend [StandardDamage(1,1)] points de vie plus la moitié du montant des derniers dégâts subis par le lanceur.",236218,6,3,0,2
174,Etourdi,Impossible de donner des ordres à cette mascotte.,135860,-1,0,103,3
175,Volcan,"Au bout de 1 tour, le sol entre en éruption pendant 2 tours, infligeant [StandardDamage(3,1,175)] points de dégâts [School()] à la mascotte adverse présente et a 25 % de chances de l’étourdir pendant [duration(3,3,175)] |4tour:tours;.

|cffffffffChances de toucher :|r [StandardAccuracy(3,1)]",524305,6,0,288,1
176,Volcan,"|cffffffffChances de toucher : [StandardAccuracy(1,1)]|r

Fait trembler le sol sous l’équipe adverse. 

Au bout de 1 tour, le sol entre en éruption pour 2 tours, et la mascotte adverse présente subit [StandardDamage(3,1,175)] points de dégâts [School()] et a 25 % de chances d’être étourdie pendant 1 tour.",524305,6,5,0,0
177,Immoler,"Inflige [StandardDamage(1,1)] points de dégâts élémentaires par tour.

|cFFFF2020Brûle|r",135817,6,0,28,0
178,Immoler,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] instantanément. L’adversaire |cFFFF2020brûle|r et subit [StandardDamage(1,1,177)] points de dégâts [School()] supplémentaires par tour pendant [duration(1,2)] |4tour:tours;.",135817,6,0,0,0
179,Conflagration,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()].

Inflige [StandardDamage(1,3)] points de dégâts [School()] supplémentaires si la cible est déjà en train de |cFFFF2020brûler|r.",135827,6,4,0,0
184,Plumes,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Lance 1 à 2 Plumes vers l’adversaire et lui inflige [StandardDamage(1,1)] points de dégâts [School()] par plume.

La cible est touchée une fois de plus si le lanceur attaque en premier.",132924,2,0,0,0
185,Frappe téméraire,"Les dégâts subis sont augmentés de [abs(abilityStateMod( 24, 185 ))]%.",464973,-1,0,530,3
186,Frappe téméraire,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1, 1)] points de dégâts [School()], mais augmente les dégâts subis de [abs(abilityStateMod(24, 185 ))]% pendant [duration(1,3)] |4tour:tours;.",132158,2,1,0,0
187,Précision,"Chances de toucher augmentées de [abs(abilityStateMod(41,187))]%.",132212,-1,0,0,2
188,Précision,"Augmente les chances de toucher de votre équipe de [abs(abilityStateMod(41,187))]% pendant 4 tours.",132212,2,0,0,2
189,Cyclone,"Inflige [StandardDamage(1,1)] points de dégâts [School()] par tour à votre équipe.

|cffffffffChances de toucher :|r [StandardAccuracy(1,1)]",136018,2,0,225,0
190,Cyclone,"Crée un cyclone qui a [accuracy(1,1,189)]% de chances d’infliger [StandardDamage(1,1,189)] points de dégâts [School()] par tour à l’équipe adverse.

Dure [duration(1,1)] |4tour:tours;.",136018,2,5,0,0
193,Flanquer,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Attaque 1 à 2 fois par le côté et inflige [StandardDamage(1,1)] points de dégâts [School()] par coup.

Inflige un coup supplémentaire si le lanceur attaque en premier.",537468,4,0,0,0
194,Gain métabolique,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige instantanément [StandardDamage(1,1)] points de dégâts [School()] et augmente la vitesse de [abs(abilityStateMod( 25, 195 ))]% pendant [duration(1,2)] |4tour:tours;.",132307,5,0,0,0
195,Gain métabolique,"Vitesse augmentée de [abs(abilityStateMod( 25, 195 ))]%.",648208,-1,0,26,2
196,Glandes surrénales,"Chances de coup critique augmentées de [abs(abilityStateMod( 40, 196 ))]%.
Précision diminuée de [abs(abilityStateMod( 41, 196 ))]%.",134339,-1,0,0,2
197,Glandes surrénales,"Augmente les chances de coup critique de [abs(abilityStateMod(40, 841))]% pendant [duration(1,1)] |4tour:tours;.",134339,5,0,0,2
198,Ruée de zerglings,"|cffffffffChances de toucher : [StandardAccuracy(1,1)]|r

Lance une ruée de zerglings qui inflige [FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))] points de dégâts [School()] au premier tour, [FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))] points de dégâts [School()] au deuxième tour et [FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))] points de dégâts [School()] au troisième tour.

Les adversaires touchés subissent des dégâts augmentés de [abs(abilityStateMod( 24, 542 ))]% pendant [duration(1,4)] tours.

La ruée de zerglings perdure pendant [numTurns()] tours.",136217,5,0,0,0
202,Rosser,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Rosse sauvagement l’adversaire 1 à 2 fois et lui inflige [StandardDamage(1,1)] points de dégâts [School()] par coup.

Une attaque supplémentaire si le lanceur attaque en premier.",451161,7,0,0,0
203,Tempête de foudre,"Toutes les mascottes infligent [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT ),1)] points de dégâts [School()] supplémentaires à chaque attaque.

Les techniques mécaniques infligent 25% de dégâts supplémentaires.",463562,9,0,169,2
204,Appel de la foudre,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] et déclenche une Tempête de foudre pendant [duration(1,2)] |4tour:tours;.

Pendant une Tempête de foudre, toutes les mascottes infligent [StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT, 203 ),1,203)] points de dégâts [School(203)] supplémentaires à chaque attaque et les techniques mécaniques infligent 25% de dégâts supplémentaires.",463562,9,5,0,0
205,Blizzard,"Les capacités élémentaires infligent [abs(abilityStateMod(87,205))]% de dégâts supplémentaires.

Toutes les mascottes sont considérées comme |cFF0070DDTransies|r.",135857,6,0,170,2
206,Appel du blizzard,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] et déclenche un blizzard qui dure [duration(1,2)] tours. 

Pendant le blizzard, toutes les mascottes sont considérées comme |cFF0070DDTransies|r et les capacités élémentaires infligent [abs(abilityStateMod(87,205))]% de dégâts supplémentaires.",135857,6,3,0,0
207,Etat de supercharge,"Dégâts augmentés de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%.",648206,-1,0,320,2
208,Supercharge,"Augmente les dégâts de la prochaine attaque lancée dans [duration(1,1)] |4tour:tours; maximum de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%.",135769,9,3,0,2
209,Canon à ions,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige instantanément [StandardDamage(1,1)] points de dégâts mécaniques. Le lanceur doit ensuite recharger pendant deux tours.

Pendant qu’on recharge, on ne peut effectuer aucune autre action.",132207,9,5,0,0
210,Entaille de l’ombre,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Entaille la cible avec de l’énergie sombre, lui infligeant [StandardDamage(1, 1)] points de dégâts [School()].",237244,3,0,0,0
211,Siphon de vie,"Inflige [StandardDamage(1,1)] points de dégâts des Morts-vivants par tour. Le lanceur de l’aura récupère [StandardHealing(1,2)] points de vie.",136188,3,0,0,0
212,Siphon de vie,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1,211)] points de dégâts [School()] par tour pendant [duration(1,1)] |4tour:tours; et rend [StandardHealing(1,2,211)] points de vie au lanceur.",136188,3,0,0,0
213,Mort et décomposition,"Inflige [StandardDamage(1,1)] points de dégâts des Morts-vivants par tour à la mascotte présente.",136144,3,0,104,0
214,Mort et décomposition,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1,213)] points de dégâts [School()] par tour à la mascotte active de l’adversaire pendant [duration(1,1)] |4tour:tours;. Persiste malgré les changements de mascottes.",136144,3,0,0,0
215,Vision intérieure,"Dégâts augmentés de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%.",135934,-1,0,320,2
216,Vision intérieure,"Augmente les dégâts de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]% pendant 1 tour.",135934,5,1,0,2
217,Malédiction funeste,"Inflige [StandardDamage(5,1)] points de dégâts [School()] lorsque l’effet prend fin.

|cffffffffChances de toucher :|r [StandardAccuracy(5,1)]",136122,3,0,0,0
218,Malédiction funeste,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(5,1,217)] points de dégâts [School()] au bout de [numTurns(217)-1] |4tour:tours;.",136122,3,5,0,0
219,Coup direct,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Porte un coup direct à l’adversaire, lui infligeant [StandardDamage(1, 1)] points de dégâts [School()].",574572,0,0,0,0
220,Jacob’s Test Aura,"Augmente les soins reçus de [abilityStateMod(66)]%.

Il reste [remainingDuration()] |4tour:tours;.

Inflige [StandardDamage(getProcIndex(PROC_ON_SWAP_IN), 1)] points de dégâts lors de l’entrée en combat.",237161,-1,0,0,1
221,Plaquage au sol,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Plaque l’adversaire au sol et lui inflige [StandardDamage(1,1)] points de dégâts [School()].

Dégâts doublés si la cible est |cFF808080étourdie|r.",628134,0,0,0,0
222,Focalisation du chi,"Dégâts augmentés de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%.",648206,-1,0,320,2
223,Focalisation du chi,"Augmente les dégâts de la prochaine attaque lancée dans [duration(1,1)] |4tour:tours; maximum de [abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%.",572034,0,1,0,2
224,Pas chancelants,"Les dégâts subis sont réduits de [abs(abilityStateMod( 24, 224 ))]%.",574577,-1,0,27,2
225,Pas chancelants,"Le lanceur ignore les attaques, réduisant tous les dégâts subis de 50% pendant 2 tours.",574577,0,3,0,2
226,Fureur des mille poings,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()].

A [accuracy(1,1)]% de chances d’étourdir la cible pendant [duration(1,3)] |4tour:tours;, si la cible est |cff9933FFaveuglée|r.",574573,0,4,0,0
227,Frappe du voile noir,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Étourdit la cible pendant [duration(1,1)] |4tour:tours;.",574575,0,5,0,2
228,Fouette-langue,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Lèche l’adversaire 1 à 2 fois, lui infligeant [StandardDamage(1,1)] points de dégâts [School()] par coup.

Coup de langue supplémentaire si le lanceur attaque en premier.",350575,4,0,0,0
229,Pluie purifiante,"Les effets de dégâts sur la durée hostiles durent un tour de moins.

Les techniques aquatiques infligent 25% de dégâts supplémentaires.",132852,8,0,177,2
230,Pluie purifiante,"Rend [StandardHealing(1,1)] points de vie à votre équipe et invoque une Pluie purifiante pendant [duration(1,4)] |4tour:tours;.

Pendant la Pluie purifiante, la durée des effets de dégâts sur la durée hostiles est réduite de 1 tour et les techniques aquatiques infligent 25% de dégâts supplémentaires.",132852,8,3,0,2
231,Essaim de moucherons,"Inflige [StandardDamage(1,1)] points de dégâts [School()] par tour à la mascotte présente.",136128,4,0,219,0
232,Essaim de moucherons,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Un essaim de moucherons attaque la mascotte adverse active et inflige [StandardDamage(1,1,231)] points de dégâts [School()] par tour pendant [duration(1,1)] |4tour:tours;. Persiste malgré les changements de mascottes.",136128,4,0,0,0
233,Baiser de grenouille,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Inflige [StandardDamage(1,1)] points de dégâts [School()] et a [accuracy(1,3)]% de chances de transformer la cible en grenouille pendant [duration(1,3)] |4tour:tours;.

Dégâts augmentés de [FormatDamage(10*AttackBonus())] à chaque utilisation, jusqu’à un maximum de [FormatDamage(30 *AttackBonus())] points de dégâts [School()].",136209,8,1,0,0
234,Jacob’s Test Aura 2,"Every time you are damaged, you will heal for [points(getProcIndex(PROC_ON_DAMAGE_TAKEN), 1)]% of that damage. Every time you attack, you will take [points(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)]% of that damage.",319458,-1,0,0,0
235,Jacob’s Test Aura 3,Lasts forever increasing speed.,136072,-1,0,0,0
236,Bestiole,"|cFFFFFFFFPassif :|r
Les bestioles sont immunisées aux effets d’étourdissement, d’enracinement et de sommeil.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques de bête
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques élémentaires",618973,4,0,0,6
237,Bête,"|cFFFFFFFFPassif :|r
Les bêtes infligent 25% de dégâts supplémentaires sous la barre des 50% de points de vie.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques mécaniques
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques d’humanoïde",618972,7,0,44,6
238,Humanoïde,"|cFFFFFFFFPassif :|r
Les humanoïdes récupèrent [percentage(1,1,726)]% de leurs points de vie maximum s’ils ont infligé des dégâts au cours du tour.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques de mort-vivant
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques de bestiole",618977,0,0,0,6
239,Aérien,"|cFFFFFFFFPassif :|r
Les créatures volantes gagnent un bonus de 50% à la vitesse de vol tant qu’elles ont plus de 50% de points de vie.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques magiques
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques de bête",618976,2,0,0,6
240,Aquatique,"|cFFFFFFFFPassif : Pureté|r
Les dégâts des effets néfastes sur la durée sont réduits de 50% pour les mascottes aquatiques.

Les effets de dégâts sur la durée infligés par les mascottes aquatiques sont augmentés de 25%.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% infligés par des techniques aériennes
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% infligés par des techniques de mort-vivant",618981,8,0,0,10
241,Élémentaire,"|cFFFFFFFFPassif :|r
Les élémentaires sont insensibles à tous les effets météorologiques négatifs.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques aquatiques
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques mécaniques",618975,6,0,0,6
242,Mort-vivant,"|cFFFFFFFFPassif :|r
Les mascottes mortes-vivantes reviennent à la vie pendant un tour quand elles se font tuer mais infligent 25% de dégâts en moins.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques de bestiole
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques draconiques",618980,3,0,0,6
243,Magique,"|cFFFFFFFFPassif :|r
Les mascottes magiques ne peuvent pas subir de dégâts dépassant plus de 35% de leurs points de vie en une seule attaque.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques draconiques
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques aquatiques",618978,5,0,0,6
244,Machine,"|cFFFFFFFFPassif :|r
Revient à la vie une fois par combat, avec 20% de points de vie.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques élémentaires
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques magiques",618979,9,0,0,6
245,Draconien,"|cFFFFFFFFPassif :|r
Quand les points de vie de la cible tombent sous les 50%, les dragons infligent 50% de dégâts supplémentaires au tour suivant.

|cFFFFFFFFDégâts subis :|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t 50% par les techniques d’humanoïde
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t 33% par les techniques aériennes",618974,1,0,0,6
246,Hibernation,"Hiberne.
Restaure des points de vie croissants à chaque tour.",132156,-1,0,45,2
247,Hiberner,"S’endort et récupère [StandardHealing(1,1,246)] points de vie au premier tour, [StandardHealing(2,1,246)] au deuxième, puis [StandardHealing(3,1, 246)] au troisième.

Impossible d’échanger les mascottes pendant l’hibernation.",132156,7,5,0,2
248,Enraciné,Cette mascotte ne peut pas être remplacée.,136091,-1,0,166,3
249,Emprise,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

Attrape la cible et lui inflige [StandardDamage(1,1)] points de dégâts [School()].

La cible ne peut pas être remplacée pendant [duration(1,2)] |4tour:tours;.",135834,8,0,0,0
250,Essaim de jeunes araignées,"|cffffffffChances de toucher :|r [StandardAccuracy(1,1)] 

De jeunes araignées pullulent, infligeant [FormatDamage(SimpleDamage(1,1)*2)] points de dégâts [School()].

Dégâts doublés si la cible est |cffffffffentoilée|r.",136045,7,3,0,0
