ID,Name_lang,OrderIndex
134,Argus,0
135,Uldir,0
136,Donjon aléatoire de Battle for Azeroth,0
137,Atal’Dazar,30
138,Tréfonds Putrides,10
139,Temple de Sephraliss,30
140,Le Filon,30
141,Repos des rois,30
142,Port-Liberté,10
143,Sanctuaire des Tempêtes,30
144,Tol Dagor,30
145,Manoir Malvoie,30
146,Siège de Boralus,30
247,Kul Tiras,0
248,Zandalar,0
249,Exploration des îles,0
251,Bataille de Dazar’alor,0
252,Creuset des Tempêtes,0
253,Opération Mécagone,30
254,Palais Éternel,0
255,Bataille de Stromgarde,0
256,Opération Mécagone - La casse,30
257,Opération Mécagone - L’atelier,30
258,"Ny’alotha, la cité en éveil",0
259,Malepeste,20
260,L’Autre côté,20
261,Salles de l’Expiation,20
262,Brumes de Tirna Scithe,20
263,Profondeurs Sanguines,20
264,Flèches de l’Ascension,20
265,Sillage nécrotique,20
266,Théâtre de la Souffrance,20
267,Château Nathria,0
269,Boss hors instance,0
270,Shadowlands,0
271,Sanctum de Domination,0
272,"Tazavesh, le marché dissimulé",20
273,Couloirs Distordus,0
274,Salle de Skoldus,1
275,Étages supérieurs,1
276,Forges des Âmes,0
277,Mort’regar,0
278,Chambres aux Fractures,0
279,Interstice Cœur-Algide,0
280,Tazavesh : les rues des merveilles,20
281,Tazavesh : le stratagème de So’leah,20
282,Sépulcre des Fondateurs,0
283,L’épreuve du Geôlier,0
284,Îles aux Dragons,0
302,Académie d’Algeth’ar,10
303,Creux des Fougerobes,10
304,Salles de l’Imprégnation,10
305,Neltharus,10
306,Bassins de l’Essence rubis,10
307,Caveau d’Azur,10
308,L’offensive nokhud,10
309,Uldaman : l’héritage de Tyr,10
310,Caveau des Incarnations,0
313,"Aberrus, le creuset de l’Ombre",0
315,Aube de l’Infini,20
316,Repos de Galakrond – Aube de l’Infini,20
317,Cime de Murozond – Aube de l’Infini,20
318,Repos de Galakrond – Aube de l’Infini,20
319,"Amirdrassil, l’Espoir du Rêve",0
322,Faille de Flamme-Noire,10
323,"Ara-Kara, la cité des Échos",10
324,Prieuré de la Flamme sacrée,10
325,La colonie,10
326,Le Brise-Aube,10
327,Hydromellerie de Brassecendre,10
328,La Cavepierre,10
329,Cité des Fils,10
331,Folie fongique,0
332,Repos de Kriegval,0
333,Mines de Rampeterre,0
334,Tanière de Zekvir,13
335,Le moulin à eau,0
336,La fosse de l’Effroi,0
337,Sanctuaire Crépusculaire,0
338,Grotte de Mycomancie,0
339,Le Puisard,0
340,Brèche Grouillante,0
341,Le donjon de l’Abîme,0
342,Abysse de Tak-Rethan,0
343,La Trame spiralée,0
344,Pierre-Verte,0
346,Unga Ingou,0
347,Arène de l’Annihilation,0
348,Festival de Brasse-Lune,0
351,L’assaut de Zan’vess,0
352,Une dague dans la nuit,0
353,Un peu de patience,0
354,Halte de la Domination,0
355,Le territoire du Lion,0
362,Palais des Nérub’ar,0
363,Khaz Algar,0
371,Opération Vannes ouvertes,10
372,Profondeurs de Rochenoire,0
373,Site d’excavation 9,0
374,Chenal de ruelle,0
375,Compétition de démolition du Père Foreur,0
377,Libération de Terremine,0
