Code,FormatShort_lang,FormatLong_lang,LicenseAcceptText_lang,ID,NumericCode,Field_1_15_1_53009_006,Field_1_15_1_53009_007
BRL,%s R$,%s R$,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",11,986,0,833
AUD,%s $,%s $,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",12,36,0,833
SGD,%s $,%s $,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",13,702,0,833
CPT,%s*,%s pièces Battle,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:18|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:19|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",14,15,32,848
TPT,%s NT$,%s NT$,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:10|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:20|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",15,16,36,840
XTS,%s XTS,%s XTS,,16,963,2,960
XHG,,,,17,17,7,0
XXX,,,,18,999,7,0
XSG,,,,19,19,7,0
XPG,,,,20,20,7,0
XTU,,,,21,21,2,0
XTE,,,,22,22,2,0
XTK,,,,23,23,2,0
XTW,,,,24,24,2,0
XTC,,,,25,25,2,0
XDC,,,,26,26,7,0
XTX,,,,27,28,2,0
JPY,%s ¥,%s ¥,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",28,392,4,833
CAD,%s CAD,%s CAD,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",29,124,0,833
NZD,%s NZD,%s NZD,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",30,554,0,833
GEL,%s GEL,%s GEL,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",31,981,16,836
TRY,%s TRY,%s TRY,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",32,949,16,2020
KZT,%s KZT,%s KZT,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",33,398,16,836
UAH,%s UAH,%s UAH,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",34,980,16,836
HKD,%s HK$,%s HK$,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:10|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:20|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",35,344,16,840
AED,%s AED,%s AED,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",38,784,16,836
BGN,%s лв,%s лв,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",39,975,16,836
CHF,%s fr.,%s fr.,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",40,756,16,836
CZK,%s CZK,%s CZK,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",41,203,16,836
DKK,%s kr.,%s kr.,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",42,208,16,836
ILS,%s ILS,%s ILS,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",43,376,16,836
NOK,%s kr,%s kr,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",44,578,16,836
PLN,%s zł,%s zł,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",45,985,16,836
QAR,%s QAR,%s QAR,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",46,634,16,836
RSD,%s din,%s din,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",47,941,16,836
SAR,%s SAR,%s SAR,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",48,682,16,836
SEK,%s kr,%s kr,"En cliquant sur le bouton Payer maintenant, je reconnais avoir lu et compris les |HurlIndex:16|h|cff71d5ffConditions de vente|r|h et accepte la livraison immédiate de ma commande. Une fois le processus de livraison lancé, je ne pourrai plus annuler ma commande.",49,752,16,836
CRC,%s CRC,%s CRC,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",50,188,16,833
IDR,%s Rp,%s Rp,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",51,360,16,833
INR,%s INR,%s INR,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",52,356,16,833
MYR,%s RM,%s RM,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",53,458,16,833
THB,%s THB,%s THB,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",54,764,16,833
UYU,%s $U,%s $U ,"Confirmation de l’utilisateur : en cliquant sur le bouton Acheter maintenant, je reconnais avoir lu et compris les |HurlIndex:14|h|cff71d5ffConditions de vente|r|h et l’|HurlIndex:15|h|cff71d5ffEngagement sur la confidentialité|r|h, et je confirme mon achat.",55,858,16,833
