ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
316,Piments zandali grillés,,0
317,Balai enchanté,,1
318,Amas de cristaux en manque de mana,,1
319,Chef du gang des diablotins,,1
320,Valthrux,,0
321,Ascendant cherche-tempête,,0
322,Venderthvan,La Flamme fracturée,0
323,Kalecgos,Invocation de carte,0
324,Cristal légèrement glacé,,0
325,Cristal un peu glacé,,0
326,Cristal moyennement glacé,,0
327,Cristal très glacé,,0
328,Imprégnateur inerte,,0
329,Rocracine l’Enragé,,0
330,Bob,,0
331,Cuirass,,0
332,M. Grignote,,0
333,Baron von Morduvol,,0
334,Messire Guilicram,,0
335,Siège raffiné,,1
336,Réverbère,,1
338,Source de chaleur allumée,,0
339,Rejeton de Lumière,,0
340,Engeance du Vide,,0
341,Bête sha,,0
342,,,1
343,Réservoir à spécimen détruit,,0
344,Dracthyr dissuadé,,0
345,Prisonnier tauren libéré,,1
346,Primaliste nokhud,,0
347,Enregistrement de relique récupérée,,0
349,Fallen Dragon,,0
350,Tenue gagnante,Épreuve du style,0
351,Saldean le fermier,Guilde du Grenier,0
352,Salma Saldean,Guilde du Grenier,0
353,Chro-normie,,0
354,Chancre affaibli,,0
356,Frappes,,0
358,,Main du roi-liche,0
361,Poterie draconienne rustique,,0
362,Tréant enflammé,,1
363,Tréant reconstitué,,1
364,Tréant calciné,,1
365,,Corrompu par l’énergie gangrenée,0
366,,Traître à la faction,0
367,Misha,,0
369,Fleur épanouie,,1
371,Champion corrompu par la gangrène,,0
372,Fiole draconique ancienne (Renforcer l’arme runique),,0
373,Arzal’kal,,0
374,Torve-esprit Ghur’sha,,1
375,Bulbe noirci,,1
376,Barrière de ronces renouvelée,,1
377,Ronces calcinées,,1
378,Racines brûlantes,,1
379,Ronces brûlantes,,1
380,"Larodar, avatar de la cendre",,1
383,Commandante des Gardiennes,,1
384,Gardienne initiée,,1
385,Mage de Darnassus novice,,1
387,Liliuna,Touché par les ronces,0
388,Argyr,Touché par les ronces,0
389,Astera,Touché par les ronces,0
390,Bête de cendrepollen,,0
391,Ancien reconnaissant,,0
393,L’indésirable,N’a pas sa place ici,0
394,Dragon féerique,,0
398,Limon figé,,1
406,Druide endormi,,0
