ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
65,Élève de la Grue,Élève de la Grue,Élève de la Grue,3480,0,4,3
66,Élève du Tigre,Élève du Tigre,Élève du Tigre,3480,0,2,3
67,Élève du Buffle,Élève du Buffle,Élève du Buffle,3480,0,3,3
68,Moine Maître brasseur,Moine Maître brasseur,Moniale Maître brasseur,5951,0,0,0
69,Moine Tisse-brume,Moine Tisse-brume,Moniale Tisse-brume,5952,0,0,0
70,Moine Marche-vent,Moine Marche-vent,Moniale Marche-vent,5953,0,0,0
72,Arcanistes,Arcanistes,Arcanistes,3482,0,2,3
73,Élémentaires,Élémentaires,Élémentaires,3482,0,3,3
74,Mage C Troop,Mage C Troop,,3482,0,4,3
75,Horde ressuscitée,Horde ressuscitée,Horde ressuscitée,3487,0,3,3
76,Soldats de la Lame d’ébène,Soldats de la Lame d’ébène,Soldats de la Lame d’ébène,3487,0,2,3
77,Abomination,Abomination,Abomination,3487,0,1,3
79,Les Roués,Les Roués,Les Roués,5940,0,3,3
80,Guerriers illidari,Guerriers illidari,Guerriers illidari,5940,0,2,3
81,Amis de la forêt,Amis de la forêt,Amis de la forêt,3485,0,3,3
82,Gardiens du Bosquet,Gardiens du Bosquet,Gardiens du Bosquet,3485,0,2,3
84,Hunter C Troop,Hunter C Troop,,3477,0,4,3
85,Trappeurs,Trappeurs,Trappeurs,3477,0,2,3
86,Francs-archers,Francs-archers,Francs-archers,3477,0,3,3
87,Recrues de la Main d’argent,Recrues de la Main d’argent,Recrues de la Main d’argent,3486,0,3,3
88,Officiers de la Main d’argent,Officiers de la Main d’argent,Officiers de la Main d’argent,3486,0,2,3
89,Paladin C Troop,Paladin C Troop,,3486,0,4,3
90,Priest C Troop,Priest C Troop,,3479,0,4,3
91,Acolytes,Acolytes,Acolytes,3479,0,3,3
92,Zélotes,Zélotes,Zélotes,3479,0,2,3
93,Brigands,Brigands,Brigands,3481,0,3,3
94,Boucaniers,Boucaniers,Boucaniers,3481,0,2,3
95,Rogue C Troop,Rogue C Troop,,3481,0,4,3
96,Ancien de la guerre,Ancien de la guerre,Ancien de la guerre,3485,0,1,3
97,Élémentaires,Élémentaires,Élémentaires,3484,0,3,3
98,Implorateurs de la terre,Implorateurs de la terre,Implorateurs de la terre,3484,0,2,3
99,Valarjar,Valarjar,Valarjar,3478,0,3,3
100,Vierges guerrières,Vierges guerrières,Vierges guerrières,3478,0,2,3
101,Warrior C Troop,Warrior C Troop,,3478,0,4,3
102,Horde démoniaque,Horde démoniaque,Horde démoniaque,3483,0,3,3
103,Serviteurs de la Moisson noire,Serviteurs de la Moisson noire,Serviteurs de la Moisson noire,3483,0,2,3
104,Gangregarde,Gangregarde,Gangregarde,3483,0,1,3
105,Astre,Astre,Astre,3480,0,1,3
108,Chevalier de la mort Sang,Chevalier de la mort Sang,Chevalier de la mort Sang,5936,6,0,0
109,Chevalier de la mort Givre,Chevalier de la mort Givre,Chevalier de la mort Givre,5937,7,0,0
110,Chevalier de la mort Impie,Chevalier de la mort Impie,Chevalier de la mort Impie,5938,8,0,0
111,Druide Équilibre,Druide Équilibre,Druidesse Équilibre,5941,0,0,0
112,Druide Farouche,Druide Farouche,Druidesse Farouche,5942,0,0,0
113,Druide Gardien,Druide Gardien,Druidesse Gardien,5943,0,0,0
114,Druide Restauration,Druide Restauration,Druidesse Restauration,5944,0,0,0
115,Chasseur Maîtrise des bêtes,Chasseur Maîtrise des bêtes,Chasseresse Maîtrise des bêtes,5945,0,0,0
116,Chasseur Précision,Chasseur Précision,Chasseresse Précision,5946,0,0,0
117,Chasseur Survie,Chasseur Survie,Chasseresse Survie,5947,0,0,0
118,Mage Arcanes,Mage Arcanes,Mage Arcanes,5948,0,0,0
119,Mage Feu,Mage Feu,Mage Feu,5949,0,0,0
120,Mage Givre,Mage Givre,Mage Givre,5950,0,0,0
121,Paladin Sacré,Paladin Sacré,Paladin Sacré,5954,0,0,0
122,Paladin Protection,Paladin Protection,Paladin Protection,5955,0,0,0
123,Paladin Vindicte,Paladin Vindicte,Paladin Vindicte,5956,0,0,0
124,Prêtre Discipline,Prêtre Discipline,Prêtresse Discipline,5957,0,0,0
125,Prêtre Sacré,Prêtre Sacré,Prêtresse Sacré,5958,0,0,0
126,Prêtre Ombre,Prêtre Ombre,Prêtresse Ombre,5959,0,0,0
127,Voleur Assassinat,Voleur Assassinat,Voleuse Assassinat,5960,0,0,0
128,Voleur Hors-la-loi,Voleur Hors-la-loi,Voleuse Hors-la-loi,5961,0,0,0
129,Voleur Finesse,Voleur Finesse,Voleuse Finesse,5962,0,0,0
130,Chaman Élémentaire,Chaman Élémentaire,Chamane Élémentaire,5963,0,0,0
131,Chaman Amélioration,Chaman Amélioration,Chamane Amélioration,5964,0,0,0
132,Chaman Restauration,Chaman Restauration,Chamane Restauration,5965,0,0,0
133,Démoniste Affliction,Démoniste Affliction,Démoniste Affliction,5966,0,0,0
134,Démoniste Démonologie,Démoniste Démonologie,Démoniste Démonologie,5967,0,0,0
135,Démoniste Destruction,Démoniste Destruction,Démoniste Destruction,5968,0,0,0
136,Guerrier Armes,Guerrier Armes,Guerrière Armes,5969,0,0,0
137,Guerrier Fureur,Guerrier Fureur,Guerrière Fureur,5970,0,0,0
138,Guerrier Protection,Guerrier Protection,Guerrière Protection,5971,0,0,0
139,Ascendants,Ascendants,Ascendants,3484,0,1,3
140,Paria,Paria,Paria,6163,0,0,0
141,Régisseur de la tour,Régisseur de la tour,Régisseur de la tour,6219,0,0,0
142,Convive,Convive,Convive,6219,0,1,1
143,Bastonneur,Bastonneur,Bastonneuse,6219,0,0,0
144,Brute glissentaille,Brute glissentaille,Brute glissentaille,5940,0,1,3
145,Guerriers du Totem-Sinistre,Guerriers du Totem-Sinistre,Guerriers du Totem-Sinistre,3484,0,1,3
146,avagner - test,,,6159,0,0,1
147,Gardiens du Kirin Tor,Élémentaires,Gardiennes du Kirin Tor,3482,0,2,3
148,Chevaliers d’ébène saccage-givre,Élémentaires,Chevaliers d'ébène saccage-givre,3487,0,2,3
149,Troupe de choc,Élémentaires,Troupe de choc,3478,0,2,3
150,Gardiens de la Sylverêve,Élémentaires,Gardiens de la Sylverêve,3485,0,2,3
151,Shivarra,Élémentaires,Shivarra,5940,0,2,3
152,Protecteurs du Cercle terrestre,Élémentaires,Protectrices du Cercle terrestre,3484,0,2,3
153,Maîtres de la sérénité,Élémentaires,Maîtres de la sérénité,3480,0,2,3
154,Brutes gangregardes,Élémentaires,Brutes gangregardes,3483,0,2,3
155,Prêtres capuchonnés,Élémentaires,Prêtresses capuchonnées,3479,0,2,3
156,Croisés de la Main d’argent,Élémentaires,Croisés de la Main d’argent,3486,0,2,3
157,Assassins de Ravenholdt,Élémentaires,Assassins de Ravenholdt,3481,0,2,3
158,Chasseresses sacrenuit,,,3477,0,2,1
160,Rôdeur des crêtes krokul,,,6817,0,2,3
161,Krokul purifié par le Vide,,,6816,0,2,3
162,Rempart sancteforge,,,6818,0,2,3
164,Technicien,,Technicienne,3581,0,0,0
165,Fusilier,,Fusilier,5946,278,1,3
166,Agent,,Agent,3481,0,0,0
167,Éclaireur,,Éclaireuse,3481,0,0,0
168,Sentinelle,,,5947,277,1,3
169,Agent,,Agent,5962,279,1,3
170,Infitrateur,,Infitratrice,3481,280,0,0
171,Technicien,,,3581,282,1,3
172,"Spécialiste du combat
",,,5947,281,0,0
173,Garde-paix,,Garde-paix,5956,283,1,3
174,Traqueur,,Traqueuse,5960,0,1,3
175,Chaman Élémentaire,Chaman Élémentaire,,5963,0,0,1
176,Spécialiste,,,5960,290,1,1
177,Chaman,,,5963,291,1,3
178,Gardeffroi,,,3487,0,0,1
179,Ensorceleuse,,,5949,0,1,3
180,Sapeur,,Sapeuse,3581,0,1,3
181,Moine,,,5953,0,1,3
182,Arcaniste,,,5948,0,0,0
183,Ingénieur,,Ingénieur,8390,0,0,0
184,Voleur Finesse,Voleur Finesse,Voleuse Finesse,5962,0,0,0
185,Chasseur Survie,Chasseur Survie,Chasseresse Survie,5947,0,0,0
186,Chasseur des ombres,,Chasseuse des ombres,5946,0,0,0
187,Grand thane de Nid-de-l’Aigle,,,5964,0,0,0
188,Loup solitaire,,,5947,281,0,0
189,Magistère,,Magistrice,5959,0,0,0
190,Expert des Forces spéciales,,Experte des Forces spéciales,8390,0,0,0
191,Pilote,,,3581,0,0,3
192,Général des Sentinelles,,,5946,0,0,0
193,Division de l’Alliance,,,7709,0,4,7
194,Division de la Horde,,,7710,0,4,7
295,Capitaine,,,7709,0,0,0
296,Capitaine,,,7710,0,0,0
297,Lame fantôme,,,6557,0,0,0
298,Commandant,,,6557,0,0,0
299,Duc fou,,,6557,0,0,0
300,Poing errant,,,6036,0,0,0
301,Sirotâme,,,6557,0,0,0
302,Fossoyeur,,,6557,0,0,0
303,Moine noirpoing,,,6557,0,0,0
304,Lanceur de stèle du vice,,,6557,0,0,0
305,Guérisseur mensonger,,,6557,0,0,0
306,Démuni,,,6557,0,0,0
307,Lance rayonnante,,,6557,0,0,0
308,Poing infrangible,,,6557,0,0,0
309,Médecin exubérant,,,6557,0,0,0
310,Lamenuit,,,6557,0,3,1
311,Atmancien,,,6557,0,3,1
312,Phalangiste,,,6557,0,3,1
313,Hallebardière,,,6557,0,3,1
314,Troupier de choc,,,6557,0,3,1
315,Chante-peste,,,6557,0,3,1
316,Soigne-bosquet,,,6557,0,3,1
317,Trappeur,,,6557,0,3,1
318,Tueur enjoué,,,6557,0,0,0
319,Hôtesse,,,6557,0,0,0
320,Concepteur de miroirs,,,6557,0,0,0
321,Maître d’hôtel,,,6557,0,0,0
322,Réparateur,,,6557,0,0,0
323,Bastonneur,,,2117,0,0,0
325,Soigne-bosquet,,,6557,0,3,9
326,Trappeur,,,6557,0,3,9
327,Lamenuit,,,6557,0,3,9
328,Atmancien,,,6557,0,3,9
329,Phalangiste,,,6557,0,3,9
330,Hallebardier,,,6557,0,3,9
331,Troupier de choc,,,6557,0,3,9
332,Chante-peste,,,6557,0,3,9
333,Secutor,,,6558,0,1,0
334,Abomination,,,6558,0,1,0
335,Dynamo,,,6558,0,1,0
336,Maître du savoir,,,6558,0,1,0
337,Limon,,,6558,0,1,0
338,Squelette,,,6558,0,1,0
339,Abomination,,,6558,0,1,0
340,Liche,,,6558,0,1,0
341,Gladiateur,,,6558,0,1,0
342,Assembleur,,,6558,0,1,0
343,Squelette,,,6558,0,1,0
344,Lame-de-l’ombre,,,6558,0,1,0
345,Catalyseur de peste,,,6558,0,1,0
346,Forge-os,,,6558,0,1,0
347,Fille du massacre,,,6558,0,1,0
348,Épée de déférence,,,6557,0,0,0
349,Main généreuse,,,6557,0,0,0
350,Assemblage dévoué,,,6557,0,0,0
351,Maître des volions,,,6557,0,0,0
352,Maître des phalynx,,,6557,0,0,0
353,Assistante consciencieuse,,,6557,0,0,0
354,Aspirant,,,6557,0,0,0
355,Disciple,,,6557,0,0,0
356,Compagnon de Mikanikos,,,6557,0,0,0
357,Main du courage,,,6557,0,0,0
358,Émerveilleur,,,6557,0,0,0
359,Entourloupeuse,,,6557,0,0,0
360,Soigneuse attentive,,,6557,0,0,0
361,Lance glaçante,,,6557,0,0,0
362,Modeleur de Lumétoile,,,6557,0,0,0
363,Parente de l’Impalpable,,,6557,0,0,0
364,Protectrice de Tirna Vaal,,,6557,0,0,0
365,Artisan de Tirna Vaal,,,6557,0,0,0
366,Crocs des esprits,,,6557,0,0,0
367,Cornes de la nuit,,,6557,0,0,0
368,Les yeux de la forêt,,,6557,0,0,0
369,Branche-aurore,,,6557,0,0,0
370,Cultivateur,,,6557,0,0,0
371,Capitaine de l’Hallali,,,6557,0,0,0
372,Soigne-bosquet,,,6557,0,0,0
373,Transcendée,,,6557,0,0,0
374,Aspirant,,,6557,0,0,0
375,Premier forgelite,,,6557,0,0,0
376,Barbare,,,2117,0,0,0
377,Maître vitrier,,,6557,0,0,0
378,Liche,,,6558,0,1,0
379,Forgeron,,,6558,0,1,0
380,Compagnon de fortune,,,6558,0,1,0
381,Gladiatrice exaltante,,,6558,0,1,0
382,Indestructible,,,6558,0,1,0
383,Fabricante d’armes,,,6557,0,0,0
384,Intendante,,,6557,0,0,0
385,Émissaire,,,6557,0,0,0
386,Spore,,,6557,0,0,0
387,Tisserande,,,6557,0,0,0
388,Messager,,,6557,0,0,0
389,Mystique,,,6557,0,0,0
390,Guide spirituelle,,,6557,0,0,0
391,Protectrice,,,6557,0,0,0
392,Ailes de la guérison,,,6557,0,0,0
393,Fermier,,,6557,0,0,0
394,Artiste,,,6557,0,0,0
395,Aristocrate,,,6557,0,0,0
396,Récupératrice,,,6557,0,0,0
397,Masseur,,,6557,0,0,0
398,Serviteur imperturbable,,,6557,0,0,0
400,Archéologue,Chasseur Survie,,5946,0,0,0
