Name_lang,EntryOffset[0],EntryOffset[1],EntryOffset[2],ID,Size,HouseExteriorWmoDataID,ParentComponentID,ModelFileDataID,Flags,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,ItemID
Enjolivement,0,0,0,585,4,55,0,6892522,2,4,9,1,0,0,267863
Cheminée enjolivée – pourpre,0,0,0,586,1,55,0,6892547,2,4,16,1,0,36,267889
Cheminée haute reliquaire – pourpre,0,0,0,587,1,55,0,6892545,2,4,16,1,0,36,267877
Cheminée en bois – pourpre,0,0,0,588,1,55,0,6892544,2,4,16,1,0,36,267871
Fenêtre en bois,0,0,0,589,1,55,0,6892536,2,4,12,1,0,0,268016
Entrée en bois – pourpre,5.2331,0.0432,1.6591,590,1,55,0,6892533,3,4,11,1,613904,36,267901
Tour en bois – pourpre,0,0,0,591,1,55,0,6892550,2,4,15,1,0,36,267986
Tour enjolivée – pourpre,0,0,0,592,1,55,0,6892551,2,4,15,1,0,36,267992
Tour rustique – pourpre,0,0,0,593,1,55,0,6892553,2,4,15,1,0,36,268004
Tour en pierre – pourpre,0,0,0,594,1,55,0,6892552,2,4,15,1,0,36,267998
Tour en pierre enjolivée – pourpre,0,0,0,595,1,55,0,6892554,2,4,15,1,0,36,268010
Entrée rustique – pourpre,2.9381,0.0423,1.6541,596,1,55,0,6892535,2,4,11,1,613906,36,267913
Entrée enjolivée – pourpre,2.8441,0.0423,1.6625,597,1,55,0,6892534,2,4,11,1,613905,36,267907
Cheminée rustique – pourpre,0,0,0,598,1,55,0,6892546,2,4,16,1,0,36,267883
Cheminée reliquaire – pourpre,0,0,0,599,1,55,0,6892548,2,4,16,1,0,36,267895
Fenêtre reliquaire,0,0,0,600,1,55,0,6892537,2,4,12,1,0,0,268017
Lucarne reliquaire,0,0,0,601,1,55,0,6892542,2,4,14,1,0,0,267979
Lucarne en bois – pourpre,0,0,0,602,1,55,0,6892541,2,4,14,1,0,36,267973
Lucarne enjolivée – pourpre,0,0,0,603,1,55,0,6892543,2,4,14,1,0,36,267980
Fenêtre cintrée,0,0,0,604,1,55,0,6892538,2,4,12,1,0,0,268018
Fenêtre à croisillons,0,0,0,605,1,55,0,6892539,2,4,12,1,0,0,268019
Fenêtre enjolivée,0,0,0,606,1,55,0,6892540,2,4,12,1,0,0,268020
Flèche en gradins – cramoisie,0,0,0,607,1,56,0,6892591,2,5,15,1,0,37,267693
Flèche élégante – cramoisie,0,0,0,608,1,56,0,6892589,2,5,15,1,0,37,267694
Cheminée extravagante,0,0,0,609,1,56,0,6892587,2,5,16,1,0,37,267695
Cheminée-clocher,0,0,0,610,1,56,0,6892586,2,5,16,1,0,37,267696
Cheminée à ailettes robuste,0,0,0,611,1,56,0,6892588,2,5,16,1,0,37,267697
Cheminée majestueuse,0,0,0,612,1,56,0,6892584,2,5,16,1,0,37,267698
Cheminée à ailettes,0,0,0,613,1,56,0,6892585,2,5,16,1,0,37,267699
Lucarne en coupole – cramoisie,0,0,0,614,1,56,0,6892581,2,5,14,1,0,37,267700
Lucarne majestueuse – cramoisie,0,0,0,615,1,56,0,6892583,2,5,14,1,0,37,267701
Fenêtre majestueuse – cramoisie,0,0,0,616,1,56,0,6892579,2,5,12,1,0,37,267702
Fenêtre en coupole – cramoisie,0,0,0,617,1,56,0,6892580,2,5,12,1,0,37,267703
Entrée simple,16.8511,0,1.427,618,1,56,0,6892573,3,5,11,1,613907,37,267704
Entrée principale – cramoisie,16.7481,0.0001,1.427,619,1,56,0,6892575,2,5,11,1,613909,37,267705
Entrée élégante – cramoisie,16.8511,0,1.427,620,1,56,0,6892574,2,5,11,1,613908,37,267706
Toit en coupole,0,0,0,621,2,56,0,6892567,3,5,10,1,0,0,267707
Gravure,0,0,0,622,2,56,0,6892558,3,5,9,1,0,0,267708
Toit facetté,0,0,0,623,4,56,0,6892571,2,5,10,1,0,0,267709
Artisanat,0,0,0,624,4,56,0,6892563,2,5,9,1,0,0,267710
Arches,0,0,0,625,4,56,0,6892562,2,5,9,1,0,0,267711
Toit en gradins,0,0,0,626,4,56,0,6892572,2,5,10,1,0,0,267712
Toit en gradins,0,0,0,627,3,56,0,6892566,2,5,10,1,0,0,267713
Toit en coupole,0,0,0,628,3,56,0,6892564,3,5,10,1,0,0,267714
Toit facetté,0,0,0,629,2,56,0,6892568,2,5,10,1,0,0,267715
Artisanat,0,0,0,630,3,56,0,6892557,2,5,9,1,0,0,267716
Arches,0,0,0,631,2,56,0,6892559,2,5,9,1,0,0,267717
Gravure,0,0,0,632,3,56,0,6892555,3,5,9,1,0,0,267718
Gravure,0,0,0,633,4,56,0,6892561,3,5,9,1,0,0,267719
Toit en coupole,0,0,0,634,4,56,0,6892570,3,5,10,1,0,0,267720
Arches,0,0,0,635,3,56,0,6892556,2,5,9,1,0,0,267721
Toit facetté,0,0,0,636,3,56,0,6892565,2,5,10,1,0,0,267722
Artisanat,0,0,0,637,2,56,0,6892560,2,5,9,1,0,0,267723
Fenêtre filigranée,0,0,0,638,1,56,0,6892576,2,5,12,1,0,0,267724
Fenêtre à jardinière,0,0,0,639,1,56,0,6892577,2,5,12,1,0,0,267725
Fenêtre à battants,0,0,0,640,1,56,0,6892578,2,5,12,1,0,0,267726
Lucarne élégante – cramoisie,0,0,0,641,1,56,0,6892582,2,5,14,1,0,37,267727
Flèche simple – cramoisie,0,0,0,642,1,56,0,6892498,2,5,15,1,0,37,267728
Flèche facettée – cramoisie,0,0,0,643,1,56,0,6892592,2,5,15,1,0,37,267729
Flèche robuste – cramoisie,0,0,0,644,1,56,0,6892590,2,5,15,1,0,37,267730
Toit en gradins,0,0,0,645,2,56,0,6892569,2,5,10,1,0,0,267731
Entrée couverte – cramoisie,-3.7703,0.1048,1.383,975,1,87,0,7118913,2,2,11,1,602706,37,0
Entrée par pont-levis – cramoisie,-4.4534,0.3277,2.4228,976,1,87,0,7118912,3,2,11,1,602705,37,0
Entrée en ferronnerie – cramoisie,-2.9469,0.4999,2.1383,977,1,87,0,7118914,2,2,11,1,602707,37,0
Fenêtre cintrée,0,0,0,978,1,87,0,7118916,2,2,12,1,0,0,0
Fenêtre ronde,0,0,0,979,1,87,0,7118917,2,2,12,1,0,0,0
Fenêtre couverte,0,0,0,980,1,87,0,7118918,2,2,12,1,0,0,0
Fenêtre avec volets,0,0,0,981,1,87,0,7118919,2,2,12,1,0,0,0
Fenêtre inclinée,0,0,0,982,1,87,0,7118915,3,2,12,1,0,0,0
Fenêtre ronde,0,0,0,984,1,87,0,7118922,2,2,14,1,0,0,0
Cheminée à rayons,0,0,0,986,1,87,0,7338373,2,2,16,1,0,0,0
Cheminée avec fourneau,0,0,0,987,1,87,0,7118925,2,2,16,1,0,0,0
Cheminée simple,0,0,0,988,1,87,0,7118924,2,2,16,1,0,0,0
Cheminée en pierre – cramoisie,0,0,0,989,1,87,0,7118923,3,2,16,1,0,0,0
Cheminée avec conduit,0,0,0,990,1,87,0,7338375,2,2,16,1,0,0,0
Pierre lisse,0,0,0,999,4,87,0,6648679,2,2,9,1,0,0,0
Bois recyclé,0,0,0,1000,4,87,0,6648678,3,2,9,1,0,0,0
Pierre lisse,0,0,0,1003,2,87,0,6648685,2,2,9,1,0,0,0
Bois recyclé,0,0,0,1004,2,87,0,6648684,3,2,9,1,0,0,0
Bois recyclé,0,0,0,1006,3,87,0,6648681,3,2,9,1,0,0,0
Pierre usée,0,0,0,1009,4,87,0,7118902,2,2,9,1,0,0,0
Pierre usée,0,0,0,1011,2,87,0,7118901,2,2,9,1,0,0,0
Pierre usée,0,0,0,1012,3,87,0,7118900,2,2,9,1,0,0,0
Pierre lisse,0,0,0,1207,3,87,0,6648682,2,2,9,0,0,0,0
Fenêtre carrée,0,0,0,1379,1,9,0,7118946,2,1,12,0,0,0,0
Entrée simple – océan,-3.0023,0.0171,2.0121,1380,1,9,0,7450804,3,1,11,0,586576,8,0
Entrée simple – moutarde,-3.0023,0.0171,2.0121,1381,1,9,1380,7450818,2,1,11,0,586576,44,0
Entrée simple – pourpre,-3.0023,0.0171,2.0121,1382,1,9,1380,7450815,2,1,11,0,586576,36,0
Entrée simple – cramoisie,-3.0023,0.0171,2.0121,1383,1,9,1380,7450812,2,1,11,0,586576,37,0
Entrée simple – muscade,-3.0023,0.0171,2.0121,1384,1,9,1380,7450809,2,1,11,0,586576,9,0
Entrée simple – forêt,-3.0023,0.0171,2.0121,1385,1,9,1380,7450805,2,1,11,0,586576,21,0
Tour majestueuse – océan,0,0,0,1386,1,9,0,7450803,2,1,15,0,0,8,0
Tour majestueuse – moutarde,0,0,0,1387,1,9,1386,7450862,2,1,15,0,0,44,0
Tour majestueuse – pourpre,0,0,0,1388,1,9,1386,7450857,2,1,15,0,0,36,0
Tour majestueuse – cramoisie,0,0,0,1389,1,9,1386,7450852,2,1,15,0,0,37,0
Tour majestueuse – muscade,0,0,0,1390,1,9,1386,7450847,2,1,15,0,0,9,0
Tour majestueuse – forêt,0,0,0,1391,1,9,1386,7450842,2,1,15,0,0,21,0
Tour carrée – océan,0,0,0,1392,1,9,0,7450802,2,1,15,0,0,8,0
Tour carrée – moutarde,0,0,0,1393,1,9,1392,7450860,2,1,15,0,0,44,0
Tour carrée – pourpre,0,0,0,1394,1,9,1392,7450855,2,1,15,0,0,36,0
Tour carrée – cramoisie,0,0,0,1395,1,9,1392,7450850,2,1,15,0,0,37,0
Tour carrée – muscade,0,0,0,1396,1,9,1392,7450845,2,1,15,0,0,9,0
Tour carrée – forêt,0,0,0,1397,1,9,1392,7450840,2,1,15,0,0,21,0
Tour de guet – océan,0,0,0,1398,1,9,0,7450801,2,1,15,0,0,8,0
Tour de guet – moutarde,0,0,0,1399,1,9,1398,7450861,2,1,15,0,0,44,0
Tour de guet – pourpre,0,0,0,1400,1,9,1398,7450856,2,1,15,0,0,36,0
Tour de guet – cramoisie,0,0,0,1401,1,9,1398,7450851,2,1,15,0,0,37,0
Tour de guet – muscade,0,0,0,1402,1,9,1398,7450846,2,1,15,0,0,9,0
Tour de guet – forêt,0,0,0,1403,1,9,1398,7450841,2,1,15,0,0,21,0
Grande tour – océan,0,0,0,1404,1,9,0,7450800,3,1,15,0,0,8,0
Grande tour – moutarde,0,0,0,1405,1,9,1404,7450858,2,1,15,0,0,44,0
Grande tour – pourpre,0,0,0,1406,1,9,1404,7450853,2,1,15,0,0,36,0
Grande tour – cramoisie,0,0,0,1407,1,9,1404,7450848,2,1,15,0,0,37,0
Grande tour – muscade,0,0,0,1408,1,9,1404,7450843,2,1,15,0,0,9,0
Grande tour – forêt,0,0,0,1409,1,9,1404,7450838,2,1,15,0,0,21,0
Lucarne carrée – océan,0,0,0,1410,1,9,0,7450799,2,1,14,0,0,8,0
Lucarne carrée – moutarde,0,0,0,1411,1,9,1410,7450837,2,1,14,0,0,44,0
Lucarne carrée – pourpre,0,0,0,1412,1,9,1410,7450833,2,1,14,0,0,36,0
Lucarne carrée – cramoisie,0,0,0,1413,1,9,1410,7450829,2,1,14,0,0,37,0
Lucarne carrée – muscade,0,0,0,1414,1,9,1410,7450826,2,1,14,0,0,9,0
Lucarne carrée – forêt,0,0,0,1415,1,9,1410,7450823,2,1,14,0,0,21,0
Cheminée simple,0,0,0,1416,1,9,0,7118950,3,1,16,0,0,0,0
Fenêtre avec volets,0,0,0,1417,1,9,0,7448532,2,1,12,0,0,0,0
Fenêtre simple,0,0,0,1418,1,9,0,7118944,3,1,12,0,0,0,0
Entrée carrée – océan,-3.0145,0.0317,1.9748,1419,1,9,0,7450798,2,1,11,0,602702,8,0
Entrée carrée – moutarde,-3.0145,0.0317,1.9748,1420,1,9,1419,7450819,2,1,11,0,602702,44,0
Entrée carrée – pourpre,-3.0145,0.0317,1.9748,1421,1,9,1419,7450816,2,1,11,0,602702,36,0
Entrée carrée – cramoisie,-3.0145,0.0317,1.9748,1422,1,9,1419,7450813,2,1,11,0,602702,37,0
Entrée carrée – muscade,-3.0145,0.0317,1.9748,1423,1,9,1419,7450810,2,1,11,0,602702,9,0
Entrée carrée – forêt,-3.0145,0.0317,1.9748,1424,1,9,1419,7450806,2,1,11,0,602702,21,0
Entrée inclinée – océan,-3.0059,0.0387,2.0029,1425,1,9,0,7450797,2,1,11,0,602700,8,0
Lucarne inclinée – moutarde,-3.0059,0.0387,2.0029,1426,1,9,1425,7450836,2,1,14,0,0,44,0
Lucarne inclinée – pourpre,-3.0059,0.0387,2.0029,1427,1,9,1425,7450832,2,1,14,0,0,36,0
Lucarne inclinée – cramoisie,-3.0059,0.0387,2.0029,1428,1,9,1425,7450828,2,1,14,0,0,37,0
Lucarne inclinée – muscade,-3.0059,0.0387,2.0029,1429,1,9,1425,7450825,2,1,14,0,0,9,0
Lucarne inclinée – forêt,-3.0059,0.0387,2.0029,1430,1,9,1425,7450822,2,1,14,0,0,21,0
Entrée inclinée – moutarde,-3.0059,0.0387,2.0029,1431,1,9,1425,7450820,2,1,11,0,602700,44,0
Entrée inclinée – pourpre,-3.0059,0.0387,2.0029,1432,1,9,1425,7450817,2,1,11,0,602700,36,0
Entrée inclinée – cramoisie,-3.0059,0.0387,2.0029,1433,1,9,1425,7450814,2,1,11,0,602700,37,0
Entrée inclinée – muscade,-3.0059,0.0387,2.0029,1434,1,9,1425,7450811,2,1,11,0,602700,9,0
Entrée inclinée – forêt,-3.0059,0.0387,2.0029,1435,1,9,1425,7450808,2,1,11,0,602700,21,0
Fenêtre large,0,0,0,1436,1,9,0,7448531,2,1,12,0,0,0,0
Fenêtre ronde,0,0,0,1437,1,9,0,7118945,2,1,12,0,0,0,0
Tour des mages – océan,0,0,0,1438,1,9,0,7450796,2,1,15,0,0,8,0
Tour des mages – moutarde,0,0,0,1439,1,9,1438,7450859,2,1,15,0,0,44,0
Tour des mages – pourpre,0,0,0,1440,1,9,1438,7450854,2,1,15,0,0,36,0
Tour des mages – cramoisie,0,0,0,1441,1,9,1438,7450849,2,1,15,0,0,37,0
Tour des mages – muscade,0,0,0,1442,1,9,1438,7450844,2,1,15,0,0,9,0
Tour des mages – forêt,0,0,0,1443,1,9,1438,7450839,2,1,15,0,0,21,0
Cheminée haute en briques,0,0,0,1444,1,9,0,7118954,2,1,16,0,0,0,0
Cheminée couverte,0,0,0,1445,1,9,0,7118953,2,1,16,0,0,0,0
Lucarne simple – océan,0,0,0,1446,1,9,0,7450795,3,1,14,0,0,8,0
Lucarne simple – moutarde,0,0,0,1447,1,9,1446,7450835,2,1,14,0,0,44,0
Lucarne simple – pourpre,0,0,0,1448,1,9,1446,7450830,2,1,14,0,0,36,0
Lucarne simple – cramoisie,0,0,0,1449,1,9,1446,7450827,2,1,14,0,0,37,0
Lucarne simple – muscade,0,0,0,1450,1,9,1446,7450824,2,1,14,0,0,9,0
Lucarne simple – forêt,0,0,0,1451,1,9,1446,7450821,2,1,14,0,0,21,0
Cheminée renforcée,0,0,0,1452,1,9,0,7118952,2,1,16,0,0,0,0
Cheminée large en briques,0,0,0,1453,1,9,0,7118951,2,1,16,0,0,0,0
Lucarne inclinée – océan,0,0,0,1454,1,9,0,7450794,2,1,14,0,0,8,0
Toit carré,0,0,0,1455,4,9,0,7420575,2,1,10,0,0,8,0
Toit carré,0,0,0,1456,4,9,1455,7420574,2,1,10,0,0,44,0
Toit carré,0,0,0,1457,4,9,1455,7420578,2,1,10,0,0,36,0
Toit carré,0,0,0,1458,4,9,1455,7420579,2,1,10,0,0,37,0
Toit carré,0,0,0,1459,4,9,1455,7420576,2,1,10,0,0,9,0
Toit carré,0,0,0,1460,4,9,1455,7420577,2,1,10,0,0,21,0
Toit incliné,0,0,0,1461,4,9,0,7420568,2,1,10,0,0,8,0
Toit incliné,0,0,0,1462,4,9,1461,7420573,2,1,10,0,0,44,0
Toit incliné,0,0,0,1463,4,9,1461,7420571,2,1,10,0,0,36,0
Toit incliné,0,0,0,1464,4,9,1461,7420572,2,1,10,0,0,37,0
Toit incliné,0,0,0,1465,4,9,1461,7420569,2,1,10,0,0,9,0
Toit incliné,0,0,0,1466,4,9,1461,7420570,2,1,10,0,0,21,0
Toit simple,0,0,0,1467,4,9,0,7420563,3,1,10,0,0,8,0
Toit simple,0,0,0,1468,4,9,1467,7420562,2,1,10,0,0,44,0
Toit simple,0,0,0,1469,4,9,1467,7420566,2,1,10,0,0,36,0
Toit simple,0,0,0,1470,4,9,1467,7420567,2,1,10,0,0,37,0
Toit simple,0,0,0,1471,4,9,1467,7420564,2,1,10,0,0,9,0
Toit simple,0,0,0,1472,4,9,1467,7420565,2,1,10,0,0,21,0
Toit carré,0,0,0,1473,3,9,0,7420586,2,1,10,0,0,8,0
Toit carré,0,0,0,1474,3,9,1473,7420599,2,1,10,0,0,44,0
Toit carré,0,0,0,1475,3,9,1473,7420595,2,1,10,0,0,36,0
Toit carré,0,0,0,1476,3,9,1473,7420598,2,1,10,0,0,37,0
Toit carré,0,0,0,1477,3,9,1473,7420589,2,1,10,0,0,9,0
Toit carré,0,0,0,1478,3,9,1473,7420592,2,1,10,0,0,21,0
Toit incliné,0,0,0,1479,3,9,0,7420585,2,1,10,0,0,8,0
Toit incliné,0,0,0,1480,3,9,1479,7420600,2,1,10,0,0,44,0
Toit incliné,0,0,0,1481,3,9,1479,7420594,2,1,10,0,0,36,0
Toit incliné,0,0,0,1482,3,9,1479,7420597,2,1,10,0,0,37,0
Toit incliné,0,0,0,1483,3,9,1479,7420588,2,1,10,0,0,9,0
Toit incliné,0,0,0,1484,3,9,1479,7420591,2,1,10,0,0,21,0
Toit simple,0,0,0,1485,3,9,0,7420584,3,1,10,0,0,8,0
Toit simple,0,0,0,1486,3,9,1485,7420601,2,1,10,0,0,44,0
Toit simple,0,0,0,1487,3,9,1485,7420593,2,1,10,0,0,36,0
Toit simple,0,0,0,1488,3,9,1485,7420596,2,1,10,0,0,37,0
Toit simple,0,0,0,1489,3,9,1485,7420587,2,1,10,0,0,9,0
Toit simple,0,0,0,1490,3,9,1485,7420590,2,1,10,0,0,21,0
Toit carré,0,0,0,1491,2,9,0,7420604,2,1,10,0,0,8,0
Toit carré,0,0,0,1492,2,9,1491,7420617,2,1,10,0,0,44,0
Toit carré,0,0,0,1493,2,9,1491,7420611,2,1,10,0,0,36,0
Toit carré,0,0,0,1494,2,9,1491,7420616,2,1,10,0,0,37,0
Toit carré,0,0,0,1495,2,9,1491,7420605,2,1,10,0,0,9,0
Toit carré,0,0,0,1496,2,9,1491,7420610,2,1,10,0,0,21,0
Toit incliné,0,0,0,1497,2,9,0,7420603,2,1,10,0,0,8,0
Toit incliné,0,0,0,1498,2,9,1497,7420618,2,1,10,0,0,44,0
Toit incliné,0,0,0,1499,2,9,1497,7420612,2,1,10,0,0,36,0
Toit incliné,0,0,0,1500,2,9,1497,7420615,2,1,10,0,0,37,0
Toit incliné,0,0,0,1501,2,9,1497,7420606,2,1,10,0,0,9,0
Toit incliné,0,0,0,1502,2,9,1497,7420609,2,1,10,0,0,21,0
Toit simple,0,0,0,1503,2,9,0,7420602,3,1,10,0,0,8,0
Toit simple,0,0,0,1504,2,9,1503,7420619,2,1,10,0,0,44,0
Toit simple,0,0,0,1505,2,9,1503,7420613,2,1,10,0,0,36,0
Toit simple,0,0,0,1506,2,9,1503,7420614,2,1,10,0,0,37,0
Toit simple,0,0,0,1507,2,9,1503,7420607,2,1,10,0,0,9,0
Toit simple,0,0,0,1508,2,9,1503,7420608,2,1,10,0,0,21,0
Fenêtre inclinée – muscade,0,0,0,2434,1,87,0,7462697,2,2,14,0,0,9,0
Fenêtre inclinée – rouille,0,0,0,2435,1,87,0,7462696,2,2,14,0,0,32,0
Fenêtre inclinée – océan,0,0,0,2436,1,87,0,7462695,2,2,14,0,0,8,0
Fenêtre inclinée – moutarde,0,0,0,2437,1,87,0,7462694,2,2,14,0,0,44,0
Fenêtre cintrée – muscade,0,0,0,2438,1,87,0,7462693,2,2,14,0,0,9,0
Fenêtre cintrée – rouille,0,0,0,2439,1,87,0,7462692,2,2,14,0,0,32,0
Fenêtre cintrée – océan,0,0,0,2440,1,87,0,7462691,2,2,14,0,0,8,0
Fenêtre cintrée – moutarde,0,0,0,2441,1,87,0,7462690,2,2,14,0,0,44,0
Fenêtre inclinée – forêt,0,0,0,2442,1,87,0,7462689,2,2,14,0,0,21,0
Fenêtre cintrée – forêt,0,0,0,2443,1,87,0,7462688,2,2,14,0,0,21,0
Fortification de fenêtre en bois – muscade,0,0,0,2444,1,87,0,7462687,2,2,15,0,0,9,0
Fortification de fenêtre en pierre – muscade,0,0,0,2445,1,87,0,7462686,2,2,15,0,0,9,0
Fortification couverte – muscade,0,0,0,2446,1,87,0,7462685,2,2,15,0,0,9,0
Fortification avec trappe – muscade,0,0,0,2447,1,87,0,7462684,2,2,15,0,0,9,0
Fortification avec conduit – muscade,0,0,0,2448,1,87,0,7462683,2,2,15,0,0,9,0
Fortification de fenêtre en bois – rouille,0,0,0,2449,1,87,0,7462682,2,2,15,0,0,32,0
Fortification de fenêtre en pierre – rouille,0,0,0,2450,1,87,0,7462681,2,2,15,0,0,32,0
Fortification couverte – rouille,0,0,0,2451,1,87,0,7462680,2,2,15,0,0,32,0
Fortification avec trappe – rouille,0,0,0,2452,1,87,0,7462679,2,2,15,0,0,32,0
Fortification avec conduit – rouille,0,0,0,2453,1,87,0,7462678,2,2,15,0,0,32,0
Fortification de fenêtre en bois – océan,0,0,0,2454,1,87,0,7462677,2,2,15,0,0,8,0
Fortification de fenêtre en pierre – océan,0,0,0,2455,1,87,0,7462676,2,2,15,0,0,8,0
Fortification couverte – océan,0,0,0,2456,1,87,0,7462675,2,2,15,0,0,8,0
Fortification avec trappe – océan,0,0,0,2457,1,87,0,7462674,2,2,15,0,0,8,0
Fortification avec conduit – océan,0,0,0,2458,1,87,0,7462673,2,2,15,0,0,8,0
Fortification de fenêtre en bois – moutarde,0,0,0,2459,1,87,0,7462672,2,2,15,0,0,44,0
Fortification de fenêtre en pierre – moutarde,0,0,0,2460,1,87,0,7462671,2,2,15,0,0,44,0
Fortification couverte – moutarde,0,0,0,2461,1,87,0,7462670,2,2,15,0,0,44,0
Fortification avec trappe – moutarde,0,0,0,2462,1,87,0,7462669,2,2,15,0,0,44,0
Fortification avec conduit – moutarde,0,0,0,2463,1,87,0,7462668,2,2,15,0,0,44,0
Fortification de fenêtre en bois – forêt,0,0,0,2464,1,87,0,7462667,2,2,15,0,0,21,0
Fortification de fenêtre en pierre – forêt,0,0,0,2465,1,87,0,7462666,2,2,15,0,0,21,0
Fortification couverte – forêt,0,0,0,2466,1,87,0,7462665,2,2,15,0,0,21,0
Fortification avec trappe – forêt,0,0,0,2467,1,87,0,7462664,2,2,15,0,0,21,0
Fortification avec conduit – forêt,0,0,0,2468,1,87,0,7462663,2,2,15,0,0,21,0
Toit en plaques,0,0,0,2470,2,87,3805,7460533,2,2,10,0,0,9,0
Toit en plaques,0,0,0,2471,2,87,3805,7460522,2,2,10,0,0,32,0
Toit en plaques,0,0,0,2472,2,87,3805,7460513,2,2,10,0,0,8,0
Toit en plaques,0,0,0,2473,2,87,3805,7460504,2,2,10,0,0,44,0
Toit en plaques,0,0,0,2474,2,87,3805,7460495,2,2,10,0,0,21,0
Toit avec conduit,0,0,0,2476,2,87,3811,7460531,2,2,10,0,0,9,0
Toit avec conduit,0,0,0,2477,2,87,3811,7460520,2,2,10,0,0,32,0
Toit avec conduit,0,0,0,2478,2,87,3811,7460511,2,2,10,0,0,8,0
Toit avec conduit,0,0,0,2479,2,87,3811,7460502,2,2,10,0,0,44,0
Toit avec conduit,0,0,0,2480,2,87,3811,7460493,2,2,10,0,0,21,0
Toit en peaux,0,0,0,2482,2,87,3817,7460532,2,2,10,0,0,9,0
Toit en peaux,0,0,0,2483,2,87,3817,7460521,2,2,10,0,0,32,0
Toit en peaux,0,0,0,2484,2,87,3817,7460512,2,2,10,0,0,8,0
Toit en peaux,0,0,0,2485,2,87,3817,7460503,2,2,10,0,0,44,0
Toit en peaux,0,0,0,2486,2,87,3817,7460494,2,2,10,0,0,21,0
Toit en plaques,0,0,0,2488,4,87,3823,7460525,2,2,10,0,0,9,0
Toit en plaques,0,0,0,2489,4,87,3823,7460516,2,2,10,0,0,32,0
Toit en plaques,0,0,0,2490,4,87,3823,7460507,2,2,10,0,0,8,0
Toit en plaques,0,0,0,2491,4,87,3823,7460498,2,2,10,0,0,44,0
Toit en plaques,0,0,0,2492,4,87,3823,7460489,2,2,10,0,0,21,0
Toit en plaques,0,0,0,2494,3,87,3829,7460529,2,2,10,0,0,9,0
Toit en plaques,0,0,0,2495,3,87,3829,7460519,2,2,10,0,0,32,0
Toit en plaques,0,0,0,2496,3,87,3829,7460510,2,2,10,0,0,8,0
Toit en plaques,0,0,0,2497,3,87,3829,7460501,2,2,10,0,0,44,0
Toit en plaques,0,0,0,2498,3,87,3829,7460492,2,2,10,0,0,21,0
Toit en peaux,0,0,0,2500,3,87,3835,7460528,2,2,10,0,0,9,0
Toit en peaux,0,0,0,2501,3,87,3835,7460518,2,2,10,0,0,32,0
Toit en peaux,0,0,0,2502,3,87,3835,7460509,2,2,10,0,0,8,0
Toit en peaux,0,0,0,2503,3,87,3835,7460500,2,2,10,0,0,44,0
Toit en peaux,0,0,0,2504,3,87,3835,7460491,2,2,10,0,0,21,0
Toit avec conduit,0,0,0,2507,3,87,3841,7460527,2,2,10,0,0,9,0
Toit avec conduit,0,0,0,2508,3,87,3841,7460517,2,2,10,0,0,32,0
Toit avec conduit,0,0,0,2509,3,87,3841,7460508,2,2,10,0,0,8,0
Toit avec conduit,0,0,0,2510,3,87,3841,7460499,2,2,10,0,0,44,0
