ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
47,Uldum,D’anciens textes décrivent Uldum comme un lieu foisonnant de richesses et de trésors incommensurables. Saisissez-les pour la Horde !,Commencer la quête,,,0,33579,0,3,409550,0,28557,0,250,250,0,0,249,33617,33579,0,0
48,Les terres Fantômes,Votre aide est requise pour repousser les innombrables envahisseurs du Fléau et obtenir l’aide des Réprouvés dans la lutte contre le Fléau.,Commencer la quête,,,0,33580,0,3,236765,0,28560,0,250,250,0,0,95,33618,33580,1,0
49,Hautes-terres Arathies,La Dame noire a besoin de votre aide pour étendre l’influence de la Horde et repousser les intrus de l’Alliance.,Commencer la quête,,,0,33581,0,3,236712,0,28572,0,250,250,0,0,14,33619,33581,1,1
50,Hinterlands,Les nains marteaux-hardis des Hinterlands ont officiellement lié leur destin à celui de l’Alliance et doivent être vaincus !,Commencer la quête,,,0,33582,0,3,236780,0,28574,0,250,250,0,0,26,33620,33582,1,1
51,Maleterres de l’Ouest,Les forces de l’Alliance gagnent du terrain dans la cité en ruines d’Andorhal. Nous devons les contrer avant qu’elles ne puissent s’y installer !,Commencer la quête,,,0,33583,0,3,236851,0,28575,0,250,250,0,0,22,33621,33583,1,1
52,Maleterres de l'Est,La Croisade d’argent a renforcé sa présence dans les Maleterres de l’Est et a besoin de votre aide pour consolider ses victoires.,Commencer la quête,,,0,33584,0,3,236760,0,28577,0,250,250,0,0,23,33622,33584,1,1
53,Terres Ingrates,L’Alliance cherche désespérément à établir un point d’ancrage sur les terres Ingrates. Tenez-les à distance à tout prix !,Commencer la quête,,,0,33585,0,3,236716,0,28580,0,250,250,0,0,15,33623,33585,1,0
54,Gorge des Vents brûlants,La Main-Brisée rapporte que les Nains sombrefer de la gorge des Vents brûlants se préparent à la guerre.,Commencer la quête,,,0,33586,0,3,236815,0,28581,0,250,250,0,0,32,33624,33586,1,0
55,Steppes Ardentes,"Ariok, fils d’Eitrigg, a besoin de votre aide pour mettre un terme aux attaques aveugles des Orcs rochenoires.",Commencer la quête,,,0,33587,0,3,236734,0,28667,0,250,250,0,0,36,33625,33587,1,0
56,Terres Foudroyées,"Okrilla, commandant des forces de la Horde au bastion Cognepeur, a besoin de votre aide pour protéger l’avant-poste des Ogres rebelles.",Commencer la quête,,,0,33588,0,3,236720,0,28671,0,250,250,0,0,17,33629,33588,1,0
57,Marais des Chagrins,Persuadez le baron marchand Claquargent de continuer à fournir la Horde en armes et en munitions !,Commencer la quête,,,0,33589,0,3,236720,0,28677,0,250,250,0,0,51,33630,33589,1,0
58,Strangleronce septentrionale,Le commandant de la Strangleronce septentrionale a besoin de votre aide pour sécuriser les voies de ravitaillement.,Commencer la quête,,,0,33591,0,3,236844,0,28688,0,250,250,0,0,50,33631,33591,1,0
59,Cap Strangleronce,Nos forces du cap Strangleronce ont besoin de votre aide pour s’occuper des pirates et des Nagas qui ont envahi la jungle.,Commencer la quête,,,0,33592,0,3,236844,0,28704,0,250,250,0,0,210,33632,33592,1,0
60,Outreterre,Nous avons besoin de vos talents pour affronter les forces de la Légion ardente dans les vestiges dévastés d’Outreterre.,Commencer la quête,,,0,33593,0,3,236813,0,28705,0,250,250,0,0,100,33633,33593,0,0
61,Norfendre,L’offensive chanteguerre en Norfendre a besoin de votre aide pour venir à bout de la menace constante du Fléau.,Commencer la quête,,,0,33594,0,3,236812,0,28711,0,250,250,0,0,114,33634,33594,0,0
62,Hautes-terres du Crépuscule,Le chef de guerre a besoin de votre aide pour préparer un assaut sur les hautes-terres du Crépuscule !,Commencer la quête,,,0,33595,0,3,409549,0,28717,0,250,250,0,0,241,33635,33595,0,0
63,Les Carmines,Les forces de l’Alliance dans les Carmines s’amenuisent et ont besoin de votre aide.,Commencer la quête,,,0,33637,0,3,236814,0,28563,0,250,250,0,0,49,33638,33637,1,0
64,Hinterlands,Nos nouveaux frères de l’Alliance ont besoin de votre aide pour contrer l’offensive belliqueuse de la Horde sur leur terre natale.,Commencer la quête,,,0,33639,0,3,236780,0,26542,0,250,250,0,0,26,33640,33639,1,0
65,Marche de l’Ouest,Le taux de criminalité de la marche de l’Ouest a grimpé en flèche depuis que la population s’y affronte pour trouver nourriture et refuge. Rendez-vous sur place si vous voulez aider l’Alliance.,Commencer la quête,,,0,33641,0,3,236852,0,28562,0,250,250,0,0,52,33642,33641,1,0
66,Bois de la Pénombre,Les citoyens du bois de la Pénombre ont plus que jamais besoin de votre aide !,Commencer la quête,,,0,33643,0,3,236757,0,28564,0,250,250,0,0,47,33644,33643,1,0
67,Vashj’ir,Les récentes attaques de la Horde sur nos navires marchands au large du port de Hurlevent méritent une réponse rapide et musclée !,Commencer la quête,,,0,33645,0,3,409551,0,27724,0,250,250,0,0,203,33646,33645,0,0
68,Mont Hyjal,Votre aide est requise au mont Hyjal. Le Cercle cénarien signale que des serviteurs d’Aile de mort ont lancé une attaque destructrice contre l’Arbre-Monde !,Commencer la quête,,,0,33648,0,3,409547,0,27726,0,250,250,0,0,198,33649,33648,0,0
69,Le Tréfonds,"D’après les rapports du Cercle terrestre, le plan élémentaire du Tréfonds pourrait s’effondrer sur notre monde et détruire toute vie sur Azeroth ! Votre aide est requise sur place.",Commencer la quête,,,0,33650,0,3,409546,0,27727,0,250,250,0,0,207,33651,33650,0,0
70,Sombrivage,Les peuples de Lor’danel ont besoin de votre aide pour protéger leur ville du Marteau du crépuscule.,Commencer la quête,,,0,33652,0,3,236739,0,28490,0,250,250,0,0,62,33653,33652,1,0
71,Orneval,L’agression de la Horde à Orneval ne peut être tolérée ! Repoussez ces envahisseurs et restaurez la forêt sacrée.,Commencer la quête,,,0,33657,0,3,236713,0,28492,0,250,250,0,0,63,33658,33657,1,1
72,Mille pointes,Les sentinelles des Mille pointes ont besoin de votre aide pour repousser les pilleurs du Totem-Sinistre qui dominent la région.,Commencer la quête,,,0,33659,0,3,236848,0,28503,0,250,250,0,0,64,33660,33659,1,1
73,Tanaris,L’Alliance a besoin de votre aide pour obtenir les faveurs du baron local de Tanaris et gagner l’accès aux ressources inestimables du désert.,Commencer la quête,,,0,33661,0,3,236846,0,28507,0,250,250,0,0,71,33662,33661,1,0
74,Féralas,"Les forces de l’Alliance de Féralas ont besoin de votre aide pour venir à bout de nos ennemis, la Horde et les Totems-sinistres.",Commencer la quête,,,0,33663,0,3,236764,0,28511,0,250,250,0,0,69,33664,33663,1,1
75,Cratère d’Un’Goro,L’Alliance a besoin que vous apportiez votre aide aux Expéditions Marshal tandis qu’ils tentent de découvrir les secrets du cratère d’Un’goro.,Commencer la quête,,,0,33665,0,3,236850,0,28525,0,250,250,0,0,78,33666,33665,1,0
76,Silithus,Nos alliés du Cercle cénarien en Silithus ont besoin de votre soutien pour contrer les assauts du Marteau du crépuscule.,Commencer la quête,,,0,33667,0,3,236829,0,28528,0,250,250,0,0,81,33668,33667,1,0
77,Désolace,Les braves soldats de Désolace sont assaillis par des démons et les armées de la Horde. Ils ont besoin de votre aide.,Commencer la quête,,,0,33669,0,3,236742,0,28531,0,250,250,0,0,66,33670,33669,1,0
78,Les Serres-Rocheuses,"Les forces de la Horde se tiennent prêtes à pénétrer dans les Serres-Rocheuses, nous devons leur opposer résistance !",Commencer la quête,,,0,33671,0,3,236742,0,28539,0,250,250,0,0,65,33672,33671,1,0
79,Gangrebois,Le sanctuaire d’Émeraude requiert votre aide pour purifier Gangrebois de l’influence des démons.,Commencer la quête,,,0,33673,0,3,236763,0,28543,0,250,250,0,0,77,33675,33673,1,0
80,Berceau-de-l’Hiver,Donova Antreneige a besoin de votre aide à Berceau-de-l’Hiver pour venir à bout de la menace des Furbolgs tombe-hiver.,Commencer la quête,,,0,33676,0,3,236854,0,28544,0,250,250,0,0,83,33677,33676,1,0
81,Tarides du Sud,Les soldats de l’Alliance ont obtenu d’admirables résultats dans les Tarides du Sud. Vos talents sont requis pour consolider leur victoire !,Commencer la quête,,,0,33678,0,3,236717,0,28550,0,250,250,0,0,199,33679,33678,1,0
82,Marécage d’Âprefange,"Vous devez aider Calia Hastings du SI:7 à faire la lumière sur les menaces envers Theramore, au sein de la cité, mais aussi par-delà ses murs.",Commencer la quête,,,0,33680,0,3,236758,0,28552,0,250,250,0,0,70,33681,33680,1,1
83,Uldum,Soyez l’un des premiers à pénétrer dans la glorieuse Uldum pour revendiquer ses trésors en faveur de l’Alliance !,Commencer la quête,,,0,33682,0,3,409550,0,28558,0,250,250,0,0,249,33683,33682,0,0
84,Île de Brume-Sang,"Les habitants de Brume-Sang ont besoin de vous pour se charger des fourbes Elfes de sang, ainsi que des dangereuses créatures qui se promènent en liberté sur l’île.",Commencer la quête,,,0,33684,0,3,236721,0,28559,0,250,250,0,0,106,33685,33684,1,0
85,Les Paluns,"Dès les premiers instants du Cataclysme, les Paluns ont été envahis par des bêtes sauvages, des écumeurs orcs et des Gnolls féroces !",Commencer la quête,,,0,33686,0,3,236853,0,28565,0,250,250,0,0,56,33687,33686,1,0
86,Loch Modan,La destruction du barrage de Formepierre a réduit les effectifs des montagnards nains. Des renforts sont plus que nécessaires !,Commencer la quête,,,0,33688,0,3,236808,0,28567,0,250,250,0,0,48,33689,33688,1,0
87,Hautes-terres Arathies,"Aidez-nous à sauver l’honneur de Stromgarde, dans les hautes-terres Arathies !",Commencer la quête,,,0,33690,0,3,236712,0,28573,0,250,250,0,0,14,33691,33690,1,0
88,Maleterres de l’Ouest,"Les Réprouvés sont sur nos talons et ont décidé de lancer une contre-attaque suite à nos premières victoires à Andorhal. Nous avons besoin de vous pour repousser le Fléau et la Horde, et reconquérir la ville perdue d’Andorhal dans les Maleterres de l’Ouest.",Commencer la quête,,,0,33692,0,3,236851,0,28576,0,250,250,0,0,22,33693,33692,1,1
89,Maleterres de l'Est,La Croisade d’argent a besoin de votre aide pour libérer les Maleterres de l’Est de l’emprise du Fléau.,Commencer la quête,,,0,33694,0,3,236760,0,28578,0,250,250,0,0,23,33695,33694,1,0
90,Terres Ingrates,Votre aide est requise pour évaluer les dégâts causés par Aile de mort et la répartition des forces de la Horde dans les terres Ingrates.,Commencer la quête,,,0,33696,0,3,236716,0,28579,0,250,250,0,0,15,33697,33696,1,0
91,Gorge des Vents brûlants,Le SI:7 signale que les Nains sombrefer de la gorge des Vents brûlants se préparent à attaquer. Arrêtez-les avant qu’il soit trop tard !,Commencer la quête,,,0,33698,0,3,236815,0,28582,0,250,250,0,0,32,33699,33698,1,0
92,Steppes Ardentes,Votre aide est demandée d’urgence pour mettre fin à la menace des Orcs rochenoires aux steppes Ardentes !,Commencer la quête,,,0,33700,0,3,236734,0,28666,0,250,250,0,0,36,33701,33700,1,0
93,Terres Foudroyées,Le fief de Rempart-du-Néant a besoin de votre aide au plus vite pour contenir l’avancée de la Horde dans les terres Foudroyées !,Commencer la quête,,,0,33702,0,3,236720,0,28673,0,250,250,0,0,17,33703,33702,1,0
94,Marais des Chagrins,L’Alliance veut que vous fassiez en sorte d’assurer une livraison régulière des munitions fournies par le baron marchand Claquargent dans le marais des Chagrins !,Commencer la quête,,,0,33704,0,3,236845,0,28675,0,250,250,0,0,51,33705,33704,1,0
95,Strangleronce septentrionale,"Plusieurs années après la trahison du colonel Kurzen envers Hurlevent, son destin reste un mystère. Aidez les survivants à enquêter sur ce qui est arrivé au colonel.",Commencer la quête,,,0,33706,0,3,236844,0,28699,0,250,250,0,0,224,33707,33706,1,0
96,Cap Strangleronce,La Ligue des explorateurs au cap Strangleronce a besoin de votre aide pour protéger son site de fouilles et ses découvertes des maraudeurs ogres.,Commencer la quête,,,0,33708,0,3,236844,0,28702,0,250,250,0,0,210,33709,33708,1,0
97,Outreterre,Les forces expéditionnaires ont besoin de votre aide pour triompher des armées démoniaques de la Légion ardente qui nous envahissent depuis l’Outreterre !,Commencer la quête,,,0,33710,0,3,236813,0,28708,0,250,250,0,0,100,33713,33710,0,0
98,Norfendre,L’expédition de la Bravoure a besoin de votre aide en Norfendre pour garder sous contrôle les forces du Fléau et sécuriser les zones civilisées !,Commencer la quête,,,0,33712,0,3,236812,0,28709,0,250,250,0,0,113,33713,33712,0,0
99,Hautes-terres du Crépuscule,Le roi Wrynn a besoin d’un héros aguerri et digne de confiance pour une mission de la plus haute importance.,Commencer la quête,,,0,33715,0,3,409549,0,28716,0,250,250,0,0,241,33716,33715,0,0
100,Pandarie,Rendez-vous au fort Grommash pour prêter allégeance au nouveau chef de guerre !,Commencer la quête,,,0,33727,0,3,652174,0,29611,0,250,250,0,0,371,33728,33727,0,0
101,Vallée des Quatre vents,Les habitants ont parlé d’un puissant moine pandaren voyageant vers la vallée des Quatre vents. Pourrez-vous en faire un allié ?,Commencer la quête,,,0,33730,0,3,618317,0,38935,0,250,250,0,0,376,33731,33730,0,0
102,Sommet de Kun-Lai,Les survivants de la bataille de la forêt de Jade se sont retirés au sommet de Kun-Lai et ont grand besoin de votre aide.,Commencer la quête,,,0,33735,0,3,617832,0,38936,0,250,250,0,0,379,33736,33735,0,0
103,Steppes de Tanglong,Les Pandashan organisent une incursion par-delà la grande muraille pour atteindre les steppes de Tanglong. Portez-leur assistance au cours de cette attaque audacieuse !,Commencer la quête,,,0,33738,0,3,618796,0,39127,0,250,250,0,0,388,33739,33738,0,0
104,Terres de l’Angoisse,Les Pandashan de la grande muraille demandent des renforts contre les forces mantides des terres de l’Angoisse. Ils ont besoin de votre aide !,Commencer la quête,,,0,33740,0,3,624970,0,31000,0,250,250,0,0,422,33741,33740,0,0
105,Val de l’Éternel printemps,Le val de l’Éternel printemps est attaqué. Le prince Anduin Wrynn a besoin de votre aide au temple du Tigre blanc au sommet de Kun-Lai pour convaincre les peuples de Pandarie d’autoriser les étrangers à pénétrer dans le val afin de les aider dans cette période difficile.,Commencer la quête,,,0,33743,0,3,618798,0,31392,0,250,250,0,0,390,33744,33743,0,0
106,Val de l’Éternel printemps,Le val de l’Éternel printemps est attaqué. Le marche-soleil Dezco a besoin de votre aide au temple du Tigre blanc.,Commencer la quête,,,0,33745,0,3,618798,0,31393,0,250,250,0,0,390,33746,33745,0,0
107,Draenor,"L’archimage Khadgar, héros de la Deuxième guerre, rassemble une coalition des plus puissants combattants d’Azeroth pour franchir la Porte des ténèbres.",Commencer la quête,,Aidez l’archimage Khadgar à combattre la Horde de Fer et refermez la Porte des ténèbres dans la jungle de Tanaan !,0,33747,0,3,1048305,0,34398,0,250,250,0,0,577,33748,33747,0,0
108,Draenor,"L’archimage Khadgar, héros de la Deuxième guerre, rassemble une coalition des plus puissants combattants d’Azeroth pour franchir la Porte des ténèbres.",Commencer la quête,,Aidez l’archimage Khadgar à combattre la Horde de Fer et refermez la Porte des ténèbres dans la jungle de Tanaan !,0,34668,0,3,1048305,0,34398,0,250,250,0,0,577,33713,34668,0,0
109,Gorgrond,"Commandant, Durotan requiert de l’aide pour mener un petit commando jusqu’en Gorgrond et lancer une contre-attaque sur la forteresse de la Horde de Fer.",Commencer la quête,,,0,33751,0,3,1046803,0,35557,0,250,250,0,0,543,33752,33751,0,0
110,Gorgrond,"Commandant, Yrel et Maraad requièrent de l’aide pour mener un petit commando jusqu’en Gorgrond et lancer une contre-attaque sur la forteresse de la Horde de Fer.",Commencer la quête,,,0,33753,0,3,1046803,0,35556,0,250,250,0,0,543,33754,33753,0,0
111,Talador,"La Horde de Fer a posé pied à Talador et cherche à prendre le contrôle de ce croisement. Commandant, vos forces sont requises.",Commencer la quête,,,0,33755,0,3,1060985,0,36953,0,250,250,0,0,535,33756,33755,0,0
112,Flèches d’Arak,Les flèches d’Arak sont prêtes en proie à la guerre et la rébellion. Les exilés arakkoa fuient en masse et pourraient s’avérer être de précieux alliés.,Commencer la quête,,,0,33757,0,3,1060981,0,36951,0,250,250,0,0,542,33758,33757,0,0
113,Flèches d’Arak,"Commandant, les flèches d’Arak sont en proie à la guerre et la rébellion. Les exilés arakkoa fuient le territoire en masse et pourraient s’avérer être de précieux alliés.",Commencer la quête,,,0,33759,0,3,1060981,0,36951,0,250,250,0,0,542,33760,33759,0,0
114,Talador,"La Horde de Fer a posé pied à Talador et cherche à prendre le contrôle de ce croisement. Commandant, vos forces sont requises.",Commencer la quête,,,0,33761,0,3,1060985,0,34676,0,250,250,0,0,535,33762,33761,0,0
115,Nagrand,"Thrall a besoin d’aide pour établir un campement en Nagrand, berceau des clans redoutés des Chanteguerres et de la Lame-Ardente.",Commencer la quête,,,0,33765,0,3,1032150,0,36952,0,250,250,0,0,550,33766,33765,0,0
116,Nagrand,"La redresseuse de torts Yrel a besoin d’aide pour établir un campement en Nagrand, berceau des clans redoutés des Chanteguerres et de la Lame-Ardente.",Commencer la quête,,,0,33767,0,3,1032150,0,34674,0,250,250,0,0,550,33768,33767,0,0
117,Prêt pour l’invasion !,Le Chef de guerre Vol’jin est arrivé dans votre fief pour discuter des plans d’invasion de la jungle de Tanaan. Vos forces sont-elles prêtes ?,Commencer la quête,,Parlez au Chef de guerre Vol’jin dans votre fief pour préparer l’invasion de la jungle de Tanaan.,0,33769,0,3,1048305,0,38567,0,250,250,0,0,543,33770,33769,0,0
118,Bassin Arathi,Combattez les personnages-joueurs de la Horde pour prendre le contrôle du bassin Arathi dans ce champ de bataille de course aux ressources.,Rejoindre le combat !,,,5,33772,1,4,236712,0,0,3,10,10,0,0,0,34691,33772,1,0
119,Prêt pour l’invasion !,Le roi Varian Wrynn est arrivé dans votre fief pour discuter des plans d’invasion de la jungle de Tanaan. Vos forces sont-elles prêtes ?,Commencer la quête,,Parlez au roi Varian Wrynn dans votre fief pour préparer l’invasion de la jungle de Tanaan.,0,33771,0,3,1048305,0,38253,0,250,250,0,0,543,33773,33771,0,0
120,Profondeurs de Brassenoire,"Cet ancien temple des Elfes de la nuit a été envahi par le Marteau du crépuscule. Terrassez-le, avant que d’indicibles maux des profondeurs ne soient réveillés !",Rejoindre un groupe,,,6,33775,0,1,236436,10,0,0,90,90,0,0,0,33809,33775,0,0
123,Prison de Hurlevent,Les détenus de la prison de Hurlevent tentent de s’évader. Arrêtez-les !,Rejoindre un groupe,,,6,33806,0,1,134163,12,0,0,90,90,0,0,0,33810,33806,0,0
124,Gnomeregan,"Enfoncez-vous dans la capitale irradiée de Gnomeregan pour éliminer les infestations de Troggs, de Gnomes lépreux et des terreurs technologiques.",Rejoindre un groupe,,,6,33807,0,1,236424,14,0,0,90,90,0,0,0,33811,33807,0,0
125,Salles Écarlates,Les plus féroces combattants de la Croisade écarlate lèvent une armée au sein des salles Écarlates. Terrassez-les avant qu’ils ne déchaînent leurs forces.,Rejoindre un groupe,,,6,33808,0,1,133154,163,0,0,90,90,0,0,0,33813,33808,0,0
126,Monastère Écarlate,"Attaquez le monastère Écarlate, bastion de la Croisade écarlate, et châtiez les dirigeants zélés qui s’y trouvent.",Rejoindre un groupe,,,6,33814,0,1,135955,164,0,0,90,90,0,0,0,33815,33814,0,0
127,Maraudon,Rendez-vous aux grottes de cristal de Maraudon dont une présence démoniaque se serait emparée.,Rejoindre un groupe,,,6,33817,0,1,136345,272,0,0,90,90,0,0,0,33818,33817,0,0
128,Kraal de Tranchebauge,"Aventurez-vous au plus profond du kraal de Tranchebauge, repaire et bastion des Hurans.",Rejoindre un groupe,,,6,33819,0,1,236405,16,0,0,90,90,0,0,0,33820,33819,0,0
129,Caverne Vilespore,Aventurez-vous dans la caverne Vilespore pour purger la corruption qui enserre les racines de Maraudon.,Rejoindre un groupe,,,6,33821,0,1,136345,26,0,0,90,90,0,0,0,33818,33821,0,0
130,Chutes de Chanteterre,Nous avons besoin d’un héros pour mettre fin à la corruption de la princesse Theradras et de ses serviteurs dans les grottes de Maraudon.,Rejoindre un groupe,,,6,33822,0,1,136345,273,0,0,90,90,0,0,0,33818,33822,0,0
131,Uldaman,"Explorez Uldaman, l’ancienne cité des Titans, et découvrez les vestiges de leurs expériences ratées et de leurs extraordinaires trésors.",Rejoindre un groupe,,,6,33823,0,1,236401,22,0,0,90,90,0,0,0,33824,33823,0,0
132,Quartier de Crochebois,Mettez un terme à l’existence des anciens et des occupants corrompus de l’aile est des ruines de Hache-Tripes.,Rejoindre un groupe,,,6,33825,0,1,136333,34,0,0,90,90,0,0,0,33826,33825,0,0
133,Scholomance,Les services d’un héros sont requis pour faire face aux redoutables nécromanciens et à leurs créations mortes-vivantes dans l’école de connaissances de la Scholomance.,Rejoindre un groupe,,,6,33827,0,1,135974,2,0,0,90,90,0,0,0,33828,33827,0,0
134,Grands jardins,"Aveuglés par leur désir de retrouver l’immortalité, les Elfes ont fini par s’infliger une malédiction. Aventurez-vous dans les ruines de Hache-Tripes pour y mettre fin.",Rejoindre un groupe,,,6,33829,0,1,136333,36,0,0,90,90,0,0,0,33830,33829,0,0
135,Souilles de Tranchebauge,"Des morts-vivants ont été repérés au sein du bastion des Hurans, suscitant la crainte que le Fléau tente de s’établir en Kalimdor.",Rejoindre un groupe,,,6,33832,0,1,236400,20,0,0,90,90,0,0,0,33831,33832,0,0
