ID,ZoneName_lang,AlteredFormCustomizeOffset[0],AlteredFormCustomizeOffset[1],AlteredFormCustomizeOffset[2],ChrModel_9_0_1_35522_001Override[0],ChrModel_9_0_1_35522_001Override[1],ChrModel_9_0_1_35522_001Override[2],ChrModel_9_0_1_35522_001Override_Female[0],ChrModel_9_0_1_35522_001Override_Female[1],ChrModel_9_0_1_35522_001Override_Female[2],ChrClassesID,ZoneImageAtlas,MaleCharacterCreationVisual,MaleCharacterCreationIdleVisual,FemaleCharacterCreationVisual,FemaleCharacterCreationIdleVisual,CharacterCreationIdleGroundVisual,CharacterCreationGroundVisual,AlteredFormCharacterCreationIdleVisual,AlteredFormCustomizeRotation,CharacterCreationAnimLoopWaitTimeMs,ChrRacesID
13,Val d’Ammen,0,0,0,0,0,0,0,0,0,5,12417,0,0,0,0,0,0,0,0,0,11
14,Val d’Ammen,0,0,0,0,0,0,0,0,0,7,12417,0,0,0,0,0,132521,0,0,0,11
15,Îles de l’Écho,0,0,0,0,0,0,0,0,0,7,12437,0,0,0,0,0,132520,0,0,0,8
16,Le Glas,0,0,0,0,0,0,0,0,0,4,12438,0,133196,0,0,0,0,0,0,0,5
17,Sombrevallon,0,0,0,0,0,0,0,0,0,1,12433,0,0,0,0,0,0,0,0,0,4
18,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,9,12434,0,0,0,0,0,0,0,0,0,2
19,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,3,12434,0,0,0,0,133516,0,0,0,0,2
20,Val d’Ammen,0,0,0,0,0,0,0,0,0,8,12417,0,0,0,0,0,0,0,0,0,11
21,Gnomeregan,0,0,0,0,0,0,0,0,0,4,12424,0,0,0,0,0,0,0,0,0,7
22,Gnomeregan,0,0,0,0,0,0,0,0,0,8,12424,0,0,0,0,0,0,0,0,0,7
23,Gnomeregan,0,0,0,0,0,0,0,0,0,9,12424,0,0,0,0,0,0,0,0,0,7
24,Îles de l’Écho,0,0,0,0,0,0,0,0,0,5,12437,0,0,0,0,0,134410,0,0,0,8
25,Val d’Ammen,0,0,0,0,0,0,0,0,0,10,12417,0,0,0,0,0,0,0,0,0,11
26,Vallée des Frigères,0,0,0,0,0,0,0,0,0,10,12423,0,0,0,0,0,0,0,0,0,3
27,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,10,12427,0,0,0,0,0,0,0,0,0,1
28,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,1,12436,0,0,0,0,0,0,0,0,0,6
29,Vallée des Frigères,0,0,0,0,0,0,0,0,0,2,12423,0,0,0,0,0,0,0,0,0,3
30,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,7,12434,0,0,0,0,0,132918,0,0,0,2
31,Vallée des Frigères,0,0,0,0,0,0,0,0,0,3,12423,131761,132614,0,0,133506,0,0,0,0,3
32,Le Glas,0,0,0,0,0,0,0,0,0,8,12438,0,0,0,0,0,0,0,0,0,5
33,Îles de l’Écho,0,0,0,0,0,0,0,0,0,3,12437,0,0,0,0,133572,0,0,0,0,8
34,Le Glas,0,0,0,0,0,0,0,0,0,9,12438,0,0,0,0,0,0,0,0,0,5
35,Sombrevallon,0,0,0,0,0,0,0,0,0,4,12433,0,0,0,0,0,0,0,0,0,4
36,Vallée des Frigères,0,0,0,0,0,0,0,0,0,8,12423,0,0,0,0,0,0,0,0,0,3
37,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,1
38,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,2
39,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,3
40,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,4
41,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,5
42,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,8
43,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,10
44,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,11
45,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,1,12427,0,0,0,0,0,0,0,0,0,1
46,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,2,12427,0,0,133483,133440,0,0,0,0,0,1
47,Gnomeregan,0,0,0,0,0,0,0,0,0,1,12424,0,0,0,0,0,0,0,0,0,7
48,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,1,12434,132937,132938,128667,132581,0,0,0,0,0,2
49,Vallée des Frigères,0,0,0,0,0,0,0,0,0,5,12423,0,0,0,0,0,0,0,0,0,3
50,Îles de l’Écho,0,0,0,0,0,0,0,0,0,4,12437,0,133196,0,0,0,0,0,0,0,8
51,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,4,12434,0,133196,0,0,0,0,0,0,0,2
52,Vallée des Frigères,0,0,0,0,0,0,0,0,0,1,12423,0,0,0,0,0,0,0,0,0,3
53,Vallée des Frigères,0,0,0,0,0,0,0,0,0,4,12423,0,0,0,0,0,0,0,0,0,3
54,Sombrevallon,0,0,0,0,0,0,0,0,0,11,12433,0,0,0,0,0,0,0,0,0,4
55,Le Glas,0,0,0,0,0,0,0,0,0,5,12438,0,0,0,0,0,134410,0,0,0,5
56,Le Glas,0,0,0,0,0,0,0,0,0,1,12438,0,0,0,0,0,0,0,0,0,5
57,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,11,12436,0,0,0,0,0,0,0,0,0,6
58,Achérus : le fort d’Ébène,0,0,0,0,0.09,0,0,0.12,0,6,12420,0,0,0,0,0,0,0,0,0,6
59,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,7
60,Gnomeregan,0,0,0,0,0,0,0,0,0,3,12424,131761,132614,0,0,133580,0,0,0,0,7
61,Îles de l’Écho,0,0,0,0,0,0,0,0,0,1,12437,0,0,0,0,0,0,0,0,0,8
62,Achérus : le fort d’Ébène,-2,1.9,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0.2,0,22
63,Gilnéas,0,0,0,0,0,0,0,0,0,11,12449,129374,0,0,0,0,0,0,0,0,22
64,Gilnéas,0,0,0,0,0,0,0,0,0,3,12449,131761,132614,0,0,133608,0,0,0,0,22
65,Gilnéas,0,0,0,0,0,0,0,0,0,8,12449,0,0,0,0,0,0,0,0,0,22
66,Gilnéas,0,0,0,0,0,0,0,0,0,4,12449,0,0,0,0,0,0,0,0,0,22
67,Îles de l’Écho,0,0,0,0,0,0,0,0,0,8,12437,0,0,0,0,0,0,0,0,0,8
68,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,5,12427,0,0,0,0,0,0,0,0,0,1
69,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,1,12425,0,0,0,0,0,0,0,0,0,9
70,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,3,12427,0,0,0,0,133510,0,0,0,0,1
71,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,2,12436,0,0,0,0,0,0,0,0,0,6
72,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,5,12436,0,0,0,0,0,134410,0,0,0,6
73,Vallée des Frigères,0,0,0,0,0,0,0,0,0,7,12423,0,0,0,0,0,132522,0,0,0,3
74,Îles de l’Écho,0,0,0,0,0,0,0,0,0,11,12437,0,0,0,0,0,0,0,0,0,8
75,Gnomeregan,0,0,0,0,0,0,0,0,0,5,12424,0,0,0,0,0,0,0,0,0,7
76,Sombrevallon,0,0,0,0,0,0,0,0,0,8,12433,0,0,0,0,0,0,0,0,0,4
77,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,8,12434,134112,0,0,0,0,0,0,0,0,2
78,Le Glas,0,0,0,0,0,0,0,0,0,3,12438,131761,132614,0,0,133571,0,0,0,0,5
79,Gilnéas,0,0,0,0,0,0,0,0,0,5,12449,0,0,0,0,0,0,0,0,0,22
80,Gnomeregan,0,0,0,0,0,0,0,0,0,10,12424,0,0,0,0,0,0,0,0,0,7
81,Sombrevallon,0,0,0,0,0,0,0,0,0,10,12433,0,0,0,0,0,0,0,0,0,4
82,Île de Haut-Soleil,0,0,0,0,0,0,0,0,0,10,12422,0,0,0,0,0,0,0,0,0,10
83,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,10,12434,0,0,0,0,0,0,0,0,0,2
84,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,10,12436,0,0,0,0,0,0,0,0,0,6
85,Îles de l’Écho,0,0,0,0,0,0,0,0,0,10,12437,0,0,0,0,0,0,0,0,0,8
86,Le Glas,0,0,0,0,0,0,0,0,0,10,12438,0,0,0,0,0,0,0,0,0,5
87,École de Shang Xi,0,0,0,0,0,0,0,0,0,10,12435,0,0,0,0,0,0,0,0,0,24
88,École de Shang Xi,0,0,0,0,0,0,0,0,0,3,12435,131761,132614,0,0,133585,0,0,0,0,24
89,École de Shang Xi,0,0,0,0,0,0,0,0,0,8,12435,0,0,0,0,0,0,0,0,0,24
90,École de Shang Xi,0,0,0,0,0,0,0,0,0,5,12435,0,0,0,0,0,134410,0,0,0,24
91,École de Shang Xi,0,0,0,0,0,0,0,0,0,4,12435,0,0,0,0,0,0,0,0,0,24
92,École de Shang Xi,0,0,0,0,0,0,0,0,0,7,12435,0,0,0,0,0,132523,0,0,0,24
93,École de Shang Xi,0,0,0,0,0,0,0,0,0,1,12435,0,0,0,0,0,0,0,0,0,24
94,Île de Haut-Soleil,0,0,0,0,0,0,0,0,0,3,12422,0,0,0,0,133579,0,0,0,0,10
95,Sombrevallon,0,0,0,0,0,0,0,0,0,5,12433,0,0,0,0,0,0,0,0,0,4
96,Vallée de Comté-du-Nord,0,0,0,0,0,0,0,0,0,4,12427,0,0,0,0,0,0,0,0,0,1
97,Vallée des Frigères,0,0,0,0,0,0,0,0,0,9,12423,0,0,0,0,0,0,0,0,0,3
98,Îles de l’Écho,0,0,0,0,0,0,0,0,0,9,12437,0,0,0,0,0,0,0,0,0,8
99,Île de Haut-Soleil,0,0,0,0,0,0,0,0,0,1,12422,0,0,0,0,0,0,0,0,0,10
100,Gilnéas,0,0,0,0,0,0,0,0,0,9,12449,0,0,0,0,0,134079,0,0,0,22
101,Gilnéas,0,0,0,0,0,0,0,0,0,1,12449,132939,132938,0,0,0,0,0,0,0,22
102,Achérus : le fort d’Ébène,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,9
103,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,3,12425,131761,132614,0,0,133610,0,0,0,0,9
104,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,8,12425,0,0,0,0,0,0,0,0,0,9
105,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,5,12425,0,0,0,0,0,134410,0,0,0,9
106,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,4,12425,0,133196,0,0,0,0,0,0,0,9
107,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,7,12425,0,0,0,0,0,132546,0,0,0,9
108,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,9,12425,0,0,0,0,0,0,0,0,0,9
109,Avant-poste Illidari,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,4
110,Avant-poste Illidari,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,10
111,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,1,12426,0,0,0,0,0,0,0,0,0,28
112,Faille de Telogrus,0,0,0,0,0,0,0,0,0,3,12439,0,0,0,0,133614,0,0,0,0,29
113,Faille de Telogrus,0,0,0,0,0,0,0,0,0,8,12439,0,0,134112,0,0,0,0,0,0,29
114,Faille de Telogrus,0,0,0,0,0,0,0,0,0,10,12439,0,0,0,0,0,0,0,0,0,29
115,Faille de Telogrus,0,0,0,0,0,0,0,0,0,5,12439,0,0,0,0,0,0,0,0,0,29
116,Faille de Telogrus,0,0,0,0,0,0,0,0,0,4,12439,0,0,0,0,0,0,0,0,0,29
117,Faille de Telogrus,0,0,0,0,0,0,0,0,0,1,12439,0,0,0,0,0,0,0,0,0,29
118,Le Vindicaar,0,0,0,0,0,0,0,0,0,3,12429,131761,132614,0,0,133625,0,0,0,0,30
119,Le Vindicaar,0,0,0,0,0,0,0,0,0,8,12429,0,0,0,0,0,0,0,0,0,30
120,Le Vindicaar,0,0,0,0,0,0,0,0,0,1,12429,0,0,0,0,0,0,0,0,0,30
121,Le Vindicaar,0,0,0,0,0,0,0,0,0,2,12429,0,0,0,0,0,0,0,0,0,30
122,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,3,12426,0,0,0,0,133612,0,0,0,0,28
123,Faille de Telogrus,0,0,0,0,0,0,0,0,0,9,12439,0,0,0,0,0,0,0,0,0,29
124,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,8,12432,0,0,0,0,0,0,0,0,0,27
125,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,3,12432,0,0,0,0,133627,0,0,0,0,27
126,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,10,12432,0,0,0,0,0,0,0,0,0,27
127,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,5,12432,0,0,0,0,0,134410,0,0,0,27
128,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,4,12432,0,133196,0,0,0,0,0,0,0,27
129,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,9,12432,0,0,0,0,0,0,0,0,0,27
130,Palais Sacrenuit,0,0,0,0,0,0,0,0,0,1,12432,0,0,0,0,0,0,0,0,0,27
131,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,11,12426,0,0,0,0,0,0,0,0,0,28
132,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,7,12426,0,0,0,0,0,132560,0,0,0,28
133,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,4,12418,0,0,0,0,0,0,0,0,0,34
134,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,7,12430,0,0,0,0,0,132562,0,0,0,36
135,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,7,12418,0,0,0,0,0,132556,0,0,0,34
136,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,9,12418,0,0,0,0,0,0,0,0,0,34
137,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,10,12426,0,0,0,0,0,0,0,0,0,28
138,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,1,12430,132937,132938,128667,132581,0,0,0,0,0,36
139,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,34
140,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,3,12430,0,0,0,0,133513,0,0,0,0,36
141,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,3,12418,131761,132614,0,0,133804,0,0,0,0,34
142,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,8,12418,0,0,0,0,0,0,0,0,0,34
143,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,8,12430,134112,0,0,0,0,0,0,0,0,36
144,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,10,12418,0,0,0,0,0,0,0,0,0,34
145,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,10,12430,0,0,0,0,0,0,0,0,0,36
146,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,2,12418,0,0,0,0,0,0,0,0,0,34
147,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,5,12430,0,0,0,0,0,134410,0,0,0,36
148,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,4,12430,0,133196,0,0,0,0,0,0,0,36
149,Dazar’alor,0,0,0,0,0,0,0,0,0,1,12450,0,0,0,0,0,0,0,0,0,31
150,Dazar’alor,0,0,0,0,0,0,0,0,0,5,12450,0,0,0,0,0,134410,0,0,0,31
151,Dazar’alor,0,0,0,0,0,0,0,0,0,11,12450,0,0,0,0,0,0,0,0,0,31
152,Dazar’alor,0,0,0,0,0,0,0,0,0,4,12450,0,133196,0,0,0,0,0,0,0,31
153,Dazar’alor,0,0,0,0,0,0,0,0,0,8,12450,0,0,0,0,0,0,0,0,0,31
154,Dazar’alor,0,0,0,0,0,0,0,0,0,7,12450,0,0,0,0,0,132559,0,0,0,31
155,Dazar’alor,0,0,0,0,0,0,0,0,0,3,12450,0,0,0,0,133632,0,0,0,0,31
156,Dazar’alor,0,0,0,0,0,0,0,0,0,2,12450,0,0,0,0,0,0,0,0,0,31
157,Dazar’alor,0,0,0,0,0,0,0,0,0,10,12450,0,0,0,0,0,0,0,0,0,31
158,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,1,12440,0,0,0,0,0,0,0,0,0,35
159,Mécagone,0,0,0,0,0,0,0,0,0,1,12431,0,0,0,0,0,0,0,0,0,37
160,Boralus,0,0,0,0,0,0,0,0,0,11,12428,0,0,0,0,0,0,0,0,0,32
161,Boralus,0,0,0,0,0,0,0,0,0,3,12428,0,0,0,0,133834,0,0,0,0,32
162,Boralus,0,0,0,0,0,0,0,0,0,8,12428,0,0,0,0,0,0,0,0,0,32
163,Boralus,0,0,0,0,0,0,0,0,0,10,12428,0,0,0,0,0,0,0,0,0,32
164,Boralus,0,0,0,0,0,0,0,0,0,5,12428,0,0,0,0,0,0,0,0,0,32
165,Boralus,0,0,0,0,0,0,0,0,0,4,12428,0,0,0,0,0,0,0,0,0,32
166,Boralus,0,0,0,0,0,0,0,0,0,7,12428,0,0,0,0,0,132533,0,0,0,32
167,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,4,12440,0,133196,0,0,0,0,0,0,0,35
168,Mécagone,0,0,0,0,0,0,0,0,0,4,12431,0,0,0,0,0,0,0,0,0,37
169,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,10,12440,0,0,0,0,0,0,0,0,0,35
170,Mécagone,0,0,0,0,0,0,0,0,0,10,12431,0,0,0,0,0,0,0,0,0,37
171,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,3,12440,0,0,0,0,133836,0,0,0,0,35
172,Boralus,0,0,0,0,0,0,0,0,0,1,12428,0,0,0,0,0,0,0,0,0,32
173,Mécagone,0,0,0,0,0,0,0,0,0,3,12431,131761,132614,0,0,133833,0,0,0,0,37
174,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,5,12440,0,0,0,0,0,134410,0,0,0,35
175,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,8,12440,0,0,0,0,0,0,0,0,0,35
176,Mécagone,0,0,0,0,0,0,0,0,0,8,12431,0,0,0,0,0,0,0,0,0,37
177,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,9,12440,0,0,0,0,0,0,0,0,0,35
178,Mécagone,0,0,0,0,0,0,0,0,0,9,12431,0,0,0,0,0,0,0,0,0,37
179,Vallée de l’Honneur,0,0,0,0,0,0,0,0,0,7,12440,0,0,0,0,0,132561,0,0,0,35
180,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,34
181,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,28
182,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,32
183,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,30
184,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,36
185,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,37
186,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,27
187,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,25
188,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,26
189,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,29
190,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,35
191,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,31
192,Le Vindicaar,0,0,0,0,0,0,0,0,0,5,12429,0,0,0,0,0,0,0,0,0,30
193,Profondeurs de Rochenoire,0,0,0,0,0,0,0,0,0,5,12418,0,0,0,0,0,0,0,0,0,34
194,Mécagone,0,0,0,0,0,0,0,0,0,5,12431,0,0,0,0,0,0,0,0,0,37
195,Trône de glace,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,24
196,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,25
197,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,26
198,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
199,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
200,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25
201,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26
202,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,25
203,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,26
204,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
205,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26
206,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,25
207,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,26
208,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25
209,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26
210,Confins Interdits,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,52
211,École de Shang Xi,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,25
212,École de Shang Xi,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,26
213,École de Shang Xi,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,24
214,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,9,12436,0,0,0,0,0,0,0,0,0,6
215,Boralus,0,0,0,0,0,0,0,0,0,9,12428,0,0,0,0,0,0,0,0,0,32
216,Le Vindicaar,0,0,0,0,0,0,0,0,0,9,12429,0,0,0,0,0,0,0,0,0,30
217,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,9,12426,0,0,0,0,0,0,0,0,0,28
218,Vallée de l'Honneur,0,0,0,0,0,0,0,0,0,9,12430,0,0,0,0,0,0,0,0,0,36
219,Dazar’alor,0,0,0,0,0,0,0,0,0,9,12450,0,0,0,0,0,0,0,0,0,31
220,Sombrevallon,0,0,0,0,0,0,0,0,0,9,12433,0,0,0,0,0,0,0,0,0,4
221,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,8,12436,134112,0,0,0,0,0,0,0,0,6
222,Val d’Ammen,0,0,0,0,0,0,0,0,0,9,12417,0,0,0,0,0,0,0,0,0,11
223,Confins Interdits,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,70
224,Mesa de Nuage rouge,0,0,0,0,0,0,0,0,0,4,12436,0,133196,0,0,0,0,0,0,0,6
225,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,8,12426,134112,0,0,0,0,0,0,0,0,28
226,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,4,12426,0,133196,0,0,0,0,0,0,0,28
227,Le Vindicaar,0,0,0,0,0,0,0,0,0,4,12429,0,0,0,0,0,0,0,0,0,30
228,Val d’Ammen,0,0,0,0,0,0,0,0,0,4,12417,0,133196,0,0,0,0,0,0,0,11
229,Totem-du-Tonnerre,0,0,0,0,0,0,0,0,0,5,12426,0,0,0,0,0,0,0,0,0,28
230,Vallée des Épreuves,0,0,0,0,0,0,0,0,0,5,12434,0,0,0,0,0,0,0,0,0,2
231,Le Vindicaar,0,0,0,0,0,0,0,0,0,10,12429,0,0,0,0,0,0,0,0,0,30
232,Port Baille-Fonds,0,0,0,0,0,0,0,0,0,10,12425,0,0,0,0,0,0,0,0,0,9
233,Gilnéas,0,0,0,0,0,0,0,0,0,10,12449,0,0,0,0,0,0,0,0,0,22
234,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,85
235,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,2,12418,0,0,0,0,0,0,0,0,0,85
236,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,3,12418,131761,132614,0,0,201585,0,0,0,0,85
237,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,4,12418,0,0,0,0,0,0,0,0,0,85
238,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,5,12418,0,0,0,0,0,0,0,0,0,85
239,Salle de l’Éveil,0,0,0,0,0,0,0,0,0,7,12418,0,0,0,0,0,203498,0,0,0,85
