SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,158,104318,0,6
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,159,104323,0,2
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,160,104324,0,2
|cFFFFD200Butin : |rGrand prêtre d’Ordos|n|cFFFFD200Région : |rÎle du Temps figé,161,72233,2,0
|cFFFFD200Butin : |rJakur d’Ordos|n|cFFFFD200Région : |rÎle du Temps figé,162,104331,0,0
|cFFFFD200Évènement mondial : |rFoire de Sombrelune|n|cFFFFD200Butin : |rCroc-de-Lune|n|cFFFFD200Région : |rÎle de Sombrelune,164,105898,0,6
|cFFFFD200Butin : |rBateau de l’effroi Vazuvius|n|cFFFFD200Région : |rÎle du Temps figé,165,104294,0,0
|cFFFFD200Évènement mondial : |r Chute de Zalazane,168,54653,2,6
|cFFFFD200Évènement mondial :|r Fête lunaire|n|n|n|cFFFFD200Vendeur : |rFariel Chantétoile|n|cFFFFD200Région : |rReflet-de-Lune|n|cFFFFD200Coût : |r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,169,90000,0,6
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,170,90427,0,2
|cFFFFD200Évènement mondial : |r Opération Gnomeregan,180,54651,2,6
|cFFFFD200Provenance : |rHéritage des anciens,181,72223,2,1
|cFFFFD200Évènement mondial :|r Fête lunaire|n|n|n|cFFFFD200Vendeur : |rFariel Chantétoile|n|cFFFFD200Région : |rReflet-de-Lune|n|cFFFFD200Coût : |r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,182,89999,0,6
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,183,54343,0,2
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,184,54438,0,2
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,185,54437,0,2
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,44606,0,2
|cFFFFD200Vendeur : |rVendeurs mondiaux|n|cFFFFD200Coût : |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,187,45057,0,2
|cFFFFD200Métier : |rArchéologie,188,69776,0,3
|cFFFFD200Vendeur : |rDame Evniki Kapsalis|n|cFFFFD200Région : |rLa Couronne de glace,189,46843,0,2
|cFFFFD200Butin : |rCajolin le Gardien des cœurs|n|cFFFFD200Région : |rSteppes de Tanglong,190,90067,0,0
|cFFFFD200Vendeur : |rLenny « Doigté » McCoy|n|cFFFFD200Région : |rHurlevent|n|cFFFFD200Coût : |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,191,97921,0,2
|cFFFFD200Vendeur : |rMarchande du solstice|n|cFFFFD200Région : |rCapitales|n|cFFFFD200Coût : |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n,192,34686,0,6
|cFFFFD200Vendeur : |rMarchands de la fête des Brasseurs|n|cFFFFD200Coût : |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,193,33927,0,6
|cFFFFD200Vendeur : |rSan Écailles de Rubis|n|cFFFFD200Région : |rForêt de jade|n|cFFFFD200Faction : |rL’ordre du Serpent-nuage - Révéré|n|cFFFFD200Coût : |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,194,89222,4,2
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,195,37710,0,6
|cFFFFD200Métier : |rIngénierie,196,23767,0,3
|cFFFFD200Quête : |rOpération d’enfumage|n|cFFFFD200Région : |rSteppes de Tanglong,197,88589,0,1
|cFFFFD200Vendeur : |rFreux Poing-faucon|n|cFFFFD200Région : |rCouronne de glace,198,45021,0,2
|cFFFFD200Butin : |rVol à la tire,199,36863,0,0
|cFFFFD200Vendeur : |rIrisee|n|cFFFFD200Région : |rCouronne de glace,200,45020,0,2
|cFFFFD200Vendeur : |rNam Patte de Fer|n|cFFFFD200Région : |rVallée des Quatre vents|n|cFFFFD200Coût : |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t59|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t65|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,201,88801,0,2
|cFFFFD200Hôtel des ventes au marché noir|r,202,45063,0,2
|cFFFFD200Promotion|r,203,69227,0,7
|cFFFFD200Vendeur : |rSally Furiplouf|n|cFFFFD200Région : |rVallée des Quatre vents|n|cFFFFD200Coût : |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,204,88802,0,2
|cFFFFD200Provenance : |rJarre dégoûtante|n|cFFFFD200Vendeur : |rTanak|n|cFFFFD200Région : |rBassin de Sholazar,205,44719,0,2
|cFFFFD200Quête : |rAssurer l’avenir|n|cFFFFD200Région : |rÎle du tonnerre,206,95589,4,1
|cFFFFD200Quête : |rLe sang de vie|n|cFFFFD200Région : |rÎle du tonnerre,207,95590,4,1
|cFFFFD200Vendeur : |rRillie Fuseboulon|n|cFFFFD200Région : |rLa Couronne de glace,208,45019,0,2
|cFFFFD200Métier : |rIngénierie (425),209,40895,0,3
|cFFFFD200Hôtel des ventes au marché noir|r,210,33219,0,2
|cFFFFD200Quête : |rPromesses d’or|n|cFFFFD200Région : |rTerres de l’Angoisse,211,88417,0,1
|cFFFFD200Métier : |rArchéologie,212,69777,0,3
|cFFFFD200Quête : |rLes idoles simiennes|n|cFFFFD200Région : |rSommet de Kun-Lai,213,88385,0,1
|cFFFFD200Hôtel des ventes au marché noir|r,214,32542,0,2
|cFFFFD200Promotion|r,215,54212,0,7
|cFFFFD200Quête : |rC’est bon pour le moral !|n|cFFFFD200Région : |rSteppes de Tanglong,216,88587,2,1
|cFFFFD200Vendeur : |rDerrick Piquebarbe|n|cFFFFD200Région : |rCouronne de glace,217,45018,0,2
|cFFFFD200Quête : |rCoincés|n|cFFFFD200Région : |rSommet de Kun-Lai,218,88579,0,1
|cFFFFD200Quête : |rLe désespoir de Zhu|n|cFFFFD200Région : |rÉtendues sauvages de Krasarang,219,88580,0,1
|cFFFFD200Butin : |rDocteur Theolen Krastinov|n|cFFFFD200Région : |rScholomance,220,88566,0,0
|cFFFFD200Quête : |rFaites un tonneau !|n|cFFFFD200Région : |rSommet de Kun-Lai,221,88531,0,1
|cFFFFD200Quête : |rTout le monde connaît la suite|n|cFFFFD200Région : |rReflet-de-Lune,222,71259,0,1
|cFFFFD200Butin : |rButin mondial,223,63269,0,0
|cFFFFD200Évènement mondial : |rFoire de Sombrelune|n|cFFFFD200Butin : |rCroc-de-Lune|n|cFFFFD200Région : |rÎle de Sombrelune,224,101571,0,6
|cFFFFD200Vendeur : |rVarlan Hautebranche|n|cFFFFD200Région : |rFront du Magma|n|cFFFFD200Coût : |r3500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,225,70159,0,2
|cFFFFD200Hôtel des ventes au marché noir|r,226,46780,0,2
|cFFFFD200Butin : |rButin mondial,227,35275,0,0
|cFFFFD200Vendeur : |rFreka Hache-sanglante|n|cFFFFD200Région : |rCouronne de glace,228,45014,0,2
|cFFFFD200Vendeur : |rGina Griffe de Tourbe|n|cFFFFD200Région : |rVallée des Quatre vents|n|cFFFFD200Faction : |rLaboureurs - Révéré|n|cFFFFD200Coût : |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,229,89869,4,2
|cFFFFD200Quête : |rDégnomez-les tous !|n|cFFFFD200Région : |rLes Tranchantes,230,30690,0,1
|cFFFFD200Trésor : |rPalourde géante de Draenor|n|cFFFFD200Région : |rCrête de Givrefeu,231,108739,0,0
|cFFFFD200Quête : |rRongeurs enragés|n|cFFFFD200Région : |rVallée des Quatre vents,232,88370,0,1
|cFFFFD200Promotion|r,233,71628,0,7
|cFFFFD200Vendeur : |rSamamba|n|cFFFFD200Région : |rCouronne de glace,234,45015,0,2
|cFFFFD200Vendeur : |rRavika|n|cFFFFD200Coût : |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,235,97942,0,2
|cFFFFD200Quête : |rLe chef de raid Slovan|n|cFFFFD200Région : |rÉtendues sauvages de Krasarang,236,88387,0,1
|cFFFFD200Vendeur : |rTrellis Solmatin|n|cFFFFD200Région : |rCouronne de glace,237,45017,0,2
|cFFFFD200Quête : |rAssistance routière|n|cFFFFD200Région : |rSommet de Kun-Lai,238,88381,0,1
|cFFFFD200Métier : |rIngénierie,239,17716,0,3
|cFFFFD200Vendeur : |rSally Furiplouf|n|cFFFFD200Région : |rVallée des Quatre vents|n|cFFFFD200Coût : |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,240,91904,0,2
|cFFFFD200Vendeur : |rCaporal Arthur Flew|n|cFFFFD200Région : |rCouronne de glace,241,45011,0,2
|cFFFFD200Quête : |rTrésor hozen enterré|n|cFFFFD200Région : |rÉtendues sauvages de Krasarang,242,80822,0,1
|cFFFFD200Évènement mondial : |rDe l’amour dans l’air|n|cFFFFD200Butin : |rApothicaire Hummel,243,50471,0,6
|cFFFFD200Vendeur : |rDoru Corne-Tonnerre|n|cFFFFD200Région : |rCouronne de glace,244,45013,0,2
|cFFFFD200Vendeur : |rPogg|n|cFFFFD200Région : |rPéninsule de Tol Barad|n|cFFFFD200Faction : |rPoing de Hurlenfer - Honoré|n|cFFFFD200Coût : |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,245,64997,4,2
|cFFFFD200Vendeur : |rIntendant Brazie|n|cFFFFD200Région : |rPéninsule de Tol Barad|n|cFFFFD200Faction : |rGardiens de Baradin - Honoré|n|cFFFFD200Coût : |r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,246,63141,4,2
|cFFFFD200Quête : |rLa haine nous va si bien|n|cFFFFD200Région : |rSteppes de Tanglong,247,88584,0,1
|cFFFFD200Quête : |rJaune et rouge donnent orange|n|cFFFFD200Région : |rVallée des Quatre vents,248,88377,0,1
|cFFFFD200Vendeur : |rEliza Killian|n|cFFFFD200Région : |rCouronne de glace,249,45016,0,2
|cFFFFD200Provenance : |rSac de trésors de pêche,250,45984,0,0
|cFFFFD200Métier : |rArchéologie,251,69775,0,3
|cFFFFD200Promotion|r,252,69215,0,7
|cFFFFD200Hôtel des ventes au marché noir|r,253,35227,0,2
|cFFFFD200Vendeur : |rRavika|n|cFFFFD200Coût : |r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,254,97919,0,2
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,255,17712,0,6
|cFFFFD200Métier : |rIngénierie,256,18660,0,3
|cFFFFD200Butin : |rVol à la tire,257,36862,0,0
|cFFFFD200Vendeur : |rRavika|n|cFFFFD200Coût : |r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,258,98552,0,2
|cFFFFD200Vendeur : |rChester|n|cFFFFD200Région : |rÎle de Sombrelune,264,116139,0,6
|cFFFFD200Évènement mondial : |rFoire de Sombrelune|n|cFFFFD200Quête : |rPromesses rompues,265,116067,0,6
|cFFFFD200Vendeur : |rMarchands de la fête des Brasseurs|n|cFFFFD200Coût : |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,269,71137,0,6
|cFFFFD200Butin : |rKlikixx|n|cFFFFD200Région : |rTalador,270,116125,0,0
|cFFFFD200Butin : |rYggdrel|n|cFFFFD200Région : |rVallée d’Ombrelune,271,113570,0,0
|cFFFFD200Butin : |rEssouflé|n|cFFFFD200Région : |rCrête de Givrefeu,272,111476,0,0
|cFFFFD200Évènement mondial : |rFoire de Sombrelune|n|cFFFFD200Quête : |rProgéniture d’Alysrazor,273,116115,0,6
|cFFFFD200Évènement mondial : |rFoire de Sombrelune|n|cFFFFD200Vendeur : |rCarl Bonpied|n|cFFFFD200Région : |rÎle de Sombrelune|n|cFFFFD200Coût : |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,275,75042,0,6
C’est un mystère !,278,118191,2,0
|cFFFFD200Vendeur : |rContrebandier|n|cFFFFD200Région : |rFlèches d’Arak|n|cFFFFD200Coût : |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,279,113096,0,2
|cFFFFD200Métier : |rIngénierie,280,109183,0,3
|cFFFFD200Boutique Blizzard|r,281,112324,0,7
|cFFFFD200Mission de fief|r,282,118427,0,0
|cFFFFD200Quête : |rCe n’est qu’un au revoir|n|cFFFFD200Région : |rAzshara,283,53057,0,1
|cFFFFD200Quête : |rL’Épreuve des Champions|n|cFFFFD200Région : |rVallée d’Ombrelune,285,119144,0,1
|cFFFFD200Butin :|r Basten|n|cFFFFD200Région :|r Gorgrond,286,119432,0,0
|cFFFFD200Butin :|r Tourmenteur d’âmes Torek|n|cFFFFD200Région :|r Vallée d’Ombrelune,287,119178,0,0
|cFFFFD200Trésor : |rBottes fumantes de Deceptia |n|cFFFFD200Région : |rTalador,289,108743,0,0
|n,290,110586,2,0
|cFFFFD200Vendeur : |rBeska Rouge-Défense|n|cFFFFD200Région : |rFer-de-Lance|n|cFFFFD200Faction : |rOrcs loups-de-givre - Honoré|n|cFFFFD200Coût : |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,293,115468,4,2
|cFFFFD200Quête : |rLes diamants sont éternels|n|cFFFFD200Région : |rCrête de Givrefeu,294,115503,0,1
|cFFFFD200Trésor : |rRuche de flammeroles|n|cFFFFD200Région : |rVallée d’Ombrelune,295,117550,0,0
|cFFFFD200Trésor : |rŒuf de sépultoile bizarre|n|cFFFFD200Région : |rTalador,296,117569,0,0
|cFFFFD200Donné par : |rSoulare d’Andorhal,297,117573,0,0
|cFFFFD200Butin : |rFossilebois le Pétrifié|n|cFFFFD200Région : |rGorgrond,298,118221,0,0
|cFFFFD200Butin : |rCapitaine Barbe-de-fer|n|cFFFFD200Région : |rNagrand,299,118244,0,0
|cFFFFD200Quête : |rFureur de Givrefeu|n|cFFFFD200Région : |rCrête de Givrefeu,301,119145,0,1
|cFFFFD200Vendeur : |rKil’rip|n|cFFFFD200Région : |rComptoir|n|cFFFFD200Faction : |rOrcs du Crâne-Ricanant - Honoré|n|cFFFFD200Coût : |r1 250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,302,119160,4,2
,303,72222,2,-1
|cFFFFD200Butin : |rGibblette le Poltron|n|cFFFFD200Région : |rCrête de Givrefeu,304,72228,2,0
|cFFFFD200Vendeur :|r Maaria|n|cFFFFD200Région :|r comptoir|n|cFFFFD200Faction :|r défense sha’tari - Honoré,305,119182,4,2
|cFFFFD200Haut fait : |rLe maître des jouets|n|cFFFFD200Catégorie : |rCoffre à jouets,306,119215,0,5
|cFFFFD200Bâtiment de fief :|r sanctum du Gladiateur,307,119217,0,0
|cFFFFD200Bâtiment de fief :|r sanctum du Gladiateur|n|n,308,119218,0,0
|cFFFFD200Trésor : |rtrésor de Cognefort|n|cFFFFD200Région : |rle Colisée,309,119219,0,0
,310,119220,2,-1
,311,119221,2,-1
|cFFFFD200Vendeur :|r Maaria|n|cFFFFD200Région :|r comptoir|n|cFFFFD200Faction :|r défense sha’tari - Révéré,312,119421,4,2
|cFFFFD200Trésor : |rBoîte d’astrologue|n|cFFFFD200Région : |rVallée d’Ombrelune,319,109739,0,0
|cFFFFD200Butin :|r Front ardent|n|cFFFFD200Région :|r Talador,320,116122,0,0
|cFFFFD200Vendeur : |rBenjamin Brode|n|cFFFFD200Prix : |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,322,119212,0,2
|cFFFFD200Vendeur : |rBenjamin Brode|n|cFFFFD200Prix : |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,324,119210,0,2
|cFFFFD200Butin :|r Bashiok|n|cFFFFD200Région :|r Gorgrond,325,118222,0,0
|cFFFFD200Butin : |rmeneur de guerre Tome|n|cFFFFD200Région : |rNagrand,327,120276,0,0
|cFFFFD200Trésor : |rCor de guerre du maître de l’arène|n|cFFFFD200Région : |rCrête de Givrefeu,328,108735,0,0
|cFFFFD200Butin : |rEcho de Marmon|n|cFFFFD200Région : |rTalador,329,113670,0,0
|cFFFFD200Butin : |rHypnocoasse|n|cFFFFD200Région : |rVallée d’Ombrelune,330,113631,0,0
|cFFFFD200Trésor : |rCache du redresseur de torts|n|cFFFFD200Région : |rVallée d’Ombrelune,331,113375,0,0
|cFFFFD200Trésor : |rŒuf de goren chaud|n|cFFFFD200Région : |rVallée d’Ombrelune,332,118716,0,0
|cFFFFD200Butin :|r Sulfurieux|n|cFFFFD200Région :|r Gorgrond,333,114227,0,0
|cFFFFD200Évènement mondial :|r De l’amour dans l’air,334,116651,0,6
|cFFFFD200Évènement mondial : |rFête des Brasseurs|n|cFFFFD200Coût : |r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,335,116758,0,6
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,336,116763,0,6
|cFFFFD200Évènement mondial :|r Bienfaits du pèlerin,337,116400,0,6
|cFFFFD200Bâtiment de fief :|r Auberge,338,118937,0,0
|cFFFFD200Bâtiment de fief :|r Auberge,339,118938,0,0
|cFFFFD200Bâtiment de fief :|r Auberge,340,119003,0,0
|cFFFFD200Bâtiment de fief :|r Auberge,341,119039,0,0
|cFFFFD200Bâtiment de fief :|r Auberge,342,119083,0,0
|cFFFFD200Bâtiment de fief :|r Auberge,343,72232,2,-1
|cFFFFD200Vendeur :|r Marchande du solstice|n|cFFFFD200Coût : |r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,344,116440,0,2
|cFFFFD200Vendeur :|r Marchande du solstice|n|cFFFFD200Coût : |r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,345,116435,0,6
|cFFFFD200Évènement mondial : |rFête des Brasseurs|n|cFFFFD200Coût : |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,346,116757,0,6
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,347,116689,0,6
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,348,116690,0,6
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,349,116691,0,6
|cFFFFD200Évènement mondial : |rFête du Voile d’hiver,350,116692,0,6
|cFFFFD200Quête :|r Fureur de Socrethar|n,351,119134,0,1
|cFFFFD200Vol à la tire|r|n,352,120857,2,0
|cFFFFD200Bâtiment de fief :|r Auberge,357,119092,0,0
|cFFFFD200Haut fait : |rLa chute de Theramore|n|cFFFFD200Catégorie : |rTour de force,359,89205,2,5
|cFFFFD200Métier : |rIngénierie,360,108745,0,3
|cFFFFD200Haut fait : |rVoyage dimensionnel|n|cFFFFD200Catégorie : |rDonjons & raids,361,122293,0,5
|cFFFFD200Butin : |rChambellan Forteramure|n|cFFFFD200Région : |rTerres de Feu|n|cFFFFD200Classe : |rDruide,365,122304,0,0
,366,122283,6,-1
|cFFFFD200Évènement mondial :|r Fête du Voile d’hiver,367,116456,0,6
|cFFFFD200Haut fait : |rPilote chauffard de Sombrelune|n|cFFFFD200Catégorie : |rFoire de Sombrelune,368,122129,0,5
|cFFFFD200Haut fait : |rFuséonaute : or|n|cFFFFD200Catégorie : |rFoire de Sombrelune,369,122126,0,5
|cFFFFD200Haut fait : |rGros-bras : or|n|cFFFFD200Catégorie : |rFoire de Sombrelune,371,122120,0,5
|cFFFFD200Haut fait : |rCommandant de chariotte|n|cFFFFD200Catégorie : |rFoire de Sombrelune,372,122122,0,5
