DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
Mains nues,,Une compétence plus élevée augmente vos chances de toucher.,,,162,6,136243,0,0,0,128,0,0,0
Forge,Modifier,Un plus haut score dans la compétence forge vous permet d’apprendre des plans plus difficiles. Les plans pour forgerons se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.,,,164,11,4620670,1,0,0,4224,2018,0,0
Travail du cuir,Estamper,"Un plus haut score dans la compétence travail du cuir vous permet d'apprendre des patrons plus difficiles. Ces patrons peuvent être trouvés auprès de maîtres un peu partout dans le monde, sur des monstres ou en récompense de quêtes.",,,165,11,4620678,1,0,0,4224,2108,0,0
Alchimie,Remplir,Un plus haut score dans la compétence alchimie vous permet d’apprendre des recettes plus difficiles. Les recettes d'alchimie se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.,,,171,11,4620669,1,0,0,4224,2259,0,0
Haches à deux mains,,Une compétence d’arme plus élévée augmente vos chances de toucher.,,,172,6,136243,0,0,0,128,0,0,0
Dagues,,Une compétence d’arme plus élévée augmente vos chances de toucher.,,,173,6,136243,0,0,0,128,0,0,0
Herboristerie,,"Un plus haut score dans la compétence herboristerie vous permet de récolter des herbes plus difficiles. Si vous ne pouvez pas récolter une herbe donnée, augmentez votre score en récoltant des herbes plus accessibles dans des zones de niveau inférieur.",,,182,11,4620675,0,0,0,4224,2366,0,0
GENERIQUE (DND),,Compétences générales.,,,183,12,136243,0,0,0,1170,0,0,0
Cuisine,,Un plus haut score dans la compétence cuisine vous permet d’apprendre des recettes plus difficiles. Les recettes de cuisine se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.,,,185,9,4620671,1,0,0,128,2550,0,0
Minage,,"Un plus haut score dans la compétence minage vous permet de récolter des minerais plus difficiles. Si vous ne pouvez pas récolter un minerai donné, augmentez votre score en récoltant des minerais plus accessibles dans des zones de niveau inférieur.",,,186,11,4620679,0,0,0,4224,2575,0,0
Familier - diablotin,,,,,188,7,136243,0,0,0,0,0,0,0
Familier - chasseur corrompu,,,,,189,7,136243,0,0,0,0,0,0,0
Couture,Broder,Un plus haut score dans la compétence couture vous permet d’apprendre des patrons plus difficiles. Les patrons de couture se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.,,,197,11,4620681,1,0,0,4224,3908,0,0
Ingénierie,Bricoler,Un plus haut score dans la compétence ingénierie vous permet d’apprendre des schémas plus difficiles. Les schémas pour ingénieurs se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.,,,202,11,4620673,1,0,0,4224,4036,0,0
Familier - araignée,,,,,203,7,136243,0,0,0,0,0,0,0
Familier - marcheur du Vide,,,,,204,7,136221,0,0,0,0,0,0,0
Familier - succube,,,,,205,7,136243,0,0,0,0,0,0,0
Familier - infernal,,,,,206,7,136243,0,0,0,0,0,0,0
Familier - garde funeste,,Garde funeste,,,207,7,136243,0,0,0,0,0,0,0
Familier - loup,,,,,208,7,136243,0,0,0,0,0,0,0
Familier - félin,,,,,209,7,136243,0,0,0,0,0,0,0
Familier - ours,,,,,210,7,136243,0,0,0,0,0,0,0
Familier - sanglier,,,,,211,7,136243,0,0,0,0,0,0,0
Familier - crocilisque,,,,,212,7,136243,0,0,0,0,0,0,0
Familier - charognard,,,,,213,7,136243,0,0,0,0,0,0,0
Familier - crabe,,,,,214,7,136243,0,0,0,0,0,0,0
Familier - gorille,,,,,215,7,136243,0,0,0,0,0,0,0
Familier - raptor,,,,,217,7,136243,0,0,0,0,0,0,0
Familier - haut-trotteur,,,,,218,7,136243,0,0,0,0,0,0,0
Racial - Mort-vivant,,Racial - Mort-vivant,,,220,9,136243,0,0,0,33938,0,0,0
Arbalètes,,Une compétence d’arme plus élévée augmente vos chances de toucher.,,,226,6,136243,0,0,0,128,0,0,0
Baguettes,,Une compétence d’arme plus élévée augmente vos chances de toucher.,,,228,6,136243,0,0,0,146,0,0,0
Armes d'hast,,Une compétence d’arme plus élévée augmente vos chances de toucher.,,,229,6,136243,0,0,0,128,0,0,0
Familier - scorpide,,,,,236,7,136243,0,0,0,0,0,0,0
Familier - tortue,,,,,251,7,136243,0,0,0,0,0,0,0
Familier - générique chasseur,,,,,270,7,136243,0,0,0,0,0,0,0
Armure en plaques,,Permet de porter des armures de plaques.,,,293,8,136243,0,0,0,128,0,0,0
Langue : gnome,,,,,313,10,136243,0,0,0,128,0,0,0
Langue : troll,,,,,315,10,136243,0,0,0,128,0,0,0
Enchantement,Enchanter,"Un plus haut score dans la compétence enchantement vous permet d'apprendre des formules plus puissantes. Ces formules peuvent être trouvées auprès de maîtres un peu partout dans le monde, sur des monstres ou en récompense de quêtes.",,,333,11,4620672,1,0,0,4224,7411,0,0
Pêche,,"Un plus haut score dans la compétence pêche augmente vos chances d'attraper des poissons dans le monde. Si vous n'arrivez pas à pêcher dans une zone spécifique, allez dans des zones de plus bas niveau ou utilisez des appâts.",,,356,9,4620674,0,0,0,16512,271616,0,0
Dépeçage,,Un plus haut score dans la compétence dépeçage vous permet de dépecer des monstres de plus haut niveau un peu partout dans le monde.,,,393,11,4620680,0,0,0,4224,8613,0,0
Mailles,,Permet de porter des armures de mailles.,,,413,8,136243,0,0,0,128,0,0,0
Cuir,,Permet de porter des armures en cuir.,,,414,8,136243,0,0,0,128,0,0,0
Tissu,,Permet de porter des armures en tissu.,,,415,8,136243,0,0,0,128,0,0,0
Bouclier,,Permet l’utilisation de boucliers.,,,433,8,136243,0,0,0,128,0,0,0
Armes de pugilat,,Permet l'utilisation des armes de pugilat. Les chances de toucher sont déterminées par la compétence Mains nues.,,,473,6,136243,0,0,0,130,0,0,0
Monte de raptor,,,,,533,9,136243,0,0,0,1170,0,0,0
Pilotage de mécanotrotteur,,,,,553,9,136243,0,0,0,1170,0,0,0
Monte de cheval squelette,,,,,554,9,136243,0,0,0,1170,0,0,0
Familier - chauve-souris,,,,,653,7,136243,0,0,0,0,0,0,0
Familier - hyène,,,,,654,7,136243,0,0,0,0,0,0,0
Familier - oiseau de proie,,,,,655,7,136243,0,0,0,0,0,0,0
Familier - serpent des vents,,,,,656,7,136243,0,0,0,0,0,0,0
Langue : réprouvé,,,,,673,10,136243,0,0,0,128,0,0,0
Monte de kodo,,,,,713,9,135997,0,0,0,1170,0,0,0
Racial - Troll,,Racial - Troll,,,733,9,0,0,0,0,33938,0,0,0
Racial - Gnome,,Racial - Gnome,,,753,9,0,0,0,0,33938,0,0,0
Racial - Humain,,Racial - Humain,,,754,9,0,0,0,0,33938,0,0,0
Joaillerie,Modifier,"Un plus haut score dans la compétence joaillerie vous permet d'apprendre des dessins de joaillier plus difficiles. Ces dessins peuvent être trouvés auprès de maîtres un peu partout dans le monde, sur des monstres ou en récompense de quêtes.",,,755,11,4620677,1,0,0,4224,25229,0,0
Racial - Elfe de sang,,Racial - Elfe de sang,,,756,9,0,0,0,0,32914,0,0,0
Familier - Evénement - Télécommande,,,,,758,12,0,0,0,0,0,0,0,0
Langue : draeneï,,,,,759,10,0,0,0,0,128,0,0,0
Racial - Draeneï,,Racial - Draeneï,,,760,9,0,0,0,0,32914,0,0,0
Familier - gangregarde,,,,,761,7,0,0,0,0,0,0,0,0
Monte,,Un plus haut score dans la compétence monte vous permet de chevaucher plus vite et sur le dos de créatures plus exotiques.,,,762,9,132164,0,0,0,16,0,0,0
Familier - faucon-dragon,,,,,763,7,132172,0,0,0,0,0,0,0
Familier - raie du Néant,,,,,764,7,132182,0,0,0,0,0,0,0
Familier - sporoptère,,,,,765,7,134523,0,0,0,0,0,0,0
Familier - traqueur dimensionnel,,,,,766,7,135731,0,0,0,0,0,0,0
Familier - ravageur,,,,,767,7,132195,0,0,0,0,0,0,0
Familier - serpent,,,,,768,7,135461,0,0,0,0,0,0,0
Interne,,Hi,,,769,7,135724,0,0,0,1040,0,0,0
Calligraphie,Calligraphier,Un plus haut score dans la compétence calligraphie vous permet d'apprendre des calligraphies plus difficiles. Les calligraphies s'apprennent dans le monde entier auprès de maîtres scribes.,,,773,11,4620676,1,0,0,4224,45357,0,0
Familier - phalène,,,,,775,7,0,0,0,0,0,0,0,0
Montures,,Vos montures.,,,777,7,132167,0,0,0,2,0,0,0
Compagnons,,Vos compagnons.,,,778,7,0,0,0,0,2,0,0,0
Familier - chimère exotique,,,,,780,7,0,0,0,0,0,0,0,0
Familier - diablosaure exotique,,,,,781,7,0,0,0,0,0,0,0,0
Familier - goule,,,,,782,7,136119,0,0,0,0,0,0,0
Familier - Aqir exotique,,,,,783,7,0,0,0,0,0,0,0,0
Familier - ver exotique,,,,,784,7,0,0,0,0,0,0,0,0
Familier - guêpe,,Familier - guêpe,,,785,7,0,0,0,0,0,0,0,0
Familier - sabot-fourchu exotique,,,,,786,7,1044794,0,0,0,0,0,0,0
Familier - chien du magma exotique,,,,,787,7,0,0,0,0,0,0,0,0
Familier - esprit de bête exotique,,,,,788,7,0,0,0,0,0,0,0,0
Racial - Worgen,,Racial - Worgen,,,789,9,136243,0,0,0,42130,0,0,0
Racial - Gobelin,,Racial - Gobelin,,,790,9,0,0,0,0,42130,0,0,0
Langue : gilnéen,,,,,791,10,136243,0,0,0,128,0,0,0
Langue : gobelin,,,,,792,10,136243,0,0,0,128,0,0,0
Archéologie,,"Un plus haut score dans la compétence archéologie vous permet d'assembler des artéfacts ayant plus de valeur, et de trouver plus de fragments d'artéfacts. Les fragments se trouvent dans les ruines et les sites de fouilles.",,,794,9,441139,0,0,0,128,0,0,0
Chasseur,,Compétences de chasseur.,,,795,7,626000,0,0,0,1048,0,0,0
Chevalier de la mort,,Compétences de chevalier de la mort.,,,796,7,625998,0,0,0,1048,0,0,0
Druide,,Compétences de druide.,,,798,7,625999,0,0,0,1048,0,0,0
Paladin,,Compétences de paladin.,,,800,7,626003,0,0,0,1048,0,0,0
Prêtre,,Compétences de prêtre.,,,804,7,626004,0,0,0,1048,0,0,0
Familier - élémentaire d'eau,,,,,805,7,0,0,0,0,0,0,0,0
Familier - renard,,,,,808,7,0,0,0,0,0,0,0,0
Tous - Glyphes,,Les glyphes vont ici !,,,810,12,254290,0,0,0,130,0,0,0
Familier - Molosse,,,,,811,7,0,0,0,0,0,0,0,0
Familier - singe,,,,,815,5,0,0,0,0,0,0,0,0
Familier - bête de schiste exotique,,,,,817,7,877478,0,0,0,0,0,0,0
Hanneton,,,,,818,7,0,0,0,0,0,0,0,0
Tous - Bonus de guilde,,,,,821,5,0,0,0,0,2,0,0,0
Familier - hydre,,,,,824,7,463493,0,0,0,0,0,0,0
Moine,,Compétences de moine.,,,829,7,626002,0,0,0,1048,0,0,0
Guerrier,,Compétences de guerrier.,,,840,7,626008,0,0,0,1048,0,0,0
Démoniste,,Compétences de démoniste.,,,849,7,626007,0,0,0,1052,0,0,0
Racial - Pandaren,,Racial - Pandaren,,,899,5,0,0,0,0,32914,0,0,0
Mage,,Compétences de mage.,,,904,7,626001,0,0,0,1048,0,0,0
Langue : pandaren (neutre),,,,,905,10,136243,0,0,0,0,0,0,0
Voleur,,Compétences de voleur.,,,921,7,626005,0,0,0,1048,0,0,0
Chaman,,Compétences de chaman.,,,924,7,626006,0,0,0,1048,0,0,0
Diablotin gangrené,,,,,927,7,460856,0,0,0,0,0,0,0
Seigneur du Vide,,,,,928,5,538447,0,0,0,0,0,0,0
Shivarra,,,,,929,5,574999,0,0,0,0,0,0,0
Observateur,,,,,930,5,538445,0,0,0,0,0,0,0
Garde-courroux,,,,,931,5,462730,0,0,0,0,0,0,0
Tous - Spécialisations,,Les sorts gérant une combinaison de spécialisation se trouvent ici.,,,934,12,0,0,0,0,0,0,0,0
Runeforge,Graver,,,,960,7,237523,0,0,0,128,0,0,0
Familier - élémentaire de feu primordial,,,,,962,7,0,0,0,0,0,0,0,0
Familier - élémentaire de terre primordial,,,,,963,7,0,0,0,0,0,0,0,0
Voie du grill,,,,,975,9,4620671,1,2544,0,32,0,0,0
Voie du wok,,,,,976,9,4620671,1,2544,0,32,0,0,0
Voie de la marmite,,,,,977,9,4620671,1,2544,0,32,0,0,0
Voie du cuit-vapeur,,,,,978,9,4620671,1,2544,0,32,0,0,0
Voie du four,,,,,979,9,4620671,1,2544,0,32,0,0,0
Voie du brassage,,,,,980,9,4620671,1,2544,0,32,0,0,0
Apprenti cuisinier,,,,,981,12,0,1,185,0,0,0,0,0
Livre de cuisine de compagnon,,,,,982,27,0,1,185,0,0,0,0,0
Familier - rongeur,,Familier - rongeur,,,983,7,134172,0,0,0,0,0,0,0
Familier - grue,,,,,984,7,606543,0,0,0,0,0,0,0
Familier - trotteur aquatique,,,,,985,7,132844,0,0,0,0,0,0,0
Familier - molosse de pierre exotique,,,,,986,7,625905,0,0,0,0,0,0,0
Familier - raucorne,,,,,987,7,132248,0,0,0,0,0,0,0
Familier - basilic,,,,,988,7,0,0,0,0,0,0,0,0
SANS JOUEURS,,,,,999,12,0,0,0,0,0,0,0,0
Familier - navrecorne,,,,,1305,7,791593,0,0,0,0,0,0,0
Familier - élémentaire de tempête primordial,,Familier - élémentaire de tempête primordial,,,1748,7,0,0,0,0,0,0,0,0
Pet - Water Elemental Minor Talent Version,,Élémentaire d’eau (version mineure du talent),,,1777,7,0,0,0,0,0,0,0,0
Familier - potamodonte,,,,,1819,7,294471,0,0,0,0,0,0,0
Unused,Enchanter,Enchantement effectué à partir du fief.,,,1830,12,132853,0,0,0,6,0,0,0
Chasseur de démons,,Compétences de chasseur de démons.,,,1848,7,1260827,0,0,0,1048,0,0,0
Abattage,,"Une compétence de bûcheron plus élevée vous permet de récolter du bois plus difficile à obtenir dans tout Draenor. Si vous ne parvenez pas à obtenir un type spécifique de bois, essayez d’augmenter votre compétence en améliorant votre Scierie.",,,1945,9,975739,0,0,0,128,0,0,0
Familier - garde de terreur,,Garde de terreur,,,1981,7,136243,0,0,0,0,0,0,0
Familier - abyssal,,Abyssal,,,1982,7,136243,0,0,0,0,0,0,0
Familier - cerf,,,,,1993,7,1044501,0,0,0,0,0,0,0
Comptoir,,Progression vers l’ensemble complet.,,,2000,12,975746,0,0,0,2,0,0,0
Glaives de guerre,,Permet l’utilisation de glaives de guerre.,,,2152,6,135561,0,0,0,128,0,0,0
Familier - machine,,Familier de chasseur mécanique,,,2189,7,136243,0,0,0,0,0,0,0
Familier - abomination,,Familier du talent Impie de chevalier de la mort,,,2216,7,298667,0,0,0,0,0,0,0
Familier - bovin,,Bovin,,,2279,7,132248,0,0,0,0,0,0,0
Familier - peau écailleuse,,Peau écailleuse,,,2280,7,132248,0,0,0,0,0,0,0
Familier - Crin-de-plume,,Familier - Crin-de-plume,,,2361,7,929300,0,0,0,0,0,0,0
Racial - Sacrenuit,,Racial - Sacrenuit,,,2419,9,136243,0,0,0,33938,0,0,0
Racial - Tauren de Haut-Roc,,Racial - Tauren de Haut-Roc,,,2420,9,136243,0,0,0,33938,0,0,0
Racial - Draeneï sancteforge,,Racial - Draeneï sancteforge,,,2421,9,0,0,0,0,32914,0,0,0
Racial - Elfe du Vide,,Racial - Elfe du Vide,,,2423,9,136243,0,0,0,33938,0,0,0
Forge de Kul Tiras,,,Forge de Zandalar,Battle for Azeroth Blacksmithing,2437,11,4620670,0,164,11,0,0,960,963
Forge de Legion,,,,,2454,11,4620670,0,164,10,0,0,959,0
Langue : shalassien,,,,,2464,10,136243,0,0,0,128,0,0,0
Langue : thalassien,,,,,2465,10,136243,0,0,0,128,0,0,0
Forge de Draenor,,,,,2472,11,4620670,0,164,9,0,0,958,0
Forge de Pandarie,,,,,2473,11,4620670,0,164,8,0,0,957,0
Forge de Cataclysm,,,,,2474,11,4620670,0,164,7,0,0,956,0
Forge du Norfendre,,,,,2475,11,4620670,0,164,6,0,0,955,0
Forge d’Outreterre,,,,,2476,11,4620670,0,164,5,0,0,954,0
Forge classique,,,,,2477,11,4620670,0,164,4,0,0,953,0
Alchimie de Kul Tiras,,,Alchimie de Zandalar,Battle for Azeroth Alchemy,2478,11,4620669,0,171,11,0,0,960,963
Alchimie de Legion,,,,,2479,11,4620669,0,171,10,0,0,959,0
Alchimie de Draenor,,,,,2480,11,4620669,0,171,9,0,0,958,0
Alchimie de Pandarie,,,,,2481,11,4620669,0,171,8,0,0,957,0
Alchimie de Cataclysm,,,,,2482,11,4620669,0,171,7,0,0,956,0
Alchimie du Norfendre,,,,,2483,11,4620669,0,171,6,0,0,955,0
Alchimie d’Outreterre,,,,,2484,11,4620669,0,171,5,0,0,954,0
Alchimie classique,,,,,2485,11,4620669,0,171,4,0,0,953,0
Enchantement de Kul Tiras,,,Enchantement de Zandalar,Battle for Azeroth Enchanting,2486,11,4620672,0,333,11,0,0,960,963
Enchantement de Legion,,,,,2487,11,4620672,0,333,10,0,0,959,0
Enchantement de Draenor,,,,,2488,11,4620672,0,333,9,0,0,958,0
Enchantement de Pandarie,,,,,2489,11,4620672,0,333,8,0,0,957,0
Enchantement de Cataclysm,,,,,2491,11,4620672,0,333,7,0,0,956,0
Enchantement du Norfendre,,,,,2492,11,4620672,0,333,6,0,0,955,0
Enchantement d’Outreterre,,,,,2493,11,4620672,0,333,5,0,0,954,0
Enchantement classique,,,,,2494,11,4620672,0,333,4,0,0,953,0
Ingénierie de Kul Tiras,,,Ingénierie de Zandalar,Battle for Azeroth Engineering,2499,11,4620673,0,202,11,0,0,960,963
Ingénierie de Legion,,,,,2500,11,4620673,0,202,10,0,0,959,0
Ingénierie de Draenor,,,,,2501,11,4620673,0,202,9,0,0,958,0
Ingénierie de Pandarie,,,,,2502,11,4620673,0,202,8,0,0,957,0
Ingénierie de Cataclysm,,,,,2503,11,4620673,0,202,7,0,0,956,0
Ingénierie du Norfendre,,,,,2504,11,4620673,0,202,6,0,0,955,0
Ingénierie d’Outreterre,,,,,2505,11,4620673,0,202,5,0,0,954,0
Ingénierie classique,,,,,2506,11,4620673,0,202,4,0,0,953,0
Calligraphie de Kul Tiras,,,Calligraphie de Zandalar,Battle for Azeroth Inscription,2507,11,4620676,0,773,11,0,0,960,963
Calligraphie de Legion,,,,,2508,11,4620676,0,773,10,0,0,959,0
Calligraphie de Draenor,,,,,2509,11,4620676,0,773,9,0,0,958,0
Calligraphie de Pandarie,,,,,2510,11,4620676,0,773,8,0,0,957,0
Calligraphie de Cataclysm,,,,,2511,11,4620676,0,773,7,0,0,956,0
Calligraphie du Norfendre,,,,,2512,11,4620676,0,773,6,0,0,955,0
Calligraphie d’Outreterre,,,,,2513,11,4620676,0,773,5,0,0,954,0
Calligraphie classique,,,,,2514,11,4620676,0,773,4,0,0,953,0
Joaillerie de Kul Tiras,,,Joaillerie de Zandalar,Battle for Azeroth Jewelcrafting,2517,11,4620677,0,755,11,0,0,960,963
Joaillerie de Legion,,,,,2518,11,4620677,0,755,10,0,0,959,0
Joaillerie de Draenor,,,,,2519,11,4620677,0,755,9,0,0,958,0
Joaillerie de Pandarie,,,,,2520,11,4620677,0,755,8,0,0,957,0
Joaillerie de Cataclysm,,,,,2521,11,4620677,0,755,7,0,0,956,0
Joaillerie du Norfendre,,,,,2522,11,4620677,0,755,6,0,0,955,0
Joaillerie d’Outreterre,,,,,2523,11,4620677,0,755,5,0,0,954,0
Joaillerie classique,,,,,2524,11,4620677,0,755,4,0,0,953,0
Travail du cuir de Kul Tiras,,,Travail du cuir de Zandalar,Battle for Azeroth Leatherworking,2525,11,4620678,0,165,11,0,0,960,963
Travail du cuir de Legion,,,,,2526,11,4620678,0,165,10,0,0,959,0
Travail du cuir de Draenor,,,,,2527,11,4620678,0,165,9,0,0,958,0
Travail du cuir de Pandarie,,,,,2528,11,4620678,0,165,8,0,0,957,0
Travail du cuir de Cataclysm,,,,,2529,11,4620678,0,165,7,0,0,956,0
Travail du cuir du Norfendre,,,,,2530,11,4620678,0,165,6,0,0,955,0
Travail du cuir d’Outreterre,,,,,2531,11,4620678,0,165,5,0,0,954,0
Travail du cuir classique,,,,,2532,11,4620678,0,165,4,0,0,953,0
Couture de Kul Tiras,,,Couture de Zandalar,Battle for Azeroth Tailoring,2533,11,4620681,0,197,11,0,0,960,963
Couture de Legion,,,,,2534,11,4620681,0,197,10,0,0,959,0
Couture de Draenor,,,,,2535,11,4620681,0,197,9,0,0,958,0
Couture de Pandarie,,,,,2536,11,4620681,0,197,8,0,0,957,0
Couture de Cataclysm,,,,,2537,11,4620681,0,197,7,0,0,956,0
Couture du Norfendre,,,,,2538,11,4620681,0,197,6,0,0,955,0
Couture d’Outreterre,,,,,2539,11,4620681,0,197,5,0,0,954,0
Couture classique,,,,,2540,11,4620681,0,197,4,0,0,953,0
Cuisine de Kul Tiras,,,Cuisine de Zandalar,Battle for Azeroth Cooking,2541,9,4620671,0,185,11,0,0,960,963
Cuisine de Legion,,,,,2542,9,4620671,0,185,10,0,0,959,0
Cuisine de Draenor,,,,,2543,9,4620671,0,185,9,0,0,958,0
Cuisine de Pandarie,,,,,2544,9,4620671,0,185,8,0,0,957,0
Cuisine de Cataclysm,,,,,2545,9,4620671,0,185,7,0,0,956,0
Cuisine du Norfendre,,,,,2546,9,4620671,0,185,6,0,0,955,0
Cuisine d’Outreterre,,,,,2547,9,4620671,0,185,5,0,0,954,0
Cuisine classique,,,,,2548,9,4620671,0,185,4,0,0,953,0
Herboristerie de Kul Tiras,,,Herboristerie de Zandalar,Battle for Azeroth Herbalism,2549,11,4620675,0,182,11,0,0,960,963
Herboristerie de Legion,,,,,2550,11,4620675,0,182,10,0,0,959,0
Herboristerie de Draenor,,,,,2551,11,4620675,0,182,9,0,0,958,0
Herboristerie de Pandarie,,,,,2552,11,4620675,0,182,8,0,0,957,0
Herboristerie de Cataclysm,,,,,2553,11,4620675,0,182,7,0,0,956,0
Herboristerie du Norfendre,,,,,2554,11,4620675,0,182,6,0,0,955,0
Herboristerie d’Outreterre,,,,,2555,11,4620675,0,182,5,0,0,954,0
Herboristerie classique,,,,,2556,11,4620675,0,182,4,0,0,953,0
Dépeçage de Kul Tiras,,,Dépeçage de Zandalar,Battle for Azeroth Skinning,2557,11,4620680,0,393,11,0,0,960,963
Dépeçage de Legion,,,,,2558,11,4620680,0,393,10,0,0,959,0
Dépeçage de Draenor,,,,,2559,11,4620680,0,393,9,0,0,958,0
Dépeçage de Pandarie,,,,,2560,11,4620680,0,393,8,0,0,957,0
Dépeçage de Cataclysm,,,,,2561,11,4620680,0,393,7,0,0,956,0
Dépeçage du Norfendre,,,,,2562,11,4620680,0,393,6,0,0,955,0
Dépeçage d’Outreterre,,,,,2563,11,4620680,0,393,5,0,0,954,0
Dépeçage classique,,,,,2564,11,4620680,0,393,4,0,0,953,0
Minage de Kul Tiras,,,Minage de Zandalar,Battle for Azeroth Mining,2565,11,4620679,0,186,11,0,0,960,963
Minage de Legion,,,,,2566,11,4620679,0,186,10,0,0,959,0
Minage de Draenor,,,,,2567,11,4620679,0,186,9,0,0,958,0
Minage de Pandarie,,,,,2568,11,4620679,0,186,8,0,0,957,0
Minage de Cataclysm,,,,,2569,11,4620679,0,186,7,0,0,956,0
Minage du Norfendre,,,,,2570,11,4620679,0,186,6,0,0,955,0
Minage d’Outreterre,,,,,2571,11,4620679,0,186,5,0,0,954,0
Minage classique,,,,,2572,11,4620679,0,186,4,0,0,953,0
Pêche de Kul Tiras,,,Pêche de Zandalar,Battle for Azeroth Fishing,2585,9,4620674,0,356,11,16384,0,960,963
Pêche de Legion,,,,,2586,9,4620674,0,356,10,16384,0,959,0
Pêche de Draenor,,,,,2587,9,4620674,0,356,9,16384,0,958,0
Pêche de Pandarie,,,,,2588,9,4620674,0,356,8,16384,0,957,0
Pêche de Cataclysm,,,,,2589,9,4620674,0,356,7,16384,0,956,0
Pêche du Norfendre,,,,,2590,9,4620674,0,356,6,16384,0,955,0
Pêche d’Outreterre,,,,,2591,9,4620674,0,356,5,16384,0,954,0
Pêche classique,,,,,2592,9,4620674,0,356,4,16384,0,953,0
Racial - Nain sombrefer,,Racial - Nain sombrefer,,,2597,9,136243,0,0,0,33938,0,0,0
Racial - Orc mag’har,,Racial - Orc mag’har,,,2598,9,136243,0,0,0,33938,0,0,0
Familier - lézard,,Familier - lézard,,,2703,7,136243,0,0,0,0,0,0,0
Familier - cheval,,,,,2704,7,0,0,0,0,0,0,0,0
Familier - pterreurdactyle exotique,,,,,2705,7,1624590,0,0,0,0,0,0,0
Familier - crapaud,,,,,2706,7,804969,0,0,0,0,0,0,0
Familier - carapide exotique,,,,,2707,7,2011146,0,0,0,0,0,0,0
Deuxième familier - chasseur,,,,,2716,7,0,0,0,0,0,0,0,0
Pet - Blood Beast,,,,,2719,7,1687702,0,0,0,0,0,0,0
