ID,Tablename,Object_ID,Flags,PushID
416,SPAWNEVENT,4758757,0,94780
417,SPAWNEVENT,4758758,0,94780
418,SPAWNEVENT,4758759,0,94780
419,SPAWNGROUP,2771951,0,94780
420,SPAWNLOC,4386005,0,94780
421,SPAWNLOC,4526287,0,94780
422,SPAWNLOC,4526288,0,94780
423,SPAWNLOC,4526289,0,94780
424,SPAWNLOC,4612653,0,94780
425,SPAWNOBJECT,7154688,0,94780
426,SPAWNOBJECT,7478163,0,94780
427,SPAWNPATHNODE,3229589,0,94780
428,SPAWNPATHNODE,3229590,0,94780
429,SPAWNPATHNODE,3229591,0,94780
430,SPAWNPATHNODE,3229592,0,94780
431,SPAWNPATHNODE,3229593,0,94780
432,SPAWNPATHNODE,3229594,0,94780
433,SPAWNPATHNODE,3229595,0,94780
434,SPAWNSQUAD,4828752,0,94780
435,SPELLEFFECT,1176042,0,94780
436,SPELLEFFECT,1184771,0,94780
437,SPELLEFFECT,1184772,0,94780
438,SPELLEFFECT,1191693,0,94780
439,SPELLEFFECT,1196876,0,94780
440,SPELLEFFECT,1196877,0,94780
441,SPELLMISC,755518,0,94780
442,SPELLMISC,758288,0,94780
443,SPELLMISC,758405,0,94780
444,SPELLMISC,762548,0,94780
445,SPELLMISC,764484,0,94780
446,SPELLSCRIPT,105351,0,94780
447,SPELLTARGETFILTERRULE,5894,0,94780
448,SPELLTARGETFILTERRULE,5895,0,94780
449,AI_GROUPACTION,998080,0,94738
450,AI_GROUPACTIONSET,1090233,0,94738
451,AI_TRIGGERACTION,192791,0,94738
452,AI_TRIGGERACTION,206018,0,94738
453,AI_TRIGGERACTIONSET,66910,0,94738
454,CREATUREDIFFICULTY,142400,0,94738
455,CREATUREDIFFICULTY,144545,0,94738
456,CREATUREDIFFICULTY,144546,0,94738
457,CREATUREDIFFICULTY,144547,0,94738
458,CREATURESPELLDATA,35913,0,94738
459,JOURNALENCOUNTERSECTION,19233,0,94738
460,JOURNALENCOUNTERSECTION,21577,0,94738
461,JOURNALENCOUNTERSECTION,21578,0,94738
462,JOURNALENCOUNTERSECTION,21579,0,94738
463,JOURNALENCOUNTERSECTION,21580,0,94738
464,JOURNALENCOUNTERSECTION,21581,0,94738
465,JOURNALENCOUNTERSECTION,21582,0,94738
466,JOURNALENCOUNTERSECTION,21583,0,94738
467,JOURNALENCOUNTERSECTION,21585,0,94738
468,JOURNALENCOUNTERSECTION,21588,0,94738
469,JOURNALENCOUNTERSECTION,21589,0,94738
470,JOURNALENCOUNTERSECTION,21591,0,94738
471,JOURNALENCOUNTERSECTION,21890,0,94738
472,JOURNALENCOUNTERSECTION,22279,0,94738
473,JOURNALENCOUNTERSECTION,22650,0,94738
474,JOURNALENCOUNTERSECTION,22651,0,94738
475,JOURNALENCOUNTERSECTION,22652,0,94738
476,JOURNALENCOUNTERSECTION,28414,0,94738
477,JOURNALENCOUNTERSECTION,31132,0,94738
478,JOURNALENCOUNTERSECTION,31257,0,94738
479,JOURNALENCOUNTERSECTION,31258,0,94738
480,JOURNALSECTIONXDIFFICULTY,9542,0,94738
481,JOURNALSECTIONXDIFFICULTY,9543,0,94738
482,JOURNALSECTIONXDIFFICULTY,9544,0,94738
483,JOURNALSECTIONXDIFFICULTY,9545,0,94738
484,JOURNALSECTIONXDIFFICULTY,9548,0,94738
485,JOURNALSECTIONXDIFFICULTY,9549,0,94738
486,JOURNALSECTIONXDIFFICULTY,9550,0,94738
487,JOURNALSECTIONXDIFFICULTY,9551,0,94738
488,MAPCHALLENGEMODE,370,0,94738
489,MAPCHALLENGEMODE,382,0,94738
490,MAPCHALLENGEMODE,500,0,94738
491,SPELL,262066,0,94738
492,SPELL,442525,0,94738
493,SPELL,1227275,0,94738
494,SPELLAURAOPTIONS,241188,0,94738
495,SPELLCATEGORIES,171279,0,94738
496,SPELLEFFECT,1192215,0,94738
497,SPELLEFFECT,1193017,0,94738
498,SPELLEFFECT,1216766,0,94738
499,SPELLEFFECT,1217588,0,94738
500,SPELLEFFECT,1217589,0,94738
501,SPELLINTERRUPTS,220097,0,94738
502,SPELLMISC,781794,0,94738
503,SPELLVISUAL,159311,0,94738
504,SPELLVISUALEVENT,500046,0,94738
505,SPELLVISUALKIT,110503,0,94738
506,SPELLVISUALKIT,227946,0,94738
507,SPELLVISUALKITEFFECT,643814,0,94738
508,SPELLVISUALKITEFFECT,643815,0,94738
509,SPELLVISUALKITMODELATTACH,567284,0,94738
510,SPELLVISUALKITMODELATTACH,567285,0,94738
511,SPELLXSPELLVISUAL,465372,0,94738
512,AI_GROUPACTION,998298,0,94765
513,AI_GROUPACTION,998454,0,94765
514,AI_GROUPACTIONSET,1090463,0,94765
515,AI_GROUPACTIONSET,1090677,0,94765
516,AI_TRIGGERACTION,206064,0,94765
517,AI_TRIGGERACTION,206065,0,94765
518,AI_TRIGGERACTIONSET,46483,0,94765
519,AI_TRIGGERACTIONSET,67533,0,94765
520,AREATRIGGERACTION,27037,0,94765
521,AREATRIGGERACTION,27399,0,94765
522,AREATRIGGERACTION,27408,0,94765
523,AREATRIGGERACTION,63371,0,94765
524,AREATRIGGERACTION,63372,0,94765
525,AREATRIGGERACTION,63387,0,94765
526,AREATRIGGERACTIONSET,38970,0,94765
527,AREATRIGGERCREATEPROPERTIES,12550,0,94765
528,AREATRIGGERCREATEPROPERTIES,37088,0,94765
529,BEAMEFFECT,7185,0,94765
530,COMBATCONDITION,6864,0,94765
531,CREATUREDIFFICULTY,134764,0,94765
532,CREATUREDIFFICULTY,136094,0,94765
533,CREATUREDIFFICULTY,136327,0,94765
534,CREATUREDIFFICULTY,139515,0,94765
535,CREATUREDIFFICULTY,144557,0,94765
536,CREATUREDIFFICULTY,144558,0,94765
537,CREATUREDIFFICULTY,144559,0,94765
538,CREATUREDIFFICULTY,144590,0,94765
539,CREATUREDIFFICULTY,144591,0,94765
540,CREATUREDIFFICULTY,144592,0,94765
541,CREATUREDIFFICULTY,286083,0,94765
542,CREATUREDIFFICULTY,314414,0,94765
543,CREATURESPELLDATA,31986,0,94765
544,CREATURESPELLDATA,33841,0,94765
545,CURVEPOINT,235345,0,94765
546,CURVEPOINT,235346,0,94765
547,JOURNALENCOUNTERSECTION,18453,0,94765
548,JOURNALENCOUNTERSECTION,18454,0,94765
549,JOURNALENCOUNTERSECTION,18455,0,94765
550,JOURNALENCOUNTERSECTION,18914,0,94765
551,JOURNALENCOUNTERSECTION,18928,0,94765
552,JOURNALENCOUNTERSECTION,30949,0,94765
553,JOURNALENCOUNTERSECTION,30950,0,94765
554,JOURNALENCOUNTERSECTION,30951,0,94765
555,MAPCHALLENGEMODE,247,0,94765
556,MAPCHALLENGEMODE,370,0,94765
557,MAPDIFFICULTY,4134,0,94765
558,MAPDIFFICULTYXCONDITION,1340,0,94765
559,MAPDIFFICULTYXCONDITION,3714,0,94765
560,MODIFIERTREE,100373,0,94765
561,SPAWNEVENT,3858554,0,94765
562,SPAWNEVENT,3858556,0,94765
563,SPAWNEVENT,3858559,0,94765
564,SPAWNEVENT,3858562,0,94765
565,SPAWNEVENT,3944498,0,94765
566,SPAWNEVENT,3944499,0,94765
567,SPAWNEVENT,3944500,0,94765
568,SPAWNEVENT,3944501,0,94765
569,SPAWNEVENT,4012231,0,94765
570,SPAWNEVENT,4012232,0,94765
571,SPAWNEVENT,4012233,0,94765
572,SPAWNEVENT,4012234,0,94765
573,SPAWNEVENT,4758765,0,94765
574,SPAWNEVENT,4758768,0,94765
575,SPAWNEVENT,4759717,0,94765
576,SPAWNEVENT,4759718,0,94765
577,SPAWNEVENT,4759770,0,94765
578,SPAWNEVENT,4759771,0,94765
579,SPAWNEVENT,4759772,0,94765
580,SPAWNEVENT,4759773,0,94765
581,SPAWNEVENT,4759774,0,94765
582,SPAWNEVENT,4759775,0,94765
583,SPAWNEVENT,4759776,0,94765
584,SPAWNEVENT,4759777,0,94765
585,SPAWNEVENT,4759778,0,94765
586,SPAWNEVENT,4759779,0,94765
587,SPAWNGROUP,2035915,0,94765
588,SPAWNGROUP,2035917,0,94765
589,SPAWNGROUP,2035920,0,94765
590,SPAWNGROUP,2035923,0,94765
591,SPAWNGROUP,2109588,0,94765
592,SPAWNGROUP,2109589,0,94765
593,SPAWNGROUP,2109590,0,94765
594,SPAWNGROUP,2109591,0,94765
595,SPAWNGROUP,2170216,0,94765
596,SPAWNGROUP,2170217,0,94765
597,SPAWNGROUP,2170218,0,94765
598,SPAWNGROUP,2170219,0,94765
599,SPAWNGROUP,2771956,0,94765
600,SPAWNGROUP,2771959,0,94765
601,SPAWNGROUP,2772895,0,94765
602,SPAWNGROUP,2772896,0,94765
603,SPAWNGROUP,2772936,0,94765
604,SPAWNGROUP,2772937,0,94765
605,SPAWNGROUP,2772938,0,94765
606,SPAWNGROUP,2772939,0,94765
607,SPAWNGROUP,2772940,0,94765
608,SPAWNGROUP,2772941,0,94765
609,SPAWNGROUP,2772942,0,94765
610,SPAWNGROUP,2772943,0,94765
611,SPAWNLOC,3674443,0,94765
612,SPAWNLOC,3674445,0,94765
613,SPAWNLOC,3674448,0,94765
614,SPAWNLOC,3674451,0,94765
615,SPAWNLOC,3765305,0,94765
616,SPAWNLOC,3765306,0,94765
617,SPAWNLOC,3765307,0,94765
618,SPAWNLOC,3765308,0,94765
619,SPAWNLOC,3853359,0,94765
620,SPAWNLOC,3853360,0,94765
621,SPAWNLOC,3853361,0,94765
622,SPAWNLOC,3853362,0,94765
623,SPAWNLOC,4612658,0,94765
624,SPAWNLOC,4612661,0,94765
625,SPAWNLOC,4612663,0,94765
626,SPAWNLOC,4613661,0,94765
627,SPAWNLOC,4613662,0,94765
628,SPAWNLOC,4613663,0,94765
629,SPAWNLOC,4613664,0,94765
630,SPAWNLOC,4613665,0,94765
631,SPAWNLOC,4613666,0,94765
632,SPAWNLOC,4613670,0,94765
633,SPAWNLOC,4613671,0,94765
634,SPAWNLOC,4613720,0,94765
635,SPAWNLOC,4613721,0,94765
636,SPAWNLOC,4613722,0,94765
637,SPAWNLOC,4613723,0,94765
638,SPAWNLOC,4613724,0,94765
639,SPAWNLOC,4613725,0,94765
640,SPAWNLOC,4613726,0,94765
641,SPAWNLOC,4613727,0,94765
642,SPAWNOBJECT,6078850,0,94765
643,SPAWNOBJECT,6078852,0,94765
644,SPAWNOBJECT,6078855,0,94765
645,SPAWNOBJECT,6078858,0,94765
646,SPAWNOBJECT,6160424,0,94765
647,SPAWNOBJECT,6194381,0,94765
648,SPAWNOBJECT,6194382,0,94765
649,SPAWNOBJECT,6194383,0,94765
650,SPAWNOBJECT,6194384,0,94765
651,SPAWNOBJECT,6305388,0,94765
652,SPAWNOBJECT,6305389,0,94765
653,SPAWNOBJECT,6305390,0,94765
654,SPAWNOBJECT,6305391,0,94765
655,SPAWNOBJECT,6348432,0,94765
656,SPAWNOBJECT,6348435,0,94765
657,SPAWNOBJECT,7478168,0,94765
658,SPAWNOBJECT,7478171,0,94765
659,SPAWNOBJECT,7478173,0,94765
660,SPAWNOBJECT,7479171,0,94765
661,SPAWNOBJECT,7479172,0,94765
662,SPAWNOBJECT,7479173,0,94765
663,SPAWNOBJECT,7479174,0,94765
664,SPAWNOBJECT,7479175,0,94765
665,SPAWNOBJECT,7479176,0,94765
666,SPAWNOBJECT,7479180,0,94765
667,SPAWNOBJECT,7479181,0,94765
668,SPAWNOBJECT,7479230,0,94765
669,SPAWNOBJECT,7479231,0,94765
670,SPAWNOBJECT,7479232,0,94765
671,SPAWNOBJECT,7479233,0,94765
672,SPAWNOBJECT,7479234,0,94765
673,SPAWNOBJECT,7479235,0,94765
674,SPAWNOBJECT,7479236,0,94765
675,SPAWNOBJECT,7479237,0,94765
676,SPAWNPATHNODE,3278055,0,94765
677,SPAWNPATHNODE,3278056,0,94765
678,SPAWNPATHNODE,3278057,0,94765
679,SPAWNPATHNODE,3278058,0,94765
680,SPAWNPATHNODE,3278059,0,94765
681,SPAWNPATHNODE,3278060,0,94765
682,SPAWNPATHNODE,3278061,0,94765
683,SPAWNSQUAD,3806858,0,94765
684,SPAWNSQUAD,3806860,0,94765
685,SPAWNSQUAD,3806863,0,94765
686,SPAWNSQUAD,3806866,0,94765
687,SPAWNSQUAD,3893964,0,94765
688,SPAWNSQUAD,3893965,0,94765
689,SPAWNSQUAD,3893966,0,94765
690,SPAWNSQUAD,3893967,0,94765
691,SPAWNSQUAD,3961299,0,94765
692,SPAWNSQUAD,3961300,0,94765
693,SPAWNSQUAD,3961301,0,94765
694,SPAWNSQUAD,3961302,0,94765
695,SPAWNSQUAD,3998016,0,94765
696,SPAWNSQUAD,3998019,0,94765
697,SPAWNSQUAD,4828757,0,94765
698,SPAWNSQUAD,4828760,0,94765
699,SPAWNSQUAD,4829696,0,94765
700,SPAWNSQUAD,4829697,0,94765
701,SPAWNSQUAD,4829737,0,94765
702,SPAWNSQUAD,4829738,0,94765
703,SPAWNSQUAD,4829739,0,94765
704,SPAWNSQUAD,4829740,0,94765
705,SPAWNSQUAD,4829741,0,94765
706,SPAWNSQUAD,4829742,0,94765
707,SPAWNSQUAD,4829743,0,94765
708,SPAWNSQUAD,4829744,0,94765
709,SPELL,260811,0,94765
710,SPELL,262268,0,94765
711,SPELL,262270,0,94765
712,SPELL,262794,0,94765
713,SPELL,469766,0,94765
714,SPELL,469771,0,94765
715,SPELL,471652,0,94765
716,SPELL,1227386,0,94765
717,SPELL,1227441,0,94765
718,SPELL,1227442,0,94765
719,SPELL,1227444,0,94765
720,SPELLAURAOPTIONS,241203,0,94765
721,SPELLCATEGORIES,67825,0,94765
722,SPELLCATEGORIES,81375,0,94765
723,SPELLEFFECT,486221,0,94765
724,SPELLEFFECT,623361,0,94765
725,SPELLEFFECT,623468,0,94765
726,SPELLEFFECT,623477,0,94765
727,SPELLEFFECT,624261,0,94765
728,SPELLEFFECT,651911,0,94765
729,SPELLEFFECT,716335,0,94765
730,SPELLEFFECT,1031486,0,94765
731,SPELLEFFECT,1184317,0,94765
732,SPELLEFFECT,1191893,0,94765
733,SPELLEFFECT,1199133,0,94765
734,SPELLEFFECT,1199175,0,94765
735,SPELLEFFECT,1199176,0,94765
736,SPELLEFFECT,1217767,0,94765
737,SPELLEFFECT,1217778,0,94765
738,SPELLEFFECT,1217854,0,94765
739,SPELLEFFECT,1217855,0,94765
740,SPELLEFFECT,1217856,0,94765
741,SPELLEFFECT,1217858,0,94765
742,SPELLMISC,243563,0,94765
743,SPELLMISC,243716,0,94765
744,SPELLMISC,244607,0,94765
745,SPELLMISC,244609,0,94765
746,SPELLMISC,268411,0,94765
747,SPELLMISC,268520,0,94765
748,SPELLMISC,268943,0,94765
749,SPELLMISC,291689,0,94765
750,SPELLMISC,336404,0,94765
751,SPELLMISC,341714,0,94765
752,SPELLMISC,341924,0,94765
753,SPELLMISC,430253,0,94765
754,SPELLMISC,438066,0,94765
755,SPELLMISC,438067,0,94765
756,SPELLMISC,439444,0,94765
757,SPELLMISC,770413,0,94765
758,SPELLMISC,770432,0,94765
759,SPELLMISC,771353,0,94765
760,SPELLMISC,779184,0,94765
761,SPELLMISC,781914,0,94765
762,SPELLMISC,781969,0,94765
763,SPELLMISC,781970,0,94765
764,SPELLMISC,781972,0,94765
765,SPELLSCRIPT,45698,0,94765
766,SPELLSCRIPT,45852,0,94765
767,SPELLSCRIPT,46280,0,94765
768,SPELLSCRIPT,94111,0,94765
769,SPELLSCRIPT,96550,0,94765
770,SPELLSCRIPT,105381,0,94765
771,SPELLSCRIPT,107258,0,94765
772,SPELLSCRIPT,109642,0,94765
773,SPELLSCRIPT,110152,0,94765
774,SPELLSCRIPTPACKAGE,33230,0,94765
775,SPELLTARGETFILTER,3215,0,94765
776,SPELLTARGETFILTERRULE,6725,0,94765
777,SPELLTARGETFILTERRULE,6726,0,94765
778,SPELLTARGETFILTERRULE,6727,0,94765
779,SPELLTARGETFILTERRULE,6728,0,94765
780,SPELLTARGETRESTRICTIONS,336599,0,94765
781,SPELLTARGETRESTRICTIONS,339961,0,94765
782,SPELLVISUAL,73346,0,94765
783,SPELLVISUAL,74212,0,94765
784,SPELLVISUAL,77301,0,94765
785,SPELLVISUAL,159352,0,94765
786,SPELLVISUAL,159383,0,94765
787,SPELLVISUAL,159392,0,94765
788,SPELLVISUALEVENT,190406,0,94765
789,SPELLVISUALEVENT,497750,0,94765
790,SPELLVISUALEVENT,497751,0,94765
791,SPELLVISUALEVENT,500135,0,94765
792,SPELLVISUALEVENT,500196,0,94765
793,SPELLVISUALEVENT,500197,0,94765
794,SPELLVISUALEVENT,500211,0,94765
795,SPELLVISUALEVENT,500212,0,94765
796,SPELLVISUALEVENT,500213,0,94765
797,SPELLVISUALKIT,227998,0,94765
798,SPELLVISUALKIT,228043,0,94765
799,SPELLVISUALKITEFFECT,229495,0,94765
800,SPELLVISUALKITEFFECT,619457,0,94765
801,SPELLVISUALKITEFFECT,643945,0,94765
802,SPELLVISUALKITEFFECT,644027,0,94765
803,SPELLVISUALKITEFFECT,644084,0,94765
804,SPELLVISUALKITEFFECT,644126,0,94765
805,SPELLVISUALKITEFFECT,644127,0,94765
806,SPELLVISUALKITEFFECT,644128,0,94765
807,SPELLVISUALKITMODELATTACH,366532,0,94765
808,SPELLVISUALKITMODELATTACH,555441,0,94765
809,SPELLVISUALKITMODELATTACH,567343,0,94765
810,SPELLVISUALKITMODELATTACH,567404,0,94765
811,SPELLVISUALKITMODELATTACH,567422,0,94765
812,SPELLVISUALKITMODELATTACH,567423,0,94765
813,SPELLVISUALKITMODELATTACH,567424,0,94765
814,SPELLXSPELLVISUAL,255314,0,94765
815,SPELLXSPELLVISUAL,263214,0,94765
816,SPELLXSPELLVISUAL,465435,0,94765
817,SPELLXSPELLVISUAL,465440,0,94765
818,SPELLXSPELLVISUAL,465464,0,94765
819,SPELLXSPELLVISUAL,465472,0,94765
820,UNITCONDITION,8335,0,94765
821,WORLDSTATEEXPRESSION,20621,0,94765
822,SPELLEFFECT,1125684,0,94763
823,SPELLEFFECT,1160302,0,94763
824,SPELLEFFECT,1217315,0,94763
825,SPELLPOWER,3361,0,94798
826,SPELLEFFECT,129048,0,94801
827,SPELLEFFECT,1077507,0,94801
828,SPELLEFFECTSCALING,17324,0,94801
829,SPELLEFFECTSCALING,17441,0,94801
830,SPELLPOWER,11456,0,94801
831,CURVEPOINT,214945,0,94707
832,CURVEPOINT,214946,0,94707
833,SPELLEFFECT,134001,0,94707
834,SPELLEFFECT,305755,0,94707
835,SPELLEFFECT,1023483,0,94707
836,SPELLEFFECT,1180452,0,94707
837,SPELL,442806,0,94717
838,SPELLAURAOPTIONS,236183,0,94717
839,SPELLSCRIPT,105629,0,94717
840,SPELLSCRIPTPACKAGE,60331,0,94717
841,SPELL,1224133,0,94791
842,SPELLCATEGORIES,4053,0,94791
843,SPELLCATEGORIES,170674,0,94791
844,SPELLCOOLDOWNS,93456,0,94791
845,SPELLEFFECT,1180944,0,94791
846,SPELLINTERRUPTS,213737,0,94791
847,SPELLSCRIPT,74105,0,94791
848,SPELLSCRIPT,106882,0,94791
849,SPELLSCRIPTPACKAGE,8227,0,94791
850,BATTLEPAYDISPLAYINFO,581,0,94819
851,BATTLEPAYDISPLAYINFO,692,0,94819
852,BROADCASTTEXT,268857,0,94819
853,BROADCASTTEXT,269863,0,94819
854,BROADCASTTEXT,273448,0,94819
855,BROADCASTTEXT,273449,0,94819
856,BROADCASTTEXT,273534,0,94819
857,BROADCASTTEXT,273603,0,94819
858,BROADCASTTEXT,273639,0,94819
859,BROADCASTTEXT,273740,0,94819
860,BROADCASTTEXT,273858,0,94819
861,BROADCASTTEXT,273872,0,94819
862,BROADCASTTEXT,274150,0,94819
863,BROADCASTTEXT,274152,0,94819
864,BROADCASTTEXT,274900,0,94819
865,BROADCASTTEXT,274961,0,94819
866,BROADCASTTEXT,275049,0,94819
867,BROADCASTTEXT,275097,0,94819
868,BROADCASTTEXT,275239,0,94819
869,BROADCASTTEXT,275341,0,94819
870,BROADCASTTEXT,275356,0,94819
871,BROADCASTTEXT,275363,0,94819
872,BROADCASTTEXT,275412,0,94819
873,BROADCASTTEXT,275414,0,94819
874,BROADCASTTEXT,275519,0,94819
875,BROADCASTTEXT,275539,0,94819
876,BROADCASTTEXT,275777,0,94819
877,BROADCASTTEXT,275784,0,94819
878,BROADCASTTEXT,275810,0,94819
879,BROADCASTTEXT,275813,0,94819
880,BROADCASTTEXT,275833,0,94819
881,BROADCASTTEXT,275845,0,94819
882,BROADCASTTEXT,275847,0,94819
883,BROADCASTTEXT,275870,0,94819
884,BROADCASTTEXT,277073,0,94819
885,BROADCASTTEXT,279822,0,94819
886,BROADCASTTEXT,280080,0,94819
887,BROADCASTTEXT,280433,0,94819
888,BROADCASTTEXT,280933,0,94819
889,BROADCASTTEXT,280939,0,94819
890,BROADCASTTEXT,280940,0,94819
891,BROADCASTTEXT,280946,0,94819
892,BROADCASTTEXT,280948,0,94819
893,BROADCASTTEXT,285930,0,94819
894,BROADCASTTEXT,286338,0,94819
895,CREATURE,198989,0,94819
896,CREATURE,212183,0,94819
897,CREATURE,225804,0,94819
898,CREATURE,228037,0,94819
899,CREATURE,228662,0,94819
900,CREATURE,228665,0,94819
901,CREATURE,229177,0,94819
902,CREATURE,230197,0,94819
903,CREATURE,230322,0,94819
904,CREATURE,231412,0,94819
905,CREATURE,236511,0,94819
906,CREATURE,241257,0,94819
907,CREATURE,241258,0,94819
908,CRITERIATREE,170596,0,94819
909,GAMEOBJECTS,464953,0,94819
910,GAMEOBJECTS,464960,0,94819
911,GAMEOBJECTS,464964,0,94819
912,GAMEOBJECTS,464969,0,94819
913,GAMEOBJECTS,464971,0,94819
914,GAMEOBJECTS,464972,0,94819
915,GAMEOBJECTS,464973,0,94819
916,GAMEOBJECTS,466825,0,94819
917,GAMEOBJECTS,466828,0,94819
918,GAMEOBJECTS,466829,0,94819
919,GAMEOBJECTS,466830,0,94819
920,GAMEOBJECTS,466831,0,94819
921,GAMEOBJECTS,466832,0,94819
922,GAMEOBJECTS,466834,0,94819
923,GAMEOBJECTS,466835,0,94819
924,GAMEOBJECTS,466837,0,94819
925,GAMEOBJECTS,466838,0,94819
926,GAMEOBJECTS,466839,0,94819
927,GAMEOBJECTS,466840,0,94819
928,GAMEOBJECTS,477622,0,94819
929,GAMEOBJECTS,477625,0,94819
930,GAMEOBJECTS,477626,0,94819
931,GAMEOBJECTS,477627,0,94819
932,GAMEOBJECTS,500147,0,94819
933,GAMEOBJECTS,500148,0,94819
934,GAMEOBJECTS,500149,0,94819
935,GAMEOBJECTS,500150,0,94819
936,GAMEOBJECTS,500151,0,94819
937,GAMEOBJECTS,500152,0,94819
938,GAMEOBJECTS,500153,0,94819
939,GAMEOBJECTS,500154,0,94819
940,GAMEOBJECTS,500155,0,94819
941,GAMEOBJECTS,526950,0,94819
942,GAMEOBJECTS,526953,0,94819
943,GAMEOBJECTS,527010,0,94819
944,GLOBALSTRINGS,11399,0,94819
945,GLOBALSTRINGS,24114,0,94819
946,GLOBALSTRINGS,35548,0,94819
947,GLOBALSTRINGS,36380,0,94819
948,GLOBALSTRINGS,41726,0,94819
949,GLOBALSTRINGS,41791,0,94819
950,GLOBALSTRINGS,49041,0,94819
951,GLOBALSTRINGS,52198,0,94819
952,GLOBALSTRINGS,53742,0,94819
953,GROUPFINDERACTIVITY,1564,0,94819
954,GROUPFINDERACTIVITY,1565,0,94819
955,GROUPFINDERACTIVITY,1566,0,94819
956,GROUPFINDERACTIVITY,1567,0,94819
957,GROUPFINDERACTIVITY,1568,0,94819
958,GROUPFINDERACTIVITY,1569,0,94819
959,GROUPFINDERACTIVITY,1570,0,94819
960,GROUPFINDERACTIVITY,1571,0,94819
961,GROUPFINDERACTIVITY,1572,0,94819
962,GROUPFINDERACTIVITY,1573,0,94819
963,GROUPFINDERACTIVITY,1574,0,94819
964,GROUPFINDERACTIVITY,1582,0,94819
965,GROUPFINDERACTIVITY,1585,0,94819
966,GROUPFINDERACTIVITYGRP,374,0,94819
967,GROUPFINDERACTIVITYGRP,375,0,94819
968,ITEM,210061,0,94819
969,ITEM,229293,0,94819
970,ITEM,229294,0,94819
971,ITEM,229295,0,94819
972,ITEM,229296,0,94819
973,ITEM,229297,0,94819
974,ITEM,229298,0,94819
975,ITEM,229299,0,94819
976,ITEM,229300,0,94819
977,ITEM,229301,0,94819
978,ITEM,239015,0,94819
979,JOURNALENCOUNTER,2640,0,94819
980,JOURNALENCOUNTERCREATURE,5759,0,94819
981,JOURNALENCOUNTERCREATURE,5762,0,94819
982,JOURNALENCOUNTERCREATURE,5832,0,94819
983,JOURNALENCOUNTERSECTION,30082,0,94819
984,JOURNALENCOUNTERSECTION,30486,0,94819
985,JOURNALENCOUNTERSECTION,30487,0,94819
986,JOURNALENCOUNTERSECTION,30506,0,94819
