ID,Locale,DurationMS,BroadcastTextID
846,4,887,273450
847,7,1624,273661
848,4,1945,273570
849,4,812,273870
850,7,1778,273572
851,4,1978,273863
852,4,2115,273568
853,4,3932,273573
854,4,2040,273539
855,4,1156,273549
856,4,1229,273554
857,6,1212,273729
858,8,1085,273458
859,6,1077,273453
860,8,1342,273734
861,7,5258,284110
862,7,4057,284123
863,7,2358,284141
864,13,1846,284093
865,13,1058,284101
866,12,2090,284113
867,12,3932,284117
868,13,3923,284117
869,12,2988,284127
870,12,3943,284129
871,13,2688,284143
872,12,4100,284145
873,12,1660,284147
874,2,1408,284094
875,5,1506,284101
876,5,1718,284104
877,2,1861,284104
878,2,1811,284106
879,5,3941,284120
880,5,2378,284133
881,5,5069,284135
882,2,5851,284135
883,5,4583,284139
884,5,1562,284142
885,2,1202,284142
886,2,2444,284143
887,5,2028,284147
888,5,2367,284148
889,14,1191,284101
890,14,1964,284104
891,14,3247,284123
892,14,2300,284127
893,15,1194,284128
894,15,1509,284131
895,15,3575,284134
896,15,3688,284144
897,15,1580,284147
898,15,2075,284148
899,13,5641,278193
900,6,1492,284094
901,8,4853,284103
902,8,3857,284108
903,8,4113,284109
904,12,4796,285791
905,12,6071,285789
906,13,5639,285792
907,6,2587,284112
908,6,1949,284121
909,6,2016,284124
910,8,3111,284129
911,6,1905,284131
912,8,1191,284132
913,8,4840,284135
914,8,1814,284136
915,6,884,284142
916,6,3948,284144
917,8,1846,284146
918,6,1456,284150
919,13,10355,280243
920,13,12104,280245
921,12,13394,280247
922,4,2886,284096
923,4,3948,284123
924,4,3894,284139
925,4,2479,284145
926,4,1674,284147
927,1,2881,280843
928,1,1608,298695
929,1,1820,287682
930,1,3195,287685
931,1,1931,287683
932,1,1506,298682
933,1,1465,298684
934,1,2450,285952
935,1,1836,287931
936,5,2674,280843
937,4,4516,278194
938,4,4965,278347
939,4,8870,280243
940,5,9748,281525
941,14,3776,285791
942,14,8234,276885
943,15,10818,280243
944,15,13929,280247
945,14,12506,280247
946,7,4842,278194
947,7,5570,286431
948,14,9852,280019
949,5,5903,285482
950,5,4488,285791
951,5,5804,285789
952,6,11243,280243
953,6,11711,280245
954,8,4089,281586
955,8,11105,280019
956,12,2112,287919
957,15,4578,292550
958,1,3052,298946
959,1,3100,298947
960,8,1955,289775
961,4,3608,280843
962,8,1648,287679
963,8,1957,287677
964,8,1907,298672
965,8,2115,287681
966,8,1387,285945
967,8,2166,298685
968,6,1592,298687
969,8,2367,298692
970,6,590,285943
971,8,770,285943
972,6,2271,285942
973,8,2951,285941
974,6,1053,287923
975,2,4148,287686
976,2,1973,298694
977,2,1716,298664
978,2,1947,285947
979,2,1156,285944
980,2,1632,285938
981,2,1830,287931
982,7,2363,298693
983,7,2705,285949
984,5,1545,298687
985,7,1018,285943
986,5,2481,285952
987,7,2921,285952
988,7,1302,287923
989,5,1291,287931
990,5,2115,287922
991,12,2212,298695
992,15,1373,298694
993,12,2575,287672
994,15,2159,287672
995,15,1728,287682
996,15,1989,287681
997,15,2924,287685
998,12,2811,285950
999,15,2251,285950
1000,15,1718,298677
1001,5,4579,292550
1002,12,3989,287930
1003,15,2001,287931
1004,1,6191,287848
1005,1,6529,287854
1006,2,2101,298946
1007,13,4009,287685
1008,13,2228,285951
1009,13,1721,285945
1010,13,1833,298687
1011,14,1813,298692
1012,14,1926,285941
1013,13,2581,285941
1014,14,1947,285939
1015,13,3045,287930
1016,14,1025,287921
1017,13,2198,287922
1018,4,2794,298696
1019,4,3330,298672
1020,4,2533,287681
1021,4,2287,285946
1022,4,1975,298692
1023,4,2625,287930
1024,4,1250,287920
1025,4,5403,292550
1026,7,7909,287848
1027,2,6466,287848
1028,2,4743,287851
1029,7,7454,283197
1030,2,6672,283197
1031,15,3874,285475
1032,2,5053,285476
1033,2,5300,285475
1034,12,4886,208947
1035,12,2457,210931
1036,14,6269,211093
1037,12,3292,211094
1038,12,4031,211062
1039,12,6665,209200
1040,12,5222,209380
1041,5,3987,211062
1042,7,6292,209200
1043,6,5312,209380
1044,13,1429,208315
1045,2,4717,208947
1046,7,7512,209025
1047,8,4813,209150
1048,4,5556,209180
1049,4,4928,209380
1050,13,4090,211073
1051,5,5248,208947
1052,6,8212,209025
1053,15,3897,211094
1054,8,7310,211093
1055,8,3656,211062
1056,13,5211,208947
1057,15,1386,208316
1058,2,5441,214682
1059,6,5541,214682
1060,0,2136,218984
1061,0,1040,235143
1062,0,1544,234483
1063,0,5981,239644
1064,0,3525,217658
1065,0,1878,219945
1066,2,1308,240408
1067,14,2379,240408
1068,1,4418,240407
1069,2,2222,277262
1070,7,2222,277262
1071,1,5087,277278
1072,14,1929,68016
1073,14,3661,68007
1074,13,4107,81225
1075,4,1167,81228
1076,14,4769,99185
1077,4,2659,93402
1078,1,1786,190005
1079,15,5281,191329
1080,7,3099,186858
1081,1,6783,191765
1082,7,4597,183007
1083,2,2767,190113
1084,1,4981,183007
1085,12,4049,188690
1086,2,4222,188692
1087,2,2017,190005
1088,14,4658,191329
1089,2,6720,188492
1090,14,2750,189947
1091,14,3442,183005
1092,12,2640,189947
1093,1,7433,203689
1094,1,7866,203691
1095,12,4851,183007
1096,4,3605,188692
1097,4,4008,194955
1098,6,4618,194955
1099,6,5559,194953
1100,6,3165,193233
1101,2,4861,194955
1102,6,3374,277335
1103,6,2266,178806
1104,8,3519,277335
1105,5,3928,188690
1106,14,2150,186592
1107,7,1993,186592
1108,8,4183,194955
1109,4,2980,277335
1110,8,6073,191765
1111,13,3828,188692
1112,1,4779,208947
1113,1,7763,209025
1114,1,1534,208315
1115,1,2164,208632
1116,2,3577,211062
1117,1,2373,211076
1118,1,6333,209180
1119,16,2773,78227
1120,1,5208,122131
1121,14,7435,99368
1122,7,2778,93402
1123,13,5037,277297
1124,2,3155,118518
1125,7,2383,122463
1126,13,4623,277336
1127,13,1888,269312
1128,2,4233,277336
1129,13,5333,122131
1130,14,5375,122131
1131,14,2879,93402
1132,13,8093,135215
1133,13,4366,135217
1134,2,5033,135217
1135,1,4402,135217
1136,12,7025,134840
1137,14,6533,134839
1138,13,1456,141843
1139,13,2706,148620
1140,12,2927,148620
1141,8,3026,143567
1142,1,2808,141844
1143,6,1141,148625
1144,5,3125,143567
1145,7,3359,143567
1146,2,3530,143567
1147,1,1017,153261
1148,7,6691,151021
1149,8,1267,141843
1150,12,6781,148697
1151,2,1727,148625
1152,13,8853,151021
1153,6,5482,148697
1154,15,1159,153260
1155,7,1054,153260
1156,14,1532,153260
1157,5,5585,151023
1158,2,3175,277278
1159,1,2606,1148
1160,1,3128,68019
1161,1,5329,68020
1162,4,4964,277278
1163,5,2674,68019
1164,12,4289,277270
1165,13,4511,277270
1166,13,2229,68014
1167,14,3672,68012
1168,15,3559,68007
1169,15,2492,68013
1170,15,2553,68009
1171,16,3557,68019
1172,1,2544,81222
1173,4,3869,81225
1174,8,4940,277283
1175,7,2578,81224
1176,8,1724,78273
1177,8,2169,78226
1178,8,1674,78302
1179,8,2170,78303
1180,12,2040,78226
1181,15,2292,78227
1182,15,2159,81229
1183,15,1873,81224
1184,12,2489,81222
1185,4,2411,81222
1186,13,2437,81222
1187,13,2589,78228
1188,13,3393,78229
1189,2,1334,81228
1190,5,2055,81227
1191,4,1619,78302
1192,6,3124,78229
1193,5,7446,283197
1194,14,3143,298946
1195,13,2469,298947
1196,8,7405,287848
1197,8,5628,283197
1198,12,5303,287851
1199,15,5073,287851
1200,5,3803,285475
1201,13,4841,285475
1202,1,3128,304918
1203,4,4220,312989
1204,1,4379,312989
1205,4,2962,304916
1206,8,3279,312987
1207,7,4343,312989
1208,15,2962,312987
1209,1,10649,261090
1210,1,8965,256735
1211,12,4185,255289
1212,8,3955,255289
1213,14,2756,255288
1214,5,1146,273467
1215,12,1610,273558
1216,5,1482,273555
1217,12,1444,273556
1218,12,3341,273561
1219,12,951,273663
1220,5,1522,273666
1221,12,1570,273666
1222,5,1397,273660
1223,5,1275,273446
1224,5,1824,273569
1225,12,1720,273569
1226,12,1803,273869
1227,12,1400,273570
1228,12,1612,273572
1229,12,1492,273451
1230,12,1515,273541
1231,5,1783,273843
1232,12,2804,273830
1233,12,6037,273544
1234,12,1070,273851
1235,5,1592,273550
1236,5,1158,273852
1237,5,973,273551
1238,5,904,273546
1239,5,5005,273855
1240,5,1309,275970
1241,2,3690,275783
1242,5,1420,275975
1243,5,4321,275783
1244,14,4302,272691
1245,15,3324,272546
1246,15,3680,272541
1247,14,1133,276620
1248,15,1235,276622
1249,15,8190,276625
1250,15,996,273729
1251,15,1482,273456
1252,2,1068,273456
1253,2,1131,273731
1254,2,1003,273458
1255,2,1154,273669
1256,2,978,273453
1257,15,1099,273740
1258,15,1623,273530
1259,2,1662,273739
1260,15,1651,273859
1261,15,1371,273555
1262,15,999,273557
1263,2,1082,273663
1264,2,1208,273664
1265,15,1175,273442
1266,15,1519,273660
1267,5,1141,273456
1268,12,802,273730
1269,5,839,273458
1270,5,1265,273669
1271,12,1213,273669
1272,5,1067,273671
1273,5,1650,273734
1274,5,1440,273460
1275,12,1805,273742
1276,12,1683,273737
1277,5,1295,273738
1278,2,1162,273565
1279,15,1876,273566
1280,2,1836,273568
1281,15,4021,273573
1282,2,1801,273667
1283,15,1496,273451
1284,15,1728,273844
1285,2,1915,273844
1286,2,8277,273845
1287,2,1119,273549
1288,15,1451,273851
1289,15,1023,273853
1290,2,1294,273553
1291,2,1313,273545
1292,15,1056,273548
1293,2,1690,273554
1294,5,10363,256735
1295,15,8670,252740
1296,15,8186,256734
1297,15,10446,256735
1298,4,10407,256735
1299,13,10552,256735
1300,6,9664,261091
1301,6,9196,256734
1302,8,10315,256735
1303,1,1248,273731
1304,5,1324,276622
1305,5,1679,276623
1306,6,453,276617
1307,5,1575,276619
1308,7,10291,272686
1309,12,1499,276616
1310,12,1268,276619
1311,8,3408,272691
1312,8,3377,272545
1313,8,3779,272553
1314,8,623,276624
1315,8,1249,276614
1316,7,1057,276616
1317,8,663,276617
1318,12,3501,272543
1319,12,4634,272554
1320,13,4011,272553
1321,12,3763,272551
1322,12,3287,272689
1323,12,3084,272688
1324,12,3209,272687
1325,1,1120,273733
1326,1,1676,273670
1327,1,1171,273555
1328,1,1169,273857
1329,1,1804,273862
1330,1,3033,273561
1331,1,1265,273449
1332,1,1334,273572
1333,1,2146,273865
1334,1,1490,273836
1335,4,3301,272556
1336,4,3866,272547
1337,2,4069,272547
1338,1,1759,275973
1339,2,3158,272545
1340,4,3321,272542
1341,2,3647,272542
1342,4,3802,272550
1343,2,3124,272549
1344,2,2598,272548
1345,4,1055,276614
1346,2,1397,276616
1347,1,6965,276625
1348,6,2795,272560
1349,6,4307,272559
1350,5,4301,272547
1351,5,3330,272545
1352,5,3757,272544
1353,6,3414,272541
1354,5,4430,272553
1355,5,4377,272550
1356,6,3199,272550
1357,5,3213,272690
1358,5,3827,272689
1359,1,3892,272557
1360,1,3999,272549
1361,8,1486,262428
1362,8,1427,262430
1363,1,2111,284104
1364,1,5291,284110
