ID,Title_lang,GarrTypeID,ClassID,MaxTiers,UiOrder,Flags,UiTextureKitID,GarrTalentTreeType,PlayerConditionID,FeatureTypeIndex,FeatureSubtypeIndex,CurrencyID
486,Wählt Euren Begleiter,111,0,2,0,0,5487,0,0,0,0,2003
487,Fortschritt beim Klan Teerai,111,0,4,0,0,5419,1,0,0,0,0
488,Angeln der Tuskarr,111,0,5,0,0,5415,1,0,0,0,0
489,Expeditionsvorräte,111,0,6,0,0,5481,1,99463,0,0,2003
491,Jagdtruppausrüstung,111,0,4,0,0,5487,0,0,0,0,2003
492,Arkana für den Kobaltkonvent,111,0,1,0,0,0,1,0,0,0,2003
493,Arkana für den Kobaltkonvent,111,0,4,0,0,5273,1,0,0,0,2003
495,Rexxars Fähigkeit,111,0,3,0,0,5273,0,0,0,0,0
496,Erweckung der Maschine,111,0,4,0,0,5555,1,0,0,0,2839
497,Die Weberin,111,0,9,0,20,5273,0,0,0,0,0
