ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
73,Pechschwingenabstieg,"Nefarian und seine verzerrten Versuche, eine neue Drachenart zu erschaffen, waren nach seinem Tod im Pechschwingenhort als erledigt betrachtet worden. Und doch sind Gerüchte zu hören, dass sein Vater, Todesschwinge, Nefarian wiederbelebt und ihm im Pechschwingenabstieg eine neue Aufgabe gegeben hätte. Es wird befürchtet, dass die grauenhaften Experimente, die dort durchgeführt werden, ein Niveau an Bosheit erreicht haben, die Nefarians frühere Verbrechen gegen die Natur noch übertreffen.",669,522335,522351,460860,526403,0,5729,0
74,Thron der Vier Winde,"Als das persönliche Versteck Al'Akirs, des Windlords, gleitet der Thron der Vier Winde hoch durch die grenzenlosen Weiten des Himmelswalls. Nun, da die Barrieren der Elementarebene zerrissen wurden, steht es Al'Akir frei, nach Belieben mit Azeroths Winden zu ziehen. Er hat die heftigsten Stürme zusammengerufen, um Uldum von allem Leben zu reinigen und die Kontrolle über die mysteriösen, von Titanen erschaffenen Hallen des Ursprungs zu übernehmen.",754,522343,522359,460874,526411,0,5684,0
75,Baradinfestung,"Nach dem Zweiten Krieg wurde die in Ruinen liegende Baradinfestung auf der entfernten Insel Tol Barad in ein Gefängnis für einige der gefährlichsten Mächte Azeroths umgewandelt. Doch durch die Zerstörung, die der Kataklysmus mit sich brachte, ist die Integrität des Gefängnisses in Gefahr gebracht. Während die Horde und die Allianz sich um die Vorherrschaft über die Insel streiten, steht die Freisetzung der vergessenen Schrecken möglicherweise kurz bevor.",757,522333,522349,464826,526401,2,0,0
76,Zul'Gurub,"Zul'Gurub war die Hauptstadt der Dschungeltrolle der Gurubashi - ein Stamm, der einst die weiten Dschungel des Südens kontrollierte. Hier beschwor Jin'do der Verhexer den grausamen Loa Hakkar den Seelenschinder nach Azeroth. In letzter Zeit sind diese Anstrengungen erneut aufgenommen worden, als Teil einer Allianz der Gurubashi und Zandalari, die nach einem vereinigten Trollimperium streben.",859,522348,522364,136369,526416,0,0,0
77,Zul'Aman,"Echos unerfüllter Rache klingen in Zul'Aman, der einstigen Hauptstadt des Amanistammes, nach. Obwohl die Amanitrolle dem Ruf zu den Waffen ihres Kriegsfürsten folgten, blieb Zul'jin das Erreichen seines Ziels, den früheren Ruhm des Imperiums wiederherzustellen, doch verwehrt. Wo er scheiterte, wird der Stamm der Zandalari Erfolg haben. Wird ihnen nicht Einhalt geboten, werden die vereinigten Stämme ihr Land zurückerobern und gnadenlose Vergeltung üben.",568,522347,522363,136367,526415,0,3508,0
78,Feuerlande,"Die Feuerlande sind die geschmolzenen Domänen, die von den Titanen geschaffen wurden, um Ragnaros und seine ungezügelten Günstlinge aufzunehmen. Nach Todesschwinges Auftauchen in Azeroth sind Ragnaros und seine Diener bis an die Hänge des Hyjal vorgedrungen, bevor sie von den tapferen Verteidigern des heiligen Berges zurückgetrieben werden konnten. Nun versammelt Ragnaros seine Getreuen um sich, um die Feuerlande vor Azeroths Helden zu schützen.",720,522337,522353,529270,526405,0,0,0
184,Endzeit,"Als ein Zeitstrahl von unendlich vielen zeigt dieser die trostlose Zukunft Azeroths auf, sollte Todesschwinge nicht aufgehalten werden. Nozdormu hat eine mächtige Anomalie entdeckt, die in diesem Moment existiert und den Zugriff auf die Vergangenheit – und somit die Hoffnung auf die Rettung der Drachenseele – versperrt. Die mächtige Kreatur von außerhalb der Zeit wohnt allein inmitten der zeitlinienversetzten Echos der Vergangenheit.",938,571739,571754,575262,571758,1,0,0
185,Brunnen der Ewigkeit,"Vor zehntausend Jahren war die Hauptstadt der Nachtelfen, Zin-Azshari, eine atemberaubende Metropole. Dort war es, am Rande des Brunnens der Ewigkeit, wo die aristokratischen Hochgeborenen einst das Portal zum Wirbelnden Nether öffneten, um der Brennenden Legion die Invasion von Azeroth zu ermöglichen. Unter dem Oberbefehl der Nachtelfenkönigin Azshara leiten sie nun ihre Energien in das Portal, um es auf die Ankunft des schrecklichen und glorreichen Dämonengottes Sargeras vorzubereiten.",939,571741,571756,575266,571760,0,0,0
186,Die Stunde des Zwielichts,"Mit der Drachenseele aus der Vergangenheit bereiten sich die Helden Azeroths jetzt auf die letzte Konfrontation mit Todesschwinge vor. In den gefrorenen Weiten Nordends wird der hoch aufragende Wyrmruhtempel von Todesschwinges Armeen angegriffen. Um Azeroth zu retten, muss Thrall den Tempel sicher mit der Drachenseele in der Hand erreichen.",940,571740,571755,575264,571759,0,0,0
187,Drachenseele,"Die Drachenseele wurde während des Krieges der Ahnen von Todesschwinge geschmiedet und bündelte die Kraft aller Drachenschwärme, bis sie letztendlich zerstört wurde. Durch die Höhlen der Zeit konnten Thrall und die verbleibenden Drachenschwärme dieses mächtige Artefakt vor seiner Zerstörung bewahren. Jetzt haben sie sich am Wyrmruhtempel in einem verzweifelten Versuch versammelt, die Macht der Drachenseele selbst gegen Todesschwinge einzusetzen.",967,571738,571753,575261,571757,0,0,0
226,Der Flammenschlund,"Der Flammenschlund erstreckt sich tief unter Orgrimmar. Barbarische Troggs und Kultisten der Brennenden Klinge plagten einst die vulkanischen Höhlen. Doch es gibt eine neue Bedrohung: dunkle Schamanen. Obwohl Kriegshäuptling Garrosh Höllschrei unlängst Schamanen dazu aufrief, die Elemente als Waffe gegen die Allianz einzusetzen, sind die jetzigen Einwohner des Schlunds eher Abtrünnige. Es gibt Berichte, dass diese geheimnisvollen Figuren eine massive Armee aufstellen, die Orgrimmar ins Chaos stürzen könnte.",389,608172,608211,136350,608250,0,0,0
227,Tiefschwarze Grotte,"Einst der nachtelfischen Göttin Elune gewidmet, nahm man an, dass die Tiefschwarze Grotte bei der Zerschlagung im Ozean verloren ging. Jahrtausende später wurden Teile des Schattenhammerkults durch Geflüster und finstere Träume vom Tempel angezogen. Nachdem sie unzählige Unschuldige geopfert hatten, wurde der Kult mit einer neuen Aufgabe betraut: dem Schutz eines der Schoßtierchen der Alten Götter, ein Haustier, das noch aufgezogen werden muss, bevor es seine dunklen Mächte in der Welt entfesseln kann.",48,608156,608195,136325,608234,0,0,0
228,Schwarzfelstiefen,"Die Schwarzfelstiefen sind die Heimat der Dunkeleisenzwerge und ihres Imperators Dagran Thaurissan. Wie seine Vorgänger dient auch er unter der eisernen Herrschaft des Feuerlords Ragnaros, ein gnadenloses Wesen, das vor Jahrhunderten in diese Welt beschworen wurde. Die Anwesenheit chaotischer Elementare hat den Schattenhammerkult auf den Plan gerufen. Zusammen mit Ragnaros' Dienern bringen sie die Zwerge auf zunehmend zerstörerische Pfade, die schon bald ganz Azeroth ins Verderben stürzen könnten.",230,608157,608196,136326,608235,0,0,0
229,Untere Schwarzfelsspitze,"Diese imposante Festung, die in den feurigen Kern des Schwarzfels gehauen wurde, war Jahrhunderte lang Zeichen der Macht des Dunkeleisenklans. Jetzt haben der schwarze Drache Nefarian und seine Brut die obere Spitze der Festung besetzt und einen brutalen Krieg gegen die Zwerge entfacht. Ein Zusammenschluss aus den Drachen und Kriegshäuptling Rend Schwarzfaust mit seiner falschen Horde herrscht über die Spitze und führt schreckliche Experimente durch, während sie den Untergang der lästigen Zwerge planen.",229,608158,608197,136327,608236,0,0,0
230,Düsterbruch - Hauptstadtgärten,"Die einst großartige Stadt Eldre'Thalas wurde vor Tausenden von Jahren erbaut, um die arkanen Geheimnisse der Kaldorei zu bewahren, und liegt jetzt in Ruinen, durchzogen mit verderbten Streitkräften. Konkurrierende Zirkel kämpften einst um die Kontrolle der verderbten Energien des Düsterbruchs, sind aber seit dem zu unsicheren Nichtangriffspakten übergegangen und beschlossen nur die Mächte in ihren eigenen Territorien auszunutzen, anstatt Krieg um den gesamten Komplex zu führen.",429,608161,608200,136333,608239,1,0,0
231,Gnomeregan,"Die wundersame Stadt Gnomeregan wurde tief in den Bergen Dun Moroghs erbaut und war Zeugnis der Intelligenz und der Industrie der Gnome. Als die Troggs die Stadt überfielen, wurde der gnomische Hochtüftler von seinem Berater Sicco Thermadraht verraten. Dabei wurde Gnomeregan verstrahlt und die meisten Einwohner getötet. Die Überlebenden flohen und schworen, eines Tages wiederzukehren und ihre Heimat zurückzuerobern.",90,608163,608202,136336,608241,0,0,0
232,Maraudon,"Einer Legende nach zeugten Zaetar, Sohn des Cenarius, und die Erdelementarprinzessin Theradras das barbarische Volk der Zentauren. Kurz nach der Erschaffung der Zentauren töteten diese ruchlosen Kreaturen ihren Vater. Man sagt, dass die trauernde Theradras den Geist ihres Geliebten in Maraudon gefangen hält, wodurch die Region der Verderbnis anheim fällt. Jetzt durchstreifen bösartige Zentraurengeister und verderbte Elementardiener jede Ecke dieser weitlaufenden Höhlen.",349,608170,608209,136345,608248,0,0,0
233,Hügel der Klingenhauer,"Legenden besagen, dass dort, wo der Halbgott Agamaggan fiel, sein Blut große Mengen an Dornen hervorbrachte. Jüngst gibt es Berichte über Untote in der Region, wodurch die Angst umgeht, dass die gefürchtete Geißel Kalimdor zu erobern droht.",129,608173,608212,136352,608251,0,0,0
234,Kral der Klingenhauer,"Legenden besagen, dass dort, wo der Halbgott Agamaggan fiel, sein Blut große Mengen an Dornen hervorbrachte. Viele Stacheleber haben in den riesigen Dornenranken der Klingenhauer ihr Zuhause gefunden und verehren sie als Agamaggans Ruhestätte.",47,608174,608213,136353,608252,0,0,0
236,Stratholme - Haupttor,"Die Stadt Stratholme war einst das Juwel Nordlordaerons, doch heute erinnert man sich ihrer nur noch ob des entsetzlichen Endes. Hier war es, dass Prinz Arthas dem edlen Paladin Uther Lichtbringer den Rücken zuwandte und zahllose Einwohner abschlachtete, von denen er glaubte, sie seinen von der schrecklichen Seuche des Untods befallen. Seit diesem Tage leidet das verfluchte Stratholme unter der Marter des Todes, Verrats und der Hoffnungslosigkeit.",329,608177,608216,136359,608255,1,0,0
237,Der Tempel von Atal'Hakkar,"Vor Tausenden von Jahren wurde das Gurubashiimperium von den Atal'ai, einer mächtigen Sekte aus Priestern, in den Bürgerkrieg gestürzt, als diese einen Avatar ihres Blutgottes, Hakkar des Seelenschinders, nach Azeroth beschwören wollten. Die Gurubashi verbannten die Atal'ai daraufhin in die Sümpfe des Elends, wo sie den Tempel von Atal'Hakkar erbauten. Ysera, Aspekt des grünen Drachenschwarms, versenkte den Tempel im Sumpf und ernannte Wächter, damit die Beschwörungsrituale nie wieder durchgeführt würden.",109,608178,608217,136360,608256,0,0,0
238,Das Verlies,"Das Verlies von Sturmwind ist ein schwer bewachtes Gefängnis unter den Kanälen der Stadt Sturmwind. Aufseher Thelwasser hält Wache im Verlies und über die höchst gefährlichen Kriminellen, die es ihr Zuhause nennen. Jüngst haben die Insassen eine Revolte gestartet, ihre Wachen überrumpelt und das Gefängnis ins Chaos gestürzt.",34,608184,608223,136358,608262,0,0,0
239,Uldaman,"Uldaman ist ein uraltes Titanengewölbe, das tief unter der Erde liegt. Es heißt, dass die Titanen ein fehlgeschlagenes Experiment dort wegschlossen und anschließend zu einem neuen übergingen, das mit der Entstehung der Zwerge zu tun hatte. Geschichten, dass dieser sagenumwobene Schatz großes Wissen enthält, haben Schatzjäger dazu bewogen, sich tiefer in die Geheimnisse Uldamans zu graben. Doch gefährden steinerne Verteidiger, wilde Troggs, die Dunkeleisenzwerge und andere Bedrohungen dieses Unterfangen.",70,608186,608225,136363,608264,0,0,0
240,Höhlen des Wehklagens,"Vor Jahren stiegen der berühmte Druide Naralex und seine Gefolgsleute in die Schatten der Höhlen des Wehklagens hinab, welche nach dem Stöhnen benannt sind, das man vernehmen kann, wenn Dampf durch die Risse in den Wänden des Höhlensystems dringt. Naralex wollte die unterirdischen Quellen nutzen, um das öde Brachland wieder zum Blühen zu bringen. Doch als er den Smaragdgrünen Traum betrat, wurde seine Vision der Blüte zu einem wachenden Alptraum. Ein Alptraum, der die Höhlen seit dieser Zeit heimsucht.",43,608190,608229,136364,608313,0,0,0
241,Zul'Farrak,"Zul'Farrak war einst das leuchtende Juwel von Tanaris und wurde von den Trollen der Sandwütern heftig verteidigt. Trotz Ihrer Hartnäckigkeit, waren sie im Laufe der Geschichte gezwungen, große Teile ihres Gebiets abzutreten. Nun scheint es, dass die Einwohner Zul'Farraks eine Armee aus untoten Trollen erschaffen, um die umliegenden Regionen zu erobern. Andere Gerüchte berichten von einer uralten Kreatur, die in der Stadt schläft und, sollte sie erwachen, Tod und Verwüstung auf Tanaris niederregnen könnte.",209,608191,608230,136368,608267,1,0,0
246,Scholomance,"Jenen, die danach streben, die Mächte des Untodes zu beherrschen, ist Scholomance, die berüchtigte Schule der Totenbeschwörung in den finsteren und Unheil verheißenden Gruften unter Darrowehr, wohlbekannt. In den letzten Jahren hat sich der Lehrkörper mehrfach gewandelt, doch die Institution verblieb unter der Leitung des besonders sadistischen und heimtückischen Experten der Nekromantie, Dunkelmeister Gandling.",1007,608176,608215,136355,608254,1,0,0
247,Auchenaikrypta,"Die ursprünglich aus Draenor Verbannten empfanden den Tod als eine beunruhigende und missliche Konsequenz des Lebens, und so sperrten die Draenei ihre Toten weg in die unterirdische Grabstätte Auchindoun, ein labyrinthartiges Wunderwerk unterhalb der Wälder von Terokkar.",558,608154,608193,136323,608232,0,0,0
248,Höllenfeuerbollwerk,Im Herzen der kargen Höllenfeuerhalbinsel ragt die Höllenfeuerzitadelle hervor. Die nahezu unüberwindbare Bastion diente der Horde während des Ersten und Zweiten Krieges als Einsatzstützpunkt.,543,608168,608207,136338,608246,0,0,0
249,Terrasse der Magister,"Nach seiner Niederlage in der Festung der Stürme machte Kael'thas Sonnenwanderer seine Allianz mit der Brennenden Legion öffentlich. Darauf bedacht, den Dämonenlord Kil'jaeden heraufzubeschwören, ist Kael'thas auf die Insel von Quel'Danas zurückgekehrt, um alles für die Ankunft seines Meisters vorzubereiten.",585,608169,608208,136344,608247,1,0,0
250,Managruft,"Die ursprünglich aus Draenor Verbannten empfanden den Tod als eine beunruhigende und missliche Konsequenz des Lebens, und so sperrten die Draenei ihre Toten weg in die unterirdische Grabstätte Auchindoun, ein labyrinthartiges Wunderwerk unterhalb der Wälder von Terokkar.",557,608154,608193,136323,608232,1,0,0
251,Vorgebirge des Alten Hügellands,"Tief in den Höhlen der Zeit ist der grüblerische Drache Nozdormu erwacht. Schon zu Zeiten, als die Welt noch jung war, bewachte der Bronzene Drachenschwarm das verschlungene Labyrinth und beobachtete die wechselnden Zeitlinien, um das feine Gleichgewicht der Zeit aufrechtzuerhalten.",560,608159,608198,136330,608237,0,0,0
252,Sethekkhallen,"Die ursprünglich aus Draenor Verbannten empfanden den Tod als eine beunruhigende und missliche Konsequenz des Lebens, und so sperrten die Draenei ihre Toten weg in die unterirdische Grabstätte Auchindoun, ein labyrinthartiges Wunderwerk unterhalb der Wälder von Terokkar.",556,608154,608193,136323,608232,0,0,0
253,Schattenlabyrinth,"Die ursprünglich aus Draenor Verbannten empfanden den Tod als eine beunruhigende und missliche Konsequenz des Lebens, und so sperrten die Draenei ihre Toten weg in die unterirdische Grabstätte Auchindoun, ein labyrinthartiges Wunderwerk unterhalb der Wälder von Terokkar.",555,608154,608193,136323,608232,0,0,0
254,Die Arkatraz,"Die mächtige Festung der Stürme wurde von den geheimnisvollen Naaru erbaut, den empfindsamen Wesen aus reiner Energie und eingeschworenen Feinden der Brennenden Legion. Sie dient den Naaru nicht nur als Operationsbasis, denn das Gebäude selbst verfügt über eine Technologie, mit der sie im Handumdrehen zwischen alternativen Dimensionen und von einem Ort zum anderen reisen können.",552,608179,608218,136362,608257,0,0,0
255,Der Schwarze Morast,"Tief in den Höhlen der Zeit ist der grüblerische Drache Nozdormu erwacht. Schon zu Zeiten, als die Welt noch jung war, bewachte der Bronzene Drachenschwarm das verschlungene Labyrinth und beobachtete die wechselnden Zeitlinien, um das feine Gleichgewicht der Zeit aufrechtzuerhalten.",269,608159,608198,136330,608237,0,0,0
256,Der Blutkessel,Im Herzen der kargen Höllenfeuerhalbinsel ragt die Höllenfeuerzitadelle hervor. Die nahezu unüberwindbare Bastion diente der Horde während des Ersten und Zweiten Krieges als Einsatzstützpunkt.,542,608168,608207,136338,608246,1,0,0
257,Die Botanika,"Die mächtige Festung der Stürme wurde von den geheimnisvollen Naaru erbaut, den empfindsamen Wesen aus reiner Energie und eingeschworenen Feinden der Brennenden Legion. Sie dient den Naaru nicht nur als Operationsbasis, denn das Gebäude selbst verfügt über eine Technologie, mit der sie im Handumdrehen zwischen alternativen Dimensionen und von einem Ort zum anderen reisen können.",553,608179,608218,136362,608257,1,0,0
258,Die Mechanar,"Die mächtige Festung der Stürme wurde von den geheimnisvollen Naaru erbaut, den empfindsamen Wesen aus reiner Energie und eingeschworenen Feinden der Brennenden Legion. Sie dient den Naaru nicht nur als Operationsbasis, denn das Gebäude selbst verfügt über eine Technologie, mit der sie im Handumdrehen zwischen alternativen Dimensionen und von einem Ort zum anderen reisen können.",554,608179,608218,136362,608257,0,0,0
259,Die Zerschmetterten Hallen,Im Herzen der kargen Höllenfeuerhalbinsel ragt die Höllenfeuerzitadelle hervor. Die nahezu unüberwindbare Bastion diente der Horde während des Ersten und Zweiten Krieges als Einsatzstützpunkt.,540,608168,608207,136338,608246,1,0,0
260,Die Sklavenunterkünfte,"Das von den Naga beherrschte Gebiet, das unter den tiefsten Wassern der Zangarmarschen versteckt liegt, wird der Echsenkessel genannt. Es ist von gewaltigen Rohrleitungen und Kolben durchzogen und scheint groß genug, um ganze Armeen zu beherbergen, und dennoch dient es nicht nur militärischen Zwecken.",547,608160,608199,136331,608238,0,0,0
261,Die Dampfkammer,"Das von den Naga beherrschte Gebiet, das unter den tiefsten Wassern der Zangarmarschen versteckt liegt, wird der Echsenkessel genannt. Es ist von gewaltigen Rohrleitungen und Kolben durchzogen und scheint groß genug, um ganze Armeen zu beherbergen, und dennoch dient es nicht nur militärischen Zwecken.",545,608160,608199,136331,608238,0,0,0
262,Der Tiefensumpf,"Das von den Naga beherrschte Gebiet, das unter den tiefsten Wassern der Zangarmarschen versteckt liegt, wird der Echsenkessel genannt. Es ist von gewaltigen Rohrleitungen und Kolben durchzogen und scheint groß genug, um ganze Armeen zu beherbergen, und dennoch dient es nicht nur militärischen Zwecken.",546,608160,608199,136331,608238,1,0,0
271,Ahn'kahet: Das Alte Königreich,"Als der Lichkönig nach Nordend kam, verfügte das Königreich Azjol-Nerub über große Stärke. Trotz ihres erbitterten Widerstands konnten die Truppen der Geißel das unterirdische Königreich erobern und seine Bewohner, die Neruber, abschlachten. Gezeichnet durch die Jahre des Krieges und der Vertreibung, ist dieses Land nun in zwei Hälften geteilt.",619,608153,608192,237592,608231,0,0,0
272,Azjol-Nerub,"Als der Lichkönig nach Nordend kam, verfügte das Königreich Azjol-Nerub über große Stärke. Trotz ihres erbitterten Widerstands konnten die Truppen der Geißel das unterirdische Königreich erobern und seine Bewohner, die Neruber, abschlachten. Gezeichnet durch die Jahre des Krieges und der Vertreibung, ist dieses Land nun in zwei Hälften geteilt.",601,608155,608194,237593,608233,1,0,0
273,Feste Drak'Tharon,"Die Feste Drak'Tharon diente den Trollen der Drakkari einst als Außenposten am Rande ihres Königreichs Zul'Drak, aber durch die kürzliche Invasion der Geißel fiel die Feste in die Hände des Lichkönigs. Die gefallenen Verteidiger sind nun untote Schergen des Lichkönigs, die bis ins Herz des Drakkariterritoriums vorrücken.",600,608162,608201,237595,608240,0,0,0
274,Gundrak,"Die Trolle von Zul'Drak versuchten verzweifelt, ihr Königreich vor dem Untergang zu bewahren, und so wandten sie sich Hilfe suchend an ihre alten Götter. Die wilden Halbgötter waren eine bislang ungenutzte Quelle der Macht und ihr machtvolles Blut bot ein Mittel, um die Diener des Lichkönigs zurückzuschlagen, die Teile des Trollreiches erobert hatten. Vor Kurzem reisten Helden in die belagerte Region, um gegen die barbarischen Drakkari und ihre wahnsinnigen Propheten vorzugehen.",604,608164,608203,237596,608242,1,0,0
275,Hallen der Blitze,"Bevor die Titanen Azeroth verließen, betrauten sie ergebene Beschützer mit der Sicherheit Ulduars, einer rätselhaften Stadt inmitten der Berge der Sturmgipfel. Der als Loken bekannte Wächter war der ranghöchste unter seinen Brüdern, aber mit der Macht über die Titanenstadt in Händen, verfiel er der Dunkelheit und stürzte die Region ins Chaos.",602,608165,608204,237598,608243,1,0,0
276,Hallen der Reflexion,"Über viele Jahre hinweg kämpften die Champions aus den Völkern von Azeroth gegen den Lichkönig, doch sie wurden allesamt gnadenlos niedergemetzelt oder gezwungen, sich in die Armee untoter Schrecken einzureihen. In seinem fortwährenden Kampf gegen den Lichkönig, verbündete sich Tirion Fordring vom Argentumkreuzzug mit Darion Mograine von den Rittern der Schwarzen Klinge, um mit ihrer vereinten Armee, das Äscherne Verdikt genannt, die Eiskronenzitadelle anzugreifen.",668,608166,608205,336389,608244,0,0,0
277,Hallen des Steins,"Bevor die Titanen Azeroth verließen, betrauten sie ergebene Beschützer mit der Sicherheit Ulduars, einer rätselhaften Stadt inmitten der Berge der Sturmgipfel. Der als Loken bekannte Wächter war der ranghöchste unter seinen Brüdern, aber mit der Macht über die Titanenstadt in Händen, verfiel er der Dunkelheit und stürzte die Region ins Chaos.",599,608167,608206,237599,608245,0,0,0
278,Grube von Saron,"Über viele Jahre hinweg kämpften die Champions aus den Völkern von Azeroth gegen den Lichkönig, doch sie wurden allesamt gnadenlos niedergemetzelt oder gezwungen, sich in die Armee untoter Schrecken einzureihen. In seinem fortwährenden Kampf gegen den Lichkönig, verbündete sich Tirion Fordring vom Argentumkreuzzug mit Darion Mograine von den Rittern der Schwarzen Klinge, um mit ihrer vereinten Armee, das Äscherne Verdikt genannt, die Eiskronenzitadelle anzugreifen.",658,608171,608210,336391,608249,0,0,0
279,Das Ausmerzen von Stratholme,"Tief in den Höhlen der Zeit ist der grüblerische Drache Nozdormu erwacht. Schon zu Zeiten, als die Welt noch jung war, bewachte der Bronzene Drachenschwarm das verschlungene Labyrinth und beobachtete die wechselnden Zeitlinien, um das feine Gleichgewicht der Zeit aufrechtzuerhalten.",595,608180,608219,237601,608258,0,0,0
280,Die Seelenschmiede,"Über viele Jahre hinweg kämpften die Champions aus den Völkern von Azeroth gegen den Lichkönig, doch sie wurden allesamt gnadenlos niedergemetzelt oder gezwungen, sich in die Armee untoter Schrecken einzureihen. In seinem fortwährenden Kampf gegen den Lichkönig, verbündete sich Tirion Fordring vom Argentumkreuzzug mit Darion Mograine von den Rittern der Schwarzen Klinge, um mit ihrer vereinten Armee, das Äscherne Verdikt genannt, die Eiskronenzitadelle anzugreifen.",632,608181,608220,336392,608259,1,0,0
