Description_lang,SortedProperty_lang,ID,ItemClass,ItemSubClass,InventoryType,OrderIndex,ParentCategory,DefaultAuctionHouseFilter,AuctionHouseExtraColumn
Schneiderei,GsSt,174,145,335,0,20,172,0,1
Lederverarbeitung,GsSt,175,145,330,0,30,172,0,1
Juwelierskunst,GsSt,176,145,340,0,40,172,0,1
Alchemie,GsSt,177,145,331,0,50,172,0,1
Schmiedekunst,GsSt,178,145,329,0,60,172,0,1
Ingenieurskunst,GsSt,179,145,336,0,70,172,0,1
Verzauberkunst,GsSt,180,145,337,0,80,172,0,1
Kochkunst,GsSt,181,145,333,0,120,172,0,1
Angeln,GsSt,182,145,338,0,130,172,0,1
Werkzeuge,GsSt,183,145,341,29,10,173,0,1
Accessoires,GsSt,184,145,341,30,20,173,0,1
Werkzeuge,GsSt,185,145,340,29,10,176,0,1
Accessoires,GsSt,186,145,340,30,20,176,0,1
Accessoires,GsSt,187,145,335,30,20,174,0,1
Werkzeuge,GsSt,188,145,335,29,10,174,0,1
Werkzeuge,GsSt,189,145,330,29,10,175,0,1
Accessoires,GsSt,190,145,330,30,20,175,0,1
Werkzeuge,GsSt,191,145,331,29,10,177,0,1
Accessoires,GsSt,192,145,331,30,20,177,0,1
Werkzeuge,GsSt,193,145,329,29,10,178,0,1
Accessoires,GsSt,194,145,329,30,20,178,0,1
Werkzeuge,GsSt,195,145,336,29,10,179,0,1
Accessoires,GsSt,196,145,336,30,20,179,0,1
Werkzeuge,GsSt,197,145,337,29,10,180,0,1
Accessoires,GsSt,198,145,337,30,20,180,0,1
Werkzeuge,GsSt,199,145,333,29,10,181,0,1
Accessoires,GsSt,200,145,333,30,20,181,0,1
Werkzeuge,GsSt,201,145,338,29,10,182,0,1
Accessoires,GsSt,202,145,338,30,20,182,0,1
Bergbau,GsSt,203,145,334,0,90,172,0,1
Kräuterkunde,GsSt,204,145,332,0,100,172,0,1
Kürschnerei,GsSt,205,145,339,0,110,172,0,1
Accessoires,GsSt,206,145,334,30,20,203,0,1
Werkzeuge,GsSt,207,145,334,29,10,203,0,1
Accessoires,GsSt,208,145,332,30,20,204,0,1
Werkzeuge,GsSt,209,145,332,29,10,204,0,1
Accessoires,GsSt,210,145,339,30,20,205,0,1
Werkzeuge,GsSt,211,145,339,29,10,205,0,1
Hals,GsSt,212,9,188,0,45,99,0,0
Reagenzientasche,Plätze,215,2,344,0,15,76,0,2
Fertigungsreagenzien,,217,8,343,0,110,136,0,0
