ID,Name_lang,OrderIndex
317,Murozonds Erhebung - Dämmerung des Ewigen,20
318,Galakronds Sturz - Dämmerung des Ewigen,20
319,"Amirdrassil, Hoffnung des Traums",0
322,Dunkelflammenspalt,10
323,"Ara-Kara, Stadt der Echos",10
324,Priorat der Heiligen Flamme,10
325,Die Brutstätte,10
326,Die Morgenbringer,10
327,Metbrauerei Glutbräu,10
328,Das Steingewölbe,10
329,Stadt der Fäden,10
331,Fungusphantasterei,0
332,Kriegvals Kräftigung,0
333,Erdwühlerminen,0
334,Zekvirs Höhle,13
335,Die Wasserwerke,0
336,Der Terrorschacht,0
337,Nachtsturzsanktum,0
338,Mykomantenhöhle,0
339,Der Erdsturz,0
340,Schwärmerbresche,0
341,Tiefenfestung,0
342,Tak-Rethan-Abgrund,0
343,Das Spiralgewebe,0
344,Grünstein,0
346,Unga Ingu,0
347,Arena der Auslöschung,0
348,Braumondfest,0
351,Angriff auf Zan'vess,0
352,Ein Dolch im Dunkel,0
353,Ein wenig Geduld,0
354,Herrschaftsfeste,0
355,Löwenlandung,0
362,Palast der Nerub'ar,0
363,Khaz Algar,0
371,Operation: Schleuse,10
372,Schwarzfelstiefen,0
373,Ausgrabungsstätte 9,0
374,Seitenstraßenschleuse,0
375,Abrisswettkampf des Lorenbosses,0
377,Befreiung von Lorenhall,0
378,Manaschmiede Omega,0
381,Biokuppel Al'dani,10
394,Archivangriff,0
395,Leerenmesserrefugium,0
