ID,TutorialText_lang,SpellID,ActionBarOverrideSpellID,SpellLabel,UiTextureKitID,UiPriority
26,Nachtfaefähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,331114,0,5310,100
27,Nachtfaefähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,331119,0,5310,100
28,Nachtfaefähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,331120,0,5310,200
29,Nekrolordfähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,334387,0,5311,100
30,Nekrolordfähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,334388,0,5311,200
31,Venthyrfähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,340716,0,5303,200
32,Kyrianerfähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,340757,0,5290,200
33,Kyrianerfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,340835,0,5290,100
34,Kyrianersignaturfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,341085,0,5290,200
35,Nekrolordfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,341090,0,5311,100
36,Nekrolordsignaturfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,341091,0,5311,200
37,Venthyrfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,341093,0,5303,100
38,Venthyrsignaturfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,341092,0,5303,200
39,Ardenwaldfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,341086,0,5310,100
40,Ardenwaldsignaturfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,326526,341089,0,5310,200
41,Konstruktfähigkeit verfügbar.|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,347013,0,1156,5311,100
44,Fähigkeit verfügbar.|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,356550,0,1312,5311,100
45,Torghastfähigkeit verfügbar.|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,357857,0,1332,5405,90
46,,264739,358145,0,5310,0
47,,264739,358022,0,5290,0
48,,264739,358150,0,5311,0
49,,264739,358157,0,5303,0
50,Nekrolordfähigkeit für diese Zone freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,313347,362180,0,5311,100
51,Beschwörung von Pocopoc freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,360078,362639,0,5421,100
52,[PH] Reuse ME,0,0,0,5303,100
53,,0,0,0,5428,90
54,Shikaarfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,376280,0,1533,5469,100
55,Shikaarfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,384522,0,1758,5469,100
57,Werft den Ball in ein Tor.,385265,0,1779,5428,1
58,'Celormus Hilfe' verfügbar|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,385535,0,2291,5471,100
59,Elan aufladen|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,409295,409302,0,5471,100
60,Position zurücksetzen|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,409349,409350,0,5471,101
61,Feuert Finns Pistole auf das Fass ab,248082,0,2797,5299,100
62,Dungeonunterstützung|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,426756,426758,0,5428,100
65,[PH] This is the ability you use for companion extra actions. |n |nYou can drag this to your action bar.,433878,0,0,5299,0
66,[PH] This is the ability you use for scenario extra actions. |n |nYou can drag this to your action bar.,434240,0,0,5299,0
67,Zeitläuferfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,436521,0,3174,5556,103
68,Zeitläuferfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,436524,0,3175,5556,104
69,Zeitläuferfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,439053,0,3233,5556,101
70,Zeitläuferfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,439052,0,3234,5556,100
71,Paktfähigkeit freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,441963,0,3337,5556,103
72,Reittierassistenz |n |nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,452327,452324,0,5428,99
73,,452458,452461,0,5421,99
74,,453793,453801,0,5421,0
75,,454364,454368,0,5421,0
76,,454610,454611,0,5421,0
77,,454618,454620,0,5421,0
78,,454697,454698,0,5421,0
79,,454702,454703,0,5421,0
80,,454496,454709,0,5421,0
81,,454895,454896,0,5421,0
82,,459018,459019,0,5421,0
83,,459078,459079,0,5421,0
84,,463978,463979,0,5421,0
85,,463987,463989,0,5421,0
86,,464027,464028,0,5421,0
87,,464035,464037,0,5421,0
90,99-G-Genickbrecher freigeschaltet!|n|nIhr könnt diese Fähigkeit auf Eure Aktionsleiste ziehen.,1215279,1215281,0,5295,100
