SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2597,0,0,0,3230
|cFFFFD200Berufsausbilder: |rKlassischer Bergbau (115)|n|cFFFFD200Kosten: |r17|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2598,0,-1,3,3308
|cFFFFD200Berufsausbilder: |rKlassischer Bergbau (100)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2599,0,-1,3,3307
|cFFFFD200Berufsausbilder: |rKlassischer Bergbau (50)|n|cFFFFD200Kosten: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2600,0,-1,3,3304
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (95)|n|cFFFFD200Kosten: |r7|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2601,0,-1,3,3292
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (35)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2602,0,-1,3,3293
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (70)|n|cFFFFD200Kosten: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2603,0,-1,3,3294
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2604,0,0,0,3295
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (130)|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2605,0,-1,3,3296
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2606,0,0,0,3297
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (20)|n|cFFFFD200Kosten: |r75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2607,0,-1,3,3319
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (25)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2608,0,-1,3,3320
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2609,0,0,0,3321
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (40)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2610,0,-1,3,3323
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (45)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2611,0,-1,3,3324
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2612,0,0,0,3325
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (75)|n|cFFFFD200Kosten: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2613,0,-1,3,3326
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (110)|n|cFFFFD200Kosten: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2614,0,-1,3,3328
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2615,0,0,0,3330
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (130)|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2616,0,-1,3,3331
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (135)|n|cFFFFD200Kosten: |r35|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2617,0,-1,3,3333
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2618,0,0,0,3334
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2619,0,0,0,3336
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (125)|n|cFFFFD200Kosten: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2620,0,-1,3,3337
|cFFFFD200Berufsausbilder: |rKlassische Alchemie (110)|n|cFFFFD200Kosten: |r15|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2621,0,-1,3,3447
|cFFFFD200Berufsausbilder: |rKlassische Alchemie (165)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2622,0,-1,3,3448
|cFFFFD200Berufsausbilder: |rKlassische Alchemie (165)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2623,0,-1,3,3449
|cFFFFD200Berufsausbilder: |rKlassische Alchemie (175)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t55|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2624,0,-1,3,3450
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2625,0,0,0,3451
|cFFFFD200Berufsausbilder: |rKlassische Alchemie (160)|n|cFFFFD200Kosten: |r90|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2626,0,-1,3,3452
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2627,0,0,0,3453
|cFFFFD200Verkäufer: |rBro'kin|n|cFFFFD200Zone: |rVorgebirge des Hügellands|n|cFFFFD200Kosten: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2628,0,-1,2,3454
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (105)|n|cFFFFD200Kosten: |r12|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2630,0,-1,3,3491
|cFFFFD200Verkäufer: |rWeltverkäufer|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2631,0,-1,2,3492
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2632,0,0,0,3493
"|cFFFFD200Verkäufer: |rHochadmiral ""Shelly"" Jorrik|n|cFFFFD200Zone: |rWestfall|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Verkäufer: |rMuuran|n|cFFFFD200Zone: |rDesolace|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",2633,0,0,2,3494
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2634,0,0,0,3495
|cFFFFD200Verkäufer: |rZarena Stahlwind|n|cFFFFD200Zone: |rSchlingendornkap|n|cFFFFD200Kosten: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2635,0,-1,2,3496
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2636,0,0,0,3497
|cFFFFD200Verkäufer: |rJaquilina Dramet|n|cFFFFD200Zone: |rNördliches Schlingendorntal|n|cFFFFD200Kosten: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Verkäufer: |rVharr|n|cFFFFD200Zone: |rNördliches Schlingendorntal|n|cFFFFD200Kosten: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2637,0,-1,2,3498
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2638,0,0,0,3500
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (165)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2639,0,-1,3,3501
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (170)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2640,0,-1,3,3502
|cFFFFD200Verkäufer: |rKrinkle Goldstahl|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Kosten: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Verkäufer: |rKrinkle Goldstahl|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Kosten: |r44|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2641,0,-1,2,3503
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2642,0,0,0,3504
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2643,0,0,0,3505
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (155)|n|cFFFFD200Kosten: |r77|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2644,0,-1,3,3506
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2645,0,0,0,3507
|cFFFFD200Berufsausbilder: |rKlassische Schmiedekunst (180)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t80|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2646,0,-1,3,3508
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2647,0,0,0,3511
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2648,0,0,0,3513
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2649,0,0,0,3515
|cFFFFD200Berufsausbilder: |rKlassischer Bergbau (125)|n|cFFFFD200Kosten: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2652,0,-1,3,3569
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (25)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2655,0,-1,3,3753
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (55)|n|cFFFFD200Kosten: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2656,0,-1,3,3756
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (75)|n|cFFFFD200Kosten: |r3|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2657,0,-1,3,3759
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (150)|n|cFFFFD200Kosten: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2658,0,-1,3,3760
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (85)|n|cFFFFD200Kosten: |r5|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t25|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2659,0,-1,3,3761
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2660,0,0,0,3762
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (80)|n|cFFFFD200Kosten: |r4|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2661,0,-1,3,3763
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (145)|n|cFFFFD200Kosten: |r52|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2662,0,-1,3,3764
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2663,0,0,0,3765
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (125)|n|cFFFFD200Kosten: |r25|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2664,0,-1,3,3766
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute|n|n|cFFFFD200Sammeln von: |rWeltvorkommen,2665,0,0,0,3767
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (130)|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2666,0,-1,3,3768
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2667,0,0,0,3769
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (135)|n|cFFFFD200Kosten: |r35|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2668,0,-1,3,3770
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2669,0,0,0,3771
|cFFFFD200Verkäufer: |rGeorge Candarte|n|cFFFFD200Zone: |rVorgebirge des Hügellands|n|cFFFFD200Kosten: |r20|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2670,0,0,2,3772
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2671,0,0,0,3773
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (160)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2672,0,-1,3,3774
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2673,0,0,0,3775
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (180)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t80|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2674,0,-1,3,3776
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2675,0,0,0,3777
|cFFFFD200Verkäufer: |rRikqiz|n|cFFFFD200Zone: |rSchlingendornkap|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2676,0,-1,2,3778
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rWeltbeute,2677,0,0,0,3779
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (35)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2678,0,-1,3,3816
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (100)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2679,0,-1,3,3817
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (150)|n|cFFFFD200Kosten: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2680,0,-1,3,3818
|cFFFFD200Berufsausbilder: |rKlassische Lederverarbeitung (150)|n|cFFFFD200Kosten: |r65|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,2681,0,-1,3,3780
|cFFFFD200Berufsausbilder: |rKlassische Schneiderei (10)|n|cFFFFD200Kosten: |r30|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2687,0,-1,3,2385
|cFFFFD200Beute von: |rWeltkreaturen|n|n|cFFFFD200Schatz: |rScherbenwelt,2688,0,0,0,2389
|cFFFFD200Berufsausbilder: |rKlassische Schneiderei (65)|n|cFFFFD200Kosten: |r2|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t75|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2689,0,-1,3,2386
|cFFFFD200Berufsausbilder: |rKlassische Schneiderei (40)|n|cFFFFD200Kosten: |r1|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2690,0,-1,3,2392
|cFFFFD200Berufsausbilder: |rKlassische Schneiderei (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,2691,0,-1,3,2393
