Name_lang,ID,Field_9_0_1_33978_001,PlayerConditionID,ReagentType,Field_10_0_2_46091_005,Field_11_2_0_61476_006
Mit Trainingsmatrix ermächtigen,116,0,0,0,1,0
Reagenzplatz für Khaz'goriterz,117,0,0,1,0,0
Verzierung hinzufügen,123,0,0,0,1,0
Frischefluid,124,2,0,2,2,0
Sekundärwerte anpassen,125,2,0,0,0,0
Mit Energie erfüllen,126,0,0,0,1,0
Queen's Ruby (DNT),128,0,0,1,0,0
Mystic Sapphire (DNT),129,0,0,1,0,0
Vibrant Emerald (DNT),130,0,0,1,0,0
Sundered Onyx (DNT),131,0,0,1,0,0
Eternity Amber (DNT),132,0,0,1,0,0
Alexstraszite (DNT),133,0,0,1,0,0
Malygite (DNT),134,0,0,1,0,0
Ysemerald (DNT),135,0,0,1,0,0
Neltharite (DNT),136,0,0,1,0,0
Nozdorite (DNT),137,0,0,1,0,0
Illimited Diamond (DNT),138,0,0,1,0,0
Frameless Lens (DNT),140,0,0,1,0,0
Glossy Stone (DNT),142,0,0,1,0,0
Shimmering Clasp (DNT),143,0,0,1,0,0
Projection Prism (DNT),145,0,0,1,0,0
Resilient Leather (DNT),146,0,0,1,0,0
Adamant Scales (DNT),147,0,0,1,0,0
Dense Hide (DNT),148,0,0,1,0,0
Lustrous Scaled Hide (DNT),149,0,0,1,0,0
Stonecrust Hide (DNT),150,0,0,1,0,0
Mireslush Hide (DNT),151,0,0,1,0,0
Infurious Hide (DNT),153,0,0,1,0,0
Earthshine Scales (DNT),155,0,0,1,0,0
Frostbite Scales (DNT),156,0,0,1,0,0
Infurious Scales (DNT),157,0,0,1,0,0
Silken Gemdust (DNT),158,0,0,1,0,0
Elemental Harmony (DNT),159,0,0,1,0,0
Vibrant Spellthread (DNT),169,0,0,1,0,0
Frozen Spellthread (DNT),170,0,0,1,0,0
Temporal Spellthread (DNT),171,0,0,1,0,0
Wildercloth Bolt (DNT),172,0,0,1,0,0
Azureweave Bolt (DNT),173,0,0,1,0,0
Chronocloth Bolt (DNT),174,0,0,1,0,0
Vibrant Wildercloth Bolt (DNT),175,0,0,1,0,0
Infurious Wildercloth Bolt (DNT),176,0,0,1,0,0
Spool of Wilderthread (DNT),177,0,0,1,0,0
Verzierung hinzufügen,178,0,0,0,1,0
Verzierung hinzufügen,179,0,0,0,1,0
Verzierung hinzufügen,180,0,0,0,1,0
Stickereifaden,181,2,0,2,2,0
Poliertuch,182,2,0,2,2,0
Verzierung hinzufügen,183,0,0,0,1,0
Kettenöl,184,2,0,2,2,0
Nachbehandlungsmittel,185,2,0,2,2,0
Fiery Spirit (DNT),186,0,0,1,0,0
Mit Trainingsmatrix ermächtigen,189,0,0,0,1,0
,190,0,0,2,2,0
Feinschliff,192,0,0,2,2,0
Geheimzutat,193,0,0,2,2,0
Handful of Serevite Bolts (DNT),194,0,0,1,0,0
Shock-Spring Coil (DNT),195,0,0,1,0,0
Everburning Blasting Powder (DNT),196,0,0,1,0,0
Greased-Up Gears (DNT),197,0,0,1,0,0
Arclight Capacitor (DNT),198,0,0,1,0,0
Reinforced Machine Chassis (DNT),199,0,0,1,0,0
Assorted Safety Fuses (DNT),200,0,0,1,0,0
Primal Deconstruction Charge (DNT),201,0,0,1,0,0
Dunkelmondsiegel,202,2,0,0,0,0
Refreshing Healing Potion (DNT),203,0,0,1,0,0
Aerated Mana Potion (DNT),204,0,0,1,0,0
Potion of Gusts (DNT),205,0,0,1,0,0
Creature Combustion Canister (DNT),206,0,0,1,0,0
Draconium Gun Shoes (DNT),207,0,0,1,0,0
Gravitational Displacer (DNT),208,0,0,1,0,0
Lodernde Tinte,209,0,0,1,0,0
Cosmic Ink (DNT),210,0,0,1,0,0
Flourishing Ink (DNT),211,0,0,1,0,0
Burnished Ink (DNT),212,0,0,1,0,0
Serene Ink (DNT),213,0,0,1,0,0
Serene Pigment (DNT),214,0,0,1,0,0
Flourishing Pigment (DNT),215,0,0,1,0,0
Loderndes Pigment,216,0,0,1,0,0
Shimmering Pigment (DNT),217,0,0,1,0,0
Frostige Rune,218,0,0,1,0,0
Runed Writhebark (DNT),219,0,0,1,0,0
Potion of the Hushed Zephyr (DNT),220,0,0,1,0,0
Löschsand,221,2,0,2,2,0
Herstellungswerte anpassen,222,0,0,0,0,0
Sicherheitsbestandteile,223,2,0,0,0,0
Sekundärwert verstärken,224,2,0,0,0,0
Sekundärwert verstärken,225,0,0,0,0,0
Verzierung hinzufügen,226,2,0,0,1,0
Sekundärwerte anpassen,227,0,0,0,0,0
Ersatzteile,230,2,0,2,2,0
Sammelwerte anpassen,231,0,0,0,0,0
Herstellungswerte anpassen,232,0,0,0,0,0
Verzierung hinzufügen,233,2,0,0,1,0
Poliertuch,234,0,0,2,2,0
Geringe glorreiche Einsicht,235,0,0,2,2,0
Stahlgeschmiedete Essenz,236,0,0,0,0,0
Echtstahlessenz,237,0,0,0,0,0
Kuppelschmiers Sperrzahnrad,238,0,0,0,0,0
Echteisenabzug,239,0,0,0,0,0
Lederpolitur,240,0,0,0,0,0
Hexenzwirnessenz,241,0,0,0,0,0
Waffenkristall,242,0,0,0,0,0
Sekundärwert anpassen,243,2,0,0,0,0
PvP-Gegenstandsstufe gewähren,244,0,0,0,1,0
PvP-Gegenstandsstufe gewähren,245,0,0,0,1,0
PvP-Gegenstandsstufe gewähren,246,0,0,0,1,0
Funke,247,4,0,0,1,0
Shadowed Alloy (DNT),248,0,0,1,0,0
Löschsand,249,0,0,2,2,0
Wildercloth Bandage (DNT),250,0,0,1,0,0
Sockel,251,0,0,3,3,0
Sockel,252,0,0,3,3,0
Potion of Withering Vitality (DNT),253,0,0,1,0,0
Wappenbuch des Wettkämpfers,255,4,0,0,1,0
Funke,256,4,0,0,1,0
Mykopracht,257,0,0,1,0,0
Reiztropfen,258,0,0,1,0,0
Orbinid,259,0,0,1,0,0
Segensblume,260,0,0,1,0,0
Arathors Speer,261,0,0,1,0,0
Bismut,262,0,0,1,0,0
Aqirit,263,0,0,1,0,0
Eisenklauenerz,264,0,0,1,0,0
Goldbesetzte Phiole,267,0,0,1,0,0
Geordneter Gartenbau,268,0,0,1,0,0
Sturmgeladenes Leder,269,0,0,1,0,0
Düsternischitin,270,0,0,1,0,0
Donnernde Haut,271,0,0,1,0,0
Sonnenloser Panzer,272,0,0,1,0,0
Zermahlene Edelsteine,275,0,0,1,0,0
Gravierter Juwelenschleifer,276,0,0,1,0,0
Dekorative Linse,277,0,0,1,0,0
Marmorstein,278,0,0,1,0,0
Invertiertes Prisma,279,0,0,1,0,0
Juwelenstaub & Poliertuch,280,2,0,2,0,0
Verzierung hinzufügen,281,0,0,0,1,0
Sekundärwert verstärken,282,2,0,0,0,0
Sekundärwerte anpassen,283,2,0,0,0,0
Mit Energie erfüllen,284,2,0,0,1,0
Lederrüstung,286,2,0,2,2,0
Kettenrüstung,287,2,0,2,2,0
Tödliche Chiffre,288,0,0,1,0,0
Schnelle Chiffre,289,0,0,1,0,0
Meisterliche Chiffre,290,0,0,1,0,0
Vielseitige Chiffre,291,0,0,1,0,0
Panzerverstärkter Balg,293,0,0,1,0,0
Kristallverschmolzener Balg,294,0,0,1,0,0
Zuckender Balg,295,0,0,1,0,0
Sporenbedeckter Balg,296,0,0,1,0,0
Leyverschmolzener Balg,297,0,0,1,0,0
Tiefenzornbalg,298,0,0,1,0,0
Sturmberührter Waffenwickel,299,0,0,1,0,0
Chitinrüstungsbänder,300,0,0,1,0,0
Sturmstaub,301,0,0,1,0,0
Schimmernder Splitter,302,0,0,1,0,0
Glänzender Kristall,303,0,0,1,0,0
Handvoll Bismutbolzen,304,0,0,1,0,0
Launische Verdrahtung,305,0,0,1,0,0
Kreisende Ausrüstung,306,0,0,1,0,0
Sicherheitsschalter,307,0,0,1,0,0
Chaosschaltkreis,308,0,0,1,0,0
Entropieverstärker,309,0,0,1,0,0
Sicherheitskomponente wählen,311,2,0,0,0,0
Verzierung hinzufügen,312,2,0,0,1,0
Kernlegierung,313,0,0,1,0,0
Aufgeladene Legierung,314,0,0,1,0,0
Geheiligte Legierung,315,0,0,1,0,0
Eisenklauenlegierung,316,0,0,1,0,0
Schmiedezubehör,317,2,0,2,2,0
Geheimzutat,318,0,0,2,2,0
Kodifiziertes Grünholz,319,0,0,1,0,0
Unbändige Chiffre,320,0,0,1,0,0
Finstere Tinte,321,0,0,1,0,0
Reiztropfenpigment,322,0,0,1,0,0
Sonnige Tinte,323,0,0,1,0,0
Sonniges Pigment,324,0,0,1,0,0
Abendfadenspule,327,0,0,1,0,0
Morgenfadenspule,328,0,0,1,0,0
Weberfadenspule,329,0,0,1,0,0
Dämmerstoffballen,330,0,0,1,0,0
Morgenstoffballen,331,0,0,1,0,0
Weberstoffballen,332,0,0,1,0,0
Stickereifaden,333,2,0,2,2,0
Verzierung hinzufügen,334,2,0,0,1,0
Verzierung hinzufügen,340,2,0,0,1,0
Verzierung hinzufügen,341,0,0,0,1,0
Ermächtigen,342,0,0,0,1,0
Sammelwerte anpassen,344,0,0,0,0,0
Herstellungswerte anpassen,345,0,0,0,0,0
Authentizität des Kunsthandwerks,346,2,0,2,0,0
Ersatzteile,347,2,0,2,0,0
Trank des wiedergeborenen Geparden,348,0,0,1,0,0
Algarischer Heiltrank,349,0,0,1,0,0
Höhlenbewohnerschmaus,350,0,0,1,0,0
Gemäßigter Trank,351,0,0,1,0,0
Herstellungswerte anpassen,352,2,0,0,0,0
Sammelwerte anpassen,353,2,0,0,0,0
Authentizität des Kunsthandwerks,354,0,0,2,0,0
Orbinidpigment,355,0,0,1,0,0
Blütenpigment,356,0,0,1,0,0
Exquisiter Weberstoffballen,357,0,0,1,0,0
Hergestellte Reagenzien,358,2,0,2,2,0
Zeichenutensilien,359,2,0,2,2,0
Strahlende Reagenzien,360,0,0,2,0,0
Mysteriöses Gebräu,362,0,0,2,0,0
Sockel,363,0,0,3,3,0
Sockel,364,0,0,3,3,0
Sekundärwerte anpassen,365,0,0,0,0,0
Mit Energie erfüllen,366,0,0,0,1,0
Strahlende Reagenzien,367,2,0,2,0,0
Ermächtigen,368,0,0,0,1,0
Schmiedezubehör,369,2,0,2,2,0
Stickereifaden,370,2,0,2,2,0
Zeichenutensilien,371,2,0,2,2,0
Strahlende Reagenzien,372,0,0,2,0,0
Strahlende Reagenzien,374,0,0,2,0,0
Stickereifaden,375,2,0,2,2,0
Ersatzteile,376,2,0,2,0,0
Stickereifaden,377,2,0,2,2,0
Verzauberungen und Ausrüstung,378,0,0,2,2,0
Verbrauchbare Gegenstände und Reagenzien,379,0,0,2,2,0
Sockel,380,0,0,3,3,0
Sockel,381,0,0,3,3,0
Schmiedezubehör,382,0,0,2,2,0
Schwarzblutrückstände,383,0,0,1,0,0
Weiter Augmentieren,384,0,0,0,1,142200
