ID,Text_lang,RelationshipFlags,EmotesTextID
112,"Ihr flattert mit den Armen und stolziert herum. Koooooomm, putt, putt, putt, putt!",6,22
113,"%1$s kichert ""%2$s"" freundlich an.",0,23
114,%s kichert Euch freundlich an.,1,23
115,"Ihr kichert ""%s"" freundlich an.",2,23
116,%s bricht in herzhaftes freundliches Gekicher aus.,4,23
117,Ihr brecht in herzhaftes freundliches Gekicher aus.,6,23
118,"%1$s klatscht aufgeregt für ""%2$s"" in die Hände.",0,24
119,%s klatscht aufgeregt für Euch in die Hände.,1,24
120,"Ihr klatscht aufgeregt für ""%s"" in die Hände.",2,24
121,%s klatscht aufgeregt in die Hände.,4,24
122,Ihr klatscht aufgeregt in die Hände.,6,24
123,"%1$s sieht ""%2$s"" verwirrt an.",0,25
124,%s sieht Euch verwirrt an.,1,25
125,"Ihr seht ""%s"" verwirrt an.",2,25
126,%s ist total verwirrt.,4,25
127,Ihr seid total verwirrt.,6,25
128,"%1$s gratuliert ""%2$s"".",0,26
129,%s gratuliert Euch.,1,26
130,"Ihr gratuliert ""%s"".",2,26
131,%s gratuliert allen.,4,26
132,Ihr gratuliert allen um Euch herum.,6,26
133,%s bricht in lautes Husten aus.,0,27
134,%s bricht in lautes Husten aus.,1,27
135,Ihr brecht in lautes Husten aus.,2,27
136,%s bricht in lautes Husten aus.,4,27
137,Ihr brecht in lautes Husten aus.,6,27
138,"%1$s krümmt sich beim Anblick von ""%2$s"" verängstigt zusammen.",0,28
139,%s krümmt sich bei Eurem Anblick verängstigt zusammen.,1,28
140,"Ihr krümmt Euch beim Anblick von ""%s"" verängstigt zusammen.",2,28
141,%s krümmt sich verängstigt zusammen.,4,28
142,Ihr krümmt Euch verängstigt zusammen.,6,28
143,"%1$s lässt seine Knöchel knacken und starrt dabei ""%2$s"" an.",0,29
144,%s lässt seine Knöchel knacken und starrt Euch dabei an.,1,29
145,"Ihr lasst Eure Knöchel knacken und starrt dabei ""%s"" an.",2,29
146,%s lässt seine Knöchel knacken.,4,29
147,Ihr lasst Eure Knöchel knacken.,6,29
148,"%1$s lässt ihre Knöchel knacken und starrt dabei ""%2$s"" an.",8,29
149,%s lässt ihre Knöchel knacken und starrt Euch dabei an.,9,29
150,%s lässt ihre Knöchel knacken.,12,29
151,"%1$s zuckt ängstlich vor ""%2$s"" zusammen.",0,30
152,%s zuckt ängstlich vor Euch zusammen.,1,30
153,"Ihr zuckt ängstlich vor ""%s"" zusammen.",2,30
154,%s erschauert vor lauter Furcht.,4,30
155,Ihr erschauert vor lauter Furcht.,6,30
156,"%1$s heult sich an der Schulter von ""%2$s"" aus.",0,31
157,%s heult sich an Eurer Schulter aus.,1,31
158,"Ihr heult Euch an der Schulter von ""%s"" aus.",2,31
159,%s heult.,4,31
160,Ihr heult.,6,31
161,"%1$s wüsste zu gern, was %2$s vorhat.",0,32
162,"%s wüsste zu gern, was Ihr vorhabt.",1,32
163,"Ihr wüsstet zu gern, was %s vorhat.",2,32
164,"%s zeigt allen, wie neugierig er ist.",4,32
165,Ihr bringt Eure Neugier allen gegenüber zum Ausdruck.,6,32
166,"%s zeigt allen, wie neugierig sie ist.",12,32
167,"%1$s macht einen Knicks vor ""%2$s"".",0,33
168,%s macht einen Knicks vor Euch.,1,33
169,"Ihr macht einen Knicks vor ""%s"".",2,33
170,%s macht einen Knicks.,4,33
171,Ihr macht einen Knicks.,6,33
172,"%1$s tanzt mit ""%2$s"".",0,34
173,%s tanzt mit Euch.,1,34
174,"Ihr tanzt mit ""%s"".",2,34
175,%s fängt spontan zu tanzen an.,4,34
176,Ihr fangt spontan zu tanzen an.,6,34
177,"%s erhebt das Glas auf ""%s"". Prost!",0,35
178,%s erhebt das Glas auf Euch. Prost!,1,35
179,"Ihr erhebt Euer Glas auf ""%s"". Prost!",2,35
180,%s erhebt das Glas zum Gruß und leert es dann. Prost!,4,35
181,"Ihr erhebt das Glas zum Gruß, bevor Ihr es leert. Prost!",6,35
182,"Ein Sabberfaden läuft ""%s"" aus dem Mund.",0,36
183,"Ein Sabberfaden läuft ""%s"" aus dem Mund.",1,36
184,Ein Sabberfaden läuft Euch aus dem Mund.,2,36
185,"Der Sabberfaden läuft ""%s"" aus dem Mund.",4,36
186,Ein Sabberfaden läuft Euch aus dem Mund.,6,36
187,"%1$s fängt vor ""%2$s"" zu essen an.",0,37
188,"%s fängt vor Euch an, Rationen zu essen.",1,37
189,"Ihr fangt vor ""%s"" zu essen an.",2,37
190,%s fängt zu essen an.,4,37
191,Ihr fangt an zu essen.,6,37
192,"%1$s mustert ""%2$s"" von oben bis unten.",0,38
193,%s mustert Euch von oben bis unten.,1,38
194,"Ihr mustert ""%s"" von oben bis unten.",2,38
195,%s schielt Euch an.,4,38
196,Ihr schielt.,6,38
197,"%s lässt einen lauten Furz entweichen. Igitt, was stinkt hier nur so?",0,39
198,"%s lässt einen lauten Furz entweichen. Igitt, was stinkt hier nur so?",1,39
199,"Ihr lasst einen lauten Furz entweichen. Igitt, was stinkt hier nur so?",2,39
200,"%s lässt einen lauten Furz entweichen. Igitt, was stinkt hier nur so?",4,39
201,"Ihr lasst einen lauten Furz entweichen. Igitt, was stinkt hier nur so?",6,39
202,"%1$s zappelt beim Warten auf ""%2$s"" nervös herum.",0,40
203,%s zappelt beim Warten auf Euch nervös herum.,1,40
204,"Ihr zappelt beim Warten auf ""%s"" nervös herum.",2,40
205,%s zappelt herum.,4,40
206,Ihr zappelt herum.,6,40
207,"%s lässt ""%s"" gegenüber die Muskeln spielen. Oh, echt stark!",0,41
208,"%s lässt Euch gegenüber die Muskeln spielen. Oh, echt stark!",1,41
209,"Ihr lasst ""%s"" gegenüber Eure Muskeln spielen. Oh, echt stark!",2,41
210,"%s lässt seine Muskeln spielen. Oh, echt stark!",4,41
211,"Ihr lasst Eure Muskeln spielen. Oh, echt stark!",6,41
212,"%s lässt ihre Muskeln spielen. Oh, echt stark!",12,41
213,"%1$s ist enttäuscht und zeigt es ""%2$s"" durch ein Stirnrunzeln.",0,42
214,%s ist enttäuscht und zeigt es Euch durch ein Stirnrunzeln.,1,42
215,"Ihr seid enttäuscht und zeigt es ""%s"" durch ein Stirnrunzeln.",2,42
216,%s runzelt die Stirn.,4,42
217,Ihr runzelt die Stirn.,6,42
218,"%1$s keucht ""%2$s"" an.",0,43
219,%s keucht Euch an.,1,43
220,"Ihr keucht ""%s"" an.",2,43
221,%s schnappt nach Luft.,4,43
222,Ihr schnappt nach Luft.,6,43
223,"%s sieht ""%s"" sehnsüchtig an.",0,44
224,%s sieht Euch sehnsüchtig an.,1,44
225,"Ihr seht ""%s"" sehnsüchtig an.",2,44
226,%s blickt in die Ferne.,4,44
227,Ihr blickt in die Ferne.,6,44
228,"%1$s kichert ""%2$s"" an.",0,45
229,%s kichert Euch an.,1,45
230,"Ihr kichert ""%s"" an.",2,45
231,%s kichert.,4,45
232,Ihr kichert.,6,45
233,"%1$s starrt ""%2$s"" wütend an.",0,46
234,%s starrt Euch wütend an.,1,46
235,"Ihr starrt ""%s"" wütend an.",2,46
236,%s schaut wütend drein.,4,46
237,Ihr schaut wütend drein.,6,46
238,"%1$s freut sich hämisch über das Unglück von ""%2$s"".",0,47
239,%s freut sich hämisch über Euer Unglück.,1,47
240,"Ihr freut Euch hämisch am Unglück von ""%s"".",2,47
241,%s freut sich hämisch über das Unglück aller.,4,47
242,Ihr erfreut Euch hämisch am Unglück aller.,6,47
243,"%1$s begrüßt ""%2$s"" herzlich.",0,48
244,%s begrüßt Euch herzlich.,1,48
245,"Ihr begrüßt ""%s"" herzlich.",2,48
246,%s begrüßt alle herzlich.,4,48
247,Ihr begrüßt alle herzlich.,6,48
248,"%1$s grinst ""%2$s"" böse an.",0,49
249,%s grinst Euch böse an.,1,49
250,"Ihr grinst ""%s"" böse an.",2,49
251,%s grinst böse.,4,49
252,Ihr grinst böse.,6,49
253,"%s sieht ""%s"" an und stöhnt vor Schmerzen.",0,50
254,%s sieht Euch an und stöhnt vor Schmerzen.,1,50
255,"Ihr seht ""%s"" an und stöhnt vor Schmerzen.",2,50
256,"%s fängt an, vor Schmerzen zu stöhnen.",4,50
257,"Ihr fangt an, vor Schmerzen zu stöhnen.",6,50
258,"%1$s kriecht vor ""%2$s"" wie ein unterwürfiger Diener.",0,51
259,%s kriecht vor Euch wie ein unterwürfiger Diener.,1,51
260,"Ihr kriecht vor ""%s"" wie ein unterwürfiger Diener.",2,51
261,%s kriecht vor lauter Unterwürfigkeit auf dem Boden.,4,51
262,Ihr kriecht vor lauter Unterwürfigkeit auf dem Boden.,6,51
263,"%1$s wirft nur einen Blick auf ""%2$s"" und bricht in schallendes Gelächter aus.",0,52
264,%s wirft nur einen Blick auf Euch und bricht in schallendes Gelächter aus.,1,52
265,"Ihr werft nur einen Blick auf ""%s"" und brecht in schallendes Gelächter aus.",2,52
266,%s bricht in schallendes Gelächter aus.,4,52
267,Ihr brecht in schallendes Gelächter aus.,6,52
268,"%1$s grüßt ""%2$s"".",0,53
269,%s grüßt Euch.,1,53
270,"Ihr grüßt ""%s"".",2,53
271,%s grüßt alle um sich herum.,4,53
272,Ihr grüßt alle um Euch herum.,6,53
273,%s grüßt alle um sich herum.,12,53
274,"%1$s ist sehr glücklich mit ""%2$s""!",0,54
275,%s ist sehr glücklich mit Euch!,1,54
276,"Ihr seid sehr glücklich mit ""%s""!",2,54
277,%s ist von Glück erfüllt!,4,54
278,Ihr seid von Glück erfüllt!,6,54
279,"%1$s begrüßt ""%2$s"" mit einem herzlichen Hallo!",0,55
280,%s begrüßt Euch mit einem herzlichen Hallo!,1,55
281,"Ihr begrüßt ""%s"" mit einem herzlichen Hallo!",2,55
282,%s begrüßt alle mit einem herzlichen Hallo!,4,55
283,Ihr begrüßt alle mit einem herzlichen Hallo!,6,55
284,"%1$s umarmt ""%2$s"".",0,56
285,%s umarmt Euch.,1,56
286,"Ihr umarmt ""%s"".",2,56
287,%s muss in den Arm genommen werden!,4,56
288,Ihr müsst in den Arm genommen werden!,6,56
289,%s hat Hunger. Vielleicht hat %s ja etwas zu essen...,0,57
290,%s hat Hunger. Vielleicht habt Ihr ja etwas zu essen...,1,57
291,Ihr habt Hunger. Vielleicht hat %s ja etwas zu essen...,2,57
292,%s hat Hunger!,4,57
293,Ihr habt Hunger!,6,57
294,"%1$s wirft ""%2$s"" einen Kuss zu.",0,58
295,%s haucht Euch einen Kuss zu.,1,58
296,"Ihr haucht ""%s"" einen Kuss zu.",2,58
297,%s haucht einen Kuss in die Luft.,4,58
298,Ihr haucht einen Kuss in die Luft.,6,58
299,"%1$s kniet vor ""%2$s"".",0,59
300,%s kniet vor Euch.,1,59
301,"Ihr kniet vor ""%s"".",2,59
302,%s kniet nieder.,4,59
303,Ihr kniet nieder.,6,59
304,"%1$s lacht über ""%2$s"".",0,60
305,%s lacht über Euch.,1,60
306,"Ihr lacht über ""%s"".",2,60
307,%s lacht.,4,60
308,Ihr lacht.,6,60
309,"%1$s legt sich vor ""%2$s"" nieder.",0,61
310,%s legt sich vor Euch nieder.,1,61
311,"Ihr legt Euch vor ""%s"" nieder.",2,61
312,%s legt sich nieder.,4,61
313,Ihr legt Euch nieder.,6,61
314,"%1$s massiert die Schultern von ""%2$s"".",0,62
315,%s massiert Eure Schultern.,1,62
316,"Ihr massiert die Schultern von ""%s"".",2,62
317,%s braucht eine Massage!,4,62
318,Ihr braucht eine Massage!,6,62
319,,0,63
320,,1,63
321,,2,63
322,,4,63
323,,6,63
324,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,0,64
325,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,1,64
326,Ihr lasst die Hose runter und zeigt allen das blanke Hinterteil.,2,64
327,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,4,64
328,Ihr lasst die Hose runter und zeigt allen das blanke Hinterteil.,6,64
329,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,8,64
330,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,9,64
331,%s lässt die Hose runter und zeigt allen das blanke Hinterteil.,12,64
332,"In stillem Nachdenken versunken betrauert %1$s den Tod von ""%2$s"".",0,65
333,In stillem Nachdenken versunken betrauert %s Euren Tod.,1,65
334,"In stillem Nachdenken versunken betrauert Ihr den Tod von ""%s"".",2,65
335,In stillem Nachdenken versunken betrauert %s die Toten.,4,65
336,In stillem Nachdenken versunken betrauert Ihr die Toten.,6,65
337,"%s sagt NEIN zu ""%s"". Auf keinen Fall.",0,66
338,%s sagt NEIN zu Euch. Auf keinen Fall.,1,66
339,"Ihr sagt NEIN zu ""%s"". Auf keinen Fall.",2,66
340,%s sagt deutlich NEIN.,4,66
341,Ihr sagt deutlich: NEIN.,6,66
342,"%1$s nickt ""%2$s"" zu.",0,67
343,%s nickt Euch zu.,1,67
344,"Ihr nickt ""%s"" zu.",2,67
345,%s nickt.,4,67
346,Ihr nickt.,6,67
347,"%1$s popelt in der Nase und zeigt ""%2$s"" seine Ausbeute.",0,68
348,%s popelt in der Nase und zeigt Euch seine Ausbeute.,1,68
349,"Ihr popelt in der Nase und zeigt ""%s"" Eure Ausbeute.",2,68
350,%s vertreibt sich die Zeit mit ausgiebigem Nasepopeln.,4,68
351,Ihr vertreibt Euch die Zeit mit ausgiebigem Nasepopeln.,6,68
352,"%1$s popelt in der Nase und zeigt ""%2$s"" ihre Ausbeute.",8,68
353,%s popelt in der Nase und zeigt Euch ihre Ausbeute.,9,68
354,"%1$s wirft einen Blick auf ""%2$s"" und bricht in Panik aus.",0,69
355,%s wirft einen Blick auf Euch und bricht in Panik aus.,1,69
356,"Ihr werft einen Blick auf ""%s"" und brecht in Panik aus.",2,69
357,%s rennt voller Panik in der Gegend herum.,4,69
358,Ihr rennt voller Panik in der Gegend herum.,6,69
359,"%1$s starrt ""%2$s"" forschend an.",0,70
360,%s starrt Euch forschend an.,1,70
361,"Ihr starrt ""%s"" forschend an.",2,70
362,%s blickt forschend in der Gegend herum.,4,70
363,Ihr blickt forschend in der Gegend herum.,6,70
364,"%1$s fleht ""%2$s"" an.",0,71
365,%s fleht Euch an.,1,71
366,"Ihr fleht ""%s"" an.",2,71
367,%s fällt auf die Knie und fleht verzweifelt.,4,71
368,Ihr fallt auf die Knie und fleht verzweifelt.,6,71
369,%s fällt auf die Knie und fleht verzweifelt.,12,71
370,"%1$s zeigt auf ""%2$s"".",0,72
371,%s zeigt auf Euch.,1,72
372,"Ihr zeigt auf ""%s"".",2,72
373,%s zeigt dort drüben hin.,4,72
374,Ihr zeigt dort drüben hin.,6,72
375,"""%2$s"" wird von ""%1$s"" geknufft. He!",0,73
376,%s knufft Euch. He!,1,73
377,%s wird von Euch geknufft. He!,2,73
378,%s knufft sich in den Bauch und kichert.,4,73
379,Ihr knufft Euch in den Bauch und kichert.,6,73
380,%s knufft sich in den Bauch und kichert.,12,73
381,"%1$s spricht ein Gebet für ""%2$s"".",0,74
382,%s spricht ein Gebet für Euch.,1,74
383,"Ihr sprecht ein Gebet für ""%s"".",2,74
384,%s betet zu den Göttern.,4,74
385,Ihr betet zu den Göttern.,6,74
386,"%s brüllt ""%s"" wie ein wildes Tier an. Wie furchterregend!",0,75
387,%s brüllt Euch wie ein wildes Tier an. Wie furchterregend!,1,75
388,"Ihr brüllt ""%s"" wie ein wildes Tier an. Wie furchterregend!",2,75
389,%s brüllt wie ein wildes Tier. Wie furchterregend!,4,75
390,Ihr brüllt wie ein wildes Tier. Wie furchterregend!,6,75
391,"%1$s lacht über ""%2$s"" und wälzt sich dabei vor Vergnügen auf dem Boden.",0,76
392,%s lacht über Euch und wälzt sich dabei vor Vergnügen auf dem Boden.,1,76
393,"Ihr lacht über ""%s"" und wälzt Euch dabei vor Vergnügen auf dem Boden.",2,76
394,%s wälzt sich vor Lachen auf dem Boden.,4,76
395,Ihr wälzt Euch vor Lachen auf dem Boden.,6,76
396,"%1$s zeigt ""%2$s"" eine unflätige Geste.",0,77
397,%s macht Euch gegenüber eine unflätige Geste.,1,77
398,"Ihr zeigt ""%s"" eine unflätige Geste.",2,77
399,%s macht eine unflätige Geste.,4,77
400,Ihr macht eine unflätige Geste.,6,77
401,"%1$s grüßt ""%2$s"" voller Respekt.",0,78
402,%s grüßt Euch voller Respekt.,1,78
403,"Ihr grüßt ""%s"" voller Respekt.",2,78
404,%s steht stramm und grüßt.,4,78
405,Ihr steht stramm und grüßt.,6,78
406,"%s kratzt ""%s"". Wie unerwartet!",0,79
407,%s kratzt Euch. Wie unerwartet!,1,79
408,"Ihr kratzt ""%s"". Wie unerwartet!",2,79
409,"%s kratzt sich. Ah, das ist besser!",4,79
410,"Ihr kratzt Euch. Ah, das ist besser!",6,79
411,"%s kratzt sich. Ah, das ist besser!",12,79
412,"%1$s denkt, dass %2$s total sexy ist.",0,80
413,"%s denkt, dass Ihr total sexy seid.",1,80
414,"Ihr denkt, dass %s total sexy ist.",2,80
415,%s ist einfach zu sexy.,4,80
416,Ihr seid einfach zu sexy.,6,80
417,%s ist einfach zu sexy.,12,80
418,,0,81
419,,1,81
420,,2,81
421,,4,81
422,,6,81
423,,8,81
424,,9,81
425,,12,81
426,"%1$s schreit ""%2$s"" an.",0,82
427,%s schreit Euch an.,1,82
428,"Ihr schreit ""%s"" an.",2,82
429,%s schreit.,4,82
430,Ihr schreit.,6,82
431,"%s zeigt ""%s"" ein Achselzucken. Wer weiß?",0,83
432,%s zeigt Euch ein Achselzucken. Wer weiß?,1,83
433,"Ihr zeigt ""%s"" ein Achselzucken. Wer weiß?",2,83
434,%s zuckt mit den Achseln. Wer weiß?,4,83
435,Ihr zuckt mit den Achseln. Wer weiß?,6,83
436,"%1$s lächelt ""%2$s"" schüchtern an.",0,84
437,%s lächelt Euch schüchtern an.,1,84
438,"Ihr lächelt ""%s"" schüchtern an.",2,84
439,%s lächelt schüchtern!,4,84
440,Ihr lächelt schüchtern.,6,84
441,"%1$s sieht ""%2$s"" mit einem Seufzen an.",0,85
442,%s sieht Euch mit einem Seufzen an.,1,85
443,"Ihr seht ""%s"" mit einem Seufzen an.",2,85
444,"%s entfährt ein langer, tiefer Seufzer.",4,85
445,"Euch entfährt ein langer, tiefer Seufzer.",6,85
446,,4,86
447,,6,86
448,%s schläft ein. Zzzzzzz.,4,87
449,Ihr schlaft ein. Zzzzzzz.,6,87
450,"%1$s zeigt seine Zähne und knurrt ""%2$s"" an.",0,88
451,%s zeigt seine Zähne und knurrt Euch an.,1,88
452,"Ihr zeigt Eure Zähne und knurrt ""%s"" an.",2,88
453,%s zeigt seine Zähne und knurrt.,4,88
454,Ihr zeigt Eure Zähne und knurrt.,6,88
455,"%1$s zeigt ihre Zähne und knurrt ""%2$s"" an.",8,88
456,%s zeigt ihre Zähne und knurrt Euch an.,9,88
457,%s zeigt ihre Zähne und knurrt.,12,88
458,,0,89
459,,1,89
460,,2,89
461,%s spuckt auf den Boden.,4,89
462,Ihr spuckt auf den Boden.,6,89
463,"%1$s starrt ""%2$s"" an.",0,90
464,%s starrt Euch an.,1,90
465,"Ihr starrt ""%s"" an.",2,90
466,%s starrt in die Ferne.,4,90
467,Ihr starrt in die Ferne.,6,90
468,"%1$s ist von den Taten von ""%2$s"" überrascht.",0,91
469,%s ist von Euren Taten überrascht.,1,91
470,"Ihr seid von den Taten von ""%s"" überrascht.",2,91
471,%s ist total überrascht!,4,91
472,Ihr seid echt überrascht!,6,91
473,"%s ergibt sich ""%s"". Niederlagen tun weh...",0,92
474,%s ergibt sich Euch. Niederlagen tun weh...,1,92
475,"Ihr ergebt Euch ""%s"". Niederlagen tun weh...",2,92
476,%s ergibt sich seinen Gegnern.,4,92
477,Ihr ergebt Euch Euren Gegnern.,6,92
478,%s ergibt sich ihren Gegnern.,12,92
479,"%1$s will mit ""%2$s"" reden.",0,93
480,%s will mit Euch reden.,1,93
481,"Ihr wollt mit ""%s"" reden.",2,93
482,"%s spricht mit sich selbst, da wohl kein anderer interessiert ist.",4,93
483,"Ihr sprecht mit Euch selbst, da wohl kein anderer interessiert ist.",6,93
484,"%s spricht mit sich selbst, da wohl kein anderer interessiert ist.",12,93
485,"%1$s spricht aufgeregt mit ""%2$s"".",0,94
486,%s spricht aufgeregt mit Euch.,1,94
487,"Ihr sprecht aufgeregt mit ""%s"".",2,94
488,%s spricht aufgeregt mit jedem.,4,94
489,Ihr sprecht aufgeregt mit jedem.,6,94
490,"%1$s befragt ""%2$s"".",0,95
491,%s befragt Euch.,1,95
492,"Ihr befragt ""%s"".",2,95
493,"%s will wissen, was der Sinn des Lebens ist.",4,95
494,"Ihr wollt wissen, was der Sinn des Lebens ist.",6,95
495,"%1$s klopft mit dem Fuß auf den Boden, während er auf ""%2$s"" wartet.",0,96
496,"%s klopft mit dem Fuß auf den Boden, während er auf Euch wartet.",1,96
497,"Ihr klopft mit dem Fuß auf den Boden, während Ihr auf ""%s"" wartet.",2,96
498,%s klopft mit dem Fuß. Jetzt aber Tempo!,4,96
499,Ihr klopft mit dem Fuß. Jetzt aber Tempo!,6,96
500,"%1$s klopft mit dem Fuß auf den Boden, während sie auf ""%2$s"" wartet.",8,96
501,"%s klopft mit dem Fuß auf den Boden, während sie auf Euch wartet.",9,96
502,%s klopft mit dem Fuß. Jetzt aber Tempo!,12,96
503,"%1$s dankt ""%2$s"".",0,97
504,%s dankt Euch.,1,97
505,"Ihr dankt ""%s"".",2,97
506,%s dankt allen.,4,97
507,Ihr dankt allen um Euch herum.,6,97
508,"%1$s droht ""%2$s"" mit der ewigen Verdammnis.",0,98
509,%s droht Euch mit der ewigen Verdammnis.,1,98
