ID,SourceAlliance_lang,SourceHorde_lang,AzeriteEssenceID,Tier,MajorPowerDescription,MinorPowerDescription,MajorPowerActual,MinorPowerActual
16,"Inselexpeditionen|n|cFFFFD200Quest:|r ""Azerit für die Allianz""|n|cFFFFD200Abgeben bei:|r Finn Schönwind|n|cFFFFD200Missionstisch:|r ""Die letzte Weltader""|n|cFFFFD200Ort:|r Docks von Boralus|n","Inselexpeditionen|n|cFFFFD200Quest:|r ""Azerit für die Horde""|n|cFFFFD200Abgeben bei:|r Käpt'n Rez'okun|n|cFFFFD200Missionstisch:|r ""Die letzte Weltader""|n|cFFFFD200Ort:|r Hafen von Zandalar",4,4,295210,295166,299334,299333
17,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,5,1,295258,295246,295258,295246
18,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,5,2,295262,295251,299336,299335
19,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,5,3,295263,295252,299338,299337
20,"Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Handelswindmarkt, Boralus","Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Der Große Basar, Dazar'alor",5,4,295264,295253,299338,299337
21,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,7,1,294926,294964,294926,294964
22,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,7,2,295307,294970,300002,300004
23,"Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Handelswindmarkt, Boralus","Dungeons auf Mythisch+|n|cFFFFD200Saison:|r 3 oder später|n|cFFFFD200Erfolg:|r ""Schlüsselsteinmeister von Battle for Azeroth""|n|cFFFFD200Verkäufer:|r Thaumaturg Vashreen|n|cFFFFD200Ort:|r Der Große Basar, Dazar'alor",7,4,295306,294972,300003,300005
24,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,7,3,294945,294969,300003,300005
29,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Freundlich|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 1 galvanischer Oszillator und 2 Kisten mit E.R.S.A.T.Z.-Teilen,,6,1,295337,295293,295337,295293
30,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Wohlwollend|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 5 galvanische Oszillatoren und 10 Kisten mit E.R.S.A.T.Z.-Teilen,,6,2,295364,295363,299345,299343
31,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Respektvoll|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 8 galvanische Oszillatoren und 20 Kisten mit E.R.S.A.T.Z.-Teilen,,6,3,295352,295351,299347,299346
32,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenvorräte|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen,,6,4,295358,295333,299347,299346
45,"Drachenaspekte|n|cFFFFD200Quest:|r ""MUTTER weiß es besser""|n|cFFFFD200Questgeber:|r Magni Bronzebart|n|cFFFFD200Ort:|r Herzkammer",,12,1,295373,295365,295373,295365
46,"Drachenaspekte|n|cFFFFD200Herzstufe:|r 54|n|cFFFFD200Quest:|r ""Mein Traum in der Finsternis""|n|cFFFFD200Questgeber:|r Kalec|n|cFFFFD200Ort:|r Herzkammer",,12,2,295377,295372,299349,299348
47,"Drachenaspekte|n|cFFFFD200Herzstufe:|r 60|n|cFFFFD200Quest:|r ""Hochlanduntersuchung""|n|cFFFFD200Questgeber:|r Kalec|n|cFFFFD200Ort:|r Herzkammer",,12,3,295379,295369,299353,299350
48,"Drachenaspekte|n|cFFFFD200Herzstufe:|r 70|n|cFFFFD200Quest:|r ""Ein Blitz aus dem Blauen""|n|cFFFFD200Questgeber:|r Kalec|n|cFFFFD200Ort:|r Herzkammer",,12,4,295380,295381,299353,299350
49,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Freundlich|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 1 galvanischer Oszillator und 2 Kisten mit E.R.S.A.T.Z.-Teilen,,13,1,295746,295750,295746,295750
50,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Wohlwollend|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 5 galvanische Oszillatoren und 10 Kisten mit E.R.S.A.T.Z.-Teilen,,13,2,295747,295844,300015,300018
51,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Respektvoll|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 8 galvanische Oszillatoren und 20 Kisten mit E.R.S.A.T.Z.-Teilen,,13,3,295748,295846,300016,300020
52,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenvorräte|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen,,13,4,295749,295845,300016,300020
53,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,14,1,295840,295834,295840,295834
54,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,14,2,295841,295836,299355,299354
55,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,14,3,295843,295837,299358,299357
56,Schlachtzug: Der Ewige Palast|n|cFFFFD200Beute von:|r Königin Azshara - Mythisch,,14,4,295892,295839,299358,299357
57,"Kriegsmodus|n|cFFFFD200Quest:|r ""Die Horde ertränken""|n|cFFFFD200Questgeber:|r Magor Geistbeuger|n|cFFFFD200Ort:|r Mezzameer","Kriegsmodus|n|cFFFFD200Quest:|r ""Die Allianz ertränken""|n|cFFFFD200Questgeber:|r Dazzerian|n|cFFFFD200Ort:|r Neuheim",15,1,302731,302916,302731,302916
58,"Kriegsmodus|n|cFFFFD200Erfolg:|r ""Krieg an zwei Fronten""|n|cFFFFD200Verkäufer:|r Magor Geistbeuger|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 20 Schlachtbelobigungen von Nazjatar","Kriegsmodus|n|cFFFFD200Erfolg:|r ""Krieg an zwei Fronten""|n|cFFFFD200Verkäufer:|r Dazzerian|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 20 Schlachtbelobigungen von Nazjatar",15,2,302778,302957,302982,302984
59,Kriegsmodus|n|cFFFFD200Sammeln:|r Auszeichnung des Rufs zu den Waffen|n|cFFFFD200Quest:|r Wöchentlicher Ruf zu den Waffen|n|cFFFFD200Verkäufer:|r Magor Geistbeuger|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 10 Auszeichnungen des Rufs zu den Waffen und 50 Schlachtbelobigungen von Nazjatar,Kriegsmodus|n|cFFFFD200Sammeln:|r Auszeichnung des Rufs zu den Waffen|n|cFFFFD200Quest:|r Wöchentlicher Ruf zu den Waffen|n|cFFFFD200Verkäufer:|r Dazzerian|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 10 Auszeichnungen des Rufs zu den Waffen und 50 Schlachtbelobigungen von Nazjatar,15,3,302780,302961,302983,302985
60,"Kriegsmodus|n|cFFFFD200Erfolg:|r ""Morden und brandschatzen""|n|cFFFFD200Verkäufer:|r Magor Geistbeuger|n|cFFFFD200Ort:|r Mezzameer","Kriegsmodus|n|cFFFFD200Erfolg:|r ""Morden und brandschatzen""|n|cFFFFD200Verkäufer:|r Dazzerian|n|cFFFFD200Ort:|r Neuheim",15,4,302910,302962,302983,302985
61,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nThralls oder Allerias verfluchte Truhen|n|cFFFFD200Ort:|r Herzkammer,,16,1,296036,293030,296036,293030
62,Verstörende Visionen von N'Zoth|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,16,2,296038,296031,310425,310422
63,Verstörende Visionen von N'Zoth|n|cFFFFD200Kombinieren:|r Funke der Unerschütterlichen Kraft|n|cFFFFD200Beute von:|r|nVerderbte Truhen in verderbten und verlorenen Bereichen|n|cFFFFD200Ort:|r Herzkammer,,16,3,296104,296032,310442,310426
64,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Freundlich|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Freundlich|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,17,1,296072,296050,296072,296050
65,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Wohlwollend|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Wohlwollend|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,17,2,296074,296067,299875,299878
66,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Respektvoll|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Respektvoll|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,17,3,296075,296062,299876,299879
67,"Schlachtfelder|n|cFFFFD200Quest:|r ""Die Schlachtfelder stürmen""|n|cFFFFD200Abgeben bei:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus","Schlachtfelder|n|cFFFFD200Quest:|r ""Die Schlachtfelder stürmen""|n|cFFFFD200Abgeben bei:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala",18,1,296094,296081,296094,296081
68,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldraufbold""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldraufbold""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen",18,2,296102,296091,299882,299885
69,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldtaktiker""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldtaktiker""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen",18,3,296103,296089,299883,299887
70,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Freundlich|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 1 galvanischer Oszillator und 2 Kisten mit E.R.S.A.T.Z.-Teilen,,19,1,296197,296136,296197,296136
71,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Wohlwollend|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 5 galvanische Oszillatoren und 10 Kisten mit E.R.S.A.T.Z.-Teilen,,19,2,296200,296192,299932,299935
72,Mechagon|n|cFFFFD200Ruf:|r Rostbolzenwiderstand - Respektvoll|n|cFFFFD200Verkäufer:|r Gestohlener königlicher Händlerbot|n|cFFFFD200Ort:|r Der Rostbolzen|n|cFFFFD200Kosten:|r 8 galvanische Oszillatoren und 20 Kisten mit E.R.S.A.T.Z.-Teilen,,19,3,296201,296193,299933,299936
73,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,20,1,293032,296207,293032,296207
74,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,20,2,296220,296213,299943,299939
75,Mythische Dungeons|n|cFFFFD200Kombinieren:|r Fokussierte Lebensanima|n|cFFFFD200Beute von:|r Dungeonendbosse,,20,3,296221,296214,299944,299940
76,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,21,1,296230,303448,296230,303448
77,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,21,2,303472,303463,299958,303474
78,"Schlachtzug: Der Ewige Palast|n|cFFFFD200Kombinieren:|r Aquäusreliquiare|n|cFFFFD200Beute von:|r Azsharas Glanz, dem Hofstaat der Königin oder Königin Azshara",,21,3,296232,303460,299959,303476
79,Operation: Mechagon|n|cFFFFD200Beute von:|r König Mechagon,,22,1,296325,296320,296325,296320
80,Operation: Mechagon|n|cFFFFD200Tüfteln:|r Bauplan: Perfekt eingestelltes Differential|n|cFFFFD200Beute von:|r König Mechagon,,22,2,296326,296321,299368,299367
81,Operation: Mechagon|n|cFFFFD200Kombinieren:|r Progressionszahnräder|n|cFFFFD200Beute von:|r König Mechagon,,22,3,303342,296322,299370,299369
82,"Operation: Mechagon (Mythisch)|n|cFFFFD200Erfolg:|r ""Todeskommando""|n|cFFFFD200Gespräch:|r Prinz Erazmin|n|cFFFFD200Ort:|r Der Rostbolzen",,22,4,296328,296324,299370,299369
83,"Schlachtfelder|n|cFFFFD200Quest:|r ""Die Schlachtfelder stürmen""|n|cFFFFD200Abgeben bei:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus","Schlachtfelder|n|cFFFFD200Quest:|r ""Die Schlachtfelder stürmen""|n|cFFFFD200Abgeben bei:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala",23,1,297108,297147,297108,297147
84,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldraufbold""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldraufbold""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen",23,2,297120,297177,298273,298274
85,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldtaktiker""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldtaktiker""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala|n|cFFFFD200Kosten:|r 25 Ehrenabzeichen",23,3,297122,297178,298277,298275
89,"Tal der Ewigen Blüten|n|cFFFFD200Questreihe beginnt mit:|r|n""Einfach ist es nie""|n|cFFFFD200Questreihe endet mit:|r|n""Wiederhergestellte Hoffnung""|n|cFFFFD200Questgeber:|r Magni Bronzebart|n|cFFFFD200Ort:|r Herzkammer",,24,1,297375,297411,297375,297411
90,Tal der Ewigen Blüten|n|cFFFFD200Kombinieren:|r Hauch des ewigwährenden Geistes|n|cFFFFD200Quest:|r|nErste tägliche Quest der Woche für Visionen der Dunkelheit|n|cFFFFD200Questgeber:|r Dunkelkrallenagent|n|cFFFFD200Ort:|r|nBei den Portalen zu Visionen der Dunkelheit in Uldum oder im Tal der Ewigen Blüten,,24,2,297546,297542,298309,298302
91,Tal der Ewigen Blüten|n|cFFFFD200Ruf:|r Rajani - Respektvoll|n|cFFFFD200Verkäufer:|r Zhang Ku|n|cFFFFD200Ort:|r Stilles Sanktum|n|cFFFFD200Kosten:|r 50 verderbte Andenken,,24,3,297547,297544,298312,298304
96,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Freundlich|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Freundlich|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,25,1,298168,298193,298168,298193
97,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Wohlwollend|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Wohlwollend|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 25 prismatische Manaperlen,25,2,298169,298351,299273,299274
98,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Respektvoll|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Respektvoll|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen,25,3,298174,298352,299275,299277
99,"Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldmeister""|n|cFFFFD200Verkäufer:|r Marschall Gabriel|n|cFFFFD200Ort:|r Aschenwinddocks, Boralus","Schlachtfelder|n|cFFFFD200Erfolg:|r ""Schlachtfeldmeister""|n|cFFFFD200Verkäufer:|r Xander Silbermann|n|cFFFFD200Ort:|r Mugambala",23,4,298182,298183,298277,298275
100,Tal der Ewigen Blüten|n|cFFFFD200Ruf:|r Vorräte der Rajani|n|cFFFFD200Verkäufer:|r Zhang Ku|n|cFFFFD200Ort:|r Stilles Sanktum,,24,4,298184,298185,298312,298304
101,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Ankoaner|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer,Nazjatar|n|cFFFFD200Ruf:|r Vorräte der Entfesselten|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim,25,4,298186,298353,299275,299277
102,"Nazjatar|n|cFFFFD200Quest:|r ""Ein kurzer Aufschub""|n|cFFFFD200Questgeber:|r Lady Jaina Prachtmeer|n|cFFFFD200Ort:|r Mezzameer","Nazjatar|n|cFFFFD200Quest:|r ""Hinein nach Nazjatar""|n|cFFFFD200Questgeber:|r Lor'themar Theron|n|cFFFFD200Ort:|r Neuheim",27,1,298357,298268,298357,298268
103,"Nazjatar|n|cFFFFD200Quest:|r ""Freunde in der Not""|n|cFFFFD200Questgeber:|r Lady Jaina Prachtmeer|n|cFFFFD200Ort:|r Mezzameer","Nazjatar|n|cFFFFD200Quest:|r ""Erloschen, aber nicht erledigt""|n|cFFFFD200Questgeber:|r Lor'themar Theron|n|cFFFFD200Ort:|r Neuheim",27,2,298376,298337,299372,299371
104,"Nazjatar|n|cFFFFD200Erfolg:|r ""Nautische Kampfausbildung""|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen","Nazjatar|n|cFFFFD200Erfolg:|r ""Nautische Kampfausbildung""|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 50 prismatische Manaperlen",27,3,298377,298339,299374,299373
105,"Nazjatar|n|cFFFFD200Erfolg:|r ""Aquatische Schnetzeljagd""|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer","Nazjatar|n|cFFFFD200Erfolg:|r ""Aquatische Schnetzeljagd""|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim",27,4,298405,298404,299374,299373
106,Nazjatar|n|cFFFFD200Ruf:|r Ankoaner - Freundlich|n|cFFFFD200Verkäufer:|r Sprecher Utia|n|cFFFFD200Ort:|r Mezzameer|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,Nazjatar|n|cFFFFD200Ruf:|r Die Entfesselten - Freundlich|n|cFFFFD200Verkäufer:|r Atolia Seeperl|n|cFFFFD200Ort:|r Neuheim|n|cFFFFD200Kosten:|r 10 prismatische Manaperlen,28,1,298452,298407,298452,298407
