Name_lang,Description_lang,ID,DisplayIndex,UiCameraID,AltHandUICameraID,ForgeAttachmentOverride,Flags,ArtifactID
Frostfeuerangedenken,,67,6,353,0,-1,1,53
Fluss des Ersten,,68,3,354,0,-1,0,53
Hybris des Dunklen Titanen,,69,2,359,0,-1,0,38
Echo Gul'dans,,70,3,360,0,-1,0,38
Schatten des Zerstörers,,71,4,362,0,-1,0,38
Legionsschrecken,,72,6,361,0,-1,1,38
Wache des Waldläufergenerals,,73,4,933,0,-1,0,55
Der wiedergeborene Phönix,,74,3,722,0,-1,0,55
Schwesternband,,75,2,720,0,-1,0,55
Rabenwächter,,76,6,721,0,-1,1,55
Fluchhand,,77,2,858,863,-1,0,43
Herzstopper,,78,3,860,864,-1,0,43
Schneide des Magiertöters,,79,4,859,865,-1,0,43
Knochenbrecher,,80,6,861,866,-1,1,43
Sichel von Elune,,81,1,631,0,-1,0,59
Umklammerung der Alten Götter,,82,2,773,957,-1,0,47
Die gefallene Klinge,,83,3,774,953,-1,0,47
Vision des Wahnsinns,,84,4,776,955,-1,0,47
Verzerrte Reflexion,,85,5,775,954,-1,0,47
Steinpfote,,86,2,188,638,-1,0,57
Ursols Avatar,,87,3,188,638,-1,0,57
Alptraumwirt,,88,4,188,638,-1,0,57
Wächter der Lichtung,,89,6,188,638,-1,1,57
Kriegsklingen der Aldrachi,,90,1,753,759,-1,0,60
Fänge von Ashamane,,91,1,636,637,-1,0,58
Blutrachen,,92,2,701,0,-1,0,15
Knochenschlund,,93,5,702,0,-1,0,15
Seelenernter,,94,3,704,0,-1,0,15
Scharfrichter,,95,4,703,0,-1,0,15
Frostgrams Erbe,,96,2,662,663,-1,0,12
Seelensammler,,97,5,664,665,-1,0,12
Grabhüter,,98,4,700,699,-1,0,12
Sindragosas Furor,,99,3,667,666,-1,0,12
Hungerbringer,,100,4,658,0,-1,0,16
Bote der Pestilenz,,101,3,661,0,-1,0,16
Unheiliger Krieg,,102,2,659,0,-1,0,16
Knochenernter,,103,6,660,0,-1,1,16
Wappenschneide der Illidari,,104,2,901,902,-1,0,60
Knochenschrecken,,105,4,903,904,-1,0,60
Biss des Schreckenslords,,106,3,905,906,-1,0,60
Eiserner Wächter,,107,6,907,908,-1,1,60
Gesandter von Goldrinn,,108,2,831,0,-1,0,59
Mondruf,,109,3,832,0,-1,0,59
Hand des Sonnenhüters,,110,6,834,0,-1,1,59
Leid des Alptraums,,111,4,833,0,-1,0,59
Furor der Natur,,112,2,636,637,-1,0,58
Der Urpirscher,,113,3,636,637,-1,0,58
Geist der Rudelmutter,,114,5,636,637,-1,0,58
Inkarnation des Alptraums,,115,4,636,637,-1,0,58
Titanenblitz,,116,1,754,0,-1,0,56
Adlerblick,,117,2,789,0,-1,0,56
Eberschusskanone,,118,4,791,0,-1,0,56
Donner des Elekks,,119,3,790,0,-1,0,56
Schlangenzahn,,120,5,792,0,-1,0,56
Der wiedergeborene Adler,,121,2,715,0,-1,0,34
Speer des Alphas,,122,3,717,0,-1,0,34
Schlangenbiss,,123,4,716,0,-1,0,34
Kraft der Bärenseele,,124,6,718,0,-1,1,34
Stolz der Sonnenwanderer,,125,2,838,937,-1,0,54
Der wiedergeborene Phönix,,126,3,840,940,-1,0,54
Lavageborene Schneide,,127,4,839,939,-1,0,54
Klinge des Zeitkrümmers,,128,5,841,941,-1,0,54
"Fu Zan, Gefährte des Wanderers",,129,1,710,0,-1,0,52
Bürde des Affenkönigs,,130,2,711,0,-1,0,52
Griff des Drachenfeuers,,131,4,713,0,-1,0,52
Herz des Ochsen,,132,3,712,0,-1,0,52
Der Nebelbringer,,133,5,714,0,-1,0,52
Tribut des Tiefennebels,,134,2,845,0,-1,0,51
Atem der unsterblichen Schlange,,135,6,846,0,-1,1,51
Marter des Sha,,136,4,847,0,-1,0,51
Chi-Jis Geist,,137,3,848,0,-1,0,51
Fäuste der Himmel,,138,1,629,630,-1,0,50
Al'Akirs Berührung,,139,2,691,692,-1,0,50
Die Geisterhände,,140,3,694,693,-1,0,50
Erbe der Shado-Pan,,141,4,696,695,-1,0,50
Fäuste des Sturms,,142,6,698,697,-1,1,50
Faust des gefallenen Wächters,,143,2,785,199,-1,0,48
Flamme der Gerechtigkeit,,144,5,788,199,-1,0,48
Der Grabwärter,,145,4,786,199,-1,0,48
Urteil des Beschützers,,146,3,787,199,-1,0,48
Der Wahrheitshüter,,147,1,756,755,-1,0,49
Licht der Titanen,,148,2,777,945,-1,0,49
Schutz des dunklen Wächters,,149,4,780,943,-1,0,49
Wappen des heiligen Feuers,,150,5,778,944,-1,0,49
Bollwerk des Verteidigers,,151,6,779,946,-1,1,49
Zorn des Lichts,,152,1,705,0,-1,0,46
Wappen der Erlösten,,153,2,706,0,-1,0,46
Spitze des Foliantwächters,,154,6,709,0,-1,1,46
Ewige Wacht,,155,4,708,0,-1,0,46
Pokal des Lichts,,156,3,707,0,-1,0,46
Banner der Reinheit,,157,2,950,0,-1,0,45
Hüter des Lichts,,158,3,948,0,-1,0,45
Argus' Gedenken,,159,5,949,0,-1,0,45
Umklammerung der Leere,,160,4,951,0,-1,0,45
Die Schreckensklingen,,161,1,757,758,-1,0,44
Schwur des Freibeuters,,162,2,868,873,-1,0,44
Kuss der Flamme,,163,3,869,874,-1,0,44
Arm des Fechters,,164,5,870,875,-1,0,44
Letztes Wort des Halunken,,165,4,871,876,-1,0,44
Sturmhüter,,166,2,880,885,-1,0,40
Erdsprecher,,167,3,881,886,-1,0,40
Rehgars Erbe,,168,5,882,887,-1,0,40
Faust des gefallenen Schamanen,,169,4,883,888,-1,0,40
Sturmbringer,,170,2,632,0,-1,0,41
Legionsschicksal,,171,3,633,0,-1,0,41
Schwarzfausts Schicksal,,172,4,634,0,-1,0,41
Taifun,,173,5,635,0,-1,0,41
Szepter der Tiefe,,174,2,801,963,-1,0,42
Schöpfung der Titanen,,175,3,802,961,-1,0,42
Totembringer,,176,4,803,962,-1,0,42
Das frostige Schicksal,,177,5,804,959,-1,0,42
Sense der Totenwinde,,178,1,646,0,-1,0,39
Hand der Befallenen,,179,2,647,0,-1,0,39
Seelensauger,,180,3,648,0,-1,0,39
Schicksalsend,,181,6,649,0,-1,1,39
Hand des Todes,,182,4,650,0,-1,0,39
Schädel der Man'ari,,183,1,760,922,20,0,37
Blick des ersten Beschwörers,,184,2,781,927,20,0,37
Stolz des Grubenlords,,185,3,782,926,20,0,37
Brennender Überrest,,186,4,783,923,20,0,37
Seele der Vergessenen,,187,5,784,925,20,0,37
Strom'kar der Kriegsbrecher,,188,1,641,0,-1,0,36
Rache der Gefallenen,,189,2,749,0,-1,0,36
Schneide des Zorns,,190,4,752,0,-1,0,36
Flammenreißer,,191,3,750,0,-1,0,36
Klinge des Himmelschampions,,192,5,751,0,-1,0,36
Kriegsschwerter der Valarjar,,193,1,639,640,-1,0,35
Arm des Drachenreiters,,194,2,761,765,-1,0,35
Sturmodem,,195,4,764,768,-1,0,35
Helyas Blick,,196,5,763,767,-1,0,35
Schlund der Tapferkeit,,197,3,762,766,-1,0,35
Wildläufer,,200,5,934,0,-1,0,55
Mondgeist,,203,6,636,637,-1,1,58
Aschenbringer,,206,1,62,0,-1,0,80
Aschenbringer,,207,1,62,0,-1,0,81
Aschenbringer,,208,1,62,0,-1,0,80
Tiefenlichtangler,,211,1,818,0,1,0,73
Die Bürde des Wollomanten,,212,6,825,0,-1,1,4
Berührung des Untodes,,213,6,826,0,-1,1,15
Dunkle Runenklinge,,214,6,827,828,-1,1,12
Erlösung des Todes,,215,5,829,0,-1,0,16
Todeswandler,,216,6,830,932,-1,1,3
Dunkelschwinge,,217,5,909,910,-1,0,60
Manasichel,,218,5,835,0,-1,0,59
Macht des Klagemauls,,219,5,188,638,-1,0,57
Wachsamkeit der Nacht,,220,5,67,0,-1,0,13
Arm der Titanen,,221,6,836,0,-1,1,56
Wächter des Waldes,,222,5,837,0,-1,0,34
Entwurf der Sterne,,223,6,842,938,-1,1,54
Elitemagus,,224,5,843,0,-1,0,53
Uralter Bräuhüter,,225,6,844,0,-1,1,52
Essenz der Ruhe,,226,5,849,0,-1,0,51
Xuens Vollstrecker,,227,5,850,851,-1,0,50
Waffen des Wächters,,228,6,852,199,-1,1,48
Göttlicher Beschützer,,229,3,853,942,-1,0,49
Verderbtes Andenken,,230,6,854,0,-1,1,2
Erhabene Wacht,,231,5,855,0,-1,0,46
Krone der Lichtgeborenen,,232,6,947,0,-1,1,45
Klaue von N'Zoth,,233,6,857,956,-1,1,47
Geistschneide,,234,5,862,867,-1,0,43
"Donnerzorn, Geweihte Klinge des Windfürsten",,235,6,872,877,-1,1,44
Giftbiss,,236,6,878,879,-1,1,17
Stolz der Amani,,237,6,884,889,-1,1,40
Champion der Zandalari,,238,6,890,0,-1,1,41
Schlangenschlinge,,239,6,891,960,-1,1,42
Rückgrat des Verdammten,,240,5,892,0,-1,0,39
Thal'kiels Fratze,,241,6,893,924,20,1,37
Blendwerk des Verfinsterers,,242,5,894,0,-1,0,38
Arkanitklingenbrecher,,243,6,895,0,-1,1,36
Schneide des Drachentöters,,244,6,896,897,-1,1,35
Legionsbrecher,,245,5,898,964,-1,0,11
