ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
881,Rang 3,323,600,0
882,Rang 4,323,900,0
883,Rang 5,323,1200,0
884,Rang 6,323,1500,0
885,Rang 7,323,1800,0
886,Rang 8,323,2100,0
887,Rang 9,323,2400,0
888,Rang 10,323,2700,0
889,Rang 11,323,3000,0
890,Rang 12,323,3300,0
891,Rang 13,323,3600,0
892,Rang 14,323,3900,0
893,Rang 15,323,4200,0
894,Rang 16,323,4500,0
895,Rang 17,323,4800,0
896,Rang 18,323,5100,0
897,Rang 19,323,5400,0
898,Rang 20,323,5700,0
899,Rang 21,323,6000,0
900,Rang 22,323,6300,0
901,Rang 23,323,6600,0
902,Rang 24,323,6900,0
903,Rang 25,323,7200,0
904,Rang 26,323,7500,0
905,Rang 27,323,7800,0
906,Rang 28,323,8100,0
907,Rang 29,323,8400,0
908,Rang 30,323,8700,0
909,Rang 1,324,0,0
910,Rang 2,324,300,0
911,Rang 3,324,600,0
912,Rang 4,324,900,0
913,Rang 5,324,1200,0
914,Rang 6,324,1500,0
915,Rang 7,324,1800,0
916,Rang 8,324,2100,0
917,Rang 9,324,2400,0
918,Rang 10,324,2700,0
919,Rang 11,324,3000,0
920,Rang 12,324,3300,0
921,Rang 13,324,3600,0
922,Rang 14,324,3900,0
923,Rang 15,324,4200,0
924,Rang 16,324,4500,0
925,Rang 17,324,4800,0
926,Rang 18,324,5100,0
927,Rang 19,324,5400,0
928,Rang 20,324,5700,0
929,Rang 21,324,6000,0
930,Rang 22,324,6300,0
931,Rang 23,324,6600,0
932,Rang 24,324,6900,0
933,Rang 25,324,7200,0
934,Rang 26,324,7500,0
935,Rang 27,324,7800,0
936,Rang 28,324,8100,0
937,Rang 29,324,8400,0
938,Rang 30,324,8700,0
939,Rang 5,318,1200,0
940,Rang 6,318,1500,0
941,Rang 7,318,1800,0
942,Rang 8,318,2100,0
943,Rang 9,318,2400,0
944,Rang 10,318,2700,0
945,Rang 11,318,3000,0
946,Rang 12,318,3300,0
947,Rang 13,318,3600,0
948,Rang 14,318,3900,0
949,Rang 15,318,4200,0
950,Rang 16,318,4500,0
951,Rang 17,318,4800,0
952,Rang 18,318,5100,0
953,Rang 19,318,5400,0
954,Rang 20,318,5700,0
955,Rang 21,318,6000,0
956,Rang 22,318,6300,0
957,Rang 23,318,6600,0
958,Rang 24,318,6900,0
959,Rang 25,318,7200,0
960,Rang 26,318,7500,0
961,Rang 27,318,7800,0
962,Rang 28,318,8100,0
963,Rang 29,318,8400,0
964,Rang 30,318,8700,0
965,Rang 5,317,1200,0
966,Rang 6,317,1500,0
967,Rang 7,317,1800,0
968,Rang 8,317,2100,0
969,Rang 9,317,2400,0
970,Rang 10,317,2700,0
971,Rang 11,317,3000,0
972,Rang 12,317,3300,0
973,Rang 13,317,3600,0
974,Rang 14,317,3900,0
975,Rang 15,317,4200,0
976,Rang 16,317,4500,0
977,Rang 17,317,4800,0
978,Rang 18,317,5100,0
979,Rang 19,317,5400,0
980,Rang 20,317,5700,0
981,Rang 21,317,6000,0
982,Rang 22,317,6300,0
983,Rang 23,317,6600,0
984,Rang 24,317,6900,0
985,Rang 25,317,7200,0
986,Rang 26,317,7500,0
987,Rang 27,317,7800,0
988,Rang 28,317,8100,0
989,Rang 29,317,8400,0
990,Rang 30,317,8700,0
991,Heranreifend,325,0,0
992,Jugendlich,325,3500,0
993,Heranreifend,326,0,0
994,Jugendlich,326,7000,0
995,Heranreifend,327,0,0
996,Jugendlich,327,14000,0
999,Rang 1,339,0,0
1000,Rang 2,339,1000,0
1001,Rang 3,339,2000,0
1002,Rang 4,339,3000,0
1003,Rang 5,339,4000,0
1004,Rang 6,339,5000,0
1005,Rang 7,339,6000,0
1006,Rang 8,339,7000,0
1007,Rang 9,339,8000,0
1008,Maximalrang,339,9000,0
1009,Rang 1,340,0,0
1010,Rang 2,340,1000,0
1011,Rang 3,340,2000,0
1012,Rang 4,340,3000,0
1013,Rang 5,340,4000,0
1014,Rang 6,340,5000,0
1015,Rang 7,340,6000,0
1016,Rang 8,340,7000,0
1017,Rang 9,340,8000,0
1018,Maximalrang,340,9000,0
1020,Erwachsen,327,42000,0
1021,Erwachsen,325,10500,0
1022,Erwachsen,326,21000,0
1024,Rang 2,318,300,0
1088,Schlüpft...,365,0,0
1089,Larve,365,5000,0
1090,Schlüpfling,365,10000,0
1091,Erwachsener,365,15000,0
1092,Unverbindlich,366,7000,0
1100,Unsicher,366,0,0
1101,Besorgt,366,1000,0
1102,Zwiespältig,366,14000,0
1103,Herzlich,366,21000,0
1107,Wertschätzend,366,42000,0
1108,Fremder,367,0,0
1109,Bekannter,367,8400,0
1110,Kumpel,367,16800,0
1111,Freund,367,25200,0
1112,Guter Freund,367,33600,0
1113,Bester Freund,367,42000,0
1114,Fremder,368,0,0
1115,Bekannter,368,8400,0
1116,Kumpel,368,16800,0
1117,Freund,368,25200,0
1118,Guter Freund,368,33600,0
1119,Bester Freund,368,42000,0
1126,Fremder,370,0,0
1127,Bekannter,370,8400,0
1128,Kumpel,370,16800,0
1129,Freund,370,25200,0
1130,Guter Freund,370,33600,0
1131,Bester Freund,370,42000,0
1132,Fremder,371,0,0
1133,Bekannter,371,8400,0
1134,Kumpel,371,16800,0
1135,Freund,371,25200,0
1136,Guter Freund,371,33600,0
1137,Bester Freund,371,42000,0
1138,Fremder,372,0,0
1139,Bekannter,372,8400,0
1140,Kumpel,372,16800,0
1141,Freund,372,25200,0
1142,Guter Freund,372,33600,0
1143,Bester Freund,372,42000,0
1144,Fremder,373,0,0
1145,Bekannter,373,8400,0
1146,Kumpel,373,16800,0
1147,Freund,373,25200,0
1148,Guter Freund,373,33600,0
1149,Bester Freund,373,42000,0
1156,Fremder,375,0,0
1157,Bekannter,375,8400,0
1158,Kumpel,375,16800,0
1159,Freund,375,25200,0
1160,Guter Freund,375,33600,0
1161,Bester Freund,375,42000,0
1162,Fremder,376,0,0
1163,Bekannter,376,8400,0
1164,Kumpel,376,16800,0
1165,Freund,376,25200,0
1166,Guter Freund,376,33600,0
1167,Bester Freund,376,42000,0
1168,Fremder,377,0,0
1169,Bekannter,377,8400,0
1170,Kumpel,377,16800,0
1171,Freund,377,25200,0
1172,Guter Freund,377,33600,0
1173,Bester Freund,377,42000,0
1180,Fremder,379,0,0
1181,Bekannter,379,8400,0
1182,Kumpel,379,16800,0
1183,Freund,379,25200,0
1184,Guter Freund,379,33600,0
1185,Bester Freund,379,42000,0
1192,Fremder,381,0,0
1193,Bekannter,381,8400,0
1194,Kumpel,381,16800,0
1195,Freund,381,25200,0
1196,Guter Freund,381,33600,0
1197,Bester Freund,381,42000,0
1198,Fremder,382,0,0
1199,Bekannter,382,8400,0
1200,Kumpel,382,16800,0
1201,Freund,382,25200,0
1202,Guter Freund,382,33600,0
1203,Bester Freund,382,42000,0
1204,Fremder,383,0,0
1205,Bekannter,383,8400,0
1206,Kumpel,383,16800,0
1207,Freund,383,25200,0
1208,Guter Freund,383,33600,0
1209,Bester Freund,383,42000,0
1210,Fremder,384,0,0
1211,Bekannter,384,8400,0
1212,Kumpel,384,16800,0
1213,Freund,384,25200,0
1214,Guter Freund,384,33600,0
1215,Bester Freund,384,42000,0
1216,Fremder,385,0,0
1217,Bekannter,385,8400,0
1218,Kumpel,385,16800,0
1219,Freund,385,25200,0
1220,Guter Freund,385,33600,0
1221,Bester Freund,385,42000,0
1228,Fremder,387,0,0
1229,Bekannter,387,8400,0
1230,Kumpel,387,16800,0
1231,Freund,387,25200,0
1232,Guter Freund,387,33600,0
1233,Bester Freund,387,42000,0
1240,Neutral,389,0,0
1241,Freundlich,389,3000,0
1242,Wohlwollend,389,9000,0
1243,Respektvoll,389,21000,0
1244,Ehrfürchtig,389,42000,0
1245,Neutral,390,0,0
1246,Freundlich,390,3000,0
1247,Wohlwollend,390,9000,0
1248,Respektvoll,390,21000,0
1249,Ehrfürchtig,390,42000,0
1250,Neutral,391,0,0
1251,Freundlich,391,3000,0
1252,Wohlwollend,391,9000,0
1253,Respektvoll,391,21000,0
1254,Ehrfürchtig,391,42000,0
1255,Null,392,0,0
1256,Eins,392,1000,0
1257,Zwei,392,2000,0
1258,Drei,392,3000,0
1259,Vier,392,4000,0
1260,Fünf,392,5000,0
1261,Sechs,392,6000,0
1262,Sieben,392,7000,0
1263,Acht,392,8000,0
1264,Neun,392,9000,0
1265,Zehn,392,10000,0
1266,Elf,392,11000,0
1267,Zwölf,392,12000,0
1268,Dreizehn,392,13000,0
1269,Vierzehn,392,14000,0
1270,Fünfzehn,392,15000,0
1271,Stufe 1,393,0,0
1272,Stufe 2,393,3000,0
1273,Stufe 3,393,7500,0
1274,Stufe 4,393,14000,0
1275,Stufe 5,393,25000,0
1276,Stufe 6,393,41000,0
1294,Vasall,396,8400,0
1295,Verbündeter,396,16800,0
1296,Reißzahn,396,25200,0
1297,Freund,396,33600,0
1298,Wahrer Freund,396,42000,0
1300,Vasall,397,8400,0
1301,Verbündeter,397,16800,0
1302,Reißzahn,397,25200,0
1303,Freund,397,33600,0
1304,Wahrer Freund,397,42000,0
1305,Neutral,398,0,0
1306,Bevorzugt,398,500,0
1307,Respektiert,398,2500,0
1308,Geschätzt,398,5500,0
1309,Hochverehrt,398,12500,0
1316,Niedrig,400,300,0
1317,Mittel,400,1200,0
1318,Hoch,400,3600,0
1319,Maximum,400,10000,0
1322,Leer,400,0,0
1325,Bekannter,397,0,0
1328,Bekannter,396,0,0
1344,aufstrebend,408,0,0
1345,Amateur,408,700,0
1346,kompetent,408,1400,0
1347,erfahren,408,2100,0
1348,professionell,408,2800,0
1359,Anomalie,411,0,0
1360,Zukunftsfreund,411,7000,0
1361,Rissheiler,411,14000,0
1362,Zeitwanderer,411,24000,0
1363,Legende,411,42000,0
1364,Stufe 1,412,0,0
1392,Fremder,416,0,0
1393,Bekannter,416,2500,0
1394,Kumpane,416,5000,0
1395,Komplize,416,7500,0
1396,Kollaborateur,416,10000,0
1397,Fremder,417,0,0
1398,Bekannter,417,2500,0
1399,Kumpane,417,5000,0
1400,Komplize,417,7500,0
1401,Kollaborateur,417,10000,0
1402,Fremder,418,0,0
1403,Bekannter,418,2500,0
1404,Kumpane,418,5000,0
1405,Komplize,418,7500,0
1406,Kollaborateur,418,10000,0
1407,Absolvent,419,0,0
1408,Assistent,419,10500,0
1409,Kontraktor,419,21000,0
1410,Respektierter,419,32500,0
1411,Etablierter,419,42000,0
1794,Stufe 2,412,1500,0
1795,Stufe 3,412,3500,0
1796,Stufe 4,412,6100,0
1797,Stufe 5,412,9400,0
1798,Stufe 6,412,13500,0
1801,Stufe 7,412,18500,0
1802,Stufe 8,412,24500,0
1803,Stufe 9,412,31600,0
1804,Stufe 10,412,39900,0
1805,Stufe 11,412,48200,0
1806,Stufe 12,412,56500,0
1807,Stufe 13,412,64800,0
1808,Stufe 14,412,73100,0
1809,Stufe 15,412,81400,0
1810,Stufe 16,412,98000,0
1811,Stufe 17,412,114600,0
1812,Stufe 18,412,131200,0
1813,Stufe 19,412,147800,0
1814,Stufe 20,412,164400,0
1815,Stufe 21,412,181000,0
1816,Stufe 22,412,197600,0
1817,Stufe 23,412,214200,0
1818,Stufe 24,412,230800,0
1819,Stufe 25,412,247400,0
1820,Stufe 26,412,280600,0
1821,Stufe 27,412,313800,0
1822,Stufe 28,412,347000,0
1823,Stufe 29,412,380200,0
1824,Stufe 30,412,413400,0
1825,Stufe 31,412,446600,0
1826,Stufe 32,412,479800,0
1827,Stufe 33,412,513000,0
1828,Stufe 34,412,546200,0
1829,Stufe 35,412,579400,0
1830,Stufe 36,412,645800,0
1831,Stufe 37,412,712200,0
1832,Stufe 38,412,778600,0
1833,Stufe 39,412,845000,0
1834,Stufe 40,412,911400,0
1835,Stufe 41,412,977800,0
1836,Stufe 42,412,1044200,0
1837,Stufe 43,412,1110600,0
1838,Stufe 44,412,1177000,0
1839,Stufe 45,412,1243400,0
1840,Stufe 46,412,1326400,0
1841,Stufe 47,412,1409400,0
1842,Stufe 48,412,1492400,0
1843,Stufe 49,412,1575400,0
1844,Stufe 50,412,1658400,0
1845,Mittäter,416,12500,0
1846,Helfershelfer,416,15000,0
1847,Verschwörer,416,17500,0
1848,Strippenzieher,416,20000,0
1849,Mittäter,417,12500,0
1850,Helfershelfer,417,15000,0
1851,Verschwörer,417,17500,0
1852,Strippenzieher,417,20000,0
1853,Mittäter,418,12500,0
1854,Helfershelfer,418,15000,0
1855,Verschwörer,418,17500,0
1856,Strippenzieher,418,20000,0
1857,Stufe 51,412,1741400,0
1858,Stufe 52,412,1824400,0
1859,Stufe 53,412,1907400,0
1860,Stufe 54,412,1990400,0
1861,Stufe 55,412,2073400,0
1862,Stufe 56,412,2197900,0
1863,Stufe 57,412,2322400,0
1864,Stufe 58,412,2446900,0
1865,Stufe 59,412,2571400,0
1866,Stufe 60,412,2695900,0
1887,Status 4 - Kapitel 5,184,50000,0
2035,Stufe 61,412,2820400,0
2036,Stufe 62,412,2944900,0
2037,Stufe 63,412,3069400,0
2038,Stufe 64,412,3193900,0
2039,Stufe 65,412,3318400,0
2040,Stufe 66,412,3467800,0
2041,Stufe 67,412,3617200,0
2042,Stufe 68,412,3766600,0
2043,Stufe 69,412,3916000,0
2044,Stufe 70,412,4065400,0
2045,Stufe 71,412,4214800,0
2046,Stufe 72,412,4364200,0
2047,Stufe 73,412,4513600,0
2048,Stufe 74,412,4663000,0
2049,Stufe 75,412,4812400,0
2050,Stufe 76,412,4978400,0
2051,Stufe 77,412,5144400,0
2052,Stufe 78,412,5310400,0
2053,Stufe 79,412,5476400,0
2054,Stufe 80,412,5642400,0
2055,Stufe 81,412,5808400,0
2056,Stufe 82,412,5974400,0
2057,Stufe 83,412,6140400,0
2058,Stufe 84,412,6306400,0
2059,Stufe 85,412,6472400,0
2060,Stufe 86,412,6655000,0
2061,Stufe 87,412,6837600,0
2062,Stufe 88,412,7020200,0
2063,Stufe 89,412,7202800,0
2064,Stufe 90,412,7385400,0
2065,Stufe 91,412,7568000,0
2066,Stufe 92,412,7750600,0
2067,Stufe 93,412,7933200,0
2068,Stufe 94,412,8115800,0
2069,Stufe 95,412,8298400,0
2070,Stufe 96,412,8505900,0
2071,Stufe 97,412,8713400,0
2072,Stufe 98,412,8920900,0
2073,Stufe 99,412,9128400,0
2074,Stufe 100,412,9335900,0
