ID,Name_lang,GameType_lang,ShortDescription_lang,LongDescription_lang,InstanceType,MinLevel,MaxLevel,RatedPlayers,MinPlayers,MaxPlayers,GroupsAllowed,MaxGroupSize,HolidayWorldState,Flags,IconFileDataID,Required_Player_Condition_ID
886,Kriegshymnenschlucht,Rauferei,,,3,50,80,6,6,6,1,6,0,32,0,0
887,Cuisino Royale,,,,3,50,80,10,5,10,1,5,0,32,875925,0
890,Brodelnde Küste,Vorherrschaft,,,3,0,0,10,8,15,1,5,0,1,875925,0
893,8.0 BG Temp,Vorherrschaft,,,3,0,0,10,8,15,1,5,0,1,875925,0
894,Brodelnde Küste,Ressourcenwettlauf,,,3,40,80,10,5,10,1,5,0,24,1864730,0
897,Hakenkap,,,,4,10,80,5,0,5,1,5,0,8,0,0
901,Zufälliges episches Schlachtfeld,,,,3,20,80,0,5,40,1,5,0,0,0,0
903,Mugambala,,,,4,10,80,5,0,5,1,5,0,8,0,0
904,Rauferei - Alle Arenen,,,,4,50,80,3,3,3,1,3,0,32,525915,0
1014,Kriegshymnenschlucht,Erobert die Flagge,,,3,10,80,10,5,10,1,5,1942,24,136365,0
1017,Schlacht um Tausendwinter,Episches Schlachtfeld,,,3,20,80,25,10,40,1,5,0,152,136324,0
1018,Arathibecken,Vorherrschaft,,,3,10,80,10,8,15,1,5,1943,24,136322,0
1019,K.I.nderspiel: Arathibecken,,,,3,0,0,15,1,15,1,15,0,0,0,0
1020,Ashran,Episches Schlachtfeld,,,3,20,80,35,10,35,1,5,0,152,1398842,0
1021,Klassisches Ashran,Endloses episches Schlachtfeld,,,3,20,80,25,10,25,1,5,1941,40,1398842,0
1022,Arathibecken,Rauferei,,,3,50,80,10,8,15,1,5,0,32,136322,0
1025,Das Robodrom,,,,4,20,80,5,0,5,1,5,0,8,0,0
1029,Zufälliges Schlachtfeld,,,,3,10,60,25,5,40,1,5,0,1,525915,0
1030,Schlacht um Tausendwinter,Episches Schlachtfeld,,,3,50,80,25,10,40,1,5,0,32,136324,0
1031,Programmer Map - Battlefield,,,,3,0,0,0,1,20,0,0,0,0,0,0
1033,Korraks Rache,Nur für kurze Zeit,,,3,20,80,25,10,40,1,40,1941,32,136324,0
1036,Episches Schlachtfeld - Arathikriegsfront (PvP),,,,3,0,0,40,10,40,1,5,0,1,0,0
1037,Tiefenwindschlucht,Vorherrschaft,,,3,40,80,10,8,15,1,5,0,24,875925,0
1039,Tiefenwindschlucht,Vorherrschaft,,,3,50,80,10,8,15,1,5,0,32,875925,0
1041,Empyriumdomäne,,,,4,60,80,5,0,5,1,5,0,8,0,0
1047,Mugambala,,,,4,50,80,5,0,15,1,5,0,32,0,0
1048,Das Robodrom,,,,4,50,80,5,0,15,1,5,0,32,0,0
1049,Hook Point,,,,4,50,80,5,0,15,1,5,0,32,0,0
1050,Empyriumdomäne,,,,4,50,80,5,0,15,1,5,0,32,0,0
1053,Mugambala,,,,4,10,80,6,6,6,0,3,0,76,0,0
1054,Ashamanes Sturz,,,,4,10,80,6,6,6,0,3,0,76,1389175,0
1055,Arena der Tol'vir,,,,4,10,80,6,6,6,0,3,0,76,791652,0
1056,Das Robodrom,,,,4,10,80,6,6,6,0,3,0,76,0,0
1057,Der Tigergipfel,,,,4,10,80,6,6,6,0,3,0,76,875926,0
1058,Ruinen von Lordaeron,,,,4,10,80,6,6,6,0,3,0,76,460869,0
1059,Arena von Nagrand,,,,4,10,80,6,6,6,0,3,0,76,460867,0
1060,Hakenkap,,,,4,10,80,6,6,6,0,3,0,76,0,0
1061,Empyriumdomäne,,,,4,10,80,6,6,6,0,3,0,76,0,0
1062,Kanalisation von Dalaran,,,,4,10,80,6,6,6,0,3,0,76,460862,0
1063,Arena des Schergrats,,,,4,10,80,6,6,6,0,3,0,76,460861,0
1064,Arena der Rabenwehr,,,,4,10,80,6,6,6,0,3,0,76,1389174,0
1065,Alle Arenen,,,,4,60,80,6,6,6,0,1,0,76,525915,0
1066,Kolosseum von Maldraxxus,,,,4,20,80,5,0,5,1,5,0,8,3759934,0
1068,Arena der Enigmen,,,,4,60,60,5,0,5,1,5,0,9,0,0
1070,Ruinen von Lordaeron,,,,3,50,80,5,0,15,1,5,0,96,460869,0
1071,Kolosseum von Maldraxxus,,,,4,10,80,6,6,6,0,3,0,76,3759934,0
1075,Tiefenwinddetonation,Rauferei,,,3,50,80,10,8,15,1,5,0,32,875925,0
1076,Enigmatiegel,,,,4,60,80,5,0,5,1,5,0,8,525915,0
1077,Enigmatiegel,,,,4,60,80,0,0,6,0,1,0,76,0,0
1088,Feuerprobe von Nokhudon,,,,4,61,80,5,0,5,1,5,0,8,0,0
1092,Feuerprobe von Nokhudon,,,,4,61,80,6,6,6,1,3,0,76,0,0
1094,Alle Arenen,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1095,Alle Arenen,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1096,Alle Arenen,,,,4,20,80,5,0,5,1,3,0,0,525915,0
1101,Blitzschlachtfeld,,,,3,60,80,8,6,8,1,2,0,776,136324,0
1102,Kriegshymnenschlucht,Rauferei,,,3,60,80,8,6,8,1,2,0,520,136365,0
1103,Zwillingsgipfel,Rauferei,,,3,60,80,8,6,8,1,2,0,520,525913,0
1104,Schlacht um Gilneas,Rauferei,,,3,60,80,8,6,8,1,2,0,520,460871,0
1105,Silberbruchmine,Rauferei,,,3,60,80,8,6,8,1,2,0,520,791650,0
1106,Tempel von Katmogu,Rauferei,,,3,60,80,8,6,8,1,2,0,520,791651,0
1107,Auge des Sturms,Rauferei,,,3,60,80,8,6,8,1,2,0,520,460625,0
1108,Arathibecken,Rauferei,,,3,60,80,8,6,8,1,2,0,520,136322,0
1109,Tiefenwindschlucht,Rauferei,,,3,60,80,8,6,8,1,2,0,520,875925,0
1110,Tiefbeuteschlucht,Ladung,,,3,19,80,10,5,10,1,5,0,24,6031736,0
1111,Die Hitze der Schlacht,Rauferei,,,3,50,70,6,6,6,1,3,0,96,0,0
1112,Feuerprobe von Nokhudon,,,,4,61,70,6,6,6,1,3,0,104,0,0
1117,Käfig des Gemetzels,,,,4,61,80,5,0,5,1,5,0,8,0,0
1118,Tiefbeuteschlucht,Rauferei,,,3,60,80,8,6,8,1,2,0,520,460625,0
1123,Käfig des Gemetzels,,,,4,71,80,6,6,6,0,3,0,12,0,0
1134,Käfig des Gemetzels,,,,4,10,80,5,0,5,1,5,0,8,460867,0
1142,Arena der Tol'vir,,,,4,50,80,5,0,15,1,5,0,96,791652,0
