Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
Gewinnt in der Kriegshymnenschlucht in weniger als 7 Minuten.,Motivation der Kriegshymne,,201,489,-1,0,14804,0,10,0,9,236398,0,8437,0,0,0,0
Ergreift und erobert die Flagge in weniger als 75 Sekunden.,Schnelle Flagge,,202,489,1,0,14804,0,10,0,16,236353,0,2342,0,0,0,0
"Tötet in einer einzigen Schlacht in der Kriegshymnenschlucht 2 Flaggenträger, bevor sie den Flaggenraum der Silberschwingen verlassen.",Nicht in meinem Haus,,203,2106,1,0,14804,0,10,0,14,236362,0,2077,0,0,0,0
"Ergreift und erobert in einer einzigen Schlacht in der Kriegshymnenschlucht die Flagge 3-mal, ohne zu sterben.",Aus Stahl,,204,489,-1,0,14804,0,10,0,10,236344,0,3655,0,0,0,0
Tötet 100 Flaggenträger in der Kriegshymnenschlucht.,Überragender Verteidiger,,206,489,1,0,14804,0,10,131072,6,236360,0,3409,0,0,0,0
"Tötet den Gegner, der Eure Flagge in den Flaggenraum des gegnerischen Teams trägt, während sich die Flagge des gegnerischen Teams unter ihrer Kontrolle in ihrer Basis befindet.",Rettet den Tag,,207,489,-1,0,14804,1,10,0,18,132308,0,13704,0,0,0,0
Gewinnt im Auge des Sturms.,Sieg im Auge des Sturms,,208,566,-1,0,14803,0,10,0,1,236392,0,1763,0,0,0,0
Erringt 100 Siege im Auge des Sturms.,Veteran im Auge des Sturms,,209,566,-1,208,14803,0,10,131072,2,236383,0,1766,0,0,0,0
"Nehmt persönlich die Flagge in Besitz und erobert sie, während Euer Team 4 Basen im Auge des Sturms hält.",Stürmischer Ruhm,,211,566,-1,0,14803,0,10,0,12,236354,0,183,0,0,0,0
Ergreift und erobert persönlich die Flagge im Auge des Sturms.,Sturmeroberer,,212,566,-1,0,14803,0,10,128,7,236349,0,5265,0,0,0,0
Tötet 5 Flaggenträger in einem einzigen Auge des Sturms.,Sturmsoldat,,213,566,-1,0,14803,0,10,128,6,236359,0,5778,0,0,0,0
Gewinnt im Auge des Sturms in weniger als 6 Minuten.,Der Sturm,,214,566,-1,0,14803,0,10,0,5,236393,0,3145,0,0,0,0
"Erobert in einem einzigen Kampf im Auge des Sturms die Flagge 3-mal, ohne zu sterben.",Für den Ruhm,,216,566,-1,0,14803,0,10,0,8,135739,0,5268,0,0,0,0
Gewinnt im Alteractal.,Sieg im Alteractal,,218,30,-1,0,14801,0,10,0,1,236388,0,6278,0,0,0,0
Erringt 100 Siege im Alteractal.,Veteran des Alteractals,,219,30,-1,218,14801,0,10,131072,4,236382,0,3874,0,0,0,0
Gewinnt im Alteractal ohne einen Turm oder Hauptmann zu verlieren. Ihr müsst auch sämtliche Türme der Horde kontrollieren.,Sturmlanzenperfektion,,220,30,1,0,14801,0,20,0,13,133431,0,3823,0,0,0,0
Nehmt 50 Friedhöfe im Alteractal ein.,Alterac-Grabjäger,,221,30,-1,0,14801,0,10,131072,5,236399,0,186,0,0,0,0
Verteidigt 50 Türme im Alteractal.,Turmverteidigung,,222,30,-1,0,14801,0,10,131072,6,236351,0,3358,0,0,0,0
"Tötet einen Gegner auf dem Feld des Kampfes im Alteractal, bevor er absteigt.",Die kranke Gazelle,,223,30,-1,0,14801,0,10,131072,12,236361,0,3412,0,0,0,0
Tötet im Alteractal 50 gegnerische Spieler in der Halle der Frostwölfe.,Loyaler Verteidiger,,224,30,0,0,14801,0,10,131072,7,236368,0,4479,0,0,0,0
"Gewinnt im Alteractal, während Euer Team beide Minen kontrolliert.",Alles zählt,,225,30,1,0,14801,0,10,0,9,236389,0,3835,0,0,0,0
Gewinnt im Alteractal innerhalb von 6 Minuten.,Der Alteracblitz,,226,30,-1,0,14801,0,20,0,11,236390,0,7771,0,0,0,0
Verursacht in einer einzigen Schlacht auf einem beliebigen Schlachtfeld 300.000 Schaden oder Heilung. Muss einen Spieler als Ziel haben.,Schadenskontrolle,,227,-1,-1,0,95,1,10,0,37,236374,0,990,0,0,0,0
Erringt 30 ehrenhafte Siege in einer einzigen Schlacht auf einem beliebigen Schlachtfeld.,Todesengel,,229,-1,-1,0,95,1,10,0,32,136177,0,914,0,0,0,0
Schließt die unten aufgelisteten Schlachtfelderfolge ab.,Kampfmeister,Titel: Kampfmeister(in),230,-1,1,0,95,0,50,143360,41,236591,0,4965,0,0,0,0
"Erringt 20 Todesstöße in einer einzigen Schlacht auf einem beliebigen Schlachtfeld, ohne selbst zu sterben.",Abrisskugel,,231,-1,-1,0,95,1,10,0,38,132364,0,3855,0,0,0,0
"Erringt einen Todesstoß, während Ihr im Auge des Sturms unter dem Stärkungszauber Berserker steht.",Blutrünstiger Berserker,,233,566,-1,0,14803,0,10,0,11,136012,0,5215,0,0,0,0
Erringt einen ehrenhaften Sieg.,Ein ehrenhafter Sieg,,238,-1,-1,0,95,0,10,0,1,236647,0,5218,0,0,0,0
Erringt 25.000 ehrenhafte Siege.,25.000 ehrenhafte Siege,,239,-1,-1,509,95,0,10,135168,9,236657,0,5221,0,0,0,0
Erringt einen ehrenhaften Sieg gegen einen Vertreter jeder Klasse.,Klasse & Stil,,245,-1,-1,0,95,0,10,131072,14,132092,0,6934,0,0,0,0
Erringt einen ehrenhaften Todesstoß gegen jedes Hordenvolk.,Kenne deinen Feind,,246,-1,1,0,95,0,10,131072,15,132155,0,6264,0,0,0,0
"Umarmt (/umarmen) einen toten Gegner, bevor der Geist freigelassen wird.","Make Love, Not Warcraft",,247,-1,-1,0,95,0,10,0,17,135767,0,8295,0,0,0,0
"Findet das weiße Smokinghemd und die schwarze Smokinghose, indem Ihr die bunt gefärbten Eier während des Nobelgartenfests öffnet.",Smoking und Häschen,,248,-1,-1,0,159,0,10,0,5,135012,0,8291,0,0,0,0
"Entdeckt ein elegantes Kleid, indem Ihr die bunt gefärbten Eier während des Nobelgartenfests öffnet.",Dem Anlass entsprechend gekleidet,,249,-1,-1,0,159,0,10,0,6,132645,0,4669,0,0,0,0
Erringt 50 ehrenhafte Siege als kleiner Helfer der Winterwundervolt-Maschine.,Kleiner Helfer in der Not,,252,-1,-1,0,156,0,10,131200,3,236703,0,4724,0,0,0,0
Hat den kopflosen Reiter vor der Feiertagsaktualisierung von 2023 besiegt.,"Bringt mir den Kopf von... oh, wartet mal",,255,-1,-1,0,15274,0,0,2048,78,134015,0,1673,0,0,0,0
Werft während des Winterhauchfests einen Schneeball auf Baine Bluthuf.,Mitten ins Gesicht,,259,-1,0,0,156,1,10,0,4,132387,0,20082,0,0,0,0
Stellt 12 hübsche Glücksbringerarmreife her.,Glücksbringer,,260,-1,-1,0,15274,0,0,133120,81,133334,0,2103,0,0,0,0
Tötet Ahune in den Sklavenunterkünften.,Legt den Frostfürsten auf Eis,,263,-1,-1,0,161,1,10,0,1,135861,0,5612,0,0,0,0
"Tanzt 60 Sekunden lang am Sonnenbaum, während Ihr das komplette Sonnenwendset tragt.",Feuriger Sonnenbaumtanz,,271,-1,-1,0,161,0,10,0,2,236216,0,7608,0,0,0,0
Jongliert in Dalaran 40 Fackeln in 15 Sekunden.,Fackeljongleur,,272,-1,-1,0,161,0,10,0,47,135433,0,2097,0,0,0,0
Rettet Metzen das Rentier.,Auf Metzen!,,273,-1,-1,0,156,1,10,0,1,236707,0,5556,0,0,0,0
"Erhaltet das Ei des Kolumbus, den schläfrigen Willy und das Elekkhalsband.",Tierhüterveteran,,275,-1,-1,0,163,0,50,131072,7,134505,0,3662,0,0,0,0
Zieht Euch während des Winterhauchfests 3 Winterkleidungsstücke an und esst Graccus hausgemachte Früchtepastete.,Alle Jahre wieder,,277,-1,-1,0,156,0,10,0,7,132934,0,4076,0,0,0,0
Schließt die Quest zur Wiederbeschaffung von Kokelwälders gestohlenen Leckereien ab und erhaltet ein Dankeschön von Kokelwälder.,Einfach grässlich,,279,-1,-1,0,156,1,10,0,9,133170,0,14224,0,0,0,0
Erste-Hilfe-Fertigkeit,Erste-Hilfe-Fertigkeit,,281,-1,-1,0,178,0,0,1,5,136243,0,458,0,0,0,0
Lasst Euch von den unten aufgelisteten Stäben der Verwandlung transformieren.,Die Maskerade,,283,-1,-1,0,158,0,10,131072,14,236548,0,4423,0,0,0,0
Sammelt die 24 unten aufgelisteten einzigartigen Masken.,Eine Maske für jede Gelegenheit,,284,-1,-1,0,158,0,20,131072,8,133567,0,3964,0,0,0,0
"Esst so viele Süßes Saures, dass Ihr Bauchschmerzen bekommt.",Raus damit,,288,-1,-1,0,158,0,10,0,2,136182,0,9018,0,0,0,0
Schließt eine der Quests zum Erretten eines Dorfes vor dem kopflosen Reiter ab.,Held der Schlotternächte,,289,-1,-1,0,158,1,10,0,6,236545,0,3849,0,0,0,0
"Benutzt gewichtige Kürbislaternen, um Kürbisköpfe auf jedes der unten aufgelisteten Völker zu setzen.",Kopfschmuck,,291,-1,-1,0,158,0,10,131072,13,133661,0,8,0,0,0,0
Erhaltet ein Gruselkürbis-Haustier und einen Gruselhelm über Beute oder Süßes Saures von Weltereignissen der Schlotternächte.,Finstere Berufung,,292,-1,-1,0,158,0,10,131072,15,236547,0,5513,0,0,0,0
"Zieht Euch 3 Braufestkleidungsstücke an, sorgt dafür, dass Ihr sternhagelvoll seid, und tanzt in Dalaran.",Öffentliche Ruhestörung,,293,571,-1,0,162,0,10,0,9,133696,0,448,0,0,0,0
Tötet Coren Düsterbräu.,Düsterbräufest,,295,230,-1,0,162,0,10,0,8,134159,0,3232,0,0,0,0
"Erhaltet ein Braufestreittier, oder verwandelt Euer Reittier in eines, indem Ihr Braufesthopfen verwendet.","Hab' ein Fass, jetzt will ich reisen",,303,-1,-1,0,162,1,10,131072,10,132620,0,842,0,0,0,0
Gewinnt den Angelwettbewerb in der Beutebucht.,Meisterangler von Azeroth,,306,-1,-1,0,171,1,20,0,20,133892,0,4432,0,0,0,0
,Gesamtzahl der Tode durch die gegnerische Fraktion,,318,-1,-1,0,21,0,0,1,2,136243,0,4712,0,0,0,0
Duelle gewonnen,Duelle gewonnen,,319,-1,-1,0,154,0,0,1,1,136243,0,8204,0,0,0,0
Duelle verloren,Duelle verloren,,320,-1,-1,0,154,0,0,1,3,136243,0,22,0,0,0,0
Durch Questbelohnungen erhaltenes Gold,Durch Questbelohnungen erhaltenes Gold,,326,-1,-1,0,140,0,0,1,4,136243,0,10543,0,0,0,0
Erhaltenes Gold insgesamt,Erhaltenes Gold insgesamt,,328,-1,-1,0,140,0,0,1,1,136243,0,2744,0,0,0,0
Erstellte Auktionen,Erstellte Auktionen,,329,-1,-1,0,140,0,0,1,6,136243,0,15895,0,0,0,0
Auktionserwerbungen,Auktionserwerbungen,,330,-1,-1,0,140,0,0,1,7,136243,0,2083,0,0,0,0
Höchstes Gebot auf eine Auktion,Höchstes Gebot auf eine Auktion,,331,-1,-1,0,140,0,0,1,8,136243,0,264,0,0,0,0
Teuerste verkaufte Auktion,Teuerste verkaufte Auktion,,332,-1,-1,0,140,0,0,1,9,136243,0,2750,0,0,0,0
Geplündertes Gold,Geplündertes Gold,,333,-1,-1,0,140,0,0,1,3,136243,0,2753,0,0,0,0
Die größte Menge jemals besessenen Goldes,Die größte Menge jemals besessenen Goldes,,334,-1,-1,0,140,0,0,1,14,136243,0,2,0,0,0,0
Anzahl der besessenen Haustiere,Anzahl der besessenen Haustiere,,338,-1,-1,0,15219,0,0,1,1,136243,0,5294,0,0,0,0
Angelegte Verbände,Angelegte Verbände,,344,-1,-1,0,145,0,0,1,1,136243,0,1930,0,0,0,0
Heiltränke verbraucht,Heiltränke verbraucht,,345,-1,-1,0,145,0,0,9,4,136243,0,5882,0,0,0,0
Getränke verbraucht,Getränke verbraucht,,346,-1,-1,0,145,0,0,1,16,136243,0,5924,0,0,0,0
Nahrung konsumiert,Nahrung konsumiert,,347,-1,-1,0,145,0,0,9,19,136243,0,15901,0,0,0,0
Bereiste Flugrouten,Bereiste Flugrouten,,349,-1,-1,0,134,0,0,1,1,136243,0,2442,0,0,0,0
Benutzte Magierportale,Benutzte Magierportale,,350,-1,-1,0,134,0,0,1,3,136243,0,921,0,0,0,0
Anzahl der Nutzungen des Ruhesteins,Anzahl der Nutzungen des Ruhesteins,,353,-1,-1,0,134,0,0,1,5,136243,0,467,0,0,0,0
5vs5-Siege,5vs5-Siege,,362,-1,-1,0,152,0,0,524289,4,136243,0,532,0,0,0,0
5vs5-Kämpfe,5vs5-Kämpfe,,363,-1,-1,0,152,0,0,524289,3,136243,0,6137,0,0,0,0
3vs3-Siege,3vs3-Siege,,364,-1,-1,0,152,0,0,1,6,136243,0,2445,0,0,0,0
3vs3-Kämpfe,3vs3-Kämpfe,,365,-1,-1,0,152,0,0,1,5,136243,0,6144,0,0,0,0
2vs2-Siege,2vs2-Siege,,366,-1,-1,0,152,0,0,1,8,136243,0,6151,0,0,0,0
2vs2-Kämpfe,2vs2-Kämpfe,,367,-1,-1,0,152,0,0,1,7,136243,0,539,0,0,0,0
,Höchste persönliche Wertung im 2vs2,,370,-1,-1,0,152,0,0,1,45,136243,0,10139,0,0,0,0
,Höchste Teamwertung im 2vs2,,374,-1,-1,0,152,0,0,524289,48,136243,0,4040,0,0,0,0
Weltweite ehrenhafte Siege,Weltweite ehrenhafte Siege,,381,-1,-1,0,136,0,0,1,2,136243,0,6158,0,0,0,0
Ehrenhafte Siege auf Schlachtfeldern,Ehrenhafte Siege auf Schlachtfeldern,,382,-1,-1,0,136,0,0,1,4,136243,0,973,0,0,0,0
