ID,Name_lang,Description_lang,IconFileDataID,Category
76,Schlachtschiff,"Schlachtschiffe sind vor allem für ihre Langstreckenartillerie auf See gefürchtet.

|cffb2f0ffKonter durch: |r
|TInterface\ICONS\Ships_ABILITY_Bombers.blp:24:24:0:0|t |cffffffff Träger|r",1141390,2
77,Eisiges Wasser,Massive Eisbrocken treiben auf der Wasseroberfläche. Beim Manövrieren der Schiffe durch dieses Eislabyrinth sind diese anfällig für Angriffe.,236794,2
78,Stürmisches Wetter,"Die Gefahren der Segelei bei stürmischem Wetter liegen in den heftigen Sturmböen, mächtigen Blitzschlägen und unberechenbaren Wellenbrechern.",463562,2
79,Dichter Nebel,Dichter Nebel hüllt diesen Ort in totale Finsternis.,132331,2
80,Chaotische Strudel,Chaotische Strudel treten ohne ersichtlichen Grund oder Warnzeichen auf und bringen somit jedes Schiff in ihrem Wirkungsbereich in Gefahr.,892446,2
81,Schnell,"Beschleunigt durch das Wasser mit halsbrecherischer Geschwindigkeit. Ein wichtiger Teil des Gefechtes ist, mit der Geschwindigkeit mithalten zu können. Der andere Teil ist purer Kampf.",132120,2
82,Wendig,Kann ansatzlos abrupte Wenden ausführen und ist daher nur schwer zu treffen.,136205,2
83,Minenleger,Dieses Schiff legt Annäherungsminen aus und hinterlässt damit eine tödliche Spur.,133710,2
84,Erstschlag,"Ein schneller Eröffnungsangriff, der eine Schlacht entscheiden kann, noch bevor sie richtig begonnen hat.",132212,2
85,Erfahrener Kapitän,"Dieses Schiff wird von einem Kapitän kommandiert, der schon viele Seeschlachten geschlagen hat. Erfahrene Kapitäne sollte man nicht direkt angreifen, sondern durch kluge Strategien ausschalten.",133168,2
86,Bodenziel,,132296,2
87,Bodenziel,"Ein Ziel, bei dem Güter befördert oder Truppen an Land gebracht werden müssen

|cffb2f0ffKonter durch: |r
|TInterface\ICONS\Ships_ABILITY_BoardingPartyALLIANCE.blp:24:24:0:0|t |cffffffff Transporter|r",132296,2
88,Verfluchte Crew,Von einer verfluchten Crew bemannt.,135974,2
89,Klippen,Ein gnadenloses und unsicheres Gebiet.,409549,0
109,Boss,"|CFFFFFFF0Boss|R
Wenn der Boss nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1357797,2
110,Gefahr,"|CFFFFFFF0Gefahr|R
Wenn die Gefahr nicht gekontert wird, erhöht sich die Missionsdauer.",1357798,2
111,Wirbelwind,,132369,2
112,Krieger,,132347,2
113,Boss,"|CFFFFFFF0Boss|R
Wenn der Boss nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1357797,2
114,Boss,"|CFFFFFFF0Boss|R
Wenn der Boss nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1357797,2
115,Diener,"|CFFFFFFF0Armee|R
Diese Armee verfügt über mächtige Rüstung. Wenn sie nicht gekontert wird, erhöht sich die Missionsdauer.",1357814,2
121,Zauber,"|CFFFFFFF0Zauber|R
Wenn dieser sehr schädliche Zauber nicht gekontert wird, verursacht er erhöhten Schaden gegen Trupps.",1357804,2
122,Hinterhalt,Erfolgschance der Mission verringert. Kann nicht gekontert werden.,1357812,2
124,Boss,"|CFFFFFFF0Boss|R
Wenn der Boss nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1357797,2
125,Boss,"|CFFFFFFF0Boss|R
Wenn der Boss nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1357797,2
126,Brutal,Erfolgschance um ${$a910}% verringert.,311232,2
127,Leicht,Erfolgschance um ${$a909}% verringert.,311236,2
128,Schwer,Erfolgschance um ${$a907}% verringert.,311237,2
129,Sehr schwer,Erfolgschance um ${$a908}% verringert.,311238,2
130,Elite,Erfolgschance der Mission verringert. Kann nicht gekontert werden.,1357812,2
131,Dungeon,Erfolgschance der Mission verringert. Kann nicht gekontert werden.,1357812,2
132,Schlachtzug,Erfolgschance der Mission verringert. Kann nicht gekontert werden.,1357812,2
135,Elitekrieger von Argus,"|CFFFFFFF0Elitekrieger von Argus|R
Wenn der Elitegegner nicht gekontert wird, verringert sich die Erfolgschance der Mission.",1113433,2
138,Primärziel,"Gut darin, Maschinen zu konstruieren, Maschinen zu zerstören oder Maschinen zu konstruieren, die andere Maschinen zerstören.",134520,2
139,Aufklärung,"|cFFFFD200""Große Gruppen fallen auf.""|r",134441,2
141,Späher,,134441,2
142,Fernkampf,,236201,2
143,Nahkampf,,132269,2
144,Beritten,,132226,2
145,Sabotage,"Erhöht die Missionsdauer anderer Missionen um 50%, wenn aktiv.

|cFFFFD200""Explosionen können zu unkontrolliertem Chaos führen.""|r",133715,0
147,Primärziel,"Findet Missionsziele, stellt Informationen sicher und sieht dabei auch noch gut aus.",132288,2
148,Nachtsicht,Ermöglicht das Sehen in absoluter Dunkelheit.,136057,2
149,Primärziel,Beherrscht eine große Anzahl von Kampfstilen und Waffen.,615342,2
150,Rasanter Schlag,"Eine Verringerung der Missionsdauer erhöht außerdem die Erfolgschance von Missionen.

|cFFFFD200""Eine schneller Angriff überrascht den Feind und gibt ihm keine Gelegenheit zu kontern. Schnell rein und genauso schnell wieder raus.""|r",134376,0
151,Elitemission,Erfolgschance der Mission verringert. Kann nicht gekontert werden.,616373,2
153,Geheim,"Trupps verringern die Erfolgschance von Missionen um 100%.

|cFFFFD200""Große Gruppen fallen auf.""|r",132320,2
154,Langer Feldzug,"Erhöht die Erfolgschance von Missionen durch jeden Punkt Truppenvitalität in der Mission um 10%.

|cFFFFD200""Die lange Reise unter mörderischen Bedingungen fällt mit frischem Blut leichter.""|r",1060984,2
256,Tiefsee,"Erfolgschance der Mission verringert.

|cFFFFD200""Und wie sollen wir bitte da hinkommen? Sollen wir schwimmen?""|r",135861,2
257,JasonTest Mechanic,JasonTest Mechanic,0,0
