ID,Description_lang,Color
13246,Muramas,-1651584
13247,Al'burq,-1651584
13248,Alra'ed,-1651584
13249,Qual,-1651584
13250,Kummer,-1651584
13251,Schicksal,-1651584
13252,Fügung,-1651584
13253,Blutreißer,-1651584
13254,Akaaris Wille,-1651584
13256,Obliterum: 0/10,65280
13257,Obliterum: 1/10,65280
13258,Obliterum: 2/10,65280
13259,Obliterum: 3/10,65280
13260,Obliterum: 4/10,65280
13261,Obliterum: 5/10,65280
13262,Obliterum: 6/10,65280
13263,Obliterum: 7/10,65280
13264,Kann eingeäschert werden,-7820545
13265,Mythisch 2,-16711936
13266,Mythisch 3,-16711936
13267,Mythisch 4,-16711936
13268,Mythisch 5,-16711936
13269,Mythisch 6,-16711936
13270,Mythisch 7,-16711936
13271,Mythisch 8,-16711936
13272,Mythisch 9,-16711936
13273,Mythisch 10,-16711936
13274,Mythisch 2 Hauptgewinn,-16711936
13275,Mythisch 3 Hauptgewinn,-16711936
13276,Mythisch 4 Hauptgewinn,-16711936
13277,Mythisch 5 Hauptgewinn,-16711936
13278,Mythisch 6 Hauptgewinn,-16711936
13279,Mythisch 7 Hauptgewinn,-16711936
13280,Mythisch 8 Hauptgewinn,-16711936
13281,Mythisch 9 Hauptgewinn,-16711936
13282,Obliterum: 8/10,65280
13284,Veteran,-16711936
13285,Obliterum: 9/10,65280
13286,Obliterum: 10/10,65280
13287,Saison 2 von Legion,65280
13288,Saison 2 von Legion (Elite),65280
13289,Mythisch 11,-16711936
13290,Mythisch 12,-16711936
13291,25 Spieler (Normal),0
13292,25 Spieler (Heroisch),0
13293,10 Spieler (Normal),65280
13294,Rang 8,-16711681
13295,Saison 3 von Legion,65280
13296,Saison 3 von Legion (Elite),65280
13297,Saison 4 von Legion,65280
13298,Saison 4 von Legion (Elite),65280
13299,Saison 5 von Legion,65280
13300,Saison 5 von Legion (Elite),65280
13301,Gladiator,-16711936
13302,Kämpfer I,-16711936
13303,Aspirant,-16711936
13304,Ehre,-16711936
13305,Sonnenbrunnen,-16711936
13306,"PvP, selten",65280
13307,"PvP, episch",65280
13308,Mythisch 13,-16711936
13309,Mythisch 14,-16711936
13310,Mythisch 15,-16711936
13311,Saison 6 von Legion,65280
13312,Saison 7 von Legion,65280
13313,Saison 6 von Legion (Elite),65280
13314,Saison 7 von Legion (Elite),65280
13315,Saison 1 & 2 von Legion,65280
13316,Saison 1 & 2 von Legion (Elite),65280
13317,Saison 3 & 4 von Legion,65280
13318,Saison 3 & 4 von Legion (Elite),65280
13319,Hergestellter Gegenstand,-10044417
13320,Aufgegeben,65280
13321,Unerschrocken,65280
13322,Urobliterum: 0/10,65280
13323,Urobliterum: 1/10,65280
13324,Urobliterum: 2/10,65280
13325,Urobliterum: 3/10,65280
13326,Urobliterum: 4/10,65280
13327,Urobliterum: 5/10,65280
13328,Urobliterum: 6/10,65280
13329,Urobliterum: 7/10,65280
13330,Urobliterum: 8/10,65280
13331,Urobliterum: 9/10,65280
13332,Urobliterum: 10/10,65280
13333,Shatug,-6081042
13334,F'harg,-6081042
13335,"Saison 5, 6 & 7 von Legion",65280
13336,"Saison 5, 6 & 7 von Legion (Elite)",65280
13337,Konfisziert,65280
13338,Unbefleckt,65280
13339,Unbefleckt,-16711936
13343,Azeritstufe 3,15923845
13445,Herausforderer I,-16711936
13446,Rivale I,-16711936
13447,Duellant,-16711936
13448,Kriegsfront,-1
13449,Artefaktmacht,-6447715
13450,Andenken,65280
13451,Gefürchteter Kämpfer,-16711936
13452,Düsterer Kämpfer,-16711936
13453,Gefürchteter Herausforderer,-16711936
13454,Düsterer Herausforderer,-16711936
13455,Gefürchteter Rivale,-16711936
13456,Düsterer Rivale,-16711936
13457,Gefürchteter Duellant,-16711936
13458,Düsterer Duellant,-16711936
13459,Gefürchteter Gladiator,-16711936
13460,Düsterer Gladiator,-16711936
13461,Saison 1 von Battle for Azeroth,65280
13462,Saison 2 von Battle for Azeroth,65280
13463,Düstere Elite,-16711936
13464,Schreckenselite,65280
13465,Mechagontüfteleien,-10044417
13486,Versiegeltes tückisches Geschenk,-6081042
13487,Geöffnetes tückisches Geschenk,-6081042
13488,Der große Stylecheck Saison 4,65280
13489,Der große Stylecheck Saison 2,65280
13490,Der große Stylecheck Saison 1,65280
13491,"Kalibrierung: 0,75 Tempo : 0,25 Vielseitigkeit",-14614752
13492,Der große Stylecheck Saison 3,65280
13493,Berüchtigter Herausforderer,-16711936
13494,Berüchtigter Kämpfer,-16711936
13495,Berüchtigter Duellant,-16711936
13496,Berüchtigte Elite,-16711936
13497,Berüchtigter Gladiator,-16711936
13498,Berüchtigter Rivale,-16711936
13499,Reittierausrüstung,-9316865
13500,Machtvereinigung,-11776
13501,Rote Lochkarte,-14614752
13502,Gelbe Lochkarte,-14614752
13503,Blaue Lochkarte,-14614752
13504,Arkanes Reagenz,-14614752
13505,Perlenverziert,-14614752
13506,Saison 3 von Battle for Azeroth,65280
13507,Benthisch,-14614752
13508,Saison 4 von Battle for Azeroth,65280
13509,"Relikt des Schwarzen Imperiums, Stufe 1",-16711681
13510,"Relikt des Schwarzen Imperiums, Stufe 2",-16711681
13511,"Relikt des Schwarzen Imperiums, Stufe 3",-16711681
13512,"Relikt des Schwarzen Imperiums, Stufe 4",-16711681
13513,25 Verderbnis,14417920
13516,5 Verderbnis,16580611
13517,10 Verderbnis,16580611
13518,15 Verderbnis,16580611
13519,20 Verderbnis,16580611
13520,30 Verderbnis,16580611
13521,5-30 Verderbnis,16580611
13524,Rang 10,-16711681
13525,Rang 11,-16711681
13526,Rang 12,-16711681
13527,Rang 13,-16711681
13528,Rang 14,-16711681
13529,Rang 15,-16711681
13530,Verderbter Herausforderer,-16711936
13531,Verderbter Kämpfer,-16711936
13532,Verderbter Duellant,-16711936
13533,Verderbte Elite,-16711936
13534,Verderbter Gladiator,-16711936
13535,Verderbter Rivale,-16711936
13536,Verderbt,-57312
13538,Seelenchiffrierung,-10044417
13543,des kritischen Handwerkers,0
13544,des meisterhaften Handwerkers,0
13545,des schnellen Handwerkers,0
13546,des vielseitigen Handwerkers,0
13547,des Wildtiertöters,0
13549,Optionales Handwerksmaterial,-10044417
13551,IV,0
13552,III,0
13553,II,0
13554,I,0
13555,Monstrositätenflickerei,-10044417
13556,Konservatorium der Königin,-7820545
13557,Katalysatorkapselverstärker,-7820545
13558,Katalysatorkapsel,-7820545
13559,Medium,-14614752
13565,66 Verderbnis,11962111
13566,35 Verderbnis,11962111
13567,15 Verderbnis,11962111
13568,20 Verderbnis,11962111
13569,10 Verderbnis,11962111
13570,75 Verderbnis,11962111
13571,50 Verderbnis,11962111
13572,25 Verderbnis,11962111
13573,45 Verderbnis,11962111
13574,28 Verderbnis,11962111
13575,17 Verderbnis,11962111
13576,30 Verderbnis,11962111
13577,12 Verderbnis,11962111
13578,16 Verderbnis,11962111
13579,8 Verderbnis,11962111
13580,60 Verderbnis,11962111
13581,Aufgestiegenenhandwerk,3650303
13583,Mythen des Schlunds,-7820545
13584,Gluthof,-7820545
13585,Anima,-10044417
13586,The Coldest of Fronts (DNT),0
13587,Show them snow mercy! (DNT),0
13588,A Triple Threat (DNT),0
13589,"It's like double trouble, but better! (DNT)",0
13590,Kampagne,65280
13591,Ruhm,-14614752
13592,Konservatorium der Königin,-14614752
13593,Prestige,-14614752
13594,Monstrositätenflickerei,-14614752
13595,Einigkeit,-14614752
13596,Reisenetzwerk,-7820545
13597,Ätherisch,713192
13599,Bedächtiges Nachsinnen,0
13600,Zwillinge der Sonnenpriesterin,0
13601,"X'anshi, Rückkehr von Erzbischof Benedictus",0
13602,Ewige Anrufung der Leere,0
13603,Schattenflammenprisma,0
13604,Schmerzbrechender Psalm,0
13605,Klarheit der Gedanken,0
13606,Kuss des Todes,0
13607,Kristalline Reflexion,0
13608,Harmonischer Apparat,0
13609,Der Bußfertige,0
13610,Kauterisierende Schatten,0
13611,Blitzkonzentration,0
13612,Göttliches Abbild,0
13613,Sprung der Himmel,0
13614,Talbadars Strategie,0
13615,Eid des Druidenältesten,0
13616,Lycaras flüchtiger Blick,0
13617,Kreislauf aus Leben und Tod,0
13618,Trunk der tiefen Konzentration,0
13619,Oneths klare Vision,0
13620,Urzeitlicher Arkanpulsar,0
13621,Gleichgewicht aller Dinge,0
13622,Verwitterter Traumbinder,0
13623,Katzenaugenkuriosität,0
13624,Gelüst des Eliteraubtiers,0
13625,Band der Raserei,0
13626,Luffaversetzte Umarmung,0
13627,Stabiler Phantasmaköder,0
13628,Wille der natürlichen Ordnung,0
13629,Drittes Auge des Kerkermeisters,0
13630,Norgannons Klugheit,0
13631,Sephuz' Proklamation,0
13632,Urteilsspruch der Richterin,0
13633,Vitalitätsopfer,0
13634,Andenken an Ursocs Wut,0
13635,Schlundröcheln,0
13636,Echo von Eonar,0
13637,Vermächtnis des Schläfers,0
13638,Erinnerung an den Mutterbaum,0
13639,Die Lektion des Dunklen Titanen,0
13640,Üppige Infusion,0
13641,Vision des unendlichen Wachstums,0
13642,Auge der furchteinflößenden Symmetrie,0
13643,Tödliche Berührung,0
13644,Flinkgewisse Wickel,0
13645,Freude des Beschwörers,0
13646,Kiefers Himmelsgriff,0
13647,Kondensator des letzten Kaisers,0
13648,Xuens Schatz,0
13649,Jadezündung,0
13650,Himmlische Infusion,0
13651,Sturmbräus letztes Fass,0
13652,Shaohaos Macht,0
13653,Versengte Leidenschaften,0
13654,Träne des Morgens,0
13655,Yu'lons Flüstern,0
13656,Uralte Lehren des Klosters,0
13657,Umwölkter Fokus,0
13658,Flucht aus der Realität,0
13659,"Erhöht die Dauer von 'Antimagische Hülle', und jeglicher absorbierter Schaden heilt Euch.",-16711936
13660,Kein Rang,-16711936
13661,Umarmung des Todes,0
13662,Supervirus,0
13663,Mantel des sicheren Todes,0
13664,Gewissheit des Todes,0
13665,Rasendes Monstrum,0
13666,Reanimierter Schlurfer,0
13667,Blutschattens Herrschaft,0
13668,Vampiraura,0
13669,Blutrote Rune,0
13670,Bryndaors Macht,0
13671,Koltiras Gunst,0
13672,Wut des eisigen Champions,0
13673,Absoluter Nullpunkt,0
13674,Beißende Kälte,0
13675,Griff des Ewigwährenden,0
13676,Alptraum,0
13678,Segen des Sonnenkönigs,0
13679,Geschmolzener Himmelssturz,0
13680,Feuersturm,0
13681,Kreis des Beschwörers,0
13682,Grausiger Eiszapfen,0
13683,Dreieiniger Beschützer,0
13684,Beherrschung der Disziplinen,0
13685,Erweitertes Potenzial,0
13686,Eiskalte Winde,0
13687,Tuch der Kaltfront,0
13688,Eisbringer,0
13689,Gefrierbrand,0
13690,Sturmladung,0
13691,Arkane Harmonie,0
13692,Temporale Krümmung,0
13693,Arkanauslese,0
13694,Das Wahnsinnige Paragon,0
13695,Uthers Schutz,0
13696,Signet der Gequälten Könige,0
13697,Abendrot und Morgenrot,0
13698,Schockbarriere,0
13699,Das Richturteil des Magistrats,0
13700,"Schattenbrecher, der Sonnenaufgang",0
13701,Infloreszenz des Sonnenbrunnens,0
13702,Graviertes Siegel des heiligen Rächers,0
13703,Zuflucht des Unermüdlichen Beschützers,0
13704,Bollwerk des Rechtschaffenen Zorns,0
13705,Herrschaft der Endlosen Könige,0
13706,Letztes Urteil,0
13707,Schwung des Frontkämpfers,0
13708,Kadenz von Fujieda,0
13709,Unnachgiebiger Inquisitor,0
13710,Todesmacher,0
13711,Wille des Brechers,0
13712,Unbeugsamer Wille,0
13713,Revanche,0
13714,Der Wall,0
13715,Sturm des Lichtbringers,0
13716,Donnerfürst,0
13717,Maraads letzter Atemzug,0
13718,Letztes Urteil,0
13719,Tollkühner Verteidiger,0
13720,Außer Kontrolle,0
13721,Verformter Spiegel,0
13722,Schlachtenfürst,0
13723,Seismischer Nachhall,0
13724,Erinnerungsband der Ahnen,0
13725,Tiefenbebensteinstufen,0
13726,Helm der tiefen Elemente,0
13727,Ketten der Verheerung,0
13728,Geschmolzenes Band des feurigen Himmelsbrechers,0
13729,Fußpolster des elementaren Gleichgewichts,0
13730,Stulpen der Großen Zerschlagung,0
13731,Umhang des Windsprechers,0
13732,Schicksalswinde,0
13733,Vermächtnis der Frosthexe,0
13734,Wolfsknochen des Hexendoktors,0
13735,Urzeitliche Lavaauslöser,0
13736,Jonats Hüfttuch des Naturfokus,0
13737,Gezeitenbeinschützer des Geistwandlers,0
13738,Urzeitlicher Flutenkern,0
13739,Brustplatte der irdenen Harmonie,0
13740,Unfehlbares Strategem,0
13741,Der Scharfrichter,0
13742,Ausdauernder Schlag,0
13743,Band der wilden Berufung,0
13744,Nesingwarys Fallenstellerstiefel,0
13745,Maske der Seelenschmiedeglut,0
13746,Kettenweste des feigen Strategems,0
13747,Halsberge des Alphabefehls,0
13748,Kobrafußpolster des Flammenschürers,0
13749,"Qa'pla, Kriegsstulpen der Eredar",0
13750,Treter des Rylakjägers,0
13751,Zielsicherheit der Adlerkralle,0
13752,Talisman der schnellenden Schüsse,0
13753,Schlangenpirscherband der Täuschung,0
13754,Handlappen der unablässigen Wacht,0
13755,Taktische Lauffeuerschlachtrüstung,0
13756,Tuch des Rylakjägers,0
13757,Injektoren für latentes Gift,0
13758,Knochenfragmente des Schlächters,0
13759,Wilfreds Siegel der überlegenen Beschwörung,0
13760,Schärpe von Endereth,0
13761,Relikt der dämonischen Synergie,0
13762,Geschmückte Roben des Dunklen Portals,0
13763,Azj'Aqirring der ewigen Agonie,0
13764,Sacrolashs Dunkelpantoffeln,0
13765,Gefütterte Wickel des bösartigen Zorns,0
13766,Umhang der zornerfüllten Verzehrung,0
13767,Visionen des implosiven Potenzials,0
13768,Schreckensruf des grimmigen Inquisitors,0
13769,Band des gehörnten Alptraums,0
13770,Brennende Wickel der Spinnenbedrohung,0
13771,Glutumhang der Azj'Aqir,0
13772,Wahnsinn der Azj'Aqir,0
13773,Glut der diabolischen Gewandung,0
13774,Beinwickel der Ymirjar,0
13775,Kollektive Qual,0
13776,Halbriesenermächtigung,0
13777,Dunkelblicksegen,0
13778,Gewand der dunkelsten Stunde,0
13779,Innere Dämonen,0
13780,Chaosfinger,0
13781,Unbeständiger Teufelskern,0
13782,Teufelsbombenschütze,0
13783,Medaillon der Finsterflamme,0
13784,Razelikhs Entweihung,0
13785,Wirbelnde Teufelsflammenpeitsche,0
13786,Versengte Seelenfesseln,0
13787,Winterborn,-14614752
13789,Schnelligkeit,0
13790,Mal des Meisterassassinen,0
13791,Giftklingengurt,0
13792,Blutzahnkapuze,0
13793,Schattenstaubmedaillon,0
13794,Bestechender Halunke,0
13795,Blutbefleckte Verdammnisklingenhandschuhe,0
13796,Trainingsfesseln der Familie Zoldyck,0
13797,Notlösung des Dämmergängers,0
13798,Grünhauts Ruten,0
13799,List des Banditen,0
13800,Verborgene Donnerbüchse,0
13801,Endgültigkeit,0
13802,Akaaris Seelenfragment,0
13803,Die Verdorbenen,0
13804,Tödliche Schatten,0
13805,Kosmetisch,-16711681
13806,Runen strömen über die Oberfläche der Rüstung.,-11776
13808,,0
13809,Schiftung des bezwungenen Verdammnislords,0
13810,Immerflamme,0
13811,Dauerhafte Aufwertung: Torghast,-16724737
13812,Dauerhafte Aufwertung: Der Schlund,-16724737
13813,Pfad des Aufstiegs,-7820545
13815,Rang 1 von 7,-16711681
13816,Rang 2 von 7,-16711681
13817,Rang 3 von 7,-16711681
13818,Rang 4 von 7,-16711681
13819,Rang 5 von 7,-16711681
13820,Rang 6 von 7,-16711681
13821,Rang 7 von 7,-16711681
13822,Aufwertungsgrad: 1/7,65535
13823,Aufwertungsgrad: 2/7,65535
13824,Aufwertungsgrad: 3/7,65535
13825,Aufwertungsgrad: 4/7,65535
13826,Aufwertungsgrad: 5/7,65535
13827,Aufwertungsgrad: 6/7,65535
13828,Aufwertungsgrad: 1/6,65535
13829,Stygiahandwerk,-10044417
13830,Korthianische Relikte,-7820545
13831,Verbessert,65280
13832,Raserei der Monstrosität,0
13833,Rasende Übertragung,0
13834,Endgültiges Urteil,0
13835,Unstillbarer Hunger,0
13836,Ruhm,0
13837,Sündhafte Woge,0
13838,Zorn der Natur,0
13839,Sündhaftes Schwelgen,0
13840,Harmonisches Echo,0
13841,Heuschreckenschwarm,0
13842,Tiefen des Todes,0
13843,Sündhafte Freuden,0
13844,Seelenaffinität,0
13845,Toxische Offensive,0
13846,Himmlische Geister,0
13847,Gehorsam,0
13848,Todesstachel,0
13849,Vorstoß des Todes,0
13850,Korthia,0
13851,Schallende Klarheit,0
13852,Splitter der Herrschaft,-10044417
13853,Strahlende Glut,0
13854,Pflichtgebundener Hammer,0
13855,Blick der Agonie,0
13856,Schlundberührt,-16711936
13857,Loderndes Gemetzel,0
13858,Blinder Glaube,0
13859,Ruhmrüstmeisterin,-14614752
13860,Dämonischer Schwur,0
13861,Jahreszeiten der Fülle,0
13862,Bwonsamdis Pakt,0
13863,Schattenwort: Manipulation,0
13864,Schlundgebundene Schäkel des entfesselten Gladiators,0
13865,Verwünschungsschäkel des entfesselten Gladiators,0
13866,Großzügiges Gebräu,0
13867,Zersplitterte Elemente,0
13868,Samen des ungezügelten Wachsens,0
13869,Elementarverbunden,0
13870,Darbender Seelendetritus,0
13871,Splitter der Vernichtung,0
13872,Verrottendes Seelensäckchen,0
13873,Eingedämmte endlose Explosion,0
13874,Pakt der Seelenpirscher,0
13875,Tasche mit Munition,0
13876,Fragmente des Ältestengeweihs,0
13877,Beutel mit Klingenbruchstücken,0
13878,Ruf zu den Waffen,0
13879,Die verschlingende Kälte,0
13881,Faelinienharmonie,0
13882,Test 1 Override,0
13883,Test 2 Override,0
13884,Tobender Vortex der Vesperglocke,0
13885,Finstere Lehren,0
13886,Herz der Fae,0
13887,Harmonie der Sphären,0
13888,Bleicher Befehl,0
13889,Elysische Macht,0
13890,Göttliche Resonanz,0
13891,Unbezahlbar,-16711936
13892,Baumaterial,-7820545
13895,Kämpfer II,-16711936
13896,Herausforderer II,-16711936
13897,Rivale II,-16711936
13898,Progenitormodul,-10044417
13899,Chiffren der Ersten,-10044417
13900,Benutzbar mit:,-11776
13901,Muster der Schattenlande für seltene (blaue) und bessere Rüstung.,-1
13902,Offensiv,-1
13903,Unterstützung,-1
13904,Waffe,-1
13906,Wildcard,8719357
13907,Erhaltend,-11776
13908,Schicksalhaft,1496809
13910,Verbrauchbares,-1
13911,Saison 2 von Shadowlands,65280
13912,Qualität 4 von 5,65280
13914,Protoformsynthese,-10044417
13915,Einigkeit,0
13916,Chiffrenausrüstung,-10044417
13920,Schatzsuche,-7820545
13922,Schicksalhaft,-16711936
13923,Schicksalhaft: Heroisch,65280
13924,Schicksalhaft: Mythisch,65280
13925,Dracheninselartefakte,-7820545
13926,Drachenwächtermanuskript,-10044417
13927,Festmahlreagenz der Tuskarr,-7820545
13929,Toxisch,10405150
13932,"Schicksalhaft, Schlachtzugsbrowser",-16711936
13933,Luftedelstein,14286079
13934,Feueredelstein,16341785
13935,Frostedelstein,1872097
13936,Erdedelstein,8411981
13937,Luftrubin,14286079
13938,Luftsaphir,14286079
13939,Luftsmaragd,14286079
13940,Luftonyx,14286079
13941,Luftbernstein,14286079
13942,Erdrubin,8411981
13943,Erdsaphir,8411981
13944,Erdsmaragd,8411981
13945,Erdonyx,8411981
13946,Erdbernstein,8411981
13947,Feuerrubin,16341785
13948,Feuersaphir,16341785
13949,Feuersmaragd,16341785
13950,Feueronyx,16341785
13951,Feuerbernstein,16341785
13952,Frostrubin,1872097
13953,Frostsaphir,1872097
13954,Frostsmaragd,1872097
13955,Frostonyx,1872097
13956,Frostbernstein,1872097
13957,Jagdtrupp,-10044417
13958,Saison 3 von Shadowlands,-16711936
13959,[PH] Radiant - Equip Limit 2,-10044417
13960,[PH] Radiant (2),-10044417
13961,Arkane Essenzen des Kobaltkonvents,-7820545
13962,Festmahlreagenz der Tuskarr,65280
13963,Saison 4 von Shadowlands,-16711936
13964,Bronze,65280
13965,Rot,65280
13966,Schwarz,65280
13967,Blau,65280
13968,Grün,65280
13969,Urenergieerfüllt,65280
13970,Angelausrüstungsmaterial von Iskaara,-10044417
13971,Vorräte der Dracheninseln,-7820545
13976,Urenergieerfüllt,-16711936
13978,Handelsposten,-11776
13979,Urstürme,65280
13980,Kriegsmodus,65280
13981,Obsidian,65280
13982,Sabellian,-16711936
13983,Smaragd,65280
13984,Karmin,65280
13985,Kobalt,65280
13986,Sandgeformt,65280
13987,Weltquests und wöchentliche Quests,-14614752
13988,Dungeons,-14614752
13989,Questbelohnungen,-14614752
13990,Weltbeute,-14614752
13991,Berufe,-14614752
13992,Weltbeute,65280
13993,Gefertigt,65280
13994,Tüfteleimodul,-32704
13995,Saison 3 und 4 von Shadowlands,-16711936
13996,Saison 1 von Shadowlands,65280
13997,Elementarreagenz,5435969
13998,Mystisch,-10044417
13999,Saison 1 von Dragonflight,-16711936
14000,Beeindruckend,65535
14001,Außergewöhnlich,65535
14002,Urzeitlich ermächtigt,65280
14003,Gewölbe von Zskera,-10044417
14004,Urzeitlicher Stein,16755456
14005,Handwerkliche Kuriositäten,8956671
14006,Passiv,-1
14007,Schildhand,-1
14008,Saison 2 von Dragonflight,-15073511
14009,Die Verbotene Insel,65280
14011,Genial gefertigt,-16711936
14012,Schattenflammengefertigt,-15073511
14014,Azur,130816
14015,Violett,65280
14016,Weltquests und Weltbeute,65280
14017,Durchdringungslager und PvP,65280
14018,Schätze und einzigartige Kreaturen,65280
14019,Traumgefertigt,-15073511
14020,Geißelbann,-15073511
14021,Dämonenschrecken,-15073511
14022,Zeitschlag,-15073511
14023,Geist,-15073511
14024,Stufe 10,-12032
14025,Zeitrisse,0
14026,Geheimnisse von Azeroth,-7820545
14027,Divergent,-16711936
14028,Zeitrisse und Dämmerung des Ewigen,0
14029,Dämmerung des Ewigen,0
14030,Soridormi,65280
14031,Saison 3 von Dragonflight,-15073511
14032,Amirdrassil,65280
14033,Tradition,65280
14034,Smaragdfülle,65280
14035,|nSchattenflammendurchströmt,15025839
14036,Donnernd,65280
14037,Einzigartige Kreaturen,16754944
14038,Widerstandsfähige Maske des Prototypkämpfers,0
14039,Widerstandsfähige Maske des Prototypaspiranten,0
14040,Widerstandsfähige Maske des Prototypgladiators,0
14041,Superblüte,65466
14042,PvP-Herstellung,-32704
14043,Saison 2 von Dragonflight,-8355712
14044,|nAufwertungsgrad: Abenteurer 1/8,-8355712
14045,Saison 3 von Dragonflight,-7885825
14046,|nAufwertungsgrad: Abenteurer 2/8,-8355712
14047,|nAufwertungsgrad: Abenteurer 3/8,-8355712
14048,|nAufwertungsgrad: Abenteurer 4/8,-8355712
14049,|nAufwertungsgrad: Abenteurer 5/8,-8355712
14050,|nAufwertungsgrad: Abenteurer 6/8,-8355712
14051,|nAufwertungsgrad: Abenteurer 7/8,-8355712
14052,|nAufwertungsgrad: Abenteurer 8/8,-8355712
14053,|nAufwertungsgrad: Champion 1/8,-8355712
14054,|nAufwertungsgrad: Champion 2/8,-8355712
14055,|nAufwertungsgrad: Champion 3/8,-8355712
14056,|nAufwertungsgrad: Champion 4/8,-8355712
14057,|nAufwertungsgrad: Champion 5/8,-8355712
14058,|nAufwertungsgrad: Champion 6/8,-8355712
14059,|nAufwertungsgrad: Champion 7/8,-8355712
