Field_11_0_0_54935_000_lang,ID,Field_11_0_0_54935_002,GossipXUIDisplayInfoID
|cnWHITE_FONT_COLOR:Die große Schnitzeljagd|r|nChefkoch Dinaire veranstaltet eine Schnitzeljagd.,20,122333,58
|cnWHITE_FONT_COLOR:NYI|r|n,21,122334,58
|cnWHITE_FONT_COLOR:Pilzhäppchen|r|nAliya Hügelpinne braucht Hilfe bei der Wiederbeschaffung eines Pilzes von einem besonders üblen Monster.,22,122335,58
|cnWHITE_FONT_COLOR:Gefangene Ingenieure|r|nKobolde haben die Wasserwerke besetzt und die betreibenden Ingenieure gefangen genommen.,23,122395,52
"|cnWHITE_FONT_COLOR:Mangelndes Vertrauen|r|nHelft einem Kobold und einem Maschinenflüsterer, Schätze in den Wasserwerken zu bergen.",24,122396,52
|cnWHITE_FONT_COLOR:Etwas Vernunft einstampfen|r|nDie Maschinenflüsterer brauchen Hilfe beim Testen eines Geräts zur Wiederbeschaffung gestohlener Materialien.,25,122397,52
|cnWHITE_FONT_COLOR:NYI|r|n,26,122399,52
"|cnWHITE_FONT_COLOR:Illusorische Rettung|r|nRettet Arathor, der von den Kobyss entführt wurde.",27,122400,53
|cnWHITE_FONT_COLOR:NYI|r|n,28,122401,53
"|cnWHITE_FONT_COLOR:Raens Gambit|r|nRaen Morgenkavalier braucht Hilfe der Wiederbeschaffung von Relikten, die von den Kobyss gestohlen wurden.",29,122402,53
"|cnWHITE_FONT_COLOR:Lauernder Schrecken|r|nDie Kobyss versuchen, etwas aus den Tiefen der Welt zu steuern.",30,122403,53
|cnWHITE_FONT_COLOR:Goblinschabernack|r|nUntersucht die Goblinpräsenz im Tak-Rethan-Abgrund.,31,122404,54
|cnWHITE_FONT_COLOR:Niffen-Nickerchen|r|nMehrere Niffen wurden von den Kobyss entführt!,32,122406,54
"|cnWHITE_FONT_COLOR:Pheromonfuror|r|nKobyss haben Kisten mit Pheromonen gestohlen, um Verbündete der Weberin in einen Hinterhalt zu locken.",33,122407,54
|cnWHITE_FONT_COLOR:NYI|r|n,34,122408,54
|cnWHITE_FONT_COLOR:Entführte Irdene|r|nNeruber haben Minenarbeiter aus Freyholtz entführt!,35,122341,56
"|cnWHITE_FONT_COLOR:Wertvolle Erze|r|nHelft geschwächten Irdenen, wieder zu erstarken, damit sie die Neruber angreifen können.",36,122372,56
"|cnWHITE_FONT_COLOR:Feurige Erde|r|nHelft einem gestrandeten Lampenanzünder, die Bedrohung durch die Neruber zu bekämpfen.",37,122373,56
"|cnWHITE_FONT_COLOR:Auf der Suche nach Schätzen|r|nEin Dunkeleisenzwerg macht vor nichts halt, wenn es um Schätze geht.",38,122374,56
|cnWHITE_FONT_COLOR:Verlorene Edelsteine|r|nNeruber haben einen Vorrat an Erinnerungsedelsteinen gestohlen!,39,122409,63
"|cnWHITE_FONT_COLOR:Zerschmetternder Skardyn|r|nDie Neruber nutzen Skardyn, um Maschinenflüsterer zu entführen!",40,122410,63
|cnWHITE_FONT_COLOR:Koboldentführung|r|nEin paar befreundete Kobolde brauchen Hilfe bei der Rettung ihrer Freunde vor den Nerubern.,41,122411,63
|cnWHITE_FONT_COLOR:NYI|r|n,42,122412,63
"|cnWHITE_FONT_COLOR:Alte Rituale|r|nDie Lampenanzünder benötigen Hilfe bei der Vereitelung eines nerubischen Rituals, das tief in einem verbotenen Tempel durchgeführt wird.",43,122413,64
"|cnWHITE_FONT_COLOR:Renilash kommt|r|nDer Orden der Nacht ist in die Schwärmerbresche eingefallen, denn er hält den Ort für den Schlüssel, um Renilash über die Welt zu bringen.",44,122414,64
|cnWHITE_FONT_COLOR:NYI|r|n,45,122415,64
"|cnWHITE_FONT_COLOR:Schattenreich|r|nDie Schwärmerbresche ist verdächtig ruhig bis ein auf einzelnes Portal, das darin schwebt.",46,122416,64
"|cnWHITE_FONT_COLOR:Gequälte Geiseln|r|nGefangene aus ganz Azeroth wurden ins Spiralgewebe gebracht, um dort gefoltert zu werden.",47,122417,57
"|cnWHITE_FONT_COLOR:Alles Liebe von der Weberin|r|nDie Weberin hat einen Plan, um die Vorgänge im Spiralgewebe zu stören.",48,122418,57
|cnWHITE_FONT_COLOR:Seltsame Störungen|r|nDie Neruber im Spiralgewebe verhalten sich äußerst seltsam.,49,122419,57
|cnWHITE_FONT_COLOR:NYI|r|n,50,122420,57
"|cnWHITE_FONT_COLOR:Zekvirs Macht|r|nZekvir, Hand der Vorbotin, hat hier sein ekliges Lager aufgeschlagen. Nur die Stärksten können seine Macht herausfordern.",52,34450,61
"|cnWHITE_FONT_COLOR:Verlorene Ausgräber|r|nGoblins, die in der Umgebung Ausgrabungen durchführen, haben sich nicht mehr gemeldet.",53,129109,65
|cnWHITE_FONT_COLOR:Schwarzblutprofite|r|nEin Goblin will etwas Profit aus dem Schwarzblut in der Umgebung schlagen.,54,129110,65
|cnWHITE_FONT_COLOR:Risserandale|r|nMehrwürdige Risse haben sich in Ausgrabungsstätte 9 aufgetan.,55,129111,65
"|cnWHITE_FONT_COLOR:Alles, was glänzt|r|nDie Düsternisverschmolzenen haben Gold von den Bürgern gestohlen und verwenden es, um einen Elementar zu beleben!",60,130367,66
|cnWHITE_FONT_COLOR:Mister TIEFENFORSCHER|r|nIn der Seitenstraßenschleuse sind mehrere Goblinmechaniker verloren gegangen.,61,130368,66
"|cnWHITE_FONT_COLOR:Teleportertrauma|r|nExperimentelle Teleporter werden eingesetzt, um die Unterfangen der Düsternisverschmolzenen in der Umgebung zu verbessern.",62,130369,66
"|cnWHITE_FONT_COLOR:Labyrinthprototyp|r|nErforscht eine ausgedehnte Höhle voller Neruber, Fungianer und weiß das Licht, was sonst noch.",63,34450,67
"|cnWHITE_FONT_COLOR:Eine Show wie keine andere|r|nDer Lorenboss ist bekannt dafür, seine Konkurrenz in ausverkauften Kämpfen in der Demolierungskuppel auszumerzen.",64,34450,68
"|cnWHITE_FONT_COLOR:Korrumpierte Kerzen|r|nGoblins der Düsternisverschmolzenen plündern Kriegvals Kräftigung. Helft den Kobolden, wieder für Ordnung zu sorgen.",65,133756,51
"|cnWHITE_FONT_COLOR:Überworfenes Unterfangen|r|nEin gnomisches Bohrunterfangen befindet sich hier oben, doch die Goblins der Düsternisverschmolzenen sind aufgetaucht, um Chaos zu stiften.",67,133769,50
|cnWHITE_FONT_COLOR:Käfer und Larven|r|nHelft den Schädlingsbekämpfern bei einem gewaltigem Befall.,68,133773,56
|cnWHITE_FONT_COLOR:Nehmt den Schraubenschlüssel in die Hand!|r|nDie Goblins haben alle alten Probleme gelöst... und dabei jede Menge neue Probleme geschaffen!,69,133774,52
|cnWHITE_FONT_COLOR:Düsternisverschmolzene Störung|r|nDie Goblins der Düsternisverschmolzenen errichten ein Lager. Macht ihnen einen Strich durch die Rechnung!,70,133778,63
"|cnWHITE_FONT_COLOR:Relikte der Alten Götter|r|nGallywix' Handlanger haben mit Relikten der Alten Götter herumgepfuscht. Kümmert Euch darum, bevor es noch schlimmer wird!",71,133782,64
"|cnWHITE_FONT_COLOR:Abrechnen und heimzahlen|r|nHelft Nimsi, eine alte Rechnung mit dem Orden der Nacht zu begleichen.",73,133783,59
"|cnWHITE_FONT_COLOR:Denkt an die Waisen!|r|nHelft Alyza Bogenlohe dabei, blutrünstige Vergeltung an den Kobyss zu üben.",75,133786,53
"|cnWHITE_FONT_COLOR:Wenn zwei sich streiten|r|nHelft Madame Goya, das wertvolle Schwarzblut von Gallywix fernzuhalten.",76,133788,60
"|cnWHITE_FONT_COLOR:Auf Pump|r|nHelft Pamsy und ihrer Mannschaft, Gallywix' Pumpunterfangen zu sabotieren.",77,133792,54
|cnWHITE_FONT_COLOR:Spinnen gegen Mechs|r|nBringt mit nerubischer Feuerkraft Goblinmechs zu Fall.,78,133850,57
"|cnWHITE_FONT_COLOR:Wiederbeschaffung von Relikten|r|nHelft bei der Wiederbeschaffung von Artefakten, die die Astralen aus den Azurarchiven entwendet haben.",79,136927,69
"|cnWHITE_FONT_COLOR:Schattenflügel|r|nBefreit blaue Drachen, die die angreifenden Astralen mit Leere erfüllen.",80,136928,69
"|cnWHITE_FONT_COLOR:Schmettern und Schlagen|r|nSchlagt die Astralen zurück, indem Ihr ihre Infrastruktur gegen sie einsetzt.",81,136929,69
|cnWHITE_FONT_COLOR:Kulinarische Katastrophe|r|nEin Goblinkoch hat Ideen zur Ausbeutung der unerschlossenen Ressourcen der Region.,82,137352,65
"|cnWHITE_FONT_COLOR:Krokoliskenauswilderung|r|nSetzt Kanalkrokilisken aus Lorenhall in ihrem natürlichen Lebensraum aus, um die Spezies zu Schützen.",83,137516,66
"|cnWHITE_FONT_COLOR:Eine Rittermission|r|nKoboldritter haben eine bösartige Bestie in die Enge getrieben und benötigen Hilfe dabei, ihre Fährte zu ihrer Höhle zu verfolgen.",84,137714,65
"|cnWHITE_FONT_COLOR:Sprengstoffentsorgung|r|nEntsorgt den instabilen, in der Kanalisation gelagerten, Sprengstoff auf ""sichere"" Art und Weise.",85,138372,66
|cnWHITE_FONT_COLOR:Messer im Dunkel|r|nKy'veza nimmt nur die verdienstvollsten und verwegensten Ziele in ihrem Heim auf.,86,34450,70
"|cnWHITE_FONT_COLOR:Invasives Leuchten|r|nSchneidet den Wildwuchs der Lichtblüte zurück, bevor sie den Campus überwuchert!",87,144950,71
"|cnWHITE_FONT_COLOR:Belagerte Akademie|r|nBeendet die Invasion der Leere, bevor sie sich über den Campus hinaus ausbreitet!",88,144951,71
|cnWHITE_FONT_COLOR:Fakultät der Furcht|r|nEnttarnt die falschen Professoren und setzt dem Einfluss der Zwielichtklinge über die Studentenschaft ein Ende.,89,144952,71
"|cnWHITE_FONT_COLOR:Die Stellung halten|r|nHelft dabei, die Verteidigung des Sonnenbrunnens gegen den erneuten Ansturm der Leere wiederaufzubauen.",92,144941,72
|cnWHITE_FONT_COLOR:Marsch der arkanen Brigade|r|nSetzt Schildwachen gegen die Leerenpylonen der Verschlingenden Schar ein.,93,144942,72
|cnWHITE_FONT_COLOR:Bomberangriff|r|nZerstört den Stützpunkt der Verschlingenden Schar in der Leere mit Hilfe von mächtigem arkanen Sprengstoff von innen.,94,144943,72
|cnWHITE_FONT_COLOR:Ätzendes Zerschmettern|r|nSchleimschamanen von Ula'tek beschwören Schleime und Giftwellen. Haltet sie auf!,95,151764,72
"|cnWHITE_FONT_COLOR:Krokiliskenauswilderung|r|nSetzt Kanalkrokilisken aus Lorenhall in ihrem natürlichen Lebensraum aus, um die Spezies zu schützen.",96,5793,72
|cnWHITE_FONT_COLOR:Durchtriebener Faulstrunk|r|nBringt verkleidet als Euer schurkisches Alter Ego Anhänger und Kämpfer gegen Euch auf.,102,143768,74
"|cnWHITE_FONT_COLOR:Arenachampion|r|nGewinnt mehrere Kampfrunden, um den amtierenden Champion herauszufordern.",103,143769,74
"|cnWHITE_FONT_COLOR:Lichtblüteninvasion|r|nHelft den Fungianern, einen Lichtblütenangriff abzuwehren.",104,143770,74
"|cnWHITE_FONT_COLOR:Betretet Tazavesh, den Verhüllten Markt!|r|n|nKämpft Euch durch den Verhüllten Markt und beendet So'leahs Machtstreben.",107,92044,75
"|cnWHITE_FONT_COLOR:Totemvernichtung|r|nVernichtet die verfluchten Totems, die von den Blutfratzen verwendet werden, um Akil'zon in ihrem Schrein einzusperren.",108,144947,76
|cnWHITE_FONT_COLOR:Ritual unterbrochen|r|nUnterbrecht das Opferritual der Blutfratzen und rettet die Geisterklauenjungen.,109,144948,76
"|cnWHITE_FONT_COLOR:Krötal unwürdig|r|nBesiegt die Blutfratzen und brecht den Fluch, der die Amanitrolle in Froschform gefangen hält.",110,144949,76
|cnWHITE_FONT_COLOR:Giftige Dämpfe|r|nBeseitigt die toxischen Wolken in Atal'Aman.,111,158705,76
"|cnWHITE_FONT_COLOR:Krokiliskenauswilderung|r|nSetzt Kanalkrokilisken aus Lorenhall in ihrem natürlichen Lebensraum aus, um die Spezies zu schützen.",112,5793,76
"|cnWHITE_FONT_COLOR:Ungeladene Gäste|r|nHindert die Zwielichtklinge daran, mit der Leere Kontakt aufzunehmen.",113,144935,77
|cnWHITE_FONT_COLOR:Gefangen!|r|nRettet die vergessenen Geiseln in den Gruften.,114,144936,77
|cnWHITE_FONT_COLOR:Gelöste Loa|r|nBefreit einen tobenden Loa aus den Fesseln der Blutfratzentrolle.,115,144937,77
"|cnWHITE_FONT_COLOR:Warum ausgerechnet Schlangen?|r|nHelft Harrison Jones dabei, in diesen schlangenverseuchten Gruften Relikte zu finden.",116,151156,77
"|cnWHITE_FONT_COLOR:Krokiliskenauswilderung|r|nSetzt Kanalkrokilisken aus Lorenhall in ihrem natürlichen Lebensraum aus, um die Spezies zu schützen.",117,5793,77
|cnWHITE_FONT_COLOR:Listige Tore|r|nRekonstruiert das Tornetzwerk des Gewölbes und dekonstruiert die astralen Streitkräfte im Inneren!,118,138779,69
"|cnWHITE_FONT_COLOR:Der Kern des Problems|r|nSammelt die energetisierten Kerne, die benötigt werden, um den Domanaar die Kontrolle über das Sanktum zu entreißen.",124,144944,79
"|cnWHITE_FONT_COLOR:Der Gravitationseffekt|r|nNutzt die Gravitationsanziehung der Mikrosingularitäten, um Euch einen Vorteil gegenüber den Domanaar zu verschaffen.",125,144945,79
"|cnWHITE_FONT_COLOR:Nicht, was ich erwartet hatte|r|nBeseitigt das Chaos, das durch Deremius Düstertritts Lichtblütenexperimente hervorgerufen wurde.",126,144946,79
"|cnWHITE_FONT_COLOR:Teleportertrauma|r|nExperimentelle Teleporter werden eingesetzt, um die Unterfangen der Düsternisverschmolzenen in der Umgebung zu verbessern.",127,5793,79
"|cnWHITE_FONT_COLOR:Krokiliskenauswilderung|r|nSetzt Kanalkrokilisken aus Lorenhall in ihrem natürlichen Lebensraum aus, um die Spezies zu schützen.",128,5793,79
"|cnWHITE_FONT_COLOR:Herrschaft und Hoffnungslosigkeit|r|nNullaeus erwartet im Inneren all jene, die tapfer oder töricht genug sind, seine Herrschaft herauszufordern.",134,34450,81
"|cnWHITE_FONT_COLOR:Gestohlenes Mana|r|nDie Schattenwache entzieht Freund und Feind gleichermaßen Mana, um ihre Maschinen anzutreiben.",135,144524,73
"|cnWHITE_FONT_COLOR:Gefangene Tiere|r|nHetzt die Tiere des Leerensturms gegen die Schattenwache auf, um ihre Operationen zu stören.",136,144526,73
|cnWHITE_FONT_COLOR:Resultat: Katastrophal|r|nUnterbrecht die unberechenbaren Leerenexperimente der Schattenwache.,137,144528,73
|cnWHITE_FONT_COLOR:Die Schuld eines Verräters|r|nUnterbrecht die unheimlichen Rituale der Zwielichtklinge und zieht Antenorian zur Rechenschaft.,139,144779,78
"|cnWHITE_FONT_COLOR:Abstieg der Haranir|r|nVerfolgt die Reise der Haranir zurück, während der sie dem Lied Azeroths nach Harandar folgten.",140,144783,80
|cnWHITE_FONT_COLOR:Fokussierer unter Druck|r|nDie Zwielichtklinge hat die Tunnel unter Suramar infiltriert und stört die Leylinien darin.,141,144938,83
"|cnWHITE_FONT_COLOR:Leylinientechniker|r|nEntwirrt die unsichtbaren Strömungen der arkanen Macht, die unter Suramar fließen.",142,144939,83
"|cnWHITE_FONT_COLOR:Ogerbetrieben|r|nDie Zwielichtklinge hat eine Macht entfesselt, die sie nicht kontrollieren kann, sodass nun arkane Energien in den Tunneln unter Suramar verrücktspielen.",143,144940,83
"|cnWHITE_FONT_COLOR:Heißhunger der Alnmotten|r|nFüttert hungrige Almotten mit frischer Lichtblütenüberwucherung, um ihrem unkontrollierten Wachstum Einhalt zu gebieten.",149,144931,80
|cnWHITE_FONT_COLOR:Sporasaurus Spezial|r|nMassive Sporasaurier verteilen explosive Lichtblütensporen in der Kluft und müssen aufgehalten werden.,150,144932,80
"|cnWHITE_FONT_COLOR:Schattenhafte Vorräte|r|n""Befreit"" die Vorräte, die die Zwielichtklinge gesammelt hat, bevor sie sich erholen und neu bewaffnen können.",151,144933,78
"|cnWHITE_FONT_COLOR:Spiegelglanz|r|nGabby Blitzdocht hat einen Plan, die Schatten, die das Gebiet heimsuchen, mit reflektiertem Sonnenlicht zu verbannen.",152,144934,78
|cnWHITE_FONT_COLOR:Pilzgebräu|r|nTreibt die Kinder von Ula'tek aus ihren Bauten und läutert ihr Gift.,153,151355,74
|cnWHITE_FONT_COLOR:Akademisches Gegengift|r|nSammelt Gegengift und rettet die vergifteten Bewohner!,154,152313,71
"|cnWHITE_FONT_COLOR:Infiltrieren und ameliorieren|r|nSabotiert einen Plan, Ula'tek zu beschwören.",155,152588,78
|cnWHITE_FONT_COLOR:Ein verdorbener Pfad|r|nEidbrecher Ger'lok sieht nur einen Weg nach vorne: Alles mit der Leere verderben und das Chaos die Führung übernehmen lassen.,156,34450,85
"|cnWHITE_FONT_COLOR:Ein Angriff aus dem Meer|r|nSelen'vjar sieht diese turbulenten Zeiten als Gelegenheit für ihr Volk, sich zu erheben. Und mit der Macht ihrer ehemaligen Verbündeten wird sie vielleicht erfolgreich sein.",157,34450,86
"|cnWHITE_FONT_COLOR:Alterlei Kleinkram|r|nKnardinangreifer haben viele der Tortollanerältesten gefangen genommen, die zu langsam waren, um zu entkommen. Helft dabei, sie zu retten und bergt alle Güter, die die raue Art der Knardin überlebt haben.",162,154191,88
"|cnWHITE_FONT_COLOR:Minchis Knochenabenteuer|r|nDie meisten Leute würden haufenweise abgenagte Knochen abschrecken, doch für Minchi und seinen Hut handelt es sich dabei um eine Lernerfahrung, die man sich nicht entgehen lassen sollte!",163,154190,88
"|cnWHITE_FONT_COLOR:Ihre Sprache sprechen|r|nHelft den Tortollanern dabei, eine Botschaft zu übermitteln, die selbst die Knardin verstehen.",164,154189,88
|cnWHITE_FONT_COLOR:Name|r|nBeschreibung,165,5793,88
|cnWHITE_FONT_COLOR:Nacht der offenen Tür|r|nStellt Euch in der Arena Möchtegernen und Champions auf der Suche nach Ruhm.,166,154202,89
"|cnWHITE_FONT_COLOR:Spieltag|r|nKopfball, die beliebteste und zugleich brutal explosivste Sportart, die die Arena je gesehen hat, ist in vollem Gange!",167,154201,89
|cnWHITE_FONT_COLOR:Adoptionsmarathon|r|nIn dieser süßen Zurschaustellung organisierten Mordes werden knuffige Tierbabys gebändigt und Konkurrenten in die Mangel genommen.,168,154200,89
|cnWHITE_FONT_COLOR:Name|r|nBeschreibung,169,5793,89
|cnWHITE_FONT_COLOR:Herz des Giftes|r|nDer mächtige Giftpriester Azta'rec überflutet das Archipel von seinem Versteck aus mit Gift.,170,34450,90
"|cnWHITE_FONT_COLOR:Val|r|nAbtrünnige Leerenstreitkräfte haben eine dunkle Bastion der Macht in einer fernen, eisigen Welt errichtet.|r|n
Reist in die sturmgeschundene Einöde von Val und macht ihren schändlichen Plänen ein Ende.",173,34450,93
"|cnWHITE_FONT_COLOR:Naigtal|r|nDie Astralen der Hal'hadar haben eine Manaschmiedebasis in einer geheimnisvollen, pilzüberwucherten Welt errichtet.
|r|nReist in die manasatten Sümpfe von Naigtal und macht ihrer hinterlistigen Operation ein Ende.",174,34450,94
"Unter den Wellen von Atal'Utek liegt die Gezeitengebundene Grotte, eine Unterwasserhöhle im Schleier der sich wandelnden Gezeiten.",177,49081,97
"|cnWHITE_FONT_COLOR:Basiliskblitz|r|nZerstört supergeladene Schlangenmonstrositäten, bevor sie entkommen.",179,158765,73
"|cnWHITE_FONT_COLOR:Eggsplosives Wachstum|r|nDie von Kinder von Ula'tek sind in den Arkus eingedrungen und nisten in seinen Tunneln. Zerstört ihre Eier, bevor sie schlüpfen können und eine neue Welle Monster entsteht!",199,160623,83
