ID,Name_lang,Quantity,Flags
116,Blut von Isiset,1,1
117,Linkes Auge von Rajh,1,1
118,Rechtes Auge von Rajh,1,1
119,Verderbte Eierschale,1,1
120,Schattensturm,1,1
121,Mal von Khardros,1,1
122,Gunst der Skardyn,1,1
123,Finger von Throngus,1,1
129,Schraubenmutter des Gall-o-Tron,1,1
130,Alchemistenstein,1,1
132,Waagschalen des Lebens,1,1
133,Wechselimpulsblitzkondensator,1,1
134,Fänge des Schicksals,1,1
135,Der Hungerleider,1,1
136,Apparat von Khaz'goroth,1,1
137,Spinnenseidenspindel,1,1
138,Nekromantischer Fokus,1,1
139,Auge der lodernden Kraft,1,1
140,Matrixrestabilisator,1,1
141,Gefäß der Beschleunigung,1,1
142,Hinrichtungsaufschub,1,1
143,Rune von Zeth,1,1
145,Feurige Quintessenz,1,1
146,Uraltes versteinertes Samenkorn,1,1
147,Essenz der ewigen Flamme,1,1
148,Flammenjuwel,1,1
150,Siegel der Rächer,1,1
151,Witwenkuss,1,1
152,Band des Kristallgefängnisses,1,1
153,Alysrazars Band,1,1
155,Schwefelring,1,1
158,Thecks Glutsiegel,1,1
166,Notlandungsschleife,1,1
167,Siegel des großartigen Architekten,1,1
168,Band der Wiederherstellung,1,1
169,Signet des Entschlossenen,1,1
170,Ring des zerfetzten Fleisches,1,1
171,Atemloses Band,1,1
172,Ring des harten Herzens,1,1
173,Siegel des urzeitlichen Schattens,1,1
174,Endlosschleife,1,1
175,Signet der Verwebung,1,1
176,Signet der zubeißenden Mäuler,1,1
177,Ring des Zerrissenen,1,1
178,Gebogene Zwielichtklaue,1,1
179,Lichtreflexion,1,1
180,Wünsche in der Flasche,1,1
181,Kiroptyrisches Siegel,1,1
182,Verrottender Schädel,1,1
183,Feuer aus den Tiefen,1,1
184,Auge der Auslöschung,1,1
185,Zorn der Entfesselten,1,1
186,Entschlossenheit des Unsterblichen,1,1
187,Wille der Loslösung,1,1
188,Herz der Leblosen,1,1
189,Krippe des letzten Drachen,1,1
190,Vortex des Seelenwandlers,1,1
191,Gekettelter Knochenfetisch,1,1
192,Phiole voller Schatten,1,1
193,Unbeugsamer Stolz,1,1
194,Listigkeit des Grausamen,1,1
195,Herz der Windseite,1,1
196,Kompass des Sternenfängers,1,1
197,Siegel der sieben Zeichen,1,1
198,Insigne des korrumpierten Gedanken,1,1
201,Schatz der Mogu,1,0
203,Juweliersfacette,2,1
204,Familiarstein,1,0
205,Glänzender Manaedelstein,1,0
206,Dunkelmond-Karte der Nebel,1,1
207,Kristall der Angst,1,1
208,Flasche der endlosen Sterne,1,1
209,Dunkelnebelvortex,1,1
210,Essenz des Schreckens,1,1
211,Jadefigur eines Banditen,1,1
212,Jadefigur eines Wagenfahrers,1,1
213,Jadefigur einer Kurtisane,1,1
214,Jadefigur eines Magistrats,1,1
215,Jadefigur eines Kriegsfürsten,1,1
216,Lei Shens letzte Befehle,1,1
217,Licht des Kosmos,1,1
218,Qin-xis polarisierendes Siegel,1,1
219,Geister der Sonne,1,1
220,Alptraumgespinst,1,1
221,Schrecken in den Nebeln,1,1
222,Phiole mit Drachenblut,1,1
223,Band der explodierenden Novä,1,1
224,Kreis der zerbrechlichen Seele,1,1
225,Schreckensschattenring,1,1
226,Fengs Ring der Träume,1,1
227,Fengs Siegel der Bindung,1,1
228,Fragment der fleischgewordenen Angst,1,1
229,Schmerzhafter Dornenring,1,1
230,Regails Band der Unendlichkeit,1,1
231,Ring des klingenbewehrten Sturms,1,1
232,Ring des geborstenen Panzers,1,1
233,Siegel des Profanen,1,1
234,Rubinsignet des Wesirs,1,1
235,Siegel der Wasserseele,1,1
236,Kuriosität des Goldenen Lotus,1,1
237,Kuriosität der Shado-Pan,1,1
238,Kuriosität der Shado-Pan,1,1
239,Protzige schwarze Diamantringe,1,1
240,Robuste Falle,1,0
241,Brutales Insigne der Herrschaftsoffensive,1,1
242,Großes Insigne der Operation Schildwall,1,1
243,Geringes Insigne der Herrschaftsoffensive,1,1
244,Geringes Insigne der Operation Schildwall,1,1
245,Kuriosität der Operation Schildwall,1,1
246,Kuriosität der Herrschaftsoffensive,1,1
247,Herausforderungskarte,1,0
249,Blutverkrustete Sprungwelle,1,1
250,Kuriosität des Shado-Pan-Vorstoßes,1,1
251,Jin'rokhs Seelenkristall,1,1
252,Shamurus Ring,1,1
253,Jin'rokhs Traumsplitter,1,1
254,Durumus eingefangener Augapfel,1,1
255,Dornenschuppensiegel,1,1
256,Zeichen des blutbefleckten Gottes,1,1
257,Durumus abgetrenntes Tentakel,1,1
258,Ro'shaks Andenken,1,1
259,Band des geschuppten Tyrannen,1,1
260,Versteinertes Auge des Basilisken,1,1
261,Finsteres Juju,1,1
262,Odem der Hydra,1,1
263,Cha-Yes brillante Essenz,1,1
264,Filigrane Phiole des Blutsaugers,1,1
265,Legendäre Feder von Ji-Kun,1,1
266,Kraft der Zandalari,1,1
267,Blick der Zwillinge,1,1
268,Horridons letzter Atemzug,1,1
269,Verzierter Beutel mit Hydraeiern,1,1
270,Ji-Kuns Aufwind,1,1
271,Blitz-verzauberter Kelch,1,1
272,Primordius' Talisman der Wut,1,1
273,Renatakis Seelentalisman,1,1
274,Rune der Neuerschaffung,1,1
275,Seelenbarriere,1,1
276,Funken von Zandalar,1,1
277,Gestohlenes Relikt von Zuldazar,1,1
278,Talisman des Blutdurstes,1,1
279,Unfehlbarer Blick des Lei Shen,1,1
280,Wushoolays letzte Wahl,1,1
281,Kuriosität der Offensive der Kirin Tor,1,1
282,Kuriosität des Sonnenhäscheransturms,1,1
283,Talisman des Shado-Pan-Vorstoßes,1,1
287,Umhang der Tugend,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,Xuens Disziplin,1,1
296,Yu'lons Biss,1,1
297,Chi-Jis Nachsinnen,1,1
298,Xuens Tatkraft,1,1
299,Niuzaos Entschlossenheit,1,1
300,Versteinerter Minzblattring,1,1
301,Galakras' erloschene Glut,1,1
302,Iyyokuks vererbter Siegelring,1,1
303,Siegel des ewigen Leids,1,1
304,Siegelring der düsteren Wut,1,1
305,Laserschnittsiegelring,1,1
306,Siegelring der Dinomanten,1,1
307,Signet des Leidenswegs,1,1
308,Asgorathisches Blutsiegel,1,1
309,Siegelring der Vergessenen Könige,1,1
310,PH,1,1
311,Blutklaues Band,1,1
312,Galakronds Kontrollband,1,1
313,Ring des Eisengrabs,1,1
314,Band des Teufelszahns,1,1
315,PH,1,1
316,Realitätenreißerring,1,1
317,Siegelring der schnellen Schlange,1,1
318,Ring der rastlosen Energie,1,1
319,Kilruks Band der Vormacht,1,1
320,Garantierte Konsequenzen,1,1
321,Geläuterte Bindungen von Immerseus,1,1
322,Nazgrims glänzendes Insigne,1,1
323,Fusionsfeuerkern,1,1
324,Rooks Pechbringer,1,1
325,Fokussierkristall des eisernen Kolosses,1,1
326,Galakras' böser Blick,1,1
327,Prismatisches Stolzgefängnis,1,1
328,Kardris' toxisches Totem,1,1
329,Haromms Talisman,1,1
330,Siegel der Raserei,1,1
331,Kristall des aufbrausenden Zorns,1,1
332,Thoks säuregekerbter Zahn,1,1
333,Thoks Schwanzspitze,1,1
334,Phiole der lebenden Verderbnis,1,1
335,Fluch der Hybris,1,1
336,Skeers blutgetränkter Talisman,1,1
337,Deformiertes Samophlang der Diskontinuität,1,1
338,Schwarzes Blut von Y'Shaarj,1,1
339,Tickender schwarzer Detonator,1,1
340,Schwarzfelstiegel,3,0
341,Warlords - hergestellt,3,1
342,Gegenstand aus dem Ingenieurlabor,1,0
343,Garnisonsfrucht,5,0
344,Verzauberungsillusion,1,0
345,Band des Erzmagiers,1,1
346,Legion - hergestellt,3,1
347,Geisterpiratenring,1,1
348,Säblerauge,1,1
349,Dämonenschrecken,1,1
350,Hergestelltes Relikt,1,1
351,Blutrote Phiole,3,0
352,Schlüpfriges Gebräu,2,0
353,Test Item Limit Category Crafted,3,1
357,Legion - legendär,1,1
358,Bänder des Eindringlings,1,1
359,Schmuckstücke des Eindringlings,1,1
360,Violette Siegel,1,1
361,Augen der Hunde,1,1
362,Pfad der Titanen,1,1
463,Krakenauge,1,1
464,Krakenaugenring,1,1
465,Rote Lochkarte,1,1
466,Gelbe Lochkarte,1,1
467,Blaue Lochkarte,1,1
468,Leviathanauge,1,1
469,Leviathanaugenring,1,1
471,Phiole des Gleichmuts,3,0
472,Dunkelmond-Kartenset,1,1
473,Legendärer hergestellter Gegenstand der Schattenlande,1,1
474,Medaillons des Gladiators,1,1
481,Shadowlands - hergestellt,1,1
482,Blutsplitter von Rev,1,1
483,Blutsplitter von Jas,1,1
484,Blutsplitter von Bek,1,1
486,Frostsplitter von Cor,1,1
487,Frostsplitter von Kyr,1,1
488,Frostsplitter von Tel,1,1
489,Unheiliger Splitter von Dyz,1,1
490,Unheiliger Splitter von Oth,1,1
491,Unheiliger Splitter von Zed,1,1
492,Persönliche Melodie,1,1
493,Kampfrhythmen,1,1
494,Pocopocharmonie,1,1
496,Erleuchtet legendär,1,1
501,Primalistenedelstein,1,1
502,Götze der Aspekte,1,1
503,Inschriftenkundekopf,1,1
504,Herbeigezauberter Nachtisch,1,0
505,Werkzeugsatz,1,1
506,Kopf,1,1
507,Verzauberfokus,1,1
508,Rücken,1,1
509,Lupe,1,1
510,Brust,1,1
511,Hände,1,1
512,Verziert,2,1
513,Rücken,1,1
514,Brust,1,1
515,Hände,1,1
516,Kopf,1,1
517,Werkzeugsatz,1,1
518,Rücken,1,1
519,Brust,1,1
520,Hände,1,1
521,Kopf,1,1
522,Rücken,1,1
523,Brust,1,1
524,Hände,1,1
525,Kopf,1,1
526,Werkzeugsatz,1,1
527,Rücken,1,1
528,Brust,1,1
529,Hände,1,1
530,Kopf,1,1
531,Werkzeugsatz,1,1
532,Rücken,1,1
533,Brust,1,1
534,Hände,1,1
535,Kopf,1,1
536,Rücken,1,1
537,Brust,1,1
538,Hände,1,1
539,Kopf,1,1
540,Rücken,1,1
541,Brust,1,1
542,Hände,1,1
543,Kopf,1,1
544,Werkzeugsatz,1,1
545,Rücken,1,1
546,Brust,1,1
547,Hände,1,1
548,Kopf,1,1
549,Werkzeugsatz,1,1
550,Rücken,1,1
551,Brust,1,1
552,Hände,1,1
553,Kopf,1,1
554,Werkzeugsatz,1,1
555,Rücken,1,1
556,Brust,1,1
557,Hände,1,1
558,Kopf,1,1
559,Rücken,1,1
560,Brust,1,1
561,Hände,1,1
562,Kopf,1,1
563,Rücken,1,1
564,Brust,1,1
565,Hände,1,1
566,Kopf,1,1
567,Werkzeugsatz,1,1
568,Kobaltring der Macht,1,1
569,Alarmgeschütz 2000,1,1
570,Bogenlichtvitalkorrektoren,1,1
571,Atem von Neltharion,1,1
572,Geerdete Schaltkreise,1,1
573,Ebenenvertauscher,1,1
574,Polaritätsverstärker,1,1
575,Teilchenbeschleuniger 2000,1,1
596,Mojokristall,1,0
597,Verwesungsresistenter Kessel,1,0
598,Flüchtige Phiole,2,0
599,Schattenflammenraketen,1,1
600,Tiefenschlüsselstein,5,0
607,Flüchtiges Fläschchen,1,0
608,Flüchtiger Trank,20,0
614,Diamant der Algari,1,1
643,Prototyp,1,0
644,Füße,1,1
645,Blitzkette,1,1
646,Übertaktete S.E.L.F.I.E.-Kamera,1,1
647,Irdener Lieferbohrer,1,1
648,Herzsuchender Gesundheitsinjektor,1,1
649,Berufstasche,2,0
650,Weberschnurfäden,100,0
651,Weberschnurfertigkeitsfaden,100,0
652,Geisterfisch,1,0
653,Bester Freund,1,0
