ID,Text_lang
15,"Die Scharfschützen des Unsichtbaren Pfads haben ihre Fähigkeiten so sehr verfeinert, dass sie einen Gegner sogar bei äußerst schlechten Sichtverhältnissen treffen."
16,"Selbst bei sehr schlechten Wetterverhältnissen und äußerst schwachen Spuren sind die Unsichtbaren Fährtenleser in der Lage, ihre Beute weidgerecht zu verfolgen und zu erlegen."
17,"Alle Jäger verfügen über in der freien Natur anwendbare Fähigkeiten, aber Pfadfinder sind diesem Lebensstil vollkommen angepasst. Sie überleben nicht nur freiwillig in der Wildnis, sondern setzen das Gelände auch auf unvergleichliche Weise zum Nachteil ihrer Gegner ein."
18,"Obwohl die meisten Magier Elementare als unberechenbar ansehen, haben Frostmagier seit Jahrhunderten Wasserelementare als ihre magischen Familiare auserwählt."
19,Arkangolems sind durch mächtige Zauber belebt und wurden von meisterlichen Stein- und Metallarbeitern erschaffen. Sie verteidigen Magier mit roher Gewalt.
20,Die Tirisgarde rekrutiert nur die begabtesten Zauberwirker als Lehrlinge. Schon ihre Neulinge sind mächtiger als die Meister von niederen Orden.
21,"Die Herbeirufer der Kirin Tor beherrschen den Umgang mit arkanen und elementaren Mächten ausgezeichnet. Sie blicken auf ein Vermächtnis zurück, das Nielas Aran, den Vater von Medivh, einschließt, und ihre magischen Künste sind unvergleichlich."
22,"""Körperliche Stärke kommt von außen, aber Seelenstärke von innen."" - Furorion"
23,"Ochsenadepten sind in einem Kampfstil ausgebildet, der es ihnen erlaubt, länger als die meisten Gegner durchzuhalten. Sie haben geschworen, die Schwachen mit all ihrer Kraft zu schützen."
24,"Nur die robustesten Ochsenmönche sind entschlossen und widerstandsfähig genug, um zum Meister aufzusteigen. Oft müssen sie sich vorher in einer Prüfung ihren schlimmsten Ängsten stellen und sie alle überwinden."
25,"""Stärke und Macht sind so unterschiedlich wie Sonne und Mond."" - Xuen, der Weiße Tiger"
26,"Die Tigeradepten sind in blitzschnellen Schlagabfolgen geübt und wissen, dass Zurückhaltung und der perfekte Zeitpunkt des Zuschlagens wichtiger sind als die Härte des Schlags."
27,Die Meister auf dem Weg des Tigers sind schnell und besonnen. Sie machen sich Geduld und Kraft auf unvergleichliche Weise zunutze und stellen ihre innere Stärke in den Dienst anderer.
28,"Obwohl viele Knappen der Silbernen Hand danach streben, eines Tages ebenfalls Ritter zu werden, sehen viele es als Ehre an, jemandem zu dienen, der sich selbst vollkommen in den Dienst des Lichts gestellt hat."
29,"Die meisten Paladine der Silbernen Hand stürmen auf Schlachtrössern in den Kampf, doch sind Schildträger auf den Abwehrkampf spezialisiert und bilden einen undurchdringlichen Schutzwall."
30,"Die Ritter der Silbernen Hand widmen sich ebenso hingebungsvoll ihrem Kampftraining wie ihren täglichen Gebeten. Sie verfeinern ihre Kampffertigkeiten, um die Schwachen und Unschuldigen besser schützen zu können."
31,"Templer der Silbernen Hand verfügen nicht nur über die besten Kampffähigkeiten, ihr Verhalten ist auch über jeden Zweifel erhaben. Stärke und Klarheit des Geistes sind absolute Voraussetzungen, und nur wer beides besitzt, darf sich Champion nennen."
32,"Akolythen der Konklave stehen meist erst am Anfang ihres spirituellen Wegs. Sie besitzen deshalb ungeheure Lernbereitschaft und sind begierig, angeleitet zu werden und Aufgaben zu übernehmen."
33,Paragons der Konklave üben ihre Macht über das Licht mit präziser Fachkenntnis aus. Im Laufe der Jahre wurden sie berühmt für ihre peinlich genauen Studien und Interpretationen von Texten.
34,"Die Zeloten der Konklave sind ergebene Kleriker, die sich strengen körperlichen Züchtigungen einschließlich schmerzhafter Selbstgeißelung unterwerfen. Sie erdulden freiwillig Qualen, um zu geistiger Erleuchtung zu gelangen."
35,"Die finsteren, geheimnisvollen Riten der dunklen Zeloten treiben treu praktizierende Gläubige an den Rand ihrer Belastbarkeit und darüber hinaus. Wer überlebt, ist in der Lage, vollkommen mit den Schatten zu verschmelzen."
36,"Banditen werden oft als gewöhnliche Kriminelle bezeichnet. Sie werden von den Ungekrönten gerne dazu benutzt, Informationen und Waren mithilfe von Verstohlenheit oder roher Waffengewalt zu besorgen."
37,"Die abgebrühten Gesetzlosen der Bruderschaft der Defias trotzen korrupten Edelleuten und tragen rote Kopftücher, die das vergossene Blut der Unterdrückten symbolisieren sollen."
38,"""Ein Duellring... hier? Na ja, wenn sie schon degenerierte Spielernaturen sein wollen, können sie sich wenigstens in Form halten."" - Jorach Rabenholdt"
39,"Blutsegelbukaniere kämpfen gleichermaßen gut an Land oder auf See, egal, ob nüchtern oder nicht. Der Anblick ihrer blutroten Segel am Horizont genügt, um ihre Feinde zur Kapitulation zu bewegen, bevor auch nur eine Kanone abgefeuert wurde."
40,Geringe Elementare nehmen in der Hierarchie der Elementare die unteren Ränge ein und überwältigen ihre Feinde durch ihre schier unendliche Anzahl.
41,Nur die mächtigsten Schamanen können einen großen Elementar beschwören und befehligen. Anderenfalls könnte der große Elementar sich gegen sie wenden und sie für ihre Überheblichkeit bestrafen.
42,"""Es bedarf keiner Ohren, um die Erde unter Euren Füßen zu hören, da sie keiner Worte bedarf, um zu sprechen."" - Erdenruferin Yevaa"
43,"""Es wird schwierig für Eure Feinde, Euch zu besiegen, wenn Ihr den Boden unter ihren Füßen befehligt."" - Geomant Jakara"
44,"Bewanderte Luftschamanen fungieren als lebendes Gefäß für die Elemente und hüllen sich in den Zorn des Sturms, um zum Luftaszendenten zu werden."
45,"Feueraszendenten erfüllen ihre Körper mit Flammen und werden eins mit dem Inferno, um ihre Feinde bis auf die Knochen zu versengen."
46,Wasseraszendenten entsagen dem Fleisch und sind ganz dem Element des Wassers zugetan. Sie machen sich die vielfältigen und reinigenden Eigenschaften der Meere zunutze und verfügen über die gleiche gewaltige Kraft wie die Ozeane selbst.
47,"In der Rangordnung der Dämonen eher weit unten angesiedelt, werden Wichtel oft wegen ihrer mangelnden Widerstandskraft unterschätzt. Doch in einer Gruppe ersetzen sie schnell die Gefallenen, und die wahre Bedrohung durch sie liegt darin, dass es schwierig ist, jeden einzelnen von ihnen zu töten."
48,"""Ich weiß nicht, wo sie herkamen. Eben noch ließ ich Höllenfeuer auf meine Feinde niederregnen und plötzlich schwärmten diese kleinen Biester überall herum und warfen mit Teufelsblitzen um sich."" - Lulubell Zischknall"
49,"Die Akolythen der Schwarzen Ernte sind bereit, für das von ihnen verfolgte, verbotene Wissen alles zu opfern, auch sich gegenseitig. Viele der neu hinzugekommenen Akolythen werden nach experimentellen Ritualen tot aufgefunden."
50,"Nur selten erreichen die Akolythen der Schwarzen Ernte den Rang eines Herbeirufers, da sie oft von den dunklen Energien verschlungen werden, die sie als Teil ihres Aufstiegs anrufen."
51,"""Die von uns gefangenen genommenen Vrykul betrachteten ihre gefallenen Kameraden mit einer merkwürdigen Traurigkeit. Sie sahen so aus, als ob sie die Toten beneideten."" - König Varian Wrynn"
52,"Valarjar, die sich im Jenseits bewährt haben, werden mit Körpern belohnt, die aus reinem Metall gegossen und in Blitze aus den Himmeln gehüllt wurden."
53,"Schildmaiden sind von ihrer Einstellung und ihrer Taktik her sehr direkt. Sie wollen sich im Kampf bewähren, damit ihr Name bis in alle Ewigkeit in Odyns Hallen der Tapferkeit in Erinnerung bleibt."
54,"Die mächtigsten Schildmaiden werden von den Valkyra erwählt, um Eyir zu dienen, einer Hüterin der Titanen. Wenn eine Schildmaid der Valkyra heldenhaft stirbt, kann sie erwählt werden, um eine der legendären Val'kyr zu werden."
55,"Niuzaos Echo ist stark und unnachgiebig. Es ist in der Lage, selbst den härtesten Feinden standzuhalten."
56,Chi-Jis Echo stellt mit seinem wunderschönen Lied die Lebensgeister von Verbündeten wieder her und erfüllt sie mit Energie und Zielstrebigkeit.
57,"Xuens Echo verkörpert die Wildheit und List des himmlischen Tigers, was auf dem Schlachtfeld zu unglaublichem Schaden führt."
58,"Dieser Wächter ruft längst vergessene Energien aus Konflikten der Vergangenheit herbei und bildet eine Verbindung zur grausamen Seite der Natur und zum Kreislauf von Leben und Tod, der die gesamte Schöpfung regiert."
59,"Mächtige Echos der Erhabenen verleihen ihren auserwählten Verbündeten mehr Stärke, Wiederherstellung und Wildheit."
61,"Monstrositäten sind aus verschiedenen Leichen zusammengenäht. Diese großen, zähen, untoten Unholde sind mit Äxten und Haken bewaffnet und bereit, ihre Feinde mit einem einzigen Schlag zu zerfetzen."
64,"Sie stürzen voller Zorn und Rache auf den gefrorenen Schwingen ihrer Reittiere auf ihre Opfer hinab. Wer den Frosthäschern begegnet, lernt schnell, den offenen Himmel zu fürchten."
65,"Die hoch über das Schlachtfeld aufragenden, sechsarmigen Dämonenpriesterinnen toben mit ihren Klingen durch die Reihen der Feinde. Wer diesen Monstrositäten begegnet, sollte alle Hoffnung auf einen fairen Kampf fahren lassen."
66,"Die Wächter des Hains der Träume werden bereits im Kindesalter rekrutiert und ausgebildet. Von ihren Familien getrennt, entwickeln sie ein solch enges Band zum Hain selbst, dass sie körperlichen Schmerz empfinden, sollte ihm Schaden zugefügt werden."
67,"Diese Meister der Jagdkunst und des Hinterhalts trifft man nur selten unter den Nachtgeborenen an. Sie nutzen oft die Pfade des Arkus zu ihrem Vorteil und verschwinden, bevor Gegner sie überhaupt bemerkt haben."
68,Diese dem Schutz der Kirin Tor verschworenen Wächter sind bestens ausgebildet und stellen auf jedem Schlachtfeld eine erschreckende Einheit dar. Mit messerscharfer Präzision entfesseln sie koordinierte Angriffe auf die feindlichen Linien.
69,"Während viele Schüler der mönchischen Tradition sich einem bestimmten Erhabenen widmen, glauben die Meister der Ruhe, dass eine ausgeglichenere Herangehensweise sie der Erleuchtung näherbringen wird."
70,"Die Kreuzfahrer der Silbernen Hand sind an den schlimmsten Kampfschauplätzen das Mittel der Wahl, um schier unüberwindbare Hindernisse zu beseitigen."
71,"Wenn Ihr je einen vermummten Priester auf Euch zukommen seht, macht kehrt und geht in die andere Richtung. Oder besser noch, lauft."
72,"Rabenholdts persönliche Garde. Sie verlassen das Anwesen nur, wenn eine ""besondere"" Gelegenheit es verlangt."
73,"Obwohl er sich noch immer von der Großen Zerschlagung erholt, folgt der Irdene Ring dem Ruf zu den Verheerten Inseln. Die Bedrohung durch die Legion ist zu groß, als dass nicht alle ihren Anteil leisten müssen."
74,"Gewaltige Schläger, die von der Zerstörung leben. Viele glauben, sie wären hirnlose Bestien, aber für Dämonen sind sie eigentlich recht intellektuell."
75,"Nur die Besten der Besten, die bewährtesten und kampferprobtesten Soldaten schaffen es bis in die Stoßtrupps."
76,"Die Lichtgeschmiedeten sind unerschütterliche Soldaten in einem Krieg, der nicht zu gewinnen ist. Im Glanz des Lichts und mit heiligem Feuer als Waffe schlagen sie mühelos eine Schneise durch Heerscharen geringerer Dämonen."
77,Die Krokul sind der Auslöschung entgangen und haben auf der höllischen Oberfläche von Argus überlebt. Sie sind Überlebenskünstler.
78,"Die Zerschlagenen von Eredath entgingen der Teufelsmagie, nur um der Leere anheimzufallen. Der Geist einiger Leerenberührter wurde geläutert, doch sie bleiben untrennbar an die Schatten gebunden."
79,"Selbst für Mitglieder dieses mächtigen Taurenstammes gelten die Krieger der Grimmtotems als außerordentlich aggressiv. Sie sind für ihre Boshaftigkeit bekannt, und dafür, dass sie auch ohne Provokation zuschlagen. Mit diesen grimmigen Soldaten an ihrer Seite, ist Magtha nicht zu unterschätzen."
80,"Die Krieger der Grimmtotems kämpfen, um die Feinde der Tauren zu vernichten. Für die Grimmtotems sind beinahe alle Völker Feinde der Tauren. Solange sich Magatha jedoch im Mahlstrom aufhält, werden die Grimmtotems den Irdenen Ring unterstützen."
181,Ein angeheuerter Veteranentrupp.
182,"Steinschmeißer liebt es, seinen Sündenstein zu schleudern. Das zermalmte Fleisch und die knackenden Knochen lassen ihn in freudiges Kichern ausbrechen, während seine Gegner der Last seiner vergangenen Verbrechen erliegen."
