ID,Name_lang,Description_lang,Flags,ClassMask,SpellIconFileID,RaceMasks[0],RaceMasks[1]
227,Pfad des Helden: Dragonflight,"Teleportiert Euch zum Eingang eines Dungeons von Dragonflight, für den Ihr den ""Schlüsselsteinheld""-Erfolg errungen habt. Die Abklingzeit dieser Zauber wird zurückgesetzt, sobald Ihr einen mythischen Schlüsselsteindungeon abschließt.",0,-1,519384,-1,-1
229,Himmelsreiten,"Schwingt Euch auf einem Flugreittier in die Lüfte und nutzt diese Fähigkeiten, um durch die Luft zu fliegen.",0,-1,4640486,-1,-1
230,Pfad des Helden: Cataclysm,"Teleportiert Euch zum Eingang eines Dungeons von Cataclysm, für den Ihr den ""Schlüsselsteinheld""-Erfolg errungen habt. Die Abklingzeit dieser Zauber wird zurückgesetzt, sobald Ihr einen mythischen Schlüsselsteindungeon abschließt.",0,-1,519384,-1,-1
231,Pfad des Helden: Schlachtzüge von Dragonflight,"Teleportiert Euch zum Eingang eines Schlachtzugs von Dragonflight. Nur verfügbar, nachdem Ihr den Erfolg 'Mythisch: Erweckt die Schlachtzüge von Dragonflight' errungen habt.",0,-1,519384,-1,-1
232,Pfad des Helden: The War Within,"Teleportiert Euch zum Eingang eines Dungeons von The War Within, für den Ihr den ""Schlüsselsteinheld""-Erfolg errungen habt. Die Abklingzeit dieser Zauber wird zurückgesetzt, sobald Ihr einen mythischen Schlüsselsteindungeon abschließt.",0,-1,519384,-1,-1
235,Kriegsmeuten,Maximiert das gemeinsame Potenzial Eurer Kriegsmeute mit diesen Fähigkeiten.,0,16383,6124644,-1,-1
236,Zahlenfolgen,Gebt eine Zahlenfolge in ein Gerät in der Nähe ein.,0,-1,3610509,-1,-1
237,Perennius' Himmelsarsenal,"Fähigkeiten von Perennius, um gegen gewisse Legionsgegner zu bestehen. Nur in Himmelsangriffen verwendbar.",0,-1,1029590,-1,-1
238,Messer schärfen,Verschiedene Techniken zum Schärfen Eures Messers.,0,-1,4046656,-1,-1
239,Kräuter überladen,Verschiedene Techniken zum Überladen von besonderen Kräutern.,0,-1,4554443,-1,-1
240,Erz überladen,Verschiedene Techniken zum Überladen von besonderen Erzadern.,0,-1,4554442,-1,-1
241,Grüner Daumen,Verschiedene Techniken zum Einsatz Eures grünen Daumens.,0,-1,348566,-1,-1
242,Pfad des Helden: Schlachtzüge von The War Within,"Teleportiert Euch an den Eingang eines Schlachtzugs von The War Within. Wird verfügbar, nachdem die maximale Ruhmstufe bei bestimmten Fraktionen erreicht oder andere heroische Taten vollbracht wurden.",0,-1,519384,-1,-1
243,Flugstil: Himmelsreiten,"Modifiziert, wie Eure Reittiere durch die Lüfte fliegen.",0,-1,5145511,-1,-1
244,Pfad des Helden: Saison 1 von Midnight,"Teleportiert Euch zum Eingang eines saisonalen Dungeons, für den Ihr den ""Schlüsselsteinheld""-Erfolg errungen habt. Die Abklingzeit dieser Zauber wird zurückgesetzt, sobald Ihr einen mythischen Schlüsselsteindungeon abschließt.",0,-1,511651,-1,-1
245,Fleisch schneiden,Verschiedene Techniken zum Fleischschneiden bei der Kürschnerei.,0,-1,1059120,-1,-1
246,Pfad des Helden: Midnight,"Teleportiert Euch zum Eingang eines Dungeons von Midnight, für den Ihr den ""Schlüsselsteinheld""-Erfolg errungen habt. Die Abklingzeit dieser Zauber wird zurückgesetzt, sobald Ihr einen mythischen Schlüsselsteindungeon abschließt.",0,-1,519384,-1,-1
247,Fallen,"Verlangsamt Sucher, leitet sie irre oder behindert sie auf andere Weise bei ihrer Jagd auf Versteckte.",0,0,461122,0,0
