ID,Title_lang,Description_lang,WorldPosition[0],WorldPosition[1],Type,PlayerConditionID,QuestID,LfgDungeonID,RewardItemID,UiTextureAtlasMemberID,UiTextureKitID,MapID,AreaTableID
40,Zuldazar,Gewinnt das Vertrauen von König Rastakhan und dem Rat der Zanchuli!,-1489.27,1024.34,1,54073,47514,0,0,0,0,1642,0
41,Nazmir,Reist mit Prinzessin Talanji in den dunklen Morast von Nazmir und bereitet der Bedrohung durch die Bluttrolle ein Ende!,1920.37,939.103,1,54075,47512,0,0,0,0,1642,0
42,Vol'dun,"Die Geheimnisse von General Jakra'zet verbergen sich irgendwo im Sand. Reist zu den Dünen und sammelt Beweise, um ihn seines Amtes zu entheben!",2545.47,3837.28,1,54076,47513,0,0,0,0,1642,0
43,Der Tiragardesund,Bringt die Korruption in Boralus ans Licht und verdient Euch das Vertrauen von Katherine Prachtmeer.,584.562,-77.9022,1,61846,47960,0,0,0,0,1643,0
44,Drustvar,Lord und Lady Kronsteig sind enge Verbündete des Hauses Prachtmeer. Untersucht ihr plötzliches Verschwinden und die beunruhigenden Gerüchte aus Drustvar.,-454.389,2574.49,1,61848,47961,0,0,0,0,1643,0
45,Das Sturmsangtal,Die legendäre Flotte von Kul Tiras ist verschwunden. Sucht bei den zurückgezogenen Ozeanmystikern des Hauses Sturmsang nach Antworten!,2513.85,537.756,1,61849,47962,0,0,0,0,1643,0
148,Tiragardesund,Helft Schattenjäger Ty'jin im Tiragardesund.,-295,-1473,1,61822,51800,0,0,0,262,1643,0
149,Drustvar,Helft Gallywix und Etrigg in Drustvar.,-413,4110,1,61823,51801,0,0,0,262,1643,0
150,Sturmsangtal,Helft Rexxar im Sturmsangtal.,3941,469,1,61824,51802,0,0,0,262,1643,0
151,Zuldazar,Helft Kelsey Stahlfunken in Zuldazar.,-1410,-663,1,61798,51570,0,0,0,261,1642,0
152,Nazmir,Helft Brann Bronzebart in Nazmir.,2084,184,1,61800,51571,0,0,0,261,1642,0
153,Vol'dun,Helft den Allianzstreitkräften in Vol'dun.,2840,4199,1,61799,51572,0,0,0,261,1642,0
161,Skoldushalle,Wärter Skoldus und seine wilden Bestien quälen die in diesen Hallen angeketteten Seelen.,300,700,1,34450,60092,0,0,0,0,2162,0
162,Frakturkammern,"In diesen Kammern werden Gefangene aus Maldraxxus festgehalten, um ihnen ihre Knochen wieder und wieder zu brechen.",325,300,1,34450,60099,0,0,0,0,2162,0
163,Die Seelenschmieden,"Glühend heiße Schmieden, in denen Seelen buchstäblich eingeschmolzen und zu Rüstungen und Waffen für die Armee des Kerkermeisters geschmiedet werden.",400,700,1,34450,60100,0,0,0,0,2162,0
164,Totenseelenzwischenraum,"Ein merkwürdiger, unbeständiger Ort zwischen den Zellenblöcken, in dem die Schemen jener Seelen hausen, die durch die Qualen sogar vergessen haben, wer sie einst waren.",425,300,1,34450,60101,0,0,0,0,2162,0
165,Kakophonus,Der windgepeitschte Horst der schlundgebundenen Kyrianer.,500,700,1,34450,60102,0,0,0,0,2162,0
166,Missgestaltungsflügel,"Hier experimentieren Totenbeschwörer und Seelenschänder an Seelen und verwandeln sie in schreckliche, düstere Monstrositäten.",525,300,1,34450,60103,0,0,0,0,2162,0
167,Reich der Dunkelheit,"Ein Ort, den das Licht praktisch nie erreicht. Verstohlene Schurken, Hunde, Ratten, Seelenfresser und die Geister der Vergessenen lauern überall.",600,700,1,34450,60104,0,0,0,0,2162,0
168,Glockenturm der Sündenfresser,"Eine temporäre Zuflucht für die Venthyr, die dem Kerkermeister treu ergeben sind.",625,300,1,34450,60105,0,0,0,0,2162,0
169,Die Oberen Ebenen,Hier bringt der Kerkermeister seine wertvollsten Gefangenen unter... und seine gefährlichsten Leutnants.,700,700,1,34450,60106,0,0,0,0,2162,0
171,Die Gewundenen Hallen,"Ein Bereich von Torghast ohne ersichtlichen Anfang oder Ende... nur endlose Hallen, die sich unendlich weit nach oben winden...",250,500,1,34450,60107,0,0,0,0,2162,0
172,Bastion,"Jene, die ihr Leben der Diensterfüllung gewidmet haben, folgen dem Ruf der Bastion, um die Seelen der Verstorbenen in die Schattenlande zu tragen.",-2000,-4600,1,87724,62275,0,0,0,0,2222,0
173,Maldraxxus,"Maldraxxus ist die Wiege der nekromantischen Magie und ein Ort, an dem ehrgeizige Seelen aufblühen.",2500,-2000,1,87723,62278,0,0,0,0,2222,0
174,Ardenwald,"Der Ardenwald ist ein Reich der endlosen Wiederherstellung, das von den Nachtfae gehütet wird.",-7000,800,1,87725,62277,0,0,0,0,2222,0
175,Revendreth,"Revendreth ist die Heimat der Venthyr, der Ernter der Sünden. Elende Seelen kommen an diesen Ort, um Erlösung zu finden... und um den ewigen Qualen des Schlunds zu entgehen.",-2500,7000,1,87726,62279,0,0,0,0,2222,0
176,Torghast,"Torghast ist der Machtsitz des Kerkermeisters. Einst war der Turm ein Gefängnis für die gefährlichsten Seelen des Kosmos, doch jetzt sind darin viele Unschuldige gefangen und zu ewigen Qualen verdammt.",3500,7000,1,93245,64846,0,0,0,0,2222,0
177,Schlachtfelder,"Die Mittler von Oribos rekrutieren eifrige Wettstreiter, um sie auf konfliktreichen Schlachtfeldern gegeneinander kämpfen zu lassen. Ihr Ziel: Durch Beobachtung lernen.",-2100,1300,1,93585,65031,0,0,0,0,2222,0
178,Portal der Smaragdgärten,"Ein längst vergessener ruhender Stein, der in den sattgrünen Hügeln der Ebenen von Ohn'ahra verborgen liegt.",-1379.76,4499.69,1,101296,70706,0,0,0,0,2444,0
181,Küste des Erwachens,Die Küste des Erwachens ist die Heimat des schwarzen und roten Drachenschwarms.,3200,0,1,103950,72266,0,0,0,0,2444,0
182,Ebenen von Ohn'ahra,Die Ebenen von Ohn'ahra sind die Heimat der Zentauren und des grünen Drachenschwarms.,-1000,2600,1,103951,72267,0,0,0,0,2444,0
183,Azurblaues Gebirge,Das Azurblaue Gebirge ist die ehemalige Heimat des blauen Drachenschwarms.,-3300,-1000,1,103952,72268,0,0,0,0,2444,0
184,Thaldraszus,Thaldraszus ist der Sitz der Drachenaspekte und Heimat des bronzenen Drachenschwarms.,0,-2000,1,103953,72269,0,0,0,0,2444,0
185,Theramore,Untersucht eine Versammlung abtrünniger Magier in den Ruinen von Theramore.,-2000,6000,1,110001,72939,0,0,0,0,-1,14620
186,Winterquell,Helft Haleh in Winterquell bei ihrer Arbeit mit Artefakten.,1750,5500,1,110002,72656,0,0,0,0,-1,14620
187,Kristallsang,Macht im Kristallsangwald ein uraltes Übel wieder gut.,6500,500,1,110003,73091,0,0,0,0,-1,14620
188,Jadewald,Trefft Euch im Jadewald mit Kalecgos' alter Freundin Kirygosa.,-5200,250,1,110004,73227,0,0,0,0,-1,14620
189,Beutebucht,"Rettet Zeros, einen hoch verschuldeten blauen Drachen, in Beutebucht.",-4200,-8500,1,105628,73026,0,0,0,0,-1,14620
190,Insel von Dorn,Auf der Insel von Dorn sind die Eingeschworenen aus Dornogal und die Freien aus Freyholtz zu Hause.,2514,-3270,1,125031,83548,0,0,0,0,2552,0
191,Die Schallenden Tiefen,In den Schallenden Tiefen leben die pflichtbewussten Maschinenflüsterer und die erfinderischen Kobolde.,1775,-3533,1,125033,83550,0,0,0,0,2601,0
192,Heilsturz,Heilsturz ist das Zuhause der abgehärteten Überlebenden einer Expedition der Arathi.,2367,230,1,125034,83551,0,0,0,0,2601,0
193,Azj-Kahet,"Azj-Kahet, die Stadt der Fäden, ist Heimat und Hauptstadt der Neruber.",-802,-1395,1,125035,83552,0,0,0,0,2601,0
194,Zul'Aman,Folgt Liadrin in die Heimat der Amanitrolle.,5404.69,-7046.35,1,151976,86708,0,0,0,0,0,0
195,Immersang,"Helft Arator dabei, die Bedrohungen für die Heimat der Blutelfen zu untersuchen.",6480.73,-4516.15,1,151975,94871,0,0,0,0,0,0
196,Harandar,Reist mit Orweyna in die Wurzeln.,11862.7,-13061.8,1,151977,89402,0,0,0,0,0,0
197,Arators Reise,"Helft Arator dabei, die Verteidiger des Sonnenbrunnens zu stärken.",8457.34,-4624.25,1,151979,89193,0,0,0,0,0,0
198,Leerensturm,Tragt den Kampf zur Verschlingenden Schar und ihrer Festung im Leerensturm.,11200,-8623,1,151978,89388,0,0,0,0,0,0
206,Magister Sonnenbrecher,Schwierigkeit: Normal,7500,-4050,2,140507,91095,0,0,0,0,0,0
207,Magister Sonnenbrecher,Schwierigkeit: Normal,6000,-7050,2,140910,91095,0,0,0,0,0,0
208,Magister Sonnenbrecher,Schwierigkeit: Normal,11000,-12600,2,140913,91095,0,0,0,0,0,0
209,Magister Sonnenbrecher,Schwierigkeit: Normal,10500,-8500,2,140916,91095,0,0,0,0,0,0
210,Magistrix Glutpeitsche,Schwierigkeit: Normal,7500,-4050,2,140926,91096,0,0,0,0,0,0
211,Cheftüftler Ozwold,Schwierigkeit: Normal,7500,-4050,2,140939,91097,0,0,0,0,0,0
212,L-N-0R die Recyclerin,Schwierigkeit: Normal,7500,-4050,2,140955,91098,0,0,0,0,0,0
213,Mordril Schattenfall,Schwierigkeit: Normal,7500,-4050,2,140967,91099,0,0,0,0,0,0
214,Deliah Düstersang,Schwierigkeit: Normal,7500,-4050,2,140979,91100,0,0,0,0,0,0
215,Phasenklinge Talasha,Schwierigkeit: Normal,7500,-4050,2,140991,91101,0,0,0,0,0,0
216,Nexusklinge Hadim,Schwierigkeit: Normal,7500,-4050,2,141003,91102,0,0,0,0,0,0
217,Jo'zolo der Brecher,Schwierigkeit: Normal,7500,-4050,2,141015,91103,0,0,0,0,0,0
218,"Zadu, Faust von Nalorakk",Schwierigkeit: Normal,7500,-4050,2,141027,91104,0,0,0,0,0,0
219,Die Kralle von Janali,Schwierigkeit: Normal,7500,-4050,2,141039,91105,0,0,0,0,0,0
220,Die Schwinge von Akil'zon,Schwierigkeit: Normal,7500,-4050,2,141051,91106,0,0,0,0,0,0
221,Waldläufer Sturmbö,Schwierigkeit: Normal,7500,-4050,2,141063,91107,0,0,0,0,0,0
222,Leutnant Flammenschwinge,Schwierigkeit: Normal,7500,-4050,2,141075,91108,0,0,0,0,0,0
223,Petyoll das Klingenblatt,Schwierigkeit: Normal,7500,-4050,2,141087,91109,0,0,0,0,0,0
224,Lamyne vom Tiefgewölbe,Schwierigkeit: Normal,7500,-4050,2,141099,91110,0,0,0,0,0,0
225,Großverteidiger Vureem,Schwierigkeit: Normal,7500,-4050,2,141111,91111,0,0,0,0,0,0
226,Kreuzfahrerin Luxia Maxwell,Schwierigkeit: Normal,7500,-4050,2,141123,91112,0,0,0,0,0,0
227,Prätor Singularis,Schwierigkeit: Normal,7500,-4050,2,141135,91113,0,0,0,0,0,0
228,Konsul Nebulor,Schwierigkeit: Normal,7500,-4050,2,141147,91114,0,0,0,0,0,0
229,Exekutor Kaenius,Schwierigkeit: Normal,7500,-4050,2,141159,91115,0,0,0,0,0,0
230,Imperator Enigmalia,Schwierigkeit: Normal,7500,-4050,2,141171,91116,0,0,0,0,0,0
231,Fahrender Ritter Blutberster,Schwierigkeit: Normal,7500,-4050,2,141183,91117,0,0,0,0,0,0
232,Vylenna die Überläuferin,Schwierigkeit: Normal,7500,-4050,2,141195,91118,0,0,0,0,0,0
233,Der verlorene Theldrin,Schwierigkeit: Normal,7500,-4050,2,141207,91119,0,0,0,0,0,0
234,Neydra die Hungernde,Schwierigkeit: Normal,7500,-4050,2,141219,91120,0,0,0,0,0,0
235,Dornsprecher Edgath,Schwierigkeit: Normal,7500,-4050,2,141231,91121,0,0,0,0,0,0
236,Dornhexe Liset,Schwierigkeit: Normal,7500,-4050,2,141243,91122,0,0,0,0,0,0
237,"Grothoz, der brennende Schatten",Schwierigkeit: Normal,7500,-4050,2,141255,91123,0,0,0,0,0,0
238,"Dengzag, die dunkle Lohe",Schwierigkeit: Normal,7500,-4050,2,141267,91124,0,0,0,0,0,0
239,Magistrix Glutpeitsche,Schwierigkeit: Normal,6000,-7050,2,140929,91096,0,0,0,0,0,0
240,Cheftüftler Ozwold,Schwierigkeit: Normal,6000,-7050,2,140943,91097,0,0,0,0,0,0
241,L-N-0R die Recyclerin,Schwierigkeit: Normal,6000,-7050,2,140958,91098,0,0,0,0,0,0
242,Mordril Schattenfall,Schwierigkeit: Normal,6000,-7050,2,140970,91099,0,0,0,0,0,0
243,Deliah Düstersang,Schwierigkeit: Normal,6000,-7050,2,140982,91100,0,0,0,0,0,0
244,Phasenklinge Talasha,Schwierigkeit: Normal,6000,-7050,2,140994,91101,0,0,0,0,0,0
245,Nexusklinge Hadim,Schwierigkeit: Normal,6000,-7050,2,141006,91102,0,0,0,0,0,0
246,Jo'zolo der Brecher,Schwierigkeit: Normal,6000,-7050,2,141018,91103,0,0,0,0,0,0
247,"Zadu, Faust von Nalorakk",Schwierigkeit: Normal,6000,-7050,2,141030,91104,0,0,0,0,0,0
248,Die Kralle von Janali,Schwierigkeit: Normal,6000,-7050,2,141042,91105,0,0,0,0,0,0
249,Die Schwinge von Akil'zon,Schwierigkeit: Normal,6000,-7050,2,141054,91106,0,0,0,0,0,0
250,Waldläufer Sturmbö,Schwierigkeit: Normal,6000,-7050,2,141066,91107,0,0,0,0,0,0
251,Leutnant Flammenschwinge,Schwierigkeit: Normal,6000,-7050,2,141078,91108,0,0,0,0,0,0
252,Petyoll das Klingenblatt,Schwierigkeit: Normal,6000,-7050,2,141090,91109,0,0,0,0,0,0
253,Lamyne vom Tiefgewölbe,Schwierigkeit: Normal,6000,-7050,2,141102,91110,0,0,0,0,0,0
254,Großverteidiger Vureem,Schwierigkeit: Normal,6000,-7050,2,141114,91111,0,0,0,0,0,0
255,Kreuzfahrerin Luxia Maxwell,Schwierigkeit: Normal,6000,-7050,2,141126,91112,0,0,0,0,0,0
256,Prätor Singularis,Schwierigkeit: Normal,6000,-7050,2,141138,91113,0,0,0,0,0,0
257,Konsul Nebulor,Schwierigkeit: Normal,6000,-7050,2,141150,91114,0,0,0,0,0,0
258,Exekutor Kaenius,Schwierigkeit: Normal,6000,-7050,2,141162,91115,0,0,0,0,0,0
259,Imperator Enigmalia,Schwierigkeit: Normal,6000,-7050,2,141174,91116,0,0,0,0,0,0
260,Fahrender Ritter Blutberster,Schwierigkeit: Normal,6000,-7050,2,141186,91117,0,0,0,0,0,0
261,Vylenna die Überläuferin,Schwierigkeit: Normal,6000,-7050,2,141198,91118,0,0,0,0,0,0
262,Der verlorene Theldrin,Schwierigkeit: Normal,6000,-7050,2,141210,91119,0,0,0,0,0,0
263,Neydra die Hungernde,Schwierigkeit: Normal,6000,-7050,2,141222,91120,0,0,0,0,0,0
264,Dornsprecher Edgath,Schwierigkeit: Normal,6000,-7050,2,141234,91121,0,0,0,0,0,0
265,Dornhexe Liset,Schwierigkeit: Normal,6000,-7050,2,141246,91122,0,0,0,0,0,0
266,"Grothoz, der brennende Schatten",Schwierigkeit: Normal,6000,-7050,2,141258,91123,0,0,0,0,0,0
267,"Dengzag, die dunkle Lohe",Schwierigkeit: Normal,6000,-7050,2,141270,91124,0,0,0,0,0,0
268,Magistrix Glutpeitsche,Schwierigkeit: Normal,11000,-12600,2,140932,91096,0,0,0,0,0,0
269,Cheftüftler Ozwold,Schwierigkeit: Normal,11000,-12600,2,140947,91097,0,0,0,0,0,0
270,L-N-0R die Recyclerin,Schwierigkeit: Normal,11000,-12600,2,140961,91098,0,0,0,0,0,0
271,Mordril Schattenfall,Schwierigkeit: Normal,11000,-12600,2,140973,91099,0,0,0,0,0,0
272,Deliah Düstersang,Schwierigkeit: Normal,11000,-12600,2,140985,91100,0,0,0,0,0,0
273,Phasenklinge Talasha,Schwierigkeit: Normal,11000,-12600,2,140997,91101,0,0,0,0,0,0
274,Nexusklinge Hadim,Schwierigkeit: Normal,11000,-12600,2,141009,91102,0,0,0,0,0,0
275,Jo'zolo der Brecher,Schwierigkeit: Normal,11000,-12600,2,141021,91103,0,0,0,0,0,0
276,"Zadu, Faust von Nalorakk",Schwierigkeit: Normal,11000,-12600,2,141033,91104,0,0,0,0,0,0
277,Die Kralle von Janali,Schwierigkeit: Normal,11000,-12600,2,141045,91105,0,0,0,0,0,0
278,Die Schwinge von Akil'zon,Schwierigkeit: Normal,11000,-12600,2,141057,91106,0,0,0,0,0,0
279,Waldläufer Sturmbö,Schwierigkeit: Normal,11000,-12600,2,141069,91107,0,0,0,0,0,0
280,Leutnant Flammenschwinge,Schwierigkeit: Normal,11000,-12600,2,141081,91108,0,0,0,0,0,0
281,Petyoll das Klingenblatt,Schwierigkeit: Normal,11000,-12600,2,141093,91109,0,0,0,0,0,0
282,Lamyne vom Tiefgewölbe,Schwierigkeit: Normal,11000,-12600,2,141105,91110,0,0,0,0,0,0
283,Großverteidiger Vureem,Schwierigkeit: Normal,11000,-12600,2,141117,91111,0,0,0,0,0,0
284,Kreuzfahrerin Luxia Maxwell,Schwierigkeit: Normal,11000,-12600,2,141129,91112,0,0,0,0,0,0
285,Prätor Singularis,Schwierigkeit: Normal,11000,-12600,2,141141,91113,0,0,0,0,0,0
286,Konsul Nebulor,Schwierigkeit: Normal,11000,-12600,2,141153,91114,0,0,0,0,0,0
287,Exekutor Kaenius,Schwierigkeit: Normal,11000,-12600,2,141165,91115,0,0,0,0,0,0
288,Imperator Enigmalia,Schwierigkeit: Normal,11000,-12600,2,141177,91116,0,0,0,0,0,0
289,Fahrender Ritter Blutberster,Schwierigkeit: Normal,11000,-12600,2,141189,91117,0,0,0,0,0,0
290,Vylenna die Überläuferin,Schwierigkeit: Normal,11000,-12600,2,141201,91118,0,0,0,0,0,0
291,Der verlorene Theldrin,Schwierigkeit: Normal,11000,-12600,2,141213,91119,0,0,0,0,0,0
292,Neydra die Hungernde,Schwierigkeit: Normal,11000,-12600,2,141225,91120,0,0,0,0,0,0
293,Dornsprecher Edgath,Schwierigkeit: Normal,11000,-12600,2,141237,91121,0,0,0,0,0,0
294,Dornhexe Liset,Schwierigkeit: Normal,11000,-12600,2,141249,91122,0,0,0,0,0,0
295,"Grothoz, der brennende Schatten",Schwierigkeit: Normal,11000,-12600,2,141261,91123,0,0,0,0,0,0
296,"Dengzag, die dunkle Lohe",Schwierigkeit: Normal,11000,-12600,2,141273,91124,0,0,0,0,0,0
297,Magistrix Glutpeitsche,Schwierigkeit: Normal,10500,-8500,2,140935,91096,0,0,0,0,0,0
298,Cheftüftler Ozwold,Schwierigkeit: Normal,10500,-8500,2,140950,91097,0,0,0,0,0,0
299,L-N-0R die Recyclerin,Schwierigkeit: Normal,10500,-8500,2,140964,91098,0,0,0,0,0,0
300,Mordril Schattenfall,Schwierigkeit: Normal,10500,-8500,2,140976,91099,0,0,0,0,0,0
301,Deliah Düstersang,Schwierigkeit: Normal,10500,-8500,2,140988,91100,0,0,0,0,0,0
302,Phasenklinge Talasha,Schwierigkeit: Normal,10500,-8500,2,141000,91101,0,0,0,0,0,0
303,Nexusklinge Hadim,Schwierigkeit: Normal,10500,-8500,2,141012,91102,0,0,0,0,0,0
304,Jo'zolo der Brecher,Schwierigkeit: Normal,10500,-8500,2,141024,91103,0,0,0,0,0,0
305,"Zadu, Faust von Nalorakk",Schwierigkeit: Normal,10500,-8500,2,141036,91104,0,0,0,0,0,0
306,Die Kralle von Janali,Schwierigkeit: Normal,10500,-8500,2,141048,91105,0,0,0,0,0,0
307,Die Schwinge von Akil'zon,Schwierigkeit: Normal,10500,-8500,2,141060,91106,0,0,0,0,0,0
308,Waldläufer Sturmbö,Schwierigkeit: Normal,10500,-8500,2,141072,91107,0,0,0,0,0,0
309,Leutnant Flammenschwinge,Schwierigkeit: Normal,10500,-8500,2,141084,91108,0,0,0,0,0,0
310,Petyoll das Klingenblatt,Schwierigkeit: Normal,10500,-8500,2,141096,91109,0,0,0,0,0,0
311,Lamyne vom Tiefgewölbe,Schwierigkeit: Normal,10500,-8500,2,141108,91110,0,0,0,0,0,0
312,Großverteidiger Vureem,Schwierigkeit: Normal,10500,-8500,2,141120,91111,0,0,0,0,0,0
313,Kreuzfahrerin Luxia Maxwell,Schwierigkeit: Normal,10500,-8500,2,141132,91112,0,0,0,0,0,0
314,Prätor Singularis,Schwierigkeit: Normal,10500,-8500,2,141144,91113,0,0,0,0,0,0
315,Konsul Nebulor,Schwierigkeit: Normal,10500,-8500,2,141156,91114,0,0,0,0,0,0
316,Exekutor Kaenius,Schwierigkeit: Normal,10500,-8500,2,141168,91115,0,0,0,0,0,0
317,Imperator Enigmalia,Schwierigkeit: Normal,10500,-8500,2,141180,91116,0,0,0,0,0,0
318,Fahrender Ritter Blutberster,Schwierigkeit: Normal,10500,-8500,2,141192,91117,0,0,0,0,0,0
319,Vylenna die Überläuferin,Schwierigkeit: Normal,10500,-8500,2,141204,91118,0,0,0,0,0,0
320,Der verlorene Theldrin,Schwierigkeit: Normal,10500,-8500,2,141216,91119,0,0,0,0,0,0
321,Neydra die Hungernde,Schwierigkeit: Normal,10500,-8500,2,141228,91120,0,0,0,0,0,0
322,Dornsprecher Edgath,Schwierigkeit: Normal,10500,-8500,2,141240,91121,0,0,0,0,0,0
323,Dornhexe Liset,Schwierigkeit: Normal,10500,-8500,2,141252,91122,0,0,0,0,0,0
324,"Grothoz, der brennende Schatten",Schwierigkeit: Normal,10500,-8500,2,141264,91123,0,0,0,0,0,0
325,"Dengzag, die dunkle Lohe",Schwierigkeit: Normal,10500,-8500,2,141276,91124,0,0,0,0,0,0
326,Magister Sonnenbrecher,Schwierigkeit: Schwer,7000,-5300,2,140908,91210,0,0,0,0,0,0
327,Magister Sonnenbrecher,Schwierigkeit: Alptraum,5500,-4450,2,140909,91211,0,0,0,0,0,0
328,Magister Sonnenbrecher,Schwierigkeit: Schwer,4300,-6500,2,140911,91210,0,0,0,0,0,0
329,Magister Sonnenbrecher,Schwierigkeit: Alptraum,3900,-7800,2,140912,91211,0,0,0,0,0,0
330,Magister Sonnenbrecher,Schwierigkeit: Schwer,11300,-13400,2,140914,91210,0,0,0,0,0,0
331,Magister Sonnenbrecher,Schwierigkeit: Alptraum,10300,-13250,2,140915,91211,0,0,0,0,0,0
332,Magister Sonnenbrecher,Schwierigkeit: Schwer,9650,-8250,2,140917,91210,0,0,0,0,0,0
333,Magister Sonnenbrecher,Schwierigkeit: Alptraum,9850,-9150,2,140918,91211,0,0,0,0,0,0
334,Magistrix Glutpeitsche,Schwierigkeit: Schwer,7000,-5300,2,140927,91212,0,0,0,0,0,0
335,Magistrix Glutpeitsche,Schwierigkeit: Alptraum,5500,-4450,2,140928,91213,0,0,0,0,0,0
336,Magistrix Glutpeitsche,Schwierigkeit: Schwer,4300,-6500,2,140930,91212,0,0,0,0,0,0
337,Magistrix Glutpeitsche,Schwierigkeit: Alptraum,3900,-7800,2,140931,91213,0,0,0,0,0,0
338,Magistrix Glutpeitsche,Schwierigkeit: Schwer,11300,-13400,2,140933,91212,0,0,0,0,0,0
339,Magistrix Glutpeitsche,Schwierigkeit: Alptraum,10300,-13250,2,140934,91213,0,0,0,0,0,0
340,Magistrix Glutpeitsche,Schwierigkeit: Schwer,9650,-8250,2,140936,91212,0,0,0,0,0,0
341,Magistrix Glutpeitsche,Schwierigkeit: Alptraum,9850,-9150,2,140937,91213,0,0,0,0,0,0
