ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
95,Klingenschwinge der Jünger,83354,1067401,0,0.9,0.55,0,0
96,Sonnenpriester der Jünger,83356,1067404,0,0.9,0.55,0,0
97,Wache der Sargerei,83241,1067367,0,1.3,0.5,0,0
98,Kanalisierer der Sargerei,83242,1067368,0,1.3,0.5,0,0
99,Seelenverzerrer der Sargerei,83243,1067366,0,1.3,0.5,0,0
100,Sklaventreiber der Steinbrecher,83045,1067422,0,1.2,0.5,0,0
101,Sklavenmeister Ok'mok,83062,1067418,0,1.2,0.5,0,0
102,Erdschlägerarkanist,83070,1067414,0,1.2,0.5,0,0
103,Gorianischer Kriegsmeister,83072,1067410,0,1.2,0.5,0,0
104,Gorianischer Kriegsmeister,83072,1067410,0,1.2,0.5,0,0
105,Genesaurier des Klingenmondflors,83233,1067400,0,0.9,0.53,0,0
106,Züchter der Botani,83217,1067380,0,0.9,0.55,0,0
107,Wärter der Botani,83217,1067380,0,0.9,0.55,0,0
108,Schattenrückenverheerer,83103,1067345,0,0.9,0.45,0,0
109,Schattenrückenverheerer,83106,1067346,0,0.9,0.45,0,0
110,Schattenrückenverheerer,83107,1067343,0,0.9,0.45,0,0
111,Lodernde Höllenbestie,83170,1067195,0,0.75,0.55,0,0
112,Steinschuppe,83214,1067187,0,1.45,0.4,0,0
113,Bluthautstarrer,83213,1067186,0,1.45,0.4,0,0
114,Schneelauerer,84858,1087727,0,1.45,0.4,0,0
115,Magmaelementar,83147,1067228,0,1.2,0.4,0,0
116,Eiszorn,83152,1067233,0,1.2,0.4,0,0
118,Hyazinthenmandragora,83301,1067341,0,1,0.4,0,0
119,Leerenklaue des Schattenmondklans,83129,1067347,0,1.5,0.5,0,0
120,Schotlingwicht,83292,1067330,0,1.9,0.45,0,0
121,Frostzorn,83151,1067221,0,1.2,0.4,0,0
122,Gefräßiger Eisenkauer,83192,1067288,0,1.4,0.45,0,0
123,Rußgeschwärzter Vollstrecker,83041,1067421,0,1.2,0.5,0,0
124,Mondborkenurtum,83225,1067302,0,0.55,0.55,0,0
125,Leerenaxtkämpfer des Schattenmondklans,83133,1067294,0,1.5,0.5,0,0
126,Essenz der Finsternis,83386,1067428,0,1.4,0.55,0,0
127,Klaue der Donnerfürsten,83117,1067306,0,1.5,0.5,0,0
128,Krieger der Ata'gar,83179,1067318,0,1.55,0.5,0,0
129,Eisschlundmatriarchin,83038,1067266,0,0.55,0.45,0,0
130,Stiller Wächter,83228,1067301,0,0.55,0.45,0,0
131,Eiserner Grunzer,83127,1067457,0,1.5,0.5,0,0
132,Ula,83234,1067398,0,0.9,0.53,0,0
133,Friedhofschlinger,83195,1067289,0,1.4,0.45,0,0
134,Schluchtknochenpicker,83056,1067391,0,0.75,0.55,0,0
135,Eiserner Pulverisierer,83339,1067267,0,1.05,0.45,0,0
136,Tol'ressa,83173,1067198,0,1.1,0.5,0,0
137,Gorensteinkauer,83194,1067291,0,1.5,0.45,0,0
138,Sonnenrufer der Jünger,83351,1067402,0,0.9,0.55,0,0
139,Schattengeborener Geistlicher,83178,1067320,0,1.55,0.5,0,0
140,Knüppler der Gordunni,83072,1067410,0,1.2,0.5,0,0
141,Skagg,83063,1067417,0,1.2,0.55,0,0
142,Sadist der Zerschmetterten Hand,83141,1067245,0,1.4,0.5,0,0
143,Wahnsinniger Rohling,83114,1067307,0,1,0.45,0,0
144,Schattenrückenverheerer,83103,1067345,0,0.9,0.45,0,0
145,Brüllender Rylak,83060,1067264,0,0.55,0.45,0,0
146,Sangrikass,83374,1067218,0,1.4,0.55,0,0
147,Blutsänger der Zerschmetterten Hand,83143,1067244,0,1.4,0.5,0,0
148,Tosender Wassergeist,83369,1067324,0,1.2,0.4,0,0
149,Gorianischer Arkanist,83065,1067412,0,1.2,0.5,0,0
150,Erdenrufer des Kriegshymnenklans,83140,1067358,0,1.5,0.5,0,0
151,Gorianischer Gladiator,83073,1067411,0,1.2,0.5,0,0
152,Brennender Klingenmeister,83460,1067269,0,1.4,0.5,0,0
153,Ebenengronn,83059,1067312,0,0.75,0.55,0,0
154,Leerenzerrissener Geist,83257,1108823,0,1.4,0.5,0,0
155,Kletterer der Donnerfürsten,83122,1067284,0,1.5,0.5,0,0
156,Schotlingknabberer,83291,1067332,0,1.9,0.45,0,0
157,Grunzer des Schwarzfelsklans,83123,1067356,0,1.5,0.5,0,0
158,Wächter der Steinbrecher,83062,1067418,0,1.2,0.5,0,0
159,Einschüchterer der Steinbrecher,83047,1067357,0,0.9,0.5,0,0
160,Orkanbringer der Jünger,83356,1067404,0,0.9,0.55,0,0
161,Eisenschredder,83336,1067371,0,1.05,0.45,0,0
162,Klingenschwinge der Jünger,83354,1067401,0,0.9,0.55,0,0
163,Magenfetzer der Blutmähnen,83081,1067431,0,0.8,0.55,0,0
164,Vorhut des Kriegshymnenklans,83135,1067388,0,1.5,0.5,0,0
165,Räuber des Kriegshymnenklans,83135,1067388,0,1.5,0.5,0,0
166,Flussbestie,83246,1067250,0,0.95,0.45,0,0
167,Aschmähnengrollhuf,83431,1067247,0,1.1,0.4,0,0
168,Botani des Klingenmondflors,83217,1067380,0,0.9,0.55,0,0
169,Eisstachelverheerer,83101,1067344,0,0.9,0.45,0,0
170,Lebenszehrende Mandragora,83238,1067406,0,1,0.4,0,0
171,Wilder Grollhuf,83433,1067249,0,1.1,0.4,0,0
172,Iridiumgeode,83343,1067227,0,0.75,0.6,0,0
173,Wildblüte,83262,1067192,0,0.75,0.5,0,0
174,Schattenborke,83227,1067300,0,0.55,0.55,0,0
175,Schreckensrabe,83372,1067279,0,0.8,0.5,0,0
176,Lederhautbulle,83432,1067248,0,1.1,0.4,0,0
177,Erdzorn,83155,1067395,0,0.75,0.5,0,0
178,Gronnbaumspalter,83058,1067311,0,0.75,0.55,0,0
179,Zerstörer der Zornwächter,83172,1067199,0,1,0.55,0,0
180,Wichtel,83167,1067188,0,1.9,0.5,0,0
181,Durkath Stahlrachen,83145,1067243,0,1.5,0.5,0,0
182,Dargorr die Lawine,86199,1067395,0,0.75,0.5,0,0
183,Versklavter Erdgeist,86200,1067397,0,0.75,0.5,0,0
184,Ebenengronn,83059,1067312,0,0.75,0.55,0,0
185,Prophetin des Schattenmondklans,83129,1067347,0,1.5,0.5,0,0
186,Grondo,83037,1067313,0,0.75,0.5,0,0
187,Haingärtner der Botani,83219,1067393,0,0.9,0.55,0,0
188,Grunzer der Zerschmetterten Hand,83146,1067242,0,1.5,0.5,0,0
189,Schinder der Zerschmetterten Hand,83142,1088313,0,1.5,0.5,0,0
190,Spalter der Zerschmetterten Hand,83144,1088312,0,1.5,0.5,0,0
191,Flügelwache der Jünger,83353,1067381,0,0.9,0.55,0,0
192,Geisterhund,84761,1067212,0,1.3,0.5,0,0
193,Geisterhafte Wache,84762,1067274,0,1.7,0.5,0,0
194,Geisterhafte Nachtwache,84763,1067274,0,1.7,0.5,0,0
196,Felsklaue,83211,1067203,0,0.75,0.55,0,0
197,Brennender Flammenseher,84844,1087721,0,1.55,0.5,0,0
198,Brennender Klingenmeister,83460,1067269,0,1.4,0.5,0,0
199,General Kull'krosh,84847,1067327,0,1.4,0.5,0,0
200,Eiserner Armbrustschütze,84849,1087720,0,1.55,0.5,0,0
201,Eiserne Wache,84850,1087726,0,1.55,0.5,0,0
202,Mondscheinsegler,83265,1067427,0,0.85,0.8,0,0
203,Fahler Fischfänger,83113,1067305,0,1,0.45,0,0
204,Wurmpriester der Grimmfrostoger,83042,1067420,0,1.2,0.5,0,0
205,Hypnoquak,82410,1067273,0,1,0.45,0,0
206,Frostschwingenkreischer,83166,1067392,0,0.6,0.9,0,0
207,Unterholzpirscher,83269,1067201,0,1.05,0.55,0,0
208,Dessicus von den toten Teichen,85855,1067365,0,0.9,0.45,0,0
209,Krieger der Dampfnarben,83080,1067429,0,0.8,0.55,0,0
210,Primalist der Dampfnarben,83076,1067430,0,0.8,0.55,0,0
211,Belagerungskanone der Eisernen Horde,83338,1067255,0,1.05,0.45,0,0
212,"Wahnsinniger ""König"" Sporeon",83296,1067329,0,1.9,0.45,0,0
213,Brisenseglerkaliri,83307,1067451,0,1.35,0.5,0,0
214,Todesnetzkrabbler,83189,1067252,0,1.2,0.45,0,0
215,Windpeitscher der Jünger,83354,1067401,0,0.9,0.55,0,0
216,Apexiswächter,83375,1067374,0,0.8,0.45,0,0
217,Witwenwespe,83112,1067355,0,0.9,0.5,0,0
218,Gardul Giftdolch,86109,1087722,0,1.55,0.5,0,0
219,Archäologe von Hochfels,83069,1067415,0,1.2,0.5,0,0
220,Arbeiter von Hochfels,83064,1067416,0,1.2,0.55,0,0
221,Lug'dol,87454,1067443,0,1.2,0.5,0,0
222,Nachwuchsraufbold,86121,1067444,0,1.2,0.5,0,0
223,Arkananomalie,86197,1067222,0,1.2,0.6,0,0
224,Kaathar der Wachsame,86217,1067440,0,1.15,0.45,0,0
225,Kaathar der Wachsame,86217,1067440,0,1.15,0.45,0,0
226,Seelenbinderin Nyami,86218,1067261,0,1.1,0.55,0,0
227,Seelenbinderin Nyami,86218,1067261,0,1.1,0.55,0,0
228,Azzakel,86219,1087719,0,1.1,0.55,0,0
229,Azzakel,86219,1087719,0,1.1,0.55,0,0
230,Teron'gor,86220,1067277,0,1.55,0.5,0,0
231,Teron'gor,86220,1067277,0,1.55,0.5,0,0
232,Magmolatus,86221,1067241,0,1.15,0.5,0,0
233,Magmolatus,86221,1067241,0,1.15,0.5,0,0
234,Sklavenwächter Crushto,86222,1067256,0,1.2,0.55,0,0
235,Sklavenwächter Crushto,86222,1067256,0,1.2,0.55,0,0
236,Roltall,86223,1112914,0,1.15,0.5,0,0
237,Gug'rokk,86224,1067257,0,1.2,0.55,0,0
238,Gug'rokk,86224,1067257,0,1.2,0.55,0,0
239,Gleismeister Raketenfunken,86225,1067278,0,1.6,0.5,0,0
240,Gleismeister Raketenfunken,86225,1067278,0,1.6,0.5,0,0
241,Borka der Schläger,86226,1067455,0,0.67,0.5,0,0
242,Borka der Schläger,86226,1067455,0,0.67,0.5,0,0
243,Nitrogg Donnerturm,86227,1067323,0,1.2,0.5,0,0
244,Nitrogg Donnerturm,86227,1067323,0,1.2,0.5,0,0
245,Himmelsfürstin Tovra,86228,1067337,0,1.2,0.5,0,0
246,Himmelsfürstin Tovra,86228,1067337,0,1.2,0.5,0,0
247,Fleischfetzer Nok'gar,87451,1067362,0,1.3,0.5,0,0
248,Fleischfetzer Nok'gar,87451,1067362,0,1.3,0.5,0,0
249,Ahri'ok Dugru,87450,1067354,0,1.4,0.5,0,0
250,Makogg Glutklinge,86231,1067353,0,1.4,0.5,0,0
251,Oshir,86232,1067328,0,0.8,0.55,0,0
252,Oshir,86232,1067328,0,0.8,0.55,0,0
253,Skulloc,86233,1067434,0,0.85,0.5,0,0
254,Sadana Blutfuror,86234,1067298,0,1.3,0.5,0,0
255,Sadana Blutfuror,86234,1067298,0,1.3,0.5,0,0
256,Nhallish,86235,1067260,0,1.2,0.5,0,0
257,Nhallish,86235,1067260,0,1.2,0.5,0,0
258,Knochenschlund,86236,1067458,0,1.2,0.35,0,0
259,Knochenschlund,86236,1067458,0,1.2,0.35,0,0
260,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
261,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
262,Ranjit,86238,1067351,0,0.9,0.5,0,0
263,Ranjit,86238,1067351,0,0.9,0.5,0,0
264,Araknath,86239,1067276,0,0.8,0.45,0,0
265,Araknath,86239,1067276,0,0.8,0.45,0,0
266,Rukhran,86240,1067454,0,0.8,0.5,0,0
267,Rukhran,86240,1067454,0,0.8,0.5,0,0
268,Oberste Weise Viryx,86241,1067352,0,0.9,0.55,0,0
269,Oberste Weise Viryx,86241,1067352,0,0.9,0.55,0,0
270,Bleichborke,86242,1067372,0,0.55,0.55,0,0
271,Bleichborke,86242,1067372,0,0.55,0.55,0,0
272,Lebenswächter Gola,86243,1067377,0,0.9,0.55,0,0
273,Erdformer Telu,86244,1067435,0,0.9,0.55,0,0
274,Dulhu,86245,1067438,0,0.9,0.5,0,0
275,Erzmagierin Sol,86246,1067383,0,1.2,0.5,0,0
276,Erzmagierin Sol,86246,1067383,0,1.2,0.5,0,0
277,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
278,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
279,Yalnu,86248,1067384,0,0.9,0.53,0,0
280,Yalnu,86248,1067384,0,0.9,0.53,0,0
281,Erzformer Gor'ashan,86249,1067262,0,1.2,0.5,0,0
282,Erzformer Gor'ashan,86249,1067262,0,1.2,0.5,0,0
283,Kyrak,86250,1067259,0,0.8,0.5,0,0
284,Kyrak,86250,1067259,0,0.8,0.5,0,0
285,Kommandant Tharbek,86251,1067271,0,1.2,0.5,0,0
286,Kommandant Tharbek,86251,1067271,0,1.2,0.5,0,0
287,Zornschwinge die Ungezähmte,86252,1067263,0,0.55,0.45,0,0
288,Zornschwinge die Ungezähmte,86252,1067263,0,0.55,0.45,0,0
289,Kriegsfürstin Zaela,86253,1067304,0,1.2,0.5,0,0
290,Kriegsfürstin Zaela,86253,1067304,0,1.2,0.5,0,0
291,Wache des Abgesandten von Hochfels,86362,1067316,0,1.2,0.55,0,0
292,Wachsames Auge,86363,1067461,0,1.1,0.5,0,0
293,Brennendes Auge,86363,1067461,0,1.1,0.5,0,0
294,Binder der Sargerei,86364,1067369,0,1.4,0.55,0,0
295,Binder der Sargerei,86364,1067369,0,1.4,0.55,0,0
296,Nachtschattengespenst,86365,1067460,0,1.2,0.5,0,0
297,Drov der Verheerer,83097,1067408,0,0.7,0.55,0,0
298,Zuchtmeister der Blutschläger,83043,1067419,0,1.2,0.55,0,0
299,Knochenbrecher der Blutschläger,83046,1067342,0,0.95,0.45,0,0
300,Grubenmeister der Zerschmetterten Hand,83145,1067243,0,1.5,0.5,0,0
301,Schinder der Zerschmetterten Hand,83141,1067245,0,1.5,0.5,0,0
302,Mutter Araneae,83188,1067425,0,1.2,0.45,0,0
303,Witwenwespe,83112,1067355,0,0.9,0.5,0,0
304,Rauchmeister Fletsch,86444,1067370,0,0.8,0.55,0,0
305,Schattenkämpfer,83178,1067320,0,1.55,0.5,0,0
306,Schattenplünderer,83179,1067318,0,1.55,0.5,0,0
307,Blutgebundenes Gefäß,83181,1067319,0,1.55,0.5,0,0
308,Gefräßiger Köter,83169,1067196,0,1.8,0.45,0,0
309,Infizierter Haudrauf,86508,1067360,0,1.7,0.45,0,0
310,Infizierter Kneipengast,86509,1067450,0,1.8,0.5,0,0
311,Flinthaut,83431,1067247,0,1.1,0.4,0,0
312,Gar'lua,86519,1067385,0,1.55,0.5,0,0
313,Kriegshymnenwolf,83090,1067253,0,1.5,0.5,0,0
314,Ug'lok der Frostige,87432,1067382,0,1.2,0.55,0,0
315,Dornkönig Fili,87484,1067375,0,1.9,0.45,0,0
316,Spucker des Laubschattentals,83292,1067330,0,1.9,0.45,0,0
317,Eiserner Wächter,87440,1067292,0,1.55,0.5,0,0
318,Eiserne Verstärkung,87438,1067449,0,1.4,0.5,0,0
319,Eiserner Trampler,87439,1067437,0,0.95,0.45,0,0
320,Eiserner Trampler,87439,1067437,0,0.95,0.45,0,0
321,Klingenmeister Ro'gor,87434,1067464,0,1.55,0.5,0,0
322,Nachtflutplünderer,87487,1067309,0,2,0.5,0,0
323,Nachtflutingenieur,87486,1067235,0,2,0.5,0,0
324,Nachtflutrylakinator,87489,1067258,0,1.1,0.5,0,0
325,Kreisende Klinge,87495,1067349,0,0.9,0.55,0,0
326,Initiand der Morgendämmerung,87494,1067350,0,0.9,0.55,0,0
327,Azzakel,86219,1087719,0,1.1,0.5,0,0
328,Kaathar der Wachsame,86217,1067440,0,1.15,0.45,0,0
329,Seelenbinderin Nyami,86218,1067261,0,1.1,0.5,0,0
330,Teron'gor,86220,1067277,0,1.3,0.45,0,0
331,Magmolatus,86221,1067241,0,1.05,0.5,0,0
332,Sklavenwächter Crushto,86222,1067256,0,1.2,0.55,0,0
333,Roltall,86223,1112914,0,1.05,0.5,0,0
334,Gug'rokk,86224,1067257,0,1.2,0.5,0,0
335,Gleismeister Raketenfunken,86225,1067278,0,1.65,0.45,0,0
336,Borka der Schläger,86226,1067455,0,0.67,0.5,0,0
337,Nitrogg Donnerturm,86227,1067323,0,1.25,0.5,0,0
338,Himmelsfürstin Tovra,86228,1067337,0,1.25,0.5,0,0
339,Fleischfetzer Nok'gar,87451,1067362,0,1.2,0.5,0,0
340,Ahri'ok Dugru,87452,1067354,0,1.3,0.5,0,0
341,Oshir,86232,1067328,0,0.8,0.55,0,0
342,Skulloc,86233,1067434,0,0.75,0.55,0,0
343,Skulloc,86233,1067434,0,0.75,0.55,0,0
344,Sadana Blutfuror,86234,1067298,0,1.3,0.5,0,0
345,Nhallish,86235,1067260,0,1.2,0.5,0,0
346,Knochenschlund,86236,1067458,0,0.9,0.6,0,0
347,Ner'zhul,86237,1067453,0,1.1,0.5,0,0
348,Ranjit,86238,1067351,0,0.9,0.55,0,0
349,Araknath,86239,1067276,0,0.8,0.45,0,0
350,Rukhran,86240,1067454,0,0.8,0.5,0,0
351,Oberste Weise Viryx,86241,1067352,0,0.9,0.55,0,0
352,Bleichborke,86242,1067372,0,0.55,0.55,0,0
353,Dulhu,86245,1067438,0,0.95,0.5,0,0
354,Erzmagierin Sol,86246,1067383,0,1.2,0.5,0,0
355,Xeri'tac,86247,1067442,0,1.2,0.45,0,0
356,Yalnu,86248,1067384,0,0.9,0.53,0,0
357,Erzformer Gor'ashan,86249,1067262,0,1.2,0.5,0,0
358,Kyrak,86250,1067259,0,0.8,0.5,0,0
359,Kommandant Tharbek,86251,1067271,0,1.2,0.5,0,0
360,Zornschwinge die Ungezähmte,86252,1067263,0,0.55,0.45,0,0
361,Kriegsfürstin Zaela,86253,1067304,0,1.2,0.5,0,0
362,Kargath Messerfaust,87444,1108826,0,1.1,0.5,0,0
363,Der Schlächter,87447,1067275,0,1.15,0.5,0,0
364,Tectus der lebende Berg,87446,1067314,0,0.9,0.45,0,0
365,Farnspore der Tiefenwanderer,87441,1067446,0,1.15,0.5,0,0
366,Ogronzwillinge,87449,1067295,0,0.95,0.45,0,0
367,Ko'ragh,87445,1067315,0,1.15,0.5,0,0
368,Kaiser Mar'gok,87443,1067293,0,1.2,0.5,0,0
369,Instrukteur Patrick Schwitzi,87400,1067197,0,1.5,0.5,0,0
370,Gaunah,87408,1067194,0,1.4,0.55,0,0
371,Sichelzahnraptor,87409,1108824,0,1.75,0.5,0,0
372,Entfesselter Gladiator,87456,1067445,0,1.2,0.5,0,0
373,Entfesselter Gladiator,87456,1067445,0,1.2,0.5,0,0
374,Splitterzahn,87490,1067459,0,1,0.4,0,0
375,Stumpfzahn der Blutmähnen,87491,1067387,0,1,0.4,0,0
376,Ruchlose Mätresse,87497,1067389,0,1.3,0.5,0,0
377,Jungfer der Lust,87498,1067386,0,1.7,0.5,0,0
378,Malmhammer,87478,1067322,0,1,0.4,0,0
379,Reißklaue,87480,1067325,0,1,0.4,0,0
380,Hol'yelaa,87479,1067441,0,1,0.4,0,0
381,Der Abfackler,87482,1067326,0,1,0.4,0,0
382,Roakk der Zelot,87481,1067378,0,0.9,0.55,0,0
383,Gnomenmagierin,87462,1067215,0,1.7,0.45,0,0
384,Nachtelfendruidin,87468,1067214,0,1.3,0.5,0,0
385,Zwergenjägerin,87461,1067213,0,1.3,0.5,0,0
386,Menschenkriegerin,87467,1067179,0,1.35,0.5,0,0
387,Draeneipaladin,87459,1067189,0,1.3,0.5,0,0
388,Worgenschurke,87573,1067229,0,1.2,0.5,0,0
389,Pandarenmönch,87471,1067232,0,1.25,0.45,0,0
390,Orcschamane,87470,1067181,0,1.4,0.5,0,0
391,Blutelfenmagierin,87457,1067183,0,1.3,0.5,0,0
392,Taurenkrieger,87473,1067204,0,1,0.4,0,0
393,Trolljägerin,87474,1067231,0,1.25,0.5,0,0
394,Blutelfenpaladin,87458,1067185,0,1.3,0.5,0,0
395,Goblinschurke,87464,1067475,0,1.8,0.5,0,0
396,Menschenpriester,87466,1067219,0,1.35,0.5,0,0
397,Draeneischamane,87460,1067206,0,1.3,0.5,0,0
398,Gnomenhexenmeister,87463,1067225,0,1.7,0.45,0,0
399,Menschentodesritter,87465,1067211,0,1.35,0.5,0,0
400,Untoter Priester,87475,1067216,0,1.3,0.5,0,0
401,Untoter Hexenmeister,87476,1067217,0,1.3,0.5,0,0
402,Taurendruidin,87472,1067205,0,1.25,0.5,0,0
403,Orctodesritter,87469,1067210,0,1.4,0.5,0,0
404,Drov der Verheerer,87437,1067439,0,1,0.4,0,0
405,Rukhmar,87493,1067456,0,1,0.4,0,0
406,Arkanist von Hochfels,87453,1067436,0,1.2,0.5,0,0
407,Alarm-o-Bot,87401,1067182,0,1,0.4,0,0
408,Alarm-o-Bot,87401,1067182,0,1,0.4,0,0
409,Meuteverprügler 9-60,87403,1067226,0,1,0.4,0,0
410,Mächtiger Zoohexenmeister,87504,1067468,0,1.25,0.5,0,0
411,Cleverer Wunderschurke,87404,1067209,0,1.25,0.5,0,0
412,Starker Kontrollkrieger,87405,1067220,0,1.25,0.5,0,0
413,Krümel,87407,1067180,0,1.4,0.5,0,0
414,Avatar von Aggramar,87406,1067474,0,1.4,0.55,0,0
415,Avatar von Golganneth,87406,1067474,0,1.4,0.55,0,0
416,Fahler Peiniger,83113,1067305,0,1,0.45,0,0
417,Frosthauer,87577,1067254,0,1,0.4,0,0
418,Zyklonzorn,87578,1067234,0,1,0.4,0,0
419,Ba'ruun,87579,1067190,0,1,0.4,0,0
420,Shinri,87582,1108820,0,1.2,0.5,0,0
421,Rolkor,83036,1067310,0,1,0.4,0,0
422,Gelgor aus der blauen Flamme,83078,1067423,0,1,0.4,0,0
423,Hennenmutter Hami,87662,1067448,0,1,0.4,0,0
424,Stahlhauer,87665,1067463,0,1,0.4,0,0
425,Eiterblüte,87693,1067447,0,1,0.4,0,0
426,Schattenborke,83227,1067300,0,0.55,0.55,0,0
427,Kriegsmeister Blugthol,87694,1067317,0,1.2,0.5,0,0
428,Seelenfang,87696,1067340,0,1,0.4,0,0
429,Kriegsherr der Speerspießer,81587,1067336,0,1.2,0.5,0,0
430,Kriegshetzer der Donnerfürsten,81562,1067236,0,1.55,0.5,0,0
431,Wilder Dorrhautbulle,83433,1067249,0,1,0.4,0,0
432,Dornenstecher,83296,1067329,0,1.9,0.45,0,0
433,Eiserner Späher,87857,1067280,0,1.55,0.5,0,0
434,Lederhautgrollhufmutter,83432,1067248,0,1.1,0.4,0,0
