ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID,UiMapPinInfoID,ObjectiveType
90,Funkenlord Gairan,120653,0,977,66660,0,0,0,0,0,0,0
91,Champion der Schwarzen Flamme,120653,0,977,66660,0,0,0,0,0,0,0
92,Glitzernde Kranichstatue,22067,0,90,8,0,-50,0,0,0,0,0
93,Uralte Salzschnappschildkröte,23564,0,89,0,0,0,0,0,0,0,0
94,Sooty,0,0,90,0,50,50,0,0,0,0,0
95,Stinkezopf,120653,0,977,66660,0,0,0,0,0,0,0
96,Ra'sha,0,0,89,0,0,-50,0,0,0,0,0
97,Willi Wilder,0,0,89,0,0,-50,0,0,0,0,0
98,Kriegsspäher der Zandalari,0,0,89,0,0,-50,0,0,0,0,0
99,Muerta,0,0,89,0,0,-50,0,0,0,0,0
100,Kar Kriegstreiber,0,0,89,0,0,-50,0,0,0,0,0
101,Ubunti der Schatten,0,0,89,0,0,-50,0,0,0,0,0
102,Disha Furchtwächter,0,0,89,0,0,-50,0,0,0,0,0
103,Dalan Nachtbrecher,0,0,89,0,0,-50,0,0,0,0,0
104,Mavis Harms,0,0,89,0,0,-50,0,0,0,0,0
105,Ferdinand,0,0,89,0,0,-50,0,0,0,0,0
106,Schwarzhuf,0,0,89,0,0,-50,0,0,0,0,0
107,Major Affentanz,0,0,89,0,0,-50,0,0,0,0,0
108,Ik-Ik der Flinke,0,0,89,0,0,-50,0,0,0,0,0
109,Der Jauler,0,0,89,0,0,-50,0,0,0,0,0
110,Kritscher,0,0,89,0,0,-50,0,0,0,0,0
111,Spriggin,0,0,89,0,0,-50,0,0,0,0,0
112,Bonobos,0,0,89,0,0,-50,0,0,0,0,0
113,Das Tier,0,0,89,0,0,-50,0,0,0,0,0
114,Ai-Ran die flüchtige Wolke,0,0,89,0,0,-50,0,0,0,0,0
115,Ai-Li Himmelsspiegel,0,0,89,0,0,-50,0,0,0,0,0
116,Yul Wildpfote,0,0,89,0,0,-50,0,0,0,0,0
117,Ahone die Wanderin,0,0,89,0,0,-50,0,0,0,0,0
118,Ruun Geisterpranke,0,0,89,0,0,-50,0,0,0,0,0
119,Nasra Fleckpelz,0,0,89,0,0,-50,0,0,0,0,0
120,Urobi der Wanderer,0,0,89,0,0,-50,0,0,0,0,0
121,Moldo Einauge,0,0,89,0,0,-50,0,0,0,0,0
122,Omnis Feixmaul,0,0,89,0,0,-50,0,0,0,0,0
123,Siltriss der Schärfer,0,0,89,0,0,-50,0,0,0,0,0
124,Nessos das Orakel,0,0,89,0,0,-50,0,0,0,0,0
125,Arness die Schuppe,0,0,89,0,0,-50,0,0,0,0,0
126,Kriegsspäher von Salyis,0,0,89,0,0,-50,0,0,0,0,0
127,Sarnak,0,0,89,0,0,-50,0,0,0,0,0
128,Sahn Gezeitenjäger,0,0,89,0,0,-50,0,0,0,0,0
129,Nalash Verdantis,0,0,89,0,0,-50,0,0,0,0,0
130,Eshelon,0,0,89,0,0,-50,0,0,0,0,0
131,Zai der Verstoßene,0,0,89,0,0,-50,0,0,0,0,0
132,Cournith Wasserläufer,0,0,89,0,0,-50,0,0,0,0,0
133,Sele'na,0,0,89,0,0,-50,0,0,0,0,0
134,Aethis,0,0,89,0,0,-50,0,0,0,0,0
135,Kal'tik der Veröder,0,0,89,0,0,-50,0,0,0,0,0
136,Gar'lok,0,0,89,0,0,-50,0,0,0,0,0
137,Lith'ik der Pirscher,0,0,89,0,0,-50,0,0,0,0,0
138,Ski'thik,0,0,89,0,0,-50,0,0,0,0,0
139,Torik-Ethis,0,0,89,0,0,-50,0,0,0,0,0
140,Nal'lak der Reißer,0,0,89,0,0,-50,0,0,0,0,0
141,Krax'ik,0,0,89,0,0,-50,0,0,0,0,0
142,Urgolax,0,0,89,0,0,-50,0,0,0,0,0
143,Krol die Klinge,0,0,89,0,0,-50,0,0,0,0,0
144,Kah'tir,0,0,89,0,0,-50,0,0,0,0,0
145,Havak,0,0,89,0,0,-50,0,0,0,0,0
146,Qu'nas,0,0,89,0,0,-50,0,0,0,0,0
147,Jonn-Dar,0,0,89,0,0,-50,0,0,0,0,0
148,Morgrinn Bersthauer,0,0,89,0,0,-50,0,0,0,0,0
149,Kang der Seelendieb,0,0,89,0,0,-50,0,0,0,0,0
150,Karr der Verdunkler,0,0,89,0,0,-50,0,0,0,0,0
151,Norlaxx,0,0,89,0,0,-50,0,0,0,0,0
152,Borginn Dunkelfaust,0,0,89,0,0,-50,0,0,0,0,0
153,Gaarn der Giftige,0,0,89,0,0,-50,0,0,0,0,0
154,Sulik'shor,0,0,89,0,0,-50,0,0,0,0,0
155,Kor'nas Nachtgrauen,0,0,89,0,0,-50,0,0,0,0,0
156,Yorik Scharfauge,0,0,89,0,0,-50,0,0,0,0,0
157,Dak der Brecher,0,0,89,0,0,-50,0,0,0,0,0
158,Lon der Bulle,0,0,89,0,0,-50,0,0,0,0,0
159,Korda Torros,0,0,89,0,0,-50,0,0,0,0,0
160,Go-Kan,0,0,89,0,0,-50,0,0,0,0,0
161,Doktor Theolen Krastinov,0,0,89,0,0,-50,0,0,0,0,0
162,Mumta,0,0,977,65636,0,0,0,0,0,0,0
163,Kriegshetzer der Zandalari,0,0,89,0,0,-50,0,0,0,0,0
164,Kriegsgott Dokah,0,0,977,65636,0,0,0,0,0,0,0
165,Progenitus,0,0,977,65636,0,0,0,0,0,0,0
166,Ku'lai die Himmelsklaue,0,0,977,65636,0,0,0,0,0,0,0
167,Goda,0,0,977,65636,0,0,0,0,0,0,0
168,Gottkoloss Ramuk,0,0,977,65636,0,0,0,0,0,0,0
169,Al'tabim der Allsehende,0,0,977,65636,0,0,0,0,0,0,0
170,Rückenbrecher Uru,0,0,977,65636,0,0,0,0,0,0,0
171,Lu-Ban,0,0,977,65636,0,0,0,0,0,0,0
172,Molthor,0,0,977,65636,0,0,0,0,0,0,0
173,Krakkanon,0,0,89,0,0,-50,0,0,0,0,0
180,Kannibaleneichhörnchen,22205,0,89,0,0,0,0,0,0,0,0
194,Riesentöter Kul,21910,0,89,0,0,-10,0,0,0,0,0
195,Schluchteismutter,22015,0,89,0,0,0,0,0,0,0,0
196,Donnerfürstentruhe,21965,0,88,0,10,0,0,0,0,0,0
197,Glutrachen,23327,0,89,0,0,0,0,0,0,0,0
198,Zeitverzerrter Turm,23329,0,88,32,0,0,0,0,0,0,0
199,Ergrauter Veteran der Frostwölfe,23097,0,90,0,0,0,0,0,0,0,0
200,Feuerzornstein,23325,0,90,0,0,0,0,0,0,0,0
201,Feuerzornriese,23325,0,89,0,0,0,0,0,0,0,0
202,Borrok der Verschlinger,23344,0,90,0,0,0,0,0,0,0,0
203,Gorg'ak der Lavaschlinger,23345,0,89,0,0,0,0,0,0,0,0
204,Magenstein des Verschlingers,23344,0,88,0,0,0,0,0,0,0,0
205,Veloss,23565,0,89,0,0,0,0,0,0,0,0
207,Giftschatten,23567,0,89,0,0,0,0,0,0,0,0
211,Verstaubte Kiste,23084,0,88,0,0,0,0,0,0,0,0
212,Klingenmeister Zaruk,23601,0,89,0,0,0,0,0,0,0,0
213,Future Vignette Placeholder,0,0,89,4,50,-50,0,0,0,0,0
214,Primalist Mur'og,24280,0,89,0,0,0,0,0,0,0,0
215,Dunkle Manifestation,24373,0,89,0,0,0,0,0,0,0,0
216,Faulatem,24393,0,89,0,0,0,0,0,0,0,0
217,Todesschlund,24401,0,89,0,0,0,0,0,0,0,0
218,Amaukwa,24402,0,89,0,0,0,0,0,0,0,0
219,Karawane der Eisernen Horde,24407,0,88,0,0,0,0,0,0,0,0
220,Eisenflegel,24414,0,88,0,0,0,0,0,0,0,0
221,Schattenruferin Anga,24415,0,89,0,0,0,0,0,0,0,0
222,Felshuf,24454,0,89,0,0,0,0,0,0,0,0
223,Aruumels Streitkolben,24556,0,88,0,0,0,0,0,0,0,0
224,Riesige Flusspferdmutter,24582,0,89,0,0,0,0,0,0,0,0
225,Froststampf der Trauernde,24591,0,89,0,0,0,0,0,0,0,0
226,Riesenjägertrupp,24592,0,89,0,0,0,0,0,0,0,0
227,Frosthauer,24594,0,89,0,0,0,0,0,0,0,0
228,Späher Blutsucher,24595,0,89,0,0,0,0,0,0,0,0
229,Der Prügler,0,34133,89,0,0,0,0,0,0,0,0
230,Yazheera die Verbrennerin,24599,0,89,0,0,0,0,0,0,0,0
231,Dr. Depression,24620,0,89,0,0,0,0,0,0,0,0
232,Kal'rak der Trunkenbold,24621,0,89,0,0,0,0,0,0,0,0
233,Vipernhieb,24626,0,89,0,0,0,0,0,0,0,0
234,Nixxie der Goblin,24635,0,89,0,0,0,0,0,0,0,0
235,Riesiges Insekt,24637,0,89,0,0,0,0,0,0,0,0
236,Rasender Golem,24639,0,89,0,0,0,0,0,0,0,0
237,Cro Fleischfetzer,24641,0,89,0,0,0,0,0,0,0,0
238,Hennenmutter Hami,24642,0,89,0,0,0,0,0,0,0,0
239,Sturmwelle,24644,0,89,0,0,0,0,0,0,0,0
240,Larvra,24646,0,89,0,0,0,0,0,0,0,0
241,Aarko,24666,0,90,0,0,0,0,0,0,0,0
242,Hammerzahn,24668,0,89,0,0,0,0,0,0,0,0
243,Glimmerflügel,24680,0,89,0,0,0,0,0,0,0,0
244,Eiserner Schütze,24694,0,89,0,0,0,0,0,0,0,0
245,Ra'kahn,24705,0,89,0,0,0,0,0,0,0,0
246,Blutblüte der Koloss,24706,0,89,0,0,0,0,0,0,0,0
247,Roardan,24709,0,89,0,0,0,0,0,0,0,0
248,Die Anachoretenrast retten,24711,0,90,0,0,0,0,0,0,0,0
249,Wandernder Verteidiger,24717,0,89,0,0,0,0,0,0,0,0
250,Lo'marg Kieferbrecher,24721,0,89,0,0,0,0,0,0,0,0
251,Echo von Murmur,24745,34221,89,0,0,0,0,0,0,0,0
252,Riesenschlange,24748,0,89,0,0,0,0,0,0,0,0
253,Eiserner Jäger,24775,0,89,0,0,0,0,0,0,0,0
254,Der Knochenkriecher,24992,0,89,0,0,0,0,0,0,0,0
255,Brutmutter Reeg'ak,24995,0,89,0,0,0,0,0,0,0,0
256,Großhexenmeisterin Duress,25024,0,89,0,0,0,0,0,0,0,0
257,Knarlkiefer,25078,0,89,0,0,0,0,0,0,0,0
258,Schleimkönig,25079,0,89,0,0,0,0,0,0,0,0
259,Fahler Fischfänger,25156,0,89,0,0,0,0,0,0,0,0
260,Eingefrorener Schatz,25169,0,90,0,0,0,0,0,0,0,0
261,Zyklonzorn,25170,0,89,0,0,0,0,0,0,0,0
262,Kharazos der Siegestrunkene,31421,35219,89,0,0,0,0,0,0,0,0
263,Galzomar,31421,35219,89,0,0,0,0,0,0,0,0
264,Azika die Frosthexe,27814,0,89,0,50,-50,0,0,0,0,0
265,Caldera Makrah,27814,0,89,0,50,-50,0,0,0,0,0
266,Champion Logor,27814,0,89,0,50,-50,0,0,0,0,0
267,Scharfschütze Kizi,27814,0,89,0,50,-50,0,0,0,0,0
268,Erdmeister Rogok,27814,0,89,0,50,-50,0,0,0,0,0
269,Elementaristin Utrah,27814,0,89,0,50,-50,0,0,0,0,0
270,Schmiedeoberin Targa,27814,0,89,0,50,-50,0,0,0,0,0
271,Kalgor Feindestöter,27814,0,89,0,50,-50,0,0,0,0,0
272,Frontbrecher Drugg,0,0,89,0,50,-50,0,0,0,0,0
273,Lorgrun Eisenfaust,27814,0,89,0,50,-50,0,0,0,0,0
274,Magmos der Bergbrecher,27814,0,89,0,50,-50,0,0,0,0,0
275,Kriegsmatrone Okrilla,0,0,89,0,50,-50,0,0,0,0,0
276,Pfadpirscherin Draga,27814,0,89,0,50,-50,0,0,0,0,0
277,Flammenzauberin Zindra,27814,0,89,0,50,-50,0,0,0,0,0
278,Kragor die Narbenhaut,27814,0,89,0,50,-50,0,0,0,0,0
279,Spähmeister Hasark,27814,0,89,0,50,-50,0,0,0,0,0
280,Grun der Schädelspalter,27814,0,89,0,50,-50,0,0,0,0,0
281,Steinmatrone Shula,0,0,89,0,50,-50,0,0,0,0,0
282,Schlachtzauberer Bargol,27814,0,89,0,50,-50,0,0,0,0,0
283,Worgmeister Rakan,0,0,89,0,50,-50,0,0,0,0,0
284,Gebäude wird angegriffen,0,0,120,70,50,-50,0,0,0,0,0
285,Atemlos,25280,0,89,0,0,0,0,0,0,0,0
286,Klikixx,0,34498,89,0,0,0,0,0,0,0,0
287,Eisengebundene Lawine,27814,0,89,0,50,-50,0,0,0,0,0
288,Eisengebundenes Inferno,27814,0,89,0,50,-50,0,0,0,0,0
289,Kriegsmaschine der Eisernen Horde,0,0,89,0,50,-50,0,0,0,0,0
290,Zuchtmeisterin Mugrah,0,0,89,0,50,-50,0,0,0,0,0
291,Bonusziel: Der Verbotene Gletscher,25308,0,116,64,0,0,0,0,0,0,0
292,Gefrorene Axt,25306,0,0,0,0,0,0,0,0,0,0
293,Gorum,25314,0,89,0,0,0,0,0,0,0,0
294,Bonusziel: Blutdornhöhle,25315,0,116,66,0,0,0,0,0,0,0
295,Krummzahnschlund,0,0,89,0,50,-50,0,0,0,0,0
296,Vorarbeiter Fallow,0,0,89,0,50,-50,0,0,0,0,0
297,Verhängnisreißer,0,0,89,0,50,-50,0,0,0,0,0
298,Riesengroßer Eisschnabel,25330,0,89,0,0,0,0,0,0,0,0
299,Marok Verdammnishand,0,0,89,0,50,-50,0,0,0,0,0
300,Brotoculus,25337,0,90,0,104,0,0,0,0,0,0
301,Bonusziel: Frostbrandhöhle,25340,0,116,66,0,0,0,0,0,0,0
302,Bonusziel: Grimmfrostberg,25340,0,116,66,0,0,0,0,0,0,0
303,Bonusziel: Steinzornklippen,25342,0,116,66,0,0,0,0,0,0,0
304,Ug'lok der Frostige,25345,0,89,0,0,0,0,0,0,0,0
305,Brotoculus,25337,0,89,0,0,0,0,0,0,0,0
306,Yaga die Vernarbte,25376,0,89,0,0,0,0,0,0,0,0
308,Bonusziel: Zerfleischt sie,25460,0,116,66,0,0,0,0,0,0,0
309,Bonusziel: Aruunas Verheerung,25472,0,116,66,0,0,0,0,0,0,0
310,Kriegsmeister Blugthol,25473,0,89,0,0,0,0,0,0,0,0
311,Bombe zum Explodieren gebracht,0,0,118,2,50,-50,0,0,0,0,0
312,Bonusziel: Zorkras Sturz,25494,0,116,66,0,0,0,0,0,0,0
313,Krallenpriesterin Zorkra,25495,0,89,0,0,0,0,0,0,0,0
314,Shirzir,25499,0,89,0,0,0,0,0,0,0,0
315,Bonusziel: Rodung von Mor'gran,25527,0,116,66,0,0,0,0,0,0,0
316,Bonusziel: Hof der Seelen,25528,0,116,66,0,0,0,0,0,0,0
317,Jehil der Kletterer,25553,0,89,0,0,0,0,0,0,0,0
318,Kapitän Eisenbart,25592,0,89,0,0,0,0,0,0,0,0
319,Bonusziel: Der Schimmerhain,25598,0,116,66,0,0,0,0,0,0,0
320,Torvaths Kristallklinge,25631,0,90,0,104,0,0,0,0,0,0
321,Torvaths Kristallklinge,25631,0,88,0,104,0,0,0,0,0,0
322,Hierhin reisen,0,0,60,70,50,-50,0,0,0,0,0
323,Eindringling,0,0,119,66,0,0,0,0,0,0,0
324,Bonusziel: Die Begräbnisfelder,25713,0,116,66,0,0,0,0,0,0,0
325,Bonusziel: Eisenfausthafen,25728,0,116,66,0,0,0,0,0,0,0
326,Donnerfürstenboss,0,0,121,6,0,0,0,0,0,0,0
327,Gruuk,25776,0,89,0,0,-10,0,0,0,0,0
328,Gurun,25803,0,89,0,0,-10,0,0,0,0,0
329,Saboteur,0,0,119,2,0,0,0,0,0,0,0
330,Frostfang,25809,0,89,0,0,-10,0,0,0,0,0
331,No'losh,0,34859,89,0,0,0,0,0,0,0,0
332,Entzündet die Kohlenpfannen,25855,0,89,0,0,0,0,0,0,0,0
333,Bonusziel: Orunaiküste,25854,0,116,66,0,0,0,0,0,0,0
334,Grutush der Plünderer,25856,0,89,0,0,-10,0,0,0,0,0
335,Gennadian,26030,34929,89,0,0,0,0,0,0,0,0
336,Mutter Araneae,26058,0,89,0,0,0,0,0,0,0,0
337,Unterseher Blutmähne,26060,0,89,0,0,0,0,0,0,0,0
338,Doug Test - Vignette,0,0,0,2,0,-50,0,0,0,0,0
339,Gaz'orda,26160,0,89,0,0,0,0,0,0,0,0
340,Sulfuror,28078,0,89,0,0,0,0,0,0,0,0
341,Teufelsborke,26309,0,89,0,0,0,0,0,0,0,0
342,Gefährdetes Gebäude,0,0,60,70,0,0,0,0,0,0,0
343,Fungusprätorianer,26550,0,89,0,0,0,0,0,0,0,0
344,Waffenträger,0,0,60,66,0,0,0,0,0,0,0
345,Goren,0,0,43,66,0,0,0,0,0,0,0
346,Sikthiss die Kriegsfurie,31421,35219,89,0,0,0,0,0,0,0,0
347,Der Hüter,26638,0,89,0,0,0,0,0,0,0,0
348,Skagg,26681,35244,89,0,0,0,0,0,0,0,0
349,Dornkönig Fili,22944,0,89,0,0,0,0,0,0,0,0
350,Bahamai,26751,0,89,0,0,0,0,0,0,0,0
351,Auferstandene Geister,0,0,203,1094,0,0,0,0,0,0,0
354,Varashas Ei,26815,0,90,0,0,0,0,0,0,0,0
355,Bashiok,26816,0,89,0,0,0,0,0,0,0,0
356,Varashas Ei,26815,0,88,0,104,0,0,0,0,0,0
357,Vignette Placeholder,0,0,89,0,50,-50,0,0,0,0,0
358,Dunkelmeister Go'vid,26893,0,89,0,0,0,0,0,0,0,0
359,Nizzix' Truhe,26913,0,88,0,0,0,0,0,0,0,0
360,An Land gespülte Rettungskapsel,26913,0,88,0,0,0,0,0,0,0,0
361,Char der Brennende,26922,0,89,0,0,0,0,0,0,0,0
362,Morva Seelenzerstörer,26944,0,89,0,0,0,0,0,0,0,0
363,Verwundete Verteidigerin,0,0,128,66,0,0,0,0,0,0,0
364,Rai'vosh,26959,0,89,0,0,0,0,0,0,0,0
365,Dunkelkralle,26961,0,89,0,0,0,0,0,0,0,0
366,Seelenschänder Torek,31131,0,89,0,0,0,0,0,0,0,0
367,Kronus,36348,0,129,66,0,0,0,0,0,0,0
368,Fangraal,36349,0,84,66,0,0,0,0,0,0,0
369,Klingentänzer Aeryx,26982,0,89,0,0,0,0,0,0,0,0
370,Forscher Nozzand,27019,0,89,0,0,0,0,0,0,0,0
371,Moltnoma,31146,0,89,0,0,-50,0,0,0,0,0
372,Seelenschänderportal,27039,0,90,0,0,-50,0,0,0,0,0
373,Schmatzschlund,31145,0,89,0,0,-50,0,0,0,0,0
374,Wuchthauer,31148,0,89,0,0,-50,0,0,0,0,0
375,Tor'goroth der Seelenverschlinger,31143,0,89,0,0,-50,0,0,0,0,0
376,Sohn von Goramal,31147,0,89,0,0,-50,0,0,0,0,0
377,Schatz der Blutschläger,0,0,88,8,0,-50,0,0,0,0,0
378,Enavra,27099,0,89,0,0,0,0,0,0,0,0
379,Vielfraß,0,0,108,68,0,0,0,0,0,0,0
380,Mutierter Verteidiger,0,0,43,68,0,0,0,0,0,0,0
381,Rotklaue der Wilde,27137,0,89,0,0,0,0,0,0,0,0
382,Großfeder,27139,0,89,0,0,-35,0,0,0,0,0
383,Gar'lua die Wolfsmutter,27141,0,89,0,0,0,0,0,0,0,0
384,Knorrhuf der Tollwütige,27143,0,89,0,0,-35,0,0,0,0,0
385,Feenglanz,27729,35725,89,0,0,0,0,0,0,0,0
386,Ba'ruun,0,35731,89,0,0,0,0,0,0,0,0
387,Shinri,30994,35732,89,0,0,0,0,0,0,0,0
388,Verängstiger Peon,0,0,133,70,0,0,0,0,0,0,0
389,Zünder für Goblinsprengstoff,27185,0,90,0,0,0,0,0,0,0,0
390,Furchterregender Gronnling,0,0,43,70,0,0,0,0,0,0,0
391,Schwert des Klingenmeisters,27220,0,90,0,0,0,0,0,0,0,0
392,Grauschlund,27225,0,89,0,0,0,0,0,0,0,0
393,Bonusziel: Hemets Schlaraffenland,27251,0,116,66,0,0,0,0,0,0,0
394,Leerenseher Kalurg,27294,0,89,0,0,0,0,0,0,0,0
395,Liegen gelassene Angelrute,27305,0,90,0,0,0,0,0,0,0,0
396,Netherbrut,27316,0,89,0,0,0,0,0,0,0,0
397,Ophiis,27323,0,89,0,0,0,0,0,0,0,0
398,Windrufer Korast,27327,0,89,0,0,-35,0,0,0,0,0
399,Mutter Om'ra,0,33642,89,0,0,0,0,0,0,0,0
400,Bonusziel: Ruinenräuber,27340,0,116,66,0,0,0,0,0,0,0
401,Flinthaut,27344,0,89,0,0,0,0,0,0,0,0
402,Makellose Lilie,27348,0,90,0,0,0,0,0,0,0,0
403,Sicherer Ort,27345,0,136,70,0,0,0,0,0,0,0
404,Ru'klaa,27349,0,89,0,0,0,0,0,0,0,0
405,"Wahnsinniger ""König"" Sporeon",0,35906,89,0,0,0,0,0,0,0,0
406,Schwarmkönigin Skrikka,27353,0,89,0,0,0,0,0,0,0,0
407,Insha'tar,27360,0,89,0,0,0,0,0,0,0,0
408,Zurückgelassene Truhe,27363,0,90,0,0,0,0,0,0,0,0
409,Stampfer Kreego,0,35910,89,0,0,0,0,0,0,0,0
410,Tura'aka,27373,0,89,0,0,0,0,0,0,0,0
411,Jäger Schwarzzahn,27375,0,89,0,0,-35,0,0,0,0,0
412,Späher Pokhar,27383,0,89,0,0,-35,0,0,0,0,0
413,Malroc Steinmahler,27384,0,89,0,0,0,0,0,0,0,0
414,Vorhut Duretha,27399,0,89,0,0,-35,0,0,0,0,0
415,Tiefenwurz,31064,0,89,0,0,-50,0,0,0,0,0
416,Aufgeladenes Erz einsammeln,0,0,203,1094,0,0,0,0,0,0,0
417,Aufgeladenes Erz einsammeln,0,0,203,1094,0,0,0,0,0,0,0
418,Stadionrennen,0,0,203,1094,0,0,0,0,0,0,0
420,Goldzehs Plündergut,27523,0,88,0,0,0,0,0,0,0,0
421,Windfeuer der Donnerfürsten,0,0,119,2,0,0,0,0,0,0,0
422,Korthall Seelenschlinger,0,0,89,0,50,-50,0,0,0,0,0
423,Eingesponnene Spinne,0,0,89,0,50,-50,0,0,0,0,0
