ID,ClassSpec_lang,ClassSpec_Male_lang,ClassSpec_Female_lang,UiTextureAtlasMemberID,GarrFollItemSetID,FollowerClassLimit,Flags
152,Beschützer des Irdenen Rings,Elementare,Beschützer des Irdenen Rings,3484,0,2,3
153,Meister der Ruhe,Elementare,Meister der Ruhe,3480,0,2,3
154,Schläger der Teufelswache,Elementare,Schläger der Teufelswache,3483,0,2,3
155,Vermummte Priester,Elementare,Vermummte Priesterinnen,3479,0,2,3
156,Kreuzfahrer der Silbernen Hand,Elementare,Kreuzfahrer der Silbernen Hand,3486,0,2,3
157,Rabenholdtassassinen,Elementare,Rabenholdtassassinen,3481,0,2,3
158,Jägerinnen der Nachtgeborenen,,,3477,0,2,1
160,Krokulgratpirscher,,,6817,0,2,3
161,Leerengeläuterter Krokul,,,6816,0,2,3
162,Lichtgeschmiedetes Bollwerk,,,6818,0,2,3
164,Techniker,,Technikerin,3581,0,0,0
165,Scharfschütze,,Scharfschützin,5946,278,1,3
166,Agent,,Agentin,3481,0,0,0
167,Späher,,Späherin,3481,0,0,0
168,Schildwache,,,5947,277,1,3
169,Agent,,Agentin,5962,279,1,3
170,Spitzel,,Spitzel,3481,280,0,0
171,Techniker,,,3581,282,1,3
172,Kampfspezialist,,,5947,281,0,0
173,Friedensbewahrer,,Friedensbewahrerin,5956,283,1,3
174,Pirscher,,Pirscherin,5960,0,1,3
175,Elementarschamane,Elementarschamanin,,5963,0,0,1
176,Spezialist,,,5960,290,1,1
177,Schamane,,,5963,291,1,3
178,Schreckenswache,,,3487,0,0,1
179,Zauberin,,,5949,0,1,3
180,Pionier,,Pionierin,3581,0,1,3
181,Mönch,,,5953,0,1,3
182,Arkanist,,,5948,0,0,0
183,Ingenieur,,Ingenieurin,8390,0,0,0
184,Täuschungsschurke,Täuschungsschurke,Täuschungsschurkin,5962,0,0,0
185,Überlebensjäger,Überlebensjäger,Überlebensjägerin,5947,0,0,0
186,Schattenjäger,,Schattenjägerin,5946,0,0,0
187,Oberster Than des Nistgipfels,,,5964,0,0,0
188,Einsamer Wolf,,,5947,281,0,0
189,Magister,,Magistrix,5959,0,0,0
190,Techniker des Geheimdiensts,,Technikerin des Geheimdiensts,8390,0,0,0
191,Pilot,,,3581,0,0,3
192,Generalin der Schildwachenarmee,,,5946,0,0,0
193,Allianzdivision,,,7709,0,4,7
194,Hordendivision,,,7710,0,4,7
295,Kapitän,,,7709,0,0,0
296,Kapitän,,,7710,0,0,0
297,Nebelklinge,,,6557,0,0,0
298,Kommandant,,,6557,0,0,0
299,Wahnsinniger Herzog,,,6557,0,0,0
300,Fahrende Faust,,,6036,0,0,0
301,Seelenschlucker,,,6557,0,0,0
302,Totengräber,,,6557,0,0,0
303,Dunkelfaustmönch,,,6557,0,0,0
304,Sündensteinwerfer,,,6557,0,0,0
305,Verlogener Heiler,,,6557,0,0,0
306,Beraubter,,,6557,0,0,0
307,Strahlender Speer,,,6557,0,0,0
308,Unerschütterliche Faust,,,6557,0,0,0
309,Überschwänglicher Heiler,,,6557,0,0,0
310,Nachtklinge,,,6557,0,3,1
311,Seelenwirker,,,6557,0,3,1
312,Phalanx,,,6557,0,3,1
313,Hellebardier,,,6557,0,3,1
314,Sturmsoldat,,,6557,0,3,1
315,Seuchensänger,,,6557,0,3,1
316,Hainpfleger,,,6557,0,3,1
317,Fallensteller,,,6557,0,3,1
318,Heitere Assassine,,,6557,0,0,0
319,Begrüßer,,,6557,0,0,0
320,Spiegelmacherin,,,6557,0,0,0
321,Butler,,,6557,0,0,0
322,Kuppler,,,6557,0,0,0
323,Kämpfer,,,2117,0,0,0
325,Hainpfleger,,,6557,0,3,9
326,Fallensteller,,,6557,0,3,9
327,Nachtklinge,,,6557,0,3,9
328,Seelenwirker,,,6557,0,3,9
329,Phalanx,,,6557,0,3,9
330,Hellebardier,,,6557,0,3,9
331,Sturmsoldat,,,6557,0,3,9
332,Seuchensänger,,,6557,0,3,9
333,Secutor,,,6558,0,1,0
334,Monstrosität,,,6558,0,1,0
335,Dynamo,,,6558,0,1,0
336,Wissensmeister,,,6558,0,1,0
337,Schlamm,,,6558,0,1,0
338,Skelett,,,6558,0,1,0
339,Monstrosität,,,6558,0,1,0
340,Lich,,,6558,0,1,0
341,Gladiator,,,6558,0,1,0
342,Monteur,,,6558,0,1,0
343,Skelett,,,6558,0,1,0
344,Schattenklinge,,,6558,0,1,0
345,Seuchenerfinder,,,6558,0,1,0
346,Knochenschmiedin,,,6558,0,1,0
347,Mördertochter,,,6558,0,1,0
348,Andächtiges Schwert,,,6557,0,0,0
349,Gebende Hand,,,6557,0,0,0
350,Pflichtbewusstes Konstrukt,,,6557,0,0,0
351,Larionmeisterin,,,6557,0,0,0
352,Phalynxmeister,,,6557,0,0,0
353,Gewissenhafte Assistentin,,,6557,0,0,0
354,Aspirantin,,,6557,0,0,0
355,Jünger,,,6557,0,0,0
356,Mikanikos' Begleiter,,,6557,0,0,0
357,Hand des Mutes,,,6557,0,0,0
358,Schillerer,,,6557,0,0,0
359,Trickserin,,,6557,0,0,0
360,Sanfte Pflegerin,,,6557,0,0,0
361,Eiskalter Speer,,,6557,0,0,0
362,Former des Sternenlichts,,,6557,0,0,0
363,Schwester der Ungesehenen,,,6557,0,0,0
364,Beschützerin von Tirna Vaal,,,6557,0,0,0
365,Kunsthandwerker von Tirna Vaal,,,6557,0,0,0
366,Fangzähne des Geistes,,,6557,0,0,0
367,Hörner der Nacht,,,6557,0,0,0
368,Augen des Waldes,,,6557,0,0,0
369,Dämmerzweig,,,6557,0,0,0
370,Pfleger,,,6557,0,0,0
371,Jagdhauptmann,,,6557,0,0,0
372,Hainhüterin,,,6557,0,0,0
373,Aufgestiegene,,,6557,0,0,0
374,Aspirant,,,6557,0,0,0
375,Oberster Schmied,,,6557,0,0,0
376,Barbar,,,2117,0,0,0
377,Meisterglaserin,,,6557,0,0,0
378,Lich,,,6558,0,1,0
379,Schmied,,,6558,0,1,0
380,Treuer Begleiter,,,6558,0,1,0
381,Mitreißende Gladiatorin,,,6558,0,1,0
382,Unzerstörbar,,,6558,0,1,0
383,Waffenschmiedin,,,6557,0,0,0
384,Rüstmeisterin,,,6557,0,0,0
385,Abgesandte,,,6557,0,0,0
386,Spore,,,6557,0,0,0
387,Wirkerin,,,6557,0,0,0
388,Bote,,,6557,0,0,0
389,Mystiker,,,6557,0,0,0
390,Geisterführerin,,,6557,0,0,0
391,Beschützer,,,6557,0,0,0
392,Schwingen der Heilung,,,6557,0,0,0
393,Bauer,,,6557,0,0,0
394,Künstler,,,6557,0,0,0
395,Aristokratin,,,6557,0,0,0
396,Rekuperator,,,6557,0,0,0
397,Masseurin,,,6557,0,0,0
398,Unerschütterlicher Diener,,,6557,0,0,0
400,Archäologe,Überlebensjäger,,5946,0,0,0
