ID,Name_lang,Description_lang,ButtonText_lang,RewardDescription_lang,ContinueDescription_lang,Type,PlayerConditionID,Flags,ButtonActionType,TextureFileDataID,LfgDungeonID,QuestID,BattleMasterListID,PriorityMin,PriorityMax,CurrencyType,CurrencyQuantity,UIMapID,BonusPlayerConditionID[0],BonusPlayerConditionID[1],BonusValue[0],BonusValue[1]
33,Vorgebirge des Hügellands,"Schließt Euch der Kriegsmaschinerie der Verlassenen an, während sie gen Vorgebirge des Hügellands marschiert – für die Horde!",Quest beginnen,,,0,33565,1,3,236779,0,28089,0,9,10,0,0,0,33600,0,0,0
34,Nördliches Brachland,Eure Hilfe wird bei der Verteidigung des Nördlichen Brachlands gegen eindringende Stacheleber und Zentauren benötigt!,Quest beginnen,,,0,33566,0,3,236717,0,28494,0,9,10,0,0,10,33601,34301,1,1
35,Azshara,Helft bei der Vertreibung der vorrückenden Allianzstreitkräfte und sichert Azshara zum Ruhm der Horde!,Quest beginnen,,,0,33567,0,3,236714,0,28496,0,9,10,0,0,76,33602,34632,1,1
36,Tausend Nadeln,"Schließt Euch den Streitkräften der Horde in ihrem Kampf gegen die abtrünnigen Grimmtotems an, die Tausend Nadeln kontrollieren.",Quest beginnen,,,0,33568,0,3,236848,0,28504,0,9,10,0,0,64,33603,34328,1,1
37,Tanaris,"Helft der Horde und dem Bilgewasserkartell dabei, eine Stellung in Tanaris zu sichern, bevor die Allianz das tun kann!",Quest beginnen,,,0,33569,0,3,236846,0,28509,0,9,10,0,0,71,33604,0,1,0
38,Feralas,"Helft der Horde dabei, die weitläufigen Wälder von Feralas vor der Allianz und den Grimmtotems zu sichern.",Quest beginnen,,,0,33570,0,3,236764,0,28510,0,9,10,0,0,69,33605,34299,1,1
39,Krater von Un'Goro,"Bietet dem Personal von Marschalls Expedition Eure Hilfe an, während sie die Geheimnisse des Kraters von Un'Goro entschlüsseln.",Quest beginnen,,,0,33571,0,3,236850,0,28526,0,9,10,0,0,78,33606,0,1,0
40,Silithus,"Unsere Verbündeten vom Zirkel des Cenarius benötigen Eure Hilfe in ihrem Bestreben, den Schattenhammer aus Silithus zu vertreiben.",Quest beginnen,,,0,33572,0,3,236829,0,28527,0,9,10,0,0,81,33607,0,1,0
41,Steinkrallengebirge,"Die Streitkräfte der Horde im Steinkrallengebirge benötigen Eure Hilfe dabei, die Eindringlinge der Allianz zurückzuschlagen und unsere Völker zu beschützen.",Quest beginnen,,,0,33573,0,3,236831,0,28532,0,9,10,0,0,65,33611,0,1,0
42,Teufelswald,"Der Zirkel des Cenarius benötigt Eure Hilfe dabei, Teufelswald den Dämonen und anderen verderbten Kreaturen zu entreißen!",Quest beginnen,,,0,33574,0,3,236763,0,28542,0,9,10,0,0,77,33612,0,1,0
43,Winterquell,"Donova Schneeweh in Winterquell hat womöglich eine Lösung dafür gefunden, wie der Bedrohung durch die Furbolgs der Winterfelle ein für alle Mal begegnet werden kann.",Quest beginnen,,,0,33575,0,3,236854,0,28545,0,9,10,0,0,83,33613,0,1,0
44,Desolace,"Die tapferen Hordenkrieger von Desolace benötigen Eure Hilfe dabei, die Armeen der Allianz und uralte Dämonen zurückzuschlagen.",Quest beginnen,,,0,33576,0,3,236742,0,28548,0,9,10,0,0,66,33614,0,1,0
45,Südliches Brachland,Die kürzlichen Siege der Truppen der Allianz im Brachland bringen unsere Nachschublinien in Gefahr. Sie müssen aufgehalten werden!,Quest beginnen,,,0,33577,0,3,236717,0,28549,0,9,10,0,0,199,33615,0,1,0
46,Düstermarschen,In den Düstermarschen wimmelt es von den unterschiedlichsten Feinden und die Streitkräfte der Allianz sind dort gefährlich stark.,Quest beginnen,,,0,33578,0,3,236758,0,28554,0,9,10,0,0,70,33616,34294,1,1
47,Uldum,"In uralten Schriften ist zu lesen, dass in Uldum ungeahnte Reichtümer verborgen liegen. Erhebt im Namen der Horde Anspruch auf diese Schätze!",Quest beginnen,,,0,33579,0,3,409550,0,28557,0,9,10,0,0,249,33617,0,0,0
48,Geisterlande,"Eure Hilfe wird benötigt, um die zahllosen Eindringlinge der Geißel zurückzuwerfen und uns die Unterstützung der Verlassenen im Kampf gegen die Geißel zu sichern.",Quest beginnen,,,0,33580,0,3,236765,0,28560,0,9,10,0,0,95,33618,0,1,0
49,Arathihochland,"Die Streitkräfte der Dunklen Fürstin benötigen Eure Hilfe, um das Herrschaftsgebiet der Horde zu vergrößern und die Allianz zurückzuschlagen.",Quest beginnen,,,0,33581,0,3,236712,0,28572,0,9,10,0,0,14,33619,34630,1,1
50,Hinterland,Die Zwerge des Wildhammerklans im Hinterland haben sich offiziell der Allianz angeschlossen und müssen besiegt werden!,Quest beginnen,,,0,33582,0,3,236780,0,28574,0,9,10,0,0,26,33620,34631,1,1
51,Westliche Pestländer,"Die Streitkräfte der Allianz rücken auf die zerstörte Stadt Andorhal vor. Haltet sie auf, bevor sie dort einen Stützpunkt errichten können!",Quest beginnen,,,0,33583,0,3,236851,0,28575,0,9,10,0,0,22,33621,34629,1,1
52,Östliche Pestländer,"Der Argentumkreuzzug hat seine Stellungen in den Östlichen Pestländern ausgebaut. Eure Hilfe wird benötigt, um diese Siege zu sichern.",Quest beginnen,,,0,33584,0,3,236760,0,28577,0,9,10,0,0,23,33622,34627,1,1
53,Ödland,"Die Allianz versucht verzweifelt, einen Stützpunkt im Ödland zu errichten. Drängt sie um jeden Preis zurück!",Quest beginnen,,,0,33585,0,3,236716,0,28580,0,9,10,0,0,15,33623,0,1,0
54,Sengende Schlucht,"Die Zerschmetterte Hand meldet, dass sich die Dunkeleisenzwerge der Sengenden Schlucht auf einen Krieg vorzubereiten scheinen.",Quest beginnen,,,0,33586,0,3,236815,0,28581,0,9,10,0,0,32,33624,0,1,0
55,Brennende Steppe,"Unterstützt Ariok, den Sohn von Etrigg, und setzt der blinden Aggression der Schwarzfelsorcs ein Ende.",Quest beginnen,,,0,33587,0,3,236734,0,28667,0,9,10,0,0,36,33625,0,1,0
56,Verwüstete Lande,"Okrilla, Kommandantin der Streitmacht der Horde an der Feste Schreckensfels, benötigt Eure Hilfe bei der Sicherung des Außenpostens vor rebellischen Ogern.",Quest beginnen,,,0,33588,0,3,236720,0,28671,0,9,10,0,0,17,33629,0,1,0
57,Sümpfe des Elends,"Überzeugt Handelsbaron Silberschnapp, die Horde weiterhin mit Waffen und Munition zu versorgen!",Quest beginnen,,,0,33589,0,3,236720,0,28677,0,9,10,0,0,51,33630,0,1,0
58,Nördliches Schlingendorntal,"Der Kommandant im Nördlichen Schlingendorntal benötigt Eure Hilfe dabei, die Nachschublinien intakt zu halten.",Quest beginnen,,,0,33591,0,3,236844,0,28688,0,9,10,0,0,50,33631,0,1,0
59,Das Schlingendornkap,"Unsere Streitkräfte am Schlingendornkap benötigen Eure Hilfe dabei, mit ein paar Piraten und Naga fertigzuwerden, die den Dschungel überrannt haben.",Quest beginnen,,,0,33592,0,3,236844,0,28704,0,9,10,0,0,210,33632,0,1,0
60,Scherbenwelt,"Eure Fähigkeiten werden benötigt, um die Anwesenheit der Brennenden Legion auf den zerschmetterten Resten der Scherbenwelt zu bekämpfen.",Quest beginnen,,,0,33593,0,3,236813,0,28705,0,9,10,0,0,100,33633,0,0,0
61,Nordend,"Die Kriegshymnenoffensive benötigt in Nordend Eure Hilfe dabei, die anhaltende Bedrohung durch die Untoten der Geißel zu beenden.",Quest beginnen,,,0,33594,0,3,236812,0,28711,0,9,10,0,0,114,33634,34302,0,0
62,Schattenhochland,Der Kriegshäuptling benötigt Eure Hilfe bei der Vorbereitung eines Angriffs auf das Schattenhochland!,Quest beginnen,,,0,33595,0,3,409549,0,28717,0,9,10,0,0,241,33635,0,0,0
63,Rotkammgebirge,Die Streitkräfte der Allianz im Rotkammgebirge sind überfordert und benötigen Eure Hilfe.,Quest beginnen,,,0,33637,0,3,236814,0,28563,0,9,10,0,0,49,33638,0,1,0
64,Hinterland,"Unsere neuen Brüder in der Allianz benötigen Eure Hilfe dabei, die aggressive Hordenoffensive in ihrer geliebten Heimat abzuwehren.",Quest beginnen,,,0,33639,0,3,236780,0,26542,0,9,10,0,0,26,33640,0,1,0
65,Westfall,"Die Verbrechensrate in Westfall ist in astronomische Höhen geschossen, da die Leute sich um Unterschlupf und Nahrung zanken. Wenn Ihr der Allianz helfen wollt, dann solltet Ihr dort beginnen.",Quest beginnen,,,0,33641,0,3,236852,0,28562,0,9,10,0,0,52,33642,0,1,0
66,Dämmerwald,Die Bürger des Dämmerwalds benötigen dringend Eure Unterstützung!,Quest beginnen,,,0,33643,0,3,236757,0,28564,0,9,10,0,0,47,33644,0,1,0
67,Vashj'ir,Die jüngsten Angriffe der Horde auf unsere Handelsschiffe vor dem Hafen von Sturmwind müssen schnell und gerecht geahndet werden!,Quest beginnen,,,0,33645,0,3,409551,0,27724,0,9,10,0,0,203,33646,33713,0,0
68,Der Hyjal,"Eure Hilfe wird am Hyjal benötigt. Der Zirkel des Cenarius hat uns berichtet, dass Todesschwinges Anhänger einen vernichtenden Angriff auf den Weltenbaum gestartet haben!",Quest beginnen,,,0,33648,0,3,409547,0,27726,0,9,10,0,0,198,33649,33713,0,0
69,Tiefenheim,"Der Irdene Ring braucht unsere Hilfe! Uns wurde berichtet, dass die Elementarebene Tiefenheim droht, unsere Welt zu übernehmen und alles Leben in Azeroth zu zerstören!",Quest beginnen,,,0,33650,0,3,409546,0,27727,0,9,10,0,0,207,33651,0,0,0
70,Dunkelküste,"Die Einwohner von Lor'danel benötigen Eure Hilfe dabei, ihre Stadt vor dem Schattenhammer zu schützen.",Quest beginnen,,,0,33652,0,3,236739,0,28490,0,9,10,0,0,62,33653,0,1,0
71,Eschental,Die Übergriffe der Horde auf das Eschental dürfen nicht länger geduldet werden! Schlagt die Eindringlinge zurück und heilt den heiligen Wald.,Quest beginnen,,,0,33657,0,3,236713,0,28492,0,9,10,0,0,63,33658,34292,1,1
72,Tausend Nadeln,"Die Schildwachen in Tausend Nadeln benötigen Eure Hilfe dabei, die plündernden Räuber der Grimmtotems zurückzuschlagen, die die Gegend kontrollieren.",Quest beginnen,,,0,33659,0,3,236848,0,28503,0,9,10,0,0,64,33660,34328,1,1
73,Tanaris,"Die Allianz benötigt Eure Hilfe in Tanaris, um Zugeständnisse des ortsansässigen Barons und Zugriff auf die wertvollen Ressourcen der Wüste zu erhalten.",Quest beginnen,,,0,33661,0,3,236846,0,28507,0,9,10,0,0,71,33662,0,1,0
74,Feralas,"Die Streitkräfte der Allianz in Feralas benötigen Eure Hilfe dabei, unsere Feinde, die Horde und die Grimmtotems, zu überwältigen.",Quest beginnen,,,0,33663,0,3,236764,0,28511,0,9,10,0,0,69,33664,34298,1,1
75,Krater von Un'Goro,"Ihr sollt im Namen der Allianz Marschalls Expedition unterstützen, die die Geheimnisse des Kraters von Un'Goro ergründen will.",Quest beginnen,,,0,33665,0,3,236850,0,28525,0,9,10,0,0,78,33666,0,1,0
76,Silithus,Unsere Verbündeten vom Zirkel des Cenarius in Silithus benötigen Eure Unterstützung im Kampf gegen den Schattenhammer.,Quest beginnen,,,0,33667,0,3,236829,0,28528,0,9,10,0,0,81,33668,0,1,0
77,Desolace,Die mutigen Soldaten in Desolace werden von Dämonen und den Armeen der Horde heimgesucht. Sie brauchen Eure Hilfe.,Quest beginnen,,,0,33669,0,3,236742,0,28531,0,9,10,0,0,66,33670,0,1,0
78,Steinkrallengebirge,"Die Streitkräfte der Horde versuchen, ins Steinkrallengebirge vorzudringen. Sie müssen aufgehalten werden!",Quest beginnen,,,0,33671,0,3,236742,0,28539,0,9,10,0,0,65,33672,0,1,0
79,Teufelswald,"Das Smaragdrefugium fordert Eure Unterstützung dabei an, den Teufelswald von den dämonischen Kräften zu befreien, die den Wald beherrschen.",Quest beginnen,,,0,33673,0,3,236763,0,28543,0,9,10,0,0,77,33675,0,1,0
80,Winterquell,"Donova Schneeweh in Winterquell benötigt Eure Hilfe dabei, die Bedrohung durch die Furbolgs der Winterfelle abzuwenden.",Quest beginnen,,,0,33676,0,3,236854,0,28544,0,9,10,0,0,83,33677,0,1,0
81,Südliches Brachland,"Soldaten der Allianz sind tief ins Südliche Brachland vorgestoßen. Sie benötigen Eure Hilfe, um das eroberte Land zu halten!",Quest beginnen,,,0,33678,0,3,236717,0,28550,0,9,10,0,0,199,33679,0,1,0
82,Düstermarschen,"Unterstützt Calia Hastings vom SI:7 bei der Suche nach den Gefahren, die sowohl innerhalb als auch außerhalb der Stadtmauern von Theramore lauern.",Quest beginnen,,,0,33680,0,3,236758,0,28552,0,9,10,0,0,70,33681,34296,1,1
83,Uldum,"Schließt Euch denjenigen an, die als Erste das ruhmreiche Uldum betreten und seine Schätze im Namen der Allianz an sich bringen!",Quest beginnen,,,0,33682,0,3,409550,0,28558,0,9,10,0,0,249,33683,0,0,0
84,Die Blutmythosinsel,"Helft den Bewohnern der Blutmythosinsel im Kampf gegen verräterische Blutelfen und gefährliche Kreaturen, die auf der Insel ihr Unwesen treiben.",Quest beginnen,,,0,33684,0,3,236721,0,28559,0,9,10,0,0,106,33685,0,1,0
85,Sumpfland,"Der Kataklysmus und seine Zerstörungen haben wilde Bestien, Orcräuber und grausame Gnolle ins Sumpfland gelockt!",Quest beginnen,,,0,33686,0,3,236853,0,28565,0,9,10,0,0,56,33687,0,1,0
86,Loch Modan,Die Zerstörung des Steinwerkdamms überfordert die Gebirgsjäger der Zwerge. Verstärkung wird dringend benötigt!,Quest beginnen,,,0,33688,0,3,236808,0,28567,0,9,10,0,0,48,33689,0,1,0
87,Arathihochland,Eure Hilfe wird im Arathihochland benötigt. Die Ehre der uralten Stadt Stromgarde muss wiederhergestellt werden!,Quest beginnen,,,0,33690,0,3,236712,0,28573,0,9,10,0,0,14,33691,0,1,0
88,Westliche Pestländer,Nach unseren ersten Siegen in Andorhal holen die Verlassenen nun zum Gegenschlag aus. Eure Hilfe wird benötigt. Vertreibt sowohl die Geißel als auch die Horde und erobert die verlorene Stadt Andorhal in den Westlichen Pestländern zurück.,Quest beginnen,,,0,33692,0,3,236851,0,28576,0,9,10,0,0,22,33693,34625,1,1
89,Östliche Pestländer,"Der Argentumkreuzzug benötigt Eure Hilfe dabei, die Östlichen Pestländer aus dem Griff der Geißel zu befreien.",Quest beginnen,,,0,33694,0,3,236760,0,28578,0,9,10,0,0,23,33695,0,1,0
90,Ödland,"Eure Hilfe wird benötigt, um die Schäden, die Todesschwinge angerichtet hat, und die Verfassung der Hordenstreitkräfte im Ödland zu begutachten.",Quest beginnen,,,0,33696,0,3,236716,0,28579,0,9,10,0,0,15,33697,0,1,0
91,Sengende Schlucht,"Der SI:7 meldet, dass die Dunkeleisenzwerge der Sengenden Schlucht sich auf einen Angriff vorbereiten. Haltet sie auf, bevor es zu spät ist!",Quest beginnen,,,0,33698,0,3,236815,0,28582,0,9,10,0,0,32,33699,0,1,0
92,Brennende Steppe,"Eure Hilfe wird dringend dabei benötigt, der Bedrohung durch die Schwarzfelsorcs in der Brennenden Steppe ein Ende zu setzen!",Quest beginnen,,,0,33700,0,3,236734,0,28666,0,9,10,0,0,36,33701,0,1,0
93,Verwüstete Lande,"Die Garnison von Nethergarde benötigt dringend Eure Hilfe, um den Vormarsch der Horde in die Verwüsteten Lande zu stoppen!",Quest beginnen,,,0,33702,0,3,236720,0,28673,0,9,10,0,0,17,33703,0,1,0
94,Sümpfe des Elends,Die Allianz benötigt Eure Hilfe bei der Absicherung eines stetigen Nachschubs an Munition vom Handelsbaron Silberschnapp in den Sümpfen des Elends!,Quest beginnen,,,0,33704,0,3,236845,0,28675,0,9,10,0,0,51,33705,0,1,0
95,Nördliches Schlingendorntal,"Auch Jahre nach Colonel Kurzens Verrat an Sturmwind bleibt sein Schicksal unbekannt. Helft den Überlebenden herauszufinden, was aus dem Colonel geworden ist.",Quest beginnen,,,0,33706,0,3,236844,0,28699,0,9,10,0,0,224,33707,0,1,0
96,Das Schlingendornkap,"Die Expedition der Forscherliga am Schlingendornkap benötigt Eure Hilfe dabei, ihre Ausgrabungsstätte und Fundobjekte vor plündernden Ogern zu schützen.",Quest beginnen,,,0,33708,0,3,236844,0,28702,0,9,10,0,0,210,33709,0,1,0
97,Scherbenwelt,"Die Expeditionsstreitkräfte benötigen Eure Hilfe dabei, die dämonischen Armeen der Brennenden Legion zu überwältigen, die von der Scherbenwelt aus angreifen!",Quest beginnen,,,0,33710,0,3,236813,0,28708,0,9,10,0,0,100,33713,33711,0,0
98,Nordend,"Die Expedition Valianz benötigt in Nordend Eure Hilfe dabei, die Streitkräfte der Geißel unter Kontrolle zu halten und die zivilisierten Ländereien zu sichern!",Quest beginnen,,,0,33712,0,3,236812,0,28709,0,9,10,0,0,113,33713,33714,0,0
99,Schattenhochland,König Wrynn benötigt einen vertrauenswürdigen und erfahrenen Helden für eine Aufgabe von höchster Wichtigkeit.,Quest beginnen,,,0,33715,0,3,409549,0,28716,0,9,10,0,0,241,33716,0,0,0
100,Pandaria,Werdet in der Feste Grommash vorstellig und schwört dem neuen Kriegshäuptling Eure Treue!,Quest beginnen,,,0,33727,0,3,652174,0,29611,0,9,10,0,0,371,33728,33748,0,0
101,Tal der Vier Winde,"Die hiesige Bevölkerung hat von einem mächtigen Pandarenmönch erzählt, der ins Tal der Vier Winde reist. Könnt Ihr ihn als Verbündeten gewinnen?",Quest beginnen,,,0,33730,0,3,618317,0,38935,0,9,10,0,0,376,33731,0,0,0
102,Kun-Lai-Gipfel,Überlebende der Schlacht im Jadewald haben sich zum Kun-Lai-Gipfel aufgemacht und benötigen dringend Eure Hilfe.,Quest beginnen,,,0,33735,0,3,617832,0,38936,0,9,10,0,0,379,33736,34300,0,0
103,Tonlongsteppe,Die Shado-Pan bereiten einen Vorstoß über die Große Mauer hinweg in die Tonlongsteppe vor. Unterstützt sie in ihrem waghalsigen Unterfangen!,Quest beginnen,,,0,33738,0,3,618796,0,39127,0,9,10,0,0,388,33739,34329,0,0
104,Schreckensöde,Die Shado-Pan an der Großen Mauer fordern Verstärkung im Kampf gegen die Mantis aus der Schreckensöde an. Sie brauchen Eure Hilfe!,Quest beginnen,,,0,33740,0,3,624970,0,31000,0,9,10,0,0,422,33741,34293,0,0
105,Tal der Ewigen Blüten,"Das Tal der Ewigen Blüten wird angegriffen und Prinz Anduin Wrynn braucht Eure Hilfe. Überzeugt im Tempel des Weißen Tigers am Kun-Lai die Völker Pandarias, Außenstehenden Zugang zum Tal zu gewähren und in dieser Zeit der Not ihre Unterstützung anzunehmen.",Quest beginnen,,,0,33743,0,3,618798,0,31392,0,9,10,0,0,390,33744,34330,0,0
106,Tal der Ewigen Blüten,Das Tal der Ewigen Blüten wird angegriffen. Sonnenläufer Dezco benötigt beim Tempel des Weißen Tigers Eure Hilfe.,Quest beginnen,,,0,33745,0,3,618798,0,31393,0,9,10,0,0,390,33746,34330,0,0
107,Draenor,"Erzmagier Khadgar, Held des Zweiten Krieges, formt eine Koalition aus Azeroths fähigsten Helden, die das Dunkle Portal durchschreiten sollen.",Quest beginnen,,Helft Erzmagier Khadgar beim Kampf gegen die Eiserne Horde und schließt das Dunkle Portal im Tanaandschungel!,0,33747,0,3,1048305,0,34398,0,9,10,0,0,577,33748,33750,0,0
108,Draenor,"Erzmagier Khadgar, Held des Zweiten Krieges, formt eine Koalition aus Azeroths fähigsten Helden, die das Dunkle Portal durchschreiten sollen.",Quest beginnen,,Helft Erzmagier Khadgar beim Kampf gegen die Eiserne Horde und schließt das Dunkle Portal im Tanaandschungel!,0,34668,0,3,1048305,0,34398,0,9,10,0,0,577,33713,33750,0,0
109,Gorgrond,"Kommandant, Durotan fordert Hilfe dabei an, einen kleinen Stoßtrupp nach Gorgrond zu führen, um einen Gegenangriff auf die dortige Festung der Eisernen Horde einzuleiten.",Quest beginnen,,,0,33751,0,3,1046803,0,35557,0,9,10,0,0,543,33752,0,0,0
110,Gorgrond,"Kommandant, Yrel und Maraad fordern Hilfe dabei an, einen kleinen Stoßtrupp nach Gorgrond zu führen, um einen Gegenangriff auf die dortige Festung der Eisernen Horde einzuleiten.",Quest beginnen,,,0,33753,0,3,1046803,0,35556,0,9,10,0,0,543,33754,0,0,0
111,Talador,"Die Eiserne Horde ist in Talador gelandet und versucht, uns dieses zentral gelegene Territorium zu entreißen. Kommandant, Eure Streitkräfte werden gebraucht.",Quest beginnen,,,0,33755,0,3,1060985,0,36953,0,9,10,0,0,535,33756,0,0,0
112,Spitzen von Arak,Die Spitzen von Arak werden von Krieg und Rebellion heimgesucht. Die Verbannten der Arakkoa fliehen in Scharen und könnten sich als wertvolle Verbündete erweisen.,Quest beginnen,,,0,33757,0,3,1060981,0,36951,0,9,10,0,0,542,33758,0,0,0
113,Spitzen von Arak,"Kommandant, die Spitzen von Arak werden von Krieg und Rebellion heimgesucht. Die Verbannten der Arakkoa fliehen in Scharen aus dem Gebiet und könnten sich als wertvolle Verbündete erweisen.",Quest beginnen,,,0,33759,0,3,1060981,0,36951,0,9,10,0,0,542,33760,0,0,0
114,Talador,"Die Eiserne Horde ist in Talador gelandet und versucht, uns dieses zentral gelegene Territorium zu entreißen. Kommandant, Eure Streitkräfte werden gebraucht.",Quest beginnen,,,0,33761,0,3,1060985,0,34676,0,9,10,0,0,535,33762,0,0,0
115,Nagrand,"Thrall hat um Hilfe dabei gebeten, eine Stellung in Nagrand zu etablieren, der Heimat des gefürchteten Kriegshymnenklans und des Klans der Brennenden Klinge.",Quest beginnen,,,0,33765,0,3,1032150,0,36952,0,9,10,0,0,550,33766,0,0,0
116,Nagrand,"Verteidigerin Yrel hat um Hilfe dabei gebeten, eine Stellung in Nagrand zu etablieren, der Heimat des gefürchteten Kriegshymnenklans und des Klans der Brennenden Klinge.",Quest beginnen,,,0,33767,0,3,1032150,0,34674,0,9,10,0,0,550,33768,0,0,0
117,Bereitet die Invasion vor!,"Kriegshäuptling Vol'jin ist in Eure Garnison gekommen, um Pläne zur Invasion des Tanaandschungels zu besprechen. Stehen Eure Streitkräfte bereit?",Quest beginnen,,Sprecht mit Kriegshäuptling Vol'jin in Eurer Garnison und plant mit ihm die Invasion des Tanaandschungels.,0,33769,0,3,1048305,0,38567,0,9,10,0,0,543,33770,0,0,0
118,Arathibecken,Kämpft in diesem Ressourcenwettlauf gegen die Horde um die Vorherrschaft im Arathibecken.,Stürzt Euch in den Kampf!,,,5,33772,1,4,236712,0,0,3,1,7,0,0,0,34691,0,1,0
119,Bereitet die Invasion vor!,"König Varian Wrynn ist in Eure Garnison gekommen, um Pläne zur Invasion des Tanaandschungels zu besprechen. Stehen Eure Streitkräfte bereit?",Quest beginnen,,Sprecht mit König Varian Wrynn in Eurer Garnison und plant mit ihm die Invasion des Tanaandschungels.,0,33771,0,3,1048305,0,38253,0,9,10,0,0,543,33773,0,0,0
120,Tiefschwarze Grotte,"Dieser uralte Tempel der Nachtelfen wurde vom Schattenhammer überrannt. Bezwingt sie, bevor in der Tiefe unaussprechliche Schrecken erweckt werden!",Gruppe beitreten,,,6,33775,0,1,236436,10,0,0,7,8,0,0,0,33809,33978,0,0
123,Verlies von Sturmwind,Die Gefangenen im Verlies von Sturmwind versuchen auszubrechen. Haltet sie auf!,Gruppe beitreten,,,6,33806,0,1,134163,12,0,0,7,8,0,0,0,33810,33979,0,0
124,Gnomeregan,"Steigt in die verstrahlte Hauptstadt Gnomeregan hinab, um sie von Troggs, Lepragnomen und monströsen Maschinen zu befreien.",Gruppe beitreten,,,6,33807,0,1,236424,14,0,0,7,8,0,0,0,33811,33981,0,0
125,Die Scharlachroten Hallen,"Die grimmigsten Krieger des Scharlachroten Kreuzzugs stellen in den Scharlachroten Hallen eine Armee auf. Bezwingt sie, bevor sie ihre Streitmacht auf die Welt loslassen können.",Gruppe beitreten,,,6,33808,0,1,133154,163,0,0,7,8,0,0,0,33813,33982,0,0
126,Das Scharlachrote Kloster,"Greift das Scharlachrote Kloster, die Festung des Scharlachroten Kreuzzugs, an und zieht ihre fanatischen Anführer zur Rechenschaft.",Gruppe beitreten,,,6,33814,0,1,135955,164,0,0,7,8,0,0,0,33815,33816,0,0
