Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Herausforderer I,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,80,0,12015,0,20,7,18,0,2023047,0,0,0,0,0,0,0
Herausforderer II,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,81,0,12015,0,20,7,213,0,2023047,0,0,0,0,0,0,0
Rivale I,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,82,0,12015,0,20,7,19,0,2023049,0,0,0,0,0,0,0
Rivale II,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,83,0,12015,0,20,7,214,0,2023049,0,0,0,0,0,0,0
Duellant,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,84,0,12015,0,20,7,20,0,2023051,0,0,0,0,0,0,0
Elite,Aufwertungen für PvP-Ausrüstung freigeschaltet!,,,,,85,0,12015,0,20,7,21,0,2023053,0,0,0,0,0,0,0
Spießrutenlauf des Kerkermeisters,Stock %19812w,|n+Phantasma|n+Segen des Seelenrückstands,,,,87,95418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Runde gewonnen,Siege: %55859yc,,,,,89,104070,0,5116,16,6,392795,0,0,0,0,0,0,0,0,0
Runde verloren,Siege: %55859yc,,,,,90,104070,0,5116,16,6,392796,0,0,0,0,0,0,0,0,0
Kernlose Wächterumwandlung,Verständnis des Bassonischen,,,"Gewährt Pocopoc die Fähigkeit, kernlose Wächter in Resonanzwächter umzuwandeln.",,101,0,12015,0,18,3,0,0,4239320,0,0,0,0,0,0,0
Verbesserte Pocopocaufwertungen,Verständnis des Violonischen freigeschaltet,,,,,102,0,12015,0,18,3,0,0,4239319,577,0,0,0,0,0,0
Runde gewonnen,Siege: %55859yc,,,,,104,104069,0,5117,16,6,392795,0,0,0,0,0,0,0,0,0
Runde verloren,Siege: %55859yc,,,,,105,104069,0,5117,16,6,392796,0,0,0,0,0,0,0,0,0
Spießrutenlauf des Kerkermeisters,Stock %19812w,,,,,106,95419,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
Rennen abgeschlossen - Bronze,"|cFFFFFFFFRennzeit: %2016c,%2017c%2124c%2125c Sekunden|r|n|nSilberzeit: %2019c,%2037c00 Sekunden|nGoldzeit: %2020c,%2038c00 Sekunden|n|nPersönliche Bestzeit: %2040c,%2041c%2131c%2132c Sekunden|n|n",,,,,117,0,0,5474,17,6,369996,0,0,0,0,0,0,0,0,0
Rennen abgeschlossen - Silber,"|cFFFFFFFFRennzeit: %2016c,%2017c%2124c%2125c Sekunden|r|n|nGoldzeit: %2020c,%2038c00 Sekunden|n|nPersönliche Bestzeit: %2040c,%2041c%2131c%2132c Sekunden|n|n",,,,,121,0,0,5474,17,6,370253,0,0,0,0,0,0,0,0,0
Rennen abgeschlossen - Gold,"|cFFFFFFFFRennzeit: %2016c,%2017c%2124c%2125c Sekunden|r|n|nGoldzeit: %2020c,%2038c00 Sekunden|n|nPersönliche Bestzeit: %2040c,%2041c%2131c%2132c Sekunden|n|n",,,,,122,0,0,5474,17,6,370254,0,0,0,0,0,0,0,0,0
Rennen abgeschlossen,"|cFFFFFFFFRennzeit: %2016c,%2017c%2124c%2125c Sekunden|r|n|nPersönliche Bestzeit: %2040c,%2041c%2131c%2132c Sekunden|n|n",,,,,123,0,0,5474,17,6,370255,0,0,0,0,0,0,0,0,0
Rennen abgeschlossen,"|cFFFFFFFFRennzeit: %2016c,%2017c%2124c%2125c Sekunden|r|n|nPersönliche Bestzeit: %2040c,%2041c%2131c%2132c Sekunden|n|n",,,,,125,0,0,5474,17,6,370713,0,0,0,0,0,0,0,0,0
Desintegration,Neuen Zauber gemerkt,,,,,127,0,0,5268,12,3,64864,0,4622451,0,0,0,0,0,0,0
Feueratem,Neuen Zauber gemerkt,,,,,128,104129,0,5268,12,3,64872,0,4622458,0,0,0,0,0,0,0
Segeln,Neuen Zauber gemerkt,,,,,129,0,0,5268,12,3,64873,0,4622485,0,0,0,0,0,0,0
Tiefer Atem,Neuen Zauber gemerkt,,,,,130,0,0,5268,12,3,65045,0,4622450,0,0,0,0,0,0,0
Spezialisierung,Feature freigeschaltet!,,Neues Feature freigeschaltet: |cffFF4E00|Hspecpane:|h[Spezialisierungen]|h|r,,,135,0,0,5268,12,3,65701,0,4574311,0,0,0,0,0,0,0
Talente,Feature freigeschaltet!,,Neues Feature freigeschaltet: |cffFF4E00|Htalentpane:|h[Talente]|h|r,,,136,0,0,5268,12,3,65101,0,4574311,0,0,0,0,0,0,0
Feueratem,Neuen Zauber gemerkt,,,,,137,92737,4690,5268,21,3,357208,0,4622458,0,0,0,0,0,0,0
Smaragdblüte,Neuen Zauber gemerkt,,,,,138,92737,0,5268,21,3,355913,0,4622457,0,0,0,0,0,0,0
Segeln,Neuen Zauber gemerkt,,,,,139,92737,0,5268,21,3,369536,0,4622485,0,0,0,0,0,0,0
Schweben,Neuen Zauber gemerkt,,,,,145,0,0,5268,12,3,66324,0,4622463,0,0,0,0,0,0,0
Talente,Feature freigeschaltet!,,Neues Feature freigeschaltet: |cffFF4E00|Htalentpane:|h[Talente]|h|r,,,146,0,0,5268,12,3,65613,0,4574311,0,0,0,0,0,0,0
,,,"Eure Finesse hilft Euch dabei, zusätzlich etwas einzusammeln:",,,147,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,"Eure Wahrnehmung hilft Euch dabei, zusätzlich etwas zu finden:",,,148,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Eure erste Herstellung mithilfe dieses Rezepts hat Euch etwas Neues gelehrt:,,,152,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,Einiger Eifer des Handwerkers hat sich durch Euer neuerworbenes Wissen verdichtet:,,,154,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Drachenreiten freigeschaltet,Schwingt Euch mit Drachen der Dracheninseln|nin die Lüfte,,,,,155,0,0,5474,16,6,376027,0,0,0,0,0,0,0,0,0
Neuer Talentpunkt verfügbar,Eure Macht ist gestiegen!,,Neuer |cff20ff20|Htalentpane:|h[Talentpunkt]|h|r verfügbar!,,,156,104401,12012,0,15,3,0,0,132222,0,0,0,0,0,0,0
Winde der Inseln,Neue Drachenreiterfertigkeit freigeschaltet!,,,,,159,0,12014,5468,16,3,377485,0,4640500,0,0,0,0,0,0,0
Wirbelnder Ansturm,Neue Drachenreiterfertigkeit freigeschaltet!,,,,,160,0,12014,5468,16,3,377709,0,4640477,0,0,0,0,0,0,0
Bronzenes Zeitschloss,Neue Drachenreiterfertigkeit freigeschaltet!,,,,,161,0,12014,5468,16,3,377404,0,134156,0,0,0,0,0,0,0
Überquellendes Münzsäckchen!,,,Ihr findet ein überquellendes Säckchen mit Tausenden Goldmünzen in der Truhe:,,,162,0,0,0,22,3,0,0,4549223,0,0,0,0,0,0,0
Drachengeldbeutel!,,,Ihr findet einen zusätzlichen Geldbeutel mit Goldmünzen in der Truhe:,,,163,0,0,0,22,3,0,0,1519428,0,0,0,0,0,0,0
,,,"Ihr habt einen Gegenstand mit einer Gegenstandsstufe erhalten, die über dem Durchschnitt liegt:",,,164,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,"Ihr habt einen Gegenstand mit einer Gegenstandsstufe erhalten, die weit über dem Durchschnitt liegt:",,,165,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Karawanenschließkassette!,,,"Für die Hilfe, die Ihr der Karawane auf ihren Reisen geleistet habt, erhaltet Ihr den folgenden Gegenstand:","Die Aylaagzentauren der Karawane haben Euch aus Dank für Eure Anstrengungen eine Schließkassette geschenkt, die wertvolle Ausrüstung, Artefakte und Handelsgüter enthalten kann.",,166,0,0,0,22,3,0,0,1603185,0,0,0,0,0,0,0
Schließkassette der Drachenfluchfestung!,,,Für Eure Hilfe bei der Rückeroberung der Drachenfluchfestung habt Ihr Euch den folgenden Gegenstand verdient:,"Vom Boss habt Ihr eine eroberte Schließkassette erhalten, die Ausrüstung, Gold, Vorräte der Dracheninseln, Ruf und kosmetische Gegenstände enthalten kann.",,167,0,0,0,22,3,0,0,3753264,0,0,0,0,0,0,0
Beute der Großen Jagd!,,,Für Eure Tüchtigkeit bei der großen Jagd erhaltet Ihr den folgenden Gegenstand:,"Jagdbeute kann Ausrüstung, Jagdtrophäen, Vorräte der Dracheninseln und kosmetische Gegenstände beinhalten.",,168,0,0,0,22,3,0,0,1519430,0,0,0,0,0,0,0
Tiefe abgeschlossen!,|cFF1eff00Tiefenedelsteine verdient: %2593c|nTiefenedelsteine insgesamt: %2531c |TInterface\ICONS\INV_STONE_03.BLP:16:16|t|r|n|n Forscherpunkte verdient: %2591c|n Aktueller Forscherpunktestand: %2592c,,,,,175,0,0,5388,17,8,414849,0,0,0,843,0,0,218671,0,0
Tiefe abgeschlossen!,,,,,,177,0,12015,0,18,7,0,0,2023053,0,0,0,0,0,0,0
Läuternde Salbe,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:434855|h[Läuternde Salbe]|r.,,,178,0,12014,0,18,3,0,0,1014025,0,0,0,0,0,0,0
Heiliger Schild,Ihr seid vorübergehend immun gegen jeglichen Schaden!,,,,,179,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Blitz in der Flasche,Der Blitz trifft Gegner in der Nähe!,,,,,180,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Schurkentrank,"Gegner lassen Schätze fallen, wenn Ihr durch sie hindurchgeht!",,,,,181,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
Entdeckung,Fungusphantasterei,,,,,182,0,0,5474,18,6,0,0,0,0,0,0,0,0,0,0
Entdeckung,Wiederbelebungspunkt freigeschaltet!,,Entdeckung:|cff71D5FF|Hspell:433110|h [Wiederbelebungspunkt]|r freigeschaltet!,,,183,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
PLATZ FÜR GROSSE SCHATZKAMMER FREIGESCHALTET,,,,,,184,0,0,0,23,9,0,0,0,0,0,0,0,261305,0,0
PLATZ FÜR GROSSE SCHATZKAMMER AUFGEWERTET,,,,,,185,0,0,0,24,10,0,0,0,0,0,0,0,267289,0,0
,,,,,,188,0,0,0,25,11,0,0,0,0,0,0,0,0,0,0
ELIMINIERT,Ihr habt den %1986c. Platz erzielt,,,,,192,0,0,5559,18,2,0,0,0,1112,0,0,0,243383,0,0
SIEG,Ihr habt den 1. Platz erzielt,,,,,193,0,0,5560,18,2,0,0,0,1112,0,0,0,243382,0,1
Kampf abgeschlossen,Noch einmal!,,,,,194,0,0,5560,18,2,0,0,0,0,0,0,0,243383,0,1
Stufe %d,Erreicht:,,,,,198,120872,0,5571,0,2,0,0,0,1110,0,0,0,0,0,0
Heldentalente,Feature freigeschaltet!,,Neues Feature freigeschaltet: |cffFF4E00|Htalentpane:|h[Heldentalente]|h|r,,,199,123009,12015,0,15,3,0,-1,132222,0,0,0,0,0,0,0
Neuer Heldentalentpunkt verfügbar,Eure Macht ist gestiegen!,,Neuer |cff20ff20|Htalentpane:|h[Heldentalentpunkt]|h|r verfügbar!,,,200,123011,12012,0,15,3,0,-2,132222,0,0,0,0,0,0,0
,,,"Brann Bronzebart hat Euch geholfen, etwas mehr zu sammeln:",,,201,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Test %3199w,,Reittiertest,,,,203,0,0,0,16,0,452025,0,0,0,0,0,0,0,0,0
,,,Durch Euer neuerworbenes Wissen habt Ihr nun ein feineres Händchen fürs Kunsthandwerk entwickelt:,,,204,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,,,,205,0,0,5474,18,6,0,0,0,1270,0,0,0,0,0,0
Spezialauftrag freigeschaltet!,Informationen dazu findet Ihr auf der Gebietskarte.,,,,,206,0,27650,0,18,12,0,0,0,0,0,0,0,0,0,0
,,,"Eure Wahrnehmung hilft Euch dabei, zusätzlich etwas zu finden:",,,207,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Kampfkuriositäten,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat |cff71D5FF|Hspell:456542|h[Kampfkuriositäten]|r freigeschaltet.,,,208,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Notvorräte,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421395|h[Notvorräte]|r.,,,209,0,12014,0,18,3,0,0,1387611,0,0,0,0,0,0,0
Beruhigender Blasrohrpfeil,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421380|h[Beruhigender Blasrohrpfeil]|r.,,,210,0,12014,0,18,3,0,0,1633109,0,0,0,0,0,0,0
Unterstützungskuriositäten,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat |cff71D5FF|Hspell:456543|h[Unterstützungskuriositäten]|r freigeschaltet.,,,211,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Branns episches Ei,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421382|h[Branns episches Ei]|r.,,,212,0,12014,0,18,3,0,0,294479,0,0,0,0,0,0,0
Relikt von Uldum,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421376|h[Relikt von Uldum]|r.,,,213,0,12014,0,18,3,0,0,454069,0,0,0,0,0,0,0
Aegis von Eisenschmiede,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:434904|h[Aegis von Eisenschmiede]|r.,,,214,0,12014,0,18,3,0,0,3155390,0,0,0,0,0,0,0
Dreißig Meter Seil,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421378|h[Dreißig Meter Seil]|r.,,,215,0,12014,0,18,3,0,0,1119938,0,0,0,0,0,0,0
Medizinische Notizen des Entdeckers,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:448286|h[Medizinische Notizen des Entdeckers]|r.,,,216,0,12014,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Treue Peitsche,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421285|h[Treue Peitsche]|r.,,,217,0,12014,0,18,3,0,0,460858,0,0,0,0,0,0,0
Uraltes Waffenöl,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:449666|h[Uraltes Waffenöl]|r.,,,218,0,12014,0,18,3,0,0,134726,0,0,0,0,0,0,0
Tödlicher Schuss,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:435163|h[Tödlicher Schuss]|r.,,,219,0,12014,0,18,3,0,0,236174,0,0,0,0,0,0,0
Frostfalle,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421389|h[Frostfalle]|r.,,,220,0,12014,0,18,3,0,0,612394,0,0,0,0,0,0,0
Affenleine,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421387|h[Affenleine]|r.,,,221,0,12014,0,18,3,0,0,1392562,0,0,0,0,0,0,0
Gryphadins Kampfharnisch,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat eine neue Fähigkeit erlernt: |cff71D5FF|Hspell:421397|h[Gryphadins Kampfharnisch]|r.,,,222,0,12014,0,18,3,0,0,773275,0,0,0,0,0,0,0
Munitionsnotizen des Entdeckers,Brann-Fähigkeit freigeschaltet!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebart]|h|r hat einen neuen passiven Effekt erlernt: |cff71D5FF|Hspell:448287|h[Munitionsnotizen des Entdeckers]|r.,,,223,0,12014,0,18,3,0,0,4624728,0,0,0,0,0,0,0
