ID,OverrideName_lang,Field_9_1_0_38709_001_lang,Flags
300,Lodernder Schreckenswind,,0
301,Akora,Verwalter,0
302,Dazakros,Verwalter,0
303,Feiger Flunker,,0
304,Rachsüchtiger Hornschreiter,,0
305,Meisterjäger von Uktulut,Jäger,0
306,Gezähmter Ottuk,Begleiter des Meisterjägers,0
307,Überladener Blitzelementar,,1
308,Besänftigter Wyrm,,1
309,Schuppenkommandant Sarkareth,Die Splitterflammen,0
310,Cooler Quaker,,0
311,Mit Energie versorgtes Werkzeug,,1
312,Beruhigter Frosch,,0
313,Siecherling,,1
314,Seuchenschlitzerin,,1
315,Siechschlitzerin,,1
316,Gegrillte Zandalichilis,,0
317,Verzauberter Besen,,1
318,Manaentzogene Kristallformation,,1
319,Wichtelrudelboss,,1
320,Valthrux,,0
321,Sturmsucheraszendent,,0
322,Venderthvan,Die Splitterflammen,0
323,Kalecgos,Karte beschwören,0
324,Leicht eisiger Kristall,,0
325,Geringfügig eisiger Kristall,,0
326,Einigermaßen eisiger Kristall,,0
327,Sehr eisiger Kristall,,0
328,Inaktiver Infusor,,0
329,Steinwurzel der Wütende,,0
330,Bob,,0
331,Hartschuppe,,0
332,Herr Knurps,,0
333,Baron von Stürzebiss,,0
334,Lord Feuerkichern,,0
335,Schicker Stuhl,,1
336,Laternenmast,,1
338,Brennende Hitzequelle,,0
339,Lichtbrut,,0
340,Leerenekel,,0
341,Sha-Bestie,,0
342,,,1
343,Zerstörter Probenbehälter,,0
344,Verschreckter Dracthyr,,0
345,Befreiter Gefangener der Tauren,,1
346,Primalist der Nokhud,,0
347,Geplünderte Reliktaufzeichnung,,0
348,Schattengestalt,,1
349,Gefallener Drache,,0
350,Siegerkleidung,Der große Stylecheck,0
351,Bauer Saldean,Brotkorbgilde,0
352,Salma Saldean,Brotkorbgilde,0
353,Chro-normie,,0
354,Geschwächte Verseuchung,,0
355,Uralter Zentaurenfund,,0
356,Schläge,,0
357,Nur ein Stein,,0
358,,Hand des Lichkönigs,0
359,,,1
360,Antikes Niffenbergungsgut,,0
361,Rustikale Drachkintöpferwaren,,0
362,Flammender Treant,,1
363,Wiederhergestellter Treant,,1
364,Verkohlter Treant,,1
365,,Teufelsverderbt,0
366,,Fraktionsverräter,0
367,Misha,,0
368,Veraltetes Geologielehrbuch,,0
369,Blühende Blume,,1
370,Behälter mit blauem Honig,,0
371,Teufelsverderbter Champion,,0
372,Uralte drakonische Phiole,,0
373,Arzal'kal,,0
374,Geistbeuger Ghur'sha,,1
375,Geschwärzte Knolle,,1
376,Wiederhergestellte Dornenbarriere,,1
377,Verkohlte Dornenranken,,1
378,Versengende Wurzeln,,1
379,Versengende Dornenranken,,1
380,"Larodar, Avatar der Asche",,1
381,Archäologieassistent,,0
382,Überwältigter Elementar,,0
383,Wächterkommandantin,,1
384,Initiandin der Wächterinnen,,1
385,Darnassischer Magiernovize,,1
386,Machterfüllter Elementar,,0
387,Liliuna,Dornenberührt,0
388,Argyr,Dornenberührt,0
389,Astera,Dornenberührt,0
390,Glutpollenbestie,,0
391,Dankbares Urtum,,0
392,Bummelgaumooswolle,,0
393,Der Eindringling,Gehört nicht hierher,0
394,Feendrache,,0
395,Void Touched Elemental [PH],,0
396,Enormer Zentaurenfund,,0
397,Konservierte Drachkinvorräte,,0
398,Geronnener Schlamm,,1
399,Unrechtmäßig erworbene Niffenschätze,,0
400,Truhe eines drakonischen Gelehrten,,0
401,Urtum des Krieges,,1
402,Urtum der Lehren,,1
403,Urtum des Windes,,1
404,Test,,1
405,Verwandeltes Opfer,,1
406,Schlummernder Druide,,0
407,Faerin,,1
408,Seltsamer Dreck,,1
409,Alexstrasza die Lebensbinderin,Aspekt des Lebens,0
410,Merithra,Aspekt der Träume,0
411,Kalecgos,Aspekt der Magie,0
412,Ebyssian,Aspekt der Erde,0
413,Nozdormu,Aspekt der Zeit,0
414,Vyranoth,Aspekt der Stürme,0
415,Späher Wayshelm,,1
416,Thrall,,0
417,Olbarig,,0
418,Kaltfinnen-Krabbenhüter,,0
420,Gekaperter Kran,,1
421,Ganz normaler Kobold,,0
422,Zustimmender Bursche,Älterer Ja-Sager,0
423,Beipflichtender Sir,Chef-Ja-Sager,0
424,Einverstandener Gentleman,Oberster Ja-Sager,0
425,Schattenwahnsinniges Schwein,,1
426,Magni?,,1
427,Subjekt des Strippenziehers,,1
428,Auge der Königin,,0
429,Aufgestiegene Königin Neferess,,0
430,Verdächtiger Niffen,,0
431,Lufsela,Sturmwehr,0
432,Trotzige Bestie,,1
433,Geehrter Bürger,,0
434,Sabriana Sorgenblick,,0
435,Schattenhafte Scharfklaue,,0
436,Schattenhaftes Drehhorn,,0
437,Schattenhaftes wildes Junges,,0
438,Schattenhafter Krebs,,0
439,"""Zet-Zet""",,0
440,Filgo Schrottpodex,,0
441,Modertint,,0
442,Kaela Grimlocket,,0
443,Harold Winston,,0
444,Bremsspur,,0
445,Schattenhafter Krabbler,,0
446,Schattenhafter Wogenspalter,,0
447,Schattenhafter Tiefenpirscher,,0
448,Schattenhafter Seichtfresser,,0
449,Haimaz,,0
450,Zauberwache von Dalaran,Kirin Tor,0
451,Der Wesir,,0
452,Oberste Sprecherin Brinthe,,0
453,Verderbter Überlebender,,0
454,Hügelsteinplünderer,,0
455,Gefangene Bestie,,1
456,Faszinierter Bürger,,0
457,Gefangener Irdener,,0
458,Netzschrecken,,0
459,Unvergessener Held,,0
460,Schattenhafter Unterkrabbler,,0
461,Schattenhaftes Schieferhorn,,0
462,Schattenhafter Beerenbrummer,,0
463,Schattenhafter Bär,,0
464,Schattenhafte Matriarchin,,0
465,Schattenhafter Molch,,0
466,Schattenhafter Salamanther,,0
467,Schattenhafter Mischling,,0
468,Schattenhafte Motte,,0
469,Schattenhafte Tiefbrunnenspinne,,0
470,Golem des Steingewölbes,Wächter des Bollwerks,0
471,Schattenhafter Kieferkriecher,,0
472,Schrecklicher Baelgat,,0
473,Schattenhafter kläffender Mischling,,0
474,Schattenhafter Adler,,0
475,Schattenhafter erfahrener Mischling,,0
476,Schattenhafter lauernder Mischling,,0
477,Schattenhafte Fledermaus,,0
478,Schattenhafte Spinne,,0
479,Sporenbefallene Schwärmilbe,,0
480,Schattenhafte Salange,,0
481,Inaktiver Golem,,0
482,,Böser Zwilling,0
483,Vaelisia Stahlstoß,,1
484,Schattenhafter Schlickbohrer,,0
485,Schattenhafter Süßstachel,,0
486,Ätzende Drohne,,1
487,Schattenhafter Käfer,,0
488,Schattenhafter Kodiak,,0
489,Schattenhaftes Jungtier,,0
490,Beledars Zorn,,0
491,Schattenhafte Krabblerkrabbe,,0
492,Beledars Wut,,0
493,Schattenhafter Lachs,,0
494,Schattenhafter Barsch,,0
495,Schattenhafter Fischadler,,0
496,Herr Sonnenblume,,1
497,Auralia Stahlstoß,,1
498,Schattenhafter Krabbler,,0
499,Bürger von Dornogal,,0
500,Janky,Kerzen,0
501,Schattenhafter Barsch,,0
502,Schattenhafter Aal,,0
503,Schattenhafter Höhlenbär,,0
504,Schattenhafte Pike,,0
505,Schattenhafter Faulbeißer,,0
506,Schattenhafte Brutmutter,,0
507,Schattenhafte Flinkschwinge,,0
508,Schattenhafter Schattenhund,,0
509,Schattenhaftes Jungtier,,0
510,Schattenhafter Fisch,,0
511,Schattenhafte Feenfliege,,0
512,Ganz normale Ratte,,0
513,Schattenhafter Luchs,,0
514,Alice Grillfunken,,0
517,Hüter der Dunkelkrallen,,1
518,Hüter der Obsidianwächter,,1
519,Stasisgefangene Dunkelkralle,,1
521,Herr Roboter,,0
522,XT-003 Konstruktor,,0
524,Defektes Motorrad,,0
525,Siegerkleidung,Moderausch,0
527,Informierter Bürger,,0
528,Uninformierter Bürger,,0
529,Befreiter Bürger,,0
530,,,0
532,Schockwalzenassistent,,0
533,Flammenwalzenassistent,,0
534,Münzwalzenassistent,,0
535,Bombenwalzenassistent,,0
536,Brann Bronzebart,Algariexpedition,0
551,Hydrierte Mooswolle,,0
552,Runderneuerter Klapperer,,0
556,Ermächtigter Erdwüter,,0
567,Tapferer Revolutionär,,1
568,Aufstandszerquetscher der Düsternisverschmolzenen,,1
