ID,Value_lang,ReqID,ParentWidgetID
1596,"Verbleibende Zeit, bis die Schlacht um Unterstadt beginnt!",3,568
1597,,4,568
1598,Der Feind kontrolliert Unterstadt!,2,569
1599,Varimathras und Großapotheker Putress haben Unterstadt erobert!,3,569
1600,,4,569
1601,Die Horde kämpft um den Hof!,2,570
1602,Unterstützt die Streitkräfte der Horde im Hof von Unterstadt!,3,570
1603,,4,570
1604,Die Horde kontrolliert den Hof!,2,571
1605,Das Gebiet ist nun gesichert.,3,571
1606,,4,571
1607,Die Horde kämpft um das Innere Sanktum!,2,572
1608,Unterstützt die Streitkräfte der Horde im Handwerksviertel und in den Kanälen!,3,572
1609,,4,572
1610,Die Horde kontrolliert das Innere Sanktum!,2,573
1611,Das Gebiet ist nun gesichert.,3,573
1612,,4,573
1613,Die Horde kämpft um das Apothekarium!,2,574
1614,Unterstützt die Streitkräfte der Horde im Apothekarium!,3,574
1615,,4,574
1616,Die Horde kontrolliert das Apothekarium!,2,575
1617,Das Gebiet ist nun gesichert.,3,575
1618,,4,575
1619,Die Horde kämpft um das Königsviertel!,2,576
1620,Unterstützt die Streitkräfte der Horde im Königsviertel!,3,576
1621,,4,576
1622,Die Horde kontrolliert das Königsviertel! Varimathras ist besiegt!,2,577
1623,Die Horde hat die Kontrolle über Unterstadt zurückerlangt!,3,577
1624,,4,577
1625,"Noch %3893w Min., bis das Event zurückgesetzt wird.",2,578
1626,,3,578
1627,,4,578
1628,Verbleibende Zeit = %3931w Min.,2,579
1629,"Verbleibende Zeit, bis der Wächter der Zeit korrumpiert wird",3,579
1630,,4,579
1631,Der Feind kontrolliert Unterstadt!,2,580
1632,Großapotheker Putress und Varimathras haben Unterstadt erobert!,3,580
1633,,4,580
1634,Die Allianz kämpft sich durch die Kanäle!,2,581
1635,Unterstützt die Streitkräfte der Allianz in den Kanälen von Unterstadt!,3,581
1636,,4,581
1637,Die Allianz hat die Kanäle gesichert!,2,582
1638,Das Gebiet ist nun gesichert.,3,582
1639,,4,582
1640,"%3957w Min., bis die Hetzjagd beginnt!",2,583
1641,"Verbleibende Zeit, bis die Hetzjagd auf Großapotheker Putress beginnt!",3,583
1642,,4,583
1643,Die Hetzjagd hat begonnen!,2,584
1644,Die Hetzjagd hat begonnen!,3,584
1645,,4,584
1646,Die Allianz kämpft sich durch das Apothekarium!,2,585
1647,Unterstützt die Streitkräfte der Allianz im Apothekarium!,3,585
1648,,4,585
1649,Die Allianz hat das Apothekarium gesichert!,2,586
1650,Das Gebiet ist nun gesichert. Putress wurde besiegt!,3,586
1651,,4,586
1652,"Zeit, bis Algalon das Notsignal sendet = %4131w Min.",2,587
1653,Zeit bis zum Senden der Nachricht,3,587
1654,,4,587
1655,Verstärkung: %4226w,2,588
1656,Verstärkung der Allianz,3,588
1657,,4,588
1658,Verstärkung: %4227w,2,589
1659,Verstärkung der Horde,3,589
1660,,4,589
1661,Ende der Runde: %3557k,2,590
1662,Die Runde endet nach Ablauf dieser Zeit.,3,590
1663,Die Runde endet nach Ablauf dieser Zeit.,4,590
1664,Verbleibende Fehlversuche: %4389w,2,591
1665,,3,591
1666,,4,591
1667,Geisterwelle = %4882w/10,2,592
1668,Anzahl angreifender Geisterwellen.,3,592
1669,,4,592
1670,Zeit bis zur Hinrichtung: %4904w Min.,2,593
1671,"Verbleibende Zeit, bis Minchar aufgibt.",3,593
1672,,4,593
1673,Verbleib. heroische Fehlversuche bis Rückzug: %4941w von %4942w,2,594
1674,,3,594
1675,,4,594
1676,Verbleib. heroische Fehlversuche bis Rückzug: %4941w von %4942w,2,595
1677,,3,595
1678,,4,595
1679,Verbleib. heroische Fehlversuche bis Rückzug: %4941w von %4942w,2,596
1680,,3,596
1681,,4,596
1682,Verbleib. heroische Fehlversuche bis Rückzug: %4941w von %4942w,2,597
1683,,3,597
1684,,4,597
1685,Verbleib. heroische Fehlversuche bis Rückzug: %4941w von %4942w,2,598
1686,,3,598
1687,,4,598
1688,Getötete Angreifer der Naga: %5028w/50,2,599
1689,Anzahl der getöteten Angreifer der Naga.,3,599
1690,,4,599
1691,Operation Gnomeregan schreitet voran.,2,600
1692,Operation Gnomeregan schreitet voran.,3,600
1693,,4,600
1694,Raketenwerfer zerstört = %5027w/4,2,601
1695,,3,601
1696,,4,601
1697,Unterstützt Gnomeregans Truppen bei den Ingenieurswerkstätten!,2,602
1698,Unterstützt Gnomeregans Truppen bei den Ingenieurswerkstätten!,3,602
1699,,4,602
1700,Der Flugplatz wird angegriffen.,2,603
1701,Unterstützt die Streitkräfte von Gnomeregan am Flugplatz!,3,603
1702,,4,603
1703,Die Gnome kontrollieren den Flugplatz!,2,604
1704,Die Gnome kontrollieren den Flugplatz!,3,604
1705,,4,604
1706,Panzerbrecher zerstört = %5006w/6,2,605
1707,Unterstützt Gnomeregans Truppen bei den Ingenieurswerkstätten!,3,605
1708,,4,605
1709,Die Gnome kontrollieren den Flugplatz und den Kommandoposten.,2,606
1710,Die Gnome haben den Flugplatz und den Kommandoposten gesichert.,3,606
1711,,4,606
1712,Die Streitkräfte kämpfen um den Eingang nach Gnomeregan.,2,607
1713,Unterstützt die Streitkräfte von Gnomeregan am Eingang nach Gnomeregan!,3,607
1714,,4,607
1715,Die Gnome kontrollieren die Oberfläche von Gnomeregan.,2,608
1716,"Der Eingang nach Gnomeregan, der Flugplatz und der Kommandoposten sind gesichert.",3,608
1717,,4,608
1718,Die Streitkräfte kämpfen in den Tunneln Gnomeregans.,2,609
1719,Unterstützt den Angriff in den Tunneln Gnomeregans!,3,609
1720,,4,609
1721,Die Tunnel Gnomeregans sind gesichert.,2,610
1722,Die Tunnel Gnomeregans sind gesichert.,3,610
1723,,4,610
1724,"%5037w Min., bis Operation: Gnomeregan beginnt!",2,611
1725,Operation: Gnomeregan wird zu diesem Zeitpunkt beginnen.,3,611
1726,,4,611
1727,Halions physische Manifestation: %5050w%,2,612
1728,Halions physische Manifestation in dieser Dimension.,3,612
1729,,4,612
1730,Halions physische Manifestation: %5049w%,2,613
1731,Halions physische Manifestation in dieser Dimension.,3,613
1732,,4,613
1733,"Die Dunkelspeere sind bereit, die Echoinseln zurückzuerobern.",2,614
1734,"Die Dunkelspeere sind bereit, die Echoinseln zurückzuerobern.",3,614
1735,,4,614
1736,%5071w Min. bis zum Beginn der Rückeroberung der Echoinseln!,2,615
1737,Die Rückeroberung der Echoinseln wird zu diesem Zeitpunkt beginnen.,3,615
1738,,4,615
1739,Bwonsamdis Hilfe erbitten,2,616
1740,"Unterstützt die Trolle dabei, Bwonsamdis Hilfe zu erhalten!",3,616
1741,,4,616
1742,Die Trolle haben Bwonsamdi auf ihrer Seite!,2,617
1743,Die Trolle haben Bwonsamdi auf ihrer Seite!,3,617
1744,,4,617
1745,"Helft den Trollen, das niedergebrannte Dorf zurückzuerobern!",2,618
1746,"Helft den Trollen, das niedergebrannte Dorf zurückzuerobern!",3,618
1747,,4,618
1748,Das niedergebrannte Dorf wurde zurückerobert!,2,619
1749,Die Trolle haben die geistlosen Truppen in dem niedergebrannten Dorf vernichtet.,3,619
1750,,4,619
1751,Vol'jin und seine Truppen bekämpfen Zalazane.,2,620
1752,Vol'jin und seine Truppen bekämpfen Zalazane und seine verhexten Trolle.,3,620
1753,,4,620
1754,Zalazane ist auf eine andere Insel geflüchtet!,2,621
1755,Die Streitkräfte der Trolle haben Zalazane zur Flucht auf eine andere Insel gezwungen.,3,621
1756,,4,621
1757,Die Streitmacht kämpft gegen Zalazane.,2,622
1758,Die Streitmacht kämpft gegen Zalazane.,3,622
1759,,4,622
1760,Zalazane wurde besiegt!,2,623
1761,Zalazane wurde besiegt!,3,623
1762,,4,623
1763,%5146k bis zur Schlacht um die Befreiung des Hyjal von Ragnaros!,2,624
1764,,3,624
1765,,4,624
1766,Die Schlacht um die Befreiung des Hyjal von Ragnaros hat begonnen!,2,625
1767,,3,625
1768,,4,625
1769,%5147k bis zur Schlacht um die Befreiung des Hyjal von Ragnaros!,2,626
1770,,3,626
1771,,4,626
1772,Die Schlacht um die Befreiung des Hyjal von Ragnaros hat begonnen!,2,627
1773,,3,627
1774,,4,627
1775,%1581w/%1601w,2,628
1776,Eroberte Flaggen (Allianz),3,628
1777,Die Flagge der Horde wurde aufgehoben.,4,628
1778,%1582w/%1601w,2,629
1779,Eroberte Flaggen (Horde),3,629
1780,Die Flagge der Allianz wurde aufgehoben.,4,629
1781,Verbleibende Zeit: %4248k,2,630
1782,Verbleibende Zeit,3,630
1783,,4,630
1784,Basen: %2752w  Siegpunkte: %2749w/1600,2,632
1785,,3,632
1786,,4,632
1787,Basen: %2753w  Siegpunkte: %2750w/1600,2,633
1788,,3,633
1789,,4,633
1790,Haltet die Brücke! %5207w Minuten verbleibend.,2,634
1791,"Schindet Zeit heraus, damit Lady Sira'kess das Beschwörungsritual abschließen kann.",3,634
1792,,4,634
1793,Haltet die Brücke! %5208w Minuten verbleibend.,2,635
1794,"Schindet Zeit heraus, damit Lady Sira'kess das Beschwörungsritual abschließen kann.",3,635
1795,,4,635
1796,Handelsdistrikt: %4440w |4verbleibender Riss:verbleibende Risse;,2,636
1797,"Schließt alle Elementarrisse, um den Handelsdistrikt zu sichern.",3,636
1798,,4,636
1799,Handelsdistrikt: %5216w |4gefangener:gefangene; Bürger,2,637
1800,"Befreit gefangene Bürger, um den Handelsdistrikt zu sichern.",3,637
1801,,4,637
1802,Ungesicherte Distrikte: %5215w,2,638
1803,,3,638
1804,,4,638
1805,Kathedralenplatz: %5212w |4verbleibender Riss:verbleibende Risse;,2,639
1806,"Schließt alle Elementarrisse, um den Kathedralenplatz zu sichern.",3,639
1807,,4,639
1808,Kathedralenplatz: %5213w |4gefangener:gefangene; Bürger,2,640
1809,"Befreit gefangene Bürger, um den Kathedralenplatz zu sichern.",3,640
1810,,4,640
1811,Altstadt: %4439w |4verbleibender Riss:verbleibende Risse;,2,641
1812,"Schließt alle Elementarrisse, um die Altstadt zu sichern.",3,641
1813,,4,641
1814,Altstadt: %4458w |4gefangener:gefangene; Bürger,2,642
1815,"Befreit gefangene Bürger, um die Altstadt zu sichern.",3,642
1816,,4,642
1817,Magierviertel: %5217w |4verbleibender Riss:verbleibende Risse;,2,643
1818,"Schließt alle Elementarrisse, um das Magierviertel zu sichern.",3,643
1819,,4,643
1820,Magierviertel: %4441w |4gefangener:gefangene; Bürger,2,644
1821,"Befreit gefangene Bürger, um das Magierviertel zu sichern.",3,644
1822,,4,644
1823,Zwergendistrikt: %5223w |4verbleibender Riss:verbleibende Risse;,2,645
1824,"Schließt alle Elementarrisse, um den Zwergendistrikt zu sichern.",3,645
1825,,4,645
1826,Zwergendistrikt: %5222w |4gefangener:gefangene; Bürger,2,646
1827,"Befreit gefangene Bürger, um den Zwergendistrikt zu sichern.",3,646
1828,,4,646
1829,Der Park: %5221w |4verbleibender Riss:verbleibende Risse;,2,647
1830,"Schließt alle Elementarrisse, um den Park zu sichern.",3,647
1831,,4,647
1832,Der Park: %5220w |4gefangener:gefangene; Bürger,2,648
1833,"Befreit gefangene Bürger, um den Park zu sichern.",3,648
1834,,4,648
1835,Hafen von Sturmwind: %5219w |4verbleibender Riss:verbleibende Risse;,2,649
1836,"Schließt alle Elementarrisse, um den Hafen von Sturmwind zu sichern.",3,649
1837,,4,649
1838,Hafen von Sturmwind: %5218w |4gefangener:gefangene; Bürger,2,650
1839,"Befreit gefangene Bürger, um den Hafen von Sturmwind zu sichern.",3,650
1840,,4,650
1841,Ungesicherte Distrikte: %4857w,2,651
1842,,3,651
1843,,4,651
1844,Tal der Stärke: %4584w |4verbleibender Riss:verbleibende Risse;,2,652
1845,"Schließt alle Elementarrisse, um das Tal der Stärke zu sichern.",3,652
1846,,4,652
1847,Tal der Stärke: %4582w |4gefangener:gefangene; Bürger,2,653
1848,"Befreit gefangene Bürger, um das Tal der Stärke zu sichern.",3,653
1849,,4,653
1850,Tal der Geister: %5229w |4verbleibender Riss:verbleibende Risse;,2,654
1851,"Schließt alle Elementarrisse, um das Tal der Geister zu sichern.",3,654
1852,,4,654
1853,Tal der Geister: %5230w |4gefangener:gefangene; Bürger,2,655
1854,"Befreit gefangene Bürger, um das Tal der Geister zu sichern.",3,655
1855,,4,655
1856,Tal der Weisheit: %5232w |4verbleibender Riss:verbleibende Risse;,2,656
1857,"Schließt alle Elementarrisse, um das Tal der Weisheit zu sichern.",3,656
1858,,4,656
1859,Tal der Weisheit: %5231w |4gefangener:gefangene; Bürger,2,657
1860,"Befreit gefangene Bürger, um das Tal der Weisheit zu sichern.",3,657
1861,,4,657
1862,Tal der Ehre: %5234w |4verbleibender Riss:verbleibende Risse;,2,658
1863,"Schließt alle Elementarrisse, um das Tal der Ehre zu sichern.",3,658
1864,,4,658
1865,Tal der Ehre: %5233w |4gefangener:gefangene; Bürger,2,659
1866,"Befreit gefangene Bürger, um das Tal der Ehre zu sichern.",3,659
1867,,4,659
1868,Die Gasse: %5236w |4verbleibender Riss:verbleibende Risse;,2,660
1869,"Schließt alle Elementarrisse, um die Gasse zu sichern.",3,660
1870,,4,660
1871,Die Gasse: %5235w |4gefangener:gefangene; Bürger,2,661
1872,"Befreit gefangene Bürger, um die Gasse zu sichern.",3,661
1873,,4,661
1874,Kluft der Schatten: %5227w |4verbleibender Riss:verbleibende Risse;,2,662
1875,"Schließt alle Elementarrisse, um die Kluft der Schatten zu sichern.",3,662
1876,,4,662
1877,Kluft der Schatten: %5228w |4gefangener:gefangene; Bürger,2,663
1878,"Befreit gefangene Bürger, um die Kluft der Schatten zu sichern.",3,663
1879,,4,663
1880,Es werden %4587w Sandsäcke mehr benötigt!,2,664
1881,"Platziert Sandsäcke an markierten Stellen, um Überschwemmung zu verhindern.",3,664
1882,,4,664
1883,Es müssen noch %5256w Barrikaden errichtet werden!,2,665
1884,"Errichtet Barrikaden, um bei der Verteidigung zu helfen!",3,665
1885,,4,665
1886,Es müssen noch %5266w Barrikaden errichtet werden!,2,666
1887,"Errichtet Barrikaden, um bei der Verteidigung zu helfen!",3,666
1888,,4,666
1889,Ungesicherte Distrikte: %5267w,2,667
1890,,3,667
1891,,4,667
1892,Donnerfels: %5268w |4verbleibender Riss:verbleibende Risse;,2,668
1893,"Schließt alle Elementarrisse, um Donnerfels zu sichern.",3,668
1894,,4,668
1895,Donnerfels: %5269w |4gefangener:gefangene; Bürger,2,669
1896,"Befreit gefangene Bürger, um Donnerfels zu sichern.",3,669
1897,,4,669
1898,Anhöhe der Ältesten: %5271w |4verbleibender Riss:verbleibende Risse;,2,670
1899,"Schließt alle Elementarrisse, um die Anhöhe der Ältesten zu sichern.",3,670
1900,,4,670
1901,Anhöhe der Ältesten: %5270w |4gefangener:gefangene; Bürger,2,671
1902,"Befreit gefangene Bürger, um die Anhöhe der Ältesten zu sichern.",3,671
1903,,4,671
1904,Anhöhe der Jäger: %5273w |4verbleibender Riss:verbleibende Risse;,2,672
1905,"Schließt alle Elementarrisse, um die Anhöhe der Jäger zu sichern.",3,672
1906,,4,672
1907,Anhöhe der Jäger: %5272w |4gefangener:gefangene; Bürger,2,673
1908,"Befreit gefangene Bürger, um die Anhöhe der Jäger zu sichern.",3,673
1909,,4,673
1910,Anhöhe der Geister: %5275w |4verbleibender Riss:verbleibende Risse;,2,674
1911,"Schließt alle Elementarrisse, um die Anhöhe der Geister zu sichern.",3,674
1912,,4,674
1913,Anhöhe der Geister: %5274w |4gefangener:gefangene; Bürger,2,675
1914,"Befreit gefangene Bürger, um die Anhöhe der Geister zu sichern.",3,675
1915,,4,675
1916,Teiche der Visionen: %5277w |4verbleibender Riss:verbleibende Risse;,2,676
1917,"Schließt alle Elementarrisse, um die Teiche der Visionen zu sichern.",3,676
1918,,4,676
1919,Teiche der Visionen: %5276w |4gefangener:gefangene; Bürger,2,677
1920,"Befreit gefangene Bürger, um die Teiche der Visionen zu sichern.",3,677
1921,,4,677
1922,Es müssen noch %5284w Befestigungen aufgebaut werden!,2,678
1923,"Baut Befestigungen auf, um bei der Sicherung Eisenschmiedes zu helfen!",3,678
1924,,4,678
1925,Ungesicherte Distrikte: %5285w,2,679
1926,,3,679
1927,,4,679
1928,Versammlungshalle: %5286w |4verbleibender Riss:verbleibende Risse;,2,680
1929,"Schließt alle Elementarrisse, um die Versammlungshalle zu sichern.",3,680
1930,,4,680
1931,Versammlungshalle: %5287w |4gefangener:gefangene; Bürger,2,681
1932,"Befreit gefangene Bürger, um die Versammlungshalle zu sichern.",3,681
1933,,4,681
1934,Verbleibende Zeit: %5333k,2,682
1935,"Verbleibende Zeit, bis die Verteidiger gewinnen.",3,682
1936,,4,682
1937,Zerstörte Türme: %5347w von 3,2,683
1938,Anzahl der von den Verteidigern zerstörten Türme.,3,683
1939,,4,683
1940,Eingenommene Gebäude: %5348w von 3,2,684
1941,Anzahl der von den Angreifern eingenommenen Gebäude.,3,684
1942,,4,684
1943,Kontrolliert von der Horde,2,686
1944,Die Horde kontrolliert den Gefängniskomplex von Tol Barad.,3,686
1945,,4,686
1946,Kontrolliert von der Allianz,2,687
1947,Die Allianz kontrolliert den Gefängniskomplex von Tol Barad.,3,687
1948,,4,687
1949,Nächster Kampf: %5332k,2,688
1950,Die Schlacht um Tol Barad wird nach Ablauf dieser Zeit fortgeführt.,3,688
1951,,4,688
1952,Mystikerviertel: %5290w |4verbleibender Riss:verbleibende Risse;,2,689
1953,"Schließt alle Elementarrisse, um das Mystikerviertel zu sichern.",3,689
1954,,4,689
1955,Mystikerviertel: %5291w |4gefangener:gefangene; Bürger,2,690
1956,"Befreit gefangene Bürger, um das Mystikerviertel zu sichern.",3,690
1957,,4,690
1958,Düsteres Viertel: %5295w |4verbleibender Riss:verbleibende Risse;,2,691
1959,"Schließt alle Elementarrisse, um das Düstere Viertel zu sichern.",3,691
1960,,4,691
1961,Düsteres Viertel: %5294w |4gefangener:gefangene; Bürger,2,692
1962,"Befreit gefangene Bürger, um das Düstere Viertel sichern.",3,692
1963,,4,692
1964,Halle der Forscher: %5292w |4verbleibender Riss:verbleibende Risse;,2,693
1965,"Schließt alle Elementarrisse, um die Halle der Forscher zu sichern.",3,693
1966,,4,693
1967,Militärviertel: %5289w |4verbleibender Riss:verbleibende Risse;,2,694
1968,"Schließt alle Elementarrisse, um das Militärviertel zu sichern.",3,694
1969,,4,694
1970,Militärviertel: %5288w |4gefangener:gefangene; Bürger,2,695
1971,"Befreit gefangene Bürger, um das Militärviertel zu sichern.",3,695
1972,,4,695
1973,Große Schmiede: %5296w |4verbleibender Riss:verbleibende Risse;,2,696
1974,"Schließt alle Elementarrisse, um die Große Schmiede zu sichern.",3,696
1975,,4,696
1976,Große Schmiede: %5297w |4gefangener:gefangene; Bürger,2,697
1977,"Befreit gefangene Bürger, um die Große Schmiede zu sichern.",3,697
1978,,4,697
1979,Halle der Forscher: %5293w |4gefangener:gefangene; Bürger,2,698
1980,"Befreit gefangene Bürger, um die Halle der Forscher zu sichern.",3,698
1981,,4,698
1982,Basen: %1779w  Ressourcen: %1776w/%1780w,2,699
1983,Status der Allianz,3,699
1984,,4,699
1985,Basen: %1778w  Ressourcen: %1777w/%1780w,2,700
1986,Status der Horde,3,700
1987,,4,700
1988,Allianz greift an,2,701
1989,Die Allianz greift den Gefängniskomplex von Tol Barad an.,3,701
1990,,4,701
1991,Horde greift an,2,702
1992,Die Horde greift den Gefängniskomplex von Tol Barad an.,3,702
1993,,4,702
1994,Goldene Kugeln gesammelt: %5649w,2,703
1995,,3,703
1996,,4,703
2003,Dämonen anwesend: %6017w,2,706
2004,Gesamtanzahl der Dämonen im Hof.,3,706
2005,,4,706
2006,Fragmente gesammelt: %6025w/16,2,707
2007,,3,707
2008,,4,707
2009,Siegpunkte: %6303w/1500,2,708
2010,,3,708
2011,,4,708
2012,Siegpunkte: %6304w/1500,2,709
2013,,3,709
2014,,4,709
2015,Braufortschritt: %6403w/100,2,710
2016,,3,710
2017,,4,710
2018,%1581w/%1601w,2,711
2019,Eroberte Flaggen (Allianz),3,711
2020,Die Flagge der Horde wurde aufgehoben.,4,711
2021,%1582w/%1601w,2,712
2022,Eroberte Flaggen (Horde),3,712
2023,Die Flagge der Allianz wurde aufgehoben.,4,712
2024,Verbleibende Zeit: %4248w Min.,2,713
2025,Verbleibende Zeit,3,713
2026,,4,713
2027,Ressourcen: %6437w/1500,2,714
2028,,3,714
2029,,4,714
2030,Ressourcen: %6438w/1500,2,715
2031,,3,715
2032,,4,715
2033,Aktive Heiler: %6488w von 12,2,716
2034,"Anzahl der Heiler, die Shen-zin Sus Wunden behandeln.",3,716
2035,,4,716
2036,Aktuelle Runde: %6608w,2,717
2037,,3,717
2038,,4,717
2039,Punkte: %6607w,2,718
2040,,3,718
2041,,4,718
2042,Goldenes Team: %3601w überlebende Spieler,2,719
2043,,3,719
2044,,4,719
