Text_lang,Text1_lang,ID,LanguageID,ConditionID,EmotesID,Flags,ChatBubbleDurationMs,VoiceOverPriorityID,SoundKitID[0],SoundKitID[1],EmoteID[0],EmoteID[1],EmoteID[2],EmoteDelay[0],EmoteDelay[1],EmoteDelay[2]
"Was nun, alter Freund?",,44214,0,0,1,118,0,0,21217,0,0,0,0,0,0,0
Wir haben eine tragische Niederlage erlitten.,,44215,0,0,396,118,0,0,19526,0,0,0,0,0,0,0
Die Hoffnung für die Zukunft unserer Welt schwindet zusehends.,,44216,0,0,396,118,0,0,19527,0,0,0,0,0,0,0
Thrall muss von den heutigen Ereignissen erfahren.,,44217,0,0,396,118,0,0,19528,0,0,0,0,0,0,0
Er wird unsere nächsten Schritte leiten...,,44218,0,0,396,118,0,0,19529,0,0,0,0,0,0,0
Erunak! Neeeiiin!,,44219,0,0,1,118,0,0,21218,0,0,0,0,0,0,0
Graaahahhh!,,44220,0,0,396,118,0,0,19530,0,0,0,0,0,0,0
,"Du warst wahrlich einer des Volkes, Liam. Ganz anders als jeder andere Adelige. Dafür werden sie bezahlen.",44223,0,0,0,71,0,0,0,19686,66,0,0,0,0,0
"Also, Schamane, was nun?",,44225,0,0,1,118,0,0,21319,0,0,0,0,0,0,0
Erunak! Hinter Euch!,,44226,0,0,1,118,0,0,21320,0,0,0,0,0,0,0
"Möge das Licht die Geister unserer Vorfahren segnen, denn sie haben erlaubt, dass mein Sohn in diesem heiligen Boden ruhen darf.",,50471,0,0,1,71,0,0,19713,0,0,0,0,0,0,0
"Hier, umgeben von Helden und Patrioten Gilneas', gehört er hin.",,50472,0,0,1,71,0,0,19714,0,0,0,0,0,0,0
"Wir werden zurückkehren, Liam. Das schwöre ich dir.",,50473,0,0,66,71,0,0,19715,0,0,0,0,0,0,0
"Gilneas wird sich für immer an Euren Mut erinnern, Liam.",,50477,0,0,66,71,0,0,19497,0,0,0,0,0,0,0
"Ich entschuldige mich für die Täuschung, aber es war notwendig.",,56129,0,0,0,70,0,0,28571,0,0,0,0,0,0,0
So jemanden wie Euch haben wir in Tausenden von Jahren nicht gesehen.,,56130,0,13211,0,70,0,0,28572,0,0,0,0,0,0,0
"Es war zwingend erforderlich, dass ich zunächst Euer Herz auf die Probe stelle.",,56131,0,0,0,70,0,0,28573,0,0,0,0,0,0,0
"Kommt und reitet mit mir. Es gibt etwas, das ich Euch zeigen möchte.",,56154,0,0,0,70,0,0,28574,0,0,0,0,0,0,0
"Wir machen aus diesem Ort ein Sinkloch, hah.",,57715,0,0,0,70,0,0,30625,0,5,0,0,0,0,0
[NOTE: Many placeholder visuals in this cinematic. Expecting Observatory WMO & charge up visuals.],,57899,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Lauf, Glitschi! Ich knatzel sowas wie dich zum Frühstück!",,58170,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Ich bin Anduin Wrynn, Prinz von Sturmwind. Ich werde hier nicht sterben. Nicht auf diese Weise!",,58171,0,0,0,70,0,0,27577,0,0,0,0,0,0,0
Für Pandaria!,,59411,0,15760,4,70,0,0,31905,0,0,0,0,0,0,0
,Es funktioniert! Die Wunde schließt sich!,60365,0,0,1,69,0,0,0,27417,0,0,0,0,0,0
,"Wir haben alles riskiert, aber wir haben es geschafft. Shen-zin Su wird wieder gesund.",60627,0,0,1,69,0,0,0,27418,0,0,0,0,0,0
"Unsere Geschichte beginnt vor langer Zeit, in den Tagen des monströsen Kaisers Tian.",,61462,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Der Kaiser brauchte Boten und Lieferanten, denen er vertrauen konnte.",,61463,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Und so verwandelte er mithilfe der Kräfte des Tals ein merkwürdiges, kleines Höhlenwesen, das er gefunden hatte.",,61464,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Das Geschöpf, das er dadurch erschuf, war der ""Grummel"".",,61465,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Sprechen wir über das Wesen der Macht. In meiner Hand halte ich ein Schwert. Ich frage Euch: Wer besitzt die Macht?,,61470,0,0,0,68,0,0,30130,0,1,0,0,0,0,0
"Ich, denn ich führe das Schwert!",,61471,0,0,0,68,0,0,30131,0,1,0,0,0,0,0
Grummel können das Fünffache ihres eigenen Körpergewichts tragen. Sie schwitzen nie und haben einen ausgezeichneten Geruchssinn.,,61495,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Und ihre Schädel sind härter als Granit. Interessanterweise scheinen sie miteinander verwandt zu sein.,,61496,0,0,0,68,0,0,0,0,1,0,0,0,0,0
Die alten Helden der Pandaren haben die Grummel aus der Sklaverei befreit.,,61497,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Der Kriegsherr der Yaungol zeigt sein Gesicht! Kommt, lasst es uns beenden!",,61567,0,0,0,70,0,0,29776,0,0,0,0,0,0,0
"Auch heute noch arbeiten sie als Händler, Boten, Führer und Träger bei Expeditionen hoch oben am Kun-Lai-Gipfel.",,61643,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Sie sind ein äußerst abergläubisches Volk, das oft die Namen seiner Glücksbringer oder ""Glückjas"" annimmt.",,61647,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Die Grummel misstrauen jedem Glücksfall, den sie nicht vorher riechen konnten. Es ist schickt sich daher, sich einem unbekannten Grummel mit einer Tasche voller Dung vorzustellen.",,61649,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"In der Tat, ein merkwürdiges Volk.",,61650,0,0,0,68,0,0,0,0,1,0,0,0,0,0
"Vor vielen tausenden Jahren besaßen die Mogu sämtliche Macht. Sie beherrschten dieses Land mit eiserner Faust. Aber als ihr Reich wuchs, mussten sie es überwachen und kontrollieren.",,61798,0,0,0,68,0,0,30132,0,1,0,0,0,0,0
"Sie bedienten sich der Kräfte des Tals und ihrer Magie zur Manipulation des Fleisches, um ein wildes Echsenvolk in lebende Waffen zu verwandeln. Sie erschufen eine Armee. Eine Armee aus Saurok. Blutrünstige Kreaturen, die den Willen des Kaisers vollstrecken.",,61799,0,0,0,68,0,0,30133,0,1,0,0,0,0,0
"Tja, aber es gibt ein Problem bei der Erschaffung lebender Waffen. Seht Ihr es vielleicht?",,61800,0,0,0,68,0,0,30134,0,1,0,0,0,0,0
Wer besitzt nun die Macht?,,61801,0,0,0,68,0,0,30135,0,1,0,0,0,0,0
Die herzlosen Saurok erkannten selbst mit ihren kleinen Echsenhirnen schon bald ihre wahre Position. Sie töteten die Feinde der Mogu.,,61802,0,0,0,68,0,0,30136,0,1,0,0,0,0,0
Dann töteten sie die Untertanen der Mogu.,,61803,0,0,0,68,0,0,30137,0,1,0,0,0,0,0
"Bald schon begannen sie, die Mogu selbst zu töten.",,61804,0,0,0,68,0,0,30138,0,1,0,0,0,0,0
"Der Mogukaiser befahl daraufhin, alle Saurok zu beseitigen. Er versuchte, ihr gesamtes Volk auszurotten - doch vergebens. Sie plagen Pandaria bis zum heutigen Tag.",,61805,0,0,0,68,0,0,30139,0,1,0,0,0,0,0
"Ihr seht also: Macht gewinnt man schnell, aber man sollte sie nicht leichtfertig vergeben.",,61806,0,0,0,68,0,0,30140,0,1,0,0,0,0,0
,"Ich bin so weit, wenn Ihr es seid.",61828,0,0,396,69,0,0,0,31373,0,0,0,0,0,0
,"Kommt, $p, ich zeige es Euch.",61979,0,0,66,70,0,0,0,31359,0,0,0,0,0,0
,Schaut durch das Fernglas.,61980,0,0,396,71,0,0,0,31360,0,0,0,0,0,0
,"Das Sha des Hasses ist im Innern des Mantisgebäudes... Ich vermute, es hat dort einen mächtigen Wirt gefunden.",61981,0,0,396,70,0,0,0,31361,0,0,0,0,0,0
,Um reinzukommen benötigen wir besonders abgestimmte Kristalle von einigen der Mantisanführer der Gegend.,61982,0,0,396,70,0,0,0,31362,0,0,0,0,0,0
,Ich habe diese Anführer hier ausfindig gemacht...,61983,0,0,396,70,0,0,0,31363,0,0,0,0,0,0
,hier...,61984,0,0,396,70,0,0,0,31364,0,0,0,0,0,0
,und hier.,61985,0,0,396,70,0,0,0,31365,0,0,0,0,0,0
,Tötet sie. Erlangt die Kristalle. Sollte einfach genug sein.,61986,0,0,396,70,0,0,0,31366,0,0,0,0,0,0
"Na so was! Grüße, Fremdling. Habt Ihr etwa von meinem Traumgebräu gekostet? Die Visionen sind schwer zu deuten - halb wahr, halb Illusion. Aber wer erkennt den Unterschied?",,62624,0,0,1,70,0,0,31784,0,0,0,0,0,0,0
Was zum...?,,62776,0,0,0,70,0,0,32476,0,0,0,0,0,0,0
Was war das für ein Geräusch?,,62777,0,0,0,70,0,0,32477,0,0,0,0,0,0,0
"Es kam von der Mauer, Sir.",,62778,0,0,0,70,0,0,32475,0,0,0,0,0,0,0
"Ich weiß wo es her kam, aber WAS war das?",,62779,0,0,0,70,0,0,32478,0,0,0,0,0,0,0
Nein... nein...,,62781,0,0,0,70,0,0,32479,0,0,0,0,0,0,0
Männer! Zu den Waffen!,,62782,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Ihr drei! $n! Helft Wachkapitän Eichenschild an der Front!,,62783,0,0,0,70,0,0,32480,0,0,0,0,0,0,0
"Grünacker, Schwarzgrund, deckt unsere linke Flanke! Ich will keine Überraschungen!",,62784,0,0,0,70,0,0,32481,0,0,0,0,0,0,0
"Leven, übernehmt die rechte Seite! Ihr seid auf Euch allein gestellt!",,62785,0,0,0,70,0,0,32482,0,0,0,0,0,0,0
"An alle anderen! Wenn ihr eine Waffe führen könnt, beschützt dieses Dorf! Sie dürfen hier nicht durch kommen! Ihr...",,62786,0,0,0,70,0,0,32483,0,0,0,0,0,0,0
Wir haben keine Chance...,,62789,0,0,0,70,0,0,32485,0,0,0,0,0,0,0
An alle! Zieht euch zurück! ZIEHT EUCH...,,62790,0,0,0,70,0,0,32486,0,0,0,0,0,0,0
Rrrraaaa!!!,,62791,0,0,0,70,0,0,29747,0,0,0,0,0,0,0
Wer seid Ihr?,,62792,0,0,0,70,0,0,32487,0,0,0,0,0,0,0
"Ist es von Bedeutung, wer wir sind? Wir sind hier, um Euch zu helfen.",,62794,0,0,0,70,0,0,29748,0,0,0,0,0,0,0
Hey! Gebt mir eine dieser Mistgabeln!,,62795,0,0,0,70,0,0,32504,0,0,0,0,0,0,0
Ihr wolltet Euch ergeben? Warum? Weil diese Eindringlinge eine Mauer einreißen können?,,62796,0,0,0,70,0,0,29749,0,0,0,0,0,0,0
"Ihr habt noch eine Mauer... sie besteht aus den Leuten, die diesen Ort HEIMAT nennen.",,62797,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Jeder von uns würde sein Leben opfern, um dieses Land zu beschützen.",,62798,0,0,0,70,0,0,29750,0,0,0,0,0,0,0
Dieses Land gehört uns...,,62799,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Unseren Vorfahren...,,62800,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Unseren Kindern...,,62801,0,0,0,70,0,0,0,0,0,0,0,0,0,0
"Und wir werden nicht zulassen, dass sich das ändert.",,62802,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Es ist zu spät! Der Donnerkönig wird kommen und Euch dieses Land abnehmen.,,63378,0,0,0,70,0,0,0,0,0,0,0,0,0,0
Wie hat uns der Schattenhammer gefunden? Zieht Eure Waffen - wir müssen raus aus dieser Schlucht!,,63387,0,0,0,70,0,0,25871,0,6,0,0,0,0,0
Oh... Ich habe wohl mein Schwert verloren.,,63691,0,0,0,68,0,0,30141,0,0,0,0,0,0,0
"Als die Zerschlagung die Kontinente Azeroths auseinanderriss, glaubten wir Pandaren, dass der Rest der Welt vollkommen zerstört worden war.",,63692,0,0,0,68,0,0,30114,0,0,0,0,0,0,0
"Aber als die Jahrhunderte verstrichen, wollte ein junger Abenteurer herausfinden, was es dort draußen noch gab. Sein Name war Liu Lang. Er zog los, die Welt zu erkunden... auf dem Rücken einer Schildkröte!",,63693,0,0,0,68,0,0,30115,0,0,0,0,0,0,0
"Wir ehren seinen Mut mit Statuen und Liedern, aber wenn Ihr an jenem Tag am Strand gewesen wärt... Nun, ich bin mir sicher, dass er recht albern aussah.",,63694,0,0,0,68,0,0,30116,0,0,0,0,0,0,0
"Oh, wie ihn die Pandaren ausgelacht haben. Aber Liu Lang war schlauer, als alle gedacht hatten. Meeresschildkröten kehren immer zu der Küste zurück, an der sie geboren wurden. So konnte er trotz der Nebel, die unser Land umgeben, immer nach Hause finden.",,63695,0,0,0,68,0,0,30117,0,0,0,0,0,0,0
"Alle paar Jahre kehrte er zurück, im Gepäck Geschichten von geheimnisvollen Städten im Sand, Nomaden, deren Heimat endlose Grassteppen sind, einem großes Reich unter dem Eis und einem magischen, vergoldeten Königreich.",,63696,0,0,0,68,0,0,30118,0,0,0,0,0,0,0
"Jedes Mal, wenn er zurückkehrte, folgten mehr und mehr Pandaren seinem Ruf und begleiteten ihn auf seiner wachsenden Schildkröte. Sie waren die Mutigsten von uns: die Entdecker, die Abenteurer.",,63697,0,0,0,68,0,0,30119,0,0,0,0,0,0,0
"Und das ist es, was uns Liu Lang lehrt. Alle lachen die Entdecker aus. Sie lachen und lachen... bis sie wiederkehren.",,63698,0,0,0,68,0,0,30120,0,0,0,0,0,0,0
Große Ereignisse beginnen oft mit einer Kleinigkeit. Stellt Euch einen ruhigen Teich vor. Das Wasser wie eine Glasscheibe...,,63699,0,0,396,68,0,0,30150,0,0,0,0,0,0,0
"...bis ich einen Stein werfe. Solch ein kleines Ding, doch bald schon kräuselt sich die gesamte Oberfläche!",,63700,0,0,396,68,0,0,30151,0,0,0,0,0,0,0
"Auch die Jinyu haben klein begonnen. Sie waren einst primitive Kreaturen, aber hatten das Glück, nahe der verzauberten Teiche im Tal zu leben.",,63701,0,0,0,68,0,0,30152,0,0,0,0,0,0,0
"Die Magie der Teiche erweiterte ihren Verstand und ließ ihre Körper wachsen, bis sie zu einer der großen alten Kulturen Pandarias wurden.",,63702,0,0,0,68,0,0,30153,0,0,0,0,0,0,0
"Die weisesten der Jinyu sind wahrlich sehr weise. Sie können mit den Flüssen sprechen, wie Ihr und ich unsere Ältesten um Rat fragen.",,63703,0,0,0,68,0,0,30154,0,0,0,0,0,0,0
In den flüsternden Wassern können sie die Zukunft hören.,,63704,0,0,0,68,0,0,30155,0,0,0,0,0,0,0
Die Jinyu und ihre Wassersprecher befinden sich im Herzen der größten Ereignisse in Pandarias Geschichte.,,63705,0,0,0,68,0,0,30156,0,0,0,0,0,0,0
"Ihre Visionen brachten Königreiche hervor, befreiten Sklaven und warnten unseren letzten Kaiser vor der Zerschlagung, die Azeroth vor zehntausend Jahren zerrüttete.",,63706,0,0,0,68,0,0,30157,0,0,0,0,0,0,0
"Denkt darüber nach: Selbst die leiseste Stimme kann die Welt verändern. Vergesst dies nicht, wenn Ihr das nächste Mal Steine werfen wollt!",,63707,0,0,0,68,0,0,30158,0,0,0,0,0,0,0
"Oh, Ihr wollt also etwas über die Mantis lernen? Seid gewarnt: Das pandarische Grenzland ist übersät mit den Gräbern ehemaliger Schüler.",,63708,0,0,0,68,0,0,30166,0,1,1,0,0,500,0
Die Mantis sind harsche Lehrer.,,63709,0,0,0,68,0,0,30167,0,0,0,0,0,0,0
"Jede Generation der Mantis stürmt in Massen die Schlangenrückenmauer. Ihnen fallen viele Pandaren zum Opfer, deswegen töten wir im Gegenzug noch mehr von ihnen. Und doch greift jede Generation wieder an. Warum?",,63710,0,0,0,68,0,0,30168,0,0,0,0,0,0,0
Wir Pandaren wissen es nicht.,,63711,0,0,0,68,0,0,30169,0,0,0,0,0,0,0
"Uralte Schriften deuten darauf hin, dass die Mantis schon immer hier waren. Sogar noch länger als die Mogu. Doch wo kamen sie her?",,63712,0,0,0,68,0,0,30170,0,1,6,0,0,500,0
Wir Pandaren wissen es nicht.,,63713,0,0,0,68,0,0,30171,0,6,0,0,0,0,0
"Wenn Ihr Freundschaft mit den Mantis schließt und Euch einen guten Ruf bei ihnen verdient, lehren sie Euch vielleicht ihre Geheimnisse. Aber seid gewarnt:",,63714,0,0,0,68,0,0,30172,0,0,0,0,0,0,0
Noch nie war jemand mit den Mantis befreundet.,,63715,0,0,0,68,0,0,30173,0,0,0,0,0,0,0
"Eines jedoch wissen die Pandaren: Indem sie unser Volk massakrieren und seit Generationen zehntausende Pandaren töten, haben sie uns gelehrt, das Leben zu schätzen. Ein wertvolles, aber auch flüchtiges Geschenk. Schon im nächsten Moment... kann alles vorbei sein.",,63716,0,0,0,68,0,0,30174,0,0,0,0,0,0,0
Dies haben die Mantis uns gelehrt.,,63717,0,0,0,68,0,0,30175,0,0,0,0,0,0,0
Was fürchtet Ihr am meisten in dieser Welt? Habt Ihr Eure Furcht besiegt... oder hat Eure Furcht Euch besiegt?,,63718,0,0,0,68,0,0,30159,0,0,0,0,0,0,0
"Vor langer, langer Zeit, vor der Zerschlagung der Welt, herrschten die Mogukaiser über Pandaria. Mein Volk wurde versklavt und lebte in Angst.",,63719,0,0,0,68,0,0,30160,0,0,0,0,0,0,0
"Die Mogu waren die Herren des Schmerzes und der Folter, der dunklen Magie und brutalen Waffen. Kein Pandaren, Ho-zen oder Jinyu konnte ihrer Macht widerstehen. Und mein Volk lebte in Angst.",,63720,0,0,0,68,0,0,30161,0,0,0,0,0,0,0
"Es waren die Mogu, die den Schlangenrücken erbauten. Viele der glücklosen Sklaven mussten beim Bau und bei der Verteidigung helfen - sie waren Futter für die Mantis. Und mein Volk lebte in Angst.",,63721,0,0,0,68,0,0,30162,0,0,0,0,0,0,0
"Als das Reich wuchs, begannen die Mogu, mit den Geheimnissen des Tals zu experimentieren. Sie erschufen furchtbare Waffen aus Fleisch und Stein. Und mein Volk lebte in Angst.",,63722,0,0,0,68,0,0,30163,0,0,0,0,0,0,0
"In ihrem Größenwahn ahnten sie nicht, dass ihr Fall bevorstand - nicht durch ihre Feinde, sondern durch die Unterdrückten. Es kam der Tag, an dem sich ein Sklave erhob...",,63723,0,0,0,68,0,0,30164,0,0,0,0,0,0,0
...und keine Angst mehr hatte.,,63724,0,0,0,68,0,0,30165,0,0,0,0,0,0,0
"Feuer! Das magischste aller Elemente. Es wärmt uns, es gart unser Essen. Ein Herdfeuer macht aus einem Haus ein Zuhause. In den richtigen Händen formt Feuer aus Eisen Schwerter oder Pflüge. Ohne Kontrolle zerstört Feuer eine Stadt.",,63725,0,0,0,68,0,0,30099,0,0,0,0,0,0,0
Feuer ist das Werkzeug der Veränderung.,,63726,0,0,0,68,0,0,30100,0,0,0,0,0,0,0
"Vor langer Zeit zog eine Gruppe unbeugsamer Jagdnomaden durch die Welt. Wie es das Schicksal wollte, waren sie hier in Pandaria, als die Zerschlagung die Kontinente von Azeroth zerrüttete. Die Wanderer saßen in der Tonlongsteppe fest, einem rauen, gefährlichen Land.",,63727,0,0,0,68,0,0,30101,0,0,0,0,0,0,0
"Diese edlen Jäger fanden einen Weg, zu überleben. Feuer war der Schlüssel. Sie holten Öl aus dem Boden. Sie nutzten es, um ihre Heime zu heizen, ihr Essen zu kochen und ihre Feinde zu verbrennen. Sie wurden STARK.",,63728,0,0,0,68,0,0,30102,0,0,0,0,0,0,0
Aus den Flammen des Schicksals wurden die Yaungol geboren. Sie überleben jenseits der Mauer und beugen sich nur ihrem eigenen Gesetz.,,63729,0,0,0,68,0,0,30103,0,0,0,0,0,0,0
"War das Schicksal grausam zu den Yaungol? Da könnte man genauso fragen, ob Feuer gut oder böse ist.",,63730,0,0,0,68,0,0,30104,0,0,0,0,0,0,0
Das Schicksal ist wie Feuer; es kann uns formen oder zerstören.,,63731,0,0,0,68,0,0,30105,0,0,0,0,0,0,0
"Das Einzige, was zählt, ist, wie man es einsetzt.",,63732,0,0,0,68,0,0,30106,0,0,0,0,0,0,0
"Ah! Ihr wollt etwas über Shaohao erfahren, unseren letzten und größten Kaiser? Ich habe nicht genug Zeit, sämtliche seiner Abenteuer wiederzugeben, aber was er vor zehntausend Jahren tat, wirkt sich noch bis zum heutigen Tag aus.",,63733,0,0,0,68,0,0,30107,0,0,0,0,0,0,0
"Wir wissen, dass er seine Zweifel im Jadewald hinter sich ließ und sich in der Krasarangwildnis von der Verzweiflung läuterte. Er überkam seine Angst in der Tonlongsteppe. Und er bezwang Wut, Hass und Gewalt hoch in den Bergen von Kun-Lai.",,63734,0,0,0,68,0,0,30108,0,0,0,0,0,0,0
All das ist bekannt. Tempel wurden an diesen heiligen Orten errichtet.,,63735,0,0,0,68,0,0,30109,0,0,0,0,0,0,0
"Aber stellt Euch einmal vor, wie es gewesen sein muss, als er genau in diesem Tal von seiner Reise zurückkehrte. Stellt Euch vor, wie sich die Tore für ihn öffneten. Zu jenem Zeitpunkt war unser Kaiser eine reine Lichtgestalt: Keine Zweifel, keine Ängste, kein Hass...",,63736,0,0,0,68,0,0,30110,0,0,0,0,0,0,0
"Es heißt, dass alle Bäume im Tal erblühten, als er es betrat, und noch bis zum heutigen Tag in Blüte stehen.",,63737,0,0,0,68,0,0,30111,0,0,0,0,0,0,0
"Ich wünschte, dass wir alle wie unser heiligster Kaiser leben könnten. Das wir unsere Lasten beiseitelegten und im Einklang mit dem Kosmos wären. DAS, glaube ich, war seine Botschaft an uns... bevor er eins wurde mit dem Land und Pandaria vor den Schrecken der Zerschlagung verbarg.",,63738,0,0,0,68,0,0,30112,0,0,0,0,0,0,0
"Ich danke Euch, verehrter Kaiser.",,63739,0,0,0,70,0,0,30113,0,0,0,0,0,0,0
"Es kam der Tag, an dem ein Vater der Ungezogenheit seines Kindes überdrüssig wurde. ""Du benimmst dich wie ein Ho-zen!"", schimpfte der Vater. Aber sein Sohn benahm sich weiterhin schlecht.",,63740,0,0,0,68,0,0,30142,0,0,0,0,0,0,0
"Um ihm eine Lektion zu erteilen, zerrte der Vater das Kind in den Wald, um ihm zu zeigen, wie die Ho-zen leben. ""Siehst du, wie sich verhalten?"" fragte er. ""Willst du auch so leben?""",,63741,0,0,0,68,0,0,30143,0,0,0,0,0,0,0
Die Ho-zen sind in der Tat sehr lebhaft. Sie sind ein kurzlebiges Volk: Nur wenige von ihnen werden älter als zwanzig. Ihre Anführer sind alle vierzehn oder fünfzehn. Wie reif wart Ihr mit vierzehn? Meditiert darüber!,,63742,0,0,0,68,0,0,30144,0,0,0,0,0,0,0
"Danach fragte der Vater sein Kind, was es gelernt hätte.",,63743,0,0,0,68,0,0,30145,0,0,0,0,0,0,0
"Ich habe gelernt, dass wir auf unserem Hof arbeiten und schuften, aber die Ho-zen die ganze Welt als Garten haben, sagte das Kind. ""Nachts haben wir nur eine einzige Kerze, aber die Ho-zen erfreuen sich am Licht der Sterne. Ich habe gelernt, dass ich jeden Tag zur Schule gehe, aber die Ho-zen lernen durch Erfahrung.""",,63744,0,0,0,68,0,0,30146,0,0,0,0,0,0,0
"Und das Kind schlussfolgerte: ""Ich würde sehr gern wie ein Ho-zen leben.""",,63745,0,0,0,68,0,0,30147,0,0,0,0,0,0,0
"Wer also war weiser, der Vater oder sein Sohn?",,63746,0,0,0,68,0,0,30148,0,0,0,0,0,0,0
Die Entscheidung liegt bei Euch allein.,,63747,0,0,0,68,0,0,30149,0,0,0,0,0,0,0
"Meint Ihr, Ihr könnt es mit mir aufnehmen? Die meisten Mädchen mögen keine Schlangen, ich aber finde sie süß!","Meint Ihr, Ihr könnt es mit mir aufnehmen? Die meisten Mädchen mögen keine Schlangen, ich aber finde sie süß!",64260,0,0,0,68,0,0,0,0,6,0,0,0,0,0
"Ah, mein liebstes Attentätertalent! Ich hatte gehofft, Euch hier in Pandaria zu treffen.",,65087,0,0,1,68,0,0,29135,0,0,0,0,0,0,0
Sehr gut. Lasst uns reden.,,65088,0,0,0,68,0,0,29136,0,0,0,0,0,0,0
"Tong! Bringt uns etwas zu trinken, bitte.",,65089,0,0,0,68,0,0,29137,0,0,0,0,0,0,0
"Mein Vater, Todesschwinge, hat versucht, ganz Azeroth zu zerstören.",,65090,0,0,0,68,0,0,29138,0,0,0,0,0,0,0
"Er irrte, natürlich, aber mit einer Sache hatte er Recht: Unsere Welt ist... so fragil.",,65091,0,0,0,68,0,0,29139,0,0,0,0,0,0,0
Wir sind ein Funken des Lichts in einem Universum des Schattens. Eine Kerze im Sturm.,,65092,0,0,0,68,0,0,29140,0,0,0,0,0,0,0
