ActivityName_lang,Description_lang,ID,CriteriaTreeID,ThresholdContributionAmount,Supersedes,Priority
Erfüllt öffentliche Handwerksaufträge,"Sprecht mit einem Verwaltungsangestellten für Handwerksaufträge auf dem Handwerkermarkt von Valdrakken, um Handwerksaufträge anzunehmen.",152,142299,100,0,0
Öffnet Türen in den Gewölben von Zskera,Öffnet mit Gewölbeschlüsseln von Zskera Türen in den Gewölben von Zskera.,154,143906,100,0,0
Schließt die großen Jagden der Zentauren der Maruuk ab,Schließt große Jagden der Zentauren der Maruuk auf den Dracheninseln ab.,155,143919,150,0,0
"""Ja, Küchenchef!"" während eines gemeinschaftlichen Festmahls","Schließt ""Ja, Küchenchef!"" bei einem gemeinschaftlichen Festmahl in Iskaara auf den Dracheninseln ab.",156,143922,50,0,0
Schließt Weltquests der Drachenreiterrennen ab,,157,144066,50,0,0
Schließt die Weltquests der Drachenschuppenexpedition ab,Schließt Weltquests der Drachenschuppenexpedition auf den Dracheninseln ab.,158,143930,100,0,0
Besiegt Bosse des Ursturms auf der Verbotenen Insel,Besiegt Bosse des Ursturms auf der Verbotenen Insel der Dracheninseln.,159,143936,50,0,0
"Schließt Quests für ""Lebensfunke"" ab","Schließt Quests für ""Lebensfunke"" auf den Dracheninseln ab.",160,143949,100,0,0
Schließt wöchentliche Quests in den Gewölben von Zskera ab,Schließt wöchentliche Quests in den Gewölben von Zskera auf der Verbotenen Insel auf den Dracheninseln ab.,161,143955,75,0,0
Besiegt Haustierzähmer der Dracheninseln mit Drachkinhaustieren,"Besiegt Haustierzähmer der Dracheninseln mit einem Team, das aus mindestens 2 Drachkinhaustieren besteht.",162,143959,200,0,0
Nutzt das Spielzeug Schwingende Sande in einem Dungeon von Warlords of Draenor,,163,143966,50,0,0
Die Kinderwoche: Schließt einen Geschichtsstrang ab,Schließt in der Zeit vom {EventStartDate} bis zum {EventEndDate} die folgenden Quests der Kinderwoche ab:,164,143968,50,0,0
Kinderwoche: Schließt tägliche Quests mit einem Waisenkind ab,"Schließt zwischen dem {EventStartDate} und {EventEndDate} tägliche Quests ab, während ein Waisenkind dabei ist.",165,143977,100,0,0
"Kinderwoche: Fangt Oschis mit einer Harpune, während ein Waisenkind dabei ist","Nutzt zwischen dem {EventStartDate} und {EventEndDate} eine Harpune, um Oschis an Land zu ziehen, während ein Waisenkind dabei ist.",166,143998,50,0,0
Kinderwoche: Schließt 4 Geschichtsstränge ab,Schließt in der Zeit vom {EventStartDate} bis zum {EventEndDate} die folgenden Quests der Kinderwoche ab:,167,144000,100,164,0
Kinderwoche: Verwendet /jubeln für Paera Wohlbrise zusammen mit einem Waisenkind,"Benutzt zwischen dem {EventStartDate} bis zum {EventEndDate} das Emote /jubeln für Paera Wohlbrise in Iskaara, während ein Waisenkind dabei ist.",168,144011,50,0,0
Kinderwoche: Schließt Dungeons auf Mythisch+ mit einem Waisenkind ab,"Schließt zwischen dem {EventStartDate} und {EventEndDate} Dungeons auf Mythisch+ ab, während ein Waisenkind dabei ist.",169,144013,100,0,0
Frühlingsballonfest: Schließt einen Heißluftballonflug ab,Fahrt zwischen dem {EventStartDate} und {EventEndDate} mit einem Heißluftballon und genießt die Tour.,170,144015,100,0,0
Glühkappenfest: Werdet Zeuge vom Aufstieg und Fall von Fshoo,"Helft am {EventStartDate} in Sporeggar in den Zangarmarschen, den großen Fshoo so lange wie möglich am Leben zu halten.",171,144017,150,0,0
"Dunkelmond-Jahrmarkt: Schließt ""Panzergeneral"" ab","Schließt in der Zeit vom 06.07. bis zum 12.07. die Quest ""Panzergeneral"" auf der Insel des Dunkelmond-Jahrmarkts ab.",172,144021,75,0,0
Dunkelmond-Jahrmarkt: Ballon + Pony = Spaß,"Reitet in der Zeit vom 05.01. bis zum 11.01. ein Dunkelmond-Pony über die Insel des Dunkelmond-Jahrmarkts, während Ihr einen Ballon haltet.",173,144028,50,0,0
Quietscheentenangeln,"Benutzt das Spielzeug ""Kiste mit Schwimmern: Quietscheentchen"" und angelt dann auf den Dracheninseln Gegenstände.",174,144039,50,0,0
"Erschlagt Kreaturen, während Ihr die Brennende Klinge repräsentiert","Tötet auf den Dracheninseln Kreaturen, die Erfahrung gewähren, während ihr unter dem Einfluss des ""Banner der Brennenden Klinge""-Spielzeugs steht.",175,144041,50,0,0
"Benutzt das Spielzeug ""Murbrille""","Nutzt das Spielzeug ""Murbrille"" in Valdrakken, Iskaara, Maruukai und dem Drachenschuppenbasislager.",176,144043,100,0,0
/Tanzen mit Murbrille,"Verwendet /tanzen mit aktivem Murbrilleneffekt durch das Spielzeug ""Murbrille"" vor einem Spielercharakter.",177,144048,50,0,0
Werft ein Hearthstone-Spielbrett um,"Benutzt das Spielzeug ""Hearthstone-Spielbrett"" im Gasthaus zur Fehlenden Türangel im Azurblauen Gebirge.",178,144050,50,0,0
Zieht einen Zugschlitten von Iskaara oder fahrt damit,"Benutzt das Spielzeug ""Zugschlitten von Iskaara"" oder fahrt mit dem eines anderen Spielercharakters.",179,144056,50,0,0
Zeitwanderung: Besiegt Haustierzähmer von Draenor,Besiegt in der Zeit vom {EventStartDate} bis zum {EventEndDate} 3 der folgenden Meisterzähmer von Draenor:,180,144059,100,0,0
Schließt umgekehrte Drachenreitenstrecken auf der Verbotenen Insel ab,Sprecht mit einem Bronzezeithüter auf der Verbotenen Insel auf den Dracheninseln.,181,144100,100,0,0
Fangt Lavafische auf den Dracheninseln,,182,144559,100,0,0
[DNT] Test: Noblegarden: Complete a Dragonflight Dungeon in a Spring Circlet,"[DNT]  Test: From {EventStartDate} - {EventEndDate}, complete a Dragonflight dungeon wearing any Spring Circlet.",184,144640,150,0,0
Regeneriert Drachenreitenelan während 'Bodenkratzer',,185,144628,100,0,0
Schließt Weltquests der Drachenschuppenexpedition in der Zaralekhöhle ab,Schließt Kletter- und Katalogisierungsweltquests in der Zaralekhöhle ab.,186,144630,100,0,0
Fangt Lavaoschis mit einer Harpune,Benutzt die Harpune von Iskaara und fangt in der Nähe einer Oschisichtung der Tuskarr an Angellöchern auf den Dracheninseln Lavaoschis.,187,144835,100,0,0
Tötet Spielercharaktere an der Küste des Erwachens,,188,144916,100,0,0
Überwindet Sturmhaustierbosse auf der Verbotenen Insel mit Elementarhaustieren,"Besiegt Sturmhaustierbosse der Verbotenen Insel mit einem Team, das aus mindestens 2 Elementarhaustieren besteht.",189,146075,200,0,0
